t,species,metamer,organ,Eabs,plant
0,Soissons,1,blade,0.0,1
0,Soissons,1,sheath,0.0,1
0,Soissons,2,blade,0.0,1
0,Soissons,2,sheath,0.0,1
0,Soissons,3,blade,0.0,1
0,Soissons,3,sheath,0.0,1
0,Soissons,4,blade,0.0,1
0,Soissons,4,internode,0.0,1
0,Soissons,4,sheath,0.0,1
0,Soissons,5,internode,0.0,1
0,Soissons,6,internode,0.0,1
1,Soissons,1,blade,0.0,1
1,Soissons,1,sheath,0.0,1
1,Soissons,2,blade,0.0,1
1,Soissons,2,sheath,0.0,1
1,Soissons,3,blade,0.0,1
1,Soissons,3,sheath,0.0,1
1,Soissons,4,blade,0.0,1
1,Soissons,4,internode,0.0,1
1,Soissons,4,sheath,0.0,1
1,Soissons,5,internode,0.0,1
1,Soissons,6,internode,0.0,1
2,Soissons,1,blade,0.0,1
2,Soissons,1,sheath,0.0,1
2,Soissons,2,blade,0.0,1
2,Soissons,2,sheath,0.0,1
2,Soissons,3,blade,0.0,1
2,Soissons,3,sheath,0.0,1
2,Soissons,4,blade,0.0,1
2,Soissons,4,internode,0.0,1
2,Soissons,4,sheath,0.0,1
2,Soissons,5,internode,0.0,1
2,Soissons,6,internode,0.0,1
3,Soissons,1,blade,0.0,1
3,Soissons,1,sheath,0.0,1
3,Soissons,2,blade,0.0,1
3,Soissons,2,sheath,0.0,1
3,Soissons,3,blade,0.0,1
3,Soissons,3,sheath,0.0,1
3,Soissons,4,blade,0.0,1
3,Soissons,4,internode,0.0,1
3,Soissons,4,sheath,0.0,1
3,Soissons,5,internode,0.0,1
3,Soissons,6,internode,0.0,1
4,Soissons,1,blade,0.0,1
4,Soissons,1,sheath,0.0,1
4,Soissons,2,blade,0.0,1
4,Soissons,2,sheath,0.0,1
4,Soissons,3,blade,0.0,1
4,Soissons,3,sheath,0.0,1
4,Soissons,4,blade,0.0,1
4,Soissons,4,internode,0.0,1
4,Soissons,4,sheath,0.0,1
4,Soissons,5,internode,0.0,1
4,Soissons,6,internode,0.0,1
5,Soissons,1,blade,0.000643620383324,1
5,Soissons,1,sheath,0.000267039465169,1
5,Soissons,2,blade,0.0026198582784,1
5,Soissons,2,sheath,6.50388989508e-05,1
5,Soissons,3,blade,0.017293222053,1
5,Soissons,3,sheath,0.000488324495541,1
5,Soissons,4,blade,0.133661582182,1
5,Soissons,4,internode,0.00230940647414,1
5,Soissons,4,sheath,0.00827742370633,1
5,Soissons,5,internode,0.0381118847715,1
5,Soissons,6,internode,0.128894583177,1
6,Soissons,1,blade,0.000643620383324,1
6,Soissons,1,sheath,0.000267039465169,1
6,Soissons,2,blade,0.0026198582784,1
6,Soissons,2,sheath,6.50388989508e-05,1
6,Soissons,3,blade,0.017293222053,1
6,Soissons,3,sheath,0.000488324495541,1
6,Soissons,4,blade,0.133661582182,1
6,Soissons,4,internode,0.00230940647414,1
6,Soissons,4,sheath,0.00827742370633,1
6,Soissons,5,internode,0.0381118847715,1
6,Soissons,6,internode,0.128894583177,1
7,Soissons,1,blade,0.000643620383324,1
7,Soissons,1,sheath,0.000267039465169,1
7,Soissons,2,blade,0.0026198582784,1
7,Soissons,2,sheath,6.50388989508e-05,1
7,Soissons,3,blade,0.017293222053,1
7,Soissons,3,sheath,0.000488324495541,1
7,Soissons,4,blade,0.133661582182,1
7,Soissons,4,internode,0.00230940647414,1
7,Soissons,4,sheath,0.00827742370633,1
7,Soissons,5,internode,0.0381118847715,1
7,Soissons,6,internode,0.128894583177,1
8,Soissons,1,blade,0.000643620383324,1
8,Soissons,1,sheath,0.000267039465169,1
8,Soissons,2,blade,0.0026198582784,1
8,Soissons,2,sheath,6.50388989508e-05,1
8,Soissons,3,blade,0.017293222053,1
8,Soissons,3,sheath,0.000488324495541,1
8,Soissons,4,blade,0.133661582182,1
8,Soissons,4,internode,0.00230940647414,1
8,Soissons,4,sheath,0.00827742370633,1
8,Soissons,5,internode,0.0381118847715,1
8,Soissons,6,internode,0.128894583177,1
9,Soissons,1,blade,0.000643620383324,1
9,Soissons,1,sheath,0.000267039465169,1
9,Soissons,2,blade,0.0026198582784,1
9,Soissons,2,sheath,6.50388989508e-05,1
9,Soissons,3,blade,0.017293222053,1
9,Soissons,3,sheath,0.000488324495541,1
9,Soissons,4,blade,0.133661582182,1
9,Soissons,4,internode,0.00230940647414,1
9,Soissons,4,sheath,0.00827742370633,1
9,Soissons,5,internode,0.0381118847715,1
9,Soissons,6,internode,0.128894583177,1
10,Soissons,1,blade,0.000643620383324,1
10,Soissons,1,sheath,0.000267039465169,1
10,Soissons,2,blade,0.0026198582784,1
10,Soissons,2,sheath,6.50388989508e-05,1
10,Soissons,3,blade,0.017293222053,1
10,Soissons,3,sheath,0.000488324495541,1
10,Soissons,4,blade,0.133661582182,1
10,Soissons,4,internode,0.00230940647414,1
10,Soissons,4,sheath,0.00827742370633,1
10,Soissons,5,internode,0.0381118847715,1
10,Soissons,6,internode,0.128894583177,1
11,Soissons,1,blade,0.000643620383324,1
11,Soissons,1,sheath,0.000267039465169,1
11,Soissons,2,blade,0.0026198582784,1
11,Soissons,2,sheath,6.50388989508e-05,1
11,Soissons,3,blade,0.017293222053,1
11,Soissons,3,sheath,0.000488324495541,1
11,Soissons,4,blade,0.133661582182,1
11,Soissons,4,internode,0.00230940647414,1
11,Soissons,4,sheath,0.00827742370633,1
11,Soissons,5,internode,0.0381118847715,1
11,Soissons,6,internode,0.128894583177,1
12,Soissons,1,blade,0.000643620383324,1
12,Soissons,1,sheath,0.000267039465169,1
12,Soissons,2,blade,0.0026198582784,1
12,Soissons,2,sheath,6.50388989508e-05,1
12,Soissons,3,blade,0.017293222053,1
12,Soissons,3,sheath,0.000488324495541,1
12,Soissons,4,blade,0.133661582182,1
12,Soissons,4,internode,0.00230940647414,1
12,Soissons,4,sheath,0.00827742370633,1
12,Soissons,5,internode,0.0381118847715,1
12,Soissons,6,internode,0.128894583177,1
13,Soissons,1,blade,0.000643620383324,1
13,Soissons,1,sheath,0.000267039465169,1
13,Soissons,2,blade,0.0026198582784,1
13,Soissons,2,sheath,6.50388989508e-05,1
13,Soissons,3,blade,0.017293222053,1
13,Soissons,3,sheath,0.000488324495541,1
13,Soissons,4,blade,0.133661582182,1
13,Soissons,4,internode,0.00230940647414,1
13,Soissons,4,sheath,0.00827742370633,1
13,Soissons,5,internode,0.0381118847715,1
13,Soissons,6,internode,0.128894583177,1
14,Soissons,1,blade,0.000643620383324,1
14,Soissons,1,sheath,0.000267039465169,1
14,Soissons,2,blade,0.0026198582784,1
14,Soissons,2,sheath,6.50388989508e-05,1
14,Soissons,3,blade,0.017293222053,1
14,Soissons,3,sheath,0.000488324495541,1
14,Soissons,4,blade,0.133661582182,1
14,Soissons,4,internode,0.00230940647414,1
14,Soissons,4,sheath,0.00827742370633,1
14,Soissons,5,internode,0.0381118847715,1
14,Soissons,6,internode,0.128894583177,1
15,Soissons,1,blade,0.000643620383324,1
15,Soissons,1,sheath,0.000267039465169,1
15,Soissons,2,blade,0.0026198582784,1
15,Soissons,2,sheath,6.50388989508e-05,1
15,Soissons,3,blade,0.017293222053,1
15,Soissons,3,sheath,0.000488324495541,1
15,Soissons,4,blade,0.133661582182,1
15,Soissons,4,internode,0.00230940647414,1
15,Soissons,4,sheath,0.00827742370633,1
15,Soissons,5,internode,0.0381118847715,1
15,Soissons,6,internode,0.128894583177,1
16,Soissons,1,blade,0.000643620383324,1
16,Soissons,1,sheath,0.000267039465169,1
16,Soissons,2,blade,0.0026198582784,1
16,Soissons,2,sheath,6.50388989508e-05,1
16,Soissons,3,blade,0.017293222053,1
16,Soissons,3,sheath,0.000488324495541,1
16,Soissons,4,blade,0.133661582182,1
16,Soissons,4,internode,0.00230940647414,1
16,Soissons,4,sheath,0.00827742370633,1
16,Soissons,5,internode,0.0381118847715,1
16,Soissons,6,internode,0.128894583177,1
17,Soissons,1,blade,0.000643620383324,1
17,Soissons,1,sheath,0.000267039465169,1
17,Soissons,2,blade,0.0026198582784,1
17,Soissons,2,sheath,6.50388989508e-05,1
17,Soissons,3,blade,0.017293222053,1
17,Soissons,3,sheath,0.000488324495541,1
17,Soissons,4,blade,0.133661582182,1
17,Soissons,4,internode,0.00230940647414,1
17,Soissons,4,sheath,0.00827742370633,1
17,Soissons,5,internode,0.0381118847715,1
17,Soissons,6,internode,0.128894583177,1
18,Soissons,1,blade,0.000643620383324,1
18,Soissons,1,sheath,0.000267039465169,1
18,Soissons,2,blade,0.0026198582784,1
18,Soissons,2,sheath,6.50388989508e-05,1
18,Soissons,3,blade,0.017293222053,1
18,Soissons,3,sheath,0.000488324495541,1
18,Soissons,4,blade,0.133661582182,1
18,Soissons,4,internode,0.00230940647414,1
18,Soissons,4,sheath,0.00827742370633,1
18,Soissons,5,internode,0.0381118847715,1
18,Soissons,6,internode,0.128894583177,1
19,Soissons,1,blade,0.000643620383324,1
19,Soissons,1,sheath,0.000267039465169,1
19,Soissons,2,blade,0.0026198582784,1
19,Soissons,2,sheath,6.50388989508e-05,1
19,Soissons,3,blade,0.017293222053,1
19,Soissons,3,sheath,0.000488324495541,1
19,Soissons,4,blade,0.133661582182,1
19,Soissons,4,internode,0.00230940647414,1
19,Soissons,4,sheath,0.00827742370633,1
19,Soissons,5,internode,0.0381118847715,1
19,Soissons,6,internode,0.128894583177,1
20,Soissons,1,blade,0.0,1
20,Soissons,1,sheath,0.0,1
20,Soissons,2,blade,0.0,1
