plant,axis,metamer,organ,element,amino_acids,mstruct,Nstruct,sucrose,fructan,proteins,green_area,is_growing
1,MS,3,blade,LeafElement1,1.036745916,0.006911639,0.000222555,1.382327889,0,0,0.000250422,True
