aaaa,jj,mm,jjmm,heure,PAR_corrige,Rd:PAR
2010,24,5,24/05,14:30,1538.5,0.084377836
2010,24,5,24/05,15:00,1432.5,0.095712042
2010,24,5,24/05,15:30,1312.5,0.089695695
2010,24,5,24/05,16:00,1174.5,0.076156322
2010,24,5,24/05,16:30,1022,0.083409002
2010,24,5,24/05,17:00,860.5,0.09868774
2010,24,5,24/05,17:30,687.75,0.131714867
2010,24,5,24/05,18:00,510.65,0.197094879
2010,24,5,24/05,18:30,341.65,0.31608137
2010,24,5,24/05,19:00,194.55,0.472008224
2010,24,5,24/05,19:30,68.51,0.783557145
2010,24,5,24/05,20:00,NA,NA
2010,24,5,24/05,20:30,NA,NA
2010,24,5,24/05,21:00,NA,NA
2010,24,5,24/05,21:30,NA,NA
2010,24,5,24/05,22:00,NA,NA
2010,24,5,24/05,22:30,NA,NA
2010,24,5,24/05,23:00,NA,NA
2010,24,5,24/05,23:30,NA,NA
2010,24,5,24/05,24:00:00,NA,NA
2010,25,5,25/05,00:30,NA,NA
2010,25,5,25/05,01:00,NA,NA
2010,25,5,25/05,01:30,NA,NA
2010,25,5,25/05,02:00,NA,NA
2010,25,5,25/05,02:30,NA,NA
2010,25,5,25/05,03:00,NA,NA
2010,25,5,25/05,03:30,NA,NA
2010,25,5,25/05,04:00,NA,NA
2010,25,5,25/05,04:30,NA,NA
2010,25,5,25/05,05:00,45.235,0.954292031
2010,25,5,25/05,05:30,135.65,0.825943973
2010,25,5,25/05,06:00,284.55,0.740063258
2010,25,5,25/05,06:30,444.8,0.577661871
2010,25,5,25/05,07:00,575.55,0.630515159
2010,25,5,25/05,07:30,629.1,0.835325068
2010,25,5,25/05,08:00,678.6,0.915489243
2010,25,5,25/05,08:30,341.3,0.986029886
2010,25,5,25/05,09:00,523.8,0.90144139
2010,25,5,25/05,09:30,780,0.874297436
2010,25,5,25/05,10:00,1377.5,0.441393829
2010,25,5,25/05,10:30,1424.5,0.443917866
2010,25,5,25/05,11:00,1564.5,0.446220518
2010,25,5,25/05,11:30,1513.5,0.489017509
2010,25,5,25/05,12:00,1662.5,0.368156391
2010,25,5,25/05,12:30,1539,0.478421053
2010,25,5,25/05,13:00,1314.5,0.778111069
2010,25,5,25/05,13:30,307.25,NA
2010,25,5,25/05,14:00,96.535,0.98536075
2010,25,5,25/05,14:30,199,NA
2010,25,5,25/05,15:00,471.5,NA
2010,25,5,25/05,15:30,451.5,0.966826135
2010,25,5,25/05,16:00,504,0.941464286
2010,25,5,25/05,16:30,405.6,0.973145957
2010,25,5,25/05,17:00,275,0.996410909
2010,25,5,25/05,17:30,204.45,0.962822206
2010,25,5,25/05,18:00,378,0.963507937
2010,25,5,25/05,18:30,320.85,0.838912264
2010,25,5,25/05,19:00,171.05,0.804870506
2010,25,5,25/05,19:30,50.06,0.956332401
2010,25,5,25/05,20:00,NA,NA
2010,25,5,25/05,20:30,NA,NA
2010,25,5,25/05,21:00,NA,NA
2010,25,5,25/05,21:30,NA,NA
2010,25,5,25/05,22:00,NA,NA
2010,25,5,25/05,22:30,NA,NA
2010,25,5,25/05,23:00,NA,NA
2010,25,5,25/05,23:30,NA,NA
2010,25,5,25/05,24:00:00,NA,NA
2010,26,5,26/05,00:30,NA,NA
2010,26,5,26/05,01:00,NA,NA
2010,26,5,26/05,01:30,NA,NA
2010,26,5,26/05,02:00,NA,NA
2010,26,5,26/05,02:30,NA,NA
2010,26,5,26/05,03:00,NA,NA
2010,26,5,26/05,03:30,NA,NA
2010,26,5,26/05,04:00,NA,NA
2010,26,5,26/05,04:30,NA,NA
2010,26,5,26/05,05:00,11.875,0.724308211
2010,26,5,26/05,05:30,42.97,0.927498255
2010,26,5,26/05,06:00,67.835,0.967045036
2010,26,5,26/05,06:30,66.245,0.979125972
2010,26,5,26/05,07:00,149.9,0.991807872
2010,26,5,26/05,07:30,344.35,0.988441992
2010,26,5,26/05,08:00,340.5,0.995762115
2010,26,5,26/05,08:30,359,0.993401114
2010,26,5,26/05,09:00,403.8,0.993241704
2010,26,5,26/05,09:30,656.95,0.961956009
2010,26,5,26/05,10:00,646,NA
2010,26,5,26/05,10:30,896.5,0.906465142
2010,26,5,26/05,11:00,487.55,NA
2010,26,5,26/05,11:30,1402.5,0.683559358
2010,26,5,26/05,12:00,1471.5,0.524801903
2010,26,5,26/05,12:30,770.25,0.646321324
2010,26,5,26/05,13:00,322.35,NA
2010,26,5,26/05,13:30,417.3,NA
2010,26,5,26/05,14:00,406.05,NA
2010,26,5,26/05,14:30,257.6,0.99941382
2010,26,5,26/05,15:00,331.2,NA
2010,26,5,26/05,15:30,416.7,NA
2010,26,5,26/05,16:00,353.4,0.981706282
2010,26,5,26/05,16:30,296.5,NA
2010,26,5,26/05,17:00,729.25,0.621027083
2010,26,5,26/05,17:30,561.2,0.381359587
2010,26,5,26/05,18:00,152.45,0.932022302
2010,26,5,26/05,18:30,278.35,0.713005209
2010,26,5,26/05,19:00,135.7,0.814400884
2010,26,5,26/05,19:30,82.65,0.824986086
2010,26,5,26/05,20:00,NA,NA
2010,26,5,26/05,20:30,NA,NA
2010,26,5,26/05,21:00,NA,NA
2010,26,5,26/05,21:30,NA,NA
2010,26,5,26/05,22:00,NA,NA
2010,26,5,26/05,22:30,NA,NA
2010,26,5,26/05,23:00,NA,NA
2010,26,5,26/05,23:30,NA,NA
2010,26,5,26/05,24:00:00,NA,NA
2010,27,5,27/05,00:30,NA,NA
2010,27,5,27/05,01:00,NA,NA
2010,27,5,27/05,01:30,NA,NA
2010,27,5,27/05,02:00,NA,NA
2010,27,5,27/05,02:30,NA,NA
2010,27,5,27/05,03:00,NA,NA
2010,27,5,27/05,03:30,NA,NA
2010,27,5,27/05,04:00,NA,NA
2010,27,5,27/05,04:30,NA,NA
2010,27,5,27/05,05:00,31.52,0.898810279
2010,27,5,27/05,05:30,81.85,0.946204032
2010,27,5,27/05,06:00,195.45,0.839315426
2010,27,5,27/05,06:30,368.15,0.703145457
2010,27,5,27/05,07:00,474.5,0.645804004
2010,27,5,27/05,07:30,549,0.675724954
2010,27,5,27/05,08:00,438.4,0.863476277
2010,27,5,27/05,08:30,392.05,0.974319602
2010,27,5,27/05,09:00,408.1,NA
2010,27,5,27/05,09:30,468.5,NA
2010,27,5,27/05,10:00,488.5,NA
2010,27,5,27/05,10:30,358.7,NA
2010,27,5,27/05,11:00,481.2,NA
2010,27,5,27/05,11:30,591.4,0.995654379
2010,27,5,27/05,12:00,1579.5,0.454835708
2010,27,5,27/05,12:30,1255,0.602458964
2010,27,5,27/05,13:00,568.6,0.998454098
2010,27,5,27/05,13:30,368.45,0.989852083
2010,27,5,27/05,14:00,157.8,NA
2010,27,5,27/05,14:30,300.35,NA
2010,27,5,27/05,15:00,710.1,0.983686805
2010,27,5,27/05,15:30,584.45,0.94787407
2010,27,5,27/05,16:00,802,0.608644638
2010,27,5,27/05,16:30,362.35,0.89697254
2010,27,5,27/05,17:00,478.45,0.675725781
2010,27,5,27/05,17:30,425.25,0.704209289
2010,27,5,27/05,18:00,324.05,0.671982719
2010,27,5,27/05,18:30,283.3,0.798944582
2010,27,5,27/05,19:00,135.65,0.963166974
2010,27,5,27/05,19:30,62.835,0.994167263
2010,27,5,27/05,20:00,NA,NA
2010,27,5,27/05,20:30,NA,NA
2010,27,5,27/05,21:00,NA,NA
2010,27,5,27/05,21:30,NA,NA
2010,27,5,27/05,22:00,NA,NA
2010,27,5,27/05,22:30,NA,NA
2010,27,5,27/05,23:00,NA,NA
2010,27,5,27/05,23:30,NA,NA
2010,27,5,27/05,24:00:00,NA,NA
2010,28,5,28/05,00:30,NA,NA
2010,28,5,28/05,01:00,NA,NA
2010,28,5,28/05,01:30,NA,NA
2010,28,5,28/05,02:00,NA,NA
2010,28,5,28/05,02:30,NA,NA
2010,28,5,28/05,03:00,NA,NA
2010,28,5,28/05,03:30,NA,NA
2010,28,5,28/05,04:00,NA,NA
2010,28,5,28/05,04:30,NA,NA
2010,28,5,28/05,05:00,11.937,0.810233727
2010,28,5,28/05,05:30,47.615,0.969591515
2010,28,5,28/05,06:00,57.58,0.982636332
2010,28,5,28/05,06:30,58.215,0.973826333
2010,28,5,28/05,07:00,187.4,0.994370331
2010,28,5,28/05,07:30,129.2,0.988111455
2010,28,5,28/05,08:00,261.15,NA
2010,28,5,28/05,08:30,472.65,NA
2010,28,5,28/05,09:00,791,0.92240708
2010,28,5,28/05,09:30,954.5,0.833818753
2010,28,5,28/05,10:00,906,0.888487859
2010,28,5,28/05,10:30,1161,0.814872524
2010,28,5,28/05,11:00,1444,0.507937673
2010,28,5,28/05,11:30,914,0.76556674
2010,28,5,28/05,12:00,1158,0.704819516
2010,28,5,28/05,12:30,610.2,NA
2010,28,5,28/05,13:00,453.75,NA
2010,28,5,28/05,13:30,721.05,0.86467374
2010,28,5,28/05,14:00,654.55,NA
2010,28,5,28/05,14:30,941.5,0.969986192
2010,28,5,28/05,15:00,931.9,0.855882605
2010,28,5,28/05,15:30,1059,0.782249292
2010,28,5,28/05,16:00,1030,0.593350485
2010,28,5,28/05,16:30,467.3,0.980821742
2010,28,5,28/05,17:00,219.4,NA
2010,28,5,28/05,17:30,119.9,0.921719766
2010,28,5,28/05,18:00,127.65,0.838857814
2010,28,5,28/05,18:30,172.4,0.906890951
2010,28,5,28/05,19:00,140.7,NA
2010,28,5,28/05,19:30,36.975,0.957417174
2010,28,5,28/05,20:00,NA,NA
2010,28,5,28/05,20:30,NA,NA
2010,28,5,28/05,21:00,NA,NA
2010,28,5,28/05,21:30,NA,NA
2010,28,5,28/05,22:00,NA,NA
2010,28,5,28/05,22:30,NA,NA
2010,28,5,28/05,23:00,NA,NA
2010,28,5,28/05,23:30,NA,NA
2010,28,5,28/05,24:00:00,NA,NA
2010,29,5,29/05,00:30,NA,NA
2010,29,5,29/05,01:00,NA,NA
2010,29,5,29/05,01:30,NA,NA
2010,29,5,29/05,02:00,NA,NA
2010,29,5,29/05,02:30,NA,NA
2010,29,5,29/05,03:00,NA,NA
2010,29,5,29/05,03:30,NA,NA
2010,29,5,29/05,04:00,NA,NA
2010,29,5,29/05,04:30,NA,NA
2010,29,5,29/05,05:00,31.505,0.898597048
2010,29,5,29/05,05:30,93.215,0.992176152
2010,29,5,29/05,06:00,218.2,0.943345555
2010,29,5,29/05,06:30,356.45,0.783745266
2010,29,5,29/05,07:00,528.3,0.73049593
2010,29,5,29/05,07:30,612.45,0.848963997
2010,29,5,29/05,08:00,704.65,0.886661463
2010,29,5,29/05,08:30,587.35,NA
2010,29,5,29/05,09:00,528.15,NA
2010,29,5,29/05,09:30,486.9,NA
2010,29,5,29/05,10:00,504.5,NA
2010,29,5,29/05,10:30,533.85,NA
2010,29,5,29/05,11:00,715,NA
2010,29,5,29/05,11:30,479.8,NA
2010,29,5,29/05,12:00,391.1,NA
2010,29,5,29/05,12:30,656.35,NA
2010,29,5,29/05,13:00,650.55,NA
2010,29,5,29/05,13:30,545.25,NA
2010,29,5,29/05,14:00,593.3,NA
2010,29,5,29/05,14:30,225.45,NA
2010,29,5,29/05,15:00,262.45,NA
2010,29,5,29/05,15:30,138.3,NA
2010,29,5,29/05,16:00,127.75,NA
2010,29,5,29/05,16:30,115.4,NA
2010,29,5,29/05,17:00,104.4,NA
2010,29,5,29/05,17:30,224.15,NA
2010,29,5,29/05,18:00,108.85,0.998679835
2010,29,5,29/05,18:30,69.805,0.989381849
2010,29,5,29/05,19:00,49.375,0.985964557
2010,29,5,29/05,19:30,28.78,0.930196664
2010,29,5,29/05,20:00,NA,NA
2010,29,5,29/05,20:30,NA,NA
2010,29,5,29/05,21:00,NA,NA
2010,29,5,29/05,21:30,NA,NA
2010,29,5,29/05,22:00,NA,NA
2010,29,5,29/05,22:30,NA,NA
2010,29,5,29/05,23:00,NA,NA
2010,29,5,29/05,23:30,NA,NA
2010,29,5,29/05,24:00:00,NA,NA
2010,30,5,30/05,00:30,NA,NA
2010,30,5,30/05,01:00,NA,NA
2010,30,5,30/05,01:30,NA,NA
2010,30,5,30/05,02:00,NA,NA
2010,30,5,30/05,02:30,NA,NA
2010,30,5,30/05,03:00,NA,NA
2010,30,5,30/05,03:30,NA,NA
2010,30,5,30/05,04:00,NA,NA
2010,30,5,30/05,04:30,NA,NA
2010,30,5,30/05,05:00,8.992,0.750536032
2010,30,5,30/05,05:30,25.69,0.940805761
2010,30,5,30/05,06:00,58.305,NA
2010,30,5,30/05,06:30,73.195,NA
2010,30,5,30/05,07:00,116.15,NA
2010,30,5,30/05,07:30,165.65,NA
2010,30,5,30/05,08:00,204,NA
2010,30,5,30/05,08:30,230.35,NA
2010,30,5,30/05,09:00,262.35,NA
2010,30,5,30/05,09:30,324.7,NA
2010,30,5,30/05,10:00,567.95,NA
2010,30,5,30/05,10:30,562.35,NA
2010,30,5,30/05,11:00,613.9,NA
2010,30,5,30/05,11:30,818.6,0.997785243
2010,30,5,30/05,12:00,1085.5,0.656151082
2010,30,5,30/05,12:30,1166,0.562776158
2010,30,5,30/05,13:00,1317.5,0.447926376
2010,30,5,30/05,13:30,1347.5,0.366523191
2010,30,5,30/05,14:00,1277,0.421479248
2010,30,5,30/05,14:30,1148,0.471479965
2010,30,5,30/05,15:00,1304,0.357372699
2010,30,5,30/05,15:30,1017,0.433296952
2010,30,5,30/05,16:00,890,0.646853933
2010,30,5,30/05,16:30,414.5,0.939580217
2010,30,5,30/05,17:00,383.75,NA
2010,30,5,30/05,17:30,157.1,NA
2010,30,5,30/05,18:00,92.15,NA
2010,30,5,30/05,18:30,58.32,NA
2010,30,5,30/05,19:00,30.245,0.95707059
2010,30,5,30/05,19:30,9.185,0.765554709
2010,30,5,30/05,20:00,NA,NA
2010,30,5,30/05,20:30,NA,NA
2010,30,5,30/05,21:00,NA,NA
2010,30,5,30/05,21:30,NA,NA
2010,30,5,30/05,22:00,NA,NA
2010,30,5,30/05,22:30,NA,NA
2010,30,5,30/05,23:00,NA,NA
2010,30,5,30/05,23:30,NA,NA
2010,30,5,30/05,24:00:00,NA,NA
2010,31,5,31/05,00:30,NA,NA
2010,31,5,31/05,01:00,NA,NA
2010,31,5,31/05,01:30,NA,NA
2010,31,5,31/05,02:00,NA,NA
2010,31,5,31/05,02:30,NA,NA
2010,31,5,31/05,03:00,NA,NA
2010,31,5,31/05,03:30,NA,NA
2010,31,5,31/05,04:00,NA,NA
2010,31,5,31/05,04:30,NA,NA
2010,31,5,31/05,05:00,4.686,0.640140845
2010,31,5,31/05,05:30,21.12,0.961412879
2010,31,5,31/05,06:00,46.895,NA
2010,31,5,31/05,06:30,51.74,NA
2010,31,5,31/05,07:00,70.29,NA
2010,31,5,31/05,07:30,118.05,NA
2010,31,5,31/05,08:00,189.55,NA
2010,31,5,31/05,08:30,160.95,NA
2010,31,5,31/05,09:00,278.5,NA
2010,31,5,31/05,09:30,330.1,NA
2010,31,5,31/05,10:00,416.85,NA
2010,31,5,31/05,10:30,332.8,NA
2010,31,5,31/05,11:00,399.6,NA
2010,31,5,31/05,11:30,434.55,NA
2010,31,5,31/05,12:00,579,NA
2010,31,5,31/05,12:30,515.55,NA
2010,31,5,31/05,13:00,398.7,NA
2010,31,5,31/05,13:30,562.85,NA
2010,31,5,31/05,14:00,622.9,NA
2010,31,5,31/05,14:30,579.3,NA
2010,31,5,31/05,15:00,619.8,NA
2010,31,5,31/05,15:30,626.65,NA
2010,31,5,31/05,16:00,549.55,0.932350105
2010,31,5,31/05,16:30,482.45,0.987285729
2010,31,5,31/05,17:00,312.5,NA
2010,31,5,31/05,17:30,132.15,NA
2010,31,5,31/05,18:00,75.14,NA
2010,31,5,31/05,18:30,39.015,NA
2010,31,5,31/05,19:00,41.11,NA
2010,31,5,31/05,19:30,30.74,0.989300586
2010,31,5,31/05,20:00,NA,NA
2010,31,5,31/05,20:30,NA,NA
2010,31,5,31/05,21:00,NA,NA
2010,31,5,31/05,21:30,NA,NA
2010,31,5,31/05,22:00,NA,NA
2010,31,5,31/05,22:30,NA,NA
2010,31,5,31/05,23:00,NA,NA
2010,31,5,31/05,23:30,NA,NA
2010,31,5,31/05,24:00:00,NA,NA
2010,1,6,01/06,00:30,NA,NA
2010,1,6,01/06,01:00,NA,NA
2010,1,6,01/06,01:30,NA,NA
2010,1,6,01/06,02:00,NA,NA
2010,1,6,01/06,02:30,NA,NA
2010,1,6,01/06,03:00,NA,NA
2010,1,6,01/06,03:30,NA,NA
2010,1,6,01/06,04:00,NA,NA
2010,1,6,01/06,04:30,NA,NA
2010,1,6,01/06,05:00,5.286,0.429527053
2010,1,6,01/06,05:30,16.915,0.920852498
2010,1,6,01/06,06:00,55.885,NA
2010,1,6,01/06,06:30,44.76,NA
2010,1,6,01/06,07:00,111.35,NA
2010,1,6,01/06,07:30,225.7,NA
2010,1,6,01/06,08:00,NA,NA
2010,1,6,01/06,08:30,NA,NA
2010,1,6,01/06,09:00,NA,NA
2010,1,6,01/06,09:30,NA,NA
2010,1,6,01/06,10:00,NA,NA
2010,1,6,01/06,10:30,NA,NA
2010,1,6,01/06,11:00,NA,NA
2010,1,6,01/06,11:30,NA,NA
2010,1,6,01/06,12:00,NA,NA
2010,1,6,01/06,12:30,NA,NA
2010,1,6,01/06,13:00,NA,NA
2010,1,6,01/06,13:30,NA,NA
2010,1,6,01/06,14:00,NA,NA
2010,1,6,01/06,14:30,NA,NA
2010,1,6,01/06,15:00,NA,NA
2010,1,6,01/06,15:30,NA,NA
2010,1,6,01/06,16:00,NA,NA
2010,1,6,01/06,16:30,NA,NA
2010,1,6,01/06,17:00,NA,NA
2010,1,6,01/06,17:30,NA,NA
2010,1,6,01/06,18:00,NA,NA
2010,1,6,01/06,18:30,NA,NA
2010,1,6,01/06,19:00,NA,NA
2010,1,6,01/06,19:30,NA,NA
2010,1,6,01/06,20:00,NA,NA
2010,1,6,01/06,20:30,NA,NA
2010,1,6,01/06,21:00,NA,NA
2010,1,6,01/06,21:30,NA,NA
2010,1,6,01/06,22:00,NA,NA
2010,1,6,01/06,22:30,NA,NA
2010,1,6,01/06,23:00,NA,NA
2010,1,6,01/06,23:30,NA,NA
2010,1,6,01/06,24:00:00,NA,NA
2010,2,6,02/06,00:30,NA,NA
2010,2,6,02/06,01:00,NA,NA
2010,2,6,02/06,01:30,NA,NA
2010,2,6,02/06,02:00,NA,NA
2010,2,6,02/06,02:30,NA,NA
2010,2,6,02/06,03:00,NA,NA
2010,2,6,02/06,03:30,NA,NA
2010,2,6,02/06,04:00,NA,NA
2010,2,6,02/06,04:30,NA,NA
2010,2,6,02/06,05:00,50.68,0.936661405
2010,2,6,02/06,05:30,146.95,0.785112623
2010,2,6,02/06,06:00,277.1,0.566416456
2010,2,6,02/06,06:30,385.15,0.700955472
2010,2,6,02/06,07:00,601.5,0.474859518
2010,2,6,02/06,07:30,669.5,0.682485437
2010,2,6,02/06,08:00,888.5,0.502555993
2010,2,6,02/06,08:30,951,0.476749737
2010,2,6,02/06,09:00,590.4,NA
2010,2,6,02/06,09:30,423.55,NA
2010,2,6,02/06,10:00,416.4,NA
2010,2,6,02/06,10:30,398.9,NA
2010,2,6,02/06,11:00,389.85,NA
2010,2,6,02/06,11:30,412.6,NA
2010,2,6,02/06,12:00,845,NA
2010,2,6,02/06,12:30,356.7,NA
2010,2,6,02/06,13:00,354.85,NA
2010,2,6,02/06,13:30,559.75,NA
2010,2,6,02/06,14:00,394.65,0.859645255
2010,2,6,02/06,14:30,987.95,0.532423706
2010,2,6,02/06,15:00,338,NA
2010,2,6,02/06,15:30,681.85,0.898979248
2010,2,6,02/06,16:00,832,0.45134375
2010,2,6,02/06,16:30,524.2,0.706730256
2010,2,6,02/06,17:00,582.15,0.292755132
2010,2,6,02/06,17:30,533.25,0.429001406
2010,2,6,02/06,18:00,136.3,NA
2010,2,6,02/06,18:30,237.7,0.764829617
2010,2,6,02/06,19:00,182.7,0.703019704
2010,2,6,02/06,19:30,88.03,0.810822447
2010,2,6,02/06,20:00,NA,NA
2010,2,6,02/06,20:30,NA,NA
2010,2,6,02/06,21:00,NA,NA
2010,2,6,02/06,21:30,NA,NA
2010,2,6,02/06,22:00,NA,NA
2010,2,6,02/06,22:30,NA,NA
2010,2,6,02/06,23:00,NA,NA
2010,2,6,02/06,23:30,NA,NA
2010,2,6,02/06,24:00:00,NA,NA
2010,3,6,03/06,00:30,NA,NA
2010,3,6,03/06,01:00,NA,NA
2010,3,6,03/06,01:30,NA,NA
2010,3,6,03/06,02:00,NA,NA
2010,3,6,03/06,02:30,NA,NA
2010,3,6,03/06,03:00,NA,NA
2010,3,6,03/06,03:30,NA,NA
2010,3,6,03/06,04:00,NA,NA
2010,3,6,03/06,04:30,NA,NA
2010,3,6,03/06,05:00,46.485,NA
2010,3,6,03/06,05:30,131.7,0.856160972
2010,3,6,03/06,06:00,248.1,0.644836759
2010,3,6,03/06,06:30,386.6,0.465550957
2010,3,6,03/06,07:00,NA,NA
2010,3,6,03/06,07:30,NA,NA
2010,3,6,03/06,08:00,NA,NA
2010,3,6,03/06,08:30,NA,NA
2010,3,6,03/06,09:00,NA,NA
2010,3,6,03/06,09:30,NA,NA
2010,3,6,03/06,10:00,NA,NA
2010,3,6,03/06,10:30,NA,NA
2010,3,6,03/06,11:00,NA,NA
2010,3,6,03/06,11:30,NA,NA
2010,3,6,03/06,12:00,NA,NA
2010,3,6,03/06,12:30,NA,NA
2010,3,6,03/06,13:00,NA,NA
2010,3,6,03/06,13:30,NA,NA
2010,3,6,03/06,14:00,NA,NA
2010,3,6,03/06,14:30,NA,NA
2010,3,6,03/06,15:00,NA,NA
2010,3,6,03/06,15:30,NA,NA
2010,3,6,03/06,16:00,NA,NA
2010,3,6,03/06,16:30,NA,NA
2010,3,6,03/06,17:00,NA,NA
2010,3,6,03/06,17:30,NA,NA
2010,3,6,03/06,18:00,NA,NA
2010,3,6,03/06,18:30,NA,NA
2010,3,6,03/06,19:00,NA,NA
2010,3,6,03/06,19:30,NA,NA
2010,3,6,03/06,20:00,NA,NA
2010,3,6,03/06,20:30,NA,NA
2010,3,6,03/06,21:00,NA,NA
2010,3,6,03/06,21:30,NA,NA
2010,3,6,03/06,22:00,NA,NA
2010,3,6,03/06,22:30,NA,NA
2010,3,6,03/06,23:00,NA,NA
2010,3,6,03/06,23:30,NA,NA
2010,3,6,03/06,24:00:00,NA,NA
2010,4,6,04/06,00:30,NA,NA
2010,4,6,04/06,01:00,NA,NA
2010,4,6,04/06,01:30,NA,NA
2010,4,6,04/06,02:00,NA,NA
2010,4,6,04/06,02:30,NA,NA
2010,4,6,04/06,03:00,NA,NA
2010,4,6,04/06,03:30,NA,NA
2010,4,6,04/06,04:00,NA,NA
2010,4,6,04/06,04:30,NA,NA
2010,4,6,04/06,05:00,NA,NA
2010,4,6,04/06,05:30,NA,NA
2010,4,6,04/06,06:00,NA,NA
2010,4,6,04/06,06:30,NA,NA
2010,4,6,04/06,07:00,NA,NA
2010,4,6,04/06,07:30,NA,NA
2010,4,6,04/06,08:00,NA,NA
2010,4,6,04/06,08:30,NA,NA
2010,4,6,04/06,09:00,NA,NA
2010,4,6,04/06,09:30,1265.5,0.095572896
2010,4,6,04/06,10:00,1369,0.087454638
2010,4,6,04/06,10:30,1459.5,0.079879616
2010,4,6,04/06,11:00,1528,0.081619634
2010,4,6,04/06,11:30,1576,0.084811802
2010,4,6,04/06,12:00,1610.5,0.079326234
2010,4,6,04/06,12:30,1618,0.083758838
2010,4,6,04/06,13:00,1603.5,0.080875585
2010,4,6,04/06,13:30,1574,0.074088056
2010,4,6,04/06,14:00,1518,0.076761331
2010,4,6,04/06,14:30,1442,0.087895215
2010,4,6,04/06,15:00,1348,0.104514021
2010,4,6,04/06,15:30,1236,0.102013269
2010,4,6,04/06,16:00,1110.5,0.094051418
2010,4,6,04/06,16:30,971,0.106034398
2010,4,6,04/06,17:00,820,0.132162195
2010,4,6,04/06,17:30,664.85,0.175050463
2010,4,6,04/06,18:00,500.1,0.264041992
2010,4,6,04/06,18:30,341.6,0.393355972
2010,4,6,04/06,19:00,187.4,0.623623799
2010,4,6,04/06,19:30,88.22,0.855901156
2010,4,6,04/06,20:00,NA,NA
2010,4,6,04/06,20:30,NA,NA
2010,4,6,04/06,21:00,NA,NA
2010,4,6,04/06,21:30,NA,NA
2010,4,6,04/06,22:00,NA,NA
2010,4,6,04/06,22:30,NA,NA
2010,4,6,04/06,23:00,NA,NA
2010,4,6,04/06,23:30,NA,NA
2010,4,6,04/06,24:00:00,NA,NA
2010,5,6,05/06,00:30,NA,NA
2010,5,6,05/06,01:00,NA,NA
2010,5,6,05/06,01:30,NA,NA
2010,5,6,05/06,02:00,NA,NA
2010,5,6,05/06,02:30,NA,NA
2010,5,6,05/06,03:00,NA,NA
2010,5,6,05/06,03:30,NA,NA
2010,5,6,05/06,04:00,NA,NA
2010,5,6,05/06,04:30,NA,NA
2010,5,6,05/06,05:00,56.565,0.867066207
2010,5,6,05/06,05:30,163.3,0.568148194
2010,5,6,05/06,06:00,284.65,0.394242403
2010,5,6,05/06,06:30,416.8,0.264664587
2010,5,6,05/06,07:00,555.1,0.192174743
2010,5,6,05/06,07:30,731.55,0.15347085
2010,5,6,05/06,08:00,862.5,0.160557797
2010,5,6,05/06,08:30,994,0.155157948
2010,5,6,05/06,09:00,1159.5,0.157836999
2010,5,6,05/06,09:30,1259.5,0.203844383
2010,5,6,05/06,10:00,1372,0.190368805
2010,5,6,05/06,10:30,1549,0.276462234
2010,5,6,05/06,11:00,1250,0.327644
2010,5,6,05/06,11:30,1507,0.241743198
2010,5,6,05/06,12:00,1700,0.181859412
2010,5,6,05/06,12:30,1475,0.245207458
2010,5,6,05/06,13:00,1277.5,0.301300196
2010,5,6,05/06,13:30,1171.9,0.386969878
2010,5,6,05/06,14:00,1235,0.361882591
2010,5,6,05/06,14:30,1363.5,0.343333333
2010,5,6,05/06,15:00,1136.5,0.392891333
2010,5,6,05/06,15:30,1256.5,0.324904099
2010,5,6,05/06,16:00,952,0.331008403
2010,5,6,05/06,16:30,743.05,0.340495256
2010,5,6,05/06,17:00,663.25,0.483794949
2010,5,6,05/06,17:30,507.85,0.703827902
2010,5,6,05/06,18:00,385.25,0.79987281
2010,5,6,05/06,18:30,329.85,0.849704411
2010,5,6,05/06,19:00,113.95,NA
2010,5,6,05/06,19:30,44.095,NA
2010,5,6,05/06,20:00,NA,NA
2010,5,6,05/06,20:30,NA,NA
2010,5,6,05/06,21:00,NA,NA
2010,5,6,05/06,21:30,NA,NA
2010,5,6,05/06,22:00,NA,NA
2010,5,6,05/06,22:30,NA,NA
2010,5,6,05/06,23:00,NA,NA
2010,5,6,05/06,23:30,NA,NA
2010,5,6,05/06,24:00:00,NA,NA
2010,6,6,06/06,00:30,NA,NA
2010,6,6,06/06,01:00,NA,NA
2010,6,6,06/06,01:30,NA,NA
2010,6,6,06/06,02:00,NA,NA
2010,6,6,06/06,02:30,NA,NA
2010,6,6,06/06,03:00,NA,NA
2010,6,6,06/06,03:30,NA,NA
2010,6,6,06/06,04:00,NA,NA
2010,6,6,06/06,04:30,NA,NA
2010,6,6,06/06,05:00,31.915,0.976929344
2010,6,6,06/06,05:30,100.15,NA
2010,6,6,06/06,06:00,11.951,0.878922266
2010,6,6,06/06,06:30,9.565,0.885716675
2010,6,6,06/06,07:00,49.9,NA
2010,6,6,06/06,07:30,187.9,NA
2010,6,6,06/06,08:00,181.5,NA
2010,6,6,06/06,08:30,288.95,NA
2010,6,6,06/06,09:00,473.05,NA
2010,6,6,06/06,09:30,361.7,NA
2010,6,6,06/06,10:00,406.55,NA
2010,6,6,06/06,10:30,517.1,NA
2010,6,6,06/06,11:00,387.55,NA
2010,6,6,06/06,11:30,340.65,NA
2010,6,6,06/06,12:00,463.55,NA
