aaaa,jj,mm,jjmm,heure,PAR_corrige,Rd:PAR
2013,24,6,24/06,07:00,NA,NA
2013,24,6,24/06,07:30,NA,NA
2013,24,6,24/06,08:00,NA,NA
2013,24,6,24/06,08:30,NA,NA
2013,24,6,24/06,09:00,NA,NA
2013,24,6,24/06,09:30,NA,NA
2013,24,6,24/06,10:00,NA,NA
2013,24,6,24/06,10:30,NA,NA
2013,24,6,24/06,11:00,NA,NA
2013,24,6,24/06,11:30,NA,NA
2013,24,6,24/06,12:00,NA,NA
2013,24,6,24/06,12:30,NA,NA
2013,24,6,24/06,13:00,NA,NA
2013,24,6,24/06,13:30,NA,NA
2013,24,6,24/06,14:00,NA,NA
2013,24,6,24/06,14:30,NA,NA
2013,24,6,24/06,15:00,NA,NA
2013,24,6,24/06,15:30,NA,NA
2013,24,6,24/06,16:00,NA,NA
2013,24,6,24/06,16:30,NA,NA
2013,24,6,24/06,17:00,NA,NA
2013,24,6,24/06,17:30,NA,NA
2013,24,6,24/06,18:00,NA,NA
2013,24,6,24/06,18:30,NA,NA
2013,24,6,24/06,19:00,NA,NA
2013,24,6,24/06,19:30,NA,NA
2013,24,6,24/06,20:00,NA,NA
2013,24,6,24/06,20:30,NA,NA
2013,24,6,24/06,21:00,NA,NA
2013,24,6,24/06,21:30,NA,NA
2013,24,6,24/06,22:00,NA,NA
2013,24,6,24/06,22:30,NA,NA
2013,24,6,24/06,23:00,NA,NA
2013,24,6,24/06,23:30,NA,NA
2013,24,6,24/06,24:00:00,NA,NA
2013,25,6,25/06,00:30,NA,NA
2013,25,6,25/06,01:00,NA,NA
2013,25,6,25/06,01:30,NA,NA
2013,25,6,25/06,02:00,NA,NA
2013,25,6,25/06,02:30,NA,NA
2013,25,6,25/06,03:00,NA,NA
2013,25,6,25/06,03:30,NA,NA
2013,25,6,25/06,04:00,NA,NA
2013,25,6,25/06,04:30,NA,NA
2013,25,6,25/06,05:00,NA,NA
2013,25,6,25/06,05:30,NA,NA
2013,25,6,25/06,06:00,NA,NA
2013,25,6,25/06,06:30,NA,NA
2013,25,6,25/06,07:00,NA,NA
2013,25,6,25/06,07:30,NA,NA
2013,25,6,25/06,08:00,NA,NA
2013,25,6,25/06,08:30,NA,NA
2013,25,6,25/06,09:00,NA,NA
2013,25,6,25/06,09:30,NA,NA
2013,25,6,25/06,10:00,NA,NA
2013,25,6,25/06,10:30,NA,NA
2013,25,6,25/06,11:00,NA,NA
2013,25,6,25/06,11:30,NA,NA
2013,25,6,25/06,12:00,NA,NA
2013,25,6,25/06,12:30,NA,NA
2013,25,6,25/06,13:00,NA,NA
2013,25,6,25/06,13:30,NA,NA
2013,25,6,25/06,14:00,NA,NA
2013,25,6,25/06,14:30,NA,NA
2013,25,6,25/06,15:00,NA,NA
2013,25,6,25/06,15:30,NA,NA
2013,25,6,25/06,16:00,NA,NA
2013,25,6,25/06,16:30,NA,NA
2013,25,6,25/06,17:00,NA,NA
2013,25,6,25/06,17:30,NA,NA
2013,25,6,25/06,18:00,NA,NA
2013,25,6,25/06,18:30,NA,NA
2013,25,6,25/06,19:00,NA,NA
2013,25,6,25/06,19:30,NA,NA
2013,25,6,25/06,20:00,NA,NA
2013,25,6,25/06,20:30,NA,NA
2013,25,6,25/06,21:00,NA,NA
2013,25,6,25/06,21:30,NA,NA
2013,25,6,25/06,22:00,NA,NA
2013,25,6,25/06,22:30,NA,NA
2013,25,6,25/06,23:00,NA,NA
2013,25,6,25/06,23:30,NA,NA
2013,25,6,25/06,24:00:00,NA,NA
2013,26,6,26/06,00:30,NA,NA
2013,26,6,26/06,01:00,NA,NA
2013,26,6,26/06,01:30,NA,NA
2013,26,6,26/06,02:00,NA,NA
2013,26,6,26/06,02:30,NA,NA
2013,26,6,26/06,03:00,NA,NA
2013,26,6,26/06,03:30,NA,NA
2013,26,6,26/06,04:00,NA,NA
2013,26,6,26/06,04:30,NA,NA
2013,26,6,26/06,05:00,NA,NA
2013,26,6,26/06,05:30,NA,NA
2013,26,6,26/06,06:00,NA,NA
2013,26,6,26/06,06:30,NA,NA
2013,26,6,26/06,07:00,NA,NA
2013,26,6,26/06,07:30,NA,NA
2013,26,6,26/06,08:00,NA,NA
2013,26,6,26/06,08:30,NA,NA
2013,26,6,26/06,09:00,NA,NA
2013,26,6,26/06,09:30,NA,NA
2013,26,6,26/06,10:00,NA,NA
2013,26,6,26/06,10:30,NA,NA
2013,26,6,26/06,11:00,NA,NA
2013,26,6,26/06,11:30,NA,NA
2013,26,6,26/06,12:00,NA,NA
2013,26,6,26/06,12:30,NA,NA
2013,26,6,26/06,13:00,NA,NA
2013,26,6,26/06,13:30,NA,NA
2013,26,6,26/06,14:00,NA,NA
2013,26,6,26/06,14:30,NA,NA
2013,26,6,26/06,15:00,NA,NA
2013,26,6,26/06,15:30,NA,NA
2013,26,6,26/06,16:00,NA,NA
2013,26,6,26/06,16:30,NA,NA
2013,26,6,26/06,17:00,NA,NA
2013,26,6,26/06,17:30,NA,NA
2013,26,6,26/06,18:00,NA,NA
2013,26,6,26/06,18:30,NA,NA
2013,26,6,26/06,19:00,NA,NA
2013,26,6,26/06,19:30,NA,NA
2013,26,6,26/06,20:00,NA,NA
2013,26,6,26/06,20:30,NA,NA
2013,26,6,26/06,21:00,NA,NA
2013,26,6,26/06,21:30,NA,NA
2013,26,6,26/06,22:00,NA,NA
2013,26,6,26/06,22:30,NA,NA
2013,26,6,26/06,23:00,NA,NA
2013,26,6,26/06,23:30,NA,NA
2013,26,6,26/06,24:00:00,NA,NA
2013,27,6,27/06,00:30,NA,NA
2013,27,6,27/06,01:00,NA,NA
2013,27,6,27/06,01:30,NA,NA
2013,27,6,27/06,02:00,NA,NA
2013,27,6,27/06,02:30,NA,NA
2013,27,6,27/06,03:00,NA,NA
2013,27,6,27/06,03:30,NA,NA
2013,27,6,27/06,04:00,NA,NA
2013,27,6,27/06,04:30,NA,NA
2013,27,6,27/06,05:00,NA,NA
2013,27,6,27/06,05:30,NA,NA
2013,27,6,27/06,06:00,NA,NA
2013,27,6,27/06,06:30,NA,NA
2013,27,6,27/06,07:00,NA,NA
2013,27,6,27/06,07:30,NA,NA
2013,27,6,27/06,08:00,NA,NA
2013,27,6,27/06,08:30,NA,NA
2013,27,6,27/06,09:00,NA,NA
2013,27,6,27/06,09:30,NA,NA
2013,27,6,27/06,10:00,NA,NA
2013,27,6,27/06,10:30,NA,NA
2013,27,6,27/06,11:00,NA,NA
2013,27,6,27/06,11:30,NA,NA
2013,27,6,27/06,12:00,NA,NA
2013,27,6,27/06,12:30,NA,NA
2013,27,6,27/06,13:00,NA,NA
2013,27,6,27/06,13:30,NA,NA
2013,27,6,27/06,14:00,NA,NA
2013,27,6,27/06,14:30,NA,NA
2013,27,6,27/06,15:00,NA,NA
2013,27,6,27/06,15:30,NA,NA
2013,27,6,27/06,16:00,NA,NA
2013,27,6,27/06,16:30,NA,NA
2013,27,6,27/06,17:00,NA,NA
2013,27,6,27/06,17:30,NA,NA
2013,27,6,27/06,18:00,NA,NA
2013,27,6,27/06,18:30,NA,NA
2013,27,6,27/06,19:00,NA,NA
2013,27,6,27/06,19:30,NA,NA
2013,27,6,27/06,20:00,NA,NA
2013,27,6,27/06,20:30,NA,NA
2013,27,6,27/06,21:00,NA,NA
2013,27,6,27/06,21:30,NA,NA
2013,27,6,27/06,22:00,NA,NA
2013,27,6,27/06,22:30,NA,NA
2013,27,6,27/06,23:00,NA,NA
2013,27,6,27/06,23:30,NA,NA
2013,27,6,27/06,24:00:00,NA,NA
2013,28,6,28/06,00:30,NA,NA
2013,28,6,28/06,01:00,NA,NA
2013,28,6,28/06,01:30,NA,NA
2013,28,6,28/06,02:00,NA,NA
2013,28,6,28/06,02:30,NA,NA
2013,28,6,28/06,03:00,NA,NA
2013,28,6,28/06,03:30,NA,NA
2013,28,6,28/06,04:00,NA,NA
2013,28,6,28/06,04:30,NA,NA
2013,28,6,28/06,05:00,NA,NA
2013,28,6,28/06,05:30,NA,NA
2013,28,6,28/06,06:00,NA,NA
2013,28,6,28/06,06:30,NA,NA
2013,28,6,28/06,07:00,NA,NA
2013,28,6,28/06,07:30,NA,NA
2013,28,6,28/06,08:00,NA,NA
2013,28,6,28/06,08:30,NA,NA
2013,28,6,28/06,09:00,NA,NA
2013,28,6,28/06,09:30,NA,NA
2013,28,6,28/06,10:00,NA,NA
2013,28,6,28/06,10:30,NA,NA
2013,28,6,28/06,11:00,NA,NA
2013,28,6,28/06,11:30,NA,NA
2013,28,6,28/06,12:00,NA,NA
2013,28,6,28/06,12:30,NA,NA
2013,28,6,28/06,13:00,NA,NA
2013,28,6,28/06,13:30,NA,NA
2013,28,6,28/06,14:00,NA,NA
2013,28,6,28/06,14:30,NA,NA
2013,28,6,28/06,15:00,NA,NA
2013,28,6,28/06,15:30,NA,NA
2013,28,6,28/06,16:00,NA,NA
2013,28,6,28/06,16:30,NA,NA
2013,28,6,28/06,17:00,NA,NA
2013,28,6,28/06,17:30,NA,NA
2013,28,6,28/06,18:00,NA,NA
2013,28,6,28/06,18:30,NA,NA
2013,28,6,28/06,19:00,NA,NA
2013,28,6,28/06,19:30,NA,NA
2013,28,6,28/06,20:00,NA,NA
2013,28,6,28/06,20:30,NA,NA
2013,28,6,28/06,21:00,NA,NA
2013,28,6,28/06,21:30,NA,NA
2013,28,6,28/06,22:00,NA,NA
2013,28,6,28/06,22:30,NA,NA
2013,28,6,28/06,23:00,NA,NA
2013,28,6,28/06,23:30,NA,NA
2013,28,6,28/06,24:00:00,NA,NA
2013,29,6,29/06,00:30,NA,NA
2013,29,6,29/06,01:00,NA,NA
2013,29,6,29/06,01:30,NA,NA
2013,29,6,29/06,02:00,NA,NA
2013,29,6,29/06,02:30,NA,NA
2013,29,6,29/06,03:00,NA,NA
2013,29,6,29/06,03:30,NA,NA
2013,29,6,29/06,04:00,NA,NA
2013,29,6,29/06,04:30,NA,NA
2013,29,6,29/06,05:00,NA,NA
2013,29,6,29/06,05:30,NA,NA
2013,29,6,29/06,06:00,NA,NA
2013,29,6,29/06,06:30,NA,NA
2013,29,6,29/06,07:00,NA,NA
2013,29,6,29/06,07:30,NA,NA
2013,29,6,29/06,08:00,NA,NA
2013,29,6,29/06,08:30,NA,NA
2013,29,6,29/06,09:00,NA,NA
2013,29,6,29/06,09:30,NA,NA
2013,29,6,29/06,10:00,NA,NA
2013,29,6,29/06,10:30,NA,NA
2013,29,6,29/06,11:00,NA,NA
2013,29,6,29/06,11:30,NA,NA
2013,29,6,29/06,12:00,659.4,0.927135274
2013,29,6,29/06,12:30,381.9,0.926163917
2013,29,6,29/06,13:00,299.4,0.926339345
2013,29,6,29/06,13:30,262.7,0.923110011
2013,29,6,29/06,14:00,279,0.922032258
2013,29,6,29/06,14:30,277,0.925772563
2013,29,6,29/06,15:00,292.5,0.919531624
2013,29,6,29/06,15:30,221.8,0.924391344
2013,29,6,29/06,16:00,231.7,0.90799741
2013,29,6,29/06,16:30,291.5,0.915409949
2013,29,6,29/06,17:00,389.1,0.871387818
2013,29,6,29/06,17:30,424.8,0.703766478
2013,29,6,29/06,18:00,375,0.701613333
2013,29,6,29/06,18:30,337.9,0.660580053
2013,29,6,29/06,19:00,214,0.69803271
2013,29,6,29/06,19:30,110.7,0.758184282
2013,29,6,29/06,20:00,NA,NA
2013,29,6,29/06,20:30,NA,NA
2013,29,6,29/06,21:00,NA,NA
2013,29,6,29/06,21:30,NA,NA
2013,29,6,29/06,22:00,NA,NA
2013,29,6,29/06,22:30,NA,NA
2013,29,6,29/06,23:00,NA,NA
2013,29,6,29/06,23:30,NA,NA
2013,29,6,29/06,24:00:00,NA,NA
2013,30,6,30/06,00:30,NA,NA
2013,30,6,30/06,01:00,NA,NA
2013,30,6,30/06,01:30,NA,NA
2013,30,6,30/06,02:00,NA,NA
2013,30,6,30/06,02:30,NA,NA
2013,30,6,30/06,03:00,NA,NA
2013,30,6,30/06,03:30,NA,NA
2013,30,6,30/06,04:00,NA,NA
2013,30,6,30/06,04:30,NA,NA
2013,30,6,30/06,05:00,79.48,0.735897081
2013,30,6,30/06,05:30,202.5,0.474325926
2013,30,6,30/06,06:00,353.2,0.328278596
2013,30,6,30/06,06:30,501.9,0.234439131
2013,30,6,30/06,07:00,658,0.173449848
2013,30,6,30/06,07:30,825,0.132585455
2013,30,6,30/06,08:00,994,0.11288833
2013,30,6,30/06,08:30,1164,0.101867698
2013,30,6,30/06,09:00,1327,0.112797287
2013,30,6,30/06,09:30,1477,0.123566012
2013,30,6,30/06,10:00,1629,0.113028238
2013,30,6,30/06,10:30,1756,0.11934795
2013,30,6,30/06,11:00,1869,0.079276083
2013,30,6,30/06,11:30,1946,0.076398767
2013,30,6,30/06,12:00,2006,0.090577767
2013,30,6,30/06,12:30,2069,0.141858869
2013,30,6,30/06,13:00,1674,0.226737157
2013,30,6,30/06,13:30,1821,0.260126304
2013,30,6,30/06,14:00,1337,0.448041137
2013,30,6,30/06,14:30,1168,0.434697774
2013,30,6,30/06,15:00,1083,0.363245614
2013,30,6,30/06,15:30,970,0.334237113
2013,30,6,30/06,16:00,1265,0.189544664
2013,30,6,30/06,16:30,822,0.297347932
2013,30,6,30/06,17:00,925,0.223837838
2013,30,6,30/06,17:30,708.1,0.228644259
2013,30,6,30/06,18:00,527.8,0.296799924
2013,30,6,30/06,18:30,355.7,0.386736013
2013,30,6,30/06,19:00,209.2,0.513207457
2013,30,6,30/06,19:30,87,0.757267816
2013,30,6,30/06,20:00,NA,NA
2013,30,6,30/06,20:30,NA,NA
2013,30,6,30/06,21:00,NA,NA
2013,30,6,30/06,21:30,NA,NA
2013,30,6,30/06,22:00,NA,NA
2013,30,6,30/06,22:30,NA,NA
2013,30,6,30/06,23:00,NA,NA
2013,30,6,30/06,23:30,NA,NA
2013,30,6,30/06,24:00:00,NA,NA
2013,1,7,01/07,00:30,NA,NA
2013,1,7,01/07,01:00,NA,NA
2013,1,7,01/07,01:30,NA,NA
2013,1,7,01/07,02:00,NA,NA
2013,1,7,01/07,02:30,NA,NA
2013,1,7,01/07,03:00,NA,NA
2013,1,7,01/07,03:30,NA,NA
2013,1,7,01/07,04:00,NA,NA
2013,1,7,01/07,04:30,NA,NA
2013,1,7,01/07,05:00,67.65,0.800385809
2013,1,7,01/07,05:30,197.1,0.49449518
2013,1,7,01/07,06:00,353.8,0.333716789
2013,1,7,01/07,06:30,502.5,0.243404975
2013,1,7,01/07,07:00,662.7,0.214131583
2013,1,7,01/07,07:30,803,0.203760897
2013,1,7,01/07,08:00,938,0.198339019
2013,1,7,01/07,08:30,1090,0.189861468
2013,1,7,01/07,09:00,1285,0.205615564
2013,1,7,01/07,09:30,1473,0.154688391
2013,1,7,01/07,10:00,1551,0.173607995
2013,1,7,01/07,10:30,1749,0.120460835
2013,1,7,01/07,11:00,1788,0.169067673
2013,1,7,01/07,11:30,1948,0.178668378
2013,1,7,01/07,12:00,1703,0.310116853
2013,1,7,01/07,12:30,1678,0.359037545
2013,1,7,01/07,13:00,1713,0.423044367
2013,1,7,01/07,13:30,1617,0.414368584
2013,1,7,01/07,14:00,1487,0.437689307
2013,1,7,01/07,14:30,1440,0.491393056
2013,1,7,01/07,15:00,1028,0.673497082
2013,1,7,01/07,15:30,1015,0.650081773
2013,1,7,01/07,16:00,1211,0.293992568
2013,1,7,01/07,16:30,834,0.415383693
2013,1,7,01/07,17:00,529.5,0.656738432
2013,1,7,01/07,17:30,529.7,0.761551822
2013,1,7,01/07,18:00,342.4,0.830949182
2013,1,7,01/07,18:30,355.8,0.721306914
2013,1,7,01/07,19:00,266.5,0.65678424
2013,1,7,01/07,19:30,92.2,0.795840564
2013,1,7,01/07,20:00,NA,NA
2013,1,7,01/07,20:30,NA,NA
2013,1,7,01/07,21:00,NA,NA
2013,1,7,01/07,21:30,NA,NA
2013,1,7,01/07,22:00,NA,NA
2013,1,7,01/07,22:30,NA,NA
2013,1,7,01/07,23:00,NA,NA
2013,1,7,01/07,23:30,NA,NA
2013,1,7,01/07,24:00:00,NA,NA
2013,2,7,02/07,00:30,NA,NA
2013,2,7,02/07,01:00,NA,NA
2013,2,7,02/07,01:30,NA,NA
2013,2,7,02/07,02:00,NA,NA
2013,2,7,02/07,02:30,NA,NA
2013,2,7,02/07,03:00,NA,NA
2013,2,7,02/07,03:30,NA,NA
2013,2,7,02/07,04:00,NA,NA
2013,2,7,02/07,04:30,NA,NA
2013,2,7,02/07,05:00,71.12,0.88332396
2013,2,7,02/07,05:30,137.6,0.81622093
2013,2,7,02/07,06:00,332.5,0.546463158
2013,2,7,02/07,06:30,483.6,0.398277502
2013,2,7,02/07,07:00,634.9,0.452901244
2013,2,7,02/07,07:30,760.6,0.650139364
2013,2,7,02/07,08:00,634.2,0.831315043
2013,2,7,02/07,08:30,458.8,0.916220575
2013,2,7,02/07,09:00,681.8,0.89711939
2013,2,7,02/07,09:30,885,0.864149153
2013,2,7,02/07,10:00,949,0.847271865
2013,2,7,02/07,10:30,1080,0.750953704
2013,2,7,02/07,11:00,1374,0.698326055
2013,2,7,02/07,11:30,1040,0.877923077
2013,2,7,02/07,12:00,1220,0.831180328
2013,2,7,02/07,12:30,1112,0.88102518
2013,2,7,02/07,13:00,876,0.929292237
2013,2,7,02/07,13:30,728,0.917879121
2013,2,7,02/07,14:00,897,0.895826087
2013,2,7,02/07,14:30,773.3,0.896761929
2013,2,7,02/07,15:00,592.3,0.859429343
2013,2,7,02/07,15:30,837,0.867007168
2013,2,7,02/07,16:00,514.3,0.925751507
2013,2,7,02/07,16:30,535.6,0.915713219
2013,2,7,02/07,17:00,289.4,0.911582585
2013,2,7,02/07,17:30,314.2,0.917743475
2013,2,7,02/07,18:00,215.4,0.914814299
2013,2,7,02/07,18:30,101.4,0.897445759
2013,2,7,02/07,19:00,27.99,0.84545552
2013,2,7,02/07,19:30,13.35,0.758067416
2013,2,7,02/07,20:00,NA,NA
2013,2,7,02/07,20:30,NA,NA
2013,2,7,02/07,21:00,NA,NA
2013,2,7,02/07,21:30,NA,NA
2013,2,7,02/07,22:00,NA,NA
2013,2,7,02/07,22:30,NA,NA
2013,2,7,02/07,23:00,NA,NA
2013,2,7,02/07,23:30,NA,NA
2013,2,7,02/07,24:00:00,NA,NA
2013,3,7,03/07,00:30,NA,NA
2013,3,7,03/07,01:00,NA,NA
2013,3,7,03/07,01:30,NA,NA
2013,3,7,03/07,02:00,NA,NA
2013,3,7,03/07,02:30,NA,NA
2013,3,7,03/07,03:00,NA,NA
2013,3,7,03/07,03:30,NA,NA
2013,3,7,03/07,04:00,NA,NA
2013,3,7,03/07,04:30,NA,NA
2013,3,7,03/07,05:00,22.48,0.815458185
2013,3,7,03/07,05:30,31.54,0.855009512
2013,3,7,03/07,06:00,60.31,0.89126513
2013,3,7,03/07,06:30,79.27,0.899151003
2013,3,7,03/07,07:00,141.2,0.909858357
2013,3,7,03/07,07:30,190,0.913784211
2013,3,7,03/07,08:00,152.3,0.911851609
2013,3,7,03/07,08:30,165,0.912060606
2013,3,7,03/07,09:00,303.4,0.918121292
2013,3,7,03/07,09:30,428.9,0.923341105
2013,3,7,03/07,10:00,265.2,0.920120664
2013,3,7,03/07,10:30,369.2,0.911790358
2013,3,7,03/07,11:00,509.9,0.932749559
2013,3,7,03/07,11:30,424.9,0.939877618
2013,3,7,03/07,12:00,564.9,0.934191892
2013,3,7,03/07,12:30,683.7,0.925205499
2013,3,7,03/07,13:00,751.9,0.902135922
2013,3,7,03/07,13:30,835,0.822998802
2013,3,7,03/07,14:00,761.4,0.859972419
2013,3,7,03/07,14:30,877,0.81986203
2013,3,7,03/07,15:00,688.7,0.852641208
2013,3,7,03/07,15:30,637.7,0.78715697
2013,3,7,03/07,16:00,716.2,0.732609606
2013,3,7,03/07,16:30,621.7,0.773623934
2013,3,7,03/07,17:00,373.4,0.903157472
2013,3,7,03/07,17:30,242.7,0.919278945
2013,3,7,03/07,18:00,500.1,0.556802639
2013,3,7,03/07,18:30,360.1,0.465312413
2013,3,7,03/07,19:00,178,0.673522472
2013,3,7,03/07,19:30,65.85,0.908616553
2013,3,7,03/07,20:00,NA,NA
2013,3,7,03/07,20:30,NA,NA
2013,3,7,03/07,21:00,NA,NA
2013,3,7,03/07,21:30,NA,NA
2013,3,7,03/07,22:00,NA,NA
2013,3,7,03/07,22:30,NA,NA
2013,3,7,03/07,23:00,NA,NA
2013,3,7,03/07,23:30,NA,NA
2013,3,7,03/07,24:00:00,NA,NA
2013,4,7,04/07,00:30,NA,NA
2013,4,7,04/07,01:00,NA,NA
2013,4,7,04/07,01:30,NA,NA
2013,4,7,04/07,02:00,NA,NA
2013,4,7,04/07,02:30,NA,NA
2013,4,7,04/07,03:00,NA,NA
2013,4,7,04/07,03:30,NA,NA
2013,4,7,04/07,04:00,NA,NA
2013,4,7,04/07,04:30,NA,NA
2013,4,7,04/07,05:00,46.4,0.873954741
2013,4,7,04/07,05:30,90.6,0.902980132
2013,4,7,04/07,06:00,129,0.908217054
2013,4,7,04/07,06:30,195.6,0.914989775
2013,4,7,04/07,07:00,259.7,0.915105891
2013,4,7,04/07,07:30,312.5,0.9182112
2013,4,7,04/07,08:00,381.4,0.918904038
2013,4,7,04/07,08:30,479.1,0.919561678
2013,4,7,04/07,09:00,663.6,0.898132911
2013,4,7,04/07,09:30,894,0.755240492
2013,4,7,04/07,10:00,1570,0.286917197
2013,4,7,04/07,10:30,1370,0.79620438
2013,4,7,04/07,11:00,1334,0.857061469
2013,4,7,04/07,11:30,1402,0.84574893
2013,4,7,04/07,12:00,1207,0.881135046
2013,4,7,04/07,12:30,763.1,0.919601625
2013,4,7,04/07,13:00,791.4,0.904073793
2013,4,7,04/07,13:30,925,0.870237838
2013,4,7,04/07,14:00,442.6,0.927849074
2013,4,7,04/07,14:30,510.2,0.926064289
2013,4,7,04/07,15:00,389.7,0.931988709
2013,4,7,04/07,15:30,381.3,0.928151062
2013,4,7,04/07,16:00,376.1,0.926213773
2013,4,7,04/07,16:30,241.5,0.923846791
2013,4,7,04/07,17:00,215.5,0.919076566
2013,4,7,04/07,17:30,217.8,0.916790634
2013,4,7,04/07,18:00,144.1,0.911873699
2013,4,7,04/07,18:30,95.2,0.903907563
2013,4,7,04/07,19:00,42.8,0.877614486
2013,4,7,04/07,19:30,28.37,0.841251322
2013,4,7,04/07,20:00,NA,NA
2013,4,7,04/07,20:30,NA,NA
2013,4,7,04/07,21:00,NA,NA
2013,4,7,04/07,21:30,NA,NA
2013,4,7,04/07,22:00,NA,NA
2013,4,7,04/07,22:30,NA,NA
2013,4,7,04/07,23:00,NA,NA
2013,4,7,04/07,23:30,NA,NA
2013,4,7,04/07,24:00:00,NA,NA
2013,5,7,05/07,00:30,NA,NA
2013,5,7,05/07,01:00,NA,NA
2013,5,7,05/07,01:30,NA,NA
2013,5,7,05/07,02:00,NA,NA
2013,5,7,05/07,02:30,NA,NA
2013,5,7,05/07,03:00,NA,NA
2013,5,7,05/07,03:30,NA,NA
2013,5,7,05/07,04:00,NA,NA
2013,5,7,05/07,04:30,NA,NA
2013,5,7,05/07,05:00,34.52,0.854052723
2013,5,7,05/07,05:30,115,0.907243478
2013,5,7,05/07,06:00,167.5,0.915934328
2013,5,7,05/07,06:30,186.4,0.915718884
2013,5,7,05/07,07:00,178.5,0.916072829
2013,5,7,05/07,07:30,242.2,0.919508671
2013,5,7,05/07,08:00,368.9,0.925399837
2013,5,7,05/07,08:30,398.5,0.928388959
2013,5,7,05/07,09:00,698.8,0.815891528
2013,5,7,05/07,09:30,967,0.686006205
2013,5,7,05/07,10:00,1292,0.459268576
2013,5,7,05/07,10:30,1601,0.352332917
2013,5,7,05/07,11:00,1626,0.340207257
2013,5,7,05/07,11:30,1418,0.376221439
2013,5,7,05/07,12:00,1746,0.314800687
2013,5,7,05/07,12:30,1051,0.567560419
2013,5,7,05/07,13:00,1897,0.262056932
2013,5,7,05/07,13:30,1797,0.320873122
2013,5,7,05/07,14:00,1379,0.276047136
2013,5,7,05/07,14:30,1573,0.190057216
2013,5,7,05/07,15:00,1454,0.187690509
2013,5,7,05/07,15:30,1410,0.157660284
2013,5,7,05/07,16:00,1110,0.154320721
2013,5,7,05/07,16:30,1054,0.120260911
2013,5,7,05/07,17:00,754.6,0.236639279
2013,5,7,05/07,17:30,710.3,0.214285513
2013,5,7,05/07,18:00,522.8,0.262932288
2013,5,7,05/07,18:30,336.7,0.39026136
2013,5,7,05/07,19:00,202.2,0.511493571
2013,5,7,05/07,19:30,83.4,0.750354916
2013,5,7,05/07,20:00,NA,NA
2013,5,7,05/07,20:30,NA,NA
2013,5,7,05/07,21:00,NA,NA
2013,5,7,05/07,21:30,NA,NA
2013,5,7,05/07,22:00,NA,NA
2013,5,7,05/07,22:30,NA,NA
2013,5,7,05/07,23:00,NA,NA
2013,5,7,05/07,23:30,NA,NA
2013,5,7,05/07,24:00:00,NA,NA
2013,6,7,06/07,00:30,NA,NA
2013,6,7,06/07,01:00,NA,NA
2013,6,7,06/07,01:30,NA,NA
2013,6,7,06/07,02:00,NA,NA
2013,6,7,06/07,02:30,NA,NA
2013,6,7,06/07,03:00,NA,NA
2013,6,7,06/07,03:30,NA,NA
2013,6,7,06/07,04:00,NA,NA
2013,6,7,06/07,04:30,NA,NA
2013,6,7,06/07,05:00,63.87,0.810593393
2013,6,7,06/07,05:30,168.7,0.564570243
2013,6,7,06/07,06:00,307.1,0.38512211
2013,6,7,06/07,06:30,464.4,0.259459518
2013,6,7,06/07,07:00,629.6,0.190738564
2013,6,7,06/07,07:30,801,0.143619226
2013,6,7,06/07,08:00,968,0.131362603
2013,6,7,06/07,08:30,1137,0.117966579
2013,6,7,06/07,09:00,1303,0.128439754
2013,6,7,06/07,09:30,1469,0.10698162
2013,6,7,06/07,10:00,1610,0.104826708
2013,6,7,06/07,10:30,1730,0.083485549
2013,6,7,06/07,11:00,1833,0.077086197
2013,6,7,06/07,11:30,1911,0.076635269
2013,6,7,06/07,12:00,1954,0.081616684
2013,6,7,06/07,12:30,1971,0.075737189
2013,6,7,06/07,13:00,1943,0.074281523
2013,6,7,06/07,13:30,1882,0.072395855
2013,6,7,06/07,14:00,1793,0.076440045
2013,6,7,06/07,14:30,1672,0.093811603
2013,6,7,06/07,15:00,1520,0.108575
2013,6,7,06/07,15:30,1363,0.116635363
2013,6,7,06/07,16:00,1197,0.116019215
2013,6,7,06/07,16:30,1031,0.134209505
2013,6,7,06/07,17:00,871,0.203855339
2013,6,7,06/07,17:30,691.7,0.275534191
2013,6,7,06/07,18:00,503.4,0.302959873
2013,6,7,06/07,18:30,346.5,0.398753247
2013,6,7,06/07,19:00,196.9,0.569375317
2013,6,7,06/07,19:30,81,0.804134568
2013,6,7,06/07,20:00,NA,NA
2013,6,7,06/07,20:30,NA,NA
2013,6,7,06/07,21:00,NA,NA
2013,6,7,06/07,21:30,NA,NA
2013,6,7,06/07,22:00,NA,NA
2013,6,7,06/07,22:30,NA,NA
2013,6,7,06/07,23:00,NA,NA
2013,6,7,06/07,23:30,NA,NA
2013,6,7,06/07,24:00:00,NA,NA
2013,7,7,07/07,00:30,NA,NA
2013,7,7,07/07,01:00,NA,NA
2013,7,7,07/07,01:30,NA,NA
2013,7,7,07/07,02:00,NA,NA
2013,7,7,07/07,02:30,NA,NA
2013,7,7,07/07,03:00,NA,NA
2013,7,7,07/07,03:30,NA,NA
2013,7,7,07/07,04:00,NA,NA
2013,7,7,07/07,04:30,NA,NA
2013,7,7,07/07,05:00,58.15,0.892586414
2013,7,7,07/07,05:30,154.8,0.72748708
2013,7,7,07/07,06:00,285.3,0.555092885
2013,7,7,07/07,06:30,431.6,0.420287303
2013,7,7,07/07,07:00,595.6,0.31643049
2013,7,7,07/07,07:30,767.2,0.260398853
