,area,axis,height,metamer,organ,plant,species
7418,3.75734481369,MS,42.7,4,internode,571,Soissons
7419,18.6767683256,MS,52.25,4,sheath,571,Soissons
7421,8.1367249728,MS,63.2,5,internode,571,Soissons
7422,47.1238898038,MS,71.4,6,internode,571,Soissons
7425,16.0,MS,12.672595127,1,blade,572,Soissons
7423,3.14159265359,MS,2.5,1,internode,572,Soissons
7424,6.22035345411,MS,10.5,1,sheath,572,Soissons
7427,22.8,MS,36.4290910639,2,blade,572,Soissons
7426,10.1536274564,MS,21.05,2,sheath,572,Soissons
7430,34.0,MS,46.8821286358,3,blade,572,Soissons
7428,0.292168116784,MS,26.25,3,internode,572,Soissons
7429,15.8336269741,MS,33.4,3,sheath,572,Soissons
7433,34.6,MS,64.7035609378,4,blade,572,Soissons
7431,3.75734481369,MS,42.7,4,internode,572,Soissons
7432,18.6767683256,MS,52.25,4,sheath,572,Soissons
7434,8.1367249728,MS,63.2,5,internode,572,Soissons
7435,47.1238898038,MS,71.4,6,internode,572,Soissons
7438,16.0,MS,23.1085331504,1,blade,573,Soissons
7436,3.14159265359,MS,2.5,1,internode,573,Soissons
7437,6.22035345411,MS,10.5,1,sheath,573,Soissons
7440,22.8,MS,34.5610070054,2,blade,573,Soissons
7439,10.1536274564,MS,21.05,2,sheath,573,Soissons
7443,34.0,MS,52.3358386849,3,blade,573,Soissons
7441,0.292168116784,MS,26.25,3,internode,573,Soissons
7442,15.8336269741,MS,33.4,3,sheath,573,Soissons
7446,34.6,MS,58.9115635031,4,blade,573,Soissons
7444,3.75734481369,MS,42.7,4,internode,573,Soissons
7445,18.6767683256,MS,52.25,4,sheath,573,Soissons
7447,8.1367249728,MS,63.2,5,internode,573,Soissons
7448,47.1238898038,MS,71.4,6,internode,573,Soissons
7451,16.0,MS,23.7479191815,1,blade,574,Soissons
7449,3.14159265359,MS,2.5,1,internode,574,Soissons
7450,6.22035345411,MS,10.5,1,sheath,574,Soissons
7453,22.8,MS,24.2379240015,2,blade,574,Soissons
7452,10.1536274564,MS,21.05,2,sheath,574,Soissons
7456,34.0,MS,46.7509907978,3,blade,574,Soissons
7454,0.292168116784,MS,26.25,3,internode,574,Soissons
7455,15.8336269741,MS,33.4,3,sheath,574,Soissons
7459,34.6,MS,64.7035609378,4,blade,574,Soissons
7457,3.75734481369,MS,42.7,4,internode,574,Soissons
7458,18.6767683256,MS,52.25,4,sheath,574,Soissons
7460,8.1367249728,MS,63.2,5,internode,574,Soissons
7461,47.1238898038,MS,71.4,6,internode,574,Soissons
7464,16.0,MS,24.412135298,1,blade,575,Soissons
7462,3.14159265359,MS,2.5,1,internode,575,Soissons
7463,6.22035345411,MS,10.5,1,sheath,575,Soissons
7466,22.8,MS,37.4894223497,2,blade,575,Soissons
7465,10.1536274564,MS,21.05,2,sheath,575,Soissons
7469,34.0,MS,49.2657236946,3,blade,575,Soissons
7467,0.292168116784,MS,26.25,3,internode,575,Soissons
7468,15.8336269741,MS,33.4,3,sheath,575,Soissons
7472,34.6,MS,61.5847214771,4,blade,575,Soissons
7470,3.75734481369,MS,42.7,4,internode,575,Soissons
7471,18.6767683256,MS,52.25,4,sheath,575,Soissons
7473,8.1367249728,MS,63.2,5,internode,575,Soissons
7474,47.1238898038,MS,71.4,6,internode,575,Soissons
7477,16.0,MS,25.157729273,1,blade,576,Soissons
7475,3.14159265359,MS,2.5,1,internode,576,Soissons
7476,6.22035345411,MS,10.5,1,sheath,576,Soissons
7479,22.8,MS,30.5641315331,2,blade,576,Soissons
7478,10.1536274564,MS,21.05,2,sheath,576,Soissons
7482,34.0,MS,51.2776126713,3,blade,576,Soissons
7480,0.292168116784,MS,26.25,3,internode,576,Soissons
7481,15.8336269741,MS,33.4,3,sheath,576,Soissons
7485,34.6,MS,64.7035609378,4,blade,576,Soissons
7483,3.75734481369,MS,42.7,4,internode,576,Soissons
7484,18.6767683256,MS,52.25,4,sheath,576,Soissons
7486,8.1367249728,MS,63.2,5,internode,576,Soissons
7487,47.1238898038,MS,71.4,6,internode,576,Soissons
7490,16.0,MS,24.2963155489,1,blade,577,Soissons
7488,3.14159265359,MS,2.5,1,internode,577,Soissons
7489,6.22035345411,MS,10.5,1,sheath,577,Soissons
7492,22.8,MS,36.4290910639,2,blade,577,Soissons
7491,10.1536274564,MS,21.05,2,sheath,577,Soissons
7495,34.0,MS,49.5508340605,3,blade,577,Soissons
7493,0.292168116784,MS,26.25,3,internode,577,Soissons
7494,15.8336269741,MS,33.4,3,sheath,577,Soissons
7498,34.6,MS,67.7183142731,4,blade,577,Soissons
7496,3.75734481369,MS,42.7,4,internode,577,Soissons
7497,18.6767683256,MS,52.25,4,sheath,577,Soissons
7499,8.1367249728,MS,63.2,5,internode,577,Soissons
7500,47.1238898038,MS,71.4,6,internode,577,Soissons
7503,16.0,MS,23.954701729,1,blade,578,Soissons
7501,3.14159265359,MS,2.5,1,internode,578,Soissons
7502,6.22035345411,MS,10.5,1,sheath,578,Soissons
7505,22.8,MS,29.3869495669,2,blade,578,Soissons
7504,10.1536274564,MS,21.05,2,sheath,578,Soissons
7508,34.0,MS,51.2776126713,3,blade,578,Soissons
7506,0.292168116784,MS,26.25,3,internode,578,Soissons
7507,15.8336269741,MS,33.4,3,sheath,578,Soissons
7511,34.6,MS,60.0186156492,4,blade,578,Soissons
7509,3.75734481369,MS,42.7,4,internode,578,Soissons
7510,18.6767683256,MS,52.25,4,sheath,578,Soissons
7512,8.1367249728,MS,63.2,5,internode,578,Soissons
7513,47.1238898038,MS,71.4,6,internode,578,Soissons
7516,16.0,MS,24.7789122834,1,blade,579,Soissons
7514,3.14159265359,MS,2.5,1,internode,579,Soissons
7515,6.22035345411,MS,10.5,1,sheath,579,Soissons
7518,22.8,MS,37.0078279864,2,blade,579,Soissons
7517,10.1536274564,MS,21.05,2,sheath,579,Soissons
7521,34.0,MS,50.9464911537,3,blade,579,Soissons
7519,0.292168116784,MS,26.25,3,internode,579,Soissons
7520,15.8336269741,MS,33.4,3,sheath,579,Soissons
7524,34.6,MS,60.0186156492,4,blade,579,Soissons
7522,3.75734481369,MS,42.7,4,internode,579,Soissons
7523,18.6767683256,MS,52.25,4,sheath,579,Soissons
7525,8.1367249728,MS,63.2,5,internode,579,Soissons
7526,47.1238898038,MS,71.4,6,internode,579,Soissons
7529,16.0,MS,23.6483487184,1,blade,580,Soissons
7527,3.14159265359,MS,2.5,1,internode,580,Soissons
7528,6.22035345411,MS,10.5,1,sheath,580,Soissons
7531,22.8,MS,34.3084936023,2,blade,580,Soissons
7530,10.1536274564,MS,21.05,2,sheath,580,Soissons
7534,34.0,MS,46.7509907978,3,blade,580,Soissons
7532,0.292168116784,MS,26.25,3,internode,580,Soissons
7533,15.8336269741,MS,33.4,3,sheath,580,Soissons
7537,34.6,MS,66.9543607563,4,blade,580,Soissons
7535,3.75734481369,MS,42.7,4,internode,580,Soissons
7536,18.6767683256,MS,52.25,4,sheath,580,Soissons
7538,8.1367249728,MS,63.2,5,internode,580,Soissons
7539,47.1238898038,MS,71.4,6,internode,580,Soissons
7542,16.0,MS,24.1587480975,1,blade,581,Soissons
7540,3.14159265359,MS,2.5,1,internode,581,Soissons
7541,6.22035345411,MS,10.5,1,sheath,581,Soissons
7544,22.8,MS,36.9378953704,2,blade,581,Soissons
7543,10.1536274564,MS,21.05,2,sheath,581,Soissons
7547,34.0,MS,51.779545412,3,blade,581,Soissons
7545,0.292168116784,MS,26.25,3,internode,581,Soissons
7546,15.8336269741,MS,33.4,3,sheath,581,Soissons
7550,34.6,MS,67.0060920447,4,blade,581,Soissons
7548,3.75734481369,MS,42.7,4,internode,581,Soissons
7549,18.6767683256,MS,52.25,4,sheath,581,Soissons
7551,8.1367249728,MS,63.2,5,internode,581,Soissons
7552,47.1238898038,MS,71.4,6,internode,581,Soissons
7555,16.0,MS,24.2963155489,1,blade,582,Soissons
7553,3.14159265359,MS,2.5,1,internode,582,Soissons
7554,6.22035345411,MS,10.5,1,sheath,582,Soissons
7557,22.8,MS,35.5388411642,2,blade,582,Soissons
7556,10.1536274564,MS,21.05,2,sheath,582,Soissons
7560,34.0,MS,48.3173664836,3,blade,582,Soissons
7558,0.292168116784,MS,26.25,3,internode,582,Soissons
7559,15.8336269741,MS,33.4,3,sheath,582,Soissons
7563,34.6,MS,62.0827321211,4,blade,582,Soissons
7561,3.75734481369,MS,42.7,4,internode,582,Soissons
7562,18.6767683256,MS,52.25,4,sheath,582,Soissons
7564,8.1367249728,MS,63.2,5,internode,582,Soissons
7565,47.1238898038,MS,71.4,6,internode,582,Soissons
7568,16.0,MS,21.2639698903,1,blade,583,Soissons
7566,3.14159265359,MS,2.5,1,internode,583,Soissons
7567,6.22035345411,MS,10.5,1,sheath,583,Soissons
7570,22.8,MS,37.0078279864,2,blade,583,Soissons
7569,10.1536274564,MS,21.05,2,sheath,583,Soissons
7573,34.0,MS,51.3199432164,3,blade,583,Soissons
7571,0.292168116784,MS,26.25,3,internode,583,Soissons
7572,15.8336269741,MS,33.4,3,sheath,583,Soissons
7576,34.6,MS,63.3348996245,4,blade,583,Soissons
7574,3.75734481369,MS,42.7,4,internode,583,Soissons
7575,18.6767683256,MS,52.25,4,sheath,583,Soissons
7577,8.1367249728,MS,63.2,5,internode,583,Soissons
7578,47.1238898038,MS,71.4,6,internode,583,Soissons
7581,16.0,MS,24.8089628103,1,blade,584,Soissons
7579,3.14159265359,MS,2.5,1,internode,584,Soissons
7580,6.22035345411,MS,10.5,1,sheath,584,Soissons
7583,22.8,MS,24.2379240015,2,blade,584,Soissons
7582,10.1536274564,MS,21.05,2,sheath,584,Soissons
7586,34.0,MS,40.6633120358,3,blade,584,Soissons
7584,0.292168116784,MS,26.25,3,internode,584,Soissons
7585,15.8336269741,MS,33.4,3,sheath,584,Soissons
7589,34.6,MS,67.1671821531,4,blade,584,Soissons
7587,3.75734481369,MS,42.7,4,internode,584,Soissons
7588,18.6767683256,MS,52.25,4,sheath,584,Soissons
7590,8.1367249728,MS,63.2,5,internode,584,Soissons
7591,47.1238898038,MS,71.4,6,internode,584,Soissons
7594,16.0,MS,25.0132965216,1,blade,585,Soissons
7592,3.14159265359,MS,2.5,1,internode,585,Soissons
7593,6.22035345411,MS,10.5,1,sheath,585,Soissons
7596,22.8,MS,37.0078279864,2,blade,585,Soissons
7595,10.1536274564,MS,21.05,2,sheath,585,Soissons
7599,34.0,MS,48.3173664836,3,blade,585,Soissons
7597,0.292168116784,MS,26.25,3,internode,585,Soissons
7598,15.8336269741,MS,33.4,3,sheath,585,Soissons
7602,34.6,MS,66.9542846314,4,blade,585,Soissons
7600,3.75734481369,MS,42.7,4,internode,585,Soissons
7601,18.6767683256,MS,52.25,4,sheath,585,Soissons
7603,8.1367249728,MS,63.2,5,internode,585,Soissons
7604,47.1238898038,MS,71.4,6,internode,585,Soissons
7607,16.0,MS,24.0638720158,1,blade,586,Soissons
7605,3.14159265359,MS,2.5,1,internode,586,Soissons
7606,6.22035345411,MS,10.5,1,sheath,586,Soissons
7609,22.8,MS,36.4290910639,2,blade,586,Soissons
7608,10.1536274564,MS,21.05,2,sheath,586,Soissons
7612,34.0,MS,47.1352222041,3,blade,586,Soissons
7610,0.292168116784,MS,26.25,3,internode,586,Soissons
7611,15.8336269741,MS,33.4,3,sheath,586,Soissons
7615,34.6,MS,66.9542846314,4,blade,586,Soissons
7613,3.75734481369,MS,42.7,4,internode,586,Soissons
7614,18.6767683256,MS,52.25,4,sheath,586,Soissons
7616,8.1367249728,MS,63.2,5,internode,586,Soissons
7617,47.1238898038,MS,71.4,6,internode,586,Soissons
7620,16.0,MS,23.1085331504,1,blade,587,Soissons
7618,3.14159265359,MS,2.5,1,internode,587,Soissons
7619,6.22035345411,MS,10.5,1,sheath,587,Soissons
7622,22.8,MS,34.5610070054,2,blade,587,Soissons
7621,10.1536274564,MS,21.05,2,sheath,587,Soissons
7625,34.0,MS,48.3173664836,3,blade,587,Soissons
7623,0.292168116784,MS,26.25,3,internode,587,Soissons
7624,15.8336269741,MS,33.4,3,sheath,587,Soissons
7628,34.6,MS,64.7035609378,4,blade,587,Soissons
7626,3.75734481369,MS,42.7,4,internode,587,Soissons
7627,18.6767683256,MS,52.25,4,sheath,587,Soissons
7629,8.1367249728,MS,63.2,5,internode,587,Soissons
7630,47.1238898038,MS,71.4,6,internode,587,Soissons
7633,16.0,MS,24.412135298,1,blade,588,Soissons
7631,3.14159265359,MS,2.5,1,internode,588,Soissons
7632,6.22035345411,MS,10.5,1,sheath,588,Soissons
7635,22.8,MS,36.4290910639,2,blade,588,Soissons
7634,10.1536274564,MS,21.05,2,sheath,588,Soissons
7638,34.0,MS,49.9999484258,3,blade,588,Soissons
7636,0.292168116784,MS,26.25,3,internode,588,Soissons
7637,15.8336269741,MS,33.4,3,sheath,588,Soissons
7641,34.6,MS,58.9115635031,4,blade,588,Soissons
7639,3.75734481369,MS,42.7,4,internode,588,Soissons
7640,18.6767683256,MS,52.25,4,sheath,588,Soissons
7642,8.1367249728,MS,63.2,5,internode,588,Soissons
7643,47.1238898038,MS,71.4,6,internode,588,Soissons
7646,16.0,MS,23.6559231177,1,blade,589,Soissons
7644,3.14159265359,MS,2.5,1,internode,589,Soissons
7645,6.22035345411,MS,10.5,1,sheath,589,Soissons
7648,22.8,MS,30.5218428592,2,blade,589,Soissons
7647,10.1536274564,MS,21.05,2,sheath,589,Soissons
7651,34.0,MS,52.3358386849,3,blade,589,Soissons
7649,0.292168116784,MS,26.25,3,internode,589,Soissons
7650,15.8336269741,MS,33.4,3,sheath,589,Soissons
7654,34.6,MS,67.1671821531,4,blade,589,Soissons
7652,3.75734481369,MS,42.7,4,internode,589,Soissons
7653,18.6767683256,MS,52.25,4,sheath,589,Soissons
7655,8.1367249728,MS,63.2,5,internode,589,Soissons
7656,47.1238898038,MS,71.4,6,internode,589,Soissons
7659,16.0,MS,24.8129491893,1,blade,590,Soissons
7657,3.14159265359,MS,2.5,1,internode,590,Soissons
7658,6.22035345411,MS,10.5,1,sheath,590,Soissons
7661,22.8,MS,34.8468921383,2,blade,590,Soissons
7660,10.1536274564,MS,21.05,2,sheath,590,Soissons
7664,34.0,MS,38.760353583,3,blade,590,Soissons
7662,0.292168116784,MS,26.25,3,internode,590,Soissons
7663,15.8336269741,MS,33.4,3,sheath,590,Soissons
7667,34.6,MS,59.8488063484,4,blade,590,Soissons
7665,3.75734481369,MS,42.7,4,internode,590,Soissons
7666,18.6767683256,MS,52.25,4,sheath,590,Soissons
7668,8.1367249728,MS,63.2,5,internode,590,Soissons
7669,47.1238898038,MS,71.4,6,internode,590,Soissons
7672,16.0,MS,24.3815424923,1,blade,591,Soissons
7670,3.14159265359,MS,2.5,1,internode,591,Soissons
7671,6.22035345411,MS,10.5,1,sheath,591,Soissons
7674,22.8,MS,36.9378953704,2,blade,591,Soissons
7673,10.1536274564,MS,21.05,2,sheath,591,Soissons
7677,34.0,MS,46.7509907978,3,blade,591,Soissons
7675,0.292168116784,MS,26.25,3,internode,591,Soissons
7676,15.8336269741,MS,33.4,3,sheath,591,Soissons
7680,34.6,MS,64.7035609378,4,blade,591,Soissons
7678,3.75734481369,MS,42.7,4,internode,591,Soissons
7679,18.6767683256,MS,52.25,4,sheath,591,Soissons
7681,8.1367249728,MS,63.2,5,internode,591,Soissons
7682,47.1238898038,MS,71.4,6,internode,591,Soissons
7685,16.0,MS,23.0165270993,1,blade,592,Soissons
7683,3.14159265359,MS,2.5,1,internode,592,Soissons
7684,6.22035345411,MS,10.5,1,sheath,592,Soissons
7687,22.8,MS,34.8077422808,2,blade,592,Soissons
7686,10.1536274564,MS,21.05,2,sheath,592,Soissons
7690,34.0,MS,49.5508340605,3,blade,592,Soissons
7688,0.292168116784,MS,26.25,3,internode,592,Soissons
7689,15.8336269741,MS,33.4,3,sheath,592,Soissons
7693,34.6,MS,68.5515776005,4,blade,592,Soissons
7691,3.75734481369,MS,42.7,4,internode,592,Soissons
7692,18.6767683256,MS,52.25,4,sheath,592,Soissons
7694,8.1367249728,MS,63.2,5,internode,592,Soissons
7695,47.1238898038,MS,71.4,6,internode,592,Soissons
7698,16.0,MS,24.0638720158,1,blade,593,Soissons
7696,3.14159265359,MS,2.5,1,internode,593,Soissons
7697,6.22035345411,MS,10.5,1,sheath,593,Soissons
7700,22.8,MS,37.4894223497,2,blade,593,Soissons
7699,10.1536274564,MS,21.05,2,sheath,593,Soissons
7703,34.0,MS,48.3173664836,3,blade,593,Soissons
7701,0.292168116784,MS,26.25,3,internode,593,Soissons
7702,15.8336269741,MS,33.4,3,sheath,593,Soissons
7706,34.6,MS,63.3348996245,4,blade,593,Soissons
7704,3.75734481369,MS,42.7,4,internode,593,Soissons
7705,18.6767683256,MS,52.25,4,sheath,593,Soissons
7707,8.1367249728,MS,63.2,5,internode,593,Soissons
7708,47.1238898038,MS,71.4,6,internode,593,Soissons
7711,16.0,MS,21.0231491949,1,blade,594,Soissons
7709,3.14159265359,MS,2.5,1,internode,594,Soissons
7710,6.22035345411,MS,10.5,1,sheath,594,Soissons
7713,22.8,MS,36.0717814967,2,blade,594,Soissons
7712,10.1536274564,MS,21.05,2,sheath,594,Soissons
7716,34.0,MS,38.760353583,3,blade,594,Soissons
7714,0.292168116784,MS,26.25,3,internode,594,Soissons
7715,15.8336269741,MS,33.4,3,sheath,594,Soissons
7719,34.6,MS,68.5515776005,4,blade,594,Soissons
7717,3.75734481369,MS,42.7,4,internode,594,Soissons
7718,18.6767683256,MS,52.25,4,sheath,594,Soissons
7720,8.1367249728,MS,63.2,5,internode,594,Soissons
7721,47.1238898038,MS,71.4,6,internode,594,Soissons
7724,16.0,MS,24.1587480975,1,blade,595,Soissons
7722,3.14159265359,MS,2.5,1,internode,595,Soissons
7723,6.22035345411,MS,10.5,1,sheath,595,Soissons
7726,22.8,MS,24.2379240015,2,blade,595,Soissons
7725,10.1536274564,MS,21.05,2,sheath,595,Soissons
7729,34.0,MS,49.5508340605,3,blade,595,Soissons
7727,0.292168116784,MS,26.25,3,internode,595,Soissons
7728,15.8336269741,MS,33.4,3,sheath,595,Soissons
7732,34.6,MS,57.5197632462,4,blade,595,Soissons
7730,3.75734481369,MS,42.7,4,internode,595,Soissons
7731,18.6767683256,MS,52.25,4,sheath,595,Soissons
7733,8.1367249728,MS,63.2,5,internode,595,Soissons
7734,47.1238898038,MS,71.4,6,internode,595,Soissons
7737,16.0,MS,24.412135298,1,blade,596,Soissons
7735,3.14159265359,MS,2.5,1,internode,596,Soissons
7736,6.22035345411,MS,10.5,1,sheath,596,Soissons
7739,22.8,MS,30.5218428592,2,blade,596,Soissons
7738,10.1536274564,MS,21.05,2,sheath,596,Soissons
7742,34.0,MS,52.3358386849,3,blade,596,Soissons
7740,0.292168116784,MS,26.25,3,internode,596,Soissons
7741,15.8336269741,MS,33.4,3,sheath,596,Soissons
7745,34.6,MS,64.7035609378,4,blade,596,Soissons
7743,3.75734481369,MS,42.7,4,internode,596,Soissons
7744,18.6767683256,MS,52.25,4,sheath,596,Soissons
7746,8.1367249728,MS,63.2,5,internode,596,Soissons
7747,47.1238898038,MS,71.4,6,internode,596,Soissons
7750,16.0,MS,24.0935920453,1,blade,597,Soissons
7748,3.14159265359,MS,2.5,1,internode,597,Soissons
7749,6.22035345411,MS,10.5,1,sheath,597,Soissons
7752,22.8,MS,34.5610070054,2,blade,597,Soissons
7751,10.1536274564,MS,21.05,2,sheath,597,Soissons
7755,34.0,MS,49.6296353898,3,blade,597,Soissons
7753,0.292168116784,MS,26.25,3,internode,597,Soissons
7754,15.8336269741,MS,33.4,3,sheath,597,Soissons
7758,34.6,MS,66.2101883856,4,blade,597,Soissons
7756,3.75734481369,MS,42.7,4,internode,597,Soissons
7757,18.6767683256,MS,52.25,4,sheath,597,Soissons
7759,8.1367249728,MS,63.2,5,internode,597,Soissons
7760,47.1238898038,MS,71.4,6,internode,597,Soissons
7763,16.0,MS,24.4667996798,1,blade,598,Soissons
7761,3.14159265359,MS,2.5,1,internode,598,Soissons
7762,6.22035345411,MS,10.5,1,sheath,598,Soissons
7765,22.8,MS,36.0717814967,2,blade,598,Soissons
7764,10.1536274564,MS,21.05,2,sheath,598,Soissons
7768,34.0,MS,48.3173664836,3,blade,598,Soissons
7766,0.292168116784,MS,26.25,3,internode,598,Soissons
7767,15.8336269741,MS,33.4,3,sheath,598,Soissons
7771,34.6,MS,62.0827321211,4,blade,598,Soissons
7769,3.75734481369,MS,42.7,4,internode,598,Soissons
7770,18.6767683256,MS,52.25,4,sheath,598,Soissons
7772,8.1367249728,MS,63.2,5,internode,598,Soissons
7773,47.1238898038,MS,71.4,6,internode,598,Soissons
7776,16.0,MS,23.1085331504,1,blade,599,Soissons
7774,3.14159265359,MS,2.5,1,internode,599,Soissons
7775,6.22035345411,MS,10.5,1,sheath,599,Soissons
7778,22.8,MS,34.8077422808,2,blade,599,Soissons
7777,10.1536274564,MS,21.05,2,sheath,599,Soissons
7781,34.0,MS,49.3652139021,3,blade,599,Soissons
7779,0.292168116784,MS,26.25,3,internode,599,Soissons
7780,15.8336269741,MS,33.4,3,sheath,599,Soissons
7784,34.6,MS,67.1671821531,4,blade,599,Soissons
7782,3.75734481369,MS,42.7,4,internode,599,Soissons
7783,18.6767683256,MS,52.25,4,sheath,599,Soissons
7785,8.1367249728,MS,63.2,5,internode,599,Soissons
7786,47.1238898038,MS,71.4,6,internode,599,Soissons
7789,16.0,MS,24.7142884214,1,blade,600,Soissons
7787,3.14159265359,MS,2.5,1,internode,600,Soissons
7788,6.22035345411,MS,10.5,1,sheath,600,Soissons
7791,22.8,MS,36.4290910639,2,blade,600,Soissons
7790,10.1536274564,MS,21.05,2,sheath,600,Soissons
7794,34.0,MS,40.6633120358,3,blade,600,Soissons
7792,0.292168116784,MS,26.25,3,internode,600,Soissons
7793,15.8336269741,MS,33.4,3,sheath,600,Soissons
7797,34.6,MS,63.3348996245,4,blade,600,Soissons
7795,3.75734481369,MS,42.7,4,internode,600,Soissons
7796,18.6767683256,MS,52.25,4,sheath,600,Soissons
7798,8.1367249728,MS,63.2,5,internode,600,Soissons
7799,47.1238898038,MS,71.4,6,internode,600,Soissons
7802,16.0,MS,24.0638720158,1,blade,601,Soissons
7800,3.14159265359,MS,2.5,1,internode,601,Soissons
7801,6.22035345411,MS,10.5,1,sheath,601,Soissons
7804,22.8,MS,35.5388411642,2,blade,601,Soissons
7803,10.1536274564,MS,21.05,2,sheath,601,Soissons
7807,34.0,MS,49.5508340605,3,blade,601,Soissons
7805,0.292168116784,MS,26.25,3,internode,601,Soissons
7806,15.8336269741,MS,33.4,3,sheath,601,Soissons
7810,34.6,MS,59.8488063484,4,blade,601,Soissons
7808,3.75734481369,MS,42.7,4,internode,601,Soissons
7809,18.6767683256,MS,52.25,4,sheath,601,Soissons
7811,8.1367249728,MS,63.2,5,internode,601,Soissons
7812,47.1238898038,MS,71.4,6,internode,601,Soissons
7815,16.0,MS,24.1926888093,1,blade,602,Soissons
7813,3.14159265359,MS,2.5,1,internode,602,Soissons
7814,6.22035345411,MS,10.5,1,sheath,602,Soissons
7817,22.8,MS,35.5388411642,2,blade,602,Soissons
7816,10.1536274564,MS,21.05,2,sheath,602,Soissons
7820,34.0,MS,49.5032848884,3,blade,602,Soissons
7818,0.292168116784,MS,26.25,3,internode,602,Soissons
7819,15.8336269741,MS,33.4,3,sheath,602,Soissons
7823,34.6,MS,66.1988597543,4,blade,602,Soissons
7821,3.75734481369,MS,42.7,4,internode,602,Soissons
7822,18.6767683256,MS,52.25,4,sheath,602,Soissons
7824,8.1367249728,MS,63.2,5,internode,602,Soissons
7825,47.1238898038,MS,71.4,6,internode,602,Soissons
7828,16.0,MS,23.954701729,1,blade,603,Soissons
7826,3.14159265359,MS,2.5,1,internode,603,Soissons
7827,6.22035345411,MS,10.5,1,sheath,603,Soissons
7830,22.8,MS,34.3084936023,2,blade,603,Soissons
7829,10.1536274564,MS,21.05,2,sheath,603,Soissons
7833,34.0,MS,40.6633120358,3,blade,603,Soissons
7831,0.292168116784,MS,26.25,3,internode,603,Soissons
7832,15.8336269741,MS,33.4,3,sheath,603,Soissons
7836,34.6,MS,61.5847214771,4,blade,603,Soissons
7834,3.75734481369,MS,42.7,4,internode,603,Soissons
7835,18.6767683256,MS,52.25,4,sheath,603,Soissons
7837,8.1367249728,MS,63.2,5,internode,603,Soissons
7838,47.1238898038,MS,71.4,6,internode,603,Soissons
7841,16.0,MS,24.0935920453,1,blade,604,Soissons
7839,3.14159265359,MS,2.5,1,internode,604,Soissons
7840,6.22035345411,MS,10.5,1,sheath,604,Soissons
7843,22.8,MS,33.7770384667,2,blade,604,Soissons
7842,10.1536274564,MS,21.05,2,sheath,604,Soissons
7846,34.0,MS,51.3199432164,3,blade,604,Soissons
7844,0.292168116784,MS,26.25,3,internode,604,Soissons
7845,15.8336269741,MS,33.4,3,sheath,604,Soissons
7849,34.6,MS,61.5847214771,4,blade,604,Soissons
7847,3.75734481369,MS,42.7,4,internode,604,Soissons
7848,18.6767683256,MS,52.25,4,sheath,604,Soissons
7850,8.1367249728,MS,63.2,5,internode,604,Soissons
7851,47.1238898038,MS,71.4,6,internode,604,Soissons
7854,16.0,MS,24.7789122834,1,blade,605,Soissons
7852,3.14159265359,MS,2.5,1,internode,605,Soissons
7853,6.22035345411,MS,10.5,1,sheath,605,Soissons
7856,22.8,MS,36.4290910639,2,blade,605,Soissons
7855,10.1536274564,MS,21.05,2,sheath,605,Soissons
7859,34.0,MS,51.2776126713,3,blade,605,Soissons
7857,0.292168116784,MS,26.25,3,internode,605,Soissons
7858,15.8336269741,MS,33.4,3,sheath,605,Soissons
7862,34.6,MS,66.9804811676,4,blade,605,Soissons
7860,3.75734481369,MS,42.7,4,internode,605,Soissons
7861,18.6767683256,MS,52.25,4,sheath,605,Soissons
7863,8.1367249728,MS,63.2,5,internode,605,Soissons
7864,47.1238898038,MS,71.4,6,internode,605,Soissons
7867,16.0,MS,24.0638720158,1,blade,606,Soissons
7865,3.14159265359,MS,2.5,1,internode,606,Soissons
7866,6.22035345411,MS,10.5,1,sheath,606,Soissons
7869,22.8,MS,30.5641315331,2,blade,606,Soissons
7868,10.1536274564,MS,21.05,2,sheath,606,Soissons
7872,34.0,MS,49.6296353898,3,blade,606,Soissons
7870,0.292168116784,MS,26.25,3,internode,606,Soissons
7871,15.8336269741,MS,33.4,3,sheath,606,Soissons
7875,34.6,MS,67.4177282347,4,blade,606,Soissons
7873,3.75734481369,MS,42.7,4,internode,606,Soissons
7874,18.6767683256,MS,52.25,4,sheath,606,Soissons
7876,8.1367249728,MS,63.2,5,internode,606,Soissons
7877,47.1238898038,MS,71.4,6,internode,606,Soissons
7880,16.0,MS,25.7483203047,1,blade,607,Soissons
7878,3.14159265359,MS,2.5,1,internode,607,Soissons
7879,6.22035345411,MS,10.5,1,sheath,607,Soissons
7882,22.8,MS,34.8468921383,2,blade,607,Soissons
7881,10.1536274564,MS,21.05,2,sheath,607,Soissons
7885,34.0,MS,47.1464156482,3,blade,607,Soissons
7883,0.292168116784,MS,26.25,3,internode,607,Soissons
7884,15.8336269741,MS,33.4,3,sheath,607,Soissons
7888,34.6,MS,67.4177282347,4,blade,607,Soissons
7886,3.75734481369,MS,42.7,4,internode,607,Soissons
7887,18.6767683256,MS,52.25,4,sheath,607,Soissons
7889,8.1367249728,MS,63.2,5,internode,607,Soissons
7890,47.1238898038,MS,71.4,6,internode,607,Soissons
7893,16.0,MS,19.1777896104,1,blade,608,Soissons
7891,3.14159265359,MS,2.5,1,internode,608,Soissons
7892,6.22035345411,MS,10.5,1,sheath,608,Soissons
7895,22.8,MS,33.7770384667,2,blade,608,Soissons
7894,10.1536274564,MS,21.05,2,sheath,608,Soissons
