plant,axis,status,nb_leaves,GA,SAM_height,SAM_temperature,delta_teq,delta_teq_roots,teq_since_primordium,sum_TT,cohort,mstruct,senesced_mstruct,minerals_plant
1,MS,reproductive,12,True,120,20,3600,3600,0,0,1,2.14057,0,0.1070285
