plant,axis,metamer,organ,element,amino_acids,mstruct,Nstruct,sucrose,fructan,proteins,green_area,is_growing
1,MS,3,blade,LeafElement1,1.212992645,0.006911639,3.46E-05,16.5879336,0,14.72525559,0.000250422,True
