plant,axis,metamer,organ,element,nitrates,starch,amino_acids,proteins,Nstruct,mstruct,fructan,sucrose,green_area,cytokinins,triosesP,Ag,Tr,Ts,is_growing
1,MS,1,blade,LeafElement1,0,0,0.9936,0.3312,0.000213293,0.006624,0,1.3248,0.00024,0.39744,0,0,0,18,False
1,MS,1,sheath,StemElement,0,0,5.56002,1.85334,0.001193551,0.0370668,0,7.41336,0.0002686,2.224008,0,0,0,18,False
1,MS,2,blade,LeafElement1,0,0,1.1592,0.3864,0.000248842,0.007728,0,1.5456,0.00028,0.46368,0,0,0,18,False
1,MS,2,sheath,StemElement,0,0,0.097497,0.032499,2.09294E-05,0.00064998,0,0.129996,4.71E-06,0.0389988,0,0,0,18,False
1,MS,2,sheath,HiddenElement,0,0,5.56002,1.85334,0.001193551,0.0370668,0,7.41336,0.0002686,2.224008,0,0,0,18,False
1,MS,3,blade,LeafElement1,0,0,1.036745916,0.345581972,0.000222555,0.006911639,0,1.382327889,0.000250422,0.414698367,0,0,0,18,True
