t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
683,1,MS,51486.55323893214,15.0,0.007379999999999999,51486.55323893214,1
684,1,MS,51447.11324902198,15.0,0.007379999999999999,51447.11324902198,1
685,1,MS,51406.10064262893,15.0,0.007379999999999999,51406.10064262893,1
686,1,MS,51367.16947237297,15.0,0.007379999999999999,51367.16947237297,1
687,1,MS,51325.86395412444,15.0,0.007379999999999999,51325.86395412444,1
688,1,MS,51285.9574939128,15.0,0.007379999999999999,51285.9574939128,1
689,1,MS,51243.078906792725,15.0,0.007379999999999999,51243.078906792725,1
690,1,MS,51201.3631132261,15.0,0.007379999999999999,51201.3631132261,1
691,1,MS,51156.49494030099,15.0,0.007379999999999999,51156.49494030099,1
692,1,MS,51112.94856862913,15.0,0.007379999999999999,51112.94856862913,1
693,1,MS,51066.43549910327,15.0,0.007379999999999999,51066.43549910327,1
694,1,MS,51021.73863184961,15.0,0.007379999999999999,51021.73863184961,1
695,1,MS,50974.60153584481,15.0,0.007379999999999999,50974.60153584481,1
696,1,MS,50929.88617916205,15.0,0.007379999999999999,50929.88617916205,1
697,1,MS,50883.28175201409,15.0,0.007379999999999999,50883.28175201409,1
698,1,MS,50839.556735697566,15.0,0.007379999999999999,50839.556735697566,1
699,1,MS,50794.44690986295,15.0,0.007379999999999999,50794.44690986295,1
700,1,MS,50752.54381506752,15.0,0.007379999999999999,50752.54381506752,1
701,1,MS,50709.6751166333,15.0,0.007379999999999999,50709.6751166333,1
702,1,MS,50670.114519470575,15.0,0.007379999999999999,50670.114519470575,1
703,1,MS,50629.68123606045,15.0,0.007379999999999999,50629.68123606045,1
704,1,MS,50592.178164034034,15.0,0.007379999999999999,50592.178164034034,1
705,1,MS,50553.281047603436,15.0,0.007379999999999999,50553.281047603436,1
706,1,MS,50516.34465735944,15.0,0.007379999999999999,50516.34465735944,1
707,1,MS,50476.87298059283,15.0,0.007379999999999999,50476.87298059283,1
708,1,MS,50438.165551350445,15.0,0.007379999999999999,50438.165551350445,1
709,1,MS,50395.60945861965,15.0,0.007379999999999999,50395.60945861965,1
710,1,MS,50352.89737436835,15.0,0.007379999999999999,50352.89737436835,1
711,1,MS,50305.247404453214,15.0,0.007379999999999999,50305.247404453214,1
712,1,MS,50256.98393653261,15.0,0.007379999999999999,50256.98393653261,1
713,1,MS,50203.09061443031,15.0,0.007379999999999999,50203.09061443031,1
714,1,MS,50148.69806161677,15.0,0.007379999999999999,50148.69806161677,1
715,1,MS,50088.69538279401,15.0,0.007379999999999999,50088.69538279401,1
716,1,MS,50029.02169964925,15.0,0.007379999999999999,50029.02169964925,1
717,1,MS,49964.429863862504,15.0,0.007379999999999999,49964.429863862504,1
718,1,MS,49901.37692494577,15.0,0.007379999999999999,49901.37692494577,1
719,1,MS,49834.47676052287,15.0,0.007379999999999999,49834.47676052287,1
720,1,MS,49770.34722412972,15.0,0.007379999999999999,49770.34722412972,1
721,1,MS,49703.4634862234,15.0,0.007379999999999999,49703.4634862234,1
722,1,MS,49640.37216219857,15.0,0.007379999999999999,49640.37216219857,1
723,1,MS,49575.54242605364,15.0,0.007379999999999999,49575.54242605364,1
724,1,MS,49515.23188515722,15.0,0.007379999999999999,49515.23188515722,1
725,1,MS,49453.92892025936,15.0,0.007379999999999999,49453.92892025936,1
726,1,MS,49397.425437761594,15.0,0.007379999999999999,49397.425437761594,1
727,1,MS,49340.24064784051,15.0,0.007379999999999999,49340.24064784051,1
728,1,MS,49287.58746767006,15.0,0.007379999999999999,49287.58746767006,1
729,1,MS,49233.94019640084,15.0,0.007379999999999999,49233.94019640084,1
730,1,MS,49183.86963473659,15.0,0.007379999999999999,49183.86963473659,1
731,1,MS,49131.75529914334,15.0,0.007379999999999999,49131.75529914334,1
732,1,MS,49081.9371562134,15.0,0.007379999999999999,49081.9371562134,1
733,1,MS,49028.8768714126,15.0,0.007379999999999999,49028.8768714126,1
734,1,MS,48977.1130378919,15.0,0.007379999999999999,48977.1130378919,1
735,1,MS,48921.149347078994,15.0,0.007379999999999999,48921.149347078994,1
736,1,MS,48866.04435039286,15.0,0.007379999999999999,48866.04435039286,1
737,1,MS,48806.41633470299,15.0,0.007379999999999999,48806.41633470299,1
738,1,MS,48747.97520860948,15.0,0.007379999999999999,48747.97520860948,1
739,1,MS,48685.41190236146,15.0,0.007379999999999999,48685.41190236146,1
740,1,MS,48624.889674846105,15.0,0.007379999999999999,48624.889674846105,1
741,1,MS,48561.09738564803,15.0,0.007379999999999999,48561.09738564803,1
742,1,MS,48500.34562216102,15.0,0.007379999999999999,48500.34562216102,1
743,1,MS,48437.30160770318,15.0,0.007379999999999999,48437.30160770318,1
744,1,MS,48378.20579455311,15.0,0.007379999999999999,48378.20579455311,1
745,1,MS,48317.80291543948,15.0,0.007379999999999999,48317.80291543948,1
746,1,MS,48262.00331386962,15.0,0.007379999999999999,48262.00331386962,1
747,1,MS,48205.62799242055,15.0,0.007379999999999999,48205.62799242055,1
748,1,MS,48154.13572002715,15.0,0.007379999999999999,48154.13572002715,1
749,1,MS,48102.54441282315,15.0,0.007379999999999999,48102.54441282315,1
750,1,MS,48055.7652954623,15.0,0.007379999999999999,48055.7652954623,1
751,1,MS,48008.96808351023,15.0,0.007379999999999999,48008.96808351023,1
752,1,MS,47966.427241257385,15.0,0.007379999999999999,47966.427241257385,1
753,1,MS,47923.35399748752,15.0,0.007379999999999999,47923.35399748752,1
754,1,MS,47883.428853010235,15.0,0.007379999999999999,47883.428853010235,1
755,1,MS,47841.90720650143,15.0,0.007379999999999999,47841.90720650143,1
756,1,MS,47802.26288256083,15.0,0.007379999999999999,47802.26288256083,1
