t,plant,axis,Total_Transpiration,mstruct
108,1,MS,0.017425366608063767,2.143308008573562
109,1,MS,0.017425366608063767,2.1436169925730906
110,1,MS,0.018356060071931676,2.1436455889117205
111,1,MS,0.018356060071931676,2.143956999702819
112,1,MS,0.009866139933838714,2.1439899810765777
113,1,MS,0.009866139933838714,2.144303627906997
114,1,MS,0.007661764821871751,2.1443406564900362
115,1,MS,0.007661764821871751,2.1446561260523183
116,1,MS,0.003880425738763799,2.1446968924236764
117,1,MS,0.003880425738763799,2.1450140175851873
118,1,MS,0.002207142040377107,2.145058302035
119,1,MS,0.002207142040377107,2.145377010581256
120,1,MS,0.0008344738794081931,2.1454246378619524
121,1,MS,0.0008344738794081931,2.1457449041633034
122,1,MS,0.0014923437140283587,2.145795713158294
123,1,MS,0.0014923437140283587,2.14611752078636
124,1,MS,0.0009887680420854862,2.1461713556303477
125,1,MS,0.0009887680420854862,2.1464947004310075
126,1,MS,0.002753854558564535,2.1465514382127258
127,1,MS,0.002753854558564535,2.146876387118674
128,1,MS,0.010004754730290725,2.146936045198242
129,1,MS,0.010004754730290725,2.1472628337039232
130,1,MS,0.004110097018633118,2.147325658337323
131,1,MS,0.004110097018633118,2.1476545695461366
132,1,MS,0.006682035863496993,2.1477207474774818
133,1,MS,0.006682035863496993,2.1480518642548487
134,1,MS,0.009758322416578489,2.1481214716120838
135,1,MS,0.009758322416578489,2.148454844449803
136,1,MS,0.008508388115280981,2.1485279959671684
137,1,MS,0.008508388115280981,2.148863612656677
138,1,MS,0.005749785454329259,2.1489402186871898
139,1,MS,0.005749785454329259,2.149277885091863
140,1,MS,0.0031278439119695606,2.1493577494862226
141,1,MS,0.0031278439119695606,2.1496972695903733
142,1,MS,0.0017666912255188934,2.149780148210013
143,1,MS,0.0017666912255188934,2.1501213734298403
144,1,MS,0.0005525667591172745,2.1502070775944895
145,1,MS,0.0005525667591172745,2.1505499557001615
146,1,MS,0.0004209752449614662,2.150638336259526
147,1,MS,0.0004209752449614662,2.1509828458180587
148,1,MS,0.0004140883081698295,2.1510737660608474
149,1,MS,0.0004140883081698295,2.151419899680331
150,1,MS,0.005825385217406486,2.151513258753158
151,1,MS,0.005825385217406486,2.151861150701112
152,1,MS,0.008000915633293179,2.1519571400681285
153,1,MS,0.008000915633293179,2.152307120518303
154,1,MS,0.014753626732304424,2.152406020709423
155,1,MS,0.014753626732304424,2.152758480319256
156,1,MS,0.023257602250267906,2.1528609184368723
157,1,MS,0.023257602250267906,2.1532164557751345
158,1,MS,0.02376195259086558,2.1533231112321625
159,1,MS,0.02376195259086558,2.1536819880386266
160,1,MS,0.018401616620781713,2.1537931320049286
161,1,MS,0.018401616620781713,2.1541551141124127
162,1,MS,0.011975748691385816,2.154270560880944
163,1,MS,0.011975748691385816,2.1546351749594628
164,1,MS,0.002421352335224127,2.1547545605824396
165,1,MS,0.002421352335224127,2.155121371322478
166,1,MS,0.0011683298615722988,2.155244311686239
167,1,MS,0.0011683298615722988,2.1556130513865814
168,1,MS,0.003466101853073335,2.155739311196679
169,1,MS,0.003466101853073335,2.1561099085991624
170,1,MS,0.0033266114899405193,2.156239339378563
171,1,MS,0.0033266114899405193,2.1566117768642665
172,1,MS,0.003687954576761874,2.1567442547111364
173,1,MS,0.003687954576761874,2.1571185351706235
174,1,MS,0.01710438928318068,2.1572539998456683
175,1,MS,0.01710438928318068,2.157630333391554
176,1,MS,0.02507912513149011,2.157769129271631
177,1,MS,0.02507912513149011,2.15814801302631
178,1,MS,0.042038062215911214,2.1582906203489363
179,1,MS,0.042038062215911214,2.158672489696805
180,1,MS,0.046957604858088364,2.158819452112772
181,1,MS,0.046957604858088364,2.159204591131596
182,1,MS,0.04431787080942144,2.1593561669592205
183,1,MS,0.04431787080942144,2.1597444989078096
184,1,MS,0.03220471312636569,2.159900684042723
185,1,MS,0.03220471312636569,2.1602919651466537
186,1,MS,0.016231110340870755,2.1604525636019574
187,1,MS,0.016231110340870755,2.1608464137294576
188,1,MS,0.010619808837139203,2.161011026282903
189,1,MS,0.010619808837139203,2.161407085889589
190,1,MS,0.0097302894834391,2.161575415936592
191,1,MS,0.0097302894834391,2.1619735403729305
192,1,MS,0.0010861621954893579,2.1621454109898144
193,1,MS,0.0010861621954893579,2.1625455631158688
194,1,MS,0.000771390482687646,2.1627208502167536
195,1,MS,0.000771390482687646,2.1631230255829945
196,1,MS,0.00045448203135379725,2.163301612796142
197,1,MS,0.00045448203135379725,2.1637058207417854
198,1,MS,0.01179744996201926,2.1638876517786576
199,1,MS,0.01179744996201926,2.1642941073135273
200,1,MS,0.022879812359089185,2.1644795410346465
201,1,MS,0.022879812359089185,2.1648888382048055
202,1,MS,0.02568095316539474,2.1650785198686093
203,1,MS,0.02568095316539474,2.165491122741735
204,1,MS,0.034390067939559614,2.1656854265130447
205,1,MS,0.034390067939559614,2.166101503190575
206,1,MS,0.02768910071130061,2.166300731275119
207,1,MS,0.02768910071130061,2.1667202620655783
208,1,MS,0.015699375710924723,2.166924324003148
209,1,MS,0.015699375710924723,2.1673469005937838
210,1,MS,0.006771637836201645,2.1675553934899536
211,1,MS,0.006771637836201645,2.167980595165035
212,1,MS,0.0013367019741189984,2.168193206767787
213,1,MS,0.0013367019741189984,2.1686208117773016
214,1,MS,0.0015737729993257283,2.1688373095881865
215,1,MS,0.0015737729993257283,2.169267204726965
216,1,MS,0.002279840700516954,2.169487432948305
217,1,MS,0.002279840700516954,2.1699195897630297
218,1,MS,0.0019193807034288462,2.1701434386659346
219,1,MS,0.0019193807034288462,2.1705778556485567
220,1,MS,0.002473780973887429,2.170805228543644
221,1,MS,0.002473780973887429,2.1712419162959353
222,1,MS,0.008828790082761523,2.1714727648403556
223,1,MS,0.008828790082761523,2.1719118916112037
224,1,MS,0.01424201624109592,2.172146475688238
225,1,MS,0.01424201624109592,2.1725884631420387
226,1,MS,0.0160226391644379,2.1728271959359144
227,1,MS,0.0160226391644379,2.173272361011232
228,1,MS,0.028583122725183152,2.17351550760777
229,1,MS,0.028583122725183152,2.173964080357831
230,1,MS,0.027755374771814806,2.1742120255985995
231,1,MS,0.027755374771814806,2.174664200410521
232,1,MS,0.022069292047841874,2.174917072555475
233,1,MS,0.022069292047841874,2.1753727001992624
234,1,MS,0.012258518520696954,2.17563034148408
235,1,MS,0.012258518520696954,2.1760890765191396
236,1,MS,0.004279191537566623,2.176351131001179
237,1,MS,0.004279191537566623,2.1768126084202155
238,1,MS,0.0032804653760376205,2.1770787592299823
239,1,MS,0.0032804653760376205,2.1775427877786098
240,1,MS,0.0012559891189793744,2.1778128645539123
241,1,MS,0.0012559891189793744,2.178279397087423
242,1,MS,0.001417554677419047,2.178553289138392
243,1,MS,0.001417554677419047,2.179022311904949
244,1,MS,0.0016061868563968366,2.1792999244424633
245,1,MS,0.0016061868563968366,2.1797714466009483
246,1,MS,0.010143418142861989,2.1800527492591453
247,1,MS,0.010143418142861989,2.1805269800179303
248,1,MS,0.020518556279037106,2.1808123153260297
249,1,MS,0.020518556279037106,2.1812897369081656
250,1,MS,0.025802597980655952,2.1815795482862472
251,1,MS,0.025802597980655952,2.182060453295891
252,1,MS,0.011691012681681741,2.182354926861162
253,1,MS,0.011691012681681741,2.1828392605809506
254,1,MS,0.01540448747721722,2.1831382800518857
255,1,MS,0.01540448747721722,2.1836258741126606
256,1,MS,0.021166151192762273,2.1839293894147396
257,1,MS,0.021166151192762273,2.1844202740166727
258,1,MS,0.009146047511737844,2.1847283938981534
259,1,MS,0.009146047511737844,2.1852225071592395
260,1,MS,0.003617697010651534,2.1855349747775574
261,1,MS,0.003617697010651534,2.1860320000100404
262,1,MS,0.0021069502391662296,2.1863485309821455
263,1,MS,0.0021069502391662296,2.1868483028370354
264,1,MS,0.0016484837930935167,2.18716874794053
265,1,MS,0.0016484837930935167,2.1876712287155837
266,1,MS,0.0017570573254363307,2.187995493577414
267,1,MS,0.0017570573254363307,2.1885006749282616
268,1,MS,0.002458680448538359,2.1888286805555177
269,1,MS,0.002458680448538359,2.1893365833578375
270,1,MS,0.007770719131096724,2.189668324970824
271,1,MS,0.007770719131096724,2.19017912425548
272,1,MS,0.018188915602182706,2.190514842175904
273,1,MS,0.018188915602182706,2.1910288856944473
274,1,MS,0.018667094315722617,2.191368892925474
275,1,MS,0.018667094315722617,2.1918863740398087
276,1,MS,0.02359447586692237,2.1922307453090677
277,1,MS,0.02359447586692237,2.1927516706012855
278,1,MS,0.02110264173818998,2.193100459333192
279,1,MS,0.02110264173818998,2.1936248127597398
280,1,MS,0.02698943904779184,2.1939779818199723
281,1,MS,0.02698943904779184,2.194505790281221
282,1,MS,0.011435730414312737,2.1948634860293534
283,1,MS,0.011435730414312737,2.1953947335088593
284,1,MS,0.0056159859784843495,2.195756719475896
285,1,MS,0.0056159859784843495,2.1962910839364365
286,1,MS,0.002746769505732096,2.196657062552537
287,1,MS,0.002746769505732096,2.197194358445066
288,1,MS,0.003687064949516949,2.197564175088958
289,1,MS,0.003687064949516949,2.1981043555398547
290,1,MS,0.001605893740863365,2.1984779163658024
291,1,MS,0.001605893740863365,2.199020970035261
292,1,MS,0.0021645748513358497,2.1993982000849135
293,1,MS,0.0021645748513358497,2.199944125800709
294,1,MS,0.010569831160775218,2.200324976483035
295,1,MS,0.010569831160775218,2.200873927264411
296,1,MS,0.01616128380356015,2.201258675052328
297,1,MS,0.01616128380356015,2.2018110567717786
298,1,MS,0.01390016278661418,2.202200035160542
299,1,MS,0.01390016278661418,2.2027559902956764
300,1,MS,0.02529958422676275,2.2031491845383835
301,1,MS,0.02529958422676275,2.203708811006587
302,1,MS,0.006025560066795142,2.204106551153396
303,1,MS,0.006025560066795142,2.204669930972296
304,1,MS,0.0017781093845605088,2.205071932702102
305,1,MS,0.0017781093845605088,2.205638661929466
306,1,MS,0.0032608944028958303,2.2060446314356015
307,1,MS,0.0032608944028958303,2.206614555131602
308,1,MS,0.0010510529467943753,2.207024386597805
309,1,MS,0.0010510529467943753,2.207597452795537
310,1,MS,0.0005001556976173127,2.2080110155767154
311,1,MS,0.0005001556976173127,2.2085871508028068
312,1,MS,0.0021203531345076504,2.209004341446589
313,1,MS,0.0021203531345076504,2.209583526391254
314,1,MS,0.0026185035458766454,2.210004273539586
315,1,MS,0.0026185035458766454,2.210586507187335
316,1,MS,0.0025862651872602185,2.211010749007423
317,1,MS,0.0025862651872602185,2.2115960382293522
318,1,MS,0.007422562885232924,2.212023754255066
319,1,MS,0.007422562885232924,2.212612265741127
320,1,MS,0.0053424603404853,2.213043720010301
321,1,MS,0.0053424603404853,2.213635722068519
322,1,MS,0.016303796664334114,2.2140710434217596
323,1,MS,0.016303796664334114,2.214666799081105
324,1,MS,0.015797483907779297,2.2151064893666246
325,1,MS,0.015797483907779297,2.2157064256357732
326,1,MS,0.018358809373344703,2.216150725485173
327,1,MS,0.018358809373344703,2.2167549179193857
328,1,MS,0.015394831464143579,2.2172039572123
329,1,MS,0.015394831464143579,2.21781237461917
330,1,MS,0.006250597724049695,2.2182660450424168
331,1,MS,0.006250597724049695,2.218878395479892
332,1,MS,0.003157330512288819,2.2193363598743816
333,1,MS,0.003157330512288819,2.2199522809531853
334,1,MS,0.0034022284079683164,2.220414217435491
335,1,MS,0.0034022284079683164,2.221033494920351
336,1,MS,0.0007812030393492048,2.2214992423363946
337,1,MS,0.0007812030393492048,2.222121816391562
338,1,MS,0.0005315973241838181,2.2225912838708313
339,1,MS,0.0005315973241838181,2.2232171344628457
340,1,MS,0.0007879130099364741,2.2236902503297364
341,1,MS,0.0007879130099364741,2.224319385158001
342,1,MS,0.008097003508425769,2.2247961449031957
343,1,MS,0.008097003508425769,2.2254287783966373
344,1,MS,0.0228226899551274,2.2259095712200083
345,1,MS,0.0228226899551274,2.2265463209932377
346,1,MS,0.028533453653200376,2.2270318594584526
347,1,MS,0.028533453653200376,2.2276732875432215
348,1,MS,0.034666478732127845,2.2281639853201116
349,1,MS,0.034666478732127845,2.2288103299072923
350,1,MS,0.027979766358354054,2.229306476554321
351,1,MS,0.027979766358354054,2.2299576712088016
352,1,MS,0.012443895885899937,2.2304589903433554
353,1,MS,0.012443895885899937,2.2311145212792565
354,1,MS,0.004005454823333353,2.2316205369466258
355,1,MS,0.004005454823333353,2.232279968879131
356,1,MS,0.0020566387304329116,2.23279035852961
357,1,MS,0.0020566387304329116,2.2334534631119687
358,1,MS,0.0016077445494827127,2.2339680228750805
359,1,MS,0.0016077445494827127,2.2346346931434597
360,1,MS,0.0005826158340343899,2.2344848677361964
361,1,MS,0.0005826158340343899,2.2344848677361964
362,1,MS,0.0007623702975615734,2.2343354267589652
363,1,MS,0.0007623702975615734,2.2343354267589652
364,1,MS,0.0008721371693066368,2.2341862016366054
365,1,MS,0.0008721371693066368,2.2341862016366054
366,1,MS,0.007355199789632195,2.234037037010672
367,1,MS,0.007355199789632195,2.234037037010672
368,1,MS,0.014731963061750966,2.2338877950017006
369,1,MS,0.014731963061750966,2.2338877950017006
370,1,MS,0.019639045633988085,2.233738402095807
371,1,MS,0.019639045633988085,2.233738402095807
372,1,MS,0.029227078907095697,2.2335888506131614
373,1,MS,0.029227078907095697,2.2335888506131614
374,1,MS,0.026876127357819024,2.2334391778245015
375,1,MS,0.026876127357819024,2.2334391778245015
376,1,MS,0.017267553297169214,2.2332894498780265
377,1,MS,0.017267553297169214,2.2332894498780265
378,1,MS,0.009562828416165244,2.233139701493084
379,1,MS,0.009562828416165244,2.233139701493084
380,1,MS,0.0019819250225433754,2.2329898942973374
381,1,MS,0.0019819250225433754,2.2329898942973374
382,1,MS,0.001673372593463146,2.2328399216136554
383,1,MS,0.001673372593463146,2.2328399216136554
384,1,MS,0.008040855767052022,2.2326896306041086
385,1,MS,0.008040855767052022,2.2326896306041086
386,1,MS,0.00819537364059885,2.23253885236887
387,1,MS,0.00819537364059885,2.23253885236887
388,1,MS,0.008748562573271973,2.2323874111098423
389,1,MS,0.008748562573271973,2.2323874111098423
390,1,MS,0.01780743034273585,2.2322351199026613
391,1,MS,0.01780743034273585,2.2322351199026613
392,1,MS,0.030535765930960742,2.2320817998984572
393,1,MS,0.030535765930960742,2.2320817998984572
394,1,MS,0.03815026582095819,2.2319273477171895
395,1,MS,0.03815026582095819,2.2319273477171895
396,1,MS,0.04115862163050767,2.2317717500814096
397,1,MS,0.04115862163050767,2.2317717500814096
398,1,MS,0.03917560575558617,2.231615035112679
399,1,MS,0.03917560575558617,2.231615035112679
400,1,MS,0.02869429943159778,2.231457233704993
401,1,MS,0.02869429943159778,2.231457233704993
402,1,MS,0.017288743175699194,2.23129834001791
403,1,MS,0.017288743175699194,2.23129834001791
404,1,MS,0.011721118314519859,2.2311382710178917
405,1,MS,0.011721118314519859,2.2311382710178917
406,1,MS,0.008498649593346622,2.230976859947173
407,1,MS,0.008498649593346622,2.230976859947173
408,1,MS,0.004540245355203027,2.230813876930147
409,1,MS,0.004540245355203027,2.230813876930147
410,1,MS,0.004813109165199761,2.230649055451193
411,1,MS,0.004813109165199761,2.230649055451193
412,1,MS,0.006280861484633719,2.2304821007245015
413,1,MS,0.006280861484633719,2.2304821007245015
414,1,MS,0.017296944552357103,2.230312690876111
415,1,MS,0.017296944552357103,2.230312690876111
416,1,MS,0.029797713821833362,2.2301405071674583
417,1,MS,0.029797713821833362,2.2301405071674583
418,1,MS,0.040121736782694026,2.22996537449694
419,1,MS,0.040121736782694026,2.22996537449694
420,1,MS,0.043825154392970966,2.2297873376908175
421,1,MS,0.043825154392970966,2.2297873376908175
422,1,MS,0.036948952108692805,2.229606581893871
423,1,MS,0.036948952108692805,2.229606581893871
424,1,MS,0.015467757317720139,2.2294233088611706
425,1,MS,0.015467757317720139,2.2294233088611706
426,1,MS,0.0050700019942225925,2.2292376461648202
427,1,MS,0.0050700019942225925,2.2292376461648202
428,1,MS,0.0038532508123141924,2.2290495543113247
429,1,MS,0.0038532508123141924,2.2290495543113247
430,1,MS,0.0037634776971030483,2.2288587778627407
431,1,MS,0.0037634776971030483,2.2288587778627407
432,1,MS,0.002050163674043668,2.228664930967432
433,1,MS,0.002050163674043668,2.228664930967432
434,1,MS,0.0010437190332815676,2.2284675543281196
435,1,MS,0.0010437190332815676,2.2284675543281196
436,1,MS,0.0009233653625050237,2.2282661270756132
437,1,MS,0.0009233653625050237,2.2282661270756132
438,1,MS,0.01177169564035838,2.2280600676878146
439,1,MS,0.01177169564035838,2.2280600676878146
440,1,MS,0.022303292947361525,2.227848783736163
441,1,MS,0.022303292947361525,2.227848783736163
442,1,MS,0.029519133141957636,2.2276318952220175
443,1,MS,0.029519133141957636,2.2276318952220175
444,1,MS,0.0333807252911513,2.227409434309723
445,1,MS,0.0333807252911513,2.227409434309723
446,1,MS,0.029884604406194892,2.227181782965978
447,1,MS,0.029884604406194892,2.227181782965978
448,1,MS,0.022766151283339447,2.2269494427186354
449,1,MS,0.022766151283339447,2.2269494427186354
450,1,MS,0.011901286550431052,2.2267127990580895
451,1,MS,0.011901286550431052,2.2267127990580895
452,1,MS,0.004334096837231088,2.2264719328222586
453,1,MS,0.004334096837231088,2.2264719328222586
454,1,MS,0.0020940971402251345,2.2262265295693657
455,1,MS,0.0020940971402251345,2.2262265295693657
456,1,MS,0.004333900263229778,2.2259759607973857
457,1,MS,0.004333900263229778,2.2259759607973857
458,1,MS,0.004037669934731791,2.2257194120275234
459,1,MS,0.004037669934731791,2.2257194120275234
460,1,MS,0.003023527094352608,2.225455931411955
461,1,MS,0.003023527094352608,2.225455931411955
462,1,MS,0.005603740031772386,2.2251844313998825
463,1,MS,0.005603740031772386,2.2251844313998825
464,1,MS,0.010309471101348796,2.2249036941781806
465,1,MS,0.010309471101348796,2.2249036941781806
466,1,MS,0.011836559430552049,2.2246124997820145
467,1,MS,0.011836559430552049,2.2246124997820145
468,1,MS,0.025893004608816696,2.224309928477362
469,1,MS,0.025893004608816696,2.224309928477362
470,1,MS,0.01833989383151887,2.2239957830851886
471,1,MS,0.01833989383151887,2.2239957830851886
472,1,MS,0.008866509791416243,2.2236708997430465
473,1,MS,0.008866509791416243,2.2236708997430465
474,1,MS,0.0072419469304330335,2.2233359823774026
475,1,MS,0.0072419469304330335,2.2233359823774026
476,1,MS,0.004619349320628146,2.2229907790130596
477,1,MS,0.004619349320628146,2.2229907790130596
478,1,MS,0.0042122236157762834,2.2226344829210283
479,1,MS,0.0042122236157762834,2.2226344829210283
480,1,MS,0.0015122777932139767,2.222265734328379
481,1,MS,0.0015122777932139767,2.222265734328379
482,1,MS,0.0005978835501614583,2.2218827668285215
483,1,MS,0.0005978835501614583,2.2218827668285215
484,1,MS,0.000761701075501748,2.221483509575202
485,1,MS,0.000761701075501748,2.221483509575202
486,1,MS,0.007138067880629846,2.2210656714164476
487,1,MS,0.007138067880629846,2.2210656714164476
488,1,MS,0.016176392131507965,2.220627034815167
489,1,MS,0.016176392131507965,2.220627034815167
490,1,MS,0.026205661972569457,2.220166450068861
491,1,MS,0.026205661972569457,2.220166450068861
492,1,MS,0.019415654338884564,2.219684676124189
493,1,MS,0.019415654338884564,2.219684676124189
494,1,MS,0.03147867327203829,2.2191838327429174
495,1,MS,0.03147867327203829,2.2191838327429174
496,1,MS,0.017753814284500635,2.218665671129135
497,1,MS,0.017753814284500635,2.218665671129135
498,1,MS,0.007488070578700212,2.218132616037469
499,1,MS,0.007488070578700212,2.218132616037469
500,1,MS,0.001771791760454469,2.2175861817766616
501,1,MS,0.001771791760454469,2.2175861817766616
502,1,MS,0.0015922214665723387,2.2170261556371758
503,1,MS,0.0015922214665723387,2.2170261556371758
504,1,MS,0.0015080990376578804,2.216450873884998
505,1,MS,0.0015080990376578804,2.216450873884998
506,1,MS,0.0012652288161971834,2.215857958032633
507,1,MS,0.0012652288161971834,2.215857958032633
508,1,MS,0.0011990550693352427,2.2152447920281775
509,1,MS,0.0011990550693352427,2.2152447920281775
510,1,MS,0.00240349199648135,2.2146088041130043
511,1,MS,0.00240349199648135,2.2146088041130043
512,1,MS,0.00791749150387393,2.213947799417914
513,1,MS,0.00791749150387393,2.213947799417914
514,1,MS,0.008012577672686403,2.2132610448540757
515,1,MS,0.008012577672686403,2.2132610448540757
516,1,MS,0.010012369180738447,2.212550865609129
517,1,MS,0.010012369180738447,2.212550865609129
518,1,MS,0.00835450358147261,2.2118217143815557
519,1,MS,0.00835450358147261,2.2118217143815557
520,1,MS,0.009067844254062526,2.2110794961162856
521,1,MS,0.009067844254062526,2.2110794961162856
522,1,MS,0.003124270043189704,2.210329422269334
523,1,MS,0.003124270043189704,2.210329422269334
524,1,MS,0.0023596318839678495,2.209574516752147
525,1,MS,0.0023596318839678495,2.209574516752147
526,1,MS,0.001956330637558196,2.208814327130251
527,1,MS,0.001956330637558196,2.208814327130251
528,1,MS,0.004652735419903493,2.208046476926035
529,1,MS,0.004652735419903493,2.208046476926035
530,1,MS,0.0021012920017330944,2.207267996041913
531,1,MS,0.0021012920017330944,2.207267996041913
532,1,MS,0.0019796326236318847,2.2064759847656004
533,1,MS,0.0019796326236318847,2.2064759847656004
534,1,MS,0.013780852404423444,2.2056680662896246
535,1,MS,0.013780852404423444,2.2056680662896246
536,1,MS,0.026940949084816708,2.204843570360529
537,1,MS,0.026940949084816708,2.204843570360529
538,1,MS,0.036390645210987206,2.204006705034183
539,1,MS,0.036390645210987206,2.204006705034183
540,1,MS,0.041015513833325384,2.2031670863456463
541,1,MS,0.041015513833325384,2.2031670863456463
542,1,MS,0.024741346346651642,2.2023352919263863
543,1,MS,0.024741346346651642,2.2023352919263863
544,1,MS,0.02327036870023778,2.201518018956454
545,1,MS,0.02327036870023778,2.201518018956454
546,1,MS,0.015053356980582328,2.2007162415183217
547,1,MS,0.015053356980582328,2.2007162415183217
548,1,MS,0.012172548983740771,2.199927925077851
549,1,MS,0.012172548983740771,2.199927925077851
550,1,MS,0.006169607606492078,2.199148990881845
551,1,MS,0.006169607606492078,2.199148990881845
552,1,MS,0.003072065622219647,2.1983744157420384
553,1,MS,0.003072065622219647,2.1983744157420384
554,1,MS,0.0019568521749065326,2.1975991374471935
555,1,MS,0.0019568521749065326,2.1975991374471935
556,1,MS,0.003115514494632316,2.196818493910971
557,1,MS,0.003115514494632316,2.196818493910971
558,1,MS,0.014842980022695969,2.1960285173936427
559,1,MS,0.014842980022695969,2.1960285173936427
560,1,MS,0.025218226182767936,2.195227041486648
561,1,MS,0.025218226182767936,2.195227041486648
