t,species,metamer,organ,Eabs_diffuse,Eabs_direct,plant
317,Soissons,3,sheath,0.0434628955007,0.0,2
317,Soissons,4,blade,0.367511031877,0.224600188166,2
317,Soissons,4,internode,0.0559941980709,0.000421092130449,2
317,Soissons,4,sheath,0.0866336004102,0.00578936087266,2
317,Soissons,5,internode,0.129851860008,0.0422590962029,2
317,Soissons,6,internode,0.267304236884,0.808858993978,2
318,Caphorn,1,blade,0.0743121358236,0.0068336498526,1
318,Caphorn,1,sheath,0.0327928706447,0.00219074250679,1
318,Caphorn,2,blade,0.0983305564204,0.0248895534758,1
318,Caphorn,2,sheath,0.0283792903689,0.00437620028138,1
318,Caphorn,3,blade,0.165936168886,0.0936045685182,1
318,Caphorn,3,sheath,0.0446174034927,0.0124836241676,1
318,Caphorn,4,blade,0.341832494353,0.52965445713,1
318,Caphorn,4,internode,0.0539218444116,0.0203967691339,1
318,Caphorn,4,sheath,0.0913390274092,0.057380477534,1
318,Caphorn,5,internode,0.117624825731,0.134999041705,1
318,Caphorn,6,internode,0.263113181729,0.584138226669,1
318,Soissons,1,blade,0.0728061190779,0.00727762721683,2
318,Soissons,1,sheath,0.0336636086289,0.00381840411836,2
318,Soissons,2,blade,0.117904486223,0.0175192815016,2
318,Soissons,2,sheath,0.0286672573804,0.00507978640752,2
318,Soissons,3,blade,0.202341865132,0.0559407400028,2
318,Soissons,3,sheath,0.0434628955007,0.0124027782062,2
318,Soissons,4,blade,0.367511031877,0.316060415025,2
318,Soissons,4,internode,0.0559941980709,0.0225367530132,2
318,Soissons,4,sheath,0.0866336004102,0.0605511563854,2
318,Soissons,5,internode,0.129851860008,0.164967483915,2
318,Soissons,6,internode,0.267304236884,0.607147298216,2
319,Caphorn,1,blade,0.0743121358236,0.0334643239891,1
319,Caphorn,1,sheath,0.0327928706447,0.015649564732,1
319,Caphorn,2,blade,0.0983305564204,0.0665845845881,1
319,Caphorn,2,sheath,0.0283792903689,0.016376103917,1
319,Caphorn,3,blade,0.165936168886,0.162886284624,1
319,Caphorn,3,sheath,0.0446174034927,0.0317374670817,1
319,Caphorn,4,blade,0.341832494353,0.492586533916,1
319,Caphorn,4,internode,0.0539218444116,0.0453916398633,1
319,Caphorn,4,sheath,0.0913390274092,0.0987322449655,1
319,Caphorn,5,internode,0.117624825731,0.167156698484,1
319,Caphorn,6,internode,0.263113181729,0.439809929488,1
319,Soissons,1,blade,0.0728061190779,0.0286389814399,2
319,Soissons,1,sheath,0.0336636086289,0.00880224504871,2
319,Soissons,2,blade,0.117904486223,0.0560690128085,2
319,Soissons,2,sheath,0.0286672573804,0.0174032605274,2
319,Soissons,3,blade,0.202341865132,0.116478266041,2
319,Soissons,3,sheath,0.0434628955007,0.0277947646214,2
319,Soissons,4,blade,0.367511031877,0.359099786869,2
319,Soissons,4,internode,0.0559941980709,0.0397213463937,2
319,Soissons,4,sheath,0.0866336004102,0.0961981554995,2
319,Soissons,5,internode,0.129851860008,0.186998883828,2
319,Soissons,6,internode,0.267304236884,0.450848339059,2
320,Caphorn,1,blade,0.0743121358236,0.0591154185183,1
320,Caphorn,1,sheath,0.0327928706447,0.0248196384306,1
320,Caphorn,2,blade,0.0983305564204,0.0966327380764,1
320,Caphorn,2,sheath,0.0283792903689,0.0307374475653,1
320,Caphorn,3,blade,0.165936168886,0.187430800481,1
320,Caphorn,3,sheath,0.0446174034927,0.0490643744112,1
320,Caphorn,4,blade,0.341832494353,0.420472548631,1
320,Caphorn,4,internode,0.0539218444116,0.0626559788876,1
320,Caphorn,4,sheath,0.0913390274092,0.112453281367,1
320,Caphorn,5,internode,0.117624825731,0.161012817791,1
320,Caphorn,6,internode,0.263113181729,0.338916949318,1
320,Soissons,1,blade,0.0728061190779,0.057363948372,2
320,Soissons,1,sheath,0.0336636086289,0.0279968530125,2
320,Soissons,2,blade,0.117904486223,0.0940010110741,2
320,Soissons,2,sheath,0.0286672573804,0.0299241132015,2
320,Soissons,3,blade,0.202341865132,0.163536770454,2
320,Soissons,3,sheath,0.0434628955007,0.0481046421062,2
320,Soissons,4,blade,0.367511031877,0.374116793044,2
320,Soissons,4,internode,0.0559941980709,0.07379678734,2
320,Soissons,4,sheath,0.0866336004102,0.117403302134,2
320,Soissons,5,internode,0.129851860008,0.188740864387,2
320,Soissons,6,internode,0.267304236884,0.341480754676,2
321,Caphorn,1,blade,0.0743121358236,0.0784809228034,1
321,Caphorn,1,sheath,0.0327928706447,0.0410596425798,1
321,Caphorn,2,blade,0.0983305564204,0.119606511651,1
321,Caphorn,2,sheath,0.0283792903689,0.0387071938857,1
321,Caphorn,3,blade,0.165936168886,0.179228883601,1
321,Caphorn,3,sheath,0.0446174034927,0.0568499984548,1
321,Caphorn,4,blade,0.341832494353,0.364918113605,1
321,Caphorn,4,internode,0.0539218444116,0.0695121723022,1
321,Caphorn,4,sheath,0.0913390274092,0.101793009142,1
321,Caphorn,5,internode,0.117624825731,0.164727536904,1
321,Caphorn,6,internode,0.263113181729,0.25244287998,1
321,Soissons,1,blade,0.0728061190779,0.0731226228623,2
321,Soissons,1,sheath,0.0336636086289,0.0384071822852,2
321,Soissons,2,blade,0.117904486223,0.117048312499,2
321,Soissons,2,sheath,0.0286672573804,0.0368442956377,2
321,Soissons,3,blade,0.202341865132,0.194764670545,2
321,Soissons,3,sheath,0.0434628955007,0.0548172034563,2
321,Soissons,4,blade,0.367511031877,0.3990209616,2
321,Soissons,4,internode,0.0559941980709,0.0727495320828,2
321,Soissons,4,sheath,0.0866336004102,0.107286515893,2
321,Soissons,5,internode,0.129851860008,0.184819082965,2
321,Soissons,6,internode,0.267304236884,0.250850804902,2
322,Caphorn,1,blade,0.0743121358236,0.089923376298,1
322,Caphorn,1,sheath,0.0327928706447,0.0387736058335,1
322,Caphorn,2,blade,0.0983305564204,0.134530870665,1
322,Caphorn,2,sheath,0.0283792903689,0.0373445802426,1
322,Caphorn,3,blade,0.165936168886,0.172220307164,1
322,Caphorn,3,sheath,0.0446174034927,0.0696915656046,1
322,Caphorn,4,blade,0.341832494353,0.291046399852,1
322,Caphorn,4,internode,0.0539218444116,0.0451470772255,1
322,Caphorn,4,sheath,0.0913390274092,0.117536263593,1
322,Caphorn,5,internode,0.117624825731,0.126986443054,1
322,Caphorn,6,internode,0.263113181729,0.188729035193,1
322,Soissons,1,blade,0.0728061190779,0.0889112032249,2
322,Soissons,1,sheath,0.0336636086289,0.0390870588412,2
322,Soissons,2,blade,0.117904486223,0.156649415111,2
322,Soissons,2,sheath,0.0286672573804,0.0425015144104,2
322,Soissons,3,blade,0.202341865132,0.209395070887,2
322,Soissons,3,sheath,0.0434628955007,0.0652609513608,2
322,Soissons,4,blade,0.367511031877,0.390466011563,2
322,Soissons,4,internode,0.0559941980709,0.0401408882257,2
322,Soissons,4,sheath,0.0866336004102,0.110913242236,2
322,Soissons,5,internode,0.129851860008,0.139694328182,2
322,Soissons,6,internode,0.267304236884,0.187229969091,2
323,Caphorn,1,blade,0.0743121358236,0.0969774968917,1
323,Caphorn,1,sheath,0.0327928706447,0.0317214456182,1
323,Caphorn,2,blade,0.0983305564204,0.140751087469,1
323,Caphorn,2,sheath,0.0283792903689,0.0384514200669,1
323,Caphorn,3,blade,0.165936168886,0.179792916129,1
323,Caphorn,3,sheath,0.0446174034927,0.0727139216263,1
323,Caphorn,4,blade,0.341832494353,0.232955067822,1
323,Caphorn,4,internode,0.0539218444116,0.0725006604106,1
323,Caphorn,4,sheath,0.0913390274092,0.096159159159,1
323,Caphorn,5,internode,0.117624825731,0.0811860525286,1
323,Caphorn,6,internode,0.263113181729,0.146076642447,1
323,Soissons,1,blade,0.0728061190779,0.0816096469002,2
323,Soissons,1,sheath,0.0336636086289,0.0278565191461,2
323,Soissons,2,blade,0.117904486223,0.178629918806,2
323,Soissons,2,sheath,0.0286672573804,0.0312063664459,2
323,Soissons,3,blade,0.202341865132,0.269872599625,2
323,Soissons,3,sheath,0.0434628955007,0.0673039739506,2
323,Soissons,4,blade,0.367511031877,0.363120178692,2
323,Soissons,4,internode,0.0559941980709,0.0778424437288,2
323,Soissons,4,sheath,0.0866336004102,0.0893380864677,2
323,Soissons,5,internode,0.129851860008,0.0822010049712,2
323,Soissons,6,internode,0.267304236884,0.144749121082,2
324,Caphorn,1,blade,0.0743121358236,0.0725101911354,1
324,Caphorn,1,sheath,0.0327928706447,0.01024791523,1
324,Caphorn,2,blade,0.0983305564204,0.0751940688333,1
324,Caphorn,2,sheath,0.0283792903689,0.0106386623397,1
324,Caphorn,3,blade,0.165936168886,0.137014430432,1
324,Caphorn,3,sheath,0.0446174034927,0.015497042811,1
324,Caphorn,4,blade,0.341832494353,0.210801782266,1
324,Caphorn,4,internode,0.0539218444116,0.0229320235813,1
324,Caphorn,4,sheath,0.0913390274092,0.0341358718678,1
324,Caphorn,5,internode,0.117624825731,0.0513858345946,1
324,Caphorn,6,internode,0.263113181729,0.129178042724,1
324,Soissons,1,blade,0.0728061190779,0.0596457848656,2
324,Soissons,1,sheath,0.0336636086289,0.010077259575,2
324,Soissons,2,blade,0.117904486223,0.1558211141,2
324,Soissons,2,sheath,0.0286672573804,0.00931696106737,2
324,Soissons,3,blade,0.202341865132,0.249446787695,2
324,Soissons,3,sheath,0.0434628955007,0.0163299599408,2
324,Soissons,4,blade,0.367511031877,0.352771165904,2
324,Soissons,4,internode,0.0559941980709,0.0231617838357,2
324,Soissons,4,sheath,0.0866336004102,0.0331887086668,2
324,Soissons,5,internode,0.129851860008,0.0550756254783,2
324,Soissons,6,internode,0.267304236884,0.129266415531,2
325,Caphorn,1,blade,0.0743121358236,0.103629688905,1
325,Caphorn,1,sheath,0.0327928706447,0.0291256542051,1
325,Caphorn,2,blade,0.0983305564204,0.144931653328,1
325,Caphorn,2,sheath,0.0283792903689,0.0416104936306,1
325,Caphorn,3,blade,0.165936168886,0.181239686997,1
325,Caphorn,3,sheath,0.0446174034927,0.0748634948934,1
325,Caphorn,4,blade,0.341832494353,0.234201034486,1
325,Caphorn,4,internode,0.0539218444116,0.0781144607847,1
325,Caphorn,4,sheath,0.0913390274092,0.0959160464463,1
325,Caphorn,5,internode,0.117624825731,0.0805100378704,1
325,Caphorn,6,internode,0.263113181729,0.145798724121,1
325,Soissons,1,blade,0.0728061190779,0.0973012837363,2
325,Soissons,1,sheath,0.0336636086289,0.0275913016585,2
325,Soissons,2,blade,0.117904486223,0.17951039685,2
325,Soissons,2,sheath,0.0286672573804,0.0361931098995,2
325,Soissons,3,blade,0.202341865132,0.259424429201,2
325,Soissons,3,sheath,0.0434628955007,0.0700967638935,2
325,Soissons,4,blade,0.367511031877,0.3606880879,2
325,Soissons,4,internode,0.0559941980709,0.0811653886966,2
325,Soissons,4,sheath,0.0866336004102,0.0927506053507,2
325,Soissons,5,internode,0.129851860008,0.0867580168288,2
325,Soissons,6,internode,0.267304236884,0.146901771926,2
326,Caphorn,1,blade,0.0743121358236,0.0923077840022,1
326,Caphorn,1,sheath,0.0327928706447,0.0428486969726,1
326,Caphorn,2,blade,0.0983305564204,0.122865939139,1
326,Caphorn,2,sheath,0.0283792903689,0.0437617170136,1
326,Caphorn,3,blade,0.165936168886,0.177302916818,1
326,Caphorn,3,sheath,0.0446174034927,0.0664728457011,1
326,Caphorn,4,blade,0.341832494353,0.29728889623,1
326,Caphorn,4,internode,0.0539218444116,0.0470712312491,1
326,Caphorn,4,sheath,0.0913390274092,0.114983072752,1
326,Caphorn,5,internode,0.117624825731,0.120142966073,1
326,Caphorn,6,internode,0.263113181729,0.186493044718,1
326,Soissons,1,blade,0.0728061190779,0.101202990313,2
326,Soissons,1,sheath,0.0336636086289,0.0391478374998,2
326,Soissons,2,blade,0.117904486223,0.154573100086,2
326,Soissons,2,sheath,0.0286672573804,0.0364364780899,2
326,Soissons,3,blade,0.202341865132,0.226458767316,2
326,Soissons,3,sheath,0.0434628955007,0.0636379573324,2
326,Soissons,4,blade,0.367511031877,0.369479573757,2
326,Soissons,4,internode,0.0559941980709,0.0512794112206,2
326,Soissons,4,sheath,0.0866336004102,0.109643371044,2
326,Soissons,5,internode,0.129851860008,0.132722636405,2
326,Soissons,6,internode,0.267304236884,0.187728695856,2
327,Caphorn,1,blade,0.0743121358236,0.0830259154997,1
327,Caphorn,1,sheath,0.0327928706447,0.0377276751987,1
327,Caphorn,2,blade,0.0983305564204,0.120209066717,1
327,Caphorn,2,sheath,0.0283792903689,0.0422054221113,1
327,Caphorn,3,blade,0.165936168886,0.185759776762,1
327,Caphorn,3,sheath,0.0446174034927,0.0581271305671,1
327,Caphorn,4,blade,0.341832494353,0.379936575499,1
327,Caphorn,4,internode,0.0539218444116,0.0716749522045,1
327,Caphorn,4,sheath,0.0913390274092,0.110926091406,1
327,Caphorn,5,internode,0.117624825731,0.154482536168,1
327,Caphorn,6,internode,0.263113181729,0.247883838868,1
327,Soissons,1,blade,0.0728061190779,0.0842543894766,2
327,Soissons,1,sheath,0.0336636086289,0.0379140327031,2
327,Soissons,2,blade,0.117904486223,0.118654176124,2
327,Soissons,2,sheath,0.0286672573804,0.041587446026,2
327,Soissons,3,blade,0.202341865132,0.208027962634,2
327,Soissons,3,sheath,0.0434628955007,0.0635810400615,2
327,Soissons,4,blade,0.367511031877,0.361443705929,2
327,Soissons,4,internode,0.0559941980709,0.0761258158479,2
327,Soissons,4,sheath,0.0866336004102,0.108140867732,2
327,Soissons,5,internode,0.129851860008,0.179744622945,2
327,Soissons,6,internode,0.267304236884,0.251702322854,2
328,Caphorn,1,blade,0.0743121358236,0.0656431555075,1
328,Caphorn,1,sheath,0.0327928706447,0.0264856052968,1
328,Caphorn,2,blade,0.0983305564204,0.0951971999754,1
328,Caphorn,2,sheath,0.0283792903689,0.0327386877889,1
328,Caphorn,3,blade,0.165936168886,0.1923839947,1
328,Caphorn,3,sheath,0.0446174034927,0.0518339044637,1
328,Caphorn,4,blade,0.341832494353,0.424335363131,1
328,Caphorn,4,internode,0.0539218444116,0.0726865670658,1
328,Caphorn,4,sheath,0.0913390274092,0.11959135241,1
328,Caphorn,5,internode,0.117624825731,0.157133185222,1
328,Caphorn,6,internode,0.263113181729,0.333803825704,1
328,Soissons,1,blade,0.0728061190779,0.0626119440957,2
328,Soissons,1,sheath,0.0336636086289,0.0296440726843,2
328,Soissons,2,blade,0.117904486223,0.0910407957068,2
328,Soissons,2,sheath,0.0286672573804,0.0352436518551,2
328,Soissons,3,blade,0.202341865132,0.178695882147,2
328,Soissons,3,sheath,0.0434628955007,0.0475575058314,2
328,Soissons,4,blade,0.367511031877,0.347806927789,2
328,Soissons,4,internode,0.0559941980709,0.0724968770455,2
328,Soissons,4,sheath,0.0866336004102,0.117699228576,2
328,Soissons,5,internode,0.129851860008,0.174205103552,2
328,Soissons,6,internode,0.267304236884,0.345071060523,2
329,Caphorn,1,blade,0.0743121358236,0.0379404588642,1
329,Caphorn,1,sheath,0.0327928706447,0.0117685612895,1
329,Caphorn,2,blade,0.0983305564204,0.0738613588061,1
329,Caphorn,2,sheath,0.0283792903689,0.0200125681054,1
329,Caphorn,3,blade,0.165936168886,0.158670021947,1
329,Caphorn,3,sheath,0.0446174034927,0.0322774692236,1
329,Caphorn,4,blade,0.341832494353,0.505755075085,1
329,Caphorn,4,internode,0.0539218444116,0.0474184931417,1
329,Caphorn,4,sheath,0.0913390274092,0.100049239156,1
329,Caphorn,5,internode,0.117624825731,0.171634232588,1
329,Caphorn,6,internode,0.263113181729,0.44186888619,1
329,Soissons,1,blade,0.0728061190779,0.0346783629554,2
329,Soissons,1,sheath,0.0336636086289,0.0135741474251,2
329,Soissons,2,blade,0.117904486223,0.0489170124126,2
329,Soissons,2,sheath,0.0286672573804,0.0172536326396,2
329,Soissons,3,blade,0.202341865132,0.124691045999,2
329,Soissons,3,sheath,0.0434628955007,0.0276745346005,2
329,Soissons,4,blade,0.367511031877,0.341612983527,2
329,Soissons,4,internode,0.0559941980709,0.0458534121373,2
329,Soissons,4,sheath,0.0866336004102,0.0946786831944,2
329,Soissons,5,internode,0.129851860008,0.183985630485,2
329,Soissons,6,internode,0.267304236884,0.450847236484,2
330,Caphorn,1,blade,0.0743121358236,0.00949390795831,1
330,Caphorn,1,sheath,0.0327928706447,0.0040963590181,1
330,Caphorn,2,blade,0.0983305564204,0.0264033851294,1
330,Caphorn,2,sheath,0.0283792903689,0.00519551011856,1
330,Caphorn,3,blade,0.165936168886,0.0958877522472,1
330,Caphorn,3,sheath,0.0446174034927,0.0131123657438,1
330,Caphorn,4,blade,0.341832494353,0.531662640794,1
330,Caphorn,4,internode,0.0539218444116,0.0165280962589,1
330,Caphorn,4,sheath,0.0913390274092,0.0600953608801,1
330,Caphorn,5,internode,0.117624825731,0.132323433708,1
330,Caphorn,6,internode,0.263113181729,0.580764013621,1
330,Soissons,1,blade,0.0728061190779,0.00797546904965,2
330,Soissons,1,sheath,0.0336636086289,0.00409531949619,2
330,Soissons,2,blade,0.117904486223,0.0172429811945,2
330,Soissons,2,sheath,0.0286672573804,0.00455415515351,2
330,Soissons,3,blade,0.202341865132,0.0611461571069,2
330,Soissons,3,sheath,0.0434628955007,0.0109517527602,2
330,Soissons,4,blade,0.367511031877,0.318543972386,2
330,Soissons,4,internode,0.0559941980709,0.0174988359057,2
330,Soissons,4,sheath,0.0866336004102,0.0539869165904,2
330,Soissons,5,internode,0.129851860008,0.143703351013,2
330,Soissons,6,internode,0.267304236884,0.604182407216,2
331,Caphorn,1,blade,0.0743121358236,2.28407773308e-05,1
331,Caphorn,1,sheath,0.0327928706447,0.0,1
331,Caphorn,2,blade,0.0983305564204,0.000326446041082,1
331,Caphorn,2,sheath,0.0283792903689,2.31492689083e-05,1
331,Caphorn,3,blade,0.165936168886,0.00883362722896,1
331,Caphorn,3,sheath,0.0446174034927,0.000447120906516,1
331,Caphorn,4,blade,0.341832494353,0.411410088622,1
331,Caphorn,4,internode,0.0539218444116,0.00186801312639,1
331,Caphorn,4,sheath,0.0913390274092,0.00742684392261,1
331,Caphorn,5,internode,0.117624825731,0.0332930168333,1
331,Caphorn,6,internode,0.263113181729,0.823645527407,1
331,Soissons,1,blade,0.0728061190779,0.0,2
331,Soissons,1,sheath,0.0336636086289,0.0,2
331,Soissons,2,blade,0.117904486223,0.000152711461477,2
331,Soissons,2,sheath,0.0286672573804,0.0,2
331,Soissons,3,blade,0.202341865132,0.00227069625345,2
331,Soissons,3,sheath,0.0434628955007,0.000142390792766,2
331,Soissons,4,blade,0.367511031877,0.207394970455,2
331,Soissons,4,internode,0.0559941980709,0.0,2
331,Soissons,4,sheath,0.0866336004102,0.006284402298,2
331,Soissons,5,internode,0.129851860008,0.0433772507071,2
331,Soissons,6,internode,0.267304236884,0.81828457634,2
332,Caphorn,1,blade,0.0,0.0,1
332,Caphorn,1,sheath,0.0,0.0,1
332,Caphorn,2,blade,0.0,0.0,1
332,Caphorn,2,sheath,0.0,0.0,1
332,Caphorn,3,blade,0.0,0.0,1
332,Caphorn,3,sheath,0.0,0.0,1
332,Caphorn,4,blade,0.0,0.0,1
332,Caphorn,4,internode,0.0,0.0,1
332,Caphorn,4,sheath,0.0,0.0,1
332,Caphorn,5,internode,0.0,0.0,1
332,Caphorn,6,internode,0.0,0.0,1
332,Soissons,1,blade,0.0,0.0,2
332,Soissons,1,sheath,0.0,0.0,2
332,Soissons,2,blade,0.0,0.0,2
332,Soissons,2,sheath,0.0,0.0,2
332,Soissons,3,blade,0.0,0.0,2
332,Soissons,3,sheath,0.0,0.0,2
332,Soissons,4,blade,0.0,0.0,2
332,Soissons,4,internode,0.0,0.0,2
332,Soissons,4,sheath,0.0,0.0,2
332,Soissons,5,internode,0.0,0.0,2
332,Soissons,6,internode,0.0,0.0,2
333,Caphorn,1,blade,0.0,0.0,1
333,Caphorn,1,sheath,0.0,0.0,1
333,Caphorn,2,blade,0.0,0.0,1
333,Caphorn,2,sheath,0.0,0.0,1
333,Caphorn,3,blade,0.0,0.0,1
333,Caphorn,3,sheath,0.0,0.0,1
333,Caphorn,4,blade,0.0,0.0,1
333,Caphorn,4,internode,0.0,0.0,1
333,Caphorn,4,sheath,0.0,0.0,1
333,Caphorn,5,internode,0.0,0.0,1
333,Caphorn,6,internode,0.0,0.0,1
333,Soissons,1,blade,0.0,0.0,2
333,Soissons,1,sheath,0.0,0.0,2
333,Soissons,2,blade,0.0,0.0,2
333,Soissons,2,sheath,0.0,0.0,2
333,Soissons,3,blade,0.0,0.0,2
333,Soissons,3,sheath,0.0,0.0,2
333,Soissons,4,blade,0.0,0.0,2
333,Soissons,4,internode,0.0,0.0,2
333,Soissons,4,sheath,0.0,0.0,2
333,Soissons,5,internode,0.0,0.0,2
333,Soissons,6,internode,0.0,0.0,2
334,Caphorn,1,blade,0.0,0.0,1
334,Caphorn,1,sheath,0.0,0.0,1
334,Caphorn,2,blade,0.0,0.0,1
334,Caphorn,2,sheath,0.0,0.0,1
334,Caphorn,3,blade,0.0,0.0,1
334,Caphorn,3,sheath,0.0,0.0,1
334,Caphorn,4,blade,0.0,0.0,1
334,Caphorn,4,internode,0.0,0.0,1
334,Caphorn,4,sheath,0.0,0.0,1
334,Caphorn,5,internode,0.0,0.0,1
334,Caphorn,6,internode,0.0,0.0,1
334,Soissons,1,blade,0.0,0.0,2
334,Soissons,1,sheath,0.0,0.0,2
334,Soissons,2,blade,0.0,0.0,2
334,Soissons,2,sheath,0.0,0.0,2
334,Soissons,3,blade,0.0,0.0,2
334,Soissons,3,sheath,0.0,0.0,2
334,Soissons,4,blade,0.0,0.0,2
334,Soissons,4,internode,0.0,0.0,2
334,Soissons,4,sheath,0.0,0.0,2
334,Soissons,5,internode,0.0,0.0,2
334,Soissons,6,internode,0.0,0.0,2
335,Caphorn,1,blade,0.0,0.0,1
335,Caphorn,1,sheath,0.0,0.0,1
335,Caphorn,2,blade,0.0,0.0,1
335,Caphorn,2,sheath,0.0,0.0,1
335,Caphorn,3,blade,0.0,0.0,1
335,Caphorn,3,sheath,0.0,0.0,1
335,Caphorn,4,blade,0.0,0.0,1
335,Caphorn,4,internode,0.0,0.0,1
335,Caphorn,4,sheath,0.0,0.0,1
335,Caphorn,5,internode,0.0,0.0,1
335,Caphorn,6,internode,0.0,0.0,1
335,Soissons,1,blade,0.0,0.0,2
335,Soissons,1,sheath,0.0,0.0,2
335,Soissons,2,blade,0.0,0.0,2
335,Soissons,2,sheath,0.0,0.0,2
335,Soissons,3,blade,0.0,0.0,2
335,Soissons,3,sheath,0.0,0.0,2
335,Soissons,4,blade,0.0,0.0,2
335,Soissons,4,internode,0.0,0.0,2
335,Soissons,4,sheath,0.0,0.0,2
335,Soissons,5,internode,0.0,0.0,2
335,Soissons,6,internode,0.0,0.0,2
336,Caphorn,1,blade,0.0,0.0,1
336,Caphorn,1,sheath,0.0,0.0,1
336,Caphorn,2,blade,0.0,0.0,1
336,Caphorn,2,sheath,0.0,0.0,1
336,Caphorn,3,blade,0.0,0.0,1
336,Caphorn,3,sheath,0.0,0.0,1
336,Caphorn,4,blade,0.0,0.0,1
336,Caphorn,4,internode,0.0,0.0,1
336,Caphorn,4,sheath,0.0,0.0,1
336,Caphorn,5,internode,0.0,0.0,1
336,Caphorn,6,internode,0.0,0.0,1
336,Soissons,1,blade,0.0,0.0,2
336,Soissons,1,sheath,0.0,0.0,2
336,Soissons,2,blade,0.0,0.0,2
336,Soissons,2,sheath,0.0,0.0,2
336,Soissons,3,blade,0.0,0.0,2
336,Soissons,3,sheath,0.0,0.0,2
336,Soissons,4,blade,0.0,0.0,2
336,Soissons,4,internode,0.0,0.0,2
336,Soissons,4,sheath,0.0,0.0,2
336,Soissons,5,internode,0.0,0.0,2
336,Soissons,6,internode,0.0,0.0,2
337,Caphorn,1,blade,0.0,0.0,1
337,Caphorn,1,sheath,0.0,0.0,1
337,Caphorn,2,blade,0.0,0.0,1
337,Caphorn,2,sheath,0.0,0.0,1
337,Caphorn,3,blade,0.0,0.0,1
337,Caphorn,3,sheath,0.0,0.0,1
337,Caphorn,4,blade,0.0,0.0,1
337,Caphorn,4,internode,0.0,0.0,1
337,Caphorn,4,sheath,0.0,0.0,1
337,Caphorn,5,internode,0.0,0.0,1
337,Caphorn,6,internode,0.0,0.0,1
337,Soissons,1,blade,0.0,0.0,2
337,Soissons,1,sheath,0.0,0.0,2
337,Soissons,2,blade,0.0,0.0,2
337,Soissons,2,sheath,0.0,0.0,2
337,Soissons,3,blade,0.0,0.0,2
337,Soissons,3,sheath,0.0,0.0,2
337,Soissons,4,blade,0.0,0.0,2
337,Soissons,4,internode,0.0,0.0,2
337,Soissons,4,sheath,0.0,0.0,2
337,Soissons,5,internode,0.0,0.0,2
337,Soissons,6,internode,0.0,0.0,2
338,Caphorn,1,blade,0.0,0.0,1
338,Caphorn,1,sheath,0.0,0.0,1
338,Caphorn,2,blade,0.0,0.0,1
338,Caphorn,2,sheath,0.0,0.0,1
338,Caphorn,3,blade,0.0,0.0,1
338,Caphorn,3,sheath,0.0,0.0,1
338,Caphorn,4,blade,0.0,0.0,1
338,Caphorn,4,internode,0.0,0.0,1
338,Caphorn,4,sheath,0.0,0.0,1
338,Caphorn,5,internode,0.0,0.0,1
338,Caphorn,6,internode,0.0,0.0,1
338,Soissons,1,blade,0.0,0.0,2
338,Soissons,1,sheath,0.0,0.0,2
338,Soissons,2,blade,0.0,0.0,2
338,Soissons,2,sheath,0.0,0.0,2
338,Soissons,3,blade,0.0,0.0,2
338,Soissons,3,sheath,0.0,0.0,2
338,Soissons,4,blade,0.0,0.0,2
338,Soissons,4,internode,0.0,0.0,2
338,Soissons,4,sheath,0.0,0.0,2
338,Soissons,5,internode,0.0,0.0,2
338,Soissons,6,internode,0.0,0.0,2
339,Caphorn,1,blade,0.0,0.0,1
339,Caphorn,1,sheath,0.0,0.0,1
339,Caphorn,2,blade,0.0,0.0,1
339,Caphorn,2,sheath,0.0,0.0,1
339,Caphorn,3,blade,0.0,0.0,1
339,Caphorn,3,sheath,0.0,0.0,1
339,Caphorn,4,blade,0.0,0.0,1
339,Caphorn,4,internode,0.0,0.0,1
339,Caphorn,4,sheath,0.0,0.0,1
339,Caphorn,5,internode,0.0,0.0,1
339,Caphorn,6,internode,0.0,0.0,1
339,Soissons,1,blade,0.0,0.0,2
339,Soissons,1,sheath,0.0,0.0,2
339,Soissons,2,blade,0.0,0.0,2
339,Soissons,2,sheath,0.0,0.0,2
339,Soissons,3,blade,0.0,0.0,2
339,Soissons,3,sheath,0.0,0.0,2
339,Soissons,4,blade,0.0,0.0,2
339,Soissons,4,internode,0.0,0.0,2
339,Soissons,4,sheath,0.0,0.0,2
339,Soissons,5,internode,0.0,0.0,2
339,Soissons,6,internode,0.0,0.0,2
340,Caphorn,1,blade,0.0,0.0,1
340,Caphorn,1,sheath,0.0,0.0,1
340,Caphorn,2,blade,0.0,0.0,1
340,Caphorn,2,sheath,0.0,0.0,1
340,Caphorn,3,blade,0.0,0.0,1
340,Caphorn,3,sheath,0.0,0.0,1
340,Caphorn,4,blade,0.0,0.0,1
340,Caphorn,4,internode,0.0,0.0,1
340,Caphorn,4,sheath,0.0,0.0,1
340,Caphorn,5,internode,0.0,0.0,1
340,Caphorn,6,internode,0.0,0.0,1
340,Soissons,1,blade,0.0,0.0,2
340,Soissons,1,sheath,0.0,0.0,2
340,Soissons,2,blade,0.0,0.0,2
340,Soissons,2,sheath,0.0,0.0,2
340,Soissons,3,blade,0.0,0.0,2
340,Soissons,3,sheath,0.0,0.0,2
340,Soissons,4,blade,0.0,0.0,2
340,Soissons,4,internode,0.0,0.0,2
340,Soissons,4,sheath,0.0,0.0,2
340,Soissons,5,internode,0.0,0.0,2
340,Soissons,6,internode,0.0,0.0,2
341,Caphorn,1,blade,0.0743121358236,2.19273908613e-05,1
