mstruct,Dry_Mass,nitrates,organ,S_grain_structure,Unloading_Sucrose,starch,Respi_growth,S_cytokinins,axis,N_tot,Conc_Nitrates,AA_consumption_mstruct,cytokinins,R_residual,Conc_Amino_Acids,regul_transpiration,sucrose_consumption_mstruct,RGR_Structure,R_Nnit_upt,Conc_cytokinins,S_Proteins,plant,synthetized_mstruct,amino_acids,HATS_LATS,Export_cytokinins,Conc_Sucrose,R_grain_growth_starch,Export_Amino_Acids,Uptake_Nitrates,N_exudation,sum_respi,R_Nnit_red,S_grain_starch,sucrose,S_Amino_Acids,Total_Organic_Nitrogen,Nstruct,Unloading_Amino_Acids,R_grain_growth_struct,senesced_mstruct,structure,age_from_flowering,t,Export_Nitrates,Proteins_N_Mass,WSC_g,C_exudation,proteins
0.03723411,NA,25.21214400,roots,NA,68.57858723,NA,0.46811241,0.73814874,MS,0.00057440,677.1248816429978,0.01355538,9.90499586,0.04508161,53.810995467688414,0.00002925,1.35933339,NA,0.05127717,266.01938921836404,NA,1,NA,2.50450582,1.04409386,0.00174173,151.50833896660154,NA,0.01186712,0.12916164,0.50743660,0.16592829,0.06979517,NA,67.69534239,0.94671475,15.81647456,0.00018637,2.00265966,NA,0.00000000,NA,NA,60.00000000,0.01327365,NA,0.0019341526397508206,13.71571745,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006385,NA,NA,NA,NA,62.190867222603494,NA,NA,NA,NA,NA,NA,1,NA,4.56083867,NA,NA,221.91393836319725,NA,NA,NA,NA,NA,NA,NA,156.23340988,NA,NA,NA,NA,NA,NA,NA,NA,61.00000000,NA,NA,0.004463811710905091,NA,NA
0.03727168,NA,25.29303882,roots,NA,63.43069194,NA,0.46336681,0.73292721,MS,0.00057659,678.6127417169093,0.01341796,9.93066482,0.04504315,55.095670955204206,0.00002508,1.34555281,NA,0.05083734,266.4399375395118,NA,1,NA,2.56688546,1.03838744,0.00149744,150.911587373069,NA,0.01042977,0.12805375,0.48245088,0.16516736,0.06950170,NA,67.49674569,0.94178391,15.89227216,0.00018656,1.85169839,NA,0.00000000,NA,NA,61.00000000,0.01141896,NA,0.0019284784482944846,12.68613839,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006272,NA,NA,NA,NA,61.02196293823247,NA,NA,NA,NA,NA,NA,1,NA,4.47983742,NA,NA,217.8690196262313,NA,NA,NA,NA,NA,NA,NA,153.54751462,NA,NA,NA,NA,NA,NA,NA,NA,62.00000000,NA,NA,0.00438707184625345,NA,NA
0.03730860,NA,25.37279625,roots,NA,59.05936952,NA,0.45525353,0.72504737,MS,0.00057871,680.0791109034599,0.01318302,9.95609830,0.04486143,56.291143264019354,0.00002475,1.32199296,NA,0.05020822,266.85803221812364,NA,1,NA,2.62517935,1.02990552,0.00148144,150.10677725858116,NA,0.01052571,0.12646906,0.46141036,0.16387270,0.06900392,NA,67.20327587,0.93411355,15.96374906,0.00018674,1.72309121,NA,0.00000000,NA,NA,62.00000000,0.01130363,NA,0.0019200935961914212,11.81187390,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006162,NA,NA,NA,NA,59.892781629649804,NA,NA,NA,NA,NA,NA,1,NA,4.40148076,NA,NA,213.99602473321926,NA,NA,NA,NA,NA,NA,NA,150.97368768,NA,NA,NA,NA,NA,NA,NA,NA,63.00000000,NA,NA,0.004313533933590107,NA,NA
0.03734470,NA,25.45272606,roots,NA,55.31867145,NA,0.44532533,0.71573107,MS,0.00058080,681.5618883901667,0.01289552,9.98143903,0.04460105,57.44089279150705,0.00002108,1.29316287,NA,0.04947612,267.2785782016002,NA,1,NA,2.68139133,1.02004817,0.00126498,149.15333047332328,NA,0.00915684,0.12462500,0.44383212,0.16228772,0.06840280,NA,66.84104132,0.92508081,16.03285656,0.00018692,1.61275830,NA,0.00000000,NA,NA,63.00000000,0.00965778,NA,0.0019097440376888216,11.06373429,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006055,NA,NA,NA,NA,58.792567433901155,NA,NA,NA,NA,NA,NA,1,NA,4.32500609,NA,NA,210.2698021704085,NA,NA,NA,NA,NA,NA,NA,148.49520709,NA,NA,NA,NA,NA,NA,NA,NA,64.00000000,NA,NA,0.004242720202689916,NA,NA
0.03738011,NA,25.53283784,roots,NA,52.10296962,NA,0.43669328,0.70724401,MS,0.00058286,683.0594582668216,0.01264556,10.00670581,0.04437805,58.55485652397625,0.00001758,1.26809659,NA,0.04880039,267.7013457980078,NA,1,NA,2.73598374,1.01195938,0.00105746,148.07354180519857,NA,0.00779079,0.12292289,0.42924643,0.16090360,0.06791050,NA,66.42006376,0.91755298,16.10009453,0.00018710,1.51752818,NA,0.00000000,NA,NA,64.00000000,0.00807838,NA,0.0018977161073628146,10.42059392,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005952,NA,NA,NA,NA,57.737276613085065,NA,NA,NA,NA,NA,NA,1,NA,4.25162069,NA,NA,206.68395799487786,NA,NA,NA,NA,NA,NA,NA,146.10874824,NA,NA,NA,NA,NA,NA,NA,NA,65.00000000,NA,NA,0.004174535664076204,NA,NA
0.03741499,NA,25.61177962,roots,NA,48.96434414,NA,0.43012903,0.70001236,MS,0.00058486,684.5326610677026,0.01245547,10.03174907,0.04421340,59.605794211561545,0.00001734,1.24903492,NA,0.04821393,268.12115320864535,NA,1,NA,2.78768741,1.00642844,0.00104601,146.85248435160193,NA,0.00783250,0.12144568,0.41404342,0.15982739,0.06757555,NA,65.93380295,0.91217631,16.16425368,0.00018727,1.42481420,NA,0.00000000,NA,NA,65.00000000,0.00799564,NA,0.001883822941481343,9.79286883,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005852,NA,NA,NA,NA,56.705318069676366,NA,NA,NA,NA,NA,NA,1,NA,4.17974478,NA,NA,203.18889168469414,NA,NA,NA,NA,NA,NA,NA,143.77956593,NA,NA,NA,NA,NA,NA,NA,NA,66.00000000,NA,NA,0.004107987598003089,NA,NA
0.03744931,NA,25.68933291,roots,NA,46.48376664,NA,0.42330017,0.69246514,MS,0.00058681,685.9761861418418,0.01225773,10.05653205,0.04402814,60.60247466107037,0.00001748,1.22920485,NA,0.04761134,268.53719878110724,NA,1,NA,2.83690086,1.00102949,0.00105656,145.53644081775033,NA,0.00803133,0.11992782,0.40325400,0.15871075,0.06723806,NA,65.40286654,0.90678891,16.22572485,0.00018744,1.35130663,NA,0.00000000,NA,NA,66.00000000,0.00808078,NA,0.0018686533296515388,9.29675333,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005757,NA,NA,NA,NA,55.732307232840164,NA,NA,NA,NA,NA,NA,1,NA,4.11199745,NA,NA,199.72898026781866,NA,NA,NA,NA,NA,NA,NA,141.46797322,NA,NA,NA,NA,NA,NA,NA,NA,67.00000000,NA,NA,0.004041942091893597,NA,NA
0.03748293,NA,25.76395249,roots,NA,43.68205997,NA,0.41463440,0.68333867,MS,0.00058866,687.3516853813358,0.01200679,10.08081841,0.04375344,61.51279264865826,0.00002055,1.20404067,NA,0.04690951,268.94427500272496,NA,1,NA,2.88209933,0.99402296,0.00124524,144.1214915977964,NA,0.00959314,0.11815997,0.38841730,0.15728655,0.06677732,NA,64.82514278,0.89976753,16.28293011,0.00018761,1.26969034,NA,0.00000000,NA,NA,67.00000000,0.00952844,NA,0.0018521469364708681,8.73641199,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005666,NA,NA,NA,NA,54.7998978205093,NA,NA,NA,NA,NA,NA,1,NA,4.04702752,NA,NA,196.50406678998957,NA,NA,NA,NA,NA,NA,NA,139.31541891,NA,NA,NA,NA,NA,NA,NA,NA,68.00000000,NA,NA,0.00398044054028549,NA,NA
0.03751573,NA,25.83690919,roots,NA,41.58748037,NA,0.40455257,0.67316700,MS,0.00059045,688.6954017237867,0.01171484,10.10474448,0.04341961,62.37894400395891,0.00002056,1.17476444,NA,0.04614513,269.34688694356987,NA,1,NA,2.92523935,0.98581295,0.00124889,142.66817318167705,NA,0.00974218,0.11623458,0.37881947,0.15564707,0.06622811,NA,64.22760412,0.89158717,16.33778497,0.00018778,1.20809081,NA,0.00000000,NA,NA,68.00000000,0.00956077,NA,0.0018350744033401633,8.31749607,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005715,NA,NA,NA,NA,55.223503786250106,NA,NA,NA,NA,NA,NA,1,NA,4.08208035,NA,NA,193.78957302434253,NA,NA,NA,NA,NA,NA,NA,137.51789953,NA,NA,NA,NA,NA,NA,NA,NA,69.00000000,NA,NA,0.0039290828436519595,NA,NA
0.03754769,NA,25.90020699,roots,NA,40.04153477,NA,0.39425951,0.66284285,MS,0.00059197,689.7948641749595,0.01141678,10.12725405,0.04305460,63.05730519821708,0.00003778,1.14487481,NA,0.04539378,269.71706575816023,NA,1,NA,2.95957056,0.97778127,0.00230041,141.21475237464736,NA,0.01811501,0.11434201,0.37249875,0.15399630,0.06566815,NA,63.62746097,0.88329605,16.38353296,0.00018794,1.18859263,NA,0.00000000,NA,NA,69.00000000,0.01761451,NA,0.0018179274562044824,8.00830695,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005695,NA,NA,NA,NA,54.985552652462935,NA,NA,NA,NA,NA,NA,1,NA,4.06819034,NA,NA,192.97475333497246,NA,NA,NA,NA,NA,NA,NA,137.06431401,NA,NA,NA,NA,NA,NA,NA,NA,70.00000000,NA,NA,0.003916123257398261,NA,NA
0.03757908,NA,25.95330035,roots,NA,40.31137783,NA,0.38706407,0.65500410,MS,0.00059322,690.6316364369624,0.01120842,10.14831715,0.04279346,63.536244800057155,0.00005687,1.12398025,NA,0.04483694,270.05231657894524,NA,1,NA,2.98454190,0.97336224,0.00346987,139.8522604360031,NA,0.02749744,0.11293940,0.38153858,0.15287021,0.06533410,NA,63.06622855,0.87806893,16.41971272,0.00018809,1.19647743,NA,0.00000000,NA,NA,70.00000000,0.02656836,NA,0.001801892244395392,8.06227557,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005674,NA,NA,NA,NA,54.72644264422064,NA,NA,NA,NA,NA,NA,1,NA,4.05270034,NA,NA,195.28463537794497,NA,NA,NA,NA,NA,NA,NA,138.83104174,NA,NA,NA,NA,NA,NA,NA,NA,71.00000000,NA,NA,0.003966601192671858,NA,NA
0.03761033,NA,25.97946322,roots,NA,44.09154394,NA,0.38545064,0.65192616,MS,0.00059374,690.7533778560053,0.01116170,10.16582528,0.04271072,63.4776234845425,0.00011318,1.11929509,NA,0.04465634,270.2934272048237,NA,1,NA,2.98426804,0.97559186,0.00691735,138.7608842325628,NA,0.05471808,0.11248448,0.42021124,0.15274477,0.06540602,NA,62.62611353,0.87830501,16.43060056,0.00018825,1.28710275,NA,0.00000000,NA,NA,71.00000000,0.05292742,NA,0.0017893175294551088,8.81830879,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005658,NA,NA,NA,NA,54.527367141238194,NA,NA,NA,NA,NA,NA,1,NA,4.04172308,NA,NA,199.8642338859737,NA,NA,NA,NA,NA,NA,NA,142.21923649,NA,NA,NA,NA,NA,NA,NA,NA,72.00000000,NA,NA,0.004063406756833411,NA,NA
0.03764230,NA,25.98599348,roots,NA,49.94910348,NA,0.39432594,0.65707831,MS,0.00059374,690.3401521416934,0.01141870,10.18088288,0.04300943,63.046700461549065,0.00015631,1.14506771,NA,0.04507645,270.46386506453405,NA,1,NA,2.96652879,0.98928014,0.00956716,137.97861403339388,NA,0.07511769,0.11354269,0.47548525,0.15432606,0.06622362,NA,62.32599428,0.88852885,16.42428001,0.00018841,1.41950168,NA,0.00000000,NA,NA,72.00000000,0.07311230,NA,0.0017807426937666334,9.98982070,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005656,NA,NA,NA,NA,54.45612343350789,NA,NA,NA,NA,NA,NA,1,NA,4.04035409,NA,NA,206.2659218715495,NA,NA,NA,NA,NA,NA,NA,146.91678656,NA,NA,NA,NA,NA,NA,NA,NA,73.00000000,NA,NA,0.00419762247320982,NA,NA
0.03767547,NA,25.96529821,roots,NA,57.56517339,NA,0.40901628,0.66745409,MS,0.00059303,689.1831830752186,0.01184410,10.19257238,0.04350643,62.09776316908584,0.00021753,1.18772642,NA,0.04590464,270.5360600465376,NA,1,NA,2.92445278,1.00989447,0.01332982,137.56691010425334,NA,0.10305790,0.11562881,0.54135301,0.15695901,0.06746771,NA,62.19477084,0.90442409,16.39404810,0.00018857,1.58309809,NA,0.00000000,NA,NA,73.00000000,0.10166875,NA,0.0017769934526918577,11.51303468,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005681,NA,NA,NA,NA,54.63758053497465,NA,NA,NA,NA,NA,NA,1,NA,4.05782166,NA,NA,212.4564153112141,NA,NA,NA,NA,NA,NA,NA,151.47556409,NA,NA,NA,NA,NA,NA,NA,NA,74.00000000,NA,NA,0.004327873259680871,NA,NA
0.03770923,NA,25.94987591,roots,NA,64.99484028,NA,0.41643034,0.67356666,MS,0.00059253,688.1571131165327,0.01205879,10.20504070,0.04377753,61.3471025485963,0.00020828,1.20925583,NA,0.04643193,270.62446724701397,NA,1,NA,2.89169012,1.02139792,0.01277828,137.5830347451742,NA,0.09756756,0.11695700,0.60376344,0.15841260,0.06814778,NA,62.25780616,0.91272265,16.37334424,0.00018874,1.74112222,NA,0.00000000,NA,NA,74.00000000,0.09728513,NA,0.0017787944615744139,12.99896806,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005713,NA,NA,NA,NA,54.891732196907405,NA,NA,NA,NA,NA,NA,1,NA,4.08073286,NA,NA,218.0278019469671,NA,NA,NA,NA,NA,NA,NA,155.60170061,NA,NA,NA,NA,NA,NA,NA,NA,75.00000000,NA,NA,0.004445762874610098,NA,NA
0.03774307,NA,25.93201362,roots,NA,71.08622107,NA,0.41738629,0.67558764,MS,0.00059200,687.0668205697813,0.01208648,10.21717883,0.04381277,60.62001082389296,0.00021456,1.21203177,NA,0.04668003,270.70341214670503,NA,1,NA,2.85998192,1.02434848,0.01317922,137.99943429857584,NA,0.09940721,0.11758194,0.65055331,0.15883056,0.06828520,NA,62.50227378,0.91374309,16.35372251,0.00018891,1.86427190,NA,0.00000000,NA,NA,75.00000000,0.10014940,NA,0.0017857792508941817,14.21724421,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005754,NA,NA,NA,NA,55.23657440073734,NA,NA,NA,NA,NA,NA,1,NA,4.11030470,NA,NA,220.890043438151,NA,NA,NA,NA,NA,NA,NA,157.79551462,NA,NA,NA,NA,NA,NA,NA,NA,76.00000000,NA,NA,0.004508443274927372,NA,NA
0.03777588,NA,25.94324246,roots,NA,73.47488061,NA,0.40462627,0.66771459,MS,0.00059231,686.7673667844244,0.01171698,10.23294839,0.04339093,60.55426616009068,0.00015065,1.17497845,NA,0.04619149,270.88576257330465,NA,1,NA,2.85936346,1.00948770,0.00926782,138.69998419260875,NA,0.06978178,0.11635136,0.66829157,0.15688159,0.06732859,NA,62.87416951,0.90016008,16.36482103,0.00018908,1.91389564,NA,0.00000000,NA,NA,76.00000000,0.07034843,NA,0.001796404843208265,14.69497612,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005756,NA,NA,NA,NA,55.200413464535174,NA,NA,NA,NA,NA,NA,1,NA,4.11129465,NA,NA,219.89903274979514,NA,NA,NA,NA,NA,NA,NA,157.22833810,NA,NA,NA,NA,NA,NA,NA,NA,77.00000000,NA,NA,0.004492238231550678,NA,NA
0.03780663,NA,25.99441831,roots,NA,70.07368469,NA,0.37917864,0.65038480,MS,0.00059372,687.5625111340187,0.01098008,10.25361653,0.04256556,61.32116265648856,0.00006068,1.10108207,NA,0.04497795,271.2121595664057,NA,1,NA,2.89793278,0.97887061,0.00374091,139.41904439261455,NA,0.02848945,0.11329457,0.64209900,0.15282794,0.06541293,NA,63.25156305,0.87383709,16.41437043,0.00018923,1.83232595,NA,0.00000000,NA,NA,77.00000000,0.02839444,NA,0.0018071875157782491,14.01473694,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005730,NA,NA,NA,NA,54.90755499129578,NA,NA,NA,NA,NA,NA,1,NA,4.09278041,NA,NA,217.7720545601599,NA,NA,NA,NA,NA,NA,NA,155.83310352,NA,NA,NA,NA,NA,NA,NA,NA,78.00000000,NA,NA,0.0044523743863383565,NA,NA
0.03783437,NA,26.04533926,roots,NA,65.77776374,NA,0.34214908,0.62582185,MS,0.00059511,688.4042514891029,0.00990779,10.27374726,0.04134302,62.08090635626192,0.00005496,0.99355337,NA,0.04326086,271.5453702063215,NA,1,NA,2.93598976,0.93723957,0.00339487,140.2053333204316,NA,0.02614233,0.10896942,0.60678017,0.14724408,0.06276066,NA,63.65496083,0.83779124,16.46233520,0.00018937,1.72757865,NA,0.00000000,NA,NA,78.00000000,0.02576779,NA,0.0018187131666444257,13.15555275,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005695,NA,NA,NA,NA,54.53347029246752,NA,NA,NA,NA,NA,NA,1,NA,4.06783302,NA,NA,215.2015638075987,NA,NA,NA,NA,NA,NA,NA,154.10496725,NA,NA,NA,NA,NA,NA,NA,NA,79.00000000,NA,NA,0.004402999064313598,NA,NA
0.03785930,NA,26.09806034,roots,NA,60.65121038,NA,0.30744621,0.60377479,MS,0.00059652,689.3435317145068,0.00890288,10.29366500,0.04024709,62.863021348449145,0.00004551,0.89278105,NA,0.04171230,271.89267297948277,NA,1,NA,2.97493711,0.89968746,0.00281628,140.9798660238537,NA,0.02193208,0.10506876,0.56342536,0.14221981,0.06037706,NA,64.04878056,0.80544195,16.51018544,0.00018949,1.60098017,NA,0.00000000,NA,NA,79.00000000,0.02137803,NA,0.0018299651589297904,12.13024208,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005652,NA,NA,NA,NA,54.09080832804353,NA,NA,NA,NA,NA,NA,1,NA,4.03744684,NA,NA,212.50655799414915,NA,NA,NA,NA,NA,NA,NA,152.27440644,NA,NA,NA,NA,NA,NA,NA,NA,80.00000000,NA,NA,0.004350697326919849,NA,NA
0.03788188,NA,26.15320474,roots,NA,56.74380470,NA,0.27856174,0.58646794,MS,0.00059797,690.3882219421431,0.00806646,10.31354995,0.03940114,63.6873554821273,0.00003590,0.80890457,NA,0.04048634,272.2554837743377,NA,1,NA,3.01574606,0.86933673,0.00222618,141.76768933648356,NA,0.01754056,0.10198071,0.53107171,0.13824678,0.05847560,NA,64.44512152,0.77961098,16.55906084,0.00018961,1.50452135,NA,0.00000000,NA,NA,80.00000000,0.01690173,NA,0.0018412891861739476,11.34876094,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005604,NA,NA,NA,NA,53.59895609091618,NA,NA,NA,NA,NA,NA,1,NA,4.00307329,NA,NA,209.8201905377124,NA,NA,NA,NA,NA,NA,NA,150.43736589,NA,NA,NA,NA,NA,NA,NA,NA,81.00000000,NA,NA,0.004298210453971483,NA,NA
0.03790217,NA,26.20787149,roots,NA,53.08483697,NA,0.25027800,0.57022406,MS,0.00059940,691.4608999579254,0.00724743,10.33303736,0.03860267,64.49305680774887,0.00003269,0.72677254,NA,0.03933363,272.62386861520014,NA,1,NA,3.05553384,0.84072002,0.00203061,142.5787754673099,NA,0.01618013,0.09907714,0.50025027,0.13451206,0.05668510,NA,64.84854703,0.75533499,16.60609606,0.00018971,1.41256457,NA,0.00000000,NA,NA,81.00000000,0.01542000,NA,0.0018528156294101777,10.61696739,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005557,NA,NA,NA,NA,53.11446938802961,NA,NA,NA,NA,NA,NA,1,NA,3.96898462,NA,NA,207.23783704746214,NA,NA,NA,NA,NA,NA,NA,148.66435563,NA,NA,NA,NA,NA,NA,NA,NA,82.00000000,NA,NA,0.004247553018100302,NA,NA
0.03792056,NA,26.26427621,roots,NA,48.98234458,NA,0.22676745,0.55727570,MS,0.00060084,692.6130755318949,0.00656663,10.35249065,0.03798049,65.31509616826696,0.00002562,0.65850116,NA,0.03840490,273.004682574106,NA,1,NA,3.09598134,0.81737579,0.00159466,143.33789827729188,NA,0.01285041,0.09673777,0.46499777,0.13152216,0.05524400,NA,65.22544176,0.73577523,16.65311018,0.00018980,1.30771207,NA,0.00000000,NA,NA,82.00000000,0.01211272,NA,0.0018635840503559923,9.79646892,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005506,NA,NA,NA,NA,52.604810617643295,NA,NA,NA,NA,NA,NA,1,NA,3.93280515,NA,NA,204.7464372939461,NA,NA,NA,NA,NA,NA,NA,146.94829623,NA,NA,NA,NA,NA,NA,NA,NA,83.00000000,NA,NA,0.004198522749414153,NA,NA
0.03793747,NA,26.32076796,roots,NA,46.05083408,NA,0.20857738,0.54785541,MS,0.00060227,693.7933992794356,0.00603989,10.37176719,0.03754566,66.12356705057205,0.00002295,0.60567971,NA,0.03771899,273.3910966223535,NA,1,NA,3.13570125,0.79949120,0.00143082,144.07261808194764,NA,0.01165632,0.09501005,0.44032271,0.12932739,0.05416562,NA,65.58901173,0.72109117,16.69886998,0.00018988,1.23246722,NA,0.00000000,NA,NA,83.00000000,0.01087133,NA,0.0018739717635764814,9.21016682,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005453,NA,NA,NA,NA,52.07958496890775,NA,NA,NA,NA,NA,NA,1,NA,3.89534928,NA,NA,202.32384302634557,NA,NA,NA,NA,NA,NA,NA,145.27710916,NA,NA,NA,NA,NA,NA,NA,NA,84.00000000,NA,NA,0.004150774547513953,NA,NA
0.03795374,NA,26.37963674,roots,NA,43.30986347,NA,0.20068490,0.54441910,MS,0.00060375,695.0470186797382,0.00581134,10.39129968,0.03744155,66.95566275206261,0.00001696,0.58276106,NA,0.03744123,273.7885260603129,NA,1,NA,3.17652262,0.79084959,0.00105939,144.6988340703443,NA,0.00872638,0.09431040,0.41751094,0.12848609,0.05370757,NA,65.90235038,0.71468667,16.74550269,0.00018997,1.16127755,NA,0.00000000,NA,NA,84.00000000,0.00805209,NA,0.001882924296682098,8.66197269,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005403,NA,NA,NA,NA,51.5744683671311,NA,NA,NA,NA,NA,NA,1,NA,3.85933941,NA,NA,199.99631916864655,NA,NA,NA,NA,NA,NA,NA,143.67177276,NA,NA,NA,NA,NA,NA,NA,NA,85.00000000,NA,NA,0.00410490779301252,NA,NA
0.03796984,NA,26.43870258,roots,NA,40.06713016,NA,0.19854819,0.54393159,MS,0.00060520,696.3079304947695,0.00574946,10.41086875,0.03749977,67.74711142785372,0.00001628,0.57655633,NA,0.03736383,274.18782935692724,NA,1,NA,3.21543395,0.78733942,0.00101915,145.1292202873599,NA,0.00848179,0.09411544,0.38965739,0.12834849,0.05358463,NA,66.12640396,0.71274844,16.79016348,0.00019005,1.07629113,NA,0.00000000,NA,NA,85.00000000,0.00774900,NA,0.0018893258274331553,8.01342603,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005352,NA,NA,NA,NA,51.05991022572487,NA,NA,NA,NA,NA,NA,1,NA,3.82255249,NA,NA,197.73468738800767,NA,NA,NA,NA,NA,NA,NA,142.11093766,NA,NA,NA,NA,NA,NA,NA,NA,86.00000000,NA,NA,0.004060312504574937,NA,NA
0.03798564,NA,26.49849803,roots,NA,37.93042015,NA,0.19477231,0.54233713,MS,0.00060666,697.5926031587348,0.00564012,10.43052167,0.03749870,68.52932355929448,0.00001415,0.56559172,NA,0.03720765,274.5912149288654,NA,1,NA,3.25391234,0.78265102,0.00088746,145.4529427760721,NA,0.00746011,0.09372204,0.37230627,0.12798379,0.05337572,NA,66.30146879,0.70967445,16.83428200,0.00019013,1.02026645,NA,0.00000000,NA,NA,86.00000000,0.00675022,NA,0.001894327679663538,7.58608403,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005301,NA,NA,NA,NA,50.55415232516204,NA,NA,NA,NA,NA,NA,1,NA,3.78635762,NA,NA,195.55341002088903,NA,NA,NA,NA,NA,NA,NA,140.60521364,NA,NA,NA,NA,NA,NA,NA,NA,87.00000000,NA,NA,0.004017291818176404,NA,NA
0.03800114,NA,26.55914374,roots,NA,35.67659732,NA,0.19125117,0.54065904,MS,0.00060812,698.9038333362975,0.00553816,10.45027482,0.03749458,69.30451929704533,0.00001172,0.55536681,NA,0.03704256,274.9989683887275,NA,1,NA,3.29206359,0.77829235,0.00073609,145.65986780937195,NA,0.00624835,0.09330619,0.35364200,0.12762319,0.05318310,NA,66.42289565,0.70682486,16.87797141,0.00019020,0.96073504,NA,0.00000000,NA,NA,87.00000000,0.00560104,NA,0.0018977970184339197,7.13531946,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005255,NA,NA,NA,NA,50.095660588870324,NA,NA,NA,NA,NA,NA,1,NA,3.75363672,NA,NA,193.4881051681747,NA,NA,NA,NA,NA,NA,NA,139.18025737,NA,NA,NA,NA,NA,NA,NA,NA,88.00000000,NA,NA,0.003976578781924592,NA,NA
0.03801634,NA,26.62078822,roots,NA,32.94939639,NA,0.18741560,0.53849710,MS,0.00060959,700.2459942237617,0.00542709,10.47014027,0.03746573,70.07254037868088,0.00000881,0.54422885,NA,0.03684031,275.411596370299,NA,1,NA,3.32987670,0.77378117,0.00055473,145.72146366850257,NA,0.00475391,0.09279675,0.33008863,0.12718289,0.05297259,NA,66.47755656,0.70374565,16.92121161,0.00019028,0.88863224,NA,0.00000000,NA,NA,88.00000000,0.00422280,NA,0.0018993587587304121,6.58987928,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005212,NA,NA,NA,NA,49.66016209310121,NA,NA,NA,NA,NA,NA,1,NA,3.72256724,NA,NA,191.5167823173303,NA,NA,NA,NA,NA,NA,NA,137.82007702,NA,NA,NA,NA,NA,NA,NA,NA,89.00000000,NA,NA,0.003937716486410167,NA,NA
0.03803114,NA,26.68309464,roots,NA,30.84575239,NA,0.18251004,0.53557707,MS,0.00061106,701.6118252334853,0.00528504,10.49005845,0.03739571,70.8374353954389,0.00000639,0.52998379,NA,0.03658347,275.8281658492028,NA,1,NA,3.36753516,0.76852225,0.00040271,145.68934584565997,NA,0.00348355,0.09214981,0.31245621,0.12659055,0.05270603,NA,66.48877566,0.69993189,16.96415511,0.00019035,0.83315428,NA,0.00000000,NA,NA,89.00000000,0.00306693,NA,0.0018996793044962588,6.16915048,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005164,NA,NA,NA,NA,49.19047151998726,NA,NA,NA,NA,NA,NA,1,NA,3.68886355,NA,NA,189.57449509636567,NA,NA,NA,NA,NA,NA,NA,136.47803044,NA,NA,NA,NA,NA,NA,NA,NA,90.00000000,NA,NA,0.003899372298217477,NA,NA
0.03804553,NA,26.74471023,roots,NA,29.90227688,NA,0.17749577,0.53262936,MS,0.00061251,702.9659478540053,0.00513984,10.50985002,0.03732130,71.58293251357726,0.00000675,0.51542306,NA,0.03632529,276.24403540617084,NA,1,NA,3.40426303,0.76329767,0.00042656,145.64183547730383,NA,0.00372304,0.09149947,0.30618673,0.12599388,0.05243918,NA,66.49224532,0.69612473,17.00602281,0.00019042,0.80822839,NA,0.00000000,NA,NA,90.00000000,0.00324990,NA,0.0018997784376539504,5.98045538,NA
