Cont_WSC_DM,mstruct,S_Fructan,S_Sucrose,nitrates,SLN,is_growing,organ,Tr,Nitrates_import,Regul_S_Fructan,PARa,starch,Ts,Conc_Starch,axis,Photosynthesis,Conc_Nitrates,Cont_Fructan_DM,N_tot,Conc_Proteins,cytokinins,element,R_residual,Conc_Amino_Acids,R_phloem_loading,Conc_cytokinins,S_Proteins,plant,Transpiration,sum_dry_mass,SLN_nonstruct,amino_acids,Amino_Acids_import,Ag,Conc_Fructan,Surfacic_NS,D_Proteins,S_Starch,sum_respi,Loading_Sucrose,R_Nnit_red,metamer,green_area,length,sucrose,cytokinins_import,Conc_TriosesP,S_Amino_Acids,fructan,Total_Organic_Nitrogen,N_content,Photosynthetic_efficiency,Nstruct,D_Fructan,senesced_mstruct,NS,triosesP,D_Starch,N_content_total_DM,t,D_cytokinins,nb_replications,Conc_Sucrose,SLA,Loading_Amino_Acids,proteins
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001098,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,23.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00005491,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,23.00000000,NA,NA,NA,NA,NA,0.00000000
5.82320025,0.00410677,0.00012427,142.23966454,0.00003641,1.34672528,False,blade,0.04939733,0.00535309,0.00000024,15.67785386,0.07617452,7.84442697,3.09142194,MS,0.64148217,0.00886542,0.01504647,0.00026306,0.42539426,0.25450770,LeafElement1,0.07752224,93.43175958,0.00001442,61.97274934,1.92773243,1,0.00000965,0.00626853,1.24177622,0.47962820,0.00423043,0.91223510,1.33972960,11.06708962,4.25209825,9.63405263,0.08283739,0.58501485,0.00530074,1,0.00019533,0.08200000,12.66669220,0.00066636,0.00597269,1.30377052,0.03301175,18.78994236,4.19651055,0.05818622,0.00002050,0.03301175,0.00000000,34.48599283,0.00007359,9.98197221,4.19651055,24.00000000,1.25065883,1.00000000,257.02880791,31.16085078,0.02115720,16.84602844
7.11554219,0.00171000,0.00021550,107.41575387,0.00005494,0.14569420,False,sheath,0.04119352,0.00613862,0.00000043,6.33222988,0.02314879,7.73590996,2.25621735,MS,0.21642202,0.03213019,0.09634215,0.00003913,0.11985386,0.04218138,StemElement,0.01131649,97.42120221,0.00000207,24.66747510,1.98308305,1,0.00001106,0.00208490,0.11386321,0.20823782,0.00485121,0.22381179,6.85207863,1.39572536,3.54250122,7.22896859,0.01739830,0.20133276,0.00607974,1,0.00026861,0.02850000,5.09882189,0.00076414,0.00448064,3.59131754,0.07030233,2.79525662,1.87703744,0.03534486,0.00000855,0.07030233,0.00000000,17.98169533,0.00002299,7.28515853,1.87703744,24.00000000,0.49780905,1.00000000,248.48059892,128.83405171,0.01456517,1.97630451
5.54901398,0.00483764,0.00013605,143.15167055,0.00004254,1.50221120,False,blade,0.04704466,0.00629184,0.00000026,14.65699653,0.09041244,7.82794104,3.11489278,MS,0.76031818,0.00879257,0.01898540,0.00036214,0.50541379,0.35130762,LeafElement1,0.10665925,92.84224392,0.00001942,72.61958439,1.91942544,1,0.00001134,0.00777216,1.40182514,0.56142204,0.00497230,0.87609439,1.77928028,12.17290318,3.78103880,9.69745470,0.11290903,0.66891815,0.00623037,2,0.00024107,0.09200000,14.95250006,0.00078322,0.00601203,1.30090227,0.05164514,25.86689004,4.65941527,0.05977312,0.00002420,0.05164514,0.00000000,37.75674897,0.00008725,10.05775782,4.65941527,24.00000000,1.46552033,1.00000000,257.57205975,31.01704531,0.02281167,23.57689657
12.21955048,0.00228000,1.27325037,0.00000000,0.00000000,0.26980876,False,sheath,0.00000000,0.00000000,0.00262945,NA,0.00000000,6.43300000,0.00000000,MS,0.00000000,0.00000000,6.24571382,0.00006691,0.16906779,0.05370710,HiddenElement,0.01731512,87.05527240,0.00000019,23.55574694,1.83606856,1,0.00000000,0.00306584,0.22384102,0.24810753,0.00000000,0.00000000,489.90614359,3.16869179,4.76766882,0.00000000,0.01731531,0.01375346,0.00000000,2,0.00024800,0.02850000,6.41018032,0.00000000,0.00000000,0.00000000,6.70191604,4.77946946,2.18252320,NA,0.00001140,3.23467515,0.00000000,25.63201933,0.00000000,0.00000000,2.18252320,24.00000000,0.47537350,1.00000000,234.29021626,80.89148774,0.00939908,3.71707622
6.51304232,0.00004000,0.00631146,43.17875159,0.00000178,0.24845663,False,sheath,0.03139640,0.00008208,0.00001301,3.26853413,0.00021305,7.68775219,0.88768792,MS,0.00211471,0.04450372,0.12044163,0.00000117,0.16939384,0.00112058,StemElement,0.00033085,80.10372136,0.00000000,28.01440802,1.73138303,1,0.00000015,0.00005048,0.20601531,0.00400519,0.00006487,0.12465422,8.86632346,2.22369773,4.44191025,2.87208126,0.00041184,0.00150937,0.00008099,2,0.00000471,0.00050000,0.11272860,0.00001022,0.00177944,2.04513718,0.00212792,0.08362853,2.31943171,0.03813765,0.00000020,0.00212792,0.00000000,20.75901560,0.00000021,2.86627848,2.31943171,24.00000000,0.56535279,1.00000000,234.85124961,93.35358542,0.00031862,0.06533763
5.05014931,0.00435549,0.00031859,126.26071392,0.00003731,NA,True,blade,0.04462096,0.00490094,0.00000066,13.53158014,0.07130169,7.81874248,2.72841993,MS,0.60333635,0.00856603,0.16514359,0.00035396,0.55556374,0.36006743,LeafElement1,0.10055463,71.73069623,0.00001161,82.66971787,1.59817999,1,0.00000883,0.00717826,NA,0.39052824,0.00387310,0.84652987,15.87670865,14.25806558,3.27572725,8.52665619,0.10541968,0.44425995,0.00485344,3,0.00019798,0.06759149,12.20160880,0.00061008,0.00528561,1.12558193,0.41490542,25.28268936,4.93097285,0.06255957,0.00002182,0.41490542,0.00000000,39.32384519,0.00006906,8.80986562,4.93097285,24.00000000,1.66833993,1.00000000,233.45246617,NA,0.02217423,23.33334553
12.72442376,0.00000203,NA,NA,0.00000000,NA,True,blade,0.00000000,NA,NA,NA,0.00000000,6.43300000,0.00000000,MS,NA,0.00000000,0.00000000,0.00000029,1.01958437,0.00040534,LeafElement1,NA,73.77094815,NA,200.00000000,NA,1,NA,0.00000471,NA,0.00018689,NA,0.00000000,0.00000000,24.23262215,NA,NA,NA,NA,NA,4,0.00000011,0.00025571,0.02098511,NA,NA,NA,0.00000000,NA,6.19077772,NA,0.00000001,NA,0.00000000,56.98903788,NA,NA,6.19077772,24.00000000,NA,NA,862.87078443,NA,NA,0.01992568
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001103,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,24.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00005516,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,24.00000000,NA,NA,NA,NA,NA,0.00000000
5.99985462,0.00410677,0.00004840,279.82979464,0.00001651,1.34575718,False,blade,0.07001739,0.00454060,0.00000009,31.35570773,0.10535645,8.24067904,4.27572448,MS,1.24406326,0.00401974,0.01496037,0.00026287,0.42514314,0.24989935,LeafElement1,0.08045616,92.74161226,0.00001997,60.85061215,1.95039770,1,0.00001368,0.00627883,1.24080812,0.47608536,0.00363595,1.76914998,1.33425059,11.11977504,4.42413152,19.42949679,0.08497131,0.81042796,0.00449519,1,0.00019533,0.08200000,13.04668868,0.00056470,0.01185582,1.10563713,0.03287675,18.77645498,4.18662060,0.05642194,0.00002050,0.03287675,0.00000000,34.59337236,0.00014607,14.03917007,4.18662060,25.00000000,1.24875342,1.00000000,264.73958521,31.10977716,0.02183515,16.83608391
7.25219933,0.00171000,0.00008736,206.73749226,0.00002225,0.14537192,False,sheath,0.05197011,0.00463448,0.00000017,12.66445976,0.03198971,8.06978890,3.11790503,MS,0.39312463,0.01300937,0.09606805,0.00003905,0.11968789,0.04189522,StemElement,0.01164526,95.82403721,0.00000282,24.50012842,1.99422428,1,0.00001396,0.00208728,0.11354093,0.20482388,0.00371113,0.40654794,6.84039040,1.40459368,3.60761370,14.16203207,0.01623620,0.27464052,0.00458812,1,0.00026861,0.02850000,5.19582541,0.00057637,0.00863746,2.71021520,0.07018241,2.78910599,1.87074796,0.03210148,0.00000855,0.07018241,0.00000000,18.07529773,0.00004431,10.23751629,1.87074796,25.00000000,0.50278244,1.00000000,253.20786620,128.68702139,0.01430979,1.97356783
5.72475475,0.00483764,0.00005191,282.70446587,0.00001866,1.50139690,False,blade,0.06471611,0.00517948,0.00000010,29.31399307,0.12528063,8.20659025,4.31617333,MS,1.47982847,0.00385695,0.01886250,0.00036194,0.50521126,0.34481264,LeafElement1,0.11062865,92.08985837,0.00002709,71.27699222,1.94101246,1,0.00001560,0.00778510,1.40101084,0.55687232,0.00414754,1.70516694,1.77070667,12.22660956,3.94820849,19.63958979,0.11578342,0.93330004,0.00512768,2,0.00024107,0.09200000,15.42170841,0.00064415,0.01198425,1.07066132,0.05139628,25.85289231,4.64914495,0.05816904,0.00002420,0.05139628,0.00000000,37.86026215,0.00017393,14.17198227,4.64914495,25.00000000,1.46271968,1.00000000,265.65465199,30.96546265,0.02348029,23.56744856
12.19283006,0.00228000,7.35903153,0.00000000,0.00000000,0.26926602,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.62600000,0.00000000,MS,0.00000000,0.00000000,6.24908381,0.00006678,0.16875631,0.05261674,HiddenElement,0.01747648,86.08477610,0.00000000,23.07751883,1.85252724,1,0.00000000,0.00306377,0.22329828,0.24534161,0.00000000,0.00000000,489.83977814,3.16035135,4.87625932,0.00000000,0.01747648,-0.00238613,0.00000000,2,0.00024800,0.02850000,6.37358905,0.00000000,0.00000000,0.00000000,6.70100816,4.76985529,2.17960345,NA,0.00001140,3.30753831,0.00000000,25.58181157,0.00000000,0.00000000,2.17960345,25.00000000,0.47358818,1.00000000,232.95281604,80.94609970,0.00962579,3.71022796
6.54227054,0.00004000,0.00115836,92.45789731,0.00000054,0.24782327,False,sheath,0.03351346,0.00005243,0.00000234,6.53706826,0.00031365,7.95740690,1.30686176,MS,0.00412054,0.01344973,0.12045733,0.00000117,0.16910482,0.00110428,StemElement,0.00033681,78.09437292,0.00000000,27.60693262,1.72886282,1,0.00000016,0.00005047,0.20538195,0.00390472,0.00004199,0.24289043,8.86610688,2.22203990,4.54232694,6.20357313,0.00038872,0.00267348,0.00005191,2,0.00000471,0.00050000,0.11312607,0.00000652,0.00378082,1.31084387,0.00212787,0.08341658,2.31387714,0.03715587,0.00000020,0.00212787,0.00000000,20.74675002,0.00000045,4.29102824,2.31387714,25.00000000,0.56653911,1.00000000,235.67932157,93.36803547,0.00029072,0.06522615
5.05697008,0.00437150,0.00003486,250.32981678,0.00001588,NA,True,blade,0.05991719,0.00395267,0.00000007,27.06316029,0.09929006,8.19129191,3.78550867,MS,1.18300668,0.00363350,0.16417712,0.00035501,0.55532153,0.35637954,LeafElement1,0.10345985,70.29643597,0.00002458,81.52343754,1.60112774,1,0.00001191,0.00720318,NA,0.38412590,0.00316516,1.65377758,15.78060571,14.25074276,3.40324488,17.28641956,0.10739758,0.93726745,0.00391314,3,0.00019870,0.06777871,12.23572396,0.00049158,0.01054605,0.90419081,0.41390931,25.35753105,4.92845471,0.06110807,0.00002190,0.41390931,0.00000000,39.31158834,0.00013831,12.42956611,4.92845471,25.00000000,1.67299339,1.00000000,233.24811882,NA,0.02142078,23.40887375
12.72311349,0.00000312,NA,NA,0.00000000,NA,True,blade,0.00000000,NA,NA,NA,0.00000000,6.62600000,0.00000000,MS,NA,0.00000000,0.00000000,0.00000045,1.01650656,0.00062333,LeafElement1,NA,73.04586692,NA,200.00000000,NA,1,NA,0.00000723,NA,0.00028458,NA,0.00000000,0.00000000,24.16551846,NA,NA,NA,NA,NA,4,0.00000017,0.00038534,0.03221718,NA,NA,NA,0.00000000,NA,6.18211677,NA,0.00000002,NA,0.00000000,56.92105457,NA,NA,6.18211677,25.00000000,NA,NA,861.42036770,NA,NA,0.03054971
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001108,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,25.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00005541,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,25.00000000,NA,NA,NA,NA,NA,0.00000000
6.18915883,0.00410677,0.00002328,343.58538357,0.00001869,1.34492230,False,blade,0.09768223,0.00618794,0.00000004,39.19463466,0.13482143,8.70755072,5.47151408,MS,1.53050639,0.00455042,0.01487216,0.00026271,0.42487187,0.24541814,LeafElement1,0.08392646,92.56470111,0.00002594,59.75943611,2.01405786,1,0.00001908,0.00629021,1.23997324,0.47517719,0.00501619,2.17649330,1.32878830,11.17804723,4.67770385,24.09120288,0.09007846,1.05255343,0.00612606,1,0.00019533,0.08200000,13.45796961,0.00076905,0.01422220,1.50676738,0.03274215,18.76480429,4.17645209,0.05553039,0.00002050,0.03274215,0.00000000,34.71172921,0.00017522,18.57610747,4.17645209,26.00000000,1.26804219,1.00000000,273.08517723,31.05348233,0.02327315,16.82534138
7.38365213,0.00171000,0.00004836,244.80860095,0.00002521,0.14517887,False,sheath,0.07053687,0.00614451,0.00000009,15.83057470,0.04003362,8.49428227,3.90191220,MS,0.46785796,0.01474346,0.09578714,0.00003900,0.11951460,0.04177134,StemElement,0.01204305,95.42668760,0.00000348,24.42768349,2.05621532,1,0.00001895,0.00208983,0.11334788,0.20397454,0.00498098,0.48383305,6.82871333,1.41407846,3.72992344,16.86285345,0.01812960,0.33950005,0.00608306,1,0.00026861,0.02850000,5.29050444,0.00076365,0.00994859,3.59328055,0.07006260,2.78539915,1.86598610,0.03056320,0.00000855,0.07006260,0.00000000,18.17517046,0.00005104,13.24721812,1.86598610,26.00000000,0.51833376,1.00000000,257.82185356,128.53014169,0.01499472,1.97071032
5.91428365,0.00483764,0.00002445,347.72846394,0.00002107,1.50071270,False,blade,0.09020675,0.00705239,0.00000004,36.64249133,0.16061121,8.66716278,5.53338362,MS,1.82363886,0.00435628,0.01873693,0.00036178,0.50498969,0.33844693,LeafElement1,0.11542837,91.85043012,0.00003544,69.96112070,2.00340763,1,0.00002175,0.00779949,1.40032664,0.55542449,0.00571694,2.10133050,1.76216848,12.28627642,4.19043954,24.40005731,0.12244568,1.22099853,0.00698187,2,0.00024107,0.09200000,15.93275573,0.00087648,0.01440493,1.45781596,0.05114845,25.84110855,4.63845624,0.05734682,0.00002420,0.05114845,0.00000000,37.97486055,0.00020906,18.78615815,4.63845624,26.00000000,1.48451288,1.00000000,274.45796307,30.90835600,0.02498151,23.55711263
12.18259083,0.00228000,7.59241296,0.00000000,0.00000000,0.26870690,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.77300000,0.00000000,MS,0.00000000,0.00000000,6.25624912,0.00006664,0.16842958,0.05151316,HiddenElement,0.01759733,85.12996911,0.00000000,22.59349290,1.90058840,1,0.00000000,0.00306224,0.22273916,0.24262041,0.00000000,0.00000000,490.15704203,3.15419471,5.07067163,0.00000000,0.01759733,-0.02348603,0.00000000,2,0.00024800,0.02850000,6.35175883,0.00000000,0.00000000,0.00000000,6.70534833,4.75995081,2.17616206,NA,0.00001140,3.43130137,0.00000000,25.54470632,0.00000000,0.00000000,2.17616206,26.00000000,0.47941386,1.00000000,232.15492784,80.98645979,0.00992112,3.70304468
6.57764966,0.00004000,0.00065231,113.55838874,0.00000058,0.24730142,False,sheath,0.04536352,0.00006933,0.00000127,8.17133533,0.00040976,8.36204733,1.70731439,MS,0.00507823,0.01458559,0.12045447,0.00000117,0.16880074,0.00108963,StemElement,0.00034611,76.92616900,0.00000000,27.24082033,1.76831069,1,0.00000021,0.00005047,0.20486010,0.00384631,0.00005620,0.29934269,8.86582784,2.22195775,4.71918404,7.64318193,0.00041475,0.00327707,0.00006863,2,0.00000471,0.00050000,0.11365394,0.00000862,0.00450558,1.73313364,0.00212780,0.08324088,2.30902246,0.03663327,0.00000020,0.00212780,0.00000000,20.74614213,0.00000054,5.79643131,2.30902246,26.00000000,0.57802603,1.00000000,236.77903274,93.36875162,0.00029985,0.06510886
5.07978453,0.00438785,0.00001905,308.49540771,0.00001788,NA,True,blade,0.08323060,0.00538352,0.00000004,33.82895036,0.12786136,8.64920169,4.85664974,MS,1.46581508,0.00407445,0.16314340,0.00035607,0.55506013,0.35276705,LeafElement1,0.10722151,68.85155498,0.00003065,80.39642504,1.63023295,1,0.00001660,0.00722978,NA,0.37763744,0.00436410,2.04149390,15.68051553,14.24905674,3.59428096,21.49386339,0.11258185,1.16422467,0.00532970,3,0.00019945,0.06796995,12.31299292,0.00066907,0.01268595,1.22691933,0.41282203,25.43335754,4.92500561,0.06034754,0.00002199,0.41282203,0.00000000,39.30876559,0.00016699,16.48860738,4.92500561,26.00000000,1.70594077,1.00000000,233.84662437,NA,0.02483941,23.48535045
12.72449019,0.00000428,NA,NA,0.00000000,NA,True,blade,0.00000000,NA,NA,NA,0.00000000,6.77300000,0.00000000,MS,NA,0.00000000,0.00000000,0.00000061,1.01329954,0.00085553,LeafElement1,NA,72.29100445,NA,200.00000000,NA,1,NA,0.00000991,NA,0.00038655,NA,0.00000000,0.00000000,24.09693334,NA,NA,NA,NA,NA,4,0.00000023,0.00051821,0.04415180,NA,NA,NA,0.00000000,NA,6.17286906,NA,0.00000002,NA,0.00000000,56.85134795,NA,NA,6.17286906,26.00000000,NA,NA,860.12180271,NA,NA,0.04179755
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001114,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,26.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00005568,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,26.00000000,NA,NA,NA,NA,NA,0.00000000
6.10823230,0.00410677,0.00003141,208.87221398,0.00003958,1.34425634,False,blade,0.05742308,0.00835042,0.00000006,23.51678080,0.12117921,8.64666676,4.91786592,MS,0.94420391,0.00963871,0.01482647,0.00026258,0.42458805,0.24125348,LeafElement1,0.08314488,92.94012214,0.00002347,58.74533915,2.03655006,1,0.00001122,0.00628376,1.23930728,0.47710440,0.00684098,1.34272780,1.32334792,11.14503258,4.81574738,14.29146741,0.09144639,0.95262522,0.00827803,1,0.00019533,0.08200000,13.27993783,0.00103744,0.00835953,2.03606479,0.03260810,18.75549161,4.17866809,0.05709658,0.00002050,0.03260810,0.00000000,34.64472569,0.00010299,16.83627928,4.17866809,27.00000000,1.25696409,1.00000000,269.47260854,31.08535164,0.02517018,16.81410149
7.29940721,0.00171000,0.00007194,153.60718714,0.00005716,0.14518743,False,sheath,0.04481190,0.00896099,0.00000013,9.49834482,0.03626385,8.50855010,3.53448807,MS,0.31021449,0.03342429,0.09570983,0.00003900,0.11934150,0.04198831,StemElement,0.01198870,96.82386939,0.00000305,24.55456462,2.09389221,1,0.00001204,0.00208795,0.11335644,0.20696102,0.00734117,0.32080682,6.81705651,1.40707077,3.74913680,10.40905042,0.02089595,0.29748626,0.00890419,1,0.00026861,0.02850000,5.22800437,0.00111330,0.00608651,5.25972778,0.06994300,2.78553145,1.86777843,0.03377502,0.00000855,0.06994300,0.00000000,18.10140445,0.00003122,12.10029496,1.86777843,27.00000000,0.52538987,1.00000000,254.77604146,128.64601307,0.01685271,1.96785614
5.83941575,0.00483764,0.00003231,210.68409958,0.00004527,1.50020264,False,blade,0.05364103,0.00962689,0.00000006,21.98549480,0.14423970,8.62113152,4.96935185,MS,1.12093357,0.00935755,0.01866373,0.00036165,0.50475531,0.33247166,LeafElement1,0.11451288,92.20204321,0.00003230,68.72596044,2.02548022,1,0.00001293,0.00779232,1.39981659,0.55755071,0.00788670,1.29162191,1.75367086,12.25653462,4.33089392,14.42003083,0.12408858,1.11296242,0.00954340,2,0.00024107,0.09200000,15.73051754,0.00119603,0.00843482,1.99266410,0.05090180,25.83230155,4.64114620,0.05874882,0.00002420,0.05090180,0.00000000,37.91779023,0.00012241,17.01254101,4.64114620,27.00000000,1.47051775,1.00000000,270.97420407,30.93679527,0.02704370,23.54617941
12.18260435,0.00228000,7.64522559,0.00000000,0.00000000,0.26813682,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.93100000,0.00000000,MS,0.00000000,0.00000000,6.26693977,0.00006650,0.16809561,0.05042378,HiddenElement,0.01773958,84.16297960,0.00000000,22.11569318,1.90118471,1,0.00000000,0.00306105,0.22216908,0.23986449,0.00000000,0.00000000,490.80348544,3.14938797,5.14096327,0.00000000,0.01773958,-0.02744759,0.00000000,2,0.00024800,0.02850000,6.33784709,0.00000000,0.00000000,0.00000000,6.71419168,4.74985223,2.17239085,NA,0.00001140,3.46737104,0.00000000,25.51571103,0.00000000,0.00000000,2.17239085,27.00000000,0.47320575,1.00000000,231.64645797,81.01799853,0.01008728,3.69570203
6.53970643,0.00004000,0.00293546,64.76168016,0.00000154,0.24690733,False,sheath,0.03069200,0.00010767,0.00000570,4.90280120,0.00036429,8.42751097,1.51786685,MS,0.00312108,0.03858634,0.12053606,0.00000116,0.16849121,0.00107981,StemElement,0.00034616,76.64175853,0.00000000,26.99527829,1.77835489,1,0.00000014,0.00005044,0.20446601,0.00383209,0.00008821,0.18397634,8.86563635,2.21447684,4.77146533,4.32170398,0.00045089,0.00198763,0.00010474,2,0.00000471,0.00050000,0.11294898,0.00001338,0.00252569,2.64485680,0.00212775,0.08310727,2.30695430,0.03752474,0.00000020,0.00212775,0.00000000,20.69074593,0.00000030,5.19640646,2.30695430,27.00000000,0.57761340,1.00000000,235.31036649,93.43401373,0.00034047,0.06498947
5.06884943,0.00440466,0.00009468,186.18778448,0.00003942,NA,True,blade,0.05012118,0.00747063,0.00000018,20.29737022,0.11509413,8.60914018,4.35501825,MS,0.90078374,0.00894853,0.16227438,0.00035716,0.55478395,0.34951517,LeafElement1,0.10719734,67.47215124,0.00001814,79.35130719,1.61926040,1,0.00001003,0.00725454,NA,0.37148947,0.00612022,1.24976621,15.59065913,14.23434372,3.69662681,12.68878020,0.11462722,0.68653830,0.00741173,3,0.00020021,0.06816662,12.34293417,0.00092814,0.00742102,1.69970149,0.41202889,25.51145839,4.92327770,0.06157281,0.00002207,0.41202889,0.00000000,39.28412179,0.00009806,14.90937423,4.92327770,27.00000000,1.69786650,1.00000000,233.52061492,NA,0.02870946,23.56359554
3.82285471,0.00000552,7.68247887,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.93100000,0.00000000,MS,0.00000000,0.00000000,0.01035361,0.00000079,1.01004352,0.00108111,LeafElement1,0.00021022,67.42987483,0.00000000,195.77046609,1.61850163,1,0.00000000,0.00001159,NA,0.00046546,0.00000000,0.00000000,1.26773016,20.10002886,0.95053576,0.00000000,0.00021022,-0.00036074,0.00000000,4,0.00000030,0.00065534,0.01546748,0.00000000,0.00000000,0.00000000,0.00004201,0.05622375,6.79056941,NA,0.00000003,0.00004201,0.00000000,52.35888303,0.00000000,0.00000000,6.79056941,27.00000000,4.18886756,1.50000000,233.40751777,NA,0.00000380,0.05378602
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001119,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,27.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00005595,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,27.00000000,NA,NA,NA,NA,NA,0.00000000
5.85190832,0.00410677,0.00008678,70.13298163,0.00006424,1.34304492,False,blade,0.03250846,0.00479920,0.00000015,7.83431892,0.08229209,8.85808019,3.33969378,MS,0.32318364,0.01564332,0.01481053,0.00026234,0.42428266,0.23656848,LeafElement1,0.08307682,91.99864641,0.00001677,57.60454049,2.09090268,1,0.00000635,0.00626479,1.23809586,0.47227137,0.00399331,0.45959104,1.31793426,11.04791221,5.09674042,4.68261072,0.08784480,0.68044598,0.00475121,1,0.00019533,0.08200000,12.71650637,0.00059586,0.00264703,1.16860849,0.03247470,18.73856485,4.18754465,0.05866382,0.00002050,0.03247470,0.00000000,34.44681926,0.00003261,11.82057479,4.18754465,28.00000000,1.27429119,1.00000000,258.03962246,31.17948316,0.02569959,16.80200777
