Cont_WSC_DM,mstruct,S_Fructan,internode_L,Unloading_Sucrose,Respi_growth,AA_consumption_mstruct,Cont_Fructan_DM,axis,Conc_Proteins,leaf_pseudostem_length,sucrose_consumption_mstruct,ratio_DZ,Conc_Amino_Acids,RER,leaf_L,S_Proteins,plant,sum_dry_mass,amino_acids,Conc_Fructan,D_Proteins,delta_leaf_L,metamer,sucrose,N_content,fructan,Nstruct,D_Fructan,Unloading_Amino_Acids,leaf_is_emerged,t,nb_replications,Conc_Sucrose,Cont_Proteins_DM,proteins
5.42677945,0.00000022,50.94359959,0.00000000,0.00004835,0.00000624,0.00000019,3.36407769,MS,2.23535638,0.02900000,0.00001871,1.00000000,54.45043455,0.00000060,0.00008482,75.72368940,1,0.00000076,0.00001514,672.79569223,5.52722356,0.00000018,9,0.00055068,8.97586846,0.00089812,0.00000000,0.00089812,0.00001565,False,73.00000000,3.00000000,206.26409085,58.29122777,0.00479569
5.38301262,0.00000015,50.94363387,0.00000000,0.00003317,0.00000358,0.00000011,3.35688588,MS,2.29541830,0.02900000,0.00001073,1.00000000,54.45112983,0.00000055,0.00005963,75.72444941,1,0.00000053,0.00001031,683.47719584,5.67573486,0.00000012,10,0.00037480,9.04856364,0.00062097,0.00000000,0.00062097,0.00001063,False,73.00000000,3.00000000,206.26429834,58.79603021,0.00335170
9.93586469,0.00217669,0.00000141,0.00005000,-2.61541499,0.15764456,0.00471613,5.57698288,MS,0.49952694,0.02895000,0.47293369,0.00000000,54.64733412,0.00000037,0.10505160,24.97588479,1,0.00364122,0.14868811,544.20849050,1.24578521,0.00013876,3,5.55507091,4.38597724,7.10745018,0.00001083,2.73056046,-0.01230389,True,74.00000000,1.00000000,212.67238432,26.69724998,10.48484244
12.87301581,0.00083028,52.40007063,0.00001374,0.15115214,0.08789406,0.00262946,9.30248609,MS,0.77019777,0.02893631,0.26368219,0.22195928,54.59377281,0.00000089,0.03559719,36.40466743,1,0.00169365,0.05665993,1106.92376011,1.92081930,0.00011384,4,2.11653520,5.38917880,5.51431883,0.00000415,2.73352521,0.02906558,True,74.00000000,1.50000000,212.43268438,33.75648286,6.16638876
6.32124614,0.00002602,52.40270675,0.00006871,0.00480912,0.00337469,0.00010096,3.38835440,MS,1.31947224,0.02886785,0.01012406,1.00000000,54.60848071,0.00000195,0.00353080,76.54993690,1,0.00006463,0.00177648,490.88201132,3.29067137,0.00002476,5,0.06634755,7.41201739,0.07665097,0.00000013,0.07665097,0.00191939,False,74.00000000,2.00000000,212.44882042,47.49912236,0.33112753
5.64245439,0.00000411,52.40319368,0.00000000,0.00085397,0.00016010,0.00000479,3.42352046,MS,2.09038061,0.02900000,0.00048030,1.00000000,54.62225529,0.00000071,0.00090312,76.56510380,1,0.00001350,0.00028078,655.56984930,5.21326286,0.00000231,6,0.01048396,8.77772577,0.01617535,0.00000002,0.01617535,0.00029544,False,74.00000000,2.50000000,212.45180104,56.93154108,0.08289240
5.60417016,0.00000139,52.40341958,0.00000000,0.00029007,0.00005054,0.00000151,3.41161357,MS,2.12893598,0.02900000,0.00015163,1.00000000,54.62692099,0.00000068,0.00038468,76.57024074,1,0.00000461,0.00009485,661.15343893,5.30941726,0.00000094,7,0.00354138,8.83079950,0.00551038,0.00000001,0.00551038,0.00009967,False,74.00000000,3.00000000,212.45318385,57.29197441,0.02851649
5.56253604,0.00000060,52.40354587,0.00000000,0.00012573,0.00001905,0.00000057,3.40708824,MS,2.18434478,0.02900000,0.00005716,1.00000000,54.62954951,0.00000062,0.00019494,76.57313465,1,0.00000202,0.00004080,671.64640009,5.44760293,0.00000043,8,0.00152311,8.90198138,0.00240755,0.00000000,0.00240755,0.00004279,False,74.00000000,3.00000000,212.45395696,57.78797748,0.01258377
5.51498657,0.00000022,52.40365615,0.00000000,0.00004729,0.00000638,0.00000019,3.39367821,MS,2.23734902,0.02900000,0.00001913,1.00000000,54.63180841,0.00000061,0.00008501,76.57562157,1,0.00000077,0.00001523,679.77166418,5.57979179,0.00000019,9,0.00056857,8.96985009,0.00090961,0.00000000,0.00090961,0.00001594,False,74.00000000,3.00000000,212.45463198,58.25255206,0.00481149
5.46969063,0.00000015,52.40368908,0.00000000,0.00003244,0.00000366,0.00000011,3.38638258,MS,2.29811542,0.02900000,0.00001097,1.00000000,54.63251455,0.00000056,0.00005975,76.57639899,1,0.00000053,0.00001036,690.68359425,5.73133893,0.00000012,10,0.00038683,9.04333785,0.00062879,0.00000000,0.00062879,0.00001082,False,74.00000000,3.00000000,212.45483356,58.76277995,0.00336243
10.00928486,0.00217816,0.00000176,0.00005000,-2.43076402,0.15789342,0.00472358,5.53843812,MS,0.49891667,0.02895000,0.47368027,0.00000000,54.89925980,0.00000037,0.10519065,24.63986041,1,0.00364525,0.14947442,540.68081047,1.22309886,0.00013906,3,5.70407290,4.37942408,7.06614578,0.00001084,2.61827919,-0.00945042,True,75.00000000,1.00000000,218.22948856,26.65311550,10.47910360
12.96366388,0.00083487,52.39580776,0.00001379,0.14436823,0.08854401,0.00264890,9.29649455,MS,0.76687322,0.02893626,0.26563204,0.22124900,54.84814020,0.00000089,0.03571164,35.88014712,1,0.00170164,0.05723868,1105.31205147,1.87999683,0.00011445,4,2.18406501,5.37175926,5.53673599,0.00000417,2.62087491,0.02887705,True,75.00000000,1.50000000,218.00510045,33.63810321,6.17372048
6.43215171,0.00002631,52.39823762,0.00006897,0.00463276,0.00341533,0.00010217,3.41705075,MS,1.31260683,0.02886754,0.01024600,1.00000000,54.86272974,0.00000195,0.00355577,75.52278263,1,0.00006523,0.00180437,494.17059178,3.21786786,0.00002497,5,0.06883605,7.38784435,0.07801274,0.00000013,0.07801274,0.00191688,False,75.00000000,2.00000000,218.02050049,47.33504627,0.33302570
5.72827552,0.00000413,52.39868724,0.00000000,0.00082137,0.00016096,0.00000482,3.45357872,MS,2.09083453,0.02900000,0.00048289,1.00000000,54.87649899,0.00000071,0.00090544,75.53765607,1,0.00001356,0.00028301,662.03179527,5.12570033,0.00000232,6,0.01079418,8.77036525,0.01638835,0.00000002,0.01638835,0.00029277,False,75.00000000,2.50000000,218.02335022,56.88317016,0.08318224
5.68905976,0.00000139,52.39889764,0.00000000,0.00027901,0.00005081,0.00000152,3.44160574,MS,2.12970958,0.02900000,0.00015242,1.00000000,54.88113749,0.00000068,0.00038562,75.54266617,1,0.00000463,0.00009558,667.73779903,5.22100287,0.00000094,7,0.00364538,8.82386183,0.00558230,0.00000001,0.00558230,0.00009875,False,75.00000000,3.00000000,218.02468372,57.24652851,0.02861425
5.64600981,0.00000060,52.39901524,0.00000000,0.00012094,0.00001914,0.00000057,3.43699382,MS,2.18575931,0.02900000,0.00005743,1.00000000,54.88375113,0.00000062,0.00019537,75.54548912,1,0.00000203,0.00004110,678.44873474,5.35840931,0.00000044,8,0.00156724,8.89585606,0.00243846,0.00000000,0.00243846,0.00004237,False,75.00000000,3.00000000,218.02542910,57.74809558,0.01262572
5.59722658,0.00000022,52.39911797,0.00000000,0.00004549,0.00000641,0.00000019,3.42346415,MS,2.23922755,0.02900000,0.00001922,1.00000000,54.88599655,0.00000061,0.00008520,75.54791432,1,0.00000077,0.00001534,686.73969191,5.48948720,0.00000019,9,0.00058489,8.96426915,0.00092114,0.00000000,0.00092114,0.00001578,False,75.00000000,3.00000000,218.02608020,58.21641787,0.00482711
5.55048449,0.00000015,52.39914860,0.00000000,0.00003121,0.00000367,0.00000011,3.41606085,MS,2.30069956,0.02900000,0.00001102,1.00000000,54.88669894,0.00000056,0.00005987,75.54867293,1,0.00000053,0.00001043,697.88490492,5.64018640,0.00000012,10,0.00039778,9.03854831,0.00063663,0.00000000,0.00063663,0.00001071,False,75.00000000,3.00000000,218.02627436,58.73207141,0.00337303
10.03280512,0.00217958,0.00001153,0.00005000,-1.29228852,0.15251270,0.00456261,5.50489127,MS,0.49836289,0.02895000,0.45753810,0.00000000,55.24342795,0.00000035,0.10532504,24.13070069,1,0.00364734,0.15050950,537.36461258,1.19064637,0.00013439,3,5.78020174,4.37565345,7.02738240,0.00001085,2.52083621,-0.00854045,True,76.00000000,1.00000000,220.99806824,26.62557462,10.47429251
13.01532391,0.00083930,51.50132415,0.00001384,0.10615393,0.08602386,0.00257351,9.29561212,MS,0.76372819,0.02893621,0.25807157,0.22056106,55.19329574,0.00000086,0.03582260,35.10512099,1,0.00170870,0.05790477,1103.93086253,1.82463466,0.00011095,4,2.22455124,5.35741129,5.55918485,0.00000420,2.52220866,0.02854533,True,76.00000000,1.50000000,220.87327844,33.53887987,6.18105408
6.50714712,0.00002659,51.50302116,0.00006922,0.00356851,0.00333309,0.00009971,3.44642176,MS,1.30614540,0.02886724,0.00999926,1.00000000,55.20777850,0.00000188,0.00358006,73.96339190,1,0.00006579,0.00183498,497.43819814,3.12053189,0.00002428,5,0.07048032,7.36739077,0.07936188,0.00000013,0.07936188,0.00190164,False,76.00000000,2.00000000,220.88441461,47.19483063,0.33490284
5.78680595,0.00000414,51.50333896,0.00000000,0.00065000,0.00015612,0.00000467,3.48408906,MS,2.09135633,0.02900000,0.00046835,1.00000000,55.22148761,0.00000069,0.00090769,73.97778448,1,0.00001361,0.00028569,668.41759052,4.99649130,0.00000225,6,0.01097059,8.76564407,0.01659888,0.00000002,0.01659888,0.00028829,False,76.00000000,2.50000000,220.88650015,56.85164389,0.08346672
5.74695798,0.00000140,51.50350016,0.00000000,0.00022108,0.00004926,0.00000147,3.47202500,MS,2.13053967,0.02900000,0.00014779,1.00000000,55.22608227,0.00000066,0.00038653,73.98260786,1,0.00000465,0.00009647,674.24151092,5.09010482,0.00000091,7,0.00370419,8.81953245,0.00565337,0.00000001,0.00565337,0.00009722,False,76.00000000,3.00000000,220.88755801,57.21772649,0.02871018
5.70293176,0.00000060,51.50359012,0.00000000,0.00009600,0.00001855,0.00000056,3.46730664,MS,2.18720785,0.02900000,0.00005566,1.00000000,55.22867164,0.00000060,0.00019580,73.98532605,1,0.00000203,0.00004146,685.16580669,5.22549162,0.00000042,8,0.00159194,8.89228487,0.00246900,0.00000000,0.00246900,0.00004170,False,76.00000000,3.00000000,220.88814834,57.72450800,0.01266687
5.65331980,0.00000022,51.50366897,0.00000000,0.00003617,0.00000621,0.00000019,3.45364019,MS,2.24112320,0.02900000,0.00001862,1.00000000,55.23089555,0.00000059,0.00008538,73.98766056,1,0.00000077,0.00001547,693.61917130,5.35430163,0.00000018,9,0.00059395,8.96119877,0.00093253,0.00000000,0.00093253,0.00001553,False,76.00000000,3.00000000,220.88866576,58.19629662,0.00484244
5.60557861,0.00000015,51.50369225,0.00000000,0.00002486,0.00000356,0.00000011,3.44610438,MS,2.30327665,0.02900000,0.00001067,1.00000000,55.23159163,0.00000054,0.00005999,73.98839124,1,0.00000053,0.00001052,704.99190319,5.50279338,0.00000012,10,0.00040379,9.03621455,0.00064438,0.00000000,0.00064438,0.00001054,False,76.00000000,3.00000000,220.88881854,58.71702177,0.00338343
10.05846381,0.00218090,47.92696688,0.00005000,0.05021269,0.14205747,0.00424982,5.55291650,MS,0.49786107,0.02895000,0.42617240,0.00000000,55.18687122,0.00000033,0.10545026,22.50319105,1,0.00364936,0.15044663,542.02390657,1.11011520,0.00012522,3,5.75483358,4.37177851,7.09261455,0.00001085,2.36407829,0.01653163,True,77.00000000,1.00000000,219.89474808,26.60017433,10.47009363
13.01001794,0.00084343,47.92631354,0.00001389,0.05514165,0.08059311,0.00241104,9.30055807,MS,0.76083056,0.02893616,0.24177932,0.21991847,55.16003484,0.00000080,0.03592629,32.71837479,1,0.00171419,0.05815474,1102.64100725,1.69647643,0.00010369,4,2.22555130,5.34725635,5.58002239,0.00000422,2.36412572,0.02616490,True,77.00000000,1.50000000,219.89016852,33.46851434,6.18791351
6.52976271,0.00002685,47.92709610,0.00006945,0.00211144,0.00313558,0.00009380,3.47564754,MS,1.30022080,0.02886694,0.00940674,1.00000000,55.17313447,0.00000175,0.00360282,68.99632251,1,0.00006629,0.00185194,500.49179378,2.89919209,0.00002276,5,0.07085790,7.35211219,0.08063779,0.00000013,0.08063779,0.00177564,False,77.00000000,2.00000000,219.89565382,47.09008709,0.33667685
5.80541688,0.00000415,47.92724785,0.00000000,0.00041671,0.00014607,0.00000437,3.51384133,MS,2.09186137,0.02900000,0.00043821,1.00000000,55.18616109,0.00000064,0.00090979,69.00908993,1,0.00001366,0.00028635,674.36762001,4.66436772,0.00000211,6,0.01095372,8.76455185,0.01679614,0.00000002,0.01679614,0.00026722,False,77.00000000,2.50000000,219.89671757,56.84495839,0.08373369
5.76539938,0.00000140,47.92734565,0.00000000,0.00014221,0.00004608,0.00000138,3.50167529,MS,2.13133174,0.02900000,0.00013825,1.00000000,55.19050255,0.00000061,0.00038738,69.01334470,1,0.00000467,0.00009667,680.30314164,4.75237753,0.00000085,7,0.00369777,8.81878514,0.00571995,0.00000001,0.00571995,0.00009009,False,77.00000000,3.00000000,219.89740309,57.21344037,0.02880019
5.72106487,0.00000060,47.92740001,0.00000000,0.00006204,0.00001735,0.00000052,3.49684065,MS,2.18857594,0.02900000,0.00005205,1.00000000,55.19294963,0.00000056,0.00019619,69.01574287,1,0.00000204,0.00004154,691.42985302,4.88001887,0.00000040,8,0.00158864,8.89221260,0.00249760,0.00000000,0.00249760,0.00003863,False,77.00000000,3.00000000,219.89778409,57.72486844,0.01270546
5.67121660,0.00000022,47.92744805,0.00000000,0.00002348,0.00000580,0.00000017,3.48301522,MS,2.24290723,0.02900000,0.00001741,1.00000000,55.19505066,0.00000055,0.00008555,69.01780186,1,0.00000077,0.00001549,700.03474846,5.00116510,0.00000017,9,0.00059257,8.96156506,0.00094320,0.00000000,0.00094320,0.00001438,False,77.00000000,3.00000000,219.89812089,58.19969384,0.00485680
5.62315811,0.00000015,47.92746189,0.00000000,0.00001622,0.00000332,0.00000010,3.47533523,MS,2.30569588,0.02900000,0.00000997,1.00000000,55.19570874,0.00000051,0.00006009,69.01844677,1,0.00000054,0.00001053,711.62294686,5.14116928,0.00000011,10,0.00040272,9.03723341,0.00065163,0.00000000,0.00065163,0.00000975,False,77.00000000,3.00000000,219.89821787,58.72491511,0.00339317
10.00052887,0.00218209,0.03291271,0.00005000,-0.08730221,0.12726763,0.00380737,5.53434319,MS,0.49752830,0.02895000,0.38180289,0.00000000,54.88885371,0.00000030,0.10556244,21.27168666,1,0.00364810,0.14971557,539.72997935,1.05312425,0.00011218,3,5.70257859,4.37267604,7.06643862,0.00001086,2.26520463,0.02248108,True,78.00000000,1.00000000,217.77961955,26.60608326,10.46878589
12.98746945,0.00084714,45.20750851,0.00001393,0.04333282,0.07262966,0.00217281,9.30778997,MS,0.75840913,0.02893611,0.21788899,0.21934107,54.86925551,0.00000072,0.03601945,30.90558441,1,0.00171888,0.05810240,1101.67794765,1.60533391,0.00009316,4,2.21372842,5.33973079,5.59965054,0.00000424,2.26535111,0.02450154,True,78.00000000,1.50000000,217.76499878,33.41712514,6.19532797
6.53469757,0.00002709,45.20808267,0.00006966,0.00176005,0.00283546,0.00008483,3.50377545,MS,1.29530981,0.02886666,0.00850637,1.00000000,54.88141957,0.00000157,0.00362332,65.22623965,1,0.00006673,0.00185845,503.48665058,2.74179817,0.00002050,5,0.07079337,7.34040646,0.08183782,0.00000014,0.08183782,0.00168450,False,78.00000000,2.00000000,217.76921001,47.01057623,0.33837186
5.81114421,0.00000416,45.20819582,0.00000000,0.00035758,0.00013136,0.00000393,3.54241566,MS,2.09264588,0.02900000,0.00039409,1.00000000,54.89393449,0.00000058,0.00091169,65.23791032,1,0.00001370,0.00028559,680.05667493,4.42952923,0.00000189,6,0.01087654,8.76497168,0.01698274,0.00000002,0.01698274,0.00025182,False,78.00000000,2.50000000,217.77003994,56.84912290,0.08398714
5.77111552,0.00000140,45.20827690,0.00000000,0.00012217,0.00004143,0.00000124,3.53013764,MS,2.13237282,0.02900000,0.00012430,1.00000000,54.89808426,0.00000055,0.00038815,65.24177989,1,0.00000468,0.00009640,686.09362152,4.51361973,0.00000077,7,0.00367108,8.81949618,0.00578292,0.00000001,0.00578292,0.00008488,False,78.00000000,3.00000000,217.77063463,57.21962543,0.02888562
5.72669773,0.00000060,45.20832189,0.00000000,0.00005338,0.00001559,0.00000047,3.52516355,MS,2.19013232,0.02900000,0.00004678,1.00000000,54.90042367,0.00000050,0.00019655,65.24396129,1,0.00000205,0.00004140,697.40299839,4.63587997,0.00000036,8,0.00157669,8.89350328,0.00252464,0.00000000,0.00252464,0.00003638,False,78.00000000,3.00000000,217.77096463,57.73503446,0.01274208
5.67680412,0.00000022,45.20836180,0.00000000,0.00002023,0.00000521,0.00000016,3.51115481,MS,2.24483509,0.02900000,0.00001564,1.00000000,54.90243165,0.00000049,0.00008570,65.24583361,1,0.00000078,0.00001544,706.14258112,4.75166999,0.00000015,9,0.00058798,8.96322623,0.00095328,0.00000000,0.00095328,0.00001354,False,78.00000000,3.00000000,217.77125730,58.21241736,0.00487043
5.62865367,0.00000015,45.20837318,0.00000000,0.00001400,0.00000299,0.00000009,3.50330585,MS,2.30819233,0.02900000,0.00000896,1.00000000,54.90306100,0.00000045,0.00006019,65.24642043,1,0.00000054,0.00001049,717.92448020,4.88577905,0.00000010,10,0.00039948,9.03945381,0.00065847,0.00000000,0.00065847,0.00000918,False,78.00000000,3.00000000,217.77134077,58.74148233,0.00340241
9.93338826,0.00218315,0.02030864,0.00005000,-0.09969493,0.11347289,0.00339468,5.51576757,MS,0.49729335,0.02895000,0.34041867,0.00000000,54.51663324,0.00000026,0.10566245,19.56131614,1,0.00364646,0.14877248,537.41625147,0.97317532,0.00010001,3,5.63803899,4.37447360,7.03956150,0.00001087,2.11829760,0.01977413,True,79.00000000,1.00000000,215.21040621,26.61836817,10.46892156
12.95761132,0.00085045,41.47010068,0.00001397,0.03508493,0.06511378,0.00194796,9.31573473,MS,0.75634196,0.02893607,0.19534135,0.21882480,54.49754757,0.00000064,0.03610270,28.39986950,1,0.00172294,0.05793433,1100.91942010,1.48011898,0.00008325,4,2.19615979,5.33387479,5.61766482,0.00000425,2.11843668,0.02250319,True,79.00000000,1.50000000,215.19572970,33.37746810,6.20258847
6.53095386,0.00002730,41.47052945,0.00006985,0.00149438,0.00254893,0.00007625,3.53019821,MS,1.29115000,0.02886641,0.00764678,1.00000000,54.50884155,0.00000140,0.00364168,59.98129873,1,0.00006713,0.00186038,506.33612133,2.52670846,0.00001837,5,0.07050924,7.33103817,0.08294963,0.00000014,0.08294963,0.00155848,False,79.00000000,2.00000000,215.19910383,46.94728649,0.33994351
5.81020369,0.00000417,41.47061473,0.00000000,0.00031058,0.00011745,0.00000351,3.56882578,MS,2.09351853,0.02900000,0.00035236,1.00000000,54.52066339,0.00000051,0.00091338,59.99152085,1,0.00001373,0.00028432,685.30211092,4.09689887,0.00000169,6,0.01077357,8.76611029,0.01715418,0.00000002,0.01715418,0.00023162,False,79.00000000,2.50000000,215.19977496,56.85827810,0.08422077
5.77024418,0.00000141,41.47068168,0.00000000,0.00010621,0.00003704,0.00000111,3.55643814,MS,2.13347378,0.02900000,0.00011111,1.00000000,54.52456593,0.00000049,0.00038884,59.99489509,1,0.00000469,0.00009596,691.43054608,4.17508905,0.00000069,7,0.00363576,8.82088434,0.00584078,0.00000001,0.00584078,0.00007806,False,79.00000000,3.00000000,215.20030175,57.23051069,0.02896436
5.72586261,0.00000060,41.47071878,0.00000000,0.00004647,0.00001393,0.00000042,3.55132196,MS,2.19169206,0.02900000,0.00004180,1.00000000,54.52676627,0.00000045,0.00019687,59.99679753,1,0.00000205,0.00004120,702.90393843,4.28901898,0.00000032,8,0.00156109,8.89539371,0.00254948,0.00000000,0.00254948,0.00003345,False,79.00000000,3.00000000,215.20059371,57.74936584,0.01277582
5.67604242,0.00000023,41.47075176,0.00000000,0.00001763,0.00000466,0.00000014,3.53714875,MS,2.24672513,0.02900000,0.00001398,1.00000000,54.52865439,0.00000044,0.00008584,59.99842998,1,0.00000078,0.00001536,711.76743184,4.39671563,0.00000014,9,0.00058204,8.96543217,0.00096254,0.00000000,0.00096254,0.00001245,False,79.00000000,3.00000000,215.20085331,58.22892471,0.00488299
5.62794116,0.00000015,41.47076110,0.00000000,0.00001221,0.00000267,0.00000008,3.52915004,MS,2.31058891,0.02900000,0.00000800,1.00000000,54.52924651,0.00000040,0.00006028,59.99894192,1,0.00000054,0.00001043,723.72743799,4.52169347,0.00000009,10,0.00039534,9.04214155,0.00066477,0.00000000,0.00066477,0.00000844,False,79.00000000,3.00000000,215.20092679,58.76129847,0.00341092
9.86423358,0.00218410,0.01914585,0.00005000,-0.10084636,0.10203087,0.00305238,5.49824053,MS,0.49723346,0.02895000,0.30609260,0.00000000,54.07429361,0.00000024,0.10575237,19.09900453,1,0.00364497,0.14762985,535.25581994,0.95616792,0.00008991,3,5.56987259,4.37722585,7.01432615,0.00001087,2.10692790,0.01929967,True,80.00000000,1.00000000,212.51554697,26.63767380,10.47223512
12.92769436,0.00085343,40.41236124,0.00001400,0.03198122,0.05884440,0.00176040,9.32671935,MS,0.75470341,0.02893603,0.17653321,0.21835937,54.05569136,0.00000058,0.03617771,27.71042084,1,0.00172673,0.05766614,1100.77924672,1.45127641,0.00007501,4,2.17626674,5.32952908,5.63664813,0.00000427,2.10706454,0.02193445,True,80.00000000,1.50000000,212.50122447,33.34867659,6.21085639
6.52475053,0.00002750,40.41274166,0.00007002,0.00140432,0.00230864,0.00006907,3.55710515,MS,1.28790022,0.02886618,0.00692591,1.00000000,54.06662278,0.00000126,0.00365827,58.56374006,1,0.00006751,0.00185836,509.42740687,2.47660097,0.00001658,5,0.07011942,7.32390595,0.08404715,0.00000014,0.08404715,0.00152960,False,80.00000000,2.00000000,212.50424501,46.89971776,0.34148952
5.80734952,0.00000418,40.41281825,0.00000000,0.00029486,0.00010585,0.00000317,3.59481063,MS,2.09474963,0.02900000,0.00031754,1.00000000,54.07825750,0.00000046,0.00091491,58.57366021,1,0.00001377,0.00028261,690.53222795,4.02815287,0.00000153,6,0.01066127,8.76787128,0.01732183,0.00000002,0.01732183,0.00022612,False,80.00000000,2.50000000,212.50485317,56.87190836,0.08444939
5.76749961,0.00000141,40.41288140,0.00000000,0.00010088,0.00003337,0.00000100,3.58231227,MS,2.13490933,0.02900000,0.00010012,1.00000000,54.08208259,0.00000044,0.00038946,58.57692140,1,0.00000470,0.00009537,696.74624794,4.10537901,0.00000062,7,0.00359736,8.82285125,0.00589737,0.00000001,0.00589737,0.00007619,False,80.00000000,3.00000000,212.50535462,57.24556586,0.02904140
5.72319325,0.00000061,40.41291638,0.00000000,0.00004416,0.00001255,0.00000038,3.57702424,MS,2.19353890,0.02900000,0.00003765,1.00000000,54.08423955,0.00000040,0.00019715,58.57876034,1,0.00000206,0.00004094,708.36713720,4.21812226,0.00000029,8,0.00154422,8.89778837,0.00257376,0.00000000,0.00257376,0.00003264,False,80.00000000,3.00000000,212.50563234,57.76734850,0.01280882
5.67346600,0.00000023,40.41294752,0.00000000,0.00001676,0.00000420,0.00000013,3.56265277,MS,2.24886758,0.02900000,0.00001259,1.00000000,54.08608999,0.00000040,0.00008596,58.58033793,1,0.00000078,0.00001526,717.33931824,4.32451797,0.00000012,9,0.00057565,8.96808996,0.00097159,0.00000000,0.00097159,0.00001214,False,80.00000000,3.00000000,212.50587962,58.24871641,0.00489527
5.62544614,0.00000015,40.41295630,0.00000000,0.00001162,0.00000240,0.00000007,3.55446870,MS,2.31318565,0.02900000,0.00000720,1.00000000,54.08667060,0.00000036,0.00006036,58.58083293,1,0.00000054,0.00001036,729.45820722,4.44820007,0.00000008,10,0.00039090,9.04520932,0.00067091,0.00000000,0.00067091,0.00000823,False,80.00000000,3.00000000,212.50594934,58.78389847,0.00341924
9.79679152,0.00218496,0.02170928,0.00005000,-0.09619171,0.09097780,0.00272171,5.48293721,MS,0.49735525,0.02895000,0.27293340,0.00000000,53.58244451,0.00000021,0.10583252,18.79652036,1,0.00364381,0.14634411,533.38753131,0.94805611,0.00008016,3,5.50160023,4.38080232,6.99257007,0.00001087,2.11426320,0.01925046,True,81.00000000,1.00000000,209.82878491,26.66310552,10.47888691
12.89894201,0.00085610,39.72291760,0.00001403,0.03060547,0.05271317,0.00157698,9.33974292,MS,0.75349577,0.02893600,0.15813950,0.21794335,53.56441387,0.00000051,0.03624471,27.25554259,1,0.00173030,0.05732044,1101.15725213,1.43630992,0.00006700,4,2.15546579,5.32664737,5.65618722,0.00000428,2.11439599,0.02156369,True,81.00000000,1.50000000,209.81508367,33.33036079,6.22027716
6.51781100,0.00002767,39.72327773,0.00007017,0.00136626,0.00207155,0.00006197,3.58439303,MS,1.28556252,0.02886598,0.00621464,1.00000000,53.57507667,0.00000112,0.00367311,57.63641091,1,0.00006786,0.00185308,512.76018927,2.45053293,0.00001484,5,0.06966993,7.31890338,0.08513086,0.00000014,0.08513086,0.00151262,False,81.00000000,2.00000000,209.81794378,46.86710676,0.34302077
5.80404093,0.00000419,39.72335087,0.00000000,0.00028775,0.00009454,0.00000283,3.62048973,MS,2.09636903,0.02900000,0.00028361,1.00000000,53.58658713,0.00000041,0.00091627,57.64617722,1,0.00001380,0.00028057,695.78932780,3.99608829,0.00000136,6,0.01054643,8.77015919,0.01748677,0.00000002,0.01748677,0.00022254,False,81.00000000,2.50000000,209.81852460,56.88934146,0.08467476
5.76430853,0.00000141,39.72341253,0.00000000,0.00009846,0.00002980,0.00000089,3.60786391,MS,2.13671012,0.02900000,0.00008940,1.00000000,53.59035732,0.00000039,0.00039001,57.64937593,1,0.00000471,0.00009467,702.08012287,4.07298628,0.00000055,7,0.00355817,8.82530351,0.00595303,0.00000001,0.00595303,0.00007498,False,81.00000000,3.00000000,209.81901434,57.26413340,0.02911733
5.72009642,0.00000061,39.72344668,0.00000000,0.00004310,0.00001120,0.00000034,3.60237924,MS,2.19570502,0.02900000,0.00003361,1.00000000,53.59248357,0.00000036,0.00019741,57.65117985,1,0.00000206,0.00004063,713.83341251,4.18544205,0.00000026,8,0.00152706,8.90059502,0.00259764,0.00000000,0.00259764,0.00003211,False,81.00000000,3.00000000,209.81928550,57.78833323,0.01284134
5.67047718,0.00000023,39.72347710,0.00000000,0.00001636,0.00000375,0.00000011,3.58779382,MS,2.25129578,0.02900000,0.00001124,1.00000000,53.59430728,0.00000035,0.00008607,57.65272706,1,0.00000078,0.00001514,722.90317143,4.29140889,0.00000011,9,0.00056916,8.97110676,0.00098049,0.00000000,0.00098049,0.00001194,False,81.00000000,3.00000000,209.81952708,58.27114066,0.00490737
5.62256092,0.00000015,39.72348566,0.00000000,0.00001135,0.00000214,0.00000006,3.57940428,MS,2.31601754,0.02900000,0.00000643,1.00000000,53.59487977,0.00000032,0.00006043,57.65321276,1,0.00000054,0.00001028,735.16551694,4.41478120,0.00000007,10,0.00038641,9.04856451,0.00067695,0.00000000,0.00067695,0.00000809,False,81.00000000,3.00000000,209.81959507,58.80863293,0.00342743
9.73328453,0.00218572,0.02594806,0.00005000,-0.08884264,0.08180918,0.00244742,5.46988710,MS,0.49754328,0.02895000,0.24542754,0.00000000,53.09896125,0.00000019,0.10590458,17.70403358,1,0.00364283,0.14507457,531.78794020,0.89970606,0.00007206,3,5.43578726,4.38453720,6.97404901,0.00001088,2.02970963,0.01780235,True,82.00000000,1.00000000,207.24589886,26.68974080,10.48653126
12.87118599,0.00085850,37.37313382,0.00001406,0.02834993,0.04760167,0.00142406,9.35259688,MS,0.75252256,0.02893597,0.14280502,0.21756842,53.08145951,0.00000046,0.03630506,25.65781515,1,0.00173358,0.05696289,1101.67287447,1.36078435,0.00006034,4,2.13490911,5.32455685,5.67470189,0.00000429,2.02983070,0.02032314,True,82.00000000,1.50000000,207.23304044,33.31752243,6.22966082
