C_N_ratio_shoot,Cont_WSC_DM,mstruct,sum_N_g,NS_laminae,C_N_ratio,Cont_WSC_DM_shoot,axis,sum_C_g,mstruct_shoot,NS_shoot,Total_Photosynthesis,N_content_total_DM_shoot,N_content_mstruct_roots,sum_dry_mass,plant,N_content_mstruct,sum_dry_mass_laminae,NS_roots,N_content_roots,sum_NSC_g,shoot_roots_mstruct_ratio,NS_stem,N_content,Tillers_Photosynthesis_An,Cont_WSC_DM_laminae,Cont_WSC_DM_stem,sum_dry_mass_stem,sum_N_g_shoot,mstruct_laminae,sum_dry_mass_roots,senesced_mstruct,N_content_shoot,sum_dry_mass_shoot,NS,shoot_roots_ratio,Cont_WSC_DM_roots,N_content_mstruct_shoot,t,Tillers_Photosynthesis,Total_Transpiration,dry_mass_phloem,C_respired_roots,C_exudated,mstruct_stem,NNI,C_respired_shoot
10.15635520,13.659888375320115,0.05501009,0.00197823,41.26538179,16.43512317,12.21859015671734,MS,0.03251251,0.02003294,40.68538253,0.00000000,4.13988403,1.65830546,0.07717431,1,3.59612895,0.02232963,19.40801457,1.33646129,0.00830808,0.57274353,39.55372303,2.56333173,0.00000000,10.523694264266819,15.52556853500704,0.01144440,0.00139821,0.01311522,0.04340028,0.00000000,4.13988403,0.03377403,28.71969391,0.77819837,14.781504294443822,6.97953424,10.00000000,0.00000000,0.00000337,0.00553771,NA,NA,0.00691772,0.94088274,NA
10.15474568,13.538396276378407,0.05506814,0.00198083,41.21929944,16.40602470,12.195262470104339,MS,0.03249759,0.02004356,40.66611656,0.00000000,4.14055270,1.66201653,0.07714533,1,3.59705804,0.02232168,19.23189250,1.34237929,0.00826761,0.57227114,39.58856494,2.56766394,0.00000000,10.482046208230209,15.532457211326989,0.01145928,0.00139872,0.01312084,0.04336437,0.00000000,4.14055270,0.03378096,28.61766734,0.77900273,14.584701177703682,6.97839491,11.00000000,0.00000000,0.00000331,0.00552107,NA,NA,0.00692272,0.94103470,NA
10.15296591,13.405052639173269,0.05513318,0.00198334,41.16463609,16.37726246,12.150887236471068,MS,0.03248161,0.02006171,40.62584973,0.00000000,4.14133234,1.66527462,0.07711311,1,3.59735413,0.02232332,19.04929984,1.34805146,0.00822301,0.57202374,39.57681637,2.57198262,0.00000000,10.424377381763584,15.512454203554697,0.01146532,0.00139930,0.01313400,0.04332448,0.00000000,4.14133234,0.03378863,28.50349108,0.77989701,14.383172484472873,6.97497533,12.00000000,0.00000000,0.00000697,0.00549006,NA,NA,0.00692771,0.94121189,NA
10.15001411,13.273424175126486,0.05519715,0.00198574,41.10853019,16.34944640,12.100448528341772,MS,0.03246569,0.02007966,40.58263289,0.00000000,4.14257361,1.66807038,0.07708072,1,3.59753451,0.02232413,18.87190057,1.35327380,0.00817895,0.57178512,39.55908745,2.57617764,0.00000000,10.362904551505512,15.482202315617165,0.01147013,0.00139995,0.01314701,0.04328647,0.00000000,4.14257361,0.03379426,28.39046783,0.78071181,14.18918011647101,6.97199121,13.00000000,0.00000000,0.00001414,0.00545495,NA,NA,0.00693265,0.94149400,NA
10.14606421,13.142184546379049,0.05526029,0.00198815,41.05111348,16.32154700,12.044708288088774,MS,0.03244962,0.02009746,40.53646370,0.00000000,4.14419916,1.67077391,0.07704799,1,3.59778417,0.02232425,18.69871458,1.35836067,0.00813509,0.57155407,39.53511597,2.58039967,0.00000000,10.297964790001554,15.443325554130633,0.01147371,0.00140065,0.01315990,0.04325003,0.00000000,4.14419916,0.03379796,28.27808586,0.78145505,13.999812911391926,6.96931164,14.00000000,0.00000000,0.00001414,0.00541636,NA,NA,0.00693756,0.94186344,NA
10.14141221,13.010228156905846,0.05532310,0.00199050,40.99011165,16.29397846,11.983545195147629,MS,0.03243311,0.02011525,40.48686517,0.00000000,4.14611163,1.67327382,0.07701400,1,3.59794823,0.02232299,18.52735825,1.36326039,0.00809094,0.57132875,39.50801540,2.58459026,0.00000000,10.228420442684046,15.397386178758152,0.01147670,0.00140137,0.01317277,0.04321432,0.00000000,4.14611163,0.03379969,28.16488449,0.78214100,13.813238991977473,6.96671691,15.00000000,0.00000000,0.00001476,0.00537377,NA,NA,0.00694248,0.94229810,NA
10.13618870,12.876680151247166,0.05538617,0.00199277,40.92564353,16.26686421,11.917169382070721,MS,0.03241609,0.02013321,40.43361937,0.00000000,4.14825875,1.67552511,0.07697854,1,3.59795209,0.02232060,18.35607592,1.36796445,0.00804617,0.57110693,39.47689332,2.58873190,0.00000000,10.154187268477562,15.345234590899109,0.01147902,0.00140210,0.01318575,0.04317892,0.00000000,4.14825875,0.03379962,28.04985061,0.78278066,13.627766624979131,6.96409402,16.00000000,0.00000000,0.00001898,0.00532769,NA,NA,0.00694746,0.94278608,NA
10.13027759,12.740918287369428,0.05544990,0.00199505,40.85815578,16.23954741,11.845760868597308,MS,0.03239865,0.02015144,40.37699161,0.00000000,4.15067740,1.67768233,0.07694203,1,3.59792541,0.02231740,18.18440669,1.37260575,0.00800069,0.57088739,39.44165333,2.59292125,0.00000000,10.07528142466436,15.287407799477243,0.01148070,0.00140285,0.01319892,0.04314393,0.00000000,4.15067740,0.03379810,27.93287925,0.78338031,13.442166980868734,6.96153635,17.00000000,0.00000000,0.00001939,0.00527855,NA,NA,0.00695252,0.94333577,NA
10.12395010,12.602589803535459,0.05551453,0.00199725,40.78702971,16.21259589,11.76962007098618,MS,0.03238065,0.02017003,40.31676452,0.00000000,4.15327082,1.67960938,0.07690392,1,3.59771213,0.02231325,18.01092282,1.37709623,0.00795426,0.57066952,39.40287725,2.59707545,0.00000000,9.991637236616198,15.224853198320664,0.01148188,0.00140360,0.01321234,0.04310879,0.00000000,4.15327082,0.03379513,27.81313899,0.78394991,13.255596354374365,6.95885668,18.00000000,0.00000000,0.00002393,0.00522633,NA,NA,0.00695769,0.94392519,NA
10.11696022,12.46163974234857,0.05558003,0.00199947,40.71259048,16.18537389,11.688769983549351,MS,0.03236221,0.02018896,40.25339354,0.00000000,4.15612591,1.68143301,0.07686471,1,3.59746605,0.02230827,17.83608662,1.38153116,0.00790700,0.57045365,39.36127927,2.60128815,0.00000000,9.90314276161166,15.157833912169622,0.01148271,0.00140440,0.01322599,0.04307373,0.00000000,4.15612591,0.03379098,27.69109942,0.78449149,13.067949489363665,6.95625435,19.00000000,0.00000000,0.00002461,0.00517135,NA,NA,0.00696297,0.94457407,NA
10.10955583,12.317810477971666,0.05564656,0.00200162,40.63421303,16.15850008,11.603361362278477,MS,0.03234317,0.02020830,40.18658423,0.00000000,4.15915546,1.68299888,0.07682379,1,3.59702310,0.02230229,17.65864577,1.38580407,0.00785868,0.57023959,39.31722009,2.60546839,0.00000000,9.809747454322165,15.086836059919918,0.01148327,0.00140519,0.01323993,0.04303823,0.00000000,4.15915546,0.03378556,27.56598125,0.78501285,12.878662212996197,6.95354948,20.00000000,0.00000000,0.00002972,0.00511354,NA,NA,0.00696837,0.94526260,NA
10.11019761,12.1937737739318,0.05571446,0.00200380,40.59587839,16.13742737,11.552598413754371,MS,0.03233623,0.02022814,40.14737424,1.13165825,4.15948648,1.68526658,0.07680678,1,3.59655912,0.02231195,17.49324939,1.39045870,0.00782187,0.57002664,39.27603611,2.60888870,0.71451579,9.77250725852399,15.010897134425417,0.01148464,0.00140576,0.01325422,0.04301019,0.00000000,4.15948648,0.03379658,27.46153704,0.78578083,12.697597078834983,6.94954721,21.00000000,1.13165825,0.00003019,0.00506492,NA,NA,0.00697393,0.94533784,NA
10.12286029,12.148351111589513,0.05578414,0.00200576,40.66035042,16.13119599,11.631791727706304,MS,0.03235523,0.02024863,40.19010009,3.27666268,4.15434436,1.68648935,0.07685498,1,3.59556557,0.02236103,17.35928471,1.39372686,0.00781021,0.56981419,39.27524697,2.60979208,3.02696268,9.897736294747782,15.00532689297939,0.01149396,0.00140645,0.01326896,0.04299999,0.00000000,4.15434436,0.03385499,27.41636813,0.78732538,12.555051426606944,6.94591425,22.00000000,3.27666268,0.00005137,0.00504156,NA,NA,0.00697968,0.94416917,NA
10.13239643,12.087597820605401,0.05586004,0.00200772,40.68802293,16.12357058,11.667402138666981,MS,0.03237162,0.02027402,40.19772746,3.28055294,4.15052954,1.68779116,0.07689665,1,3.59419781,0.02239719,17.23198999,1.39695116,0.00779320,0.56971890,39.24321633,2.61093329,3.03297877,9.963499210495623,14.98457394786907,0.01150457,0.00140710,0.01328422,0.04299489,0.00000000,4.15052954,0.03390176,27.35699502,0.78850681,12.418924979118202,6.94042110,23.00000000,3.28055294,0.00005110,0.00502231,NA,NA,0.00698981,0.94330217,NA
10.13324092,11.987772827010968,0.05593783,0.00200977,40.64371858,16.10863221,11.622238329141306,MS,0.03237468,0.02030033,40.14900684,2.22367343,4.15029394,1.68943081,0.07690673,1,3.59286785,0.02240690,17.10015333,1.40053555,0.00776204,0.56963382,39.18603582,2.61325915,1.89342018,9.921317388882828,14.933131194030262,0.01151121,0.00140770,0.01329990,0.04298862,0.00000000,4.15029394,0.03391811,27.26536958,0.78900205,12.27618029655013,6.93437772,24.00000000,2.22367343,0.00004104,0.00499638,NA,NA,0.00700042,0.94324862,NA
10.14804444,11.954093730117334,0.05601675,0.00201152,40.69363534,16.10817756,11.691239974818036,MS,0.03240188,0.02032718,40.17501103,4.30414357,4.14435770,1.69057290,0.07697362,1,3.59092150,0.02245275,16.99303853,1.40329319,0.00775451,0.56955535,39.16463873,2.61325575,4.11114005,10.025105177930953,14.937166645526577,0.01152500,0.00140816,0.01331591,0.04299587,0.00000000,4.14435770,0.03397775,27.22604059,0.79025604,12.1618154970505,6.92746923,25.00000000,4.30414357,0.00005530,0.00498768,NA,NA,0.00701128,0.94189948,NA
10.16565483,11.948279981439066,0.05609692,0.00201315,40.76305475,16.11406565,11.787047611033444,MS,0.03243997,0.02035465,40.22012318,5.29289651,4.13728858,1.69107046,0.07706573,1,3.58869231,0.02250666,16.91012683,1.40510830,0.00775732,0.56948370,39.16147942,2.61224528,5.14143239,10.15699571300536,14.965430215723567,0.01154267,0.00140872,0.01333226,0.04301641,0.00000000,4.13728858,0.03404933,27.20899280,0.79154275,12.075902295868824,6.92087170,26.00000000,5.29289651,0.00007659,0.00499518,NA,NA,0.00702239,0.94029286,NA
10.16356109,11.870077608707447,0.05618720,0.00201651,40.72317336,16.09779740,11.741202838691622,MS,0.03246134,0.02039119,40.17951533,3.27925680,4.13820037,1.69266719,0.07711944,1,3.58891070,0.02253385,16.81562071,1.40803470,0.00773898,0.56964997,39.11916587,2.61478632,3.01099928,10.101386948407647,14.939496189008942,0.01155346,0.00141060,0.01335735,0.04303213,0.00000000,4.13820037,0.03408731,27.14261955,0.79213634,11.972163996780898,6.91769783,27.00000000,3.27925680,0.00004636,0.00498822,NA,NA,0.00703384,0.94050008,NA
10.15271013,11.715651966610412,0.05627468,0.00201879,40.57155810,16.07374879,11.57636705741048,MS,0.03244957,0.02042430,40.04352928,1.12698949,4.14277731,1.69467366,0.07709396,1,3.58739071,0.02251233,16.68271467,1.41195609,0.00768871,0.56970922,39.01459470,2.61861344,0.65332696,9.899074418483421,14.84479550054374,0.01155288,0.00141125,0.01337873,0.04302875,0.00000000,4.14277731,0.03406521,27.00506698,0.79168479,11.825921710948819,6.90964171,28.00000000,1.12698949,0.00002776,0.00494683,NA,NA,0.00704557,0.94154030,NA
10.13832974,11.528647601667402,0.05636076,0.00202087,40.38819068,16.04462350,11.381798921387759,MS,0.03242403,0.02045571,39.88566630,0.00000000,4.14873603,1.69651292,0.07703629,1,3.58559047,0.02247577,16.51596376,1.41631746,0.00762530,0.56971681,38.90796630,2.62326500,0.00000000,9.65424010595284,14.742898010658823,0.01155224,0.00141173,0.01339821,0.04300828,0.00000000,4.14873603,0.03402801,26.83868863,0.79119664,11.644833783886138,6.90140899,29.00000000,0.00000000,0.00002444,0.00487826,NA,NA,0.00705750,0.94289455,NA
10.12634924,11.34085832991033,0.05644708,0.00202287,40.22722597,16.01606524,11.205790555893929,MS,0.03239834,0.02048747,39.73990377,0.00000000,4.15373782,1.69818501,0.07697800,1,3.58364917,0.02244822,16.33330265,1.42081531,0.00756163,0.56973569,38.79277498,2.62784858,0.00000000,9.44364444068254,14.630586933155703,0.01155019,0.00141220,0.01341792,0.04297960,0.00000000,4.15373782,0.03399841,26.67115387,0.79103597,11.447701797253682,6.89301558,30.00000000,0.00000000,0.00002462,0.00479822,NA,NA,0.00706955,0.94403132,NA
10.11576923,11.153214050002438,0.05653354,0.00202466,40.08043066,15.98912408,11.041036725715418,MS,0.03237259,0.02051956,39.60147215,0.00000000,4.15817575,1.69928617,0.07691898,1,3.58134831,0.02242646,16.14000136,1.42502136,0.00749783,0.56976652,38.67125591,2.63220235,0.00000000,9.253724798151131,14.512290517065567,0.01154715,0.00141268,0.01343784,0.04294536,0.00000000,4.15817575,0.03397361,26.50247546,0.79108915,11.241956313739712,6.88456473,31.00000000,0.00000000,0.00003917,0.00471315,NA,NA,0.00708172,0.94503994,NA
10.10470622,10.967213465543658,0.05661889,0.00202645,39.94247627,15.96237978,10.881608038982646,MS,0.03234704,0.02055153,39.46883628,0.00000000,4.16276312,1.69991454,0.07686043,1,3.57911424,0.02240799,15.94344093,1.42888967,0.00743473,0.56980954,38.54945546,2.63653864,0.00000000,9.07482536742164,14.388747110852742,0.01154399,0.00141334,0.01345768,0.04290845,0.00000000,4.16276312,0.03395198,26.33544329,0.79126562,11.034950096608418,6.87705781,32.00000000,0.00000000,0.00005001,0.00462614,NA,NA,0.00709384,0.94608253,NA
10.09382800,10.782301855475957,0.05670413,0.00202825,39.81355626,15.93587570,10.727833971463237,MS,0.03232200,0.02058375,39.34060453,0.00000000,4.16724620,1.70033695,0.07680304,1,3.57690645,0.02239324,15.74382681,1.43263885,0.00737218,0.56986552,38.42285461,2.64085073,0.00000000,8.90611256334352,14.262834548690723,0.01154009,0.00141409,0.01347769,0.04286970,0.00000000,4.16724620,0.03393333,26.16942128,0.79154578,10.825415679021932,6.86991053,33.00000000,0.00000000,0.00005811,0.00453996,NA,NA,0.00710606,0.94710141,NA
10.08284012,10.600568380324587,0.05678778,0.00202993,39.68993714,15.91057181,10.577886400478487,MS,0.03229730,0.02061571,39.21601527,0.00000000,4.17175181,1.70026539,0.07674616,1,3.57458421,0.02238024,15.54464283,1.43596521,0.00731068,0.56993433,38.29659921,2.64498835,0.00000000,8.743595850794453,14.136439620190233,0.01153611,0.00141491,0.01349754,0.04282982,0.00000000,4.17175181,0.03391635,26.00570619,0.79188634,10.618529930400468,6.86324174,34.00000000,0.00000000,0.00007222,0.00445502,NA,NA,0.00711817,0.94812541,NA
10.07123181,10.42348370009156,0.05686892,0.00203183,39.57179582,15.88398944,10.432073539800921,MS,0.03227363,0.02064702,39.09645202,0.00000000,4.17646598,1.70052505,0.07669238,1,3.57283709,0.02236867,15.35199519,1.43946053,0.00725130,0.57001502,38.17446683,2.64932942,0.00000000,8.586718831465195,14.011355949013021,0.01153252,0.00141587,0.01351699,0.04279120,0.00000000,4.17646598,0.03390119,25.84802090,0.79224669,10.416678428007534,6.85750850,35.00000000,0.00000000,0.00006265,0.00437190,NA,NA,0.00713004,0.94919681,NA
10.06069078,10.246640408777742,0.05694997,0.00203383,39.45420673,15.85693235,10.288033460777921,MS,0.03225027,0.02067864,38.97627886,0.00000000,4.18078757,1.70138950,0.07663954,1,3.57125398,0.02235766,15.16135077,1.44343587,0.00719229,0.57010984,38.04942098,2.65375811,0.00000000,8.43264320786105,13.886239781741686,0.01152857,0.00141671,0.01353662,0.04275331,0.00000000,4.18078757,0.03388624,25.69114025,0.79259914,10.213832311237537,6.85108592,36.00000000,0.00000000,0.00004401,0.00428955,NA,NA,0.00714202,0.95017899,NA
10.05180871,10.070034570204204,0.05703125,0.00203513,39.33549196,15.83488458,10.145264863625657,MS,0.03222612,0.02071071,38.85389893,0.00000000,4.18450406,1.70098552,0.07658295,1,3.56845495,0.02234674,14.96426825,1.44644548,0.00713237,0.57022019,37.92002774,2.65742500,0.00000000,8.280536045060359,13.761215259403583,0.01152411,0.00141733,0.01355654,0.04271210,0.00000000,4.18450406,0.03387086,25.53009534,0.79300382,10.010376660442134,6.84345197,37.00000000,0.00000000,0.00007829,0.00420768,NA,NA,0.00715417,0.95102365,NA
10.04083221,9.896898145510795,0.05711092,0.00203649,39.22410307,15.81286355,10.004991211725324,MS,0.03220267,0.02074252,38.73771640,0.00000000,4.18896419,1.69972679,0.07652817,1,3.56584295,0.02233830,14.76745735,1.44872036,0.00707387,0.57034442,37.79458936,2.66109312,0.00000000,8.131982551920327,13.636844663465633,0.01152024,0.00141832,0.01357630,0.04266963,0.00000000,4.18896419,0.03385855,25.37267751,0.79350462,9.811125797707,6.83775391,38.00000000,0.00000000,0.00010560,0.00412836,NA,NA,0.00716621,0.95203732,NA
10.02791046,9.731717007458,0.05718645,0.00203852,39.12380102,15.78667290,9.865699793554604,MS,0.03218138,0.02077305,38.62632636,0.00000000,4.19413495,1.69974007,0.07648038,1,3.56468218,0.02233266,14.58976922,1.45175192,0.00701934,0.57047804,37.66143551,2.66540954,0.00000000,7.993654425322659,13.496677584800148,0.01151418,0.00141958,0.01359527,0.04263354,0.00000000,4.19413495,0.03384684,25.22728794,0.79390165,9.625347852439665,6.83376878,39.00000000,0.00000000,0.00007334,0.00405605,NA,NA,0.00717778,0.95321249,NA
10.01777421,9.570693977175184,0.05725961,0.00203991,39.01624817,15.76516941,9.732869779210084,MS,0.03215954,0.02080298,38.51569240,0.00000000,4.19827513,1.69911507,0.07642972,1,3.56256435,0.02232377,14.41121295,1.45425198,0.00696531,0.57062272,37.54493103,2.66900167,0.00000000,7.852849517159455,13.37891920323183,0.01151085,0.00142047,0.01361387,0.04259510,0.00000000,4.19827513,0.03383462,25.08200814,0.79433125,9.441872669835652,6.82820591,40.00000000,0.00000000,0.00008654,0.00398131,NA,NA,0.00718911,0.95415344,NA
10.00717254,9.411549955218675,0.05733215,0.00204149,38.91395618,15.74264282,9.602393002014606,MS,0.03213850,0.02083302,38.40785684,0.00000000,4.20256883,1.69869755,0.07638142,1,3.56081714,0.02231694,14.23527391,1.45688330,0.00691235,0.57078122,37.42633409,2.67276108,0.00000000,7.716071295036629,13.260701801634978,0.01150721,0.00142148,0.01363254,0.04255728,0.00000000,4.20256883,0.03382415,24.93967036,0.79479123,9.25986957604104,6.82322228,41.00000000,0.00000000,0.00008319,0.00390918,NA,NA,0.00720048,0.95512928,NA
9.99736504,9.255436713725434,0.05740342,0.00204339,38.81484979,15.71829695,9.475717010536933,MS,0.03211856,0.02086291,38.30177821,0.00000000,4.20655232,1.69938674,0.07633657,1,3.55969492,0.02231115,14.06705347,1.46033310,0.00686105,0.57095273,37.30665300,2.67681254,0.00000000,7.583457230005515,13.1458392772794,0.01150329,0.00142242,0.01365111,0.04252213,0.00000000,4.20655232,0.03381444,24.80219223,0.79521985,9.0802654487513,6.81794743,42.00000000,0.00000000,0.00005295,0.00383945,NA,NA,0.00721180,0.95603462,NA
9.99009279,9.103272834309903,0.05747313,0.00204477,38.71514020,15.69788103,9.352432540381008,MS,0.03209858,0.02089253,38.19386179,0.00000000,4.20959674,1.69977519,0.07629030,1,3.55778676,0.02230488,13.90162159,1.46347888,0.00681040,0.57113669,37.18267622,2.68025076,0.00000000,7.454906614687491,13.033288706203376,0.01149844,0.00142298,0.01366952,0.04248699,0.00000000,4.20959674,0.03380332,24.66522183,0.79561584,8.905037425672825,6.81096873,43.00000000,0.00000000,0.00005935,0.00377184,NA,NA,0.00722301,0.95672653,NA
9.98252916,8.956958547310535,0.05753995,0.00204621,38.61977681,15.67753579,9.232780915880685,MS,0.03207952,0.02092130,38.09005180,0.00000000,4.21273730,1.70020971,0.07624645,1,3.55615364,0.02229936,13.74374446,1.46653723,0.00676194,0.57132911,37.06231693,2.68367805,0.00000000,7.330543595878927,12.923366740495581,0.01149375,0.00142362,0.01368740,0.04245333,0.00000000,4.21273730,0.03379312,24.53424901,0.79600631,8.737402201516673,6.80462095,44.00000000,0.00000000,0.00005739,0.00370697,NA,NA,0.00723390,0.95744030,NA
10.06554000,9.18810550199508,0.05760254,0.00204444,39.12517932,15.75284057,9.752519729283271,MS,0.03220574,0.02094861,38.44314675,12.84212039,4.18094228,1.69588891,0.07651654,1,3.54921837,0.02251238,13.72544759,1.46312056,0.00686062,0.57152436,37.11019596,2.67189289,12.86328978,8.096365514832577,12.989274375866856,0.01151894,0.00142283,0.01370437,0.04248521,0.00000000,4.18094228,0.03403132,24.71883634,0.80101575,8.736000818551078,6.79200130,45.00000000,12.84212039,0.00030207,0.00376602,NA,NA,0.00724424,0.95021415,NA
10.17458971,9.785626549666535,0.05766330,0.00204176,40.01417000,15.89217680,10.752513761077356,MS,0.03244803,0.02097546,39.13565886,22.22779730,4.13597290,1.68010985,0.07707694,1,3.54083385,0.02287389,13.90721950,1.44645329,0.00707618,0.57172793,37.40165380,2.64899130,22.28322253,9.406328703368905,13.40961347320864,0.01158876,0.00142537,0.01372109,0.04261430,0.00000000,4.13597290,0.03446264,25.18735936,0.80871076,9.003694460063429,6.79539583,46.00000000,22.22779730,0.00063356,0.00399515,NA,NA,0.00725437,0.93999384,NA
