t,plant,axis,organ,C_exudation,Conc_Amino_Acids,Conc_Nitrates,Conc_Sucrose,Conc_cytokinins,Dry_Mass,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,Proteins_N_Mass,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_growth,R_maintenance,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,total_organic_nitrogen
678,1,MS,grains,NA,NA,NA,NA,NA,1.32854181304,NA,NA,NA,NA,NA,NA,0.0230457836426,4.27273213417e-07,NA,NA,26.3745359472,0.0,NA,NA,NA,NA,NA,3.98050048652,NA,289.820909685,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1646.12740304,NA,NA,NA,31506.6461853,7129.604533,NA,NA
678,1,MS,phloem,NA,6.29570598643,NA,9.95764296093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.441808876,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.054579805,NA
678,1,MS,roots,2.30552939309,3.30055536918,6.48045272446e-05,25.7183332755,5.96570460831e-10,NA,0.000778527148653,4.35496801148e-10,8.01809806807e-13,0.00032530388399,0.0288482505933,0.00767755178001,NA,NA,2.78188453267e-05,5.55030537853e-06,NA,NA,NA,4.13093718696,0.895169557224,2.17228716245,3.64389927194e-05,NA,3.90881821863e-11,NA,NA,0.710613037514,11.5276469654,1.3980618082e-05,NA,1.48895108573,2.30021955778e-10,0.385573827201,2.49869295897e-05,NA,1.3519649713e-07,3.77133187925e-08,0.00484138450136,NA,NA,118.995794283,549.885506801
679,1,MS,grains,NA,NA,NA,NA,NA,1.33007856319,NA,NA,NA,NA,NA,NA,0.0231009681774,4.17928875464e-07,NA,NA,25.7545475217,0.0,NA,NA,NA,NA,NA,3.89291146503,NA,283.008065288,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1650.06915553,NA,NA,NA,31544.3455692,7129.604533,NA,NA
679,1,MS,phloem,NA,6.11423624575,NA,9.65576259238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0543572421,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.443939398,NA
679,1,MS,roots,2.24289170595,3.76986700421,6.48168058178e-05,26.2799271592,5.2905970858e-10,NA,0.000889227260661,4.35579315126e-10,7.11073193492e-13,0.000326691494224,0.031370019789,0.00767755178001,NA,NA,2.81437205505e-05,5.68680116746e-06,NA,NA,NA,4.13093718696,0.911962833246,2.17228716245,3.68645361154e-05,NA,4.85195038642e-11,NA,NA,0.692370508895,11.2144585297,1.43244361901e-05,NA,1.70066759716,2.03991576655e-10,0.385573827201,2.49916638861e-05,NA,1.3519649713e-07,3.77133187925e-08,0.00484138450136,NA,NA,121.59422512,550.097223313
680,1,MS,grains,NA,NA,NA,NA,NA,1.33162836096,NA,NA,NA,NA,NA,NA,0.0231559565268,4.32300622531e-07,NA,NA,26.7089610435,0.0,NA,NA,NA,NA,NA,3.9142221077,NA,293.495794651,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1653.99689477,NA,NA,NA,31582.5279582,7129.604533,NA,NA
680,1,MS,phloem,NA,6.21441689295,NA,10.1222458225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.122649632,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.226683333,NA
680,1,MS,roots,2.33951265126,3.40304236668,6.43103647203e-05,24.6423833704,4.33949004572e-10,NA,0.00107766386254,5.80216159393e-10,7.83028446194e-13,0.00032776346186,0.0315002978251,0.00766344495841,NA,NA,2.69310329966e-05,5.37441795829e-06,NA,NA,NA,4.12333455092,0.861839211095,2.09624355206,3.53411187803e-05,NA,2.53581463655e-11,NA,NA,0.700202282987,11.6975632563,1.35375767211e-05,NA,1.53235978447,1.6701144152e-10,0.384864211601,2.47507578158e-05,NA,1.3495083952e-07,3.63931172233e-08,0.0065117664916,NA,NA,113.807657374,548.921285385
681,1,MS,grains,NA,NA,NA,NA,NA,1.33320064896,NA,NA,NA,NA,NA,NA,0.0232102462643,4.40790681582e-07,NA,NA,27.2750961261,0.0,NA,NA,NA,NA,NA,3.83300861705,NA,299.716862767,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1657.87473317,NA,NA,NA,31621.6312498,7129.604533,NA,NA
681,1,MS,phloem,NA,6.12490222079,NA,10.4037670817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9336263174,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.323845268,NA
681,1,MS,roots,2.39735780144,3.8352500969,6.4333197066e-05,25.243536239,3.65197576621e-10,NA,0.00121453393402,5.80422155673e-10,6.58971648656e-13,0.000329303590089,0.0355124772808,0.00766344495841,NA,NA,2.72928968066e-05,5.52212386698e-06,NA,NA,NA,4.12333455092,0.879947598046,2.09624355206,3.58159862646e-05,NA,3.22775216604e-11,NA,NA,0.688043689205,11.9867890072,1.39096319067e-05,NA,1.72697909066,1.40551477405e-10,0.384864211601,2.47595451686e-05,NA,1.3495083952e-07,3.63931172233e-08,0.0065117664916,NA,NA,116.584004072,549.115904691
682,1,MS,grains,NA,NA,NA,NA,NA,1.33480954107,NA,NA,NA,NA,NA,NA,0.0232641258241,4.58359352684e-07,NA,NA,28.4521211275,0.0,NA,NA,NA,NA,NA,3.82638864012,NA,312.650794848,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1661.72327315,NA,NA,NA,31662.0552124,7129.604533,NA,NA
682,1,MS,phloem,NA,6.19780132362,NA,11.0008992512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.997141272,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.610362407,NA
682,1,MS,roots,2.51890980947,3.47994383128,6.39042457849e-05,23.7354781084,2.98082363794e-10,NA,0.00111732491167,5.84561010019e-10,5.45338812807e-13,0.000330495411634,0.0360073767955,0.00764919807192,NA,NA,2.61691569339e-05,5.23303040225e-06,NA,NA,NA,4.11565699937,0.833243376496,2.02599792309,3.44053842971e-05,NA,1.73517985428e-11,NA,NA,0.691825715328,12.5945490474,1.31814367815e-05,NA,1.56407013734,1.14507625706e-10,0.384147603528,2.45486628735e-05,NA,1.3470247406e-07,3.51735750536e-08,0.00661453779275,NA,NA,109.415124407,547.935360989
683,1,MS,grains,NA,NA,NA,NA,NA,1.33646161667,NA,NA,NA,NA,NA,NA,0.0233170324053,4.77122965253e-07,NA,NA,29.7174717558,0.0,NA,NA,NA,NA,NA,3.72309163695,NA,326.555307553,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1665.50231466,NA,NA,NA,31704.1570999,7129.604533,NA,NA
683,1,MS,phloem,NA,6.12031538101,NA,11.6612982071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8346488509,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.814404522,NA
683,1,MS,roots,2.65156080073,3.89541137987,6.40036649328e-05,24.4136789551,2.50247106367e-10,NA,0.00125072138717,5.85470441885e-10,4.57824670194e-13,0.000332152665499,0.0412502234226,0.00764919807192,NA,NA,2.66175366432e-05,5.39929072718e-06,NA,NA,NA,4.11565699937,0.853789433377,2.02599792309,3.49948826997e-05,NA,2.30234006216e-11,NA,NA,0.678426979683,13.2578040037,1.3600228532e-05,NA,1.75080314721,9.61318262009e-11,0.384147603528,2.45868545009e-05,NA,1.3470247406e-07,3.51735750536e-08,0.00661453779275,NA,NA,112.541475167,548.122093999
684,1,MS,grains,NA,NA,NA,NA,NA,1.33820483452,NA,NA,NA,NA,NA,NA,0.0233695543315,5.1858073895e-07,NA,NA,32.5439506259,0.0,NA,NA,NA,NA,NA,3.72417939575,NA,357.614533732,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1669.25388082,NA,NA,NA,31749.3913402,7129.604533,NA,NA
684,1,MS,phloem,NA,6.33282034827,NA,13.209969468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1103910311,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.488897456,NA
684,1,MS,roots,2.95551666691,3.50032564517,6.36645436641e-05,23.0845316743,1.85467709931e-10,NA,0.00199256085898,1.03250855586e-09,6.01581308269e-13,0.000333423758321,0.0436943627735,0.00763484308034,NA,NA,2.56236368439e-05,5.14398748779e-06,NA,NA,NA,4.10792165244,0.812129542696,1.96839502516,3.37516083886e-05,NA,1.3104877064e-11,NA,NA,0.690722156093,14.7775833346,1.29571473244e-05,NA,1.57027392288,7.11130681364e-11,0.383425600945,2.44106159133e-05,NA,1.34451661235e-07,3.41735247424e-08,0.0117493115782,NA,NA,106.214405157,546.916208233
685,1,MS,grains,NA,NA,NA,NA,NA,1.34005790439,NA,NA,NA,NA,NA,NA,0.0234209188478,5.5978213361e-07,NA,NA,35.3956304646,0.0,NA,NA,NA,NA,NA,3.60479467786,NA,388.950684883,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1672.92277484,NA,NA,NA,31798.5709939,7129.604533,NA,NA
685,1,MS,phloem,NA,6.35033237151,NA,14.8843729103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1466449369,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.041710547,NA
685,1,MS,roots,3.27336553823,3.85266564555,6.38850239419e-05,23.9425989771,1.43980942294e-10,NA,0.00219313045306,1.03608429456e-09,4.67015221482e-13,0.000335141424827,0.0513557587977,0.00763484308034,NA,NA,2.62372523281e-05,5.34979818534e-06,NA,NA,NA,4.10792165244,0.838127921014,1.96839502516,3.45598663907e-05,NA,1.89228305584e-11,NA,NA,0.680824287488,16.3668276912,1.34755621797e-05,NA,1.72833644925,5.52059793239e-11,0.383425600945,2.44951536963e-05,NA,1.34451661235e-07,3.41735247424e-08,0.0117493115782,NA,NA,110.162464812,547.074270759
686,1,MS,grains,NA,NA,NA,NA,NA,1.34203072107,NA,NA,NA,NA,NA,NA,0.0234712089353,5.99835460078e-07,NA,NA,38.2095616165,0.0,NA,NA,NA,NA,NA,3.55968673562,NA,419.872028405,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1676.51492395,NA,NA,NA,31852.0055478,7129.604533,NA,NA
686,1,MS,phloem,NA,6.50167119928,NA,16.6590504701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4058392961,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.301615341,NA
686,1,MS,roots,3.5986289802,3.45994342993,6.37387279913e-05,22.8592355197,1.09574598954e-10,NA,0.00194474356849,1.02068003884e-09,3.50934539928e-13,0.000336422090943,0.0531066595333,0.00762043798793,NA,NA,2.54649248398e-05,5.14284115262e-06,NA,NA,NA,4.10015958198,0.803775633866,1.93388486135,3.36060518658e-05,NA,1.18903140509e-11,NA,NA,0.684678123716,17.993144901,1.29542598303e-05,NA,1.54922527954,4.19343199943e-11,0.382701104039,2.43928815723e-05,NA,1.34198960331e-07,3.35743899541e-08,0.0116231545736,NA,NA,104.97905605,545.866224418
687,1,MS,grains,NA,NA,NA,NA,NA,1.3441029775,NA,NA,NA,NA,NA,NA,0.0235204029863,6.31452698391e-07,NA,NA,40.460472588,0.0,NA,NA,NA,NA,NA,3.46375201496,NA,444.606532423,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1680.02878474,NA,NA,NA,31909.0233967,7129.604533,NA,NA
687,1,MS,phloem,NA,6.51835832316,NA,18.1755414248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4402465883,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.372003382,NA
687,1,MS,roots,3.86756030653,3.8026515547,6.41692732507e-05,23.9262389964,9.00764225691e-11,NA,0.00213737082816,1.0275745748e-09,2.88487735428e-13,0.000338116840793,0.0599313147769,0.00762043798793,NA,NA,2.62943188699e-05,5.3938531964e-06,NA,NA,NA,4.10015958198,0.836024526499,1.93388486135,3.47006028597e-05,NA,1.88524221279e-11,NA,NA,0.676180415815,19.3378015326,1.35865319808e-05,NA,1.70267636946,3.4472346365e-11,0.382701104039,2.45576517184e-05,NA,1.34198960331e-07,3.35743899541e-08,0.0116231545736,NA,NA,109.879176953,546.019675508
688,1,MS,grains,NA,NA,NA,NA,NA,1.34625656482,NA,NA,NA,NA,NA,NA,0.0235688385946,6.53325533978e-07,NA,NA,42.0332335606,0.0,NA,NA,NA,NA,NA,3.44633660788,NA,461.889074064,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1683.48847104,NA,NA,NA,31968.9381681,7129.604533,NA,NA
688,1,MS,phloem,NA,6.62602551623,NA,19.2909305818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6310900745,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.029649724,NA
688,1,MS,roots,4.06028832433,3.41862136142,6.42283359863e-05,23.0211685726,7.42954138598e-11,NA,0.00158428187232,8.48010061319e-10,1.96185242839e-13,0.000339333736406,0.058787518307,0.00760605738084,NA,NA,2.5713432946e-05,5.22172398312e-06,NA,NA,NA,4.09241074252,0.807107922624,1.92915865307,3.39982608022e-05,NA,1.28285087199e-11,NA,NA,0.679878676096,20.3014416216,1.31529571363e-05,NA,1.52783000434,2.83792018632e-11,0.381977842088,2.45338011809e-05,NA,1.33945386413e-07,3.3492337727e-08,0.00960138009717,NA,NA,105.522915524,544.817642921
689,1,MS,grains,NA,NA,NA,NA,NA,1.34845204372,NA,NA,NA,NA,NA,NA,0.0236167952935,6.62411309076e-07,NA,NA,42.6903333034,0.0,NA,NA,NA,NA,NA,3.40130763001,NA,469.109722254,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1686.91394953,NA,NA,NA,32030.3667054,7129.604533,NA,NA
689,1,MS,phloem,NA,6.5991552167,NA,19.7713781314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.575812371,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.166869232,NA
689,1,MS,roots,4.14201990939,3.77459720338,6.48498703498e-05,24.2104080168,6.86824526833e-11,NA,0.00174925073368,8.56216211854e-10,1.81363599157e-13,0.000340941338168,0.0629629840877,0.00760605738084,NA,NA,2.66951073388e-05,5.49913456234e-06,NA,NA,NA,4.09241074252,0.842869452302,1.92915865307,3.52962291481e-05,NA,2.13722948367e-11,NA,NA,0.67396633427,20.710099547,1.38517243384e-05,NA,1.68692061857,2.62351750653e-11,0.381977842088,2.47712135359e-05,NA,1.33945386413e-07,3.3492337727e-08,0.00960138009717,NA,NA,110.974072924,544.976733536
690,1,MS,grains,NA,NA,NA,NA,NA,1.35067303878,NA,NA,NA,NA,NA,NA,0.0236647792512,6.67526829654e-07,NA,NA,43.0612823119,0.0,NA,NA,NA,NA,NA,3.4329230378,NA,473.185956213,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1690.34137508,NA,NA,NA,32092.6390999,7129.604533,NA,NA
690,1,MS,phloem,NA,6.69500076695,NA,20.0464967951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6986715952,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.689523022,NA
690,1,MS,roots,4.18847980535,3.39405004818,6.50347802512e-05,23.3507702057,6.118915178e-11,NA,0.00138961487442,7.58603378847e-10,1.42749147794e-13,0.00034205613442,0.0593578379254,0.00759175026665,NA,NA,2.61938691922e-05,5.33404402867e-06,NA,NA,NA,4.0847013865,0.815449981476,1.94406016412,3.46988591822e-05,NA,1.49179037694e-11,NA,NA,0.681935325183,20.9423990268,1.34358791654e-05,NA,1.51399127202,2.33288698718e-11,0.381258265446,2.47950475123e-05,NA,1.33692244731e-07,3.3751044516e-08,0.0084985987902,NA,NA,106.832089746,543.781867461
691,1,MS,grains,NA,NA,NA,NA,NA,1.35289257138,NA,NA,NA,NA,NA,NA,0.0237127087479,6.64301795034e-07,NA,NA,42.8273379373,0.0,NA,NA,NA,NA,NA,3.40808074732,NA,470.615220121,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1693.76491057,NA,NA,NA,32154.8760945,7129.604533,NA,NA
691,1,MS,phloem,NA,6.62490712663,NA,19.872658308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5552526782,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.041402806,NA
691,1,MS,roots,4.15915212504,3.76394679786,6.57503513269e-05,24.5610192639,6.26326923775e-11,NA,0.00154106049781,7.66950214704e-10,1.4611680667e-13,0.000343557092939,0.062145045675,0.00759175026665,NA,NA,2.7227170659e-05,5.61606617662e-06,NA,NA,NA,4.0847013865,0.85163225609,1.94406016412,3.60676673496e-05,NA,2.49164434654e-11,NA,NA,0.675932384681,20.7957606252,1.41462624096e-05,NA,1.67899191804,2.38792316561e-11,0.381258265446,2.50678648994e-05,NA,1.33692244731e-07,3.3751044516e-08,0.0084985987902,NA,NA,112.369099226,543.946868107
692,1,MS,grains,NA,NA,NA,NA,NA,1.35510370933,NA,NA,NA,NA,NA,NA,0.0237610429035,6.55524098406e-07,NA,NA,42.1920328274,0.0,NA,NA,NA,NA,NA,3.47628465754,NA,463.634065827,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1697.21735025,NA,NA,NA,32216.7340859,7129.604533,NA,NA
692,1,MS,phloem,NA,6.69824956459,NA,19.4062405205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6078664378,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.357504367,NA
692,1,MS,roots,4.07997405011,3.46772939346,6.60092646217e-05,23.66293677,6.89583032592e-11,NA,0.000359490689649,1.94957624993e-10,4.07335155271e-14,0.000344568977232,0.0582959753632,0.00757752687086,NA,NA,2.67323214292e-05,5.44030058202e-06,NA,NA,NA,4.07703699129,0.823271679285,1.96312595229,3.54787146425e-05,NA,1.72148576458e-11,NA,NA,0.686518011214,20.3998702506,1.37035279144e-05,NA,1.54395510638,2.62415916919e-11,0.380542885362,2.51193560197e-05,NA,1.33440392906e-07,3.40820477828e-08,0.00215590303306,NA,NA,108.057146815,542.795874453
693,1,MS,grains,NA,NA,NA,NA,NA,1.35725954974,NA,NA,NA,NA,NA,NA,0.0238098854435,6.30516191085e-07,NA,NA,40.3934193105,0.0,NA,NA,NA,NA,NA,3.49536904865,NA,443.869706497,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1700.70610311,NA,NA,NA,32276.624222,7129.604533,NA,NA
693,1,MS,phloem,NA,6.57191904039,NA,18.1290377296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3512189534,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.74510963,NA
693,1,MS,roots,3.85943291939,3.94243448476,6.6748299179e-05,24.804397421,8.29800561253e-11,NA,0.000408702159544,1.97140355295e-10,4.90161335889e-14,0.000345977322396,0.0598086385466,0.00757752687086,NA,NA,2.7736284584e-05,5.70779010157e-06,NA,NA,NA,4.07703699129,0.857311082181,1.96312595229,3.68111586795e-05,NA,2.77899865376e-11,NA,NA,0.682048987919,19.297164597,1.43773050418e-05,NA,1.75531051119,3.15774699854e-11,0.380542885362,2.54005903625e-05,NA,1.33440392906e-07,3.40820477828e-08,0.00215590303306,NA,NA,113.269643571,543.007229858
694,1,MS,grains,NA,NA,NA,NA,NA,1.35935802699,NA,NA,NA,NA,NA,NA,0.0238599560152,6.08555336047e-07,NA,NA,38.8277151055,0.0,NA,NA,NA,NA,NA,3.61445185774,NA,426.664709301,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1704.28257251,NA,NA,NA,32334.301265,7129.604533,NA,NA
694,1,MS,phloem,NA,6.65550995708,NA,17.0665482855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3493293406,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.090588929,NA
694,1,MS,roots,3.67169200822,3.67197038229,6.69231717291e-05,23.7704183035,9.20604932414e-11,NA,0.000202538437718,1.05166564084e-10,2.89337325531e-14,0.000346917499755,0.0553010280743,0.00756336929537,NA,NA,2.71194109102e-05,5.5006039513e-06,NA,NA,NA,4.06940796882,0.825059651376,1.97511689263,3.60599296529e-05,NA,1.81871752763e-11,NA,NA,0.698033889264,18.3584600411,1.385542557e-05,NA,1.63183114367,3.49674114317e-11,0.379830806902,2.54194823183e-05,NA,1.33190009877e-07,3.42902238304e-08,0.00114923404427,NA,NA,108.344845975,541.872495099
695,1,MS,grains,NA,NA,NA,NA,NA,1.36136901038,NA,NA,NA,NA,NA,NA,0.0239107492734,5.75529670548e-07,NA,NA,36.4970104176,0.0,NA,NA,NA,NA,NA,3.63126181314,NA,401.053378956,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1707.91066238,NA,NA,NA,32388.8847164,7129.604533,NA,NA
695,1,MS,phloem,NA,6.48709195227,NA,15.5637680359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.011523909,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.175608699,NA
695,1,MS,roots,3.39926433557,4.18185336721,6.75486044827e-05,24.7653573724,1.08482463599e-10,NA,0.000230662548873,1.06149401748e-10,3.40950007758e-14,0.000348282728779,0.0559646451862,0.00756336929537,NA,NA,2.79924624939e-05,5.73740571762e-06,NA,NA,NA,4.06940796882,0.854733714343,1.97511689263,3.72208021658e-05,NA,2.75848572559e-11,NA,NA,0.690708598247,16.9963216779,1.44519035708e-05,NA,1.85842418441,4.12049816836e-11,0.379830806902,2.56570409458e-05,NA,1.33190009877e-07,3.42902238304e-08,0.00114923404427,NA,NA,112.879748088,542.09908814
696,1,MS,grains,NA,NA,NA,NA,NA,1.36329801119,NA,NA,NA,NA,NA,NA,0.0239624838939,5.47059623494e-07,NA,NA,34.5104660921,0.0,NA,NA,NA,NA,NA,3.7197931196,NA,379.223911143,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1711.60599242,NA,NA,NA,32440.5046894,7129.604533,NA,NA
696,1,MS,phloem,NA,6.48055107502,NA,14.3518848866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8788212522,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.528715689,NA
696,1,MS,roots,3.17346594704,3.9256654704,6.75770874449e-05,23.5717041622,1.17166853999e-10,NA,0.000154049637585,7.55509181105e-11,2.6198416435e-14,0.000349206288208,0.0515300737866,0.0075492318932,NA,NA,2.72067585454e-05,5.49366428874e-06,NA,NA,NA,4.06178986633,0.817800347985,1.96891538162,3.62439235303e-05,NA,1.68369267071e-11,NA,NA,0.698572456135,15.8673297352,1.38379453117e-05,NA,1.74130784411,4.44202681259e-11,0.379119747691,2.56198083418e-05,NA,1.32940782416e-07,3.41825587087e-08,0.000819146102179,NA,NA,107.237982415,540.972157359
697,1,MS,grains,NA,NA,NA,NA,NA,1.36512799063,NA,NA,NA,NA,NA,NA,0.0240145165773,5.12034407689e-07,NA,NA,32.0948002799,0.0,NA,NA,NA,NA,NA,3.7021124849,NA,352.678971562,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1715.32261266,NA,NA,NA,32488.7508954,7129.604533,NA,NA
697,1,MS,phloem,NA,6.26105185636,NA,12.9567874548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4426097064,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.09300406,NA
697,1,MS,roots,2.90649348794,4.4446034008,6.80403906136e-05,24.4026145528,1.3170162347e-10,NA,0.000174413624459,7.60688892318e-11,2.94483794612e-14,0.000350590375278,0.0516143692006,0.0075492318932,NA,NA,2.79190304531e-05,5.69659734598e-06,NA,NA,NA,4.06178986633,0.842685735372,1.96891538162,3.71927880748e-05,NA,2.3921786483e-11,NA,NA,0.684689929848,14.5324674397,1.43491117027e-05,NA,1.97149319628,4.99306862605e-11,0.379119747691,2.57954557223e-05,NA,1.32940782416e-07,3.41825587087e-08,0.000819146102179,NA,NA,111.018156867,541.202342711
698,1,MS,grains,NA,NA,NA,NA,NA,1.36688339369,NA,NA,NA,NA,NA,NA,0.0240672657581,4.89135378925e-07,NA,NA,30.5320697293,0.0,NA,NA,NA,NA,NA,3.78365520635,NA,335.506650856,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1719.09041129,NA,NA,NA,32534.33561,7129.604533,NA,NA
698,1,MS,phloem,NA,6.28009812174,NA,12.096955634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3338803612,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.671521069,NA
698,1,MS,roots,2.73806403105,4.19735520661,6.79147646973e-05,23.0827369798,1.37652602857e-10,NA,0.000146858254201,6.76986052887e-11,2.74428963108e-14,0.00035155316886,0.048544120412,0.00753506262641,NA,NA,2.69752857066e-05,5.4232896429e-06,NA,NA,NA,4.05415480747,0.801920472371,1.94191902902,3.60032395295e-05,NA,1.37006549293e-11,NA,NA,0.692960630608,13.6903201553,1.36606792013e-05,NA,1.85832157185,5.20887230539e-11,0.378407105806,2.56994295506e-05,NA,1.32691911692e-07,3.37138720315e-08,0.000731734846438,NA,NA,104.816060335,540.077080601
699,1,MS,grains,NA,NA,NA,NA,NA,1.3685540747,NA,NA,NA,NA,NA,NA,0.0241200482801,4.58853293701e-07,NA,NA,28.4853209104,0.0,NA,NA,NA,NA,NA,3.74507778325,NA,313.015616103,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1722.86059144,NA,NA,NA,32577.0880844,7129.604533,NA,NA
