t,plant,axis,Conc_Nitrates_Soil,Tsoil,nitrates,volume
47,1,MS,216622.34431208653,15.0,216622.34431208653,1.0
48,1,MS,215082.77329168876,15.0,215082.77329168876,1.0
49,1,MS,213527.06512486117,15.0,213527.06512486117,1.0
50,1,MS,212015.35931196605,15.0,212015.35931196605,1.0
51,1,MS,210487.8754374288,15.0,210487.8754374288,1.0
52,1,MS,209003.38696253952,15.0,209003.38696253952,1.0
53,1,MS,207503.47080193198,15.0,207503.47080193198,1.0
54,1,MS,206044.9607621029,15.0,206044.9607621029,1.0
55,1,MS,204570.08123080782,15.0,204570.08123080782,1.0
56,1,MS,203134.47257496344,15.0,203134.47257496344,1.0
57,1,MS,201681.4613342501,15.0,201681.4613342501,1.0
58,1,MS,200265.2259809295,15.0,200265.2259809295,1.0
59,1,MS,198829.63773671718,15.0,198829.63773671718,1.0
60,1,MS,197428.5394645338,15.0,197428.5394645338,1.0
61,1,MS,196007.17707019602,15.0,196007.17707019602,1.0
62,1,MS,194618.9840959304,15.0,194618.9840959304,1.0
63,1,MS,193210.40282967844,15.0,193210.40282967844,1.0
64,1,MS,191834.34206066767,15.0,191834.34206066767,1.0
65,1,MS,190438.26249484494,15.0,190438.26249484494,1.0
66,1,MS,189075.0670198029,15.0,189075.0670198029,1.0
67,1,MS,187693.77344126315,15.0,187693.77344126315,1.0
68,1,MS,186346.16447049973,15.0,186346.16447049973,1.0
69,1,MS,184981.87480461918,15.0,184981.87480461918,1.0
70,1,MS,183651.3571975936,15.0,183651.3571975936,1.0
71,1,MS,182304.76109914223,15.0,182304.76109914223,1.0
72,1,MS,180991.3814729291,15.0,180991.3814729291,1.0
73,1,MS,179662.0436351616,15.0,179662.0436351616,1.0
74,1,MS,178365.27082997118,15.0,178365.27082997118,1.0
75,1,MS,177052.86398560426,15.0,177052.86398560426,1.0
76,1,MS,175772.74222398092,15.0,175772.74222398092,1.0
77,1,MS,174477.78867563207,15.0,174477.78867563207,1.0
78,1,MS,173214.64565181825,15.0,173214.64565181825,1.0
79,1,MS,171936.59955022,15.0,171936.59955022,1.0
80,1,MS,170689.30374784744,15.0,170689.30374784744,1.0
81,1,MS,169426.61526144634,15.0,169426.61526144634,1.0
82,1,MS,168193.63297741784,15.0,168193.63297741784,1.0
83,1,MS,166945.08455880708,15.0,166945.08455880708,1.0
84,1,MS,165725.04600905225,15.0,165725.04600905225,1.0
85,1,MS,164488.54964284587,15.0,164488.54964284587,1.0
86,1,MS,163279.53968054368,15.0,163279.53968054368,1.0
87,1,MS,162054.09897013364,15.0,162054.09897013364,1.0
88,1,MS,160855.85016242423,15.0,160855.85016242423,1.0
89,1,MS,159641.7103167003,15.0,159641.7103167003,1.0
90,1,MS,158455.1314711334,15.0,158455.1314711334,1.0
91,1,MS,157254.0353644743,15.0,157254.0353644743,1.0
92,1,MS,156080.88913620205,15.0,156080.88913620205,1.0
93,1,MS,154893.91463484266,15.0,154893.91463484266,1.0
94,1,MS,153734.9170812463,15.0,153734.9170812463,1.0
95,1,MS,152562.772905762,15.0,152562.772905762,1.0
96,1,MS,151418.46743980324,15.0,151418.46743980324,1.0
97,1,MS,150261.39199071116,15.0,150261.39199071116,1.0
98,1,MS,149131.62434034958,15.0,149131.62434034958,1.0
99,1,MS,147988.95705730002,15.0,147988.95705730002,1.0
100,1,MS,146873.06528779984,15.0,146873.06528779984,1.0
101,1,MS,145744.56212330627,15.0,145744.56212330627,1.0
102,1,MS,144641.45476670674,15.0,144641.45476670674,1.0
103,1,MS,143523.8391168995,15.0,143523.8391168995,1.0
104,1,MS,142429.16876148825,15.0,142429.16876148825,1.0
105,1,MS,141317.82239057685,15.0,141317.82239057685,1.0
106,1,MS,140227.8028045102,15.0,140227.8028045102,1.0
107,1,MS,139120.62842586474,15.0,139120.62842586474,1.0
108,1,MS,138034.57117639921,15.0,138034.57117639921,1.0
109,1,MS,136932.00323145627,15.0,136932.00323145627,1.0
110,1,MS,135850.608861437,15.0,135850.608861437,1.0
111,1,MS,134752.76463135335,15.0,134752.76463135335,1.0
112,1,MS,133676.34111182025,15.0,133676.34111182025,1.0
113,1,MS,132584.55502552888,15.0,132584.55502552888,1.0
114,1,MS,131514.6922352327,15.0,131514.6922352327,1.0
115,1,MS,130430.13162623285,15.0,130430.13162623285,1.0
116,1,MS,129368.10945952783,15.0,129368.10945952783,1.0
117,1,MS,128292.7586051407,15.0,128292.7586051407,1.0
118,1,MS,127240.61730174678,15.0,127240.61730174678,1.0
119,1,MS,126176.05364820204,15.0,126176.05364820204,1.0
120,1,MS,125135.07397778395,15.0,125135.07397778395,1.0
121,1,MS,124082.51700486202,15.0,124082.51700486202,1.0
122,1,MS,123053.3737146773,15.0,123053.3737146773,1.0
123,1,MS,122012.51456330821,15.0,122012.51456330821,1.0
124,1,MS,120994.75190975954,15.0,120994.75190975954,1.0
125,1,MS,119965.75788224812,15.0,119965.75788224812,1.0
126,1,MS,118959.42407655803,15.0,118959.42407655803,1.0
127,1,MS,117941.47039278103,15.0,117941.47039278103,1.0
128,1,MS,116944.62116519216,15.0,116944.62116519216,1.0
129,1,MS,115934.28426680014,15.0,115934.28426680014,1.0
130,1,MS,114944.94856513604,15.0,114944.94856513604,1.0
131,1,MS,113944.42539624398,15.0,113944.42539624398,1.0
132,1,MS,112965.00518225569,15.0,112965.00518225569,1.0
133,1,MS,111973.15220978206,15.0,111973.15220978206,1.0
134,1,MS,111001.0708368718,15.0,111001.0708368718,1.0
135,1,MS,110015.82865189991,15.0,110015.82865189991,1.0
136,1,MS,109049.69095300313,15.0,109049.69095300313,1.0
137,1,MS,108070.3791487518,15.0,108070.3791487518,1.0
138,1,MS,107110.23881105606,15.0,107110.23881105606,1.0
139,1,MS,106137.64377856384,15.0,106137.64377856384,1.0
140,1,MS,105184.73236168017,15.0,105184.73236168017,1.0
141,1,MS,104220.3040139758,15.0,104220.3040139758,1.0
142,1,MS,103276.03717205627,15.0,103276.03717205627,1.0
143,1,MS,102320.98496083885,15.0,102320.98496083885,1.0
144,1,MS,101386.44479378525,15.0,101386.44479378525,1.0
145,1,MS,100441.8590578193,15.0,100441.8590578193,1.0
146,1,MS,99517.86364560375,15.0,99517.86364560375,1.0
147,1,MS,98584.0586597524,15.0,98584.0586597524,1.0
148,1,MS,97670.65274408572,15.0,97670.65274408572,1.0
149,1,MS,96747.6263877407,15.0,96747.6263877407,1.0
150,1,MS,95844.02004752992,15.0,95844.02004752992,1.0
151,1,MS,94929.41127566446,15.0,94929.41127566446,1.0
152,1,MS,94032.95012774947,15.0,94032.95012774947,1.0
153,1,MS,93124.9046816202,15.0,93124.9046816202,1.0
154,1,MS,92234.29274004715,15.0,92234.29274004715,1.0
155,1,MS,91331.72661184352,15.0,91331.72661184352,1.0
156,1,MS,90445.69498345949,15.0,90445.69498345949,1.0
157,1,MS,89546.70513072268,15.0,89546.70513072268,1.0
158,1,MS,88663.37603942136,15.0,88663.37603942136,1.0
159,1,MS,87766.68718113519,15.0,87766.68718113519,1.0
160,1,MS,86885.30361056677,15.0,86885.30361056677,1.0
161,1,MS,85990.56328675471,15.0,85990.56328675471,1.0
162,1,MS,85111.3020462281,15.0,85111.3020462281,1.0
163,1,MS,84219.3467250832,15.0,84219.3467250832,1.0
164,1,MS,83344.17068432068,15.0,83344.17068432068,1.0
165,1,MS,82458.63970846549,15.0,82458.63970846549,1.0
166,1,MS,81591.08819126473,15.0,81591.08819126473,1.0
167,1,MS,80713.88494692373,15.0,80713.88494692373,1.0
168,1,MS,79854.37501524403,15.0,79854.37501524403,1.0
169,1,MS,78984.64252601506,15.0,78984.64252601506,1.0
170,1,MS,78132.13399869626,15.0,78132.13399869626,1.0
171,1,MS,77269.65081951574,15.0,77269.65081951574,1.0
172,1,MS,76424.26549985078,15.0,76424.26549985078,1.0
173,1,MS,75569.0094929084,15.0,75569.0094929084,1.0
174,1,MS,74729.61469747472,15.0,74729.61469747472,1.0
175,1,MS,73878.32931381713,15.0,73878.32931381713,1.0
176,1,MS,73041.47788450579,15.0,73041.47788450579,1.0
177,1,MS,72192.22076871591,15.0,72192.22076871591,1.0
178,1,MS,71356.71452273647,15.0,71356.71452273647,1.0
179,1,MS,70508.19746983961,15.0,70508.19746983961,1.0
180,1,MS,69672.97911209389,15.0,69672.97911209389,1.0
181,1,MS,68824.64698012461,15.0,68824.64698012461,1.0
182,1,MS,67989.51379293272,15.0,67989.51379293272,1.0
183,1,MS,67141.36875537032,15.0,67141.36875537032,1.0
184,1,MS,66306.60554607539,15.0,66306.60554607539,1.0
185,1,MS,65459.316094416674,15.0,65459.316094416674,1.0
186,1,MS,64626.10534066991,15.0,64626.10534066991,1.0
187,1,MS,63781.56530753471,15.0,63781.56530753471,1.0
188,1,MS,62951.97491393833,15.0,62951.97491393833,1.0
189,1,MS,62112.00817148463,15.0,62112.00817148463,1.0
190,1,MS,61287.43204091301,15.0,61287.43204091301,1.0
191,1,MS,60452.90936758806,15.0,60452.90936758806,1.0
192,1,MS,59634.90017865121,15.0,59634.90017865121,1.0
193,1,MS,58809.294441267106,15.0,58809.294441267106,1.0
194,1,MS,58001.17237959011,15.0,58001.17237959011,1.0
195,1,MS,57185.81530859141,15.0,57185.81530859141,1.0
196,1,MS,56387.924645023326,15.0,56387.924645023326,1.0
197,1,MS,55583.18240506147,15.0,55583.18240506147,1.0
198,1,MS,54794.69130647096,15.0,54794.69130647096,1.0
199,1,MS,53997.30653312611,15.0,53997.30653312611,1.0
200,1,MS,53214.559455865165,15.0,53214.559455865165,1.0
201,1,MS,52422.242150975195,15.0,52422.242150975195,1.0
202,1,MS,51643.98071511283,15.0,51643.98071511283,1.0
203,1,MS,50856.09860163644,15.0,50856.09860163644,1.0
204,1,MS,50081.95214460665,15.0,50081.95214460665,1.0
205,1,MS,49298.01836934408,15.0,49298.01836934408,1.0
206,1,MS,48527.71328364602,15.0,48527.71328364602,1.0
207,1,MS,47747.990596678865,15.0,47747.990596678865,1.0
208,1,MS,46982.31506547387,15.0,46982.31506547387,1.0
209,1,MS,46208.14989274578,15.0,46208.14989274578,1.0
210,1,MS,45448.9215644596,15.0,45448.9215644596,1.0
211,1,MS,44682.59915544751,15.0,44682.59915544751,1.0
212,1,MS,43932.333361207006,15.0,43932.333361207006,1.0
213,1,MS,43176.50161503264,15.0,43176.50161503264,1.0
214,1,MS,42437.19388289718,15.0,42437.19388289718,1.0
215,1,MS,41692.561961624495,15.0,41692.561961624495,1.0
216,1,MS,40964.2332790986,15.0,40964.2332790986,1.0
217,1,MS,40230.72058954883,15.0,40230.72058954883,1.0
218,1,MS,39513.39007545198,15.0,39513.39007545198,1.0
219,1,MS,38791.2939557038,15.0,38791.2939557038,1.0
220,1,MS,38085.28148231399,15.0,38085.28148231399,1.0
221,1,MS,37374.70106176054,15.0,37374.70106176054,1.0
222,1,MS,36679.59374184356,15.0,36679.59374184356,1.0
223,1,MS,35979.29757795232,15.0,35979.29757795232,1.0
224,1,MS,35293.758908043885,15.0,35293.758908043885,1.0
225,1,MS,34602.91235747045,15.0,34602.91235747045,1.0
226,1,MS,33926.51807962502,15.0,33926.51807962502,1.0
227,1,MS,33244.9910464357,15.0,33244.9910464357,1.0
228,1,MS,32577.567283626217,15.0,32577.567283626217,1.0
229,1,MS,31904.806968299625,15.0,31904.806968299625,1.0
230,1,MS,31245.905384922982,15.0,31245.905384922982,1.0
231,1,MS,30582.016231750233,15.0,30582.016231750233,1.0
232,1,MS,29932.1066217544,15.0,29932.1066217544,1.0
233,1,MS,29277.769730771714,15.0,29277.769730771714,1.0
234,1,MS,28637.811945519672,15.0,28637.811945519672,1.0
235,1,MS,27994.375601298918,15.0,27994.375601298918,1.0
236,1,MS,27366.046191339985,15.0,27366.046191339985,1.0
237,1,MS,26735.530956018814,15.0,26735.530956018814,1.0
238,1,MS,26120.60327504007,15.0,26120.60327504007,1.0
239,1,MS,25504.06975856377,15.0,25504.06975856377,1.0
240,1,MS,24903.336169278275,15.0,24903.336169278275,1.0
241,1,MS,24301.76831299891,15.0,24301.76831299891,1.0
242,1,MS,23716.073548870838,15.0,23716.073548870838,1.0
243,1,MS,23129.903665297814,15.0,23129.903665297814,1.0
244,1,MS,22559.479423157423,15.0,22559.479423157423,1.0
245,1,MS,21988.94214049564,15.0,21988.94214049564,1.0
246,1,MS,21433.62135378809,15.0,21433.62135378809,1.0
247,1,MS,20877.756748816017,15.0,20877.756748816017,1.0
248,1,MS,20336.394005159953,15.0,20336.394005159953,1.0
249,1,MS,19794.3781940417,15.0,19794.3781940417,1.0
250,1,MS,19266.513123276658,15.0,19266.513123276658,1.0
251,1,MS,18738.25680467574,15.0,18738.25680467574,1.0
252,1,MS,18224.351446774057,15.0,18224.351446774057,1.0
253,1,MS,17711.04020478254,15.0,17711.04020478254,1.0
254,1,MS,17212.20324577679,15.0,17212.20324577679,1.0
255,1,MS,16714.183649815914,15.0,16714.183649815914,1.0
256,1,MS,16230.419234863868,15.0,16230.419234863868,1.0
257,1,MS,15747.743621602045,15.0,15747.743621602045,1.0
258,1,MS,15279.43080080433,15.0,15279.43080080433,1.0
259,1,MS,14813.070808790819,15.0,14813.070808790819,1.0
260,1,MS,14361.387908902923,15.0,14361.387908902923,1.0
261,1,MS,13912.419027195896,15.0,13912.419027195896,1.0
262,1,MS,13478.218777566839,15.0,13478.218777566839,1.0
263,1,MS,13047.19986374363,15.0,13047.19986374363,1.0
264,1,MS,12630.82131735039,15.0,12630.82131735039,1.0
265,1,MS,12217.952659430022,15.0,12217.952659430022,1.0
266,1,MS,11819.485993259115,15.0,11819.485993259115,1.0
267,1,MS,11424.770707278307,15.0,11424.770707278307,1.0
268,1,MS,11044.148326759434,15.0,11044.148326759434,1.0
269,1,MS,10667.450204778102,15.0,10667.450204778102,1.0
270,1,MS,10304.393062084548,15.0,10304.393062084548,1.0
271,1,MS,9945.203222455671,15.0,9945.203222455671,1.0
272,1,MS,9599.089346020199,15.0,9599.089346020199,1.0
273,1,MS,9256.743334876934,15.0,9256.743334876934,1.0
274,1,MS,8927.054818015693,15.0,8927.054818015693,1.0
275,1,MS,8601.315534946818,15.0,8601.315534946818,1.0
276,1,MS,8287.91819615912,15.0,8287.91819615912,1.0
277,1,MS,7978.580901981775,15.0,7978.580901981775,1.0
278,1,MS,7681.278301605929,15.0,7681.278301605929,1.0
279,1,MS,7388.209650514938,15.0,7388.209650514938,1.0
280,1,MS,7106.847704574146,15.0,7106.847704574146,1.0
281,1,MS,6829.785667366341,15.0,6829.785667366341,1.0
282,1,MS,6564.163444144263,15.0,6564.163444144263,1.0
283,1,MS,6303.101607630777,15.0,6303.101607630777,1.0
284,1,MS,6053.247003220386,15.0,6053.247003220386,1.0
285,1,MS,5808.101354531802,15.0,5808.101354531802,1.0
286,1,MS,5573.836390482854,15.0,5573.836390482854,1.0
287,1,MS,5344.336351709783,15.0,5344.336351709783,1.0
288,1,MS,5125.271042050818,15.0,5125.271042050818,1.0
289,1,MS,4910.863182392414,15.0,4910.863182392414,1.0
290,1,MS,4706.426690852393,15.0,4706.426690852393,1.0
291,1,MS,4506.614820722639,15.0,4506.614820722639,1.0
292,1,MS,4316.299308707256,15.0,4316.299308707256,1.0
293,1,MS,4130.460317775106,15.0,4130.460317775106,1.0
294,1,MS,3978.640825944084,15.0,3978.640825944084,1.0
295,1,MS,3805.3092762043684,15.0,3805.3092762043684,1.0
296,1,MS,3640.3413284242033,15.0,3640.3413284242033,1.0
297,1,MS,3479.3697362821717,15.0,3479.3697362821717,1.0
298,1,MS,3326.286753673413,15.0,3326.286753673413,1.0
299,1,MS,3177.065275946743,15.0,3177.065275946743,1.0
300,1,MS,3035.263913844628,15.0,3035.263913844628,1.0
301,1,MS,2897.1276391377173,15.0,2897.1276391377173,1.0
302,1,MS,2766.0126203715836,15.0,2766.0126203715836,1.0
303,1,MS,2638.516780063331,15.0,2638.516780063331,1.0
304,1,MS,2517.6804136040982,15.0,2517.6804136040982,1.0
305,1,MS,2400.334923948289,15.0,2400.334923948289,1.0
306,1,MS,2289.2175234073875,15.0,2289.2175234073875,1.0
307,1,MS,2181.3766415680934,15.0,2181.3766415680934,1.0
308,1,MS,2079.338669598704,15.0,2079.338669598704,1.0
309,1,MS,1980.414664854226,15.0,1980.414664854226,1.0
310,1,MS,1886.895579464731,15.0,1886.895579464731,1.0
311,1,MS,1796.3051207917897,15.0,1796.3051207917897,1.0
312,1,MS,1710.71371938835,15.0,1710.71371938835,1.0
313,1,MS,1627.8410340320618,15.0,1627.8410340320618,1.0
314,1,MS,1549.5801543585378,15.0,1549.5801543585378,1.0
315,1,MS,1473.8529340995665,15.0,1473.8529340995665,1.0
316,1,MS,1402.3829690602108,15.0,1402.3829690602108,1.0
317,1,MS,1333.2734344391354,15.0,1333.2734344391354,1.0
318,1,MS,1268.0772780274629,15.0,1268.0772780274629,1.0
319,1,MS,1205.052440305826,15.0,1205.052440305826,1.0
320,1,MS,1145.6242918761475,15.0,1145.6242918761475,1.0
321,1,MS,1088.2170637415074,15.0,1088.2170637415074,1.0
322,1,MS,1034.1055322131576,15.0,1034.1055322131576,1.0
323,1,MS,981.8390082492162,15.0,981.8390082492162,1.0
324,1,MS,932.5859865242791,15.0,932.5859865242791,1.0
325,1,MS,885.0365269854597,15.0,885.0365269854597,1.0
326,1,MS,840.2481783124756,15.0,840.2481783124756,1.0
327,1,MS,797.0289691438204,15.0,797.0289691438204,1.0
328,1,MS,756.3388685493883,15.0,756.3388685493883,1.0
329,1,MS,717.0976472486351,15.0,717.0976472486351,1.0
330,1,MS,680.179959421627,15.0,680.179959421627,1.0
331,1,MS,644.6116992532983,15.0,644.6116992532983,1.0
332,1,MS,611.1766838376916,15.0,611.1766838376916,1.0
333,1,MS,578.9883031726268,15.0,578.9883031726268,1.0
334,1,MS,548.7477794900927,15.0,548.7477794900927,1.0
335,1,MS,519.6491718172781,15.0,519.6491718172781,1.0
336,1,MS,492.3279164076383,15.0,492.3279164076383,1.0
337,1,MS,466.0593441134918,15.0,466.0593441134918,1.0
338,1,MS,441.41002547732035,15.0,441.41002547732035,1.0
339,1,MS,417.72219495001434,15.0,417.72219495001434,1.0
340,1,MS,395.503844346356,15.0,395.503844346356,1.0
341,1,MS,374.16119996845396,15.0,374.16119996845396,1.0
342,1,MS,354.145334170293,15.0,354.145334170293,1.0
343,1,MS,334.9170856980818,15.0,334.9170856980818,1.0
344,1,MS,316.8820766165422,15.0,316.8820766165422,1.0
345,1,MS,299.554944969637,15.0,299.554944969637,1.0
346,1,MS,283.3039197863185,15.0,283.3039197863185,1.0
347,1,MS,267.6950124149924,15.0,267.6950124149924,1.0
348,1,MS,253.05968437456715,15.0,253.05968437456715,1.0
349,1,MS,239.00795358134337,15.0,239.00795358134337,1.0
350,1,MS,225.83746013228478,15.0,225.83746013228478,1.0
351,1,MS,213.1978191322222,15.0,213.1978191322222,1.0
352,1,MS,201.35788138060724,15.0,201.35788138060724,1.0
353,1,MS,190.00463713951342,15.0,190.00463713951342,1.0
354,1,MS,179.3787036069373,15.0,179.3787036069373,1.0
355,1,MS,169.19931572004205,15.0,169.19931572004205,1.0
356,1,MS,159.6790145203667,15.0,159.6790145203667,1.0
357,1,MS,150.56443718027157,15.0,150.56443718027157,1.0
358,1,MS,142.0442853917721,15.0,142.0442853917721,1.0
359,1,MS,133.89120411718744,15.0,133.89120411718744,1.0
360,1,MS,126.27343953227243,15.0,126.27343953227243,1.0
361,1,MS,118.98790944722538,15.0,118.98790944722538,1.0
362,1,MS,112.18399308646437,15.0,112.18399308646437,1.0
363,1,MS,105.67989031909829,15.0,105.67989031909829,1.0
364,1,MS,99.60840452359825,15.0,99.60840452359825,1.0
365,1,MS,93.80708631433859,15.0,93.80708631433859,1.0
366,1,MS,88.39293687280998,15.0,88.39293687280998,1.0
367,1,MS,83.22002328644591,15.0,83.22002328644591,1.0
368,1,MS,78.39283515476471,15.0,78.39283515476471,1.0
369,1,MS,73.78140803284188,15.0,73.78140803284188,1.0
370,1,MS,69.4789859106203,15.0,69.4789859106203,1.0
371,1,MS,65.36981054096292,15.0,65.36981054096292,1.0
372,1,MS,61.53682511156724,15.0,61.53682511156724,1.0
373,1,MS,57.87676455287486,15.0,57.87676455287486,1.0
374,1,MS,54.46361113723684,15.0,54.46361113723684,1.0
375,1,MS,51.205504222268814,15.0,51.205504222268814,1.0
376,1,MS,48.16838382395063,15.0,48.16838382395063,1.0
377,1,MS,45.27059701257323,15.0,45.27059701257323,1.0
378,1,MS,42.57083048706867,15.0,42.57083048706867,1.0
379,1,MS,39.99651851947522,15.0,39.99651851947522,1.0
380,1,MS,37.599926392098276,15.0,37.599926392098276,1.0
381,1,MS,35.316685375013904,15.0,35.316685375013904,1.0
382,1,MS,33.19246396733436,15.0,33.19246396733436,1.0
383,1,MS,31.169577661501325,15.0,31.169577661501325,1.0
384,1,MS,29.288002730808252,15.0,29.288002730808252,1.0
385,1,MS,27.496170572715723,15.0,27.496170572715723,1.0
386,1,MS,25.829920282813585,15.0,25.829920282813585,1.0
387,1,MS,24.243807861759006,15.0,24.243807861759006,1.0
388,1,MS,22.769526142172335,15.0,22.769526142172335,1.0
389,1,MS,21.366692500684046,15.0,21.366692500684046,1.0
390,1,MS,20.06320061388514,15.0,20.06320061388514,1.0
391,1,MS,18.8230616876742,15.0,18.8230616876742,1.0
392,1,MS,17.671008777609025,15.0,17.671008777609025,1.0
393,1,MS,16.575110073911855,15.0,16.575110073911855,1.0
394,1,MS,15.557313548672068,15.0,15.557313548672068,1.0
395,1,MS,14.58931829188383,15.0,14.58931829188383,1.0
396,1,MS,13.690566061631511,15.0,13.690566061631511,1.0
397,1,MS,12.83596096421707,15.0,12.83596096421707,1.0
398,1,MS,12.042727495360937,15.0,12.042727495360937,1.0
399,1,MS,11.288626732799683,15.0,11.288626732799683,1.0
400,1,MS,10.588931448302649,15.0,10.588931448302649,1.0
401,1,MS,9.923961621370225,15.0,9.923961621370225,1.0
402,1,MS,9.307264217775323,15.0,9.307264217775323,1.0
403,1,MS,8.721438085102523,15.0,8.721438085102523,1.0
404,1,MS,8.17844801408101,15.0,8.17844801408101,1.0
405,1,MS,7.662876516189116,15.0,7.662876516189116,1.0
406,1,MS,7.18528287511036,15.0,7.18528287511036,1.0
407,1,MS,6.732006837664668,15.0,6.732006837664668,1.0
408,1,MS,6.312381960872979,15.0,6.312381960872979,1.0
409,1,MS,5.9143201664938525,15.0,5.9143201664938525,1.0
410,1,MS,5.546012706570415,15.0,5.546012706570415,1.0
411,1,MS,5.19671949993684,15.0,5.19671949993684,1.0
412,1,MS,4.873671344796094,15.0,4.873671344796094,1.0
413,1,MS,4.567354165968651,15.0,4.567354165968651,1.0
414,1,MS,4.2841368299682925,15.0,4.2841368299682925,1.0
415,1,MS,4.015566488722474,15.0,4.015566488722474,1.0
416,1,MS,3.7673019303946416,15.0,3.7673019303946416,1.0
417,1,MS,3.531857122127333,15.0,3.531857122127333,1.0
418,1,MS,3.31424668593906,15.0,3.31424668593906,1.0
419,1,MS,3.107829563242931,15.0,3.107829563242931,1.0
420,1,MS,2.9170604017275226,15.0,2.9170604017275226,1.0
421,1,MS,2.7360563810193375,15.0,2.7360563810193375,1.0
422,1,MS,2.568786769005998,15.0,2.568786769005998,1.0
423,1,MS,2.4100462197958468,15.0,2.4100462197958468,1.0
424,1,MS,2.2633893581299,15.0,2.2633893581299,1.0
425,1,MS,2.124222280015721,15.0,2.124222280015721,1.0
426,1,MS,1.9957101432245365,15.0,1.9957101432245365,1.0
427,1,MS,1.8737842272426248,15.0,1.8737842272426248,1.0
428,1,MS,1.761253639766108,15.0,1.761253639766108,1.0
429,1,MS,1.654502195498829,15.0,1.654502195498829,1.0
430,1,MS,1.556031619150926,15.0,1.556031619150926,1.0
431,1,MS,1.4626288254516058,15.0,1.4626288254516058,1.0
432,1,MS,1.3765282444544717,15.0,1.3765282444544717,1.0
433,1,MS,1.2948744101197327,15.0,1.2948744101197327,1.0
434,1,MS,1.2196602168793784,15.0,1.2196602168793784,1.0
435,1,MS,1.1483395705047112,15.0,1.1483395705047112,1.0
436,1,MS,1.0826935276178113,15.0,1.0826935276178113,1.0
437,1,MS,1.0204475462290998,15.0,1.0204475462290998,1.0
438,1,MS,0.9631868855634581,15.0,0.9631868855634581,1.0
439,1,MS,0.9088651360122619,15.0,0.9088651360122619,1.0
440,1,MS,0.8589167931293874,15.0,0.8589167931293874,1.0
441,1,MS,0.811508634170194,15.0,0.811508634170194,1.0
442,1,MS,0.7679333070054468,15.0,0.7679333070054468,1.0
443,1,MS,0.7265386662195187,15.0,0.7265386662195187,1.0
444,1,MS,0.6884940562447219,15.0,0.6884940562447219,1.0
445,1,MS,0.652310475982636,15.0,0.652310475982636,1.0
446,1,MS,0.6190541723980167,15.0,0.6190541723980167,1.0
447,1,MS,0.5873847935606981,15.0,0.5873847935606981,1.0
448,1,MS,0.5582797987720104,15.0,0.5582797987720104,1.0
449,1,MS,0.5305317778452519,15.0,0.5305317778452519,1.0
450,1,MS,0.5050418850768118,15.0,0.5050418850768118,1.0
451,1,MS,0.48072168383930236,15.0,0.48072168383930236,1.0
452,1,MS,0.4584039763506768,15.0,0.4584039763506768,1.0
453,1,MS,0.43710355772531406,15.0,0.43710355772531406,1.0
454,1,MS,0.41758763142877675,15.0,0.41758763142877675,1.0
455,1,MS,0.3989570665538308,15.0,0.3989570665538308,1.0
456,1,MS,0.38191845736182983,15.0,0.38191845736182983,1.0
457,1,MS,0.3656460041463376,15.0,0.3656460041463376,1.0
458,1,MS,0.35079662522656846,15.0,0.35079662522656846,1.0
459,1,MS,0.33661136572978384,15.0,0.33661136572978384,1.0
460,1,MS,0.32370266131899417,15.0,0.32370266131899417,1.0
461,1,MS,0.3113688083269672,15.0,0.3113688083269672,1.0
462,1,MS,0.30018228252503537,15.0,0.30018228252503537,1.0
463,1,MS,0.28948973595542593,15.0,0.28948973595542593,1.0
464,1,MS,0.27982989295699284,15.0,0.27982989295699284,1.0
465,1,MS,0.2705910815808247,15.0,0.2705910815808247,1.0
466,1,MS,0.2622823900371848,15.0,0.2622823900371848,1.0
467,1,MS,0.2543270897286123,15.0,0.2543270897286123,1.0
468,1,MS,0.24720573314049157,15.0,0.24720573314049157,1.0
469,1,MS,0.24036819875126625,15.0,0.24036819875126625,1.0
470,1,MS,0.23426991464788757,15.0,0.23426991464788757,1.0
471,1,MS,0.22838652523588482,15.0,0.22838652523588482,1.0
472,1,MS,0.22315737448747708,15.0,0.22315737448747708,1.0
473,1,MS,0.21808772911822283,15.0,0.21808772911822283,1.0
474,1,MS,0.21360852972475303,15.0,0.21360852972475303,1.0
475,1,MS,0.20925147826236676,15.0,0.20925147826236676,1.0
476,1,MS,0.20543736201827562,15.0,0.20543736201827562,1.0
477,1,MS,0.20171821902552575,15.0,0.20171821902552575,1.0
478,1,MS,0.19850555573884643,15.0,0.19850555573884643,1.0
479,1,MS,0.19536848346744323,15.0,0.19536848346744323,1.0
480,1,MS,0.19271051351982815,15.0,0.19271051351982815,1.0
481,1,MS,0.19011484602097742,15.0,0.19011484602097742,1.0
482,1,MS,0.18797709520945313,15.0,0.18797709520945313,1.0
483,1,MS,0.18589134329472684,15.0,0.18589134329472684,1.0
484,1,MS,0.18424650023752023,15.0,0.18424650023752023,1.0
485,1,MS,0.18264545175757382,15.0,0.18264545175757382,1.0
486,1,MS,0.1814707467754629,15.0,0.1814707467754629,1.0
487,1,MS,0.18033058638506094,15.0,0.18033058638506094,1.0
488,1,MS,0.17959986887589016,15.0,0.17959986887589016,1.0
489,1,MS,0.17888772634201616,15.0,0.17888772634201616,1.0
490,1,MS,0.17855970519976255,15.0,0.17855970519976255,1.0
491,1,MS,0.17822346143094325,15.0,0.17822346143094325,1.0
