t,plant,axis,Conc_Nitrates_Soil,Tsoil,nitrates,volume
492,1,MS,0.17823661525025974,15.0,0.17823661525025974,1.0
493,1,MS,0.17820977181635544,15.0,0.17820977181635544,1.0
494,1,MS,0.17850289920294593,15.0,0.17850289920294593,1.0
495,1,MS,0.1787315871779015,15.0,0.1787315871779015,1.0
496,1,MS,0.17925309984832935,15.0,0.17925309984832935,1.0
497,1,MS,0.1796841600277837,15.0,0.1796841600277837,1.0
498,1,MS,0.1803852473407466,15.0,0.1803852473407466,1.0
499,1,MS,0.18097977416150934,15.0,0.18097977416150934,1.0
500,1,MS,0.18183533315122274,15.0,0.18183533315122274,1.0
501,1,MS,0.18258220108147805,15.0,0.18258220108147805,1.0
502,1,MS,0.18359382244724515,15.0,0.18359382244724515,1.0
503,1,MS,0.18450476110948166,15.0,0.18450476110948166,1.0
504,1,MS,0.18569133769495902,15.0,0.18569133769495902,1.0
505,1,MS,0.18679029345973044,15.0,0.18679029345973044,1.0
506,1,MS,0.188178221725892,15.0,0.188178221725892,1.0
507,1,MS,0.1894933016807165,15.0,0.1894933016807165,1.0
508,1,MS,0.19111050800684876,15.0,0.19111050800684876,1.0
509,1,MS,0.19266962150402708,15.0,0.19266962150402708,1.0
510,1,MS,0.19454212752653677,15.0,0.19454212752653677,1.0
511,1,MS,0.19636930866858657,15.0,0.19636930866858657,1.0
512,1,MS,0.19851545579575214,15.0,0.19851545579575214,1.0
513,1,MS,0.20062029929645714,15.0,0.20062029929645714,1.0
514,1,MS,0.2030335412861306,15.0,0.2030335412861306,1.0
515,1,MS,0.20539053962033,15.0,0.20539053962033,1.0
516,1,MS,0.2080294130227318,15.0,0.2080294130227318,1.0
517,1,MS,0.210584876224523,15.0,0.210584876224523,1.0
518,1,MS,0.21338526518193998,15.0,0.21338526518193998,1.0
519,1,MS,0.21606501835988368,15.0,0.21606501835988368,1.0
520,1,MS,0.2189521231596244,15.0,0.2189521231596244,1.0
521,1,MS,0.2216848158454965,15.0,0.2216848158454965,1.0
522,1,MS,0.2245978117530682,15.0,0.2245978117530682,1.0
523,1,MS,0.22733608414462333,15.0,0.22733608414462333,1.0
524,1,MS,0.23025040367717092,15.0,0.23025040367717092,1.0
525,1,MS,0.2329940638736206,15.0,0.2329940638736206,1.0
526,1,MS,0.23592926408998602,15.0,0.23592926408998602,1.0
527,1,MS,0.2387124128358992,15.0,0.2387124128358992,1.0
528,1,MS,0.24170999758668898,15.0,0.24170999758668898,1.0
529,1,MS,0.2445797246478249,15.0,0.2445797246478249,1.0
530,1,MS,0.24768735196013225,15.0,0.24768735196013225,1.0
531,1,MS,0.2506929518538859,15.0,0.2506929518538859,1.0
532,1,MS,0.25395663535962293,15.0,0.25395663535962293,1.0
533,1,MS,0.2571416773680883,15.0,0.2571416773680883,1.0
534,1,MS,0.26059684115348336,15.0,0.26059684115348336,1.0
535,1,MS,0.2639850027938769,15.0,0.2639850027938769,1.0
536,1,MS,0.2676300213622449,15.0,0.2676300213622449,1.0
537,1,MS,0.2711820017308797,15.0,0.2711820017308797,1.0
538,1,MS,0.27493327321078964,15.0,0.27493327321078964,1.0
539,1,MS,0.2785188223675295,15.0,0.2785188223675295,1.0
540,1,MS,0.2822203410241069,15.0,0.2822203410241069,1.0
541,1,MS,0.2856666555465582,15.0,0.2856666555465582,1.0
542,1,MS,0.28915834205412627,15.0,0.28915834205412627,1.0
543,1,MS,0.2923262868109752,15.0,0.2923262868109752,1.0
544,1,MS,0.29551546234084575,15.0,0.29551546234084575,1.0
545,1,MS,0.2983567730232893,15.0,0.2983567730232893,1.0
546,1,MS,0.30123201055919935,15.0,0.30123201055919935,1.0
547,1,MS,0.30376305157634637,15.0,0.30376305157634637,1.0
548,1,MS,0.3063642357028341,15.0,0.3063642357028341,1.0
549,1,MS,0.30864913797296617,15.0,0.30864913797296617,1.0
550,1,MS,0.3110559237797247,15.0,0.3110559237797247,1.0
551,1,MS,0.3131895729248373,15.0,0.3131895729248373,1.0
552,1,MS,0.31550088052734987,15.0,0.31550088052734987,1.0
553,1,MS,0.31758743031769215,15.0,0.31758743031769215,1.0
554,1,MS,0.3199034307208699,15.0,0.3199034307208699,1.0
555,1,MS,0.32204250069170665,15.0,0.32204250069170665,1.0
556,1,MS,0.32445467276809253,15.0,0.32445467276809253,1.0
557,1,MS,0.3267328743415527,15.0,0.3267328743415527,1.0
558,1,MS,0.3293144625124011,15.0,0.3293144625124011,1.0
559,1,MS,0.3317883782874418,15.0,0.3317883782874418,1.0
560,1,MS,0.334560809296524,15.0,0.334560809296524,1.0
561,1,MS,0.3372025596194332,15.0,0.3372025596194332,1.0
562,1,MS,0.34008174512597256,15.0,0.34008174512597256,1.0
563,1,MS,0.3427514230476137,15.0,0.3427514230476137,1.0
564,1,MS,0.3455676888643155,15.0,0.3455676888643155,1.0
565,1,MS,0.34807640347300955,15.0,0.34807640347300955,1.0
566,1,MS,0.3506520038957119,15.0,0.3506520038957119,1.0
567,1,MS,0.35283892943100614,15.0,0.35283892943100614,1.0
568,1,MS,0.3550556164264572,15.0,0.3550556164264572,1.0
569,1,MS,0.3568448317216941,15.0,0.3568448317216941,1.0
570,1,MS,0.35867010442404407,15.0,0.35867010442404407,1.0
571,1,MS,0.36006659798416907,15.0,0.36006659798416907,1.0
572,1,MS,0.36153793648233734,15.0,0.36153793648233734,1.0
573,1,MS,0.36261101613718216,15.0,0.36261101613718216,1.0
574,1,MS,0.3638196969164353,15.0,0.3638196969164353,1.0
575,1,MS,0.36468216059964403,15.0,0.36468216059964403,1.0
576,1,MS,0.3657483036913349,15.0,0.3657483036913349,1.0
577,1,MS,0.36652818020459427,15.0,0.36652818020459427,1.0
578,1,MS,0.36757617950338506,15.0,0.36757617950338506,1.0
579,1,MS,0.36839804269903437,15.0,0.36839804269903437,1.0
580,1,MS,0.3695436346980637,15.0,0.3695436346980637,1.0
581,1,MS,0.3705184061712272,15.0,0.3705184061712272,1.0
582,1,MS,0.3718583633797394,15.0,0.3718583633797394,1.0
583,1,MS,0.3730670509988083,15.0,0.3730670509988083,1.0
584,1,MS,0.3746488423554754,15.0,0.3746488423554754,1.0
585,1,MS,0.37609192455202306,15.0,0.37609192455202306,1.0
586,1,MS,0.37785457930073535,15.0,0.37785457930073535,1.0
587,1,MS,0.37940458106029207,15.0,0.37940458106029207,1.0
588,1,MS,0.38117642499228455,15.0,0.38117642499228455,1.0
589,1,MS,0.3826340450664488,15.0,0.3826340450664488,1.0
590,1,MS,0.384228181094745,15.0,0.384228181094745,1.0
591,1,MS,0.3854258450671061,15.0,0.3854258450671061,1.0
592,1,MS,0.38671023277679456,15.0,0.38671023277679456,1.0
593,1,MS,0.38754976560237153,15.0,0.38754976560237153,1.0
594,1,MS,0.3884743653171546,15.0,0.3884743653171546,1.0
595,1,MS,0.38895407020677175,15.0,0.38895407020677175,1.0
596,1,MS,0.3895581139285612,15.0,0.3895581139285612,1.0
597,1,MS,0.3897527759481992,15.0,0.3897527759481992,1.0
598,1,MS,0.39013427193098366,15.0,0.39013427193098366,1.0
599,1,MS,0.39016349170186027,15.0,0.39016349170186027,1.0
600,1,MS,0.3904486094495726,15.0,0.3904486094495726,1.0
601,1,MS,0.3904451780422555,15.0,0.3904451780422555,1.0
602,1,MS,0.39076151658872926,15.0,0.39076151658872926,1.0
603,1,MS,0.3908512618037998,15.0,0.3908512618037998,1.0
604,1,MS,0.3913139826047886,15.0,0.3913139826047886,1.0
605,1,MS,0.3916049848365219,15.0,0.3916049848365219,1.0
606,1,MS,0.39230571265557584,15.0,0.39230571265557584,1.0
607,1,MS,0.3928698340016489,15.0,0.3928698340016489,1.0
608,1,MS,0.39384007054112236,15.0,0.39384007054112236,1.0
609,1,MS,0.39465138453657056,15.0,0.39465138453657056,1.0
610,1,MS,0.3958005558581361,15.0,0.3958005558581361,1.0
611,1,MS,0.39670747943297346,15.0,0.39670747943297346,1.0
612,1,MS,0.3978491069364137,15.0,0.3978491069364137,1.0
613,1,MS,0.39863973816715376,15.0,0.39863973816715376,1.0
614,1,MS,0.3995677067568379,15.0,0.3995677067568379,1.0
615,1,MS,0.4000446108733529,15.0,0.4000446108733529,1.0
616,1,MS,0.40059092578671385,15.0,0.40059092578671385,1.0
617,1,MS,0.4006137747902278,15.0,0.4006137747902278,1.0
618,1,MS,0.40067884255877156,15.0,0.40067884255877156,1.0
619,1,MS,0.4001920949933046,15.0,0.4001920949933046,1.0
620,1,MS,0.3997727387393958,15.0,0.3997727387393958,1.0
621,1,MS,0.3988281722373844,15.0,0.3988281722373844,1.0
622,1,MS,0.39801847909854277,15.0,0.39801847909854277,1.0
623,1,MS,0.3967463403619509,15.0,0.3967463403619509,1.0
624,1,MS,0.39569146660560917,15.0,0.39569146660560917,1.0
625,1,MS,0.39424854355681266,15.0,0.39424854355681266,1.0
626,1,MS,0.3931016599737137,15.0,0.3931016599737137,1.0
627,1,MS,0.3916401248929655,15.0,0.3916401248929655,1.0
628,1,MS,0.3905398670334688,15.0,0.3905398670334688,1.0
629,1,MS,0.3891829969507408,15.0,0.3891829969507408,1.0
630,1,MS,0.388230837428059,15.0,0.388230837428059,1.0
631,1,MS,0.3870667706068608,15.0,0.3870667706068608,1.0
632,1,MS,0.3863267808265823,15.0,0.3863267808265823,1.0
633,1,MS,0.38538338984099,15.0,0.38538338984099,1.0
634,1,MS,0.38483568756190883,15.0,0.38483568756190883,1.0
635,1,MS,0.38404942158924565,15.0,0.38404942158924565,1.0
636,1,MS,0.3836128087849178,15.0,0.3836128087849178,1.0
637,1,MS,0.3829017577945329,15.0,0.3829017577945329,1.0
638,1,MS,0.3825046697616187,15.0,0.3825046697616187,1.0
639,1,MS,0.38180995817944335,15.0,0.38180995817944335,1.0
640,1,MS,0.3814197866880019,15.0,0.3814197866880019,1.0
641,1,MS,0.3807370188996309,15.0,0.3807370188996309,1.0
642,1,MS,0.38036777837879376,15.0,0.38036777837879376,1.0
643,1,MS,0.37972023561981544,15.0,0.37972023561981544,1.0
644,1,MS,0.37940199625347876,15.0,0.37940199625347876,1.0
645,1,MS,0.37883006675340536,15.0,0.37883006675340536,1.0
646,1,MS,0.3786136722372651,15.0,0.3786136722372651,1.0
647,1,MS,0.3781789111375577,15.0,0.3781789111375577,1.0
648,1,MS,0.3781280668882713,15.0,0.3781280668882713,1.0
649,1,MS,0.3778931225242454,15.0,0.3778931225242454,1.0
650,1,MS,0.3780621973984663,15.0,0.3780621973984663,1.0
651,1,MS,0.37807236434922614,15.0,0.37807236434922614,1.0
652,1,MS,0.37849435014152966,15.0,0.37849435014152966,1.0
653,1,MS,0.3787730058025233,15.0,0.3787730058025233,1.0
654,1,MS,0.3794622110265711,15.0,0.3794622110265711,1.0
655,1,MS,0.38001624556420244,15.0,0.38001624556420244,1.0
656,1,MS,0.3809616361615327,15.0,0.3809616361615327,1.0
657,1,MS,0.38174404381803795,15.0,0.38174404381803795,1.0
658,1,MS,0.38285409036894613,15.0,0.38285409036894613,1.0
659,1,MS,0.3837342756429334,15.0,0.3837342756429334,1.0
660,1,MS,0.3848774766672399,15.0,0.3848774766672399,1.0
661,1,MS,0.3857444044982947,15.0,0.3857444044982947,1.0
662,1,MS,0.38684784445666165,15.0,0.38684784445666165,1.0
663,1,MS,0.3876567644677678,15.0,0.3876567644677678,1.0
664,1,MS,0.38868896437317235,15.0,0.38868896437317235,1.0
665,1,MS,0.38941266690563836,15.0,0.38941266690563836,1.0
666,1,MS,0.390361136306088,15.0,0.390361136306088,1.0
667,1,MS,0.39100768700260513,15.0,0.39100768700260513,1.0
668,1,MS,0.3918974466887403,15.0,0.3918974466887403,1.0
669,1,MS,0.3925060832329813,15.0,0.3925060832329813,1.0
670,1,MS,0.39338746824566495,15.0,0.39338746824566495,1.0
671,1,MS,0.3940210022282275,15.0,0.3940210022282275,1.0
672,1,MS,0.39496095149221766,15.0,0.39496095149221766,1.0
673,1,MS,0.3956890482580206,15.0,0.3956890482580206,1.0
674,1,MS,0.39675215225042626,15.0,0.39675215225042626,1.0
675,1,MS,0.3976334779217954,15.0,0.3976334779217954,1.0
676,1,MS,0.3988667025540034,15.0,0.3988667025540034,1.0
677,1,MS,0.39993741008560163,15.0,0.39993741008560163,1.0
678,1,MS,0.40136440207710594,15.0,0.40136440207710594,1.0
679,1,MS,0.4026409338058286,15.0,0.4026409338058286,1.0
680,1,MS,0.4042686861638576,15.0,0.4042686861638576,1.0
681,1,MS,0.40574538981052255,15.0,0.40574538981052255,1.0
682,1,MS,0.4075564240861125,15.0,0.4075564240861125,1.0
683,1,MS,0.40920529610662537,15.0,0.40920529610662537,1.0
684,1,MS,0.41116130650385796,15.0,0.41116130650385796,1.0
685,1,MS,0.41292714903569083,15.0,0.41292714903569083,1.0
686,1,MS,0.41495291990551114,15.0,0.41495291990551114,1.0
687,1,MS,0.4167345624571582,15.0,0.4167345624571582,1.0
688,1,MS,0.418724497369911,15.0,0.418724497369911,1.0
689,1,MS,0.42042880123842086,15.0,0.42042880123842086,1.0
690,1,MS,0.42232085672737013,15.0,0.42232085672737013,1.0
691,1,MS,0.4239119856846484,15.0,0.4239119856846484,1.0
692,1,MS,0.42569261967070654,15.0,0.42569261967070654,1.0
693,1,MS,0.427176393877362,15.0,0.427176393877362,1.0
694,1,MS,0.4288753024776591,15.0,0.4288753024776591,1.0
