,area,axis,height,metamer,organ,plant,species
3356,16.1365984253,MS,23.1515312751,1,blade,259,Caphorn
3354,3.14159265359,MS,2.5,1,internode,259,Caphorn
3355,6.22035345411,MS,10.5,1,sheath,259,Caphorn
3358,22.6438551953,MS,36.0332930771,2,blade,259,Caphorn
3357,10.1536274564,MS,21.05,2,sheath,259,Caphorn
3361,33.9539597154,MS,50.2861039321,3,blade,259,Caphorn
3359,0.292168116784,MS,26.25,3,internode,259,Caphorn
3360,15.8336269741,MS,33.4,3,sheath,259,Caphorn
3364,34.2266395197,MS,66.9787109517,4,blade,259,Caphorn
3362,3.75734481369,MS,42.7,4,internode,259,Caphorn
3363,18.6767683256,MS,52.25,4,sheath,259,Caphorn
3365,8.1367249728,MS,63.2,5,internode,259,Caphorn
3366,47.1238898038,MS,71.4,6,internode,259,Caphorn
3369,16.1365984253,MS,24.5459513351,1,blade,260,Caphorn
3367,3.14159265359,MS,2.5,1,internode,260,Caphorn
3368,6.22035345411,MS,10.5,1,sheath,260,Caphorn
3371,22.6438551953,MS,35.8134815469,2,blade,260,Caphorn
3370,10.1536274564,MS,21.05,2,sheath,260,Caphorn
3374,33.9539597154,MS,51.5709054447,3,blade,260,Caphorn
3372,0.292168116784,MS,26.25,3,internode,260,Caphorn
3373,15.8336269741,MS,33.4,3,sheath,260,Caphorn
3377,34.2266395197,MS,65.7053200784,4,blade,260,Caphorn
3375,3.75734481369,MS,42.7,4,internode,260,Caphorn
3376,18.6767683256,MS,52.25,4,sheath,260,Caphorn
3378,8.1367249728,MS,63.2,5,internode,260,Caphorn
3379,47.1238898038,MS,71.4,6,internode,260,Caphorn
3382,16.1365984253,MS,23.6888516954,1,blade,261,Caphorn
3380,3.14159265359,MS,2.5,1,internode,261,Caphorn
3381,6.22035345411,MS,10.5,1,sheath,261,Caphorn
3384,22.6438551953,MS,35.1226865632,2,blade,261,Caphorn
3383,10.1536274564,MS,21.05,2,sheath,261,Caphorn
3387,33.9539597154,MS,50.5143633552,3,blade,261,Caphorn
3385,0.292168116784,MS,26.25,3,internode,261,Caphorn
3386,15.8336269741,MS,33.4,3,sheath,261,Caphorn
3390,34.2266395197,MS,66.8838346492,4,blade,261,Caphorn
3388,3.75734481369,MS,42.7,4,internode,261,Caphorn
3389,18.6767683256,MS,52.25,4,sheath,261,Caphorn
3391,8.1367249728,MS,63.2,5,internode,261,Caphorn
3392,47.1238898038,MS,71.4,6,internode,261,Caphorn
3395,16.1365984253,MS,18.8436944964,1,blade,262,Caphorn
3393,3.14159265359,MS,2.5,1,internode,262,Caphorn
3394,6.22035345411,MS,10.5,1,sheath,262,Caphorn
3397,22.6438551953,MS,36.0332930771,2,blade,262,Caphorn
3396,10.1536274564,MS,21.05,2,sheath,262,Caphorn
3400,33.9539597154,MS,51.0896277053,3,blade,262,Caphorn
3398,0.292168116784,MS,26.25,3,internode,262,Caphorn
3399,15.8336269741,MS,33.4,3,sheath,262,Caphorn
3403,34.2266395197,MS,66.5409397431,4,blade,262,Caphorn
3401,3.75734481369,MS,42.7,4,internode,262,Caphorn
3402,18.6767683256,MS,52.25,4,sheath,262,Caphorn
3404,8.1367249728,MS,63.2,5,internode,262,Caphorn
3405,47.1238898038,MS,71.4,6,internode,262,Caphorn
3408,16.1365984253,MS,23.319991357,1,blade,263,Caphorn
3406,3.14159265359,MS,2.5,1,internode,263,Caphorn
3407,6.22035345411,MS,10.5,1,sheath,263,Caphorn
3410,22.6438551953,MS,36.0355502366,2,blade,263,Caphorn
3409,10.1536274564,MS,21.05,2,sheath,263,Caphorn
3413,33.9539597154,MS,52.5381821609,3,blade,263,Caphorn
3411,0.292168116784,MS,26.25,3,internode,263,Caphorn
3412,15.8336269741,MS,33.4,3,sheath,263,Caphorn
3416,34.2266395197,MS,66.389062305,4,blade,263,Caphorn
3414,3.75734481369,MS,42.7,4,internode,263,Caphorn
3415,18.6767683256,MS,52.25,4,sheath,263,Caphorn
3417,8.1367249728,MS,63.2,5,internode,263,Caphorn
3418,47.1238898038,MS,71.4,6,internode,263,Caphorn
3421,16.1365984253,MS,23.7357328055,1,blade,264,Caphorn
3419,3.14159265359,MS,2.5,1,internode,264,Caphorn
3420,6.22035345411,MS,10.5,1,sheath,264,Caphorn
3423,22.6438551953,MS,36.0355502366,2,blade,264,Caphorn
3422,10.1536274564,MS,21.05,2,sheath,264,Caphorn
3426,33.9539597154,MS,50.5143633552,3,blade,264,Caphorn
3424,0.292168116784,MS,26.25,3,internode,264,Caphorn
3425,15.8336269741,MS,33.4,3,sheath,264,Caphorn
3429,34.2266395197,MS,66.8838346492,4,blade,264,Caphorn
3427,3.75734481369,MS,42.7,4,internode,264,Caphorn
3428,18.6767683256,MS,52.25,4,sheath,264,Caphorn
3430,8.1367249728,MS,63.2,5,internode,264,Caphorn
3431,47.1238898038,MS,71.4,6,internode,264,Caphorn
3434,16.1365984253,MS,25.2935650641,1,blade,265,Caphorn
3432,3.14159265359,MS,2.5,1,internode,265,Caphorn
3433,6.22035345411,MS,10.5,1,sheath,265,Caphorn
3436,22.6438551953,MS,35.1226865632,2,blade,265,Caphorn
3435,10.1536274564,MS,21.05,2,sheath,265,Caphorn
3439,33.9539597154,MS,51.6112498025,3,blade,265,Caphorn
3437,0.292168116784,MS,26.25,3,internode,265,Caphorn
3438,15.8336269741,MS,33.4,3,sheath,265,Caphorn
3442,34.2266395197,MS,66.6237328052,4,blade,265,Caphorn
3440,3.75734481369,MS,42.7,4,internode,265,Caphorn
3441,18.6767683256,MS,52.25,4,sheath,265,Caphorn
3443,8.1367249728,MS,63.2,5,internode,265,Caphorn
3444,47.1238898038,MS,71.4,6,internode,265,Caphorn
3447,16.1365984253,MS,22.5785353042,1,blade,266,Caphorn
3445,3.14159265359,MS,2.5,1,internode,266,Caphorn
3446,6.22035345411,MS,10.5,1,sheath,266,Caphorn
3449,22.6438551953,MS,36.0333198645,2,blade,266,Caphorn
3448,10.1536274564,MS,21.05,2,sheath,266,Caphorn
3452,33.9539597154,MS,52.5785824836,3,blade,266,Caphorn
3450,0.292168116784,MS,26.25,3,internode,266,Caphorn
3451,15.8336269741,MS,33.4,3,sheath,266,Caphorn
3455,34.2266395197,MS,67.2215175351,4,blade,266,Caphorn
3453,3.75734481369,MS,42.7,4,internode,266,Caphorn
3454,18.6767683256,MS,52.25,4,sheath,266,Caphorn
3456,8.1367249728,MS,63.2,5,internode,266,Caphorn
3457,47.1238898038,MS,71.4,6,internode,266,Caphorn
3460,16.1365984253,MS,25.5122408555,1,blade,267,Caphorn
3458,3.14159265359,MS,2.5,1,internode,267,Caphorn
3459,6.22035345411,MS,10.5,1,sheath,267,Caphorn
3462,22.6438551953,MS,35.6190403949,2,blade,267,Caphorn
3461,10.1536274564,MS,21.05,2,sheath,267,Caphorn
3465,33.9539597154,MS,52.4510934811,3,blade,267,Caphorn
3463,0.292168116784,MS,26.25,3,internode,267,Caphorn
3464,15.8336269741,MS,33.4,3,sheath,267,Caphorn
3468,34.2266395197,MS,67.2215175351,4,blade,267,Caphorn
3466,3.75734481369,MS,42.7,4,internode,267,Caphorn
3467,18.6767683256,MS,52.25,4,sheath,267,Caphorn
3469,8.1367249728,MS,63.2,5,internode,267,Caphorn
3470,47.1238898038,MS,71.4,6,internode,267,Caphorn
3473,16.1365984253,MS,22.7031693165,1,blade,268,Caphorn
3471,3.14159265359,MS,2.5,1,internode,268,Caphorn
3472,6.22035345411,MS,10.5,1,sheath,268,Caphorn
3475,22.6438551953,MS,36.7941604321,2,blade,268,Caphorn
3474,10.1536274564,MS,21.05,2,sheath,268,Caphorn
3478,33.9539597154,MS,51.6112498025,3,blade,268,Caphorn
3476,0.292168116784,MS,26.25,3,internode,268,Caphorn
3477,15.8336269741,MS,33.4,3,sheath,268,Caphorn
3481,34.2266395197,MS,66.3298368945,4,blade,268,Caphorn
3479,3.75734481369,MS,42.7,4,internode,268,Caphorn
3480,18.6767683256,MS,52.25,4,sheath,268,Caphorn
3482,8.1367249728,MS,63.2,5,internode,268,Caphorn
3483,47.1238898038,MS,71.4,6,internode,268,Caphorn
3486,16.1365984253,MS,23.2018914755,1,blade,269,Caphorn
3484,3.14159265359,MS,2.5,1,internode,269,Caphorn
3485,6.22035345411,MS,10.5,1,sheath,269,Caphorn
3488,22.6438551953,MS,35.2166859798,2,blade,269,Caphorn
3487,10.1536274564,MS,21.05,2,sheath,269,Caphorn
3491,33.9539597154,MS,53.4252342332,3,blade,269,Caphorn
3489,0.292168116784,MS,26.25,3,internode,269,Caphorn
3490,15.8336269741,MS,33.4,3,sheath,269,Caphorn
3494,34.2266395197,MS,67.2725992912,4,blade,269,Caphorn
3492,3.75734481369,MS,42.7,4,internode,269,Caphorn
3493,18.6767683256,MS,52.25,4,sheath,269,Caphorn
3495,8.1367249728,MS,63.2,5,internode,269,Caphorn
3496,47.1238898038,MS,71.4,6,internode,269,Caphorn
3499,16.1365984253,MS,23.8829103848,1,blade,270,Caphorn
3497,3.14159265359,MS,2.5,1,internode,270,Caphorn
3498,6.22035345411,MS,10.5,1,sheath,270,Caphorn
3501,22.6438551953,MS,35.3683410417,2,blade,270,Caphorn
3500,10.1536274564,MS,21.05,2,sheath,270,Caphorn
3504,33.9539597154,MS,51.5709054447,3,blade,270,Caphorn
3502,0.292168116784,MS,26.25,3,internode,270,Caphorn
3503,15.8336269741,MS,33.4,3,sheath,270,Caphorn
3507,34.2266395197,MS,67.8225893833,4,blade,270,Caphorn
3505,3.75734481369,MS,42.7,4,internode,270,Caphorn
3506,18.6767683256,MS,52.25,4,sheath,270,Caphorn
3508,8.1367249728,MS,63.2,5,internode,270,Caphorn
3509,47.1238898038,MS,71.4,6,internode,270,Caphorn
3512,16.1365984253,MS,25.0712297859,1,blade,271,Caphorn
3510,3.14159265359,MS,2.5,1,internode,271,Caphorn
3511,6.22035345411,MS,10.5,1,sheath,271,Caphorn
3514,22.6438551953,MS,36.0355502366,2,blade,271,Caphorn
3513,10.1536274564,MS,21.05,2,sheath,271,Caphorn
3517,33.9539597154,MS,52.5785824836,3,blade,271,Caphorn
3515,0.292168116784,MS,26.25,3,internode,271,Caphorn
3516,15.8336269741,MS,33.4,3,sheath,271,Caphorn
3520,34.2266395197,MS,66.6237328052,4,blade,271,Caphorn
3518,3.75734481369,MS,42.7,4,internode,271,Caphorn
3519,18.6767683256,MS,52.25,4,sheath,271,Caphorn
3521,8.1367249728,MS,63.2,5,internode,271,Caphorn
3522,47.1238898038,MS,71.4,6,internode,271,Caphorn
3525,16.1365984253,MS,12.8601042502,1,blade,272,Caphorn
3523,3.14159265359,MS,2.5,1,internode,272,Caphorn
3524,6.22035345411,MS,10.5,1,sheath,272,Caphorn
3527,22.6438551953,MS,35.1226865632,2,blade,272,Caphorn
3526,10.1536274564,MS,21.05,2,sheath,272,Caphorn
3530,33.9539597154,MS,50.4021535364,3,blade,272,Caphorn
3528,0.292168116784,MS,26.25,3,internode,272,Caphorn
3529,15.8336269741,MS,33.4,3,sheath,272,Caphorn
3533,34.2266395197,MS,66.8838346492,4,blade,272,Caphorn
3531,3.75734481369,MS,42.7,4,internode,272,Caphorn
3532,18.6767683256,MS,52.25,4,sheath,272,Caphorn
3534,8.1367249728,MS,63.2,5,internode,272,Caphorn
3535,47.1238898038,MS,71.4,6,internode,272,Caphorn
3538,16.1365984253,MS,25.6162434745,1,blade,273,Caphorn
3536,3.14159265359,MS,2.5,1,internode,273,Caphorn
3537,6.22035345411,MS,10.5,1,sheath,273,Caphorn
3540,22.6438551953,MS,35.1226865632,2,blade,273,Caphorn
3539,10.1536274564,MS,21.05,2,sheath,273,Caphorn
3543,33.9539597154,MS,52.387379866,3,blade,273,Caphorn
3541,0.292168116784,MS,26.25,3,internode,273,Caphorn
3542,15.8336269741,MS,33.4,3,sheath,273,Caphorn
3546,34.2266395197,MS,66.881178343,4,blade,273,Caphorn
3544,3.75734481369,MS,42.7,4,internode,273,Caphorn
3545,18.6767683256,MS,52.25,4,sheath,273,Caphorn
3547,8.1367249728,MS,63.2,5,internode,273,Caphorn
3548,47.1238898038,MS,71.4,6,internode,273,Caphorn
3551,16.1365984253,MS,22.4356760314,1,blade,274,Caphorn
3549,3.14159265359,MS,2.5,1,internode,274,Caphorn
3550,6.22035345411,MS,10.5,1,sheath,274,Caphorn
3553,22.6438551953,MS,35.3683410417,2,blade,274,Caphorn
3552,10.1536274564,MS,21.05,2,sheath,274,Caphorn
3556,33.9539597154,MS,50.5143633552,3,blade,274,Caphorn
3554,0.292168116784,MS,26.25,3,internode,274,Caphorn
3555,15.8336269741,MS,33.4,3,sheath,274,Caphorn
3559,34.2266395197,MS,66.6237328052,4,blade,274,Caphorn
3557,3.75734481369,MS,42.7,4,internode,274,Caphorn
3558,18.6767683256,MS,52.25,4,sheath,274,Caphorn
3560,8.1367249728,MS,63.2,5,internode,274,Caphorn
3561,47.1238898038,MS,71.4,6,internode,274,Caphorn
3564,16.1365984253,MS,22.5785353042,1,blade,275,Caphorn
3562,3.14159265359,MS,2.5,1,internode,275,Caphorn
3563,6.22035345411,MS,10.5,1,sheath,275,Caphorn
3566,22.6438551953,MS,36.7941604321,2,blade,275,Caphorn
3565,10.1536274564,MS,21.05,2,sheath,275,Caphorn
3569,33.9539597154,MS,51.6112498025,3,blade,275,Caphorn
3567,0.292168116784,MS,26.25,3,internode,275,Caphorn
3568,15.8336269741,MS,33.4,3,sheath,275,Caphorn
3572,34.2266395197,MS,66.389062305,4,blade,275,Caphorn
3570,3.75734481369,MS,42.7,4,internode,275,Caphorn
3571,18.6767683256,MS,52.25,4,sheath,275,Caphorn
3573,8.1367249728,MS,63.2,5,internode,275,Caphorn
3574,47.1238898038,MS,71.4,6,internode,275,Caphorn
3577,16.1365984253,MS,24.7908707627,1,blade,276,Caphorn
3575,3.14159265359,MS,2.5,1,internode,276,Caphorn
3576,6.22035345411,MS,10.5,1,sheath,276,Caphorn
3579,22.6438551953,MS,34.5849137228,2,blade,276,Caphorn
3578,10.1536274564,MS,21.05,2,sheath,276,Caphorn
3582,33.9539597154,MS,52.1873858835,3,blade,276,Caphorn
3580,0.292168116784,MS,26.25,3,internode,276,Caphorn
3581,15.8336269741,MS,33.4,3,sheath,276,Caphorn
3585,34.2266395197,MS,67.5081103131,4,blade,276,Caphorn
3583,3.75734481369,MS,42.7,4,internode,276,Caphorn
3584,18.6767683256,MS,52.25,4,sheath,276,Caphorn
3586,8.1367249728,MS,63.2,5,internode,276,Caphorn
3587,47.1238898038,MS,71.4,6,internode,276,Caphorn
3590,16.1365984253,MS,23.8630244328,1,blade,277,Caphorn
3588,3.14159265359,MS,2.5,1,internode,277,Caphorn
3589,6.22035345411,MS,10.5,1,sheath,277,Caphorn
3592,22.6438551953,MS,36.7138851638,2,blade,277,Caphorn
3591,10.1536274564,MS,21.05,2,sheath,277,Caphorn
3595,33.9539597154,MS,51.5436137419,3,blade,277,Caphorn
3593,0.292168116784,MS,26.25,3,internode,277,Caphorn
3594,15.8336269741,MS,33.4,3,sheath,277,Caphorn
3598,34.2266395197,MS,66.881178343,4,blade,277,Caphorn
3596,3.75734481369,MS,42.7,4,internode,277,Caphorn
3597,18.6767683256,MS,52.25,4,sheath,277,Caphorn
3599,8.1367249728,MS,63.2,5,internode,277,Caphorn
3600,47.1238898038,MS,71.4,6,internode,277,Caphorn
3603,16.1365984253,MS,24.7908707627,1,blade,278,Caphorn
3601,3.14159265359,MS,2.5,1,internode,278,Caphorn
3602,6.22035345411,MS,10.5,1,sheath,278,Caphorn
3605,22.6438551953,MS,35.3683410417,2,blade,278,Caphorn
3604,10.1536274564,MS,21.05,2,sheath,278,Caphorn
3608,33.9539597154,MS,51.5709054447,3,blade,278,Caphorn
3606,0.292168116784,MS,26.25,3,internode,278,Caphorn
3607,15.8336269741,MS,33.4,3,sheath,278,Caphorn
3611,34.2266395197,MS,66.5322460481,4,blade,278,Caphorn
3609,3.75734481369,MS,42.7,4,internode,278,Caphorn
3610,18.6767683256,MS,52.25,4,sheath,278,Caphorn
3612,8.1367249728,MS,63.2,5,internode,278,Caphorn
3613,47.1238898038,MS,71.4,6,internode,278,Caphorn
3616,16.1365984253,MS,24.1825105326,1,blade,279,Caphorn
3614,3.14159265359,MS,2.5,1,internode,279,Caphorn
3615,6.22035345411,MS,10.5,1,sheath,279,Caphorn
3618,22.6438551953,MS,35.3683410417,2,blade,279,Caphorn
3617,10.1536274564,MS,21.05,2,sheath,279,Caphorn
3621,33.9539597154,MS,50.2861039321,3,blade,279,Caphorn
3619,0.292168116784,MS,26.25,3,internode,279,Caphorn
3620,15.8336269741,MS,33.4,3,sheath,279,Caphorn
3624,34.2266395197,MS,66.6914430559,4,blade,279,Caphorn
3622,3.75734481369,MS,42.7,4,internode,279,Caphorn
3623,18.6767683256,MS,52.25,4,sheath,279,Caphorn
3625,8.1367249728,MS,63.2,5,internode,279,Caphorn
3626,47.1238898038,MS,71.4,6,internode,279,Caphorn
3629,16.1365984253,MS,22.9444494591,1,blade,280,Caphorn
3627,3.14159265359,MS,2.5,1,internode,280,Caphorn
3628,6.22035345411,MS,10.5,1,sheath,280,Caphorn
3631,22.6438551953,MS,35.8902488366,2,blade,280,Caphorn
3630,10.1536274564,MS,21.05,2,sheath,280,Caphorn
3634,33.9539597154,MS,50.4021535364,3,blade,280,Caphorn
3632,0.292168116784,MS,26.25,3,internode,280,Caphorn
3633,15.8336269741,MS,33.4,3,sheath,280,Caphorn
3637,34.2266395197,MS,66.6914430559,4,blade,280,Caphorn
3635,3.75734481369,MS,42.7,4,internode,280,Caphorn
3636,18.6767683256,MS,52.25,4,sheath,280,Caphorn
3638,8.1367249728,MS,63.2,5,internode,280,Caphorn
3639,47.1238898038,MS,71.4,6,internode,280,Caphorn
3642,16.1365984253,MS,21.4344167217,1,blade,281,Caphorn
3640,3.14159265359,MS,2.5,1,internode,281,Caphorn
3641,6.22035345411,MS,10.5,1,sheath,281,Caphorn
3644,22.6438551953,MS,35.3683410417,2,blade,281,Caphorn
3643,10.1536274564,MS,21.05,2,sheath,281,Caphorn
3647,33.9539597154,MS,52.2047654215,3,blade,281,Caphorn
3645,0.292168116784,MS,26.25,3,internode,281,Caphorn
3646,15.8336269741,MS,33.4,3,sheath,281,Caphorn
3650,34.2266395197,MS,66.6975776652,4,blade,281,Caphorn
3648,3.75734481369,MS,42.7,4,internode,281,Caphorn
3649,18.6767683256,MS,52.25,4,sheath,281,Caphorn
3651,8.1367249728,MS,63.2,5,internode,281,Caphorn
3652,47.1238898038,MS,71.4,6,internode,281,Caphorn
3655,16.1365984253,MS,23.2018914755,1,blade,282,Caphorn
3653,3.14159265359,MS,2.5,1,internode,282,Caphorn
3654,6.22035345411,MS,10.5,1,sheath,282,Caphorn
3657,22.6438551953,MS,36.7941604321,2,blade,282,Caphorn
3656,10.1536274564,MS,21.05,2,sheath,282,Caphorn
3660,33.9539597154,MS,52.5381821609,3,blade,282,Caphorn
3658,0.292168116784,MS,26.25,3,internode,282,Caphorn
3659,15.8336269741,MS,33.4,3,sheath,282,Caphorn
3663,34.2266395197,MS,66.8838346492,4,blade,282,Caphorn
3661,3.75734481369,MS,42.7,4,internode,282,Caphorn
3662,18.6767683256,MS,52.25,4,sheath,282,Caphorn
3664,8.1367249728,MS,63.2,5,internode,282,Caphorn
3665,47.1238898038,MS,71.4,6,internode,282,Caphorn
3668,16.1365984253,MS,24.1825105326,1,blade,283,Caphorn
3666,3.14159265359,MS,2.5,1,internode,283,Caphorn
3667,6.22035345411,MS,10.5,1,sheath,283,Caphorn
3670,22.6438551953,MS,36.9198271408,2,blade,283,Caphorn
3669,10.1536274564,MS,21.05,2,sheath,283,Caphorn
3673,33.9539597154,MS,52.1873858835,3,blade,283,Caphorn
3671,0.292168116784,MS,26.25,3,internode,283,Caphorn
3672,15.8336269741,MS,33.4,3,sheath,283,Caphorn
3676,34.2266395197,MS,66.9787109517,4,blade,283,Caphorn
3674,3.75734481369,MS,42.7,4,internode,283,Caphorn
3675,18.6767683256,MS,52.25,4,sheath,283,Caphorn
3677,8.1367249728,MS,63.2,5,internode,283,Caphorn
3678,47.1238898038,MS,71.4,6,internode,283,Caphorn
3681,16.1365984253,MS,24.1033662273,1,blade,284,Caphorn
3679,3.14159265359,MS,2.5,1,internode,284,Caphorn
3680,6.22035345411,MS,10.5,1,sheath,284,Caphorn
3683,22.6438551953,MS,36.7138851638,2,blade,284,Caphorn
3682,10.1536274564,MS,21.05,2,sheath,284,Caphorn
3686,33.9539597154,MS,53.4252342332,3,blade,284,Caphorn
3684,0.292168116784,MS,26.25,3,internode,284,Caphorn
3685,15.8336269741,MS,33.4,3,sheath,284,Caphorn
3689,34.2266395197,MS,66.5409397431,4,blade,284,Caphorn
3687,3.75734481369,MS,42.7,4,internode,284,Caphorn
3688,18.6767683256,MS,52.25,4,sheath,284,Caphorn
3690,8.1367249728,MS,63.2,5,internode,284,Caphorn
3691,47.1238898038,MS,71.4,6,internode,284,Caphorn
3694,16.1365984253,MS,21.860000501,1,blade,285,Caphorn
3692,3.14159265359,MS,2.5,1,internode,285,Caphorn
3693,6.22035345411,MS,10.5,1,sheath,285,Caphorn
3696,22.6438551953,MS,36.0333198645,2,blade,285,Caphorn
3695,10.1536274564,MS,21.05,2,sheath,285,Caphorn
3699,33.9539597154,MS,52.5381821609,3,blade,285,Caphorn
3697,0.292168116784,MS,26.25,3,internode,285,Caphorn
3698,15.8336269741,MS,33.4,3,sheath,285,Caphorn
3702,34.2266395197,MS,67.5081103131,4,blade,285,Caphorn
3700,3.75734481369,MS,42.7,4,internode,285,Caphorn
3701,18.6767683256,MS,52.25,4,sheath,285,Caphorn
3703,8.1367249728,MS,63.2,5,internode,285,Caphorn
3704,47.1238898038,MS,71.4,6,internode,285,Caphorn
3707,16.1365984253,MS,24.5448484688,1,blade,286,Caphorn
3705,3.14159265359,MS,2.5,1,internode,286,Caphorn
3706,6.22035345411,MS,10.5,1,sheath,286,Caphorn
3709,22.6438551953,MS,35.8902488366,2,blade,286,Caphorn
3708,10.1536274564,MS,21.05,2,sheath,286,Caphorn
3712,33.9539597154,MS,52.2047654215,3,blade,286,Caphorn
3710,0.292168116784,MS,26.25,3,internode,286,Caphorn
3711,15.8336269741,MS,33.4,3,sheath,286,Caphorn
3715,34.2266395197,MS,66.5409397431,4,blade,286,Caphorn
3713,3.75734481369,MS,42.7,4,internode,286,Caphorn
3714,18.6767683256,MS,52.25,4,sheath,286,Caphorn
3716,8.1367249728,MS,63.2,5,internode,286,Caphorn
3717,47.1238898038,MS,71.4,6,internode,286,Caphorn
3720,16.1365984253,MS,22.7392951691,1,blade,287,Caphorn
3718,3.14159265359,MS,2.5,1,internode,287,Caphorn
3719,6.22035345411,MS,10.5,1,sheath,287,Caphorn
3722,22.6438551953,MS,34.7201206393,2,blade,287,Caphorn
3721,10.1536274564,MS,21.05,2,sheath,287,Caphorn
3725,33.9539597154,MS,52.5785824836,3,blade,287,Caphorn
3723,0.292168116784,MS,26.25,3,internode,287,Caphorn
3724,15.8336269741,MS,33.4,3,sheath,287,Caphorn
3728,34.2266395197,MS,66.5409397431,4,blade,287,Caphorn
3726,3.75734481369,MS,42.7,4,internode,287,Caphorn
3727,18.6767683256,MS,52.25,4,sheath,287,Caphorn
3729,8.1367249728,MS,63.2,5,internode,287,Caphorn
3730,47.1238898038,MS,71.4,6,internode,287,Caphorn
3733,16.1365984253,MS,25.6162434745,1,blade,288,Caphorn
3731,3.14159265359,MS,2.5,1,internode,288,Caphorn
3732,6.22035345411,MS,10.5,1,sheath,288,Caphorn
3735,22.6438551953,MS,35.1226865632,2,blade,288,Caphorn
3734,10.1536274564,MS,21.05,2,sheath,288,Caphorn
3738,33.9539597154,MS,51.5709054447,3,blade,288,Caphorn
3736,0.292168116784,MS,26.25,3,internode,288,Caphorn
3737,15.8336269741,MS,33.4,3,sheath,288,Caphorn
3741,34.2266395197,MS,66.881178343,4,blade,288,Caphorn
3739,3.75734481369,MS,42.7,4,internode,288,Caphorn
3740,18.6767683256,MS,52.25,4,sheath,288,Caphorn
3742,8.1367249728,MS,63.2,5,internode,288,Caphorn
3743,47.1238898038,MS,71.4,6,internode,288,Caphorn
3746,16.1365984253,MS,24.2850555141,1,blade,289,Caphorn
3744,3.14159265359,MS,2.5,1,internode,289,Caphorn
3745,6.22035345411,MS,10.5,1,sheath,289,Caphorn
3748,22.6438551953,MS,35.8902488366,2,blade,289,Caphorn
3747,10.1536274564,MS,21.05,2,sheath,289,Caphorn
3751,33.9539597154,MS,52.387379866,3,blade,289,Caphorn
3749,0.292168116784,MS,26.25,3,internode,289,Caphorn
3750,15.8336269741,MS,33.4,3,sheath,289,Caphorn
3754,34.2266395197,MS,66.6975776652,4,blade,289,Caphorn
3752,3.75734481369,MS,42.7,4,internode,289,Caphorn
3753,18.6767683256,MS,52.25,4,sheath,289,Caphorn
3755,8.1367249728,MS,63.2,5,internode,289,Caphorn
3756,47.1238898038,MS,71.4,6,internode,289,Caphorn
3759,16.1365984253,MS,24.5459513351,1,blade,290,Caphorn
3757,3.14159265359,MS,2.5,1,internode,290,Caphorn
3758,6.22035345411,MS,10.5,1,sheath,290,Caphorn
3761,22.6438551953,MS,35.6190403949,2,blade,290,Caphorn
3760,10.1536274564,MS,21.05,2,sheath,290,Caphorn
3764,33.9539597154,MS,51.0896277053,3,blade,290,Caphorn
3762,0.292168116784,MS,26.25,3,internode,290,Caphorn
3763,15.8336269741,MS,33.4,3,sheath,290,Caphorn
3767,34.2266395197,MS,66.9787109517,4,blade,290,Caphorn
3765,3.75734481369,MS,42.7,4,internode,290,Caphorn
3766,18.6767683256,MS,52.25,4,sheath,290,Caphorn
3768,8.1367249728,MS,63.2,5,internode,290,Caphorn
3769,47.1238898038,MS,71.4,6,internode,290,Caphorn
3772,16.1365984253,MS,24.5448484688,1,blade,291,Caphorn
3770,3.14159265359,MS,2.5,1,internode,291,Caphorn
3771,6.22035345411,MS,10.5,1,sheath,291,Caphorn
3774,22.6438551953,MS,36.7138851638,2,blade,291,Caphorn
3773,10.1536274564,MS,21.05,2,sheath,291,Caphorn
3777,33.9539597154,MS,52.1873858835,3,blade,291,Caphorn
3775,0.292168116784,MS,26.25,3,internode,291,Caphorn
3776,15.8336269741,MS,33.4,3,sheath,291,Caphorn
3780,34.2266395197,MS,66.5409397431,4,blade,291,Caphorn
3778,3.75734481369,MS,42.7,4,internode,291,Caphorn
3779,18.6767683256,MS,52.25,4,sheath,291,Caphorn
3781,8.1367249728,MS,63.2,5,internode,291,Caphorn
3782,47.1238898038,MS,71.4,6,internode,291,Caphorn
3785,16.1365984253,MS,23.354346567,1,blade,292,Caphorn
3783,3.14159265359,MS,2.5,1,internode,292,Caphorn
3784,6.22035345411,MS,10.5,1,sheath,292,Caphorn
3787,22.6438551953,MS,36.0332930771,2,blade,292,Caphorn
3786,10.1536274564,MS,21.05,2,sheath,292,Caphorn
3790,33.9539597154,MS,50.5143633552,3,blade,292,Caphorn
3788,0.292168116784,MS,26.25,3,internode,292,Caphorn
3789,15.8336269741,MS,33.4,3,sheath,292,Caphorn
3793,34.2266395197,MS,67.2215175351,4,blade,292,Caphorn
3791,3.75734481369,MS,42.7,4,internode,292,Caphorn
3792,18.6767683256,MS,52.25,4,sheath,292,Caphorn
3794,8.1367249728,MS,63.2,5,internode,292,Caphorn
3795,47.1238898038,MS,71.4,6,internode,292,Caphorn
3798,16.1365984253,MS,23.5936085526,1,blade,293,Caphorn
3796,3.14159265359,MS,2.5,1,internode,293,Caphorn
3797,6.22035345411,MS,10.5,1,sheath,293,Caphorn
3800,22.6438551953,MS,34.7201206393,2,blade,293,Caphorn
3799,10.1536274564,MS,21.05,2,sheath,293,Caphorn
