t,hour,air_temperature,PARi_original,soil_temperature,DOY,humidity,ambient_CO2,Wind,PARi
2747,23,8.650171321,0,8.375865917,100,0.75,360,2.2,0
2748,24,8.196462123,0,7.924135586,100,0.75,360,2.2,0
2749,1,7.801219249,0,7.67846087,101,0.75,360,2.2,0
2750,2,7.515453492,0,7.459928102,101,0.75,360,2.2,0
2751,3,7.177174995,0,7.236807754,101,0.75,360,2.2,0
2752,4,6.900259431,0,7.002652987,101,0.75,360,2.2,0
2753,5,6.723906646,5.495514415,6.79816338,101,0.75,360,2.2,2.747757207
2754,6,7.022992778,57.67823289,6.982572663,101,0.75,360,2.2,28.83911645
2755,7,8.02917565,202.6464892,8.031223526,101,0.75,360,2.2,101.3232446
2756,8,9.523367311,439.7805024,9.748720591,101,0.75,360,2.2,219.8902512
2757,9,10.6843337,651.0022191,11.78784603,101,0.75,360,2.2,325.5011096
2758,10,11.75813593,859.5306744,13.55741792,101,0.75,360,2.2,429.7653372
2759,11,12.5784947,998.7171606,14.86869678,101,0.75,360,2.2,499.3585803
2760,12,13.15018536,1090.638001,16.25125517,101,0.75,360,2.2,545.3190007
2761,13,13.58338016,1021.522279,16.39027536,101,0.75,360,2.2,510.7611395
2762,14,13.84001011,969.4984937,16.72926746,101,0.75,360,2.2,484.7492469
2763,15,13.69103263,785.7519015,16.36796265,101,0.75,360,2.2,392.8759507
2764,16,13.44822728,566.7154232,15.21644358,101,0.75,360,2.2,283.3577116
2765,17,12.8815988,362.467246,13.99365432,101,0.75,360,2.2,181.233623
2766,18,11.87590298,150.023372,12.50652786,101,0.75,360,2.2,75.01168598
2767,19,10.83462522,29.08625219,10.86894709,101,0.75,360,2.2,14.5431261
2768,20,10.3229032,0,9.904649808,101,0.75,360,2.2,0
2769,21,9.692453579,0,9.312280722,101,0.75,360,2.2,0
2770,22,9.298147426,0,8.884320356,101,0.75,360,2.2,0
2771,23,8.751692587,0,8.46647038,101,0.75,360,2.2,0
2772,24,8.29852583,0,8.011776053,101,0.75,360,2.2,0
2773,1,7.904647368,0,7.768706991,102,0.75,360,2.2,0
2774,2,7.61608253,0,7.550623193,102,0.75,360,2.2,0
2775,3,7.276321936,0,7.322085891,102,0.75,360,2.2,0
2776,4,6.996747574,0,7.08447089,102,0.75,360,2.2,0
2777,5,6.821749265,6.030695563,6.88237194,102,0.75,360,2.2,3.015347781
2778,6,7.136808741,60.31388495,7.081448204,102,0.75,360,2.2,30.15694247
2779,7,8.157401494,207.9764965,8.149480015,102,0.75,360,2.2,103.9882483
2780,8,9.652159489,446.9924969,9.885993616,102,0.75,360,2.2,223.4962485
2781,9,10.81563524,658.8656778,11.93325052,102,0.75,360,2.2,329.4328389
2782,10,11.88946234,867.8261371,13.70501429,102,0.75,360,2.2,433.9130686
2783,11,12.71352966,1008.12975,15.02426796,102,0.75,360,2.2,504.064875
2784,12,13.27696334,1099.392576,16.39885878,102,0.75,360,2.2,549.6962882
2785,13,13.71257547,1028.634667,16.52835018,102,0.75,360,2.2,514.3173334
2786,14,13.96988184,977.6162161,16.86646692,102,0.75,360,2.2,488.8081081
2787,15,13.82321735,792.8742488,16.49776539,102,0.75,360,2.2,396.4371244
2788,16,13.57863044,572.7272185,15.34140653,102,0.75,360,2.2,286.3636092
2789,17,13.00786368,367.2176216,14.11420801,102,0.75,360,2.2,183.6088108
2790,18,12.00556651,153.8484301,12.62489329,102,0.75,360,2.2,76.92421505
2791,19,10.95998689,30.85101445,10.98486172,102,0.75,360,2.2,15.42550723
2792,20,10.43783298,0,10.00662683,102,0.75,360,2.2,0
2793,21,9.802009694,0,9.408266227,102,0.75,360,2.2,0
2794,22,9.401736871,0,8.977457859,102,0.75,360,2.2,0
2795,23,8.853826299,0,8.557773494,102,0.75,360,2.2,0
2796,24,8.40132425,0,8.100199846,102,0.75,360,2.2,0
2797,1,8.008949238,0,7.859807407,103,0.75,360,2.2,0
2798,2,7.717540849,0,7.642192603,103,0.75,360,2.2,0
2799,3,7.376379883,0,7.40819241,103,0.75,360,2.2,0
2800,4,7.09416633,0,7.167128575,103,0.75,360,2.2,0
2801,5,6.920708495,6.580663898,6.967622289,103,0.75,360,2.2,3.290331949
2802,6,7.25198983,62.99302239,7.181670443,103,0.75,360,2.2,31.4965112
2803,7,8.286825148,213.3416794,8.268921204,103,0.75,360,2.2,106.6708397
2804,8,9.781597748,454.1821148,10.02387563,103,0.75,360,2.2,227.0910574
2805,9,10.94738869,666.6988972,12.07832332,103,0.75,360,2.2,333.3494486
2806,10,12.02110182,876.0459658,13.85155085,103,0.75,360,2.2,438.0229829
2807,11,12.84884252,1017.480372,15.17847867,103,0.75,360,2.2,508.7401858
2808,12,13.4038693,1108.046444,16.54447029,103,0.75,360,2.2,554.0232221
2809,13,13.8419213,1035.679757,16.66448997,103,0.75,360,2.2,517.8398785
2810,14,14.09987446,985.6619557,17.00173916,103,0.75,360,2.2,492.8309778
2811,15,13.95558759,799.9480275,16.62583094,103,0.75,360,2.2,399.9740137
2812,16,13.70912112,578.704009,15.46522274,103,0.75,360,2.2,289.3520045
2813,17,13.1341265,371.9518709,14.23404583,103,0.75,360,2.2,185.9759355
2814,18,12.13555911,157.7078316,12.74306951,103,0.75,360,2.2,78.85391579
2815,19,11.08592818,32.65779668,11.10123067,103,0.75,360,2.2,16.32889834
2816,20,10.55316602,0.090879446,10.10914718,103,0.75,360,2.2,0.045439723
2817,21,9.912054246,0,9.504804852,103,0.75,360,2.2,0
2818,22,9.505730273,0,9.071167397,103,0.75,360,2.2,0
2819,23,8.956523703,0,8.649738734,103,0.75,360,2.2,0
2820,24,8.504803685,0,8.189369223,103,0.75,360,2.2,0
2821,1,8.114065169,0,7.951717302,104,0.75,360,2.2,0
2822,2,7.819768628,0,7.73458685,104,0.75,360,2.2,0
2823,3,7.477288833,0,7.495082072,104,0.75,360,2.2,0
2824,4,7.192457233,0,7.25058278,104,0.75,360,2.2,0
2825,5,7.020730012,7.145273322,7.0538739,104,0.75,360,2.2,3.572636661
2826,6,7.368474629,65.71453204,7.283192958,104,0.75,360,2.2,32.85726602
2827,7,8.41738149,218.74003,8.389491563,104,0.75,360,2.2,109.370015
2828,8,9.91162717,461.3469719,10.16230154,104,0.75,360,2.2,230.673486
2829,9,11.07954028,674.5004859,12.22299926,104,0.75,360,2.2,337.250243
2830,10,12.15300214,884.1878088,13.99696604,104,0.75,360,2.2,442.0939044
2831,11,12.9843773,1026.766037,15.33126103,104,0.75,360,2.2,513.3830187
2832,12,13.53085696,1116.597208,16.68803188,104,0.75,360,2.2,558.2986042
2833,13,13.97136808,1042.656503,16.79864665,104,0.75,360,2.2,521.3282513
2834,14,14.22993772,993.632336,17.13503546,104,0.75,360,2.2,496.816168
2835,15,14.08809287,806.9712011,16.75211878,104,0.75,360,2.2,403.4856005
2836,16,13.83965486,584.6446339,15.5878573,104,0.75,360,2.2,292.3223169
2837,17,13.2603504,376.6701678,14.35313868,104,0.75,360,2.2,188.3350839
2838,18,12.26583716,161.6007651,12.86102675,104,0.75,360,2.2,80.80038257
2839,19,11.21240268,34.50624949,11.21801934,104,0.75,360,2.2,17.25312475
2840,20,10.66885624,0.210605274,10.21217982,104,0.75,360,2.2,0.105302637
2841,21,10.0225382,0,9.601863912,104,0.75,360,2.2,0
2842,22,9.610080181,0,9.165413504,104,0.75,360,2.2,0
2843,23,9.059735032,0,8.742328669,104,0.75,360,2.2,0
2844,24,8.608909205,0,8.279245421,104,0.75,360,2.2,0
2845,1,8.219933931,0,8.044390596,105,0.75,360,2.2,0
2846,2,7.922704539,0,7.82775504,105,0.75,360,2.2,0
2847,3,7.578987203,0,7.582708364,105,0.75,360,2.2,0
2848,4,7.291560266,0,7.334789006,105,0.75,360,2.2,0
2849,5,7.121757943,7.724366352,7.141084983,105,0.75,360,2.2,3.862183176
2850,6,7.486199883,68.47725536,7.385967779,105,0.75,360,2.2,34.23862768
2851,7,8.549003692,224.1694968,8.511134039,105,0.75,360,2.2,112.0847484
2852,8,10.04219179,468.484679,10.30120502,105,0.75,360,2.2,234.2423395
2853,9,11.21203537,682.2690787,12.36721268,105,0.75,360,2.2,341.1345394
2854,10,12.28511025,892.2493405,14.14119839,105,0.75,360,2.2,446.1246703
2855,11,13.12007716,1035.98376,15.48254727,105,0.75,360,2.2,517.99188
2856,12,13.65787948,1125.042515,16.82948655,105,0.75,360,2.2,562.5212574
2857,13,14.10086561,1049.563895,16.93077308,105,0.75,360,2.2,524.7819477
2858,14,14.36002077,1001.523956,17.26630796,105,0.75,360,2.2,500.761978
2859,15,14.22068199,813.9417306,16.8765893,105,0.75,360,2.2,406.9708653
2860,16,13.97018673,590.5479459,15.70927595,105,0.75,360,2.2,295.273973
2861,17,13.38649844,381.3727342,14.471458,105,0.75,360,2.2,190.6863671
2862,18,12.39635657,165.5264011,12.97873537,105,0.75,360,2.2,82.76320053
2863,19,11.33936316,36.39599618,11.33519263,105,0.75,360,2.2,18.19799809
2864,20,10.78485688,0.337351421,10.31569317,105,0.75,360,2.2,0.168675711
2865,21,10.13341162,0,9.699410054,105,0.75,360,2.2,0
2866,22,9.714738319,0,9.260159933,105,0.75,360,2.2,0
2867,23,9.163409506,0,8.835504957,105,0.75,360,2.2,0
2868,24,8.713584641,0,8.369788662,105,0.75,360,2.2,0
2869,1,8.326492755,0,8.137779946,106,0.75,360,2.2,0
2870,2,8.026285745,0,7.921644868,106,0.75,360,2.2,0
2871,3,7.681411822,0,7.671023496,106,0.75,360,2.2,0
2872,4,7.391413869,0,7.419701514,106,0.75,360,2.2,0
2873,5,7.223734866,8.317774121,7.229212486,106,0.75,360,2.2,4.158887061
2874,6,7.605100504,71.27998848,7.489945398,106,0.75,360,2.2,35.63999424
2875,7,8.681623219,229.6279853,8.633790058,106,0.75,360,2.2,114.8139926
2876,8,10.1732346,475.5928418,10.44051853,106,0.75,360,2.2,237.7964209
2877,9,11.34481836,690.0033359,12.51089743,106,0.75,360,2.2,345.001668
2878,10,12.41737232,900.2282622,14.28418659,106,0.75,360,2.2,450.1141311
2879,11,13.25588441,1045.130552,15.63226978,106,0.75,360,2.2,522.565276
2880,12,13.78488951,1133.38005,16.96877807,106,0.75,360,2.2,566.6900251
2881,13,14.23036302,1056.400965,17.06082308,106,0.75,360,2.2,528.2004824
2882,14,14.49007207,1009.33339,17.39550966,106,0.75,360,2.2,504.666695
2883,15,14.35330309,820.8575744,16.99920382,106,0.75,360,2.2,410.4287872
2884,16,14.10067136,596.4128117,15.82944504,106,0.75,360,2.2,298.2064059
2885,17,13.51253355,386.0598404,14.58897573,106,0.75,360,2.2,193.0299202
2886,18,12.52707271,169.4838912,13.09616585,106,0.75,360,2.2,84.74194561
2887,19,11.46676165,38.32663272,11.45271493,106,0.75,360,2.2,19.16331636
2888,20,10.90112041,0.471286426,10.41965509,106,0.75,360,2.2,0.235643213
2889,21,10.24462366,0,9.797409255,106,0.75,360,2.2,0
2890,22,9.819655597,0,9.355369661,106,0.75,360,2.2,0
2891,23,9.267495336,0,8.929228346,106,0.75,360,2.2,0
2892,24,8.818772588,0,8.460958146,106,0.75,360,2.2,0
2893,1,8.433677331,0,8.231836742,107,0.75,360,2.2,0
2894,2,8.1304479,0,8.01620262,107,0.75,360,2.2,0
2895,3,7.784497939,0,7.759978402,107,0.75,360,2.2,0
2896,4,7.49195493,0,7.505273325,107,0.75,360,2.2,0
2897,5,7.326601812,8.925316379,7.318212093,107,0.75,360,2.2,4.46265819
2898,6,7.725109566,74.1214822,7.595074759,107,0.75,360,2.2,37.0607411
2899,7,8.815169826,235.1133573,8.757399519,107,0.75,360,2.2,117.5566786
2900,8,10.30469756,482.6690608,10.58017329,107,0.75,360,2.2,241.3345304
2901,9,11.47783278,697.7019437,12.65398689,107,0.75,360,2.2,348.8509718
2902,10,12.54973374,908.1223012,14.42586941,107,0.75,360,2.2,454.0611506
2903,11,13.39174049,1054.203427,15.78036109,107,0.75,360,2.2,527.1017133
2904,12,13.91183913,1141.607544,17.105851,107,0.75,360,2.2,570.8037719
2905,13,14.35980879,1063.166779,17.1887514,107,0.75,360,2.2,531.5833895
2906,14,14.62003941,1017.057188,17.52259444,107,0.75,360,2.2,508.5285938
2907,15,14.4859036,827.7166881,17.11992457,107,0.75,360,2.2,413.858344
2908,16,14.23106295,602.2381117,15.94833157,107,0.75,360,2.2,301.1190558
2909,17,13.63841855,390.731805,14.70566427,107,0.75,360,2.2,195.3659025
2910,18,12.65794046,173.472369,13.21328881,107,0.75,360,2.2,86.73618448
2911,19,11.59454934,40.29772777,11.57055016,107,0.75,360,2.2,20.14886388
2912,20,11.01759863,0.612580098,10.52403282,107,0.75,360,2.2,0.306290049
2913,21,10.35612258,0,9.895826825,107,0.75,360,2.2,0
2914,22,9.924782101,0,9.451004884,107,0.75,360,2.2,0
2915,23,9.371939716,0,9.023458676,107,0.75,360,2.2,0
2916,24,8.924414406,0,8.552712055,107,0.75,360,2.2,0
2917,1,8.54142181,0,8.326511113,108,0.75,360,2.2,0
2918,2,8.23512515,0,8.111373168,108,0.75,360,2.2,0
2919,3,7.888179219,0,7.84952274,108,0.75,360,2.2,0
2920,4,7.593118793,0,7.591456222,108,0.75,360,2.2,0
2921,5,7.430298259,9.54680149,7.408038227,108,0.75,360,2.2,4.773400745
2922,6,7.84615831,77.000442,7.701303262,108,0.75,360,2.2,38.500221
2923,7,8.949571563,240.6234315,8.881900801,108,0.75,360,2.2,120.3117157
2924,8,10.43652155,489.7109316,10.72009928,108,0.75,360,2.2,244.8554658
2925,9,11.61102124,705.3636139,12.79641395,108,0.75,360,2.2,352.681807
2926,10,12.68213909,915.9292116,14.56618578,108,0.75,360,2.2,457.9646058
2927,11,13.52758601,1063.199396,15.92675386,108,0.75,360,2.2,531.5996982
2928,12,14.03867989,1149.722766,17.24065072,108,0.75,360,2.2,574.8613832
2929,13,14.48915075,1069.860444,17.31451372,108,0.75,360,2.2,534.9302222
2930,14,14.74986996,1024.691874,17.64751706,108,0.75,360,2.2,512.345937
2931,15,14.61843026,834.5170243,17.23871471,108,0.75,360,2.2,417.2585121
2932,16,14.36131525,608.0227399,16.06590315,108,0.75,360,2.2,304.01137
2933,17,13.76411616,395.388995,14.82149658,108,0.75,360,2.2,197.6944975
2934,18,12.78891418,177.4909492,13.33007498,108,0.75,360,2.2,88.74547458
2935,19,11.72267667,42.30882266,11.68866175,108,0.75,360,2.2,21.15441133
2936,20,11.1342426,0.76140352,10.62879307,108,0.75,360,2.2,0.38070176
2937,21,10.46785571,0,9.994627404,108,0.75,360,2.2,0
2938,22,10.0300671,0,9.547027023,108,0.75,360,2.2,0
2939,23,9.47668883,0,9.118154878,108,0.75,360,2.2,0
2940,24,9.030450219,0,8.645007555,108,0.75,360,2.2,0
2941,1,8.649658803,0,8.421751924,109,0.75,360,2.2,0
2942,2,8.340250132,0,8.207099972,109,0.75,360,2.2,0
2943,3,7.992387743,0,7.939604893,109,0.75,360,2.2,0
2944,4,7.694839251,0,7.678200747,109,0.75,360,2.2,0
2945,5,7.53476214,10.18202643,7.498644047,109,0.75,360,2.2,5.091013217
2946,6,7.968176141,79.91552799,7.808576767,109,0.75,360,2.2,39.95776399
2947,7,9.084754773,246.1559829,9.007230758,109,0.75,360,2.2,123.0779915
2948,8,10.56864643,496.7160447,10.86022529,109,0.75,360,2.2,248.3580224
2949,9,11.74432543,712.9870844,12.93811102,109,0.75,360,2.2,356.4935422
2950,10,12.81453216,923.6467738,14.70507474,109,0.75,360,2.2,461.8233869
2951,11,13.66336072,1072.115475,16.07138092,109,0.75,360,2.2,536.0577374
2952,12,14.16536281,1157.723531,17.37312337,109,0.75,360,2.2,578.8617653
2953,13,14.61833609,1076.481106,17.43806668,109,0.75,360,2.2,538.2405529
2954,14,14.87951018,1032.23395,17.77023312,109,0.75,360,2.2,516.1169749
2955,15,14.75082911,841.2565332,17.35553834,109,0.75,360,2.2,420.6282666
2956,16,14.49138157,613.7656043,16.18212802,109,0.75,360,2.2,306.8828022
2957,17,13.88958897,400.0318255,14.93644608,109,0.75,360,2.2,200.0159127
2958,18,12.91994774,181.5387283,13.44649524,109,0.75,360,2.2,90.76936414
2959,19,11.85109325,44.35943142,11.80701261,109,0.75,360,2.2,22.17971571
2960,20,11.25100265,0.917929047,10.73390194,109,0.75,360,2.2,0.458964524
2961,21,10.57976951,0,10.09377496,109,0.75,360,2.2,0
2962,22,10.13545903,0,9.643396717,109,0.75,360,2.2,0
2963,23,9.581687849,0,9.213274972,109,0.75,360,2.2,0
2964,24,9.136818914,0,8.737800789,109,0.75,360,2.2,0
2965,1,8.75831938,0,8.517506775,110,0.75,360,2.2,0
2966,2,8.445753976,0,8.303325083,110,0.75,360,2.2,0
2967,3,8.097054008,0,8.030171966,110,0.75,360,2.2,0
2968,4,7.797048553,0,7.765456203,110,0.75,360,2.2,0
2969,5,7.639929835,10.83077681,7.589981452,110,0.75,360,2.2,5.415388403
2970,6,8.091090627,82.86535497,7.916839586,110,0.75,360,2.2,41.43267748
2971,7,9.22064409,251.7087434,9.133324719,110,0.75,360,2.2,125.8543717
2972,8,10.70101102,503.6819857,11.00047884,110,0.75,360,2.2,251.8409928
2973,9,11.87768614,720.5711185,13.07901003,110,0.75,360,2.2,360.2855592
2974,10,12.94685597,931.2727946,14.84247545,110,0.75,360,2.2,465.6363973
2975,11,13.79900352,1080.948675,16.2141752,110,0.75,360,2.2,540.4743375
2976,12,14.29183835,1165.607691,17.50321589,110,0.75,360,2.2,582.8038454
2977,13,14.74731133,1083.027946,17.55936785,110,0.75,360,2.2,541.5139731
2978,14,15.0089059,1039.679891,17.89069912,110,0.75,360,2.2,519.8399454
2979,15,14.88304551,847.9331623,17.47036047,110,0.75,360,2.2,423.9665811
2980,16,14.62121478,619.4656266,16.29697506,110,0.75,360,2.2,309.7328133
2981,17,14.0147995,404.66076,15.05048671,110,0.75,360,2.2,202.33038
2982,18,13.05099449,185.6147842,13.56252057,110,0.75,360,2.2,92.80739212
2983,19,11.97974795,46.44904075,11.92556518,110,0.75,360,2.2,23.22452038
2984,20,11.36782842,1.082330307,10.83932499,110,0.75,360,2.2,0.541165153
2985,21,10.6918095,0,10.1932328,110,0.75,360,2.2,0
2986,22,10.24090554,0,9.740073829,110,0.75,360,2.2,0
2987,23,9.686880932,0,9.30877607,110,0.75,360,2.2,0
2988,24,9.243458144,0,8.831046886,110,0.75,360,2.2,0
2989,1,8.867333075,0,8.613722002,111,0.75,360,2.2,0
2990,2,8.551566302,0,8.399989141,111,0.75,360,2.2,0
2991,3,8.202106928,0,8.121169789,111,0.75,360,2.2,0
2992,4,7.899677398,0,7.853170655,111,0.75,360,2.2,0
2993,5,7.745736178,11.49282682,7.682001076,111,0.75,360,2.2,5.746413411
2994,6,8.214827501,85.84849239,8.026034489,111,0.75,360,2.2,42.9242462
2995,7,9.357162442,257.2794014,9.260116493,111,0.75,360,2.2,128.6397007
2996,8,10.83355308,510.6063349,11.14078626,111,0.75,360,2.2,255.3031674
2997,9,12.01104325,728.1145055,13.21904243,111,0.75,360,2.2,364.0572528
2998,10,13.07905272,938.8051072,14.97832721,111,0.75,360,2.2,469.4025536
2999,11,13.93445245,1089.696011,16.35506981,111,0.75,360,2.2,544.8480054
3000,12,14.41805644,1173.373144,17.63087603,111,0.75,360,2.2,586.6865718
3001,13,14.87602236,1089.500187,17.67837573,111,0.75,360,2.2,544.7500933
3002,14,15.1380023,1047.026148,18.00887239,111,0.75,360,2.2,523.5130741
3003,15,15.01502413,854.5448561,17.58314703,111,0.75,360,2.2,427.2724281
3004,16,14.75076731,625.1217421,16.41041376,111,0.75,360,2.2,312.560871
3005,17,14.13971011,409.2763104,15.16359291,111,0.75,360,2.2,204.6381552
3006,18,13.18200729,189.7181766,13.6781221,111,0.75,360,2.2,94.85908829
3007,19,12.10858879,48.57711003,12.0442814,111,0.75,360,2.2,24.28855501
3008,20,11.48466881,1.254782198,10.94502719,111,0.75,360,2.2,0.627391099
3009,21,10.80392033,0,10.29296356,111,0.75,360,2.2,0
3010,22,10.34635342,0,9.837017443,111,0.75,360,2.2,0
3011,23,9.792211224,0,9.404614375,111,0.75,360,2.2,0
3012,24,9.350304324,0,8.924699952,111,0.75,360,2.2,0
3013,1,8.976627878,0,8.710342677,112,0.75,360,2.2,0
3014,2,8.657615223,0,8.497031371,112,0.75,360,2.2,0
3015,3,8.307473834,0,8.212542916,112,0.75,360,2.2,0
3016,4,8.002654938,0,7.941290927,112,0.75,360,2.2,0
3017,5,7.852114454,12.1679393,7.774652291,112,0.75,360,2.2,6.083969652
3018,6,8.339310662,88.86346439,8.136102702,112,0.75,360,2.2,44.43173219
3019,7,9.49423105,262.8656019,9.387538362,112,0.75,360,2.2,131.4328009
3020,8,10.96620933,517.4866676,11.28107262,112,0.75,360,2.2,258.7433338
3021,9,12.14433572,735.6160605,13.35813918,112,0.75,360,2.2,367.8080302
3022,10,13.21106385,946.2415713,15.11256943,112,0.75,360,2.2,473.1207857
3023,11,14.0696447,1098.354496,16.49399798,112,0.75,360,2.2,549.1772479
3024,12,14.54396646,1181.017827,17.75605232,112,0.75,360,2.2,590.5089133
3025,13,15.0044144,1095.897087,17.79504979,112,0.75,360,2.2,547.9485435
3026,14,15.26674387,1054.269149,18.12471117,112,0.75,360,2.2,527.1345743
3027,15,15.14670892,861.0895567,17.69386488,112,0.75,360,2.2,430.5447783
3028,16,14.87999113,630.7329,16.52241426,112,0.75,360,2.2,315.36645
3029,17,14.2642831,413.8790367,15.27573961,112,0.75,360,2.2,206.9395183
3030,18,13.31293848,193.8479463,13.79327108,112,0.75,360,2.2,96.92397314
3031,19,12.23756306,50.74307132,12.16312272,112,0.75,360,2.2,25.37153566
3032,20,11.60147202,1.435460892,11.05097292,112,0.75,360,2.2,0.717730446
3033,21,10.91604572,0,10.3929292,112,0.75,360,2.2,0
3034,22,10.45174866,0,9.934185866,112,0.75,360,2.2,0
3035,23,9.897620858,0,9.500745179,112,0.75,360,2.2,0
3036,24,9.457292634,0,9.018713076,112,0.75,360,2.2,0
3037,1,9.086130241,0,8.807312609,113,0.75,360,2.2,0
3038,2,8.763827341,0,8.594389591,113,0.75,360,2.2,0
3039,3,8.413080474,0,8.304234626,113,0.75,360,2.2,0
3040,4,8.105908777,0,8.029762604,113,0.75,360,2.2,0
3041,5,7.958996397,12.8558657,7.867883208,113,0.75,360,2.2,6.42793285
3042,6,8.46446217,91.90874973,8.246983907,113,0.75,360,2.2,45.95437487
3043,7,9.631769426,268.4649465,9.515521086,113,0.75,360,2.2,134.2324732
3044,8,11.09891544,524.3205542,11.42126179,113,0.75,360,2.2,262.1602771
3045,9,12.27750163,743.0746241,13.49623075,113,0.75,360,2.2,371.5373121
3046,10,13.34282997,953.5800732,15.24514166,113,0.75,360,2.2,476.7900366
3047,11,14.20451662,1106.921144,16.6308931,113,0.75,360,2.2,553.4605718
3048,12,14.66951727,1188.53972,17.87869407,113,0.75,360,2.2,594.2698599
3049,13,15.13243203,1102.217945,17.90935042,113,0.75,360,2.2,551.1089726
3050,14,15.39507447,1061.405294,18.23817455,113,0.75,360,2.2,530.702647
3051,15,15.27804318,867.5652032,17.8024818,113,0.75,360,2.2,433.7826016
3052,16,15.0088378,636.2980633,16.63294732,113,0.75,360,2.2,318.1490316
3053,17,14.38848061,418.4695473,15.38690227,113,0.75,360,2.2,209.2347736
3054,18,13.4437399,198.0031159,13.90793888,113,0.75,360,2.2,99.00155795
3055,19,12.36661721,52.94632937,12.28205008,113,0.75,360,2.2,26.47316469
3056,20,11.71818552,1.624543834,11.15712602,113,0.75,360,2.2,0.812271917
3057,21,11.02812848,0,10.49309101,113,0.75,360,2.2,0
3058,22,10.55703644,0,10.03153662,113,0.75,360,2.2,0
3059,23,10.00305096,0,9.597122866,113,0.75,360,2.2,0
3060,24,9.564357018,0,9.113038331,113,0.75,360,2.2,0
3061,1,9.195765076,0,8.904574344,114,0.75,360,2.2,0
3062,2,8.870127752,0,8.692000204,114,0.75,360,2.2,0
3063,3,8.51885101,0,8.396186921,114,0.75,360,2.2,0
3064,4,8.209364973,0,8.118530033,114,0.75,360,2.2,0
3065,5,8.066312193,13.55634607,7.961640673,114,0.75,360,2.2,6.778173033
3066,6,8.590202254,94.98278189,8.358616242,114,0.75,360,2.2,47.49139094
3067,7,9.769695375,274.0749934,9.643993903,114,0.75,360,2.2,137.0374967
3068,8,11.23160604,531.1055598,11.56127639,114,0.75,360,2.2,265.5527799
3069,9,12.4104781,750.4890631,13.63324715,114,0.75,360,2.2,375.2445316
3070,10,13.47429094,960.8185255,15.37598354,114,0.75,360,2.2,480.4092627
3071,11,14.33900369,1115.392969,16.76568867,114,0.75,360,2.2,557.6964843
3072,12,14.79465717,1195.936845,17.9987514,114,0.75,360,2.2,597.9684224
3073,13,15.26001919,1108.462098,18.02123895,114,0.75,360,2.2,554.2310488
3074,14,15.52293727,1068.430962,18.34922248,114,0.75,360,2.2,534.215481
3075,15,15.40896948,873.9697321,17.90896651,114,0.75,360,2.2,436.984866
3076,16,15.13725841,641.8162087,16.7419843,114,0.75,360,2.2,320.9081043
3077,17,14.5122647,423.0484989,15.49705683,114,0.75,360,2.2,211.5242495
3078,18,13.57436289,202.1826896,14.02209699,114,0.75,360,2.2,101.0913448
3079,19,12.49569694,55.18626161,12.40102395,114,0.75,360,2.2,27.5931308
3080,20,11.83475606,1.822209739,11.26344973,114,0.75,360,2.2,0.911104869
3081,21,11.14011056,0,10.59340962,114,0.75,360,2.2,0
3082,22,10.66216109,0,10.12902647,114,0.75,360,2.2,0
3083,23,10.10844163,0,9.693700912,114,0.75,360,2.2,0
3084,24,9.671430183,0,9.207626767,114,0.75,360,2.2,0
3085,1,9.305455756,0,9.002069161,115,0.75,360,2.2,0
3086,2,8.976440043,0,8.789798204,115,0.75,360,2.2,0
3087,3,8.624708023,0,8.488340525,115,0.75,360,2.2,0
3088,4,8.312948035,0,8.20753632,115,0.75,360,2.2,0
3089,5,8.173990479,14.26910908,8.055870272,115,0.75,360,2.2,7.134554539
3090,6,8.716449304,98.08394896,8.470936302,115,0.75,360,2.2,49.04197448
3091,7,9.907924998,279.6932575,9.772884526,115,0.75,360,2.2,139.8466288
3092,8,11.36421472,537.8392448,11.70103783,115,0.75,360,2.2,268.9196224
3093,9,12.5432014,757.8582697,13.7691179,115,0.75,360,2.2,378.9291349
3094,10,13.60538579,967.9548671,15.50503488,115,0.75,360,2.2,483.9774335
3095,11,14.47304054,1123.766985,16.89831837,115,0.75,360,2.2,561.8834925
3096,12,14.91933392,1203.207265,18.11617521,115,0.75,360,2.2,601.6036326
3097,13,15.38711915,1114.628918,18.13067765,115,0.75,360,2.2,557.3144592
3098,14,15.65027481,1075.342505,18.45781579,115,0.75,360,2.2,537.6712525
3099,15,15.53942972,880.3010772,18.01328863,115,0.75,360,2.2,440.1505386
3100,16,15.26520363,647.2863266,16.84949724,115,0.75,360,2.2,323.6431633
3101,17,14.63559733,427.6165966,15.60617973,115,0.75,360,2.2,213.8082983
3102,18,13.70475827,206.3856528,14.13571707,115,0.75,360,2.2,103.1928264
3103,19,12.62474712,57.46221813,12.52000429,115,0.75,360,2.2,28.73110907
3104,20,11.95112968,2.028638596,11.36990671,115,0.75,360,2.2,1.014319298
3105,21,11.25193294,0,10.693845,115,0.75,360,2.2,0
3106,22,10.76706615,0,10.22661136,115,0.75,360,2.2,0
3107,23,10.21373197,0,9.79043188,115,0.75,360,2.2,0
3108,24,9.778443601,0,9.302428419,115,0.75,360,2.2,0
3109,1,9.415124114,0,9.099737078,116,0.75,360,2.2,0
3110,2,9.082686292,0,8.887717174,116,0.75,360,2.2,0
3111,3,8.730572511,0,8.58063489,116,0.75,360,2.2,0
3112,4,8.416580925,0,8.296723332,116,0.75,360,2.2,0
