t,hour,air_temperature,PARi_original,soil_temperature,DOY,humidity,ambient_CO2,Wind,PARi
1274,14,7.669515595,449.6271899,7.07731883,38,0.75,360,2.2,224.8135949
1275,15,7.492645668,332.308617,7.241792651,38,0.75,360,2.2,166.1543085
1276,16,7.088324405,183.3057561,7.108412328,38,0.75,360,2.2,91.65287805
1277,17,6.50978364,61.91300587,6.672602109,38,0.75,360,2.2,30.95650294
1278,18,5.953717084,1.237644708,6.124767602,38,0.75,360,2.2,0.618822354
1279,19,5.593039263,0,5.67758796,38,0.75,360,2.2,0
1280,20,5.418254462,0.29354595,5.546618312,38,0.75,360,2.2,0.146772975
1281,21,5.284253571,0,5.350342476,38,0.75,360,2.2,0
1282,22,5.086500781,0,5.177736586,38,0.75,360,2.2,0
1283,23,4.908261765,0,5.042773128,38,0.75,360,2.2,0
1284,24,4.706931522,0,4.910909005,38,0.75,360,2.2,0
1285,1,4.536390815,0,4.765564342,39,0.75,360,2.2,0
1286,2,4.362328842,0,4.649105483,39,0.75,360,2.2,0
1287,3,4.228547336,0,4.586991642,39,0.75,360,2.2,0
1288,4,4.112783109,0.036277713,4.53023843,39,0.75,360,2.2,0.018138856
1289,5,4.04004715,0,4.438687462,39,0.75,360,2.2,0
1290,6,3.934377489,0,4.360361481,39,0.75,360,2.2,0
1291,7,3.973709699,0,4.294978578,39,0.75,360,2.2,0
1292,8,4.405403721,49.00295907,4.331674735,39,0.75,360,2.2,24.50147953
1293,9,5.086215792,185.7686596,4.572688713,39,0.75,360,2.2,92.88432981
1294,10,5.911314767,320.6772381,5.074268468,39,0.75,360,2.2,160.3386191
1295,11,6.548687453,426.1193612,5.59261004,39,0.75,360,2.2,213.0596806
1296,12,7.153055024,487.8954206,6.27915123,39,0.75,360,2.2,243.9477103
1297,13,7.54193594,526.3184359,6.815297897,39,0.75,360,2.2,263.1592179
1298,14,7.721311312,456.6392629,7.202650886,39,0.75,360,2.2,228.3196315
1299,15,7.543574827,338.5787633,7.361644075,39,0.75,360,2.2,169.2893816
1300,16,7.144836109,188.6471913,7.210146249,39,0.75,360,2.2,94.32359563
1301,17,6.568801168,65.9900986,6.759833982,39,0.75,360,2.2,32.9950493
1302,18,5.998894581,2.118544512,6.191425284,39,0.75,360,2.2,1.059272256
1303,19,5.624739617,0,5.718290357,39,0.75,360,2.2,0
1304,20,5.448115243,0.256312134,5.578259287,39,0.75,360,2.2,0.128156067
1305,21,5.305460996,0,5.376069177,39,0.75,360,2.2,0
1306,22,5.106529946,0,5.198568333,39,0.75,360,2.2,0
1307,23,4.920437381,0,5.057803396,39,0.75,360,2.2,0
1308,24,4.711720544,0,4.919846936,39,0.75,360,2.2,0
1309,1,4.5347918,0,4.769141789,40,0.75,360,2.2,0
1310,2,4.359154449,0,4.648942751,40,0.75,360,2.2,0
1311,3,4.221541108,0,4.58686615,40,0.75,360,2.2,0
1312,4,4.103397484,0.037252694,4.528240672,40,0.75,360,2.2,0.018626347
1313,5,4.028564102,0,4.432844718,40,0.75,360,2.2,0
1314,6,3.921670868,0,4.350609777,40,0.75,360,2.2,0
1315,7,3.973523496,0,4.296461499,40,0.75,360,2.2,0
1316,8,4.432449014,53.27208383,4.357453145,40,0.75,360,2.2,26.63604192
1317,9,5.124421478,191.8225546,4.634233509,40,0.75,360,2.2,95.9112773
1318,10,5.956164599,328.0890486,5.165132796,40,0.75,360,2.2,164.0445243
1319,11,6.594743283,433.6555427,5.697143537,40,0.75,360,2.2,216.8277713
1320,12,7.205983233,496.6015151,6.407509351,40,0.75,360,2.2,248.3007575
1321,13,7.59406226,534.0351205,6.94314659,40,0.75,360,2.2,267.0175603
1322,14,7.7750527,463.7406174,7.330773234,40,0.75,360,2.2,231.8703087
1323,15,7.596467369,344.9212747,7.484075862,40,0.75,360,2.2,172.4606374
1324,16,7.203330346,194.0524759,7.314123918,40,0.75,360,2.2,97.02623796
1325,17,6.629886189,70.13462442,6.849133348,40,0.75,360,2.2,35.06731221
1326,18,6.046116622,3.048015447,6.259987854,40,0.75,360,2.2,1.524007724
1327,19,5.658353982,0,5.760629697,40,0.75,360,2.2,0
1328,20,5.479833776,0.217958494,5.611245262,40,0.75,360,2.2,0.108979247
1329,21,5.328429886,0,5.403069152,40,0.75,360,2.2,0
1330,22,5.128303865,0,5.220651014,40,0.75,360,2.2,0
1331,23,4.9342848,0,5.074040759,40,0.75,360,2.2,0
1332,24,4.718182491,0,4.929944219,40,0.75,360,2.2,0
1333,1,4.534795932,0,4.77391728,41,0.75,360,2.2,0
1334,2,4.35760586,0,4.650003881,41,0.75,360,2.2,0
1335,3,4.216111641,0,4.587915577,41,0.75,360,2.2,0
1336,4,4.095582533,0.038095444,4.527377941,41,0.75,360,2.2,0.019047722
1337,5,4.018582186,0,4.428128541,41,0.75,360,2.2,0
1338,6,3.910604847,0,4.342117174,41,0.75,360,2.2,0
1339,7,3.975278991,0,4.299635518,41,0.75,360,2.2,0
1340,8,4.461513543,57.65471149,4.385489999,41,0.75,360,2.2,28.82735574
1341,9,5.164638085,197.9798081,4.698510154,41,0.75,360,2.2,98.98990406
1342,10,6.003018365,335.6186878,5.258928583,41,0.75,360,2.2,167.8093439
1343,11,6.642880527,441.3123266,5.804726482,41,0.75,360,2.2,220.6561633
1344,12,7.260839846,505.4321319,6.538899256,41,0.75,360,2.2,252.716066
1345,13,7.648132077,541.8208068,7.073771627,41,0.75,360,2.2,270.9104034
1346,14,7.830730453,470.9294029,7.461583292,41,0.75,360,2.2,235.4647014
1347,15,7.651315741,351.3342839,7.608990194,41,0.75,360,2.2,175.6671419
1348,16,7.263790026,199.5195959,7.420271489,41,0.75,360,2.2,99.75979796
1349,17,6.693008679,74.34376247,6.94044,41,0.75,360,2.2,37.17188123
1350,18,6.095370968,4.026391314,6.330417659,41,0.75,360,2.2,2.013195657
1351,19,5.693884939,0,5.804601945,41,0.75,360,2.2,0
1352,20,5.513408489,0.178572143,5.645580814,41,0.75,360,2.2,0.089286071
1353,21,5.353167305,0,5.431351186,41,0.75,360,2.2,0
1354,22,5.151825919,0,5.243997418,41,0.75,360,2.2,0
1355,23,4.949817031,0,5.091504161,41,0.75,360,2.2,0
1356,24,4.726339063,0,4.94122525,41,0.75,360,2.2,0
1357,1,4.536437447,0,4.779923098,42,0.75,360,2.2,0
1358,2,4.357715271,0,4.652325485,42,0.75,360,2.2,0
1359,3,4.212295525,0,4.590172526,42,0.75,360,2.2,0
1360,4,4.089374189,0.038802073,4.527682578,42,0.75,360,2.2,0.019401036
1361,5,4.010141569,0,4.424575418,42,0.75,360,2.2,0
1362,6,3.901229976,0,4.334931423,42,0.75,360,2.2,0
1363,7,3.979015209,0,4.304538039,42,0.75,360,2.2,0
1364,8,4.492606159,62.14876614,4.415795084,42,0.75,360,2.2,31.07438307
1365,9,5.206867344,204.2374569,4.765482898,42,0.75,360,2.2,102.1187284
1366,10,6.051872084,343.2621909,5.355586671,42,0.75,360,2.2,171.6310955
1367,11,6.69309519,449.0867151,5.91528233,42,0.75,360,2.2,224.5433575
1368,12,7.317611578,514.3823248,6.673214826,42,0.75,360,2.2,257.1911624
1369,13,7.704135519,549.672111,7.20706755,42,0.75,360,2.2,274.8360555
1370,14,7.888334601,478.2037446,7.594979348,42,0.75,360,2.2,239.1018723
1371,15,7.708111697,357.8159205,7.736290176,42,0.75,360,2.2,178.9079602
1372,16,7.326197617,205.0465508,7.528515747,42,0.75,360,2.2,102.5232754
1373,17,6.758138502,78.61474018,7.033694232,42,0.75,360,2.2,39.30737009
1374,18,6.146644877,5.053987445,6.40267717,42,0.75,360,2.2,2.526993722
1375,19,5.731334281,0,5.850202576,42,0.75,360,2.2,0
1376,20,5.548837097,0.138241466,5.681269948,42,0.75,360,2.2,0.069120733
1377,21,5.379679412,0,5.460923395,42,0.75,360,2.2,0
1378,22,5.17709867,0,5.268619556,42,0.75,360,2.2,0
1379,23,4.967046069,0,5.110211636,42,0.75,360,2.2,0
1380,24,4.736210723,0,4.953713405,42,0.75,360,2.2,0
1381,1,4.539749042,0,4.787190261,43,0.75,360,2.2,0
1382,2,4.35951337,0,4.655942761,43,0.75,360,2.2,0
1383,3,4.210127766,0,4.593668318,43,0.75,360,2.2,0
1384,4,4.084806841,0.03936905,4.529185683,43,0.75,360,2.2,0.019684525
1385,5,4.003280871,0,4.422220571,43,0.75,360,2.2,0
1386,6,3.893594971,0,4.329098732,43,0.75,360,2.2,0
1387,7,3.984769466,1.100724267,4.311204938,43,0.75,360,2.2,0.550362133
1388,8,4.525734668,66.75216683,4.44837696,43,0.75,360,2.2,33.37608341
1389,9,5.251110074,210.5925633,4.83511551,43,0.75,360,2.2,105.2962817
1390,10,6.102720983,351.0156196,5.455038027,43,0.75,360,2.2,175.5078098
1391,11,6.745382424,456.9757101,6.028734673,43,0.75,360,2.2,228.487855
1392,12,7.3762846,523.4471892,6.810350734,43,0.75,360,2.2,261.7235946
1393,13,7.762062064,557.5856878,7.342929842,43,0.75,360,2.2,278.7928439
1394,14,7.947854517,485.5617431,7.730860557,43,0.75,360,2.2,242.7808716
1395,15,7.7668463,364.3643115,7.865879835,43,0.75,360,2.2,182.1821558
1396,16,7.390535145,210.631354,7.6387841,43,0.75,360,2.2,105.315677
1397,17,6.825245415,82.94483329,7.128836841,43,0.75,360,2.2,41.47241664
1398,18,6.199925101,6.131100705,6.476728987,43,0.75,360,2.2,3.065550352
1399,19,5.770703007,0,5.897426569,43,0.75,360,2.2,0
1400,20,5.586116595,0.097056122,5.718316091,43,0.75,360,2.2,0.048528061
1401,21,5.407971459,0,5.491793226,43,0.75,360,2.2,0
1402,22,5.20412386,0,5.294528661,43,0.75,360,2.2,0
1403,23,4.985982897,0,5.13018031,43,0.75,360,2.2,0
1404,24,4.747816698,0,4.967431044,43,0.75,360,2.2,0
1405,1,4.544761872,0,4.795748522,44,0.75,360,2.2,0
1406,2,4.363029337,0,4.660889496,44,0.75,360,2.2,0
1407,3,4.209641788,0,4.598433002,44,0.75,360,2.2,0
1408,4,4.081913325,0.039793211,4.53191712,44,0.75,360,2.2,0.019896605
1409,5,3.998037159,0,4.421097959,44,0.75,360,2.2,0
1410,6,3.887746711,0,4.324663765,44,0.75,360,2.2,0
1411,7,3.992577373,2.517028182,4.319670572,44,0.75,360,2.2,1.258514091
1412,8,4.560905828,71.46282754,4.483242958,44,0.75,360,2.2,35.73141377
1413,9,5.297366187,217.0422156,4.907371277,44,0.75,360,2.2,108.5211078
1414,10,6.155559497,358.8750619,5.557213743,44,0.75,360,2.2,179.4375309
1415,11,6.79973653,464.9763139,6.145007249,44,0.75,360,2.2,232.4881569
1416,12,7.436844546,532.6218622,6.950202445,44,0.75,360,2.2,266.3109311
1417,13,7.821900539,565.5582302,7.481254928,44,0.75,360,2.2,282.7791151
1418,14,8.009278914,493.0014743,7.869126943,44,0.75,360,2.2,246.5007372
1419,15,7.827509918,370.9775814,7.997664126,44,0.75,360,2.2,185.4887907
1420,16,7.456784196,216.2720326,7.751004589,44,0.75,360,2.2,108.1360163
1421,17,6.894299062,87.33136582,7.225809125,44,0.75,360,2.2,43.66568291
1422,18,6.255197885,7.258009491,6.552535836,44,0.75,360,2.2,3.629004745
1423,19,5.811991328,0,5.946268411,44,0.75,360,2.2,0
1424,20,5.62524326,0.055107041,5.7567221,44,0.75,360,2.2,0.02755352
1425,21,5.438047798,0,5.523967456,44,0.75,360,2.2,0
1426,22,5.23290241,0,5.321735186,44,0.75,360,2.2,0
1427,23,5.006637487,0,5.151426398,44,0.75,360,2.2,0
1428,24,4.76117498,0,4.982399504,44,0.75,360,2.2,0
1429,1,4.551505554,0,4.805626372,45,0.75,360,2.2,0
1430,2,4.368290841,0,4.667198067,45,0.75,360,2.2,0
1431,3,4.210869431,0,4.604495349,45,0.75,360,2.2,0
1432,4,4.080724935,0.040071757,4.535905511,45,0.75,360,2.2,0.020035878
1433,5,3.994445954,0,4.421240283,45,0.75,360,2.2,0
1434,6,3.883730239,0,4.321669642,45,0.75,360,2.2,0
1435,7,4.002472831,4.011244364,4.329967773,45,0.75,360,2.2,2.005622182
1436,8,4.598125355,76.27865721,4.520399181,45,0.75,360,2.2,38.1393286
1437,9,5.345634683,223.5835279,4.982213002,45,0.75,360,2.2,111.7917639
1438,10,6.21038127,366.8366324,5.662045034,45,0.75,360,2.2,183.4183162
1439,11,6.856150955,473.0855289,6.264023934,45,0.75,360,2.2,236.5427644
1440,12,7.499276507,541.9015229,7.092666217,45,0.75,360,2.2,270.9507615
1441,13,7.883639119,573.5864693,7.62194017,45,0.75,360,2.2,286.7932346
1442,14,8.072595843,500.5209894,8.0096794,45,0.75,360,2.2,250.2604947
1443,15,7.89009223,377.6538516,8.131548923,45,0.75,360,2.2,188.8269258
1444,16,7.524925913,221.9666275,7.86510588,45,0.75,360,2.2,110.9833137
1445,17,6.965268979,91.77171012,7.324552885,45,0.75,360,2.2,45.88585506
1446,18,6.312448968,8.43497373,6.630060572,45,0.75,360,2.2,4.217486865
1447,19,5.855198664,0,5.996722096,45,0.75,360,2.2,0
1448,20,5.666212652,0.012486426,5.796490255,45,0.75,360,2.2,0.006243213
1449,21,5.469911872,0,5.557452197,45,0.75,360,2.2,0
1450,22,5.263434422,0,5.350248808,45,0.75,360,2.2,0
1451,23,5.029018798,0,5.173965206,45,0.75,360,2.2,0
1452,24,4.776302324,0,4.998639107,45,0.75,360,2.2,0
1453,1,4.560008165,0,4.816851038,46,0.75,360,2.2,0
1454,2,4.375324046,0,4.674899438,46,0.75,360,2.2,0
1455,3,4.21384095,0,4.611882856,46,0.75,360,2.2,0
1456,4,4.081271414,0.040202251,4.54117824,46,0.75,360,2.2,0.020101126
1457,5,3.992541229,0,4.422678976,46,0.75,360,2.2,0
1458,6,3.881588764,0,4.320157938,46,0.75,360,2.2,0
1459,7,4.014488036,5.583837806,4.342127847,46,0.75,360,2.2,2.791918903
1460,8,4.637397917,81.19755971,4.559850505,46,0.75,360,2.2,40.59877986
1461,9,5.395913653,230.2136398,5.059603009,46,0.75,360,2.2,115.1068199
1462,10,6.267179156,374.8964721,5.769463238,46,0.75,360,2.2,187.4482361
1463,11,6.914618296,481.3003577,6.385708749,46,0.75,360,2.2,240.6501789
1464,12,7.563565032,551.2813922,7.237639099,46,0.75,360,2.2,275.6406961
1465,13,7.94726533,581.6671747,7.764883873,46,0.75,360,2.2,290.8335874
1466,14,8.137792698,508.1183152,8.152419688,46,0.75,360,2.2,254.0591576
1467,15,7.954582219,384.391241,8.267441028,46,0.75,360,2.2,192.1956205
1468,16,7.594940995,227.7131933,7.981017269,46,0.75,360,2.2,113.8565966
1469,17,7.038124592,96.26328681,7.425010423,46,0.75,360,2.2,48.1316434
1470,18,6.371663584,9.662234883,6.709266174,46,0.75,360,2.2,4.831117442
1471,19,5.900323646,0,6.048781125,46,0.75,360,2.2,0
1472,20,5.709019612,0,5.837622263,46,0.75,360,2.2,0
1473,21,5.50356622,0,5.592252887,46,0.75,360,2.2,0
1474,22,5.29571918,0,5.380078425,46,0.75,360,2.2,0
1475,23,5.053134775,0,5.197811132,46,0.75,360,2.2,0
1476,24,4.793214249,0,5.016169155,46,0.75,360,2.2,0
1477,1,4.570296241,0,4.82944848,47,0.75,360,2.2,0
1478,2,4.384153606,0,4.684023162,47,0.75,360,2.2,0
1479,3,4.218585018,0,4.620621741,47,0.75,360,2.2,0
1480,4,4.083580958,0.040182623,4.547761449,47,0.75,360,2.2,0.020091311
1481,5,3.992355404,0,4.425444211,47,0.75,360,2.2,0
1482,6,3.881363659,0,4.320168687,47,0.75,360,2.2,0
1483,7,4.028653474,7.235230116,4.356180581,47,0.75,360,2.2,3.617615058
1484,8,4.678727139,86.21743388,4.601600581,47,0.75,360,2.2,43.10871694
1485,9,5.448200279,236.9297169,5.139503135,47,0.75,360,2.2,118.4648584
1486,10,6.325945217,383.0507485,5.879399821,47,0.75,360,2.2,191.5253743
1487,11,6.975130295,489.6178032,6.509985855,47,0.75,360,2.2,244.8089016
1488,12,7.629694131,560.7567325,7.385018932,47,0.75,360,2.2,280.3783663
1489,13,8.012766047,589.7971544,7.909985285,47,0.75,360,2.2,294.8985772
1490,14,8.204856211,515.7914536,8.29725044,47,0.75,360,2.2,257.8957268
1491,15,8.020968176,391.1878657,8.405248166,47,0.75,360,2.2,195.5939329
1492,16,7.666809703,233.5097984,8.09866868,47,0.75,360,2.2,116.7548992
1493,17,7.112835214,100.8035648,7.527124545,47,0.75,360,2.2,50.40178241
1494,18,6.432826459,10.94001594,6.790115751,47,0.75,360,2.2,5.470007971
1495,19,5.947364113,0,6.102438506,47,0.75,360,2.2,0
1496,20,5.753658265,0,5.880119257,47,0.75,360,2.2,0
1497,21,5.539012478,0,5.628374299,47,0.75,360,2.2,0
1498,22,5.329755144,0,5.411232155,47,0.75,360,2.2,0
1499,23,5.078992352,0,5.222977663,47,0.75,360,2.2,0
1500,24,4.811925038,0,5.035007931,47,0.75,360,2.2,0
1501,1,4.58239478,0,4.843443399,48,0.75,360,2.2,0
1502,2,4.394802665,0,4.694597382,48,0.75,360,2.2,0
1503,3,4.225128725,0,4.630736949,48,0.75,360,2.2,0
1504,4,4.087680216,0.040011164,4.555680045,48,0.75,360,2.2,0.020005582
1505,5,3.993919354,0,4.4295649,48,0.75,360,2.2,0
1506,6,3.88309446,0,4.321740375,48,0.75,360,2.2,0
1507,7,4.044997927,8.96579952,4.372154235,48,0.75,360,2.2,4.48289976
1508,8,4.722115598,91.33617349,4.645651828,48,0.75,360,2.2,45.66808674
1509,9,5.502490835,243.7289505,5.221874737,48,0.75,360,2.2,121.8644753
1510,10,6.386670723,391.2956554,5.991786369,48,0.75,360,2.2,195.6478277
1511,11,7.037677844,498.0348682,6.636779555,48,0.75,360,2.2,249.0174341
1512,12,7.697647272,570.3228485,7.534704349,48,0.75,360,2.2,285.1614242
1513,13,8.080127494,597.9732544,8.05714459,48,0.75,360,2.2,298.9866272
1514,14,8.273772456,523.5383821,8.444075152,48,0.75,360,2.2,261.7691911
1515,15,8.089237703,398.0418393,8.544878985,48,0.75,360,2.2,199.0209196
1516,16,7.740511854,239.354525,8.217990665,48,0.75,360,2.2,119.6772625
1517,17,7.189370052,105.3900614,7.630838557,48,0.75,360,2.2,52.6950307
1518,18,6.495921816,12.26852143,6.872572539,48,0.75,360,2.2,6.134260714
1519,19,5.996317114,0,6.157686753,48,0.75,360,2.2,0
1520,20,5.800122018,0,5.923981797,48,0.75,360,2.2,0
1521,21,5.576251376,0,5.665820535,48,0.75,360,2.2,0
1522,22,5.365539958,0,5.44371734,48,0.75,360,2.2,0
1523,23,5.106597449,0,5.249477379,48,0.75,360,2.2,0
1524,24,4.832447739,0,5.0551727,48,0.75,360,2.2,0
1525,1,4.596327239,0,4.858859228,49,0.75,360,2.2,0
1526,2,4.407292861,0,4.706648827,49,0.75,360,2.2,0
1527,3,4.233497576,0,4.642252147,49,0.75,360,2.2,0
1528,4,4.09359429,0.039686532,4.564957693,49,0.75,360,2.2,0.019843266
1529,5,3.997262401,0,4.435068689,49,0.75,360,2.2,0
1530,6,3.88681887,0,4.324909949,49,0.75,360,2.2,0
1531,7,4.063548468,10.77588086,4.390075547,49,0.75,360,2.2,5.387940429
1532,8,4.767564829,96.55166724,4.69200544,49,0.75,360,2.2,48.27583362
1533,9,5.558780681,250.6085578,5.30667869,49,0.75,360,2.2,125.3042789
1534,10,6.449346153,399.6274131,6.106554595,49,0.75,360,2.2,199.8137065
1535,11,7.10225098,506.5485558,6.766014294,49,0.75,360,2.2,253.2742779
1536,12,7.767407383,579.9750863,7.686594776,49,0.75,360,2.2,289.9875431
1537,13,8.149335243,606.1923593,8.206262917,49,0.75,360,2.2,303.0961796
1538,14,8.344526846,531.3570536,8.592798193,49,0.75,360,2.2,265.6785268
1539,15,8.159377704,404.9512722,8.686243058,49,0.75,360,2.2,202.4756361
1540,16,7.816026824,245.2454691,8.338914403,49,0.75,360,2.2,122.6227345
1541,17,7.267698202,110.0203421,7.736096269,49,0.75,360,2.2,55.01017103
1542,18,6.560933369,13.6479374,6.956599899,49,0.75,360,2.2,6.8239687
1543,19,6.047178908,0,6.214517887,49,0.75,360,2.2,0
1544,20,5.848403559,0,5.969209868,49,0.75,360,2.2,0
1545,21,5.615282739,0,5.704595029,49,0.75,360,2.2,0
1546,22,5.403070443,0,5.477540542,49,0.75,360,2.2,0
1547,23,5.135954976,0,5.277321948,49,0.75,360,2.2,0
1548,24,4.854794162,0,5.076679708,49,0.75,360,2.2,0
1549,1,4.612115535,0,4.875718138,50,0.75,360,2.2,0
1550,2,4.421644321,0,4.720202819,50,0.75,360,2.2,0
1551,3,4.243715493,0,4.655189727,50,0.75,360,2.2,0
1552,4,4.101346733,0.039207748,4.575616818,50,0.75,360,2.2,0.019603874
1553,5,4.002412323,0,4.441981965,50,0.75,360,2.2,0
1554,6,3.892572754,0,4.329712808,50,0.75,360,2.2,0
1555,7,4.084330461,12.66576558,4.409969732,50,0.75,360,2.2,6.332882792
1556,8,4.815075318,101.8617988,4.740661383,50,0.75,360,2.2,50.9308994
1557,9,5.617064272,257.5657815,5.393875386,50,0.75,360,2.2,128.7828907
1558,10,6.513961196,408.0422684,6.223636336,50,0.75,360,2.2,204.0211342
1559,11,7.168838891,515.1558694,6.897614659,50,0.75,360,2.2,257.5779347
1560,12,7.83895685,589.7088339,7.84059043,50,0.75,360,2.2,294.8544169
1561,13,8.220374217,614.4513918,8.357242332,50,0.75,360,2.2,307.2256959
1562,14,8.417104134,539.2453962,8.743324799,50,0.75,360,2.2,269.6226981
1563,15,8.231374395,411.9142726,8.829250881,50,0.75,360,2.2,205.9571363
1564,16,7.893333547,251.1807402,8.461371702,50,0.75,360,2.2,125.5903701
1565,17,7.347788647,114.6920206,7.842841991,50,0.75,360,2.2,57.34601032
1566,18,6.627844328,15.07843144,7.042161322,50,0.75,360,2.2,7.53921572
1567,19,6.099944965,0,6.272923436,50,0.75,360,2.2,0
1568,20,5.898494859,0,6.01580288,50,0.75,360,2.2,0
1569,21,5.656105487,0,5.744700547,50,0.75,360,2.2,0
1570,22,5.442342603,0,5.512707546,50,0.75,360,2.2,0
1571,23,5.167068829,0,5.30652213,50,0.75,360,2.2,0
1572,24,4.878974884,0,5.099544183,50,0.75,360,2.2,0
1573,1,4.629780047,0,4.894041037,51,0.75,360,2.2,0
1574,2,4.437875667,0,4.735283263,51,0.75,360,2.2,0
1575,3,4.255804817,0,4.669570805,51,0.75,360,2.2,0
1576,4,4.110959551,0.038574198,4.587678606,51,0.75,360,2.2,0.019287099
1577,5,4.009395344,0,4.45032985,51,0.75,360,2.2,0
1578,6,3.900390143,0,4.33618281,51,0.75,360,2.2,0
1579,7,4.107367567,14.63570177,4.43186048,51,0.75,360,2.2,7.317850885
1580,8,4.864646507,107.2644468,4.791618396,51,0.75,360,2.2,53.63222339
1581,9,5.677335151,264.5978903,5.483424734,51,0.75,360,2.2,132.2989452
1582,10,6.580504749,416.5364945,6.342963552,51,0.75,360,2.2,208.2682472
1583,11,7.237429909,523.8538124,7.031505379,51,0.75,360,2.2,261.9269062
1584,12,7.912277518,599.5195212,7.99659232,51,0.75,360,2.2,299.7597606
1585,13,8.293228689,622.7473131,8.509985846,51,0.75,360,2.2,311.3736566
1586,14,8.491488415,547.2013136,8.895561074,51,0.75,360,2.2,273.6006568
1587,15,8.305213297,418.9289457,8.973813874,51,0.75,360,2.2,209.4644729
1588,16,7.972410514,257.1584619,8.585295,51,0.75,360,2.2,128.579231
1589,17,7.429610264,119.4027593,7.951020538,51,0.75,360,2.2,59.70137963
1590,18,6.696637397,16.56015267,7.129220424,51,0.75,360,2.2,8.280076335
1591,19,6.154609962,0,6.332894435,51,0.75,360,2.2,0
1592,20,5.950387173,0,6.063759671,51,0.75,360,2.2,0
1593,21,5.698717636,0,5.786139185,51,0.75,360,2.2,0
1594,22,5.483351619,0,5.549223357,51,0.75,360,2.2,0
1595,23,5.19994189,0,5.337087776,51,0.75,360,2.2,0
1596,24,4.904999243,0,5.123780334,51,0.75,360,2.2,0
1597,1,4.649339612,0,4.913847566,52,0.75,360,2.2,0
1598,2,4.45600401,0,4.751912658,52,0.75,360,2.2,0
1599,3,4.269786301,0,4.685415219,52,0.75,360,2.2,0
1600,4,4.122453203,0.037785631,4.601163007,52,0.75,360,2.2,0.018892815
1601,5,4.018236141,0,4.460136204,52,0.75,360,2.2,0
1602,6,3.910303232,0,4.344352268,52,0.75,360,2.2,0
1603,7,4.132681736,16.68589411,4.45576996,52,0.75,360,2.2,8.342947053
1604,8,4.916276795,112.7574847,4.84487399,52,0.75,360,2.2,56.37874237
1605,9,5.739585952,271.7021787,5.575286161,52,0.75,360,2.2,135.8510893
1606,10,6.648964918,425.106391,6.464468328,52,0.75,360,2.2,212.5531955
1607,11,7.308011517,532.6393883,7.167611324,52,0.75,360,2.2,266.3196942
1608,12,7.987350691,609.4026199,8.154502247,52,0.75,360,2.2,304.7013099
1609,13,8.367882279,631.0771226,8.664397406,52,0.75,360,2.2,315.5385613
1610,14,8.567663121,555.2226847,9.049413992,52,0.75,360,2.2,277.6113424
1611,15,8.380879239,425.993394,9.119844383,52,0.75,360,2.2,212.996697
1612,16,8.053235776,263.1767714,8.710617361,52,0.75,360,2.2,131.5883857
1613,17,7.513131818,124.1502684,8.060577225,52,0.75,360,2.2,62.07513418
1614,18,6.767294773,18.09323174,7.21774095,52,0.75,360,2.2,9.04661587
1615,19,6.211167788,0,6.394421427,52,0.75,360,2.2,0
1616,20,6.004071035,0,6.113078503,52,0.75,360,2.2,0
1617,21,5.743116297,0,5.82891237,52,0.75,360,2.2,0
1618,22,5.526091854,0,5.587092202,52,0.75,360,2.2,0
1619,23,5.234576031,0,5.369027828,52,0.75,360,2.2,0
1620,24,4.932875344,0,5.149401349,52,0.75,360,2.2,0
1621,1,4.670811528,0,4.935156104,53,0.75,360,2.2,0
1622,2,4.476044953,0,4.770112088,53,0.75,360,2.2,0
1623,3,4.285679118,0,4.702741534,53,0.75,360,2.2,0
1624,4,4.135846599,0.036842161,4.616088726,53,0.75,360,2.2,0.01842108
1625,5,4.028957843,0,4.471423625,53,0.75,360,2.2,0
1626,6,3.922342379,0,4.354251949,53,0.75,360,2.2,0
1627,7,4.160293211,18.81650389,4.481718814,53,0.75,360,2.2,9.408251945
1628,8,4.969963531,118.3387812,4.900424447,53,0.75,360,2.2,59.16939059
1629,9,5.803808399,278.8759667,5.669418612,53,0.75,360,2.2,139.4379834
1630,10,6.719329017,433.748284,6.588082873,53,0.75,360,2.2,216.874142
1631,11,7.380570344,541.5096011,7.305857506,53,0.75,360,2.2,270.7548005
1632,12,8.064157134,619.3536433,8.314222806,53,0.75,360,2.2,309.6768216
1633,13,8.444317957,639.437858,8.820381904,53,0.75,360,2.2,319.718929
1634,14,8.645611028,563.3073639,9.204791395,53,0.75,360,2.2,281.653682
1635,15,8.458356359,433.1057173,9.267255676,53,0.75,360,2.2,216.5528586
1636,16,8.135786943,269.2338197,8.837272478,53,0.75,360,2.2,134.6169098
1637,17,7.598321964,128.9323067,8.171457869,53,0.75,360,2.2,64.46615333
1638,18,6.839798147,19.67778083,7.307686771,53,0.75,360,2.2,9.838890415
1639,19,6.269611541,0,6.457494459,53,0.75,360,2.2,0
1640,20,6.059536264,0,6.163757066,53,0.75,360,2.2,0
1641,21,5.789297676,0,5.87302086,53,0.75,360,2.2,0
1642,22,5.570556851,0,5.626317532,53,0.75,360,2.2,0
1643,23,5.27097211,0,5.402350318,53,0.75,360,2.2,0
1644,24,4.962610052,0,5.176419402,53,0.75,360,2.2,0
1645,1,4.694211555,0,4.957983768,54,0.75,360,2.2,0
1646,2,4.49801259,0,4.789901228,54,0.75,360,2.2,0
