t,plant,axis,organ,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sum_respi
615,1,MS,roots,8.375712080922966,0.9247257428677533,0.9488631128868745,7.770439288223671e-07,10.172662132935708,0.7801014125884057,0.007969341050786564,NA,1.4056091141347715,0.19078864850497734,NA,NA,1.032476244732477,2.2587835382189905,1.7734026443512176,NA,2.8543409957373046e-06,NA,NA,581.984638190447,0.8925222448205508,41.87856040461483,0.4805759408185827,NA,12.745991705692438,1.6065620885085985e-06,0.4003059289770433,392.36070132060405,NA,1.4036196551526653e-07,3.9214991982968584e-08,0.6717621974522138,NA,NA,136.84984412281622,2.6288740073722257
616,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.0422832122257945e-06,NA,NA,71.98138396842921,0.0,NA,NA,NA,3.6623150859837277,NA,794.6864879270992,0.0,NA,NA,NA,NA,2221200.0000000205,NA,NA,NA,NA,1462.5516084362066,NA,NA,NA,27242.919505265832,7096.3445359857105,NA,NA
616,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.36191673256342,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461.012804717463,NA
616,1,MS,roots,8.766848209498285,0.8012742040144336,0.8528641685042634,7.029603108616388e-07,10.165372058715283,0.799941214654725,0.007955058028137514,NA,1.3909590688858537,0.1876734247982647,NA,NA,1.0150761724763468,2.3198867195725845,1.7580760317540118,NA,2.4057667081719615e-06,NA,NA,580.471939774632,0.9109376539491875,43.834241047491425,0.4727290297185509,NA,12.253509193381033,1.6125061661606762e-06,0.3995871438759677,391.27350701348723,NA,1.4010707514196516e-07,4.027581110369071e-08,0.6054759886036453,NA,NA,134.29068682056905,2.5937086661604654
617,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.057035371705231e-06,NA,NA,73.21805388480891,0.0,NA,NA,NA,3.6934952420826366,NA,808.3395301220633,0.0,NA,NA,NA,NA,2224800.000000017,NA,NA,NA,NA,1466.2284183377308,NA,NA,NA,27348.12289690449,7096.3445359857105,NA,NA
617,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.546022219215992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531.0366714627874,NA
617,1,MS,roots,9.011725221301935,0.7992468853562209,0.850515474989731,9.515867625120117e-07,10.207630822450726,0.7669444169189519,0.007955058028137514,NA,1.4386036730471823,0.20046178457241662,NA,NA,1.072939265475288,2.3198867195725845,1.8182955151968512,NA,4.70575496977453e-06,NA,NA,580.4409369447745,0.9284039022822638,45.05862610650968,0.5049415228524348,NA,12.22250636352346,2.1828252583800743e-06,0.3995871438759677,390.19598308615116,NA,1.4010707514196516e-07,4.027581110369071e-08,0.6054759886036453,NA,NA,143.616494799163,2.712004723094887
618,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.0629045034851914e-06,NA,NA,73.7121167861621,0.0,NA,NA,NA,3.784607918205208,NA,813.7940669793102,0.0,NA,NA,NA,NA,2228400.00000002,NA,NA,NA,NA,1469.964185975475,NA,NA,NA,27454.67045924534,7096.3445359857105,NA,NA
618,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.672877861371504,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557.993815551497,NA
618,1,MS,roots,9.111009569813238,0.5364137162233532,0.5788411571758583,7.852214416255721e-07,10.188028389203279,0.7759693005779961,0.007941031273056403,NA,1.4254386479960612,0.197341910822463,NA,NA,1.0570965125754685,2.4079964599184276,1.804844495733689,NA,4.050433820058934e-06,NA,NA,579.2448087152314,0.9553404509597535,45.555047849066185,0.497082898797136,NA,12.028289211202646,2.641115516547636e-06,0.3988811838308901,389.38986654991027,NA,1.3985550035658869e-07,4.180549409580604e-08,0.4129260264301667,NA,NA,141.2296311595297,2.679877071393993
619,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.0593224858150512e-06,NA,NA,73.41044332755509,0.0,NA,NA,NA,3.9054525803422613,NA,810.4635416670102,0.0,NA,NA,NA,NA,2232000.0000000233,NA,NA,NA,NA,1473.8078274144311,NA,NA,NA,27561.27428099104,7096.3445359857105,NA,NA
619,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.466345133988234,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540.1219629364984,NA
619,1,MS,roots,9.050286965202883,0.5486263273150974,0.5776566843599467,1.1804541157069916e-06,10.217084230896003,0.7388126053741568,0.007941031273056403,NA,1.4713884778276105,0.21002823113399652,NA,NA,1.115348325448978,2.4079964599184276,1.8630246899973715,NA,7.747727908957658e-06,NA,NA,579.5186585699103,0.9832988374557802,45.25143482601441,0.5290383655768174,NA,12.30213906588137,3.970492292100343e-06,0.3988811838308901,388.59306468811775,NA,1.3985550035658869e-07,4.180549409580604e-08,0.4129260264301667,NA,NA,150.69841529798276,2.796765034410585
620,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.0490262227491313e-06,NA,NA,72.54573446490309,0.0,NA,NA,NA,4.064660368214305,NA,800.9170115608131,0.0,NA,NA,NA,NA,2235600.0000000224,NA,NA,NA,NA,1477.7930014677563,NA,NA,NA,27667.073458706916,7096.3445359857105,NA,NA
620,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.058017993536765,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.2206979471694,NA
620,1,MS,roots,8.877958582409383,0.24552046450565,0.2554518029241968,6.90189582698135e-07,10.182959380673076,0.7482099300093642,0.007927265214442161,NA,1.4550960614823936,0.20563775778996227,NA,NA,1.095581559129492,2.4981360775437786,1.8456018311984839,NA,6.379286024608829e-06,NA,NA,578.6674857792402,1.0158630153533406,44.389792912046914,0.517979238765648,NA,12.434256176228688,5.24314384467664e-06,0.3981882702573292,388.1167092895248,NA,1.3960841434081152e-07,4.337041801291283e-08,0.1828285988395228,NA,NA,147.53989075531885,2.7563153784018475
621,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.0316881336708946e-06,NA,NA,71.09773244204376,0.0,NA,NA,NA,4.224341447393554,NA,784.9308276530111,0.0,NA,NA,NA,NA,2239200.0000000224,NA,NA,NA,NA,1481.9378471304642,NA,NA,NA,27771.14560019863,7096.3445359857105,NA,NA
621,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.204911603090586,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409.436644323013,NA
621,1,MS,roots,8.59498812372814,0.2576083329005562,0.2551436689439149,1.0344163344039307e-06,10.196629739582434,0.7173515444474293,0.007927265214442161,NA,1.4958893418362669,0.21706836960871773,NA,NA,1.1494990154498137,2.4981360775437786,1.8973428501694247,NA,1.1366775705802644e-05,NA,NA,579.2796695845675,1.0429372976283917,42.974940618640694,0.5467717118607499,NA,13.046439981556018,7.858121554603402e-06,0.3981882702573292,387.6485507364111,NA,1.3960841434081152e-07,4.337041801291283e-08,0.1828285988395228,NA,NA,156.316658918999,2.8624567268947985
622,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.010031676436491e-06,NA,NA,69.30321291609033,0.0,NA,NA,NA,4.397264579709317,NA,765.1190327002771,0.0,NA,NA,NA,NA,2242800.0000000233,NA,NA,NA,NA,1486.2514363296957,NA,NA,NA,27872.884365582573,7096.3445359857105,NA,NA
622,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.131383037889734,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316.9976773855524,NA
622,1,MS,roots,8.253705267197931,0.15529707100231574,0.15075802766258845,7.630625581824474e-07,10.15805969489169,0.7229348264769514,0.0079137083294492,NA,1.473991831254724,0.21090175212541049,NA,NA,1.1225820808718678,2.5679293389736184,1.8727783802931082,NA,8.639091294550778e-06,NA,NA,578.5629222451868,1.0695173605614097,41.268526335989655,0.5312386703410843,NA,13.298041570243823,9.801122668233198e-06,0.3975058269836525,387.2809395500784,NA,1.3936589459006522e-07,4.4582106579403096e-08,0.10813139927548517,NA,NA,151.8229745364713,2.807475664252002
623,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,9.838945561573503e-07,NA,NA,67.15804790676837,0.0,NA,NA,NA,4.546593564730856,NA,741.4360531116954,0.0,NA,NA,NA,NA,2246400.000000023,NA,NA,NA,NA,1490.725249618554,NA,NA,NA,27971.735440145752,7096.3445359857105,NA,NA
623,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.67874149013168,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.946288331879,NA
623,1,MS,roots,7.858797658558952,0.16395457519446993,0.15061779027578281,1.0405698003054009e-06,10.166570638566938,0.6920876102914759,0.0079137083294492,NA,1.5083594416503467,0.2206781544529039,NA,NA,1.1693127362100455,2.5679293389736184,1.916444102427043,NA,1.4075080122910675e-05,NA,NA,579.3042617302058,1.0865602912931482,39.29398829279476,0.5558643688990023,NA,14.039381055262892,1.3365551943663373e-05,0.3975058269836525,386.9206849900779,NA,1.3936589459006522e-07,4.4582106579403096e-08,0.10813139927548517,NA,NA,159.42006954618046,2.898350332313296
624,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,9.547546451790285e-07,NA,NA,64.79263650350653,0.0,NA,NA,NA,4.696585570895545,NA,715.3215165895118,0.0,NA,NA,NA,NA,2250000.000000024,NA,NA,NA,NA,1495.3507907124417,NA,NA,NA,28067.344597707543,7096.3445359857105,NA,NA
624,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.07502889014672,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117.1307231530725,NA
624,1,MS,roots,7.439004767026013,0.11008564755057802,0.09880421157860217,8.028964636103732e-07,10.12594072340248,0.6961180083545621,0.007900279366278453,NA,1.4801295682300657,0.2126053224330454,NA,NA,1.1339062476212582,2.6054327277854545,1.8837804070988344,NA,9.768683106158253e-06,NA,NA,578.6639826830352,1.1012377176811863,37.195023835130065,0.5355297794283259,NA,14.358313663145772,1.5708095723720498e-05,0.3968297913906269,386.60676282081073,NA,1.3912703944427837e-07,4.5233207079608585e-08,0.07099103525023003,NA,NA,153.43887459407964,2.8266411382843692
625,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,9.218429203393686e-07,NA,NA,62.15369577692597,0.0,NA,NA,NA,4.812407842900808,NA,686.1871707039995,0.0,NA,NA,NA,NA,2253600.0000000237,NA,NA,NA,NA,1500.1079128654785,NA,NA,NA,28159.29754887238,7096.3445359857105,NA,NA
625,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.169949872930886,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.2208815869825,NA
625,1,MS,roots,6.988969864602109,0.11629494891498644,0.09872555565728873,1.0018088142115605e-06,10.131969744697244,0.6639775447601993,0.007900279366278453,NA,1.5080396496780275,0.22056750534347264,NA,NA,1.172537376316809,2.6054327277854545,1.9193019355654766,NA,1.4532950967049462e-05,NA,NA,579.4738529849583,1.1051425225212936,34.944849323010544,0.5555856557770091,NA,15.16818396506877,1.9599673760848294e-05,0.3968297913906269,386.2989934390219,NA,1.3912703944427837e-07,4.5233207079608585e-08,0.07099103525023003,NA,NA,159.65898465872502,2.901144531338309
626,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.865238355030894e-07,NA,NA,59.35951507144811,0.0,NA,NA,NA,4.923082092038626,NA,655.3389495522116,0.0,NA,NA,NA,NA,2257200.0000000237,NA,NA,NA,NA,1504.9805311393402,NA,NA,NA,28247.34131914902,7096.3445359857105,NA,NA
626,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.18666927254292,NA,NA,NA,NA,NA,NA,NA,NA,NA,920.6246779143244,NA
626,1,MS,roots,6.532245657641828,0.071026967700813,0.05881655070456226,6.695773635087411e-07,10.089777398861058,0.6666937013331653,0.007886888921744302,NA,1.4733418567079026,0.210673044603599,NA,NA,1.1286478445432282,2.607303787548265,1.878332336115382,NA,9.192067818386177e-06,NA,NA,578.8879962141032,1.106417141638033,32.66122828820914,0.5306625808654887,NA,15.538787518081602,2.1972823946897543e-05,0.3961556932897661,386.024314508729,NA,1.388904269867194e-07,4.526569075604628e-08,0.0423235794669039,NA,NA,152.24859195014898,2.8126627458547295
627,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.480066892638145e-07,NA,NA,56.355998793311336,0.0,NA,NA,NA,4.991845954734248,NA,622.1796287540557,0.0,NA,NA,NA,NA,2260800.000000024,NA,NA,NA,NA,1509.9411408068097,NA,NA,NA,28331.15366723566,7096.3445359857105,NA,NA
627,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.97827920222206,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.602095417731,NA
627,1,MS,roots,6.062568109346593,0.07494012163307812,0.05877541467585594,7.783402607808941e-07,10.09414022698922,0.6329583154510461,0.007886888921744302,NA,1.495047755002699,0.21678969788224947,NA,NA,1.1589835007196223,2.607303787548265,1.906004726243935,NA,1.2523452639633713e-05,NA,NA,579.7440888989993,1.0966986474542686,30.31284054673296,0.5460697679653639,NA,16.394880202977642,2.5541982828243633e-05,0.3961556932897661,385.75433085459173,NA,1.388904269867194e-07,4.526569075604628e-08,0.0423235794669039,NA,NA,157.03258089642304,2.8708209536045706
628,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.079102257514253e-07,NA,NA,53.27667044478806,0.0,NA,NA,NA,5.065315643108159,NA,588.1833300508298,0.0,NA,NA,NA,NA,2264400.000000021,NA,NA,NA,NA,1514.9743334626105,NA,NA,NA,28410.581956381233,7096.3445359857105,NA,NA
628,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.839250213452278,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.6340843632144,NA
628,1,MS,roots,5.60242529473942,0.09206695480949321,0.07062544646068818,9.899018442628957e-07,10.052669330966497,0.6324868758875981,0.007873448189805603,NA,1.4539005053196812,0.20532278271162585,NA,NA,1.1071958982423054,2.5736912576384765,1.8567180887915553,NA,7.221556847614509e-06,NA,NA,579.1388201768334,1.0878153068863334,28.012126473697098,0.5171858506590071,NA,16.749663762147463,2.7013801667344023e-05,0.3954790923498807,385.46484470433404,NA,1.3865449265141813e-07,4.468213988955689e-08,0.05089486069076225,NA,NA,148.36472267941835,2.7664191862736125
629,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.659158900383981e-07,NA,NA,50.10217111798443,0.0,NA,NA,NA,5.0941214627321,NA,553.1363278696689,0.0,NA,NA,NA,NA,2268000.0000000214,NA,NA,NA,NA,1520.057672952022,NA,NA,NA,28485.446226230626,7096.3445359857105,NA,NA
629,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56524525964587,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.7575311466815,NA
629,1,MS,roots,5.149234069446895,0.09661825729548955,0.07057302076425132,1.0702269336213335e-06,10.057943483691764,0.5964086417705001,0.007873448189805603,NA,1.469772935127853,0.20972146615940912,NA,NA,1.1293936402452351,2.5736912576384765,1.876988133014029,NA,9.054612583881594e-06,NA,NA,579.966834815506,1.0692149871235226,25.746170347234475,0.5282656578322648,NA,17.577678400820012,2.920582307372525e-05,0.3954790923498807,385.1787118167097,NA,1.3865449265141813e-07,4.468213988955689e-08,0.05089486069076225,NA,NA,151.7610144188896,2.808888041532497
630,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.291762759834012e-07,NA,NA,47.36638076146331,0.0,NA,NA,NA,5.100484596007685,NA,522.9327459118373,0.0,NA,NA,NA,NA,2271600.000000018,NA,NA,NA,NA,1525.163889203058,NA,NA,NA,28555.953712957482,7096.3445359857105,NA,NA
630,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43106254468241,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.9436281968625,NA
630,1,MS,roots,4.77483222203122,0.6396566160479557,0.4714377465306626,5.964746700124205e-06,10.03465001987674,0.5841644343242257,0.00785987357815993,NA,1.4225323975559763,0.19737186036870247,NA,NA,1.0708806215474975,2.5065911170549833,1.8198032744810062,NA,4.784084202578675e-06,NA,NA,578.8087387123246,1.0500476515538413,23.8741611101561,0.4971583384602077,NA,17.389197415186818,2.4322930920549047e-05,0.3947958089267909,384.4839795784068,NA,1.3841768232245824e-07,4.351720689331568e-08,0.3405991837044681,NA,NA,142.13549345801502,2.6907848794721763
631,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.035941867966045e-07,NA,NA,45.48384308396524,0.0,NA,NA,NA,5.0277968461658915,NA,502.14921588166266,0.0,NA,NA,NA,NA,2275200.0000000214,NA,NA,NA,NA,1530.2334130606544,NA,NA,NA,28623.07985464774,7096.3445359857105,NA,NA
631,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.339866125138514,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.2341618399105,NA
631,1,MS,roots,4.52542176063445,0.6493029704233658,0.4705906916880898,5.116688593482666e-06,10.058495357114134,0.5528325688802862,0.00785987357815993,NA,1.4340560765620054,0.20084668431920674,NA,NA,1.0859330926160637,2.5065911170549833,1.8345451733827598,NA,5.637571150363103e-06,NA,NA,579.0709768512925,1.0216197567012653,22.62710880317225,0.5059110436252059,NA,17.651435554154624,2.086473566407248e-05,0.3947958089267909,383.79315874534825,NA,1.3841768232245824e-07,4.351720689331568e-08,0.3405991837044681,NA,NA,144.49255535902716,2.7208358534972756
632,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,6.980667770524714e-07,NA,NA,45.07947807592566,0.0,NA,NA,NA,4.909503296666311,NA,497.68495873122316,0.0,NA,NA,NA,NA,2278800.000000021,NA,NA,NA,NA,1535.2128758389933,NA,NA,NA,28688.457203460028,7096.3445359857105,NA,NA
632,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.56362752072151,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.1971708362108,NA
632,1,MS,roots,4.472693085408949,1.0138625122735851,0.7579185077062918,5.8861621498542246e-06,10.047923564348071,0.5666689959791293,0.007846098696444979,NA,1.3837805211175125,0.18844717623944696,NA,NA,1.024449378758105,2.41279988080509,1.7733432531969786,NA,2.8495433791939573e-06,NA,NA,577.504966368998,0.9948037835662842,22.363465427044744,0.4746780257920578,NA,17.069345194356654,1.4864875521510478e-05,0.394102523473396,382.8084917022556,NA,1.3817853312437682e-07,4.188888681953282e-08,0.5499693015458329,NA,NA,134.72757953051897,2.5966770761150646
633,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.14958795625516e-07,NA,NA,46.31789344487942,0.0,NA,NA,NA,4.712023312672503,NA,511.3572710138052,0.0,NA,NA,NA,NA,2282400.0000000186,NA,NA,NA,NA,1540.0274094756305,NA,NA,NA,28754.473250474974,7096.3445359857105,NA,NA
633,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.006135639513346,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.7287434074897,NA
633,1,MS,roots,4.6351168631212,1.0052158861241294,0.7559791556777691,4.364000996803106e-06,10.085160478369469,0.5722934578944021,0.007846098696444979,NA,1.3958313890650254,0.1921696603787967,NA,NA,1.0389119755213918,2.41279988080509,1.7887866888023818,NA,3.3838159479982157e-06,NA,NA,577.3593921469266,0.9630059555700533,23.175584315606002,0.4840545601481025,NA,16.923770972285226,1.1020819668522448e-05,0.394102523473396,381.828966308206,NA,1.3817853312437682e-07,4.188888681953282e-08,0.5499693015458329,NA,NA,137.06893751651884,2.626913024965214
634,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.46384839541784e-07,NA,NA,48.64304086193471,0.0,NA,NA,NA,4.573368025968539,NA,537.0272864108814,0.0,NA,NA,NA,NA,2286000.0000000233,NA,NA,NA,NA,1544.6756442366286,NA,NA,NA,28823.406742104657,7096.3445359857105,NA,NA
634,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.970797725351154,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.2052303420219,NA
634,1,MS,roots,4.947746596649563,0.9418748911255124,0.7302890021778077,3.0750421808853984e-06,10.072927292817125,0.6307578172255955,0.007832113902190456,NA,1.34916136241484,0.1810625951947785,NA,NA,0.9830012647612147,2.3149497842069886,1.7320711385987364,NA,1.7977182936804922e-06,NA,NA,575.8107125466158,0.9500195376414562,24.738732983247814,0.4560770659818098,NA,16.37400524729752,8.018701413514339e-06,0.39339875383726897,380.87083750838497,NA,1.379358832156886e-07,4.0190100420260224e-08,0.5326164047832519,NA,NA,128.43983304429335,2.513225222370833
635,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.711051565113115e-07,NA,NA,50.49168485740868,0.0,NA,NA,NA,4.453374437143852,NA,557.436624536904,0.0,NA,NA,NA,NA,2289600.000000025,NA,NA,NA,NA,1549.1863900557207,NA,NA,NA,28895.226841805168,7096.3445359857105,NA,NA
635,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.019941651245386,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.7498857240491,NA
635,1,MS,roots,5.203732644645211,0.9343043243325448,0.7284617991200024,2.3536674809576925e-06,10.109225370559841,0.6415493365742124,0.007832113902190456,NA,1.3668942298278597,0.18603024935156154,NA,NA,1.00383556983499,2.3149497842069886,1.7548368274972932,NA,2.316776655443291e-06,NA,NA,575.6791021792931,0.9373331527258061,26.01866322322605,0.4685900487444875,NA,16.242394879974814,6.13759280240636e-06,0.39339875383726897,379.91788825562503,NA,1.379358832156886e-07,4.0190100420260224e-08,0.5326164047832519,NA,NA,131.74525425507323,2.556760049014411
636,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,7.932553011078019e-07,NA,NA,52.16303632894801,0.0,NA,NA,NA,4.390791301943064,NA,575.8886236203326,0.0,NA,NA,NA,NA,2293200.000000024,NA,NA,NA,NA,1553.609480496954,NA,NA,NA,28969.617951022054,7096.3445359857105,NA,NA
636,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.285931080049384,NA,NA,NA,NA,NA,NA,NA,NA,NA,706.3747667421161,NA
636,1,MS,roots,5.441069667645467,0.9522236567261929,0.7686816984089834,1.8060712703858677e-06,10.098402183644499,0.6844512029349212,0.007817984973671359,NA,1.3256218167154343,0.17650317424894016,NA,NA,0.9555620705237535,2.2431994057692677,1.704931976387304,NA,1.3272455028982391e-06,NA,NA,574.0741157639533,0.9353494007128607,27.20534833822733,0.4445923784608064,NA,15.646617644570446,4.451513004370304e-06,0.3926877889033202,378.9215445476826,NA,1.3768956384304412e-07,3.894443412793868e-08,0.563501065259767,NA,NA,124.38335457964463,2.4576870614881283
637,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.120855641021261e-07,NA,NA,53.595107860496306,0.0,NA,NA,NA,4.333852947145003,NA,591.698932246319,0.0,NA,NA,NA,NA,2296800.0000000233,NA,NA,NA,NA,1557.9710630237523,NA,NA,NA,29046.223937660645,7096.3445359857105,NA,NA
637,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.53809207017589,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.937227334731,NA
637,1,MS,roots,5.649047664626105,0.9417001223528275,0.7666719837993972,1.4112038956671888e-06,10.136588100967304,0.6802803485163127,0.007817984973671359,NA,1.348250243123816,0.18258246492587388,NA,NA,0.981631339049144,2.2431994057692677,1.7340352449609673,NA,1.8363024317145304e-06,NA,NA,573.9011966000085,0.9328974683412486,28.245238323130522,0.45990545321378806,NA,15.473698480625659,3.4782638959969584e-06,0.3926877889033202,377.9308559888934,NA,1.3768956384304412e-07,3.894443412793868e-08,0.563501065259767,NA,NA,128.49358423442803,2.5124640470988338
638,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.263950507797339e-07,NA,NA,54.69033803512554,0.0,NA,NA,NA,4.358919943858635,NA,603.7904560954524,0.0,NA,NA,NA,NA,2300400.000000022,NA,NA,NA,NA,1562.318740868489,NA,NA,NA,29124.874671493817,7096.3445359857105,NA,NA
638,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.029266391423665,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.8474642069682,NA
638,1,MS,roots,5.811072789366725,0.6283144454626806,0.5199015106328703,8.147538861228794e-07,10.1141880204639,0.7233122233666865,0.0078037799027640435,NA,1.3114450181242883,0.1740261619046848,NA,NA,0.9391314666834439,2.198500490534417,1.6897743493458917,NA,1.1200189863999843e-06,NA,NA,572.6074400358608,0.9458761044041103,29.055363946833623,0.43835305265663677,NA,15.194589838429092,2.9554909667372824e-06,0.3919730282366006,377.1848761791052,NA,1.3744072611616205e-07,3.816841129400031e-08,0.38288143403271646,NA,NA,122.07296476299271,2.424602646712417
639,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,8.268651756106216e-07,NA,NA,54.726423602941004,0.0,NA,NA,NA,4.399369896133249,NA,604.1888467844215,0.0,NA,NA,NA,NA,2304000.0000000233,NA,NA,NA,NA,1566.6969497402674,NA,NA,NA,29204.190687335962,7096.3445359857105,NA,NA
