plant,axis,metamer,leaf_pseudo_age,internode_pseudo_age,leaf_is_growing,internode_is_growing,leaf_pseudostem_length,internode_distance_to_emerge,leaf_L,internode_L,delta_leaf_pseudo_age,delta_internode_pseudo_age,delta_internode_distance_to_emerge,delta_internode_L,delta_leaf_L,delta_leaf_pseudostem_length,leaf_Lmax,lamina_Lmax,sheath_Lmax,leaf_Wmax,SSLW,LSSW,leaf_is_emerged,internode_Lmax,LSIW,internode_is_visible,sucrose,amino_acids,fructan,proteins,leaf_enclosed_mstruct,internode_enclosed_mstruct,mstruct,leaf_enclosed_Nstruct,internode_enclosed_Nstruct
1,MS,3,1589281,864000,True,True,0.02895,0.0289,0.0925,0.00005,3600,3600,0,0,0,0,0.1228,0.093426659,0.029373341,0.005,27.6,0.08,True,NA,1,False,4.45E+00,0.541489393,0,7.74E+00,0.001853498,1.32E-06,1.85E-03,9.27E-06,6.62E-09
1,MS,4,776406,0,True,True,0.02894,0.02893,0.026,0.00001,3600,0,0,0,0,0,0.1331,0.099106478,0.033993522,0.0055,27.6,0.08,False,NA,NA,False,1.90E+00,0.23171606,0,3.31E+00,0.000793554,1.69E-07,7.94E-04,3.97E-06,8.44E-10
1,MS,5,0,0,True,False,0.02894,0.02894,0.002097843,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,7.60E-02,9.25E-03,0.00E+00,0.132074301,3.17E-05,0.00E+00,3.17E-05,1.58E-07,0.00E+00
1,MS,6,0,0,True,False,0.02894,0.02894,0.000541365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,1.35E-02,1.64E-03,0.00E+00,0.023415715,5.61E-06,0.00E+00,5.61E-06,2.81E-08,0
1,MS,7,0,0,True,False,0.02894,0.02894,0.000226918,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,4.47E-03,5.44E-04,0.00E+00,7.77E-03,1.86E-06,0.00E+00,1.86E-06,9.31E-09,0
1,MS,8,0,0,True,False,0.02894,0.02894,0.000113794,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,1.89E-03,2.29E-04,0.00E+00,3.28E-03,7.85E-07,0.00E+00,7.85E-07,3.93E-09,0
1,MS,9,0,0,True,False,0.02894,0.02894,0.0000559,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,7.97E-04,9.69E-05,0.00E+00,1.38E-03,3.32E-07,0.00E+00,3.32E-07,1.66E-09,0
1,MS,10,0,0,True,False,0.02894,0.02894,0.0000293,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,3.84E-04,4.68E-05,0.00E+00,6.68E-04,1.60E-07,0.00E+00,1.60E-07,8.01E-10,0
