t,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
1175,8.6,179.5555556,6.7395,0.75,360,2.2
1176,9.1,202,7.11,0.75,360,2.2
1177,9.4,202,7.45,0.75,360,2.2
1178,9.4,134.6666667,7.665,0.75,360,2.2
1179,9.4,101,7.7,0.75,360,2.2
1180,9.5,56.11111111,7.68,0.75,360,2.2
1181,9.2,0,7.565,0.75,360,2.2
1182,9,0,7.43,0.75,360,2.2
1183,8.9,0,7.36,0.75,360,2.2
1184,9.1,0,7.335,0.75,360,2.2
1185,9,0,7.34,0.75,360,2.2
1186,8.6,0,7.38,0.75,360,2.2
1187,8.9,0,7.455,0.75,360,2.2
1188,8.8,0,7.535,0.75,360,2.2
1189,9,0,7.615,0.75,360,2.2
1190,8.9,0,7.62,0.75,360,2.2
1191,8.9,0,7.515,0.75,360,2.2
1192,7.9,0,7.335,0.75,360,2.2
1193,7.8,0,6.8305,0.75,360,2.2
1194,7.1,0,6.4665,0.75,360,2.2
1195,7,0,6.2475,0.75,360,2.2
1196,6.7,11.22222222,6.0255,0.75,360,2.2
1197,7.4,235.6666667,5.9125,0.75,360,2.2
1198,7.4,280.5555556,6.1715,0.75,360,2.2
1199,7.5,134.6666667,6.4795,0.75,360,2.2
1200,8.3,213.2222222,6.5115,0.75,360,2.2
1201,8.4,190.7777778,6.7505,0.75,360,2.2
1202,8.3,527.4444444,7.073,0.75,360,2.2
1203,7.5,112.2222222,7.39,0.75,360,2.2
1204,7.5,89.77777778,7.075,0.75,360,2.2
1205,7.2,22.44444444,6.8345,0.75,360,2.2
1206,7.3,0,6.5425,0.75,360,2.2
1207,6.6,0,6.344,0.75,360,2.2
1208,5.9,0,6.187,0.75,360,2.2
1209,6.3,0,5.911,0.75,360,2.2
1210,5.7,0,5.569,0.75,360,2.2
1211,6.5,0,5.2635,0.75,360,2.2
1212,6.1,0,5.3655,0.75,360,2.2
1213,6.4,0,5.186,0.75,360,2.2
1214,6.1,0,5.1385,0.75,360,2.2
1215,5.9,0,5.1205,0.75,360,2.2
1216,6.5,0,4.9845,0.75,360,2.2
1217,6.5,0,5.1385,0.75,360,2.2
1218,6.6,0,5.3,0.75,360,2.2
1219,6.5,0,5.3515,0.75,360,2.2
1220,6.5,0,5.3515,0.75,360,2.2
1221,6.5,78.55555556,5.3885,0.75,360,2.2
1222,6.9,213.2222222,5.633,0.75,360,2.2
1223,7.6,303,6.0875,0.75,360,2.2
1224,7.6,269.3333333,6.603,0.75,360,2.2
1225,7.9,291.7777778,6.8195,0.75,360,2.2
1226,7.7,303,7.08,0.75,360,2.2
1227,7.1,134.6666667,7.095,0.75,360,2.2
1228,6.6,67.33333333,6.906,0.75,360,2.2
1229,6.3,11.22222222,6.557,0.75,360,2.2
1230,6.2,0,6.1995,0.75,360,2.2
1231,6.2,0,5.9065,0.75,360,2.2
1232,5.3,0,5.6645,0.75,360,2.2
1233,5.3,0,5.577,0.75,360,2.2
1234,5.9,0,5.5485,0.75,360,2.2
1235,6.1,0,5.49,0.75,360,2.2
1236,6.3,0,5.473,0.75,360,2.2
1237,6.6,0,5.494,0.75,360,2.2
1238,6.8,0,5.548,0.75,360,2.2
1239,3.7,0,5.715,0.75,360,2.2
1240,3.5,0,5.394,0.75,360,2.2
1241,4.4,0,5.056,0.75,360,2.2
1242,4.5,0,5.005,0.75,360,2.2
1243,3.9,0,4.871,0.75,360,2.2
1244,3.8,22.44444444,4.5575,0.75,360,2.2
1245,4.2,213.2222222,4.2665,0.75,360,2.2
1246,4.7,482.5555556,4.527,0.75,360,2.2
1247,5.1,763.1111111,5.145,0.75,360,2.2
1248,3.1,359.1111111,5.8805,0.75,360,2.2
1249,3.9,662.1111111,5.818,0.75,360,2.2
1250,3.9,493.7777778,6.0695,0.75,360,2.2
1251,4.4,538.6666667,5.7985,0.75,360,2.2
1252,3.3,246.8888889,5.293,0.75,360,2.2
1253,2.4,89.77777778,4.402,0.75,360,2.2
1254,1.9,0,3.3105,0.75,360,2.2
1255,0.9,0,2.4775,0.75,360,2.2
1256,1,0,2.2625,0.75,360,2.2
1257,0.3,0,2.1285,0.75,360,2.2
1258,-0.3,0,2.0275,0.75,360,2.2
1259,-0.7,0,1.9085,0.75,360,2.2
1260,-1,0,1.804,0.75,360,2.2
1261,-1,0,1.711,0.75,360,2.2
1262,-1.8,0,1.597,0.75,360,2.2
1263,-1.3,0,1.4605,0.75,360,2.2
1264,-1.4,0,1.3145,0.75,360,2.2
1265,-1.3,0,1.205,0.75,360,2.2
1266,-1,0,1.0895,0.75,360,2.2
1267,-0.6,0,0.9915,0.75,360,2.2
1268,-0.3,22.44444444,0.926,0.75,360,2.2
1269,0.5,157.1111111,0.9145,0.75,360,2.2
1270,1.1,213.2222222,0.937,0.75,360,2.2
1271,1.4,202,0.972,0.75,360,2.2
1272,1,190.7777778,1.0005,0.75,360,2.2
1273,0.6,157.1111111,1.027,0.75,360,2.2
1274,0.4,112.2222222,1.029,0.75,360,2.2
1275,0.2,89.77777778,1.033,0.75,360,2.2
1276,0.2,44.88888889,1.0425,0.75,360,2.2
1277,0.2,22.44444444,1.0475,0.75,360,2.2
1278,0.3,0,1.0585,0.75,360,2.2
1279,0.4,0,1.0845,0.75,360,2.2
1280,0.1,0,1.11,0.75,360,2.2
1281,0.1,0,1.1255,0.75,360,2.2
1282,0.2,0,1.1335,0.75,360,2.2
1283,0.1,0,1.155,0.75,360,2.2
1284,0,0,1.1595,0.75,360,2.2
1285,0.1,0,1.1615,0.75,360,2.2
1286,0.1,0,1.165,0.75,360,2.2
1287,0.1,0,1.167,0.75,360,2.2
1288,0.1,0,1.166,0.75,360,2.2
1289,0.2,0,1.163,0.75,360,2.2
1290,0.1,0,1.169,0.75,360,2.2
1291,0.2,0,1.168,0.75,360,2.2
1292,0.2,0,1.162,0.75,360,2.2
1293,0.3,44.88888889,1.2,0.75,360,2.2
1294,0.4,145.8888889,1.2985,0.75,360,2.2
1295,-0.2,202,1.5175,0.75,360,2.2
1296,1.3,505,1.4365,0.75,360,2.2
1297,1.2,583.5555556,2.253,0.75,360,2.2
1298,2.8,673.3333333,3.225,0.75,360,2.2
1299,2.2,404,3.9245,0.75,360,2.2
1300,1.6,213.2222222,3.6355,0.75,360,2.2
1301,1.2,89.77777778,2.876,0.75,360,2.2
1302,0.7,0,2.146,0.75,360,2.2
1303,0.2,0,1.5265,0.75,360,2.2
1304,-0.2,0,1.305,0.75,360,2.2
1305,-0.7,0,1.188,0.75,360,2.2
1306,-1.7,0,1.116,0.75,360,2.2
1307,-0.7,0,1.061,0.75,360,2.2
1308,-1.2,0,1.0205,0.75,360,2.2
1309,-1.7,0,0.988,0.75,360,2.2
1310,-1.7,0,0.9255,0.75,360,2.2
1311,-2.1,0,0.8315,0.75,360,2.2
1312,-2.3,0,0.7395,0.75,360,2.2
1313,-1.7,0,0.6585,0.75,360,2.2
1314,-2.8,0,0.6265,0.75,360,2.2
1315,-3.6,0,0.561,0.75,360,2.2
1316,-3,78.55555556,0.484,0.75,360,2.2
1317,-2.1,437.6666667,0.428,0.75,360,2.2
1318,-1.3,572.3333333,0.4235,0.75,360,2.2
1319,0.5,684.5555556,0.4485,0.75,360,2.2
1320,1.1,718.2222222,0.467,0.75,360,2.2
1321,0,157.1111111,0.5045,0.75,360,2.2
1322,1.1,269.3333333,0.5815,0.75,360,2.2
1323,1.5,415.2222222,0.6145,0.75,360,2.2
1324,1.4,280.5555556,0.8075,0.75,360,2.2
1325,0.5,78.55555556,0.909,0.75,360,2.2
1326,0.3,0,0.817,0.75,360,2.2
1327,0.5,0,0.7265,0.75,360,2.2
1328,0.3,0,0.6975,0.75,360,2.2
1329,0.5,0,0.696,0.75,360,2.2
1330,0.5,0,0.6985,0.75,360,2.2
1331,0.2,0,0.708,0.75,360,2.2
1332,-0.1,0,0.6935,0.75,360,2.2
1333,-0.2,0,0.687,0.75,360,2.2
1334,-0.1,0,0.6835,0.75,360,2.2
1335,-0.1,0,0.693,0.75,360,2.2
1336,0.2,0,0.6895,0.75,360,2.2
1337,0.4,0,0.689,0.75,360,2.2
1338,-0.2,0,0.69,0.75,360,2.2
1339,0.1,0,0.6675,0.75,360,2.2
1340,0.3,22.44444444,0.6595,0.75,360,2.2
1341,0.7,168.3333333,0.68,0.75,360,2.2
1342,1.1,202,0.718,0.75,360,2.2
1343,2.3,359.1111111,0.7595,0.75,360,2.2
1344,2.1,471.3333333,0.872,0.75,360,2.2
1345,3,561.1111111,1.49,0.75,360,2.2
1346,2.1,404,2.627,0.75,360,2.2
1347,3.8,527.4444444,3.109,0.75,360,2.2
1348,2.8,314.2222222,3.3235,0.75,360,2.2
1349,2.1,123.4444444,2.6105,0.75,360,2.2
1350,0.5,0,1.7495,0.75,360,2.2
1351,0.2,0,1.157,0.75,360,2.2
1352,-0.4,0,1.005,0.75,360,2.2
1353,-0.1,0,0.9045,0.75,360,2.2
1354,-0.6,0,0.826,0.75,360,2.2
1355,-1.4,0,0.741,0.75,360,2.2
1356,-1.8,0,0.6395,0.75,360,2.2
1357,-2.4,0,0.5265,0.75,360,2.2
1358,-3,0,0.411,0.75,360,2.2
1359,-3.2,0,0.313,0.75,360,2.2
1360,-3.9,0,0.2335,0.75,360,2.2
1361,-4.1,0,0.1525,0.75,360,2.2
1362,-4.4,0,0.0555,0.75,360,2.2
1363,-4.7,0,0,0.75,360,2.2
1364,-5.7,44.88888889,0,0.75,360,2.2
1365,-3.1,437.6666667,0,0.75,360,2.2
1366,0.2,740.6666667,0,0.75,360,2.2
1367,1.2,965.1111111,0,0.75,360,2.2
1368,2,1167.111111,0.005,0.75,360,2.2
1369,2.6,965.1111111,0.0935,0.75,360,2.2
1370,3.1,819.2222222,0.6365,0.75,360,2.2
1371,2.9,617.2222222,1.9365,0.75,360,2.2
1372,2.1,347.8888889,2.154,0.75,360,2.2
1373,0.6,89.77777778,1.449,0.75,360,2.2
1374,0,0,0.814,0.75,360,2.2
1375,-0.2,0,0.6695,0.75,360,2.2
1376,-0.7,0,0.598,0.75,360,2.2
1377,-1,0,0.549,0.75,360,2.2
1378,-1.9,0,0.505,0.75,360,2.2
1379,-1.2,0,0.4415,0.75,360,2.2
1380,-1.7,0,0.3665,0.75,360,2.2
1381,-2,0,0.302,0.75,360,2.2
1382,-2.2,0,0.238,0.75,360,2.2
1383,-3.4,0,0.158,0.75,360,2.2
1384,-3.9,0,0.0435,0.75,360,2.2
1385,-3.6,0,0,0.75,360,2.2
1386,-4.1,0,0,0.75,360,2.2
1387,-4.1,0,0,0.75,360,2.2
1388,-3.8,134.6666667,0,0.75,360,2.2
1389,-2.2,561.1111111,0,0.75,360,2.2
1390,-0.9,886.5555556,0,0.75,360,2.2
1391,0.2,1021.222222,0,0.75,360,2.2
1392,0.9,953.8888889,0,0.75,360,2.2
1393,1.5,998.7777778,0.0285,0.75,360,2.2
1394,2.1,864.1111111,0.191,0.75,360,2.2
1395,2.3,673.3333333,0.6105,0.75,360,2.2
1396,1.8,415.2222222,0.7165,0.75,360,2.2
1397,0.3,123.4444444,0.3695,0.75,360,2.2
1398,-0.2,0,0.314,0.75,360,2.2
1399,-0.8,0,0.302,0.75,360,2.2
1400,-0.8,0,0.2805,0.75,360,2.2
1401,-0.9,0,0.2395,0.75,360,2.2
1402,-1.4,0,0.19,0.75,360,2.2
1403,-1.3,0,0.111,0.75,360,2.2
1404,-1.4,0,0.035,0.75,360,2.2
1405,-1.8,0,0.024,0.75,360,2.2
1406,-1.9,0,0,0.75,360,2.2
1407,-2,0,0,0.75,360,2.2
1408,-2.2,0,0,0.75,360,2.2
1409,-2,0,0,0.75,360,2.2
1410,-2.1,0,0,0.75,360,2.2
1411,-2.3,0,0,0.75,360,2.2
1412,-1.9,56.11111111,0,0.75,360,2.2
1413,-1.7,145.8888889,0,0.75,360,2.2
1414,-1.3,213.2222222,0,0.75,360,2.2
1415,-0.1,381.5555556,0,0.75,360,2.2
1416,2.1,909,0.024,0.75,360,2.2
1417,3.2,965.1111111,0.118,0.75,360,2.2
1418,4.2,886.5555556,0.4565,0.75,360,2.2
1419,3.7,639.6666667,1.8285,0.75,360,2.2
1420,3.1,291.7777778,2.093,0.75,360,2.2
1421,2.6,89.77777778,1.3255,0.75,360,2.2
1422,1.1,0,0.6135,0.75,360,2.2
1423,1.7,0,0.513,0.75,360,2.2
1424,1.9,0,0.49,0.75,360,2.2
1425,2.3,0,0.485,0.75,360,2.2
1426,1.7,0,0.4875,0.75,360,2.2
1427,1.3,0,0.4435,0.75,360,2.2
1428,0.8,0,0.4465,0.75,360,2.2
1429,1,0,0.473,0.75,360,2.2
1430,1,0,0.559,0.75,360,2.2
1431,1.3,0,0.7015,0.75,360,2.2
1432,1.6,0,0.919,0.75,360,2.2
1433,1.8,0,1.119,0.75,360,2.2
1434,2.1,0,1.3275,0.75,360,2.2
1435,2.3,0,1.473,0.75,360,2.2
1436,2.7,11.22222222,1.6245,0.75,360,2.2
1437,3.3,112.2222222,2.0615,0.75,360,2.2
1438,3.5,145.8888889,2.9085,0.75,360,2.2
1439,4.2,258.1111111,3.756,0.75,360,2.2
1440,5,258.1111111,4.885,0.75,360,2.2
1441,5.7,336.6666667,6.453351901,0.75,360,2.2
1442,5.9,291.7777778,6.677772066,0.75,360,2.2
1443,5.8,134.6666667,6.565561983,0.75,360,2.2
1444,5.6,56.11111111,6.341141819,0.75,360,2.2
1445,5.1,22.44444444,5.780091407,0.75,360,2.2
1446,4.7,11.22222222,5.331251078,0.75,360,2.2
1447,4.6,0,5.219040996,0.75,360,2.2
1448,4.7,0,5.331251078,0.75,360,2.2
1449,4.4,0,4.994620831,0.75,360,2.2
1450,4.5,0,5.106830914,0.75,360,2.2
1451,4.3,0,4.882410749,0.75,360,2.2
1452,3.8,0,4.321360338,0.75,360,2.2
1453,3.9,0,4.43357042,0.75,360,2.2
1454,3.7,0,4.209150255,0.75,360,2.2
1455,4.2,0,4.770200667,0.75,360,2.2
1456,4.5,0,5.106830914,0.75,360,2.2
1457,4.6,0,5.219040996,0.75,360,2.2
1458,5,0,5.667881325,0.75,360,2.2
1459,4.8,0,5.443461161,0.75,360,2.2
1460,5.3,11.22222222,6.004511572,0.75,360,2.2
1461,5.7,67.33333333,6.453351901,0.75,360,2.2
1462,6.1,78.55555556,6.90219223,0.75,360,2.2
1463,6.7,179.5555556,7.575452724,0.75,360,2.2
1464,6.2,123.4444444,7.014402313,0.75,360,2.2
1465,8.5,662.1111111,9.595234205,0.75,360,2.2
1466,8,774.3333333,9.034183794,0.75,360,2.2
1467,8.4,471.3333333,9.483024123,0.75,360,2.2
1468,7.5,370.3333333,8.473133382,0.75,360,2.2
1469,6.1,89.77777778,6.90219223,0.75,360,2.2
1470,5.1,0,5.780091407,0.75,360,2.2
1471,3.7,0,4.209150255,0.75,360,2.2
1472,3.1,0,3.535889762,0.75,360,2.2
1473,3.8,0,4.321360338,0.75,360,2.2
1474,4.3,0,4.882410749,0.75,360,2.2
1475,4.1,0,4.657990584,0.75,360,2.2
1476,3.3,0,3.760309926,0.75,360,2.2
1477,3.4,0,3.872520008,0.75,360,2.2
1478,3.6,0,4.096940173,0.75,360,2.2
1479,4.2,0,4.770200667,0.75,360,2.2
1480,3.8,0,4.321360338,0.75,360,2.2
1481,4,0,4.545780502,0.75,360,2.2
1482,4.5,0,5.106830914,0.75,360,2.2
1483,4.5,0,5.106830914,0.75,360,2.2
1484,4.9,56.11111111,5.555671243,0.75,360,2.2
1485,5.4,235.6666667,6.116721654,0.75,360,2.2
1486,6.2,370.3333333,7.014402313,0.75,360,2.2
1487,4,235.6666667,4.545780502,0.75,360,2.2
1488,5.8,415.2222222,6.565561983,0.75,360,2.2
1489,5.1,404,5.780091407,0.75,360,2.2
1490,6.1,336.6666667,6.90219223,0.75,360,2.2
1491,5.9,381.5555556,6.677772066,0.75,360,2.2
1492,6.1,168.3333333,6.90219223,0.75,360,2.2
1493,6,78.55555556,6.789982148,0.75,360,2.2
1494,5.5,0,6.228931737,0.75,360,2.2
1495,5,0,5.667881325,0.75,360,2.2
1496,4.8,0,5.443461161,0.75,360,2.2
1497,5.6,0,6.341141819,0.75,360,2.2
1498,6.1,0,6.90219223,0.75,360,2.2
1499,5.9,0,6.677772066,0.75,360,2.2
1500,6.1,0,6.90219223,0.75,360,2.2
1501,6.4,0,7.238822477,0.75,360,2.2
1502,7,0,7.912082971,0.75,360,2.2
1503,7.6,0,8.585343465,0.75,360,2.2
1504,8.1,0,9.146393876,0.75,360,2.2
1505,8,0,9.034183794,0.75,360,2.2
1506,7.8,0,8.809763629,0.75,360,2.2
1507,7.9,0,8.921973712,0.75,360,2.2
1508,8,11.22222222,9.034183794,0.75,360,2.2
1509,8.3,123.4444444,9.370814041,0.75,360,2.2
1510,8.9,269.3333333,10.04407453,0.75,360,2.2
1511,9.6,291.7777778,10.82954511,0.75,360,2.2
1512,9.8,404,11.05396528,0.75,360,2.2
1513,10.5,381.5555556,11.83943585,0.75,360,2.2
1514,10.6,448.8888889,11.95164593,0.75,360,2.2
1515,10.3,516.2222222,11.61501569,0.75,360,2.2
1516,9.7,190.7777778,10.94175519,0.75,360,2.2
1517,9.5,33.66666667,8.675,0.75,360,2.2
1518,8.7,0,8.005,0.75,360,2.2
1519,8.6,0,7.355,0.75,360,2.2
1520,7.6,0,7.3,0.75,360,2.2
1521,7.9,0,7.235,0.75,360,2.2
1522,7.8,0,7.275,0.75,360,2.2
1523,8.1,0,7.3,0.75,360,2.2
1524,8.1,0,7.275,0.75,360,2.2
1525,8.1,0,7.25,0.75,360,2.2
1526,7.9,0,7.215,0.75,360,2.2
1527,7.8,0,7.18,0.75,360,2.2
1528,7.8,0,7.15,0.75,360,2.2
1529,8,0,7.19,0.75,360,2.2
1530,8.2,0,7.24,0.75,360,2.2
1531,8.4,0,7.285,0.75,360,2.2
1532,8.7,22.44444444,7.415,0.75,360,2.2
1533,9.2,67.33333333,7.715,0.75,360,2.2
1534,9.8,157.1111111,8.255,0.75,360,2.2
1535,10,235.6666667,8.935,0.75,360,2.2
1536,10.4,202,9.32,0.75,360,2.2
1537,10.7,190.7777778,9.5,0.75,360,2.2
1538,10.9,235.6666667,9.77,0.75,360,2.2
1539,10.8,89.77777778,9.82,0.75,360,2.2
1540,11,56.11111111,9.66,0.75,360,2.2
1541,10.9,22.44444444,9.605,0.75,360,2.2
1542,10.8,0,9.58,0.75,360,2.2
1543,10.7,0,7.7025,0.75,360,2.2
1544,10.7,0,12.06385602,0.75,360,2.2
1545,10.5,0,11.83943585,0.75,360,2.2
1546,10.5,0,11.83943585,0.75,360,2.2
1547,10.3,0,11.61501569,0.75,360,2.2
1548,10.5,0,11.83943585,0.75,360,2.2
1549,9.8,0,11.05396528,0.75,360,2.2
1550,9.7,0,10.94175519,0.75,360,2.2
1551,9.6,0,10.82954511,0.75,360,2.2
1552,9.6,0,10.82954511,0.75,360,2.2
1553,9.8,0,11.05396528,0.75,360,2.2
1554,10,0,11.27838544,0.75,360,2.2
1555,9.9,0,11.16617536,0.75,360,2.2
1556,10,22.44444444,11.27838544,0.75,360,2.2
1557,10.4,89.77777778,11.72722577,0.75,360,2.2
1558,10.2,179.5555556,11.5028056,0.75,360,2.2
1559,10,235.6666667,11.27838544,0.75,360,2.2
1560,10.1,448.8888889,11.39059552,0.75,360,2.2
1561,10.2,460.1111111,11.5028056,0.75,360,2.2
1562,10.2,426.4444444,11.5028056,0.75,360,2.2
1563,10.7,359.1111111,12.06385602,0.75,360,2.2
1564,10,426.4444444,11.27838544,0.75,360,2.2
1565,9.2,78.55555556,10.38070478,0.75,360,2.2
1566,8.4,0,9.483024123,0.75,360,2.2
1567,7.3,0,8.248713218,0.75,360,2.2
1568,7.9,0,8.921973712,0.75,360,2.2
1569,7.2,0,8.136503136,0.75,360,2.2
1570,6.3,0,7.126612395,0.75,360,2.2
1571,6.1,0,6.90219223,0.75,360,2.2
1572,6.1,0,6.90219223,0.75,360,2.2
1573,6.5,0,7.351032559,0.75,360,2.2
1574,6.5,0,7.351032559,0.75,360,2.2
1575,6.6,0,7.463242642,0.75,360,2.2
1576,6.5,0,7.351032559,0.75,360,2.2
1577,6.4,0,7.238822477,0.75,360,2.2
1578,6.7,0,7.575452724,0.75,360,2.2
1579,6.9,0,7.799872889,0.75,360,2.2
1580,7,67.33333333,7.912082971,0.75,360,2.2
1581,7.7,101,8.697553547,0.75,360,2.2
1582,8.2,134.6666667,9.258603958,0.75,360,2.2
1583,8.8,179.5555556,9.931864452,0.75,360,2.2
1584,9.4,145.8888889,10.60512495,0.75,360,2.2
1585,9.2,123.4444444,10.38070478,0.75,360,2.2
1586,8.8,123.4444444,9.931864452,0.75,360,2.2
1587,8.6,78.55555556,9.707444288,0.75,360,2.2
1588,8.9,56.11111111,10.04407453,0.75,360,2.2
1589,8.7,22.44444444,9.81965437,0.75,360,2.2
1590,8.7,0,9.81965437,0.75,360,2.2
1591,9,0,10.15628462,0.75,360,2.2
1592,8.9,0,10.04407453,0.75,360,2.2
1593,8.2,0,9.258603958,0.75,360,2.2
1594,7.5,0,8.473133382,0.75,360,2.2
1595,7.3,0,8.248713218,0.75,360,2.2
1596,6.7,0,7.575452724,0.75,360,2.2
1597,6.5,0,7.351032559,0.75,360,2.2
1598,5.2,0,5.89230149,0.75,360,2.2
1599,3.8,0,4.321360338,0.75,360,2.2
1600,4.3,0,4.882410749,0.75,360,2.2
1601,3.3,0,3.760309926,0.75,360,2.2
1602,3.3,0,3.760309926,0.75,360,2.2
1603,3.7,0,4.209150255,0.75,360,2.2
1604,4.3,123.4444444,4.882410749,0.75,360,2.2
1605,5.3,269.3333333,6.004511572,0.75,360,2.2
1606,6,639.6666667,6.789982148,0.75,360,2.2
1607,6.5,628.4444444,7.351032559,0.75,360,2.2
1608,5.6,740.6666667,6.341141819,0.75,360,2.2
1609,6.5,796.7777778,7.351032559,0.75,360,2.2
1610,5.7,538.6666667,6.453351901,0.75,360,2.2
1611,3.9,190.7777778,4.43357042,0.75,360,2.2
1612,6.1,269.3333333,6.9595,0.75,360,2.2
1613,5.6,179.5555556,5.7675,0.75,360,2.2
1614,5.1,0,4.2755,0.75,360,2.2
1615,4.9,0,3.7205,0.75,360,2.2
1616,4.5,0,3.275,0.75,360,2.2
1617,4.1,0,2.8645,0.75,360,2.2
1618,4.2,0,2.5835,0.75,360,2.2
1619,4,0,2.395,0.75,360,2.2
1620,3.4,0,2.248,0.75,360,2.2
1621,3.8,0,2.2125,0.75,360,2.2
1622,3.6,0,2.041,0.75,360,2.2
1623,2.7,0,1.8865,0.75,360,2.2
1624,2.8,0,1.636,0.75,360,2.2
1625,2.1,0,1.2505,0.75,360,2.2
1626,1.4,0,1.0015,0.75,360,2.2
1627,1.6,0,1.016,0.75,360,2.2
1628,2.6,145.8888889,1.047,0.75,360,2.2
1629,3.9,482.5555556,1.669,0.75,360,2.2
1630,5.1,673.3333333,3.843,0.75,360,2.2
1631,5.4,808,5.7035,0.75,360,2.2
1632,6.4,942.6666667,7.235,0.75,360,2.2
1633,7.1,1077.333333,7.2325,0.75,360,2.2
1634,7.3,965.1111111,7.23,0.75,360,2.2
1635,6.7,673.3333333,7.0675,0.75,360,2.2
1636,6,460.1111111,6.6935,0.75,360,2.2
1637,4.4,101,5.8965,0.75,360,2.2
1638,3.1,11.22222222,5.009,0.75,360,2.2
1639,2.7,0,4.296,0.75,360,2.2
1640,2.6,0,3.7695,0.75,360,2.2
1641,3.2,0,3.4015,0.75,360,2.2
1642,3.6,0,3.3415,0.75,360,2.2
1643,3.7,0,3.3935,0.75,360,2.2
1644,2.7,0,3.423,0.75,360,2.2
1645,2.4,0,3.4335,0.75,360,2.2
1646,2.2,0,3.4145,0.75,360,2.2
1647,1.8,0,3.3675,0.75,360,2.2
1648,2.4,0,3.286,0.75,360,2.2
1649,3.1,0,3.303,0.75,360,2.2
1650,3.4,0,3.4325,0.75,360,2.2
1651,3.7,0,3.5735,0.75,360,2.2
1652,4.1,33.66666667,3.7275,0.75,360,2.2
1653,4.5,78.55555556,3.958,0.75,360,2.2
1654,5.5,190.7777778,4.3405,0.75,360,2.2
1655,5.9,269.3333333,4.974,0.75,360,2.2
1656,6.4,235.6666667,5.526,0.75,360,2.2
1657,7.4,291.7777778,6.083,0.75,360,2.2
1658,7.1,269.3333333,6.757,0.75,360,2.2
1659,7.2,157.1111111,7.055,0.75,360,2.2
1660,6.7,56.11111111,7.065,0.75,360,2.2
1661,6,22.44444444,6.8095,0.75,360,2.2
1662,5.2,0,6.497,0.75,360,2.2
1663,4.6,0,6.15,0.75,360,2.2
1664,4.2,0,5.816,0.75,360,2.2
1665,4.1,0,5.465,0.75,360,2.2
1666,4,0,5.178,0.75,360,2.2
1667,3.9,0,4.962,0.75,360,2.2
1668,3.4,0,4.7835,0.75,360,2.2
1669,1.5,0,4.432,0.75,360,2.2
1670,0.4,0,3.746,0.75,360,2.2
1671,0.2,0,3.0545,0.75,360,2.2
1672,0.1,0,2.5635,0.75,360,2.2
1673,-0.2,0,2.327,0.75,360,2.2
1674,-0.2,0,2.157,0.75,360,2.2
1675,-0.7,11.22222222,2.0215,0.75,360,2.2
1676,1.6,168.3333333,1.92,0.75,360,2.2
1677,1.7,392.7777778,1.9285,0.75,360,2.2
1678,4.2,751.8888889,2.527,0.75,360,2.2
1679,5.3,796.7777778,4.2655,0.75,360,2.2
1680,7.1,1010,6.0665,0.75,360,2.2
1681,8.6,1066.111111,7.665,0.75,360,2.2
1682,8.6,953.8888889,8.675,0.75,360,2.2
1683,9,751.8888889,8.97,0.75,360,2.2
1684,8.8,505,8.71,0.75,360,2.2
1685,6.9,190.7777778,7.975,0.75,360,2.2
1686,5.8,11.22222222,6.9915,0.75,360,2.2
1687,4.9,0,5.991,0.75,360,2.2
1688,4,0,5.1645,0.75,360,2.2
1689,3.8,0,4.4455,0.75,360,2.2
1690,3.4,0,3.8565,0.75,360,2.2
1691,3.1,0,3.398,0.75,360,2.2
1692,2.7,0,3.007,0.75,360,2.2
1693,3.2,0,2.691,0.75,360,2.2
1694,2.3,0,2.4805,0.75,360,2.2
1695,2.2,0,2.2535,0.75,360,2.2
1696,2.1,0,1.997,0.75,360,2.2
1697,1.7,0,1.7975,0.75,360,2.2
1698,1.3,0,1.611,0.75,360,2.2
1699,1,0,1.567,0.75,360,2.2
1700,1.1,112.2222222,1.628,0.75,360,2.2
1701,1.6,112.2222222,1.941,0.75,360,2.2
1702,2.6,190.7777778,2.52,0.75,360,2.2
1703,3.5,303,3.283,0.75,360,2.2
1704,4.7,471.3333333,4.132,0.75,360,2.2
1705,5.8,718.2222222,5.0735,0.75,360,2.2
1706,7.2,864.1111111,6.2525,0.75,360,2.2
1707,6.5,774.3333333,7.0665,0.75,360,2.2
1708,5.8,460.1111111,6.9595,0.75,360,2.2
1709,4.7,213.2222222,6.255,0.75,360,2.2
1710,4.5,0,5.5535,0.75,360,2.2
1711,4.3,0,5.1345,0.75,360,2.2
1712,4.5,0,4.8955,0.75,360,2.2
1713,4.7,0,4.777,0.75,360,2.2
1714,4.7,0,4.7145,0.75,360,2.2
1715,4.5,0,4.648,0.75,360,2.2
1716,4.5,0,4.568,0.75,360,2.2
1717,4.4,0,4.4965,0.75,360,2.2
1718,4.2,0,4.4205,0.75,360,2.2
1719,4.5,0,4.351,0.75,360,2.2
1720,4.4,0,4.3085,0.75,360,2.2
1721,4.4,0,4.285,0.75,360,2.2
1722,4.1,0,4.263,0.75,360,2.2
1723,3.8,11.22222222,4.1925,0.75,360,2.2
1724,4.5,67.33333333,4.1465,0.75,360,2.2
1725,5.6,235.6666667,4.387,0.75,360,2.2
1726,7.9,852.8888889,5.3375,0.75,360,2.2
1727,8.2,909,7.0645,0.75,360,2.2
