comp,delta_t_int_sum,metamer,t_sim,unloading_aa_int,unloading_sucrose_int,nb_replications
hz ,1.00001298796,10,488,4.52475109832e-05,0.000112161580452,3.0
hz ,1.00001298796,9,488,8.77910246735e-05,0.000228903259297,3.0
hz ,1.00001298796,7,488,0.000716284720257,0.00207229013963,3.0
roots ,1.00001298796,0,488,5.15723325787,160.206993102,1.0
hz ,1.00001298796,5,488,0.0381290040744,0.185747022487,2.0
hz ,1.00001298796,4,488,0.119970181843,0.174253782624,1.5
hz ,1.00001298796,3,488,5.52990488644e-05,0.000164229328319,1.0
hz ,1.00001298796,6,488,0.00251043158807,0.0079440914501,2.5
hz ,1.0000420424,11,489,2.30925388426e-05,4.98776980282e-05,3.0
hz ,1.0000420424,10,489,4.41706388953e-05,9.67273124082e-05,3.0
hz ,1.0000420424,9,489,8.54831402779e-05,0.000162428710889,3.0
hz ,1.0000420424,8,489,0.00025763193194,0.000464710812031,3.0
hz ,1.0000420424,7,489,0.000697851078216,0.00149527780319,3.0
roots ,1.0000420424,0,489,4.63331168308,145.169030005,1.0
hz ,1.0000420424,5,489,0.0415013368158,0.575944205897,2.0
hz ,1.0000420424,4,489,0.11596809321,0.447040683513,1.5
hz ,1.0000420424,3,489,5.3274346814e-05,9.75743134492e-05,1.0
hz ,1.0000420424,6,489,0.00245339434513,0.00654087735119,2.5
roots ,1.00004372823,0,490,4.08853112609,128.734091167,1.0
hz ,1.00004372823,11,490,2.1811565421e-05,4.27225194459e-05,3.0
hz ,1.00004372823,10,490,4.17274799669e-05,8.3768542791e-05,3.0
hz ,1.00004372823,9,490,8.09033134692e-05,0.000145907459575,3.0
hz ,1.00004372823,8,490,0.000244211107523,0.000447473085141,3.0
hz ,1.00004372823,7,490,0.000661931720771,0.00142786539281,3.0
hz ,1.00004372823,5,490,0.0396507466555,0.535034538612,2.0
hz ,1.00004372823,4,490,0.107008662714,0.4275861438,1.5
hz ,1.00004372823,3,490,5.01163260325e-05,8.19930471308e-05,1.0
hz ,1.00004372823,6,490,0.00241210651954,0.0128972852464,2.5
hz ,1.00000137474,8,491,0.000236631295294,0.000364535626219,3.0
hz ,1.00000137474,11,491,2.10594773055e-05,2.97094299105e-05,3.0
hz ,1.00000137474,10,491,4.0349041569e-05,6.74646757651e-05,3.0
hz ,1.00000137474,9,491,7.84155967979e-05,0.000124354567887,3.0
hz ,1.00000137474,7,491,0.000640779971451,0.00109791352658,3.0
roots ,1.00000137474,0,491,3.64025736839,115.078395418,1.0
hz ,1.00000137474,5,491,0.0383738927414,0.425670598946,2.0
hz ,1.00000137474,3,491,4.84909672375e-05,8.24896133945e-05,1.0
hz ,1.00000137474,6,491,0.00234472602521,0.0102346514084,2.5
hz ,1.00000137474,4,491,0.10237356402,0.394158851619,1.5
hz ,1.00000248108,3,492,4.65187605137e-05,7.82551640887e-05,1.0
hz ,1.00000248108,4,492,0.0982164184638,0.448102356163,1.5
hz ,1.00000248108,5,492,0.037487874753,0.448331726324,2.0
hz ,1.00000248108,6,492,0.00227929830356,0.00977890905767,2.5
hz ,1.00000248108,8,492,0.00022777287401,0.000342389236252,3.0
hz ,1.00000248108,9,492,7.54075402356e-05,0.000111959488171,3.0
hz ,1.00000248108,10,492,3.87614992404e-05,6.18461538739e-05,3.0
hz ,1.00000248108,11,492,2.02427714377e-05,2.78980051637e-05,3.0
roots ,1.00000248108,0,492,3.22373836476,102.301452728,1.0
hz ,1.00000248108,7,492,0.000617124211352,0.00103359624927,3.0
roots ,1.00000315864,0,493,2.87021659642,91.3893517253,1.0
hz ,1.00000315864,11,493,1.95139304813e-05,3.16736379309e-05,3.0
hz ,1.00000315864,8,493,0.000219740180688,0.000368843528362,3.0
hz ,1.00000315864,10,493,3.73359817488e-05,6.61366858428e-05,3.0
hz ,1.00000315864,9,493,7.26833815955e-05,0.000115871140288,3.0
hz ,1.00000315864,7,493,0.000596055015177,0.00114637441614,3.0
hz ,1.00000315864,5,493,0.0366722951383,0.449336486613,2.0
hz ,1.00000315864,4,493,0.0921387251061,0.261637123994,1.5
hz ,1.00000315864,3,493,4.47151650518e-05,8.78737949993e-05,1.0
hz ,1.00000315864,6,493,0.00222566917909,0.0103702000079,2.5
roots ,1.00000380743,0,494,2.60276895107,83.1711780765,1.0
hz ,1.00000380743,11,494,1.97573779542e-05,3.57160914739e-05,3.0
hz ,1.00000380743,10,494,3.77994951975e-05,7.44206894825e-05,3.0
hz ,1.00000380743,9,494,7.36640705026e-05,0.000130585825606,3.0
hz ,1.00000380743,8,494,0.000222569588015,0.000385685737799,3.0
hz ,1.00000380743,7,494,0.000603731238642,0.00114576612179,3.0
hz ,1.00000380743,5,494,0.0374976951357,0.453017220975,2.0
hz ,1.00000380743,4,494,0.0919318563657,0.245135595608,1.5
hz ,1.00000380743,3,494,4.51636453085e-05,9.48952772048e-05,1.0
hz ,1.00000380743,6,494,0.00227219529571,0.0101975248467,2.5
hz ,1.00000453846,9,495,7.17449335702e-05,0.00014195490655,3.0
hz ,1.00000453846,11,495,1.92162548031e-05,3.79807158796e-05,3.0
roots ,1.00000453846,0,495,2.35589101214,75.5079298472,1.0
hz ,1.00000453846,10,495,3.676845342e-05,7.97278414118e-05,3.0
hz ,1.00000453846,8,495,0.000216679384628,0.000400112504169,3.0
hz ,1.00000453846,3,495,4.38501119106e-05,9.49693939045e-05,1.0
hz ,1.00000453846,6,495,0.00223113883733,0.00993521765645,2.5
hz ,1.00000453846,5,495,0.0369523760606,0.45288996732,2.0
hz ,1.00000453846,4,495,0.0875319362258,0.0959054513919,1.5
hz ,1.00000453846,7,495,0.000587764102632,0.00114485061257,3.0
hz ,1.00000525151,11,496,1.8400069387e-05,3.86774476994e-05,3.0
hz ,1.00000525151,10,496,3.52133731011e-05,8.21523622408e-05,3.0
hz ,1.00000525151,9,496,6.88087748692e-05,0.000149198400356,3.0
hz ,1.00000525151,8,496,0.000207781783445,0.000410507698718,3.0
hz ,1.00000525151,7,496,0.000563694648044,0.00114335115823,3.0
roots ,1.00000525151,0,496,2.13446629,68.5475109158,1.0
hz ,1.00000525151,5,496,0.0359754254601,0.45830577804,2.0
hz ,1.00000525151,4,496,0.0821160432448,0.0994885896151,1.5
hz ,1.00000525151,3,496,4.19236961745e-05,9.29678056936e-05,1.0
hz ,1.00000525151,6,496,0.00216084410574,0.00986813306705,2.5
roots ,1.00000590753,0,497,1.95786339252,62.9316494104,1.0
hz ,1.00000590753,11,497,1.79220993824e-05,3.93325713502e-05,3.0
hz ,1.00000590753,10,497,3.43055247411e-05,8.45602465452e-05,3.0
hz ,1.00000590753,9,497,6.71352909554e-05,0.000156655784314,3.0
hz ,1.00000590753,8,497,0.000202746391756,0.00042748484647,3.0
hz ,1.00000590753,7,497,0.000550129161629,0.00116427378584,3.0
hz ,1.00000590753,5,497,0.0355925100751,0.466044712363,2.0
hz ,1.00000590753,4,497,0.0797781167387,0.129377753337,1.5
hz ,1.00000590753,3,497,4.07557557868e-05,9.21978176302e-05,1.0
hz ,1.00000590753,6,497,0.00213000914058,0.00994010084101,2.5
hz ,1.00000650761,9,498,6.60205765904e-05,0.000162994299509,3.0
roots ,1.00000650761,0,498,1.81563737839,58.3871661537,1.0
hz ,1.00000650761,11,498,1.75948403642e-05,3.97500888449e-05,3.0
hz ,1.00000650761,10,498,3.36843395192e-05,8.63525429629e-05,3.0
hz ,1.00000650761,8,498,0.000199433729289,0.000444711073784,3.0
hz ,1.00000650761,7,498,0.000541290483675,0.00119243225306,3.0
hz ,1.00000650761,6,498,0.00211780721963,0.0102083721838,2.5
hz ,1.00000650761,5,498,0.0354712980008,0.47576006369,2.0
hz ,1.00000650761,4,498,0.0814421636675,0.23074041497,1.5
hz ,1.00000650761,3,498,3.98638391539e-05,9.05094127125e-05,1.0
hz ,1.00000714995,11,499,1.69956797026e-05,3.91575953721e-05,3.0
hz ,1.00000714995,10,499,3.25421056185e-05,8.68911650257e-05,3.0
hz ,1.00000714995,9,499,6.38816041116e-05,0.00016515575839,3.0
hz ,1.00000714995,8,499,0.000193041152591,0.000451861848273,3.0
hz ,1.00000714995,7,499,0.000524117493918,0.00119832837901,3.0
roots ,1.00000714995,0,499,1.67856503934,53.9763699858,1.0
hz ,1.00000714995,5,499,0.0348545441528,0.483322473972,2.0
hz ,1.00000714995,4,499,0.0788860578145,0.44747365388,1.5
hz ,1.00000714995,3,499,3.84003173355e-05,8.41774396801e-05,1.0
hz ,1.00000714995,6,499,0.00207348614285,0.0104055540984,2.5
roots ,1.00000789576,0,500,1.53618020704,49.07671739,1.0
hz ,1.00000789576,11,500,1.59992749193e-05,3.62211753221e-05,3.0
hz ,1.00000789576,10,500,3.06739333706e-05,8.41337347003e-05,3.0
hz ,1.00000789576,9,500,6.04365116983e-05,0.000180276942987,3.0
hz ,1.00000789576,8,500,0.00018331605657,0.000571889170135,3.0
hz ,1.00000789576,7,500,0.000498455355956,0.00157977198279,3.0
hz ,1.00000789576,5,500,0.03348255722,0.470194225706,2.0
hz ,1.00000789576,4,500,0.0597737054339,1.00162842562,1.5
hz ,1.00000789576,3,500,3.63384868952e-05,4.66802484318e-05,1.0
hz ,1.00000789576,6,500,0.00200918781237,0.013607114673,2.5
hz ,1.00000856,8,501,0.000178184741087,0.000463232825529,3.0
hz ,1.00000856,11,501,1.56202228317e-05,3.80906416476e-05,3.0
hz ,1.00000856,10,501,2.99282661134e-05,8.4708607977e-05,3.0
hz ,1.00000856,9,501,5.89171131714e-05,0.000168345459137,3.0
hz ,1.00000856,7,501,0.000484126627776,0.00121395464576,3.0
roots ,1.00000856,0,501,1.45038105482,45.8486906864,1.0
hz ,1.00000856,5,501,0.0333676512077,0.497535001329,2.0
hz ,1.00000856,4,501,0.0538069490931,0.557078587086,1.5
hz ,1.00000856,3,501,3.55728353446e-05,7.43671494889e-05,1.0
hz ,1.00000856,6,501,0.00196009100234,0.0108677048519,2.5
hz ,1.00000922262,11,502,1.51065721949e-05,3.60150012228e-05,3.0
hz ,1.00000922262,10,502,2.89324883227e-05,7.85322211635e-05,3.0
hz ,1.00000922262,9,502,5.69882608157e-05,0.00015319688751,3.0
hz ,1.00000922262,8,502,0.000172425681421,0.000425858187175,3.0
hz ,1.00000922262,7,502,0.000469084722962,0.00115445182395,3.0
roots ,1.00000922262,0,502,1.38785811709,43.3701323783,1.0
hz ,1.00000922262,5,502,0.0327602887743,0.49558371365,2.0
hz ,1.00000922262,4,502,0.0577992174009,0.84619937316,1.5
hz ,1.00000922262,3,502,3.42917915419e-05,7.0611895295e-05,1.0
hz ,1.00000922262,6,502,0.00193122529985,0.0119505501768,2.5
roots ,1.00000984056,0,503,1.32751071777,40.9473990627,1.0
hz ,1.00000984056,11,503,1.48729528706e-05,3.61167559553e-05,3.0
hz ,1.00000984056,10,503,2.84969187193e-05,7.94679392638e-05,3.0
hz ,1.00000984056,9,503,5.62068505156e-05,0.00015725046844,3.0
hz ,1.00000984056,8,503,0.00017012449014,0.000439568786344,3.0
hz ,1.00000984056,7,503,0.000462944203316,0.00117806447008,3.0
hz ,1.00000984056,5,503,0.0327317549241,0.502745392136,2.0
hz ,1.00000984056,4,503,0.0569331273357,0.864281013418,1.5
hz ,1.00000984056,3,503,3.37012291589e-05,6.88873505983e-05,1.0
hz ,1.00000984056,6,503,0.00192712324111,0.0121811020685,2.5
hz ,1.00000874047,8,504,0.000179431111883,0.000563389355652,3.0
hz ,1.00000874047,11,504,1.56668889666e-05,4.72751915388e-05,3.0
hz ,1.00000874047,10,504,3.00321962398e-05,0.00010130161178,3.0
hz ,1.00000874047,9,504,5.92761698181e-05,0.000199776614503,3.0
hz ,1.00000874047,7,504,0.00048837756499,0.00150315418215,3.0
roots ,1.00000874047,0,504,1.37368252592,41.8994964553,1.0
hz ,1.00000874047,5,504,0.0347510859365,0.525855441826,2.0
hz ,1.00000874047,3,504,3.60568869448e-05,0.000128944358001,1.0
hz ,1.00000874047,6,504,0.00205345745336,0.0138947312677,2.5
hz ,1.00000874047,4,504,0.029192183317,-1.33015395723,1.5
hz ,1.00001067953,3,505,3.45308400205e-05,0.000155118978424,1.0
hz ,1.00001067953,4,505,0.0569437825557,-1.55776543442,1.5
hz ,1.00001067953,5,505,0.0345464135306,0.589911341933,2.0
hz ,1.00001067953,6,505,0.00203254424792,0.0150120656688,2.5
hz ,1.00001067953,8,505,0.000175139008955,0.000627805408138,3.0
hz ,1.00001067953,9,505,5.78145204364e-05,0.000218152229835,3.0
hz ,1.00001067953,10,505,2.92393135188e-05,0.00010963339575,3.0
hz ,1.00001067953,11,505,1.52433464257e-05,5.0624539844e-05,3.0
roots ,1.00001067953,0,505,1.46177709836,45.2267403644,1.0
hz ,1.00001067953,7,505,0.000476956500323,0.00169024965834,3.0
roots ,1.00001145757,0,506,1.58958079228,50.1498172414,1.0
hz ,1.00001145757,11,506,1.55722296663e-05,5.35337596905e-05,3.0
hz ,1.00001145757,8,506,0.000179369909528,0.000682168074263,3.0
hz ,1.00001145757,10,506,2.9885744411e-05,0.000114964430543,3.0
hz ,1.00001145757,9,506,5.91744076953e-05,0.000235134034276,3.0
hz ,1.00001145757,7,506,0.000488646288806,0.00182801373131,3.0
hz ,1.00001145757,5,506,0.0356263646692,0.60544177057,2.0
hz ,1.00001145757,4,506,0.0505809749948,-1.49026661469,1.5
hz ,1.00001145757,3,506,3.52346039985e-05,0.00017196889442,1.0
hz ,1.00001145757,6,506,0.00210395023202,0.0157280170557,2.5
roots ,1.00001236407,0,507,1.71329889778,55.3733000113,1.0
hz ,1.00001236407,11,507,1.55051331932e-05,5.4151908835e-05,3.0
hz ,1.00001236407,10,507,2.9771708105e-05,0.000118698377477,3.0
hz ,1.00001236407,9,507,5.90344251999e-05,0.000243199425535,3.0
hz ,1.00001236407,8,507,0.000179065879889,0.000716943898793,3.0
hz ,1.00001236407,7,507,0.000488063872304,0.00190943052175,3.0
hz ,1.00001236407,5,507,0.0359109176554,0.619366565984,2.0
hz ,1.00001236407,4,507,0.0497069524883,-1.49683483846,1.5
hz ,1.00001236407,3,507,3.49619910251e-05,0.000180108352008,1.0
hz ,1.00001236407,6,507,0.00212612797708,0.0163204947512,2.5
hz ,1.0000135673,9,508,5.663137089e-05,0.000245147635699,3.0
hz ,1.0000135673,11,508,1.48443382561e-05,5.39230837106e-05,3.0
roots ,1.0000135673,0,508,1.7965745906,59.1506204225,1.0
hz ,1.0000135673,10,508,2.85185027186e-05,0.00011853867536,3.0
hz ,1.0000135673,8,508,0.000171870614642,0.000727461422349,3.0
hz ,1.0000135673,3,508,3.34366969416e-05,0.000177373658043,1.0
hz ,1.0000135673,6,508,0.0020755087687,0.0172994627802,2.5
hz ,1.0000135673,4,508,0.0421890883725,-1.52048486939,1.5
hz ,1.0000135673,7,508,0.000468937886899,0.00196581811845,3.0
hz ,1.0000135673,5,508,0.0351172366489,0.637711145392,2.0
roots ,1.00001526914,0,509,1.87348324309,63.1146946143,1.0
hz ,1.00001526914,3,509,3.19748626855e-05,0.000177647695687,1.0
hz ,1.00001526914,4,509,0.0370364613014,-1.77060604799,1.5
hz ,1.00001526914,5,509,0.0340910412668,0.630632528134,2.0
hz ,1.00001526914,6,509,0.00201646282758,0.0172669849112,2.5
hz ,1.00001526914,7,509,0.000450387825899,0.0019995812086,3.0
hz ,1.00001526914,8,509,0.000164995021349,0.000740554570311,3.0
hz ,1.00001526914,9,509,5.43204598505e-05,0.000245999169347,3.0
hz ,1.00001526914,10,509,2.73164803925e-05,0.000117903369771,3.0
hz ,1.00001526914,11,509,1.42137789791e-05,5.37780624659e-05,3.0
roots ,1.00001709531,0,510,1.9701829913,67.7147970577,1.0
hz ,1.00001709531,11,510,1.46311803601e-05,5.64533272637e-05,3.0
hz ,1.00001709531,10,510,2.80791579887e-05,0.000118142495345,3.0
hz ,1.00001709531,9,510,5.57964731846e-05,0.000235818492222,3.0
hz ,1.00001709531,8,510,0.000169334524113,0.000683776111631,3.0
hz ,1.00001709531,3,510,3.26930647277e-05,0.000182794682663,1.0
hz ,1.00001709531,6,510,0.00208554829242,0.0162615390984,2.5
hz ,1.00001709531,5,510,0.0348440405808,0.600206362766,2.0
hz ,1.00001709531,4,510,0.0430693900922,-1.7866734008,1.5
hz ,1.00001709531,7,510,0.000462503879676,0.00185079056395,3.0
hz ,1.00001870759,8,511,0.000167308706958,0.000682915712485,3.0
hz ,1.00001870759,11,511,1.44580113851e-05,5.88376675231e-05,3.0
hz ,1.00001870759,10,511,2.77258364691e-05,0.000119503886332,3.0
hz ,1.00001870759,9,511,5.51236855262e-05,0.000235672788306,3.0
roots ,1.00001870759,0,511,2.0279273785,71.3706252789,1.0
hz ,1.00001870759,7,511,0.000457154582187,0.0018326277718,3.0
hz ,1.00001870759,5,511,0.0346532646653,0.594044533551,2.0
hz ,1.00001870759,4,511,0.0407624967864,-1.8956251676,1.5
hz ,1.00001870759,3,511,3.21613057972e-05,0.000183076588901,1.0
hz ,1.00001870759,6,511,0.00208110107733,0.0160234277444,2.5
hz ,1.00001533157,11,512,1.40538996422e-05,4.35169405982e-05,3.0
hz ,1.00001533157,10,512,2.69958684816e-05,9.47647326202e-05,3.0
hz ,1.00001533157,9,512,5.38072011368e-05,0.000196423378306,3.0
hz ,1.00001533157,8,512,0.000163500272094,0.000579372746228,3.0
hz ,1.00001533157,7,512,0.000446842505119,0.0015436023888,3.0
roots ,1.00001533157,0,512,1.99428673912,70.9373797338,1.0
hz ,1.00001533157,5,512,0.0342586718175,0.585022594532,2.0
hz ,1.00001533157,4,512,0.0714980258417,0.939748089692,1.5
hz ,1.00001533157,3,512,3.06314780844e-05,9.71123596061e-05,1.0
hz ,1.00001533157,6,512,0.00205609324212,0.0146656431882,2.5
roots ,1.0000213722,0,513,1.88962418402,67.4044119035,1.0
hz ,1.0000213722,11,513,1.37902656928e-05,4.77825964485e-05,3.0
hz ,1.0000213722,10,513,2.64193031218e-05,9.48613746711e-05,3.0
hz ,1.0000213722,9,513,5.26517587591e-05,0.00018767242269,3.0
hz ,1.0000213722,8,513,0.000159935827137,0.000540341120292,3.0
hz ,1.0000213722,7,513,0.0004374612417,0.00143776565967,3.0
hz ,1.0000213722,5,513,0.0335010963829,0.541721934512,2.0
hz ,1.0000213722,4,513,0.0651307556248,0.667356730469,1.5
hz ,1.0000213722,3,513,2.98011890556e-05,8.24068441672e-05,1.0
hz ,1.0000213722,6,513,0.00203682895703,0.0145312023933,2.5
hz ,1.00002216604,11,514,1.36701394048e-05,4.75379152292e-05,3.0
roots ,1.00002216604,0,514,1.77469437957,63.3129885853,1.0
hz ,1.00002216604,10,514,2.61830765375e-05,9.38724208835e-05,3.0
hz ,1.00002216604,9,514,5.22540200272e-05,0.000187031836153,3.0
hz ,1.00002216604,7,514,0.000434802601082,0.00147396625393,3.0
hz ,1.00002216604,8,514,0.000158854718861,0.000546363380695,3.0
hz ,1.00002216604,5,514,0.0335111750094,0.541498515398,2.0
hz ,1.00002216604,4,514,0.0654879020617,0.490685377743,1.5
hz ,1.00002216604,3,514,2.93485555967e-05,7.64259841384e-05,1.0
hz ,1.00002216604,6,514,0.00204747480068,0.0148597708321,2.5
roots ,1.0000225268,0,515,1.6688601798,59.5060536967,1.0
hz ,1.0000225268,11,515,1.3876385482e-05,4.86088221004e-05,3.0
hz ,1.0000225268,10,515,2.65720669697e-05,9.55570674097e-05,3.0
hz ,1.0000225268,9,515,5.30928580403e-05,0.000190233168644,3.0
hz ,1.0000225268,8,515,0.000161478988793,0.000557008117039,3.0
hz ,1.0000225268,7,515,0.000442272308877,0.0015056169675,3.0
hz ,1.0000225268,6,515,0.00210483002738,0.0152465455176,2.5
hz ,1.0000225268,5,515,0.034254033293,0.547856988265,2.0
hz ,1.0000225268,4,515,0.065265642808,0.270655135477,1.5
hz ,1.0000225268,3,515,2.96711210923e-05,7.92054718542e-05,1.0
roots ,1.00002284694,0,516,1.57059345635,55.8918539341,1.0
hz ,1.00002284694,10,516,2.6333864713e-05,9.40661614283e-05,3.0
hz ,1.00002284694,9,516,5.26861250598e-05,0.000187564284039,3.0
hz ,1.00002284694,8,516,0.000160319809325,0.000550901857449,3.0
hz ,1.00002284694,7,516,0.00043939308388,0.00149336558857,3.0
hz ,1.00002284694,11,516,1.37530245297e-05,4.77382467914e-05,3.0
hz ,1.00002284694,5,516,0.0343216966259,0.551333948067,2.0
hz ,1.00002284694,4,516,0.0647726945087,0.513876720188,1.5
hz ,1.00002284694,3,516,2.92939646891e-05,7.22259814675e-05,1.0
hz ,1.00002284694,6,516,0.00211619464361,0.0155316532499,2.5
hz ,1.00002300218,8,517,0.000160202595536,0.000560943950567,3.0
hz ,1.00002300218,7,517,0.000440298896145,0.00163229872734,3.0
hz ,1.00002300218,6,517,0.00216676490117,0.0189793777333,2.5
hz ,1.00002300218,5,517,0.0347028354057,0.540083465585,2.0
hz ,1.00002300218,4,517,0.0673220835759,0.854318057044,1.5
hz ,1.00002300218,3,517,2.90453394419e-05,6.55863007539e-05,1.0
hz ,1.00002300218,9,517,5.25109852614e-05,0.000177259780208,3.0
hz ,1.00002300218,10,517,2.61905482681e-05,8.63901569895e-05,3.0
roots ,1.00002300218,0,517,1.46340834271,51.9672262401,1.0
hz ,1.00002300218,11,517,1.36715671012e-05,4.26017935963e-05,3.0
hz ,1.00002341472,3,518,2.75086101315e-05,6.52278645773e-05,1.0
hz ,1.00002341472,4,518,0.0641766154347,0.677992592286,1.5
hz ,1.00002341472,5,518,0.0331233402557,0.537330394719,2.0
hz ,1.00002341472,6,518,0.00206510972448,0.0160949289896,2.5
hz ,1.00002341472,7,518,0.000417447073647,0.00142205650444,3.0
hz ,1.00002341472,10,518,2.48418021421e-05,8.26703026625e-05,3.0
hz ,1.00002341472,11,518,1.2968635506e-05,4.06479790647e-05,3.0
roots ,1.00002341472,0,518,1.34814488471,47.7071188504,1.0
hz ,1.00002341472,9,518,4.98622480675e-05,0.000166497116263,3.0
hz ,1.00002341472,8,518,0.000152044552528,0.000510556652088,3.0
hz ,1.00002413406,8,519,0.000139275707416,0.000500337215365,3.0
roots ,1.00002413406,0,519,1.24861193107,43.9280200738,1.0
hz ,1.00002413406,11,519,1.18496323826e-05,3.82860003153e-05,3.0
hz ,1.00002413406,9,519,4.56437001125e-05,0.000161740852334,3.0
hz ,1.00002413406,7,519,0.000382705060063,0.00139272704979,3.0
hz ,1.00002413406,4,519,0.0587870057761,0.442861134807,1.5
hz ,1.00002413406,5,519,0.0309616085556,0.545260883312,2.0
hz ,1.00002413406,6,519,0.00192390928204,0.0164021606656,2.5
hz ,1.00002413406,3,519,2.50581132228e-05,6.18227417505e-05,1.0
hz ,1.00002413406,10,519,2.27017539448e-05,7.92688104836e-05,3.0
hz ,1.00002507467,8,520,0.000133934350245,0.000484995431017,3.0
hz ,1.00002507467,3,520,2.39854241305e-05,5.75526396671e-05,1.0
hz ,1.00002507467,4,520,0.0567783630478,0.52494422643,1.5
hz ,1.00002507467,5,520,0.0300683560095,0.536412666442,2.0
roots ,1.00002507467,0,520,1.17138442167,40.9578200309,1.0
hz ,1.00002507467,11,520,1.13814131742e-05,3.80571922526e-05,3.0
hz ,1.00002507467,10,520,2.17957273296e-05,7.68886084085e-05,3.0
hz ,1.00002507467,9,520,4.38733873041e-05,0.000156456239372,3.0
hz ,1.00002507467,6,520,0.0018739811366,0.0162099607545,2.5
hz ,1.00002507467,7,520,0.00036828509441,0.00136370117213,3.0
hz ,1.00002625386,3,521,2.33602545511e-05,5.41485689782e-05,1.0
hz ,1.00002625386,4,521,0.0550459549681,0.657802850852,1.5
hz ,1.00002625386,5,521,0.0295397673636,0.5194833271,2.0
hz ,1.00002625386,6,521,0.00185076667317,0.0157671090204,2.5
hz ,1.00002625386,7,521,0.000360117937837,0.00131762595668,3.0
hz ,1.00002625386,8,521,0.000130881985802,0.000467469382258,3.0
hz ,1.00002625386,9,521,4.28622674437e-05,0.000151335456455,3.0
hz ,1.00002625386,10,521,2.12757552608e-05,7.4447565428e-05,3.0
hz ,1.00002625386,11,521,1.11188999855e-05,3.82621614189e-05,3.0
roots ,1.00002625386,0,521,1.09985362399,38.2134606381,1.0
hz ,1.00002984824,11,522,1.05824703057e-05,4.16008473935e-05,3.0
hz ,1.00002984824,5,522,0.0281502299717,0.486006488793,2.0
hz ,1.00002984824,10,522,2.02057796e-05,7.64303236457e-05,3.0
roots ,1.00002984824,0,522,1.036476431,35.7348269316,1.0
hz ,1.00002984824,6,522,0.00178135895969,0.015787522353,2.5
hz ,1.00002984824,3,522,2.21776617643e-05,5.39604815913e-05,1.0
hz ,1.00002984824,8,522,0.000124222724967,0.000448565584869,3.0
hz ,1.00002984824,9,522,4.07013662692e-05,0.00014917565861,3.0
hz ,1.00002984824,4,522,0.0477981963077,0.512903750103,1.5
hz ,1.00002984824,7,522,0.000342127262949,0.00126995704669,3.0
hz ,1.00003055614,10,523,1.89750793614e-05,7.22506675453e-05,3.0
roots ,1.00003055614,0,523,0.965300556422,32.9902890968,1.0
hz ,1.00003055614,11,523,9.94309953568e-06,3.98872155761e-05,3.0
hz ,1.00003055614,9,523,3.82493312421e-05,0.000139502070717,3.0
hz ,1.00003055614,3,523,2.08158428109e-05,5.04687228822e-05,1.0
hz ,1.00003055614,7,523,0.000321734511778,0.0011822876381,3.0
hz ,1.00003055614,6,523,0.00168987196627,0.014741542075,2.5
hz ,1.00003055614,5,523,0.0268553838492,0.479909296533,2.0
hz ,1.00003055614,4,523,0.0444973465188,0.478070910081,1.5
hz ,1.00003055614,8,523,0.000116760826387,0.000417550807474,3.0
hz ,1.00002542898,3,524,2.12185075856e-05,5.90435179204e-05,1.0
hz ,1.00002542898,4,524,0.00986182778969,-0.230108437932,1.5
hz ,1.00002542898,5,524,0.0269528208074,0.470201242184,2.0
hz ,1.00002542898,6,524,0.00168198527468,0.014305406946,2.5
hz ,1.00002542898,8,524,0.000115724415811,0.000438066903281,3.0
hz ,1.00002542898,11,524,9.7600805199e-06,3.14039029399e-05,3.0
hz ,1.00002542898,9,524,3.7872174461e-05,0.000142114565665,3.0
hz ,1.00002542898,10,524,1.87446490289e-05,6.89051752104e-05,3.0
roots ,1.00002542898,0,524,0.946198705662,31.815032171,1.0
hz ,1.00002542898,7,524,0.000318923550083,0.00123738179749,3.0
hz ,1.00003430846,5,525,0.0283669800702,0.467729858533,2.0
hz ,1.00003430846,6,525,0.00181044207913,0.0142947164183,2.5
roots ,1.00003430846,0,525,0.968597475335,32.6168435405,1.0
hz ,1.00003430846,10,525,2.01747534702e-05,8.54911134074e-05,3.0
hz ,1.00003430846,9,525,4.06730726726e-05,0.000160186563979,3.0
hz ,1.00003430846,11,525,1.05736374068e-05,4.77883716613e-05,3.0
hz ,1.00003430846,7,525,0.000342075992668,0.0013222158157,3.0
hz ,1.00003430846,3,525,2.23438722063e-05,9.86930381501e-05,1.0
hz ,1.00003430846,8,525,0.000124116919195,0.000469551633928,3.0
hz ,1.00003430846,4,525,0.0382373425103,-0.835410193236,1.5
hz ,1.00003426415,11,526,1.09049245669e-05,4.88761114345e-05,3.0
hz ,1.00003426415,10,526,2.08140791825e-05,8.77304671155e-05,3.0
hz ,1.00003426415,8,526,0.00012817754135,0.000482781251219,3.0
roots ,1.00003426415,0,526,0.983506199571,33.189910254,1.0
hz ,1.00003426415,6,526,0.00188486830573,0.0147182179043,2.5
hz ,1.00003426415,5,526,0.0294495625937,0.479872887037,2.0
hz ,1.00003426415,4,526,0.0322099238687,-0.669486275293,1.5
hz ,1.00003426415,3,526,2.3122040452e-05,0.000102223203903,1.0
hz ,1.00003426415,7,526,0.000353397956011,0.00135547552098,3.0
hz ,1.00003426415,9,526,4.19920588082e-05,0.000164397087133,3.0
hz ,1.00003266878,3,527,2.49612632065e-05,0.000113858849229,1.0
