plant,axis,metamer,organ,element,nitrates,starch,max_proteins,amino_acids,proteins,Nstruct,mstruct,fructan,sucrose,green_area,cytokinins
3,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
3,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
3,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
3,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
3,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
3,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
3,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
3,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
3,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
3,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
4,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
4,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
4,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
4,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
4,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
4,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
4,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
4,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
4,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
4,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
4,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
4,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
4,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
4,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
4,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
4,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
5,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
5,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
5,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
5,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
5,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
5,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
5,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
5,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
5,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
5,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
5,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
5,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
5,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
5,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
5,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
5,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
6,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
6,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
6,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
6,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
6,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
6,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
6,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
6,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
6,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
6,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
6,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
6,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
6,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
6,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
6,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
6,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
7,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
7,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
7,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
7,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
7,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
7,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
7,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
7,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
7,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
7,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
7,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
7,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
7,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
7,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
7,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
7,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
8,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
8,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
8,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
8,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
8,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
8,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
8,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
8,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
8,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
8,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
8,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
8,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
8,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
8,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
8,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
8,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
9,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
9,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
9,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
9,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
9,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
9,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
9,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
9,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
9,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
9,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
9,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
9,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
9,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
9,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
9,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
9,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
10,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
10,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
10,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
10,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
10,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
10,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
10,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
10,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
10,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
10,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
10,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
10,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
10,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
10,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
10,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
10,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
11,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
11,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
11,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
11,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
11,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
11,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
11,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
11,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
11,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
11,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
11,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
11,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
11,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
11,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
11,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
11,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
12,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
12,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
12,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
12,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
12,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
12,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
12,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
12,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
12,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
12,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
12,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
12,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
12,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
12,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
12,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
12,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
13,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
13,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
13,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
13,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
13,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
13,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
13,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
13,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
13,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
13,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
13,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
13,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
13,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
13,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
13,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
13,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
14,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
14,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
14,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
14,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
14,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
14,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
14,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
14,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
14,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
14,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
14,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
14,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
14,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
14,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
14,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
14,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
15,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
15,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
15,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
15,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
15,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
15,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
15,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
15,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
15,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
15,MS,4,blade,LeafElement1,0,0,2450,34,343,0.000969,0.14,0,750,0.00346,15
15,MS,4,internode,HiddenElement,0,0,431.25,7,69,0.000425,0.16,0,875,0.0004,0.5
15,MS,4,internode,StemElement,0,0,437.5,1,14,0.000086,0.032,0,177,0.00008,0.5
15,MS,4,sheath,StemElement,0,0,430.8943089,5,53,0.000597,0.123,0,672,0.0006,0.5
15,MS,5,internode,HiddenElement,0,0,433.9622642,5,46,0.000509,0.106,0,582,0.0005,0.7
15,MS,5,internode,StemElement,0,0,431.0344828,2,25,0.000275,0.058,0,315,0.00027,0.85
15,MS,6,internode,StemElement,0,0,1157.142857,24,243,0.001013,0.21,0,726,0.0015,15
16,MS,1,blade,LeafElement1,0,0,816.6666667,1,10,0.00034,0.04,0,0,0.0016,2.5
16,MS,1,internode,HiddenElement,0,0,432.4324324,3,32,0.000308,0.074,0,406,0.0001,0.1
16,MS,1,sheath,StemElement,0,0,431.0344828,3,25,0.000425,0.058,0,319,0.0002,0.15
16,MS,2,blade,LeafElement1,0,0,2450,8,80,0.000471,0.05,0,120,0.00228,3.5
16,MS,2,internode,HiddenElement,0,0,431.1926606,5,47,0.000259,0.109,0,594,0.00025,0.1
16,MS,2,sheath,StemElement,0,0,438.3561644,3,32,0.000278,0.073,0,398,0.0004,0.15
16,MS,3,blade,LeafElement1,0,0,2450,19,193,0.000771,0.09,0,481,0.0034,8
16,MS,3,internode,HiddenElement,0,0,434.2105263,7,66,0.000316,0.152,0,828,0.0004,0.15
16,MS,3,sheath,StemElement,0,0,431.5789474,4,41,0.000275,0.095,0,517,0.0005,0.2
