t,species,metamer,organ,Eabs_diffuse,Eabs_direct
259,Soissons,4,sheath,0.037837728,0.000125775
259,Soissons,5,internode,0.071528529,0.002319171
259,Soissons,6,internode,0.192944768,0.452439406
260,Caphorn,1,blade,0,0
260,Caphorn,1,sheath,0,0
260,Caphorn,2,blade,0,0
260,Caphorn,2,sheath,0,0
260,Caphorn,3,blade,0,0
260,Caphorn,3,sheath,0,0
260,Caphorn,4,blade,0,0
260,Caphorn,4,internode,0,0
260,Caphorn,4,sheath,0,0
260,Caphorn,5,internode,0,0
260,Caphorn,6,internode,0,0
260,Soissons,1,blade,0,0
260,Soissons,1,sheath,0,0
260,Soissons,2,blade,0,0
260,Soissons,2,sheath,0,0
260,Soissons,3,blade,0,0
260,Soissons,3,sheath,0,0
260,Soissons,4,blade,0,0
260,Soissons,4,internode,0,0
260,Soissons,4,sheath,0,0
260,Soissons,5,internode,0,0
260,Soissons,6,internode,0,0
261,Caphorn,1,blade,0,0
261,Caphorn,1,sheath,0,0
261,Caphorn,2,blade,0,0
261,Caphorn,2,sheath,0,0
261,Caphorn,3,blade,0,0
261,Caphorn,3,sheath,0,0
261,Caphorn,4,blade,0,0
261,Caphorn,4,internode,0,0
261,Caphorn,4,sheath,0,0
261,Caphorn,5,internode,0,0
261,Caphorn,6,internode,0,0
261,Soissons,1,blade,0,0
261,Soissons,1,sheath,0,0
261,Soissons,2,blade,0,0
261,Soissons,2,sheath,0,0
261,Soissons,3,blade,0,0
261,Soissons,3,sheath,0,0
261,Soissons,4,blade,0,0
261,Soissons,4,internode,0,0
261,Soissons,4,sheath,0,0
261,Soissons,5,internode,0,0
261,Soissons,6,internode,0,0
262,Caphorn,1,blade,0,0
262,Caphorn,1,sheath,0,0
262,Caphorn,2,blade,0,0
262,Caphorn,2,sheath,0,0
262,Caphorn,3,blade,0,0
262,Caphorn,3,sheath,0,0
262,Caphorn,4,blade,0,0
262,Caphorn,4,internode,0,0
262,Caphorn,4,sheath,0,0
262,Caphorn,5,internode,0,0
262,Caphorn,6,internode,0,0
262,Soissons,1,blade,0,0
262,Soissons,1,sheath,0,0
262,Soissons,2,blade,0,0
262,Soissons,2,sheath,0,0
262,Soissons,3,blade,0,0
262,Soissons,3,sheath,0,0
262,Soissons,4,blade,0,0
262,Soissons,4,internode,0,0
262,Soissons,4,sheath,0,0
262,Soissons,5,internode,0,0
262,Soissons,6,internode,0,0
263,Caphorn,1,blade,0,0
263,Caphorn,1,sheath,0,0
263,Caphorn,2,blade,0,0
263,Caphorn,2,sheath,0,0
263,Caphorn,3,blade,0,0
263,Caphorn,3,sheath,0,0
263,Caphorn,4,blade,0,0
263,Caphorn,4,internode,0,0
263,Caphorn,4,sheath,0,0
263,Caphorn,5,internode,0,0
263,Caphorn,6,internode,0,0
263,Soissons,1,blade,0,0
263,Soissons,1,sheath,0,0
263,Soissons,2,blade,0,0
263,Soissons,2,sheath,0,0
263,Soissons,3,blade,0,0
263,Soissons,3,sheath,0,0
263,Soissons,4,blade,0,0
263,Soissons,4,internode,0,0
263,Soissons,4,sheath,0,0
263,Soissons,5,internode,0,0
263,Soissons,6,internode,0,0
264,Caphorn,1,blade,0,0
264,Caphorn,1,sheath,0,0
264,Caphorn,2,blade,0,0
264,Caphorn,2,sheath,0,0
264,Caphorn,3,blade,0,0
264,Caphorn,3,sheath,0,0
264,Caphorn,4,blade,0,0
264,Caphorn,4,internode,0,0
264,Caphorn,4,sheath,0,0
264,Caphorn,5,internode,0,0
264,Caphorn,6,internode,0,0
264,Soissons,1,blade,0,0
264,Soissons,1,sheath,0,0
264,Soissons,2,blade,0,0
264,Soissons,2,sheath,0,0
264,Soissons,3,blade,0,0
264,Soissons,3,sheath,0,0
264,Soissons,4,blade,0,0
264,Soissons,4,internode,0,0
264,Soissons,4,sheath,0,0
264,Soissons,5,internode,0,0
264,Soissons,6,internode,0,0
265,Caphorn,1,blade,0,0
265,Caphorn,1,sheath,0,0
265,Caphorn,2,blade,0,0
265,Caphorn,2,sheath,0,0
265,Caphorn,3,blade,0,0
265,Caphorn,3,sheath,0,0
265,Caphorn,4,blade,0,0
265,Caphorn,4,internode,0,0
265,Caphorn,4,sheath,0,0
265,Caphorn,5,internode,0,0
265,Caphorn,6,internode,0,0
265,Soissons,1,blade,0,0
265,Soissons,1,sheath,0,0
265,Soissons,2,blade,0,0
265,Soissons,2,sheath,0,0
265,Soissons,3,blade,0,0
265,Soissons,3,sheath,0,0
265,Soissons,4,blade,0,0
265,Soissons,4,internode,0,0
265,Soissons,4,sheath,0,0
265,Soissons,5,internode,0,0
265,Soissons,6,internode,0,0
266,Caphorn,1,blade,0,0
266,Caphorn,1,sheath,0,0
266,Caphorn,2,blade,0,0
266,Caphorn,2,sheath,0,0
266,Caphorn,3,blade,0,0
266,Caphorn,3,sheath,0,0
266,Caphorn,4,blade,0,0
266,Caphorn,4,internode,0,0
266,Caphorn,4,sheath,0,0
266,Caphorn,5,internode,0,0
266,Caphorn,6,internode,0,0
266,Soissons,1,blade,0,0
266,Soissons,1,sheath,0,0
266,Soissons,2,blade,0,0
266,Soissons,2,sheath,0,0
266,Soissons,3,blade,0,0
266,Soissons,3,sheath,0,0
266,Soissons,4,blade,0,0
266,Soissons,4,internode,0,0
266,Soissons,4,sheath,0,0
266,Soissons,5,internode,0,0
266,Soissons,6,internode,0,0
267,Caphorn,1,blade,0,0
267,Caphorn,1,sheath,0,0
267,Caphorn,2,blade,0,0
267,Caphorn,2,sheath,0,0
267,Caphorn,3,blade,0,0
267,Caphorn,3,sheath,0,0
267,Caphorn,4,blade,0,0
267,Caphorn,4,internode,0,0
267,Caphorn,4,sheath,0,0
267,Caphorn,5,internode,0,0
267,Caphorn,6,internode,0,0
267,Soissons,1,blade,0,0
267,Soissons,1,sheath,0,0
267,Soissons,2,blade,0,0
267,Soissons,2,sheath,0,0
267,Soissons,3,blade,0,0
267,Soissons,3,sheath,0,0
267,Soissons,4,blade,0,0
267,Soissons,4,internode,0,0
267,Soissons,4,sheath,0,0
267,Soissons,5,internode,0,0
267,Soissons,6,internode,0,0
268,Caphorn,1,blade,0,0
268,Caphorn,1,sheath,0,0
268,Caphorn,2,blade,0,0
268,Caphorn,2,sheath,0,0
268,Caphorn,3,blade,0,0
268,Caphorn,3,sheath,0,0
268,Caphorn,4,blade,0,0
268,Caphorn,4,internode,0,0
268,Caphorn,4,sheath,0,0
268,Caphorn,5,internode,0,0
268,Caphorn,6,internode,0,0
268,Soissons,1,blade,0,0
268,Soissons,1,sheath,0,0
268,Soissons,2,blade,0,0
268,Soissons,2,sheath,0,0
268,Soissons,3,blade,0,0
268,Soissons,3,sheath,0,0
268,Soissons,4,blade,0,0
268,Soissons,4,internode,0,0
268,Soissons,4,sheath,0,0
268,Soissons,5,internode,0,0
268,Soissons,6,internode,0,0
269,Caphorn,1,blade,0.016900681,0
269,Caphorn,1,sheath,0.007521279,0
269,Caphorn,2,blade,0.026281063,0
269,Caphorn,2,sheath,0.00466392,0
269,Caphorn,3,blade,0.065940859,0
269,Caphorn,3,sheath,0.010798044,0
269,Caphorn,4,blade,0.217939776,0.16115692
269,Caphorn,4,internode,0.017110265,0
269,Caphorn,4,sheath,0.040642991,0
269,Caphorn,5,internode,0.066593708,0.000619331
269,Caphorn,6,internode,0.189017344,0.430106647
269,Soissons,1,blade,0.016566714,0
269,Soissons,1,sheath,0.007723921,0
269,Soissons,2,blade,0.034612533,0
269,Soissons,2,sheath,0.004868506,0
269,Soissons,3,blade,0.084535412,0
269,Soissons,3,sheath,0.010599798,0
269,Soissons,4,blade,0.235000624,0.070868924
269,Soissons,4,internode,0.017878496,0
269,Soissons,4,sheath,0.037837728,0
269,Soissons,5,internode,0.071528529,0.000622678
269,Soissons,6,internode,0.192944768,0.444769896
270,Caphorn,1,blade,0.016900681,0
270,Caphorn,1,sheath,0.007521279,2.66E-05
270,Caphorn,2,blade,0.026281063,0.000215244
270,Caphorn,2,sheath,0.00466392,0
270,Caphorn,3,blade,0.065940859,0.005062907
270,Caphorn,3,sheath,0.010798044,9.93E-06
270,Caphorn,4,blade,0.217939776,0.207261492
270,Caphorn,4,internode,0.017110265,0.000440446
270,Caphorn,4,sheath,0.040642991,0.004711838
270,Caphorn,5,internode,0.066593708,0.01845404
270,Caphorn,6,internode,0.189017344,0.380993568
270,Soissons,1,blade,0.016566714,8.34E-05
270,Soissons,1,sheath,0.007723921,0
270,Soissons,2,blade,0.034612533,0.000139314
270,Soissons,2,sheath,0.004868506,0
270,Soissons,3,blade,0.084535412,0.001663095
270,Soissons,3,sheath,0.010599798,0.000404087
270,Soissons,4,blade,0.235000624,0.113769145
270,Soissons,4,internode,0.017878496,0.000272858
270,Soissons,4,sheath,0.037837728,0.003792698
270,Soissons,5,internode,0.071528529,0.025402366
270,Soissons,6,internode,0.192944768,0.398846587
271,Caphorn,1,blade,0.016900681,0.000888362
271,Caphorn,1,sheath,0.007521279,0.00035861
271,Caphorn,2,blade,0.026281063,0.003051871
271,Caphorn,2,sheath,0.00466392,0.000459702
271,Caphorn,3,blade,0.065940859,0.022108067
271,Caphorn,3,sheath,0.010798044,0.001112744
271,Caphorn,4,blade,0.217939776,0.245200512
271,Caphorn,4,internode,0.017110265,0.001035433
271,Caphorn,4,sheath,0.040642991,0.017538697
271,Caphorn,5,internode,0.066593708,0.05173447
271,Caphorn,6,internode,0.189017344,0.317028811
271,Soissons,1,blade,0.016566714,0.000931418
271,Soissons,1,sheath,0.007723921,0.000408358
271,Soissons,2,blade,0.034612533,0.00312977
271,Soissons,2,sheath,0.004868506,0.000333994
271,Soissons,3,blade,0.084535412,0.014260639
271,Soissons,3,sheath,0.010599798,0.001500044
271,Soissons,4,blade,0.235000624,0.154459641
271,Soissons,4,internode,0.017878496,0.005732615
271,Soissons,4,sheath,0.037837728,0.017052743
271,Soissons,5,internode,0.071528529,0.062632293
271,Soissons,6,internode,0.192944768,0.338505216
272,Caphorn,1,blade,0.016900681,0.005572201
272,Caphorn,1,sheath,0.007521279,0.002081595
272,Caphorn,2,blade,0.026281063,0.013023366
272,Caphorn,2,sheath,0.00466392,0.002157294
272,Caphorn,3,blade,0.065940859,0.045034001
272,Caphorn,3,sheath,0.010798044,0.005229223
272,Caphorn,4,blade,0.217939776,0.251145739
272,Caphorn,4,internode,0.017110265,0.011911672
272,Caphorn,4,sheath,0.040642991,0.028806779
272,Caphorn,5,internode,0.066593708,0.07640118
272,Caphorn,6,internode,0.189017344,0.264303647
272,Soissons,1,blade,0.016566714,0.00531506
272,Soissons,1,sheath,0.007723921,0.001766327
272,Soissons,2,blade,0.034612533,0.010404845
272,Soissons,2,sheath,0.004868506,0.002764745
272,Soissons,3,blade,0.084535412,0.039512968
272,Soissons,3,sheath,0.010599798,0.005355062
272,Soissons,4,blade,0.235000624,0.186690166
272,Soissons,4,internode,0.017878496,0.01197405
272,Soissons,4,sheath,0.037837728,0.027671305
272,Soissons,5,internode,0.071528529,0.08514346
272,Soissons,6,internode,0.192944768,0.276917204
273,Caphorn,1,blade,0.016900681,0.010468781
273,Caphorn,1,sheath,0.007521279,0.004226142
273,Caphorn,2,blade,0.026281063,0.021115077
273,Caphorn,2,sheath,0.00466392,0.004916053
273,Caphorn,3,blade,0.065940859,0.057577355
273,Caphorn,3,sheath,0.010798044,0.01248108
273,Caphorn,4,blade,0.217939776,0.257018792
273,Caphorn,4,internode,0.017110265,0.017608305
273,Caphorn,4,sheath,0.040642991,0.034736823
273,Caphorn,5,internode,0.066593708,0.113480283
273,Caphorn,6,internode,0.189017344,0.197634956
273,Soissons,1,blade,0.016566714,0.013447576
273,Soissons,1,sheath,0.007723921,0.005615069
273,Soissons,2,blade,0.034612533,0.022040831
273,Soissons,2,sheath,0.004868506,0.005422054
273,Soissons,3,blade,0.084535412,0.064530921
273,Soissons,3,sheath,0.010599798,0.012126755
273,Soissons,4,blade,0.235000624,0.229343793
273,Soissons,4,internode,0.017878496,0.019826868
273,Soissons,4,sheath,0.037837728,0.042199886
273,Soissons,5,internode,0.071528529,0.131255481
273,Soissons,6,internode,0.192944768,0.209095577
274,Caphorn,1,blade,0.016900681,0.019953644
274,Caphorn,1,sheath,0.007521279,0.010049891
274,Caphorn,2,blade,0.026281063,0.038924895
274,Caphorn,2,sheath,0.00466392,0.00778318
274,Caphorn,3,blade,0.065940859,0.076806505
274,Caphorn,3,sheath,0.010798044,0.023196989
274,Caphorn,4,blade,0.217939776,0.212012817
274,Caphorn,4,internode,0.017110265,0.011466064
274,Caphorn,4,sheath,0.040642991,0.064813435
274,Caphorn,5,internode,0.066593708,0.089512048
274,Caphorn,6,internode,0.189017344,0.144218763
274,Soissons,1,blade,0.016566714,0.02276864
274,Soissons,1,sheath,0.007723921,0.007919465
274,Soissons,2,blade,0.034612533,0.045891611
274,Soissons,2,sheath,0.004868506,0.009704642
274,Soissons,3,blade,0.084535412,0.090979688
274,Soissons,3,sheath,0.010599798,0.024763485
274,Soissons,4,blade,0.235000624,0.257603887
274,Soissons,4,internode,0.017878496,0.009372368
274,Soissons,4,sheath,0.037837728,0.065708461
274,Soissons,5,internode,0.071528529,0.102317747
274,Soissons,6,internode,0.192944768,0.155404781
275,Caphorn,1,blade,0.016900681,0.025500681
275,Caphorn,1,sheath,0.007521279,0.004551375
275,Caphorn,2,blade,0.026281063,0.059175067
275,Caphorn,2,sheath,0.00466392,0.007559825
275,Caphorn,3,blade,0.065940859,0.096934631
275,Caphorn,3,sheath,0.010798044,0.031169284
275,Caphorn,4,blade,0.217939776,0.173159371
275,Caphorn,4,internode,0.017110265,0.03845626
275,Caphorn,4,sheath,0.040642991,0.056088274
275,Caphorn,5,internode,0.066593708,0.045078541
275,Caphorn,6,internode,0.189017344,0.110723472
275,Soissons,1,blade,0.016566714,0.024356717
275,Soissons,1,sheath,0.007723921,0.00541779
275,Soissons,2,blade,0.034612533,0.062977362
275,Soissons,2,sheath,0.004868506,0.009231195
275,Soissons,3,blade,0.084535412,0.146264378
275,Soissons,3,sheath,0.010599798,0.033364223
275,Soissons,4,blade,0.235000624,0.263693565
275,Soissons,4,internode,0.017878496,0.04056011
275,Soissons,4,sheath,0.037837728,0.059422726
275,Soissons,5,internode,0.071528529,0.053527599
275,Soissons,6,internode,0.192944768,0.118543929
276,Caphorn,1,blade,0.016900681,0.025708499
276,Caphorn,1,sheath,0.007521279,0.000697152
276,Caphorn,2,blade,0.026281063,0.032265417
276,Caphorn,2,sheath,0.00466392,0.000598601
276,Caphorn,3,blade,0.065940859,0.06308161
276,Caphorn,3,sheath,0.010798044,0.003074491
276,Caphorn,4,blade,0.217939776,0.157714964
276,Caphorn,4,internode,0.017110265,0.004501682
276,Caphorn,4,sheath,0.040642991,0.009850138
276,Caphorn,5,internode,0.066593708,0.021196141
276,Caphorn,6,internode,0.189017344,0.099066776
276,Soissons,1,blade,0.016566714,0.023391502
276,Soissons,1,sheath,0.007723921,0.001258193
276,Soissons,2,blade,0.034612533,0.076140599
276,Soissons,2,sheath,0.004868506,0.001308442
276,Soissons,3,blade,0.084535412,0.147455014
276,Soissons,3,sheath,0.010599798,0.002924918
276,Soissons,4,blade,0.235000624,0.272315146
276,Soissons,4,internode,0.017878496,0.003912029
276,Soissons,4,sheath,0.037837728,0.008687875
276,Soissons,5,internode,0.071528529,0.025636841
276,Soissons,6,internode,0.192944768,0.102179889
277,Caphorn,1,blade,0.016900681,0.025780405
277,Caphorn,1,sheath,0.007521279,0.004768627
277,Caphorn,2,blade,0.026281063,0.063332119
277,Caphorn,2,sheath,0.00466392,0.007035388
277,Caphorn,3,blade,0.065940859,0.097837393
277,Caphorn,3,sheath,0.010798044,0.029486807
277,Caphorn,4,blade,0.217939776,0.171010892
277,Caphorn,4,internode,0.017110265,0.036786751
277,Caphorn,4,sheath,0.040642991,0.056047198
277,Caphorn,5,internode,0.066593708,0.045228208
277,Caphorn,6,internode,0.189017344,0.114528763
277,Soissons,1,blade,0.016566714,0.024924873
277,Soissons,1,sheath,0.007723921,0.004468234
277,Soissons,2,blade,0.034612533,0.061592166
277,Soissons,2,sheath,0.004868506,0.009163527
277,Soissons,3,blade,0.084535412,0.141063433
277,Soissons,3,sheath,0.010599798,0.029015763
277,Soissons,4,blade,0.235000624,0.27783431
277,Soissons,4,internode,0.017878496,0.037904199
277,Soissons,4,sheath,0.037837728,0.050646455
277,Soissons,5,internode,0.071528529,0.044198305
277,Soissons,6,internode,0.192944768,0.114708481
278,Caphorn,1,blade,0.016900681,0.022863929
278,Caphorn,1,sheath,0.007521279,0.006971496
278,Caphorn,2,blade,0.026281063,0.042736208
278,Caphorn,2,sheath,0.00466392,0.010184873
278,Caphorn,3,blade,0.065940859,0.081131346
278,Caphorn,3,sheath,0.010798044,0.020930592
278,Caphorn,4,blade,0.217939776,0.211729475
278,Caphorn,4,internode,0.017110265,0.010419
278,Caphorn,4,sheath,0.040642991,0.066407461
278,Caphorn,5,internode,0.066593708,0.087361074
278,Caphorn,6,internode,0.189017344,0.149786414
278,Soissons,1,blade,0.016566714,0.019717903
278,Soissons,1,sheath,0.007723921,0.006417069
278,Soissons,2,blade,0.034612533,0.046051565
278,Soissons,2,sheath,0.004868506,0.00687752
278,Soissons,3,blade,0.084535412,0.087175325
278,Soissons,3,sheath,0.010599798,0.018002967
278,Soissons,4,blade,0.235000624,0.269144922
278,Soissons,4,internode,0.017878496,0.010048231
278,Soissons,4,sheath,0.037837728,0.063001789
278,Soissons,5,internode,0.071528529,0.085568979
278,Soissons,6,internode,0.192944768,0.149556085
279,Caphorn,1,blade,0.016900681,0.011719518
279,Caphorn,1,sheath,0.007521279,0.0047407
279,Caphorn,2,blade,0.026281063,0.020596663
279,Caphorn,2,sheath,0.00466392,0.0051277
279,Caphorn,3,blade,0.065940859,0.063488192
279,Caphorn,3,sheath,0.010798044,0.011937967
279,Caphorn,4,blade,0.217939776,0.25305506
279,Caphorn,4,internode,0.017110265,0.016007424
279,Caphorn,4,sheath,0.040642991,0.037992376
279,Caphorn,5,internode,0.066593708,0.108723463
279,Caphorn,6,internode,0.189017344,0.19835361
279,Soissons,1,blade,0.016566714,0.011632466
279,Soissons,1,sheath,0.007723921,0.004907681
279,Soissons,2,blade,0.034612533,0.021614665
279,Soissons,2,sheath,0.004868506,0.004519135
279,Soissons,3,blade,0.084535412,0.064115042
279,Soissons,3,sheath,0.010599798,0.010616304
279,Soissons,4,blade,0.235000624,0.24008999
279,Soissons,4,internode,0.017878496,0.018794887
279,Soissons,4,sheath,0.037837728,0.036513555
279,Soissons,5,internode,0.071528529,0.116178995
279,Soissons,6,internode,0.192944768,0.202331826
280,Caphorn,1,blade,0.016900681,0.004652366
280,Caphorn,1,sheath,0.007521279,0.001969101
280,Caphorn,2,blade,0.026281063,0.010392691
280,Caphorn,2,sheath,0.00466392,0.002279642
280,Caphorn,3,blade,0.065940859,0.048434108
280,Caphorn,3,sheath,0.010798044,0.00549441
280,Caphorn,4,blade,0.217939776,0.248918097
280,Caphorn,4,internode,0.017110265,0.012342002
280,Caphorn,4,sheath,0.040642991,0.033304617
280,Caphorn,5,internode,0.066593708,0.069792106
280,Caphorn,6,internode,0.189017344,0.264922776
280,Soissons,1,blade,0.016566714,0.00433496
280,Soissons,1,sheath,0.007723921,0.00277546
280,Soissons,2,blade,0.034612533,0.010117933
280,Soissons,2,sheath,0.004868506,0.003042575
280,Soissons,3,blade,0.084535412,0.03853481
280,Soissons,3,sheath,0.010599798,0.005433473
280,Soissons,4,blade,0.235000624,0.192398498
280,Soissons,4,internode,0.017878496,0.01462709
280,Soissons,4,sheath,0.037837728,0.031253625
280,Soissons,5,internode,0.071528529,0.086900515
280,Soissons,6,internode,0.192944768,0.272088091
281,Caphorn,1,blade,0.016900681,0.001302455
281,Caphorn,1,sheath,0.007521279,0.000112861
281,Caphorn,2,blade,0.026281063,0.002566134
281,Caphorn,2,sheath,0.00466392,0.000510941
281,Caphorn,3,blade,0.065940859,0.021319905
281,Caphorn,3,sheath,0.010798044,0.001586217
281,Caphorn,4,blade,0.217939776,0.256022062
281,Caphorn,4,internode,0.017110265,0.003898173
281,Caphorn,4,sheath,0.040642991,0.016230061
281,Caphorn,5,internode,0.066593708,0.048219515
281,Caphorn,6,internode,0.189017344,0.325985008
281,Soissons,1,blade,0.016566714,0.000940952
281,Soissons,1,sheath,0.007723921,9.63E-05
281,Soissons,2,blade,0.034612533,0.002745965
281,Soissons,2,sheath,0.004868506,0.000489449
281,Soissons,3,blade,0.084535412,0.014635746
281,Soissons,3,sheath,0.010599798,0.000930586
281,Soissons,4,blade,0.235000624,0.142906871
281,Soissons,4,internode,0.017878496,0.003063433
281,Soissons,4,sheath,0.037837728,0.013044838
281,Soissons,5,internode,0.071528529,0.059048493
281,Soissons,6,internode,0.192944768,0.334465515
282,Caphorn,1,blade,0.016900681,1.58E-05
282,Caphorn,1,sheath,0.007521279,0
282,Caphorn,2,blade,0.026281063,0.000272707
282,Caphorn,2,sheath,0.00466392,0
282,Caphorn,3,blade,0.065940859,0.005306588
282,Caphorn,3,sheath,0.010798044,3.97E-05
282,Caphorn,4,blade,0.217939776,0.212618267
282,Caphorn,4,internode,0.017110265,1.97E-05
282,Caphorn,4,sheath,0.040642991,0.003394469
282,Caphorn,5,internode,0.066593708,0.024408474
282,Caphorn,6,internode,0.189017344,0.390150825
282,Soissons,1,blade,0.016566714,0.000121105
282,Soissons,1,sheath,0.007723921,0
282,Soissons,2,blade,0.034612533,0.000117904
282,Soissons,2,sheath,0.004868506,0
282,Soissons,3,blade,0.084535412,0.002289043
282,Soissons,3,sheath,0.010599798,7.62E-05
282,Soissons,4,blade,0.235000624,0.105535439
282,Soissons,4,internode,0.017878496,0.000312277
282,Soissons,4,sheath,0.037837728,0.00387348
282,Soissons,5,internode,0.071528529,0.023036585
282,Soissons,6,internode,0.192944768,0.391408699
283,Caphorn,1,blade,0.016900681,0
283,Caphorn,1,sheath,0.007521279,0
283,Caphorn,2,blade,0.026281063,0
283,Caphorn,2,sheath,0.00466392,0
283,Caphorn,3,blade,0.065940859,5.59E-05
283,Caphorn,3,sheath,0.010798044,0
283,Caphorn,4,blade,0.217939776,0.14758792
283,Caphorn,4,internode,0.017110265,0
283,Caphorn,4,sheath,0.040642991,0.000251543
283,Caphorn,5,internode,0.066593708,5.27E-05
283,Caphorn,6,internode,0.189017344,0.440925077
283,Soissons,1,blade,0.016566714,0
283,Soissons,1,sheath,0.007723921,0
283,Soissons,2,blade,0.034612533,4.60E-06
283,Soissons,2,sheath,0.004868506,0
283,Soissons,3,blade,0.084535412,0
283,Soissons,3,sheath,0.010599798,0
283,Soissons,4,blade,0.235000624,0.063491291
283,Soissons,4,internode,0.017878496,0
283,Soissons,4,sheath,0.037837728,0.000168805
283,Soissons,5,internode,0.071528529,0.002790331
283,Soissons,6,internode,0.192944768,0.450442483
284,Caphorn,1,blade,0,0
284,Caphorn,1,sheath,0,0
284,Caphorn,2,blade,0,0
284,Caphorn,2,sheath,0,0
284,Caphorn,3,blade,0,0
284,Caphorn,3,sheath,0,0
284,Caphorn,4,blade,0,0
284,Caphorn,4,internode,0,0
284,Caphorn,4,sheath,0,0
284,Caphorn,5,internode,0,0
284,Caphorn,6,internode,0,0
284,Soissons,1,blade,0,0
284,Soissons,1,sheath,0,0
284,Soissons,2,blade,0,0
284,Soissons,2,sheath,0,0
284,Soissons,3,blade,0,0
284,Soissons,3,sheath,0,0
284,Soissons,4,blade,0,0
284,Soissons,4,internode,0,0
284,Soissons,4,sheath,0,0
284,Soissons,5,internode,0,0
284,Soissons,6,internode,0,0
285,Caphorn,1,blade,0,0
285,Caphorn,1,sheath,0,0
285,Caphorn,2,blade,0,0
285,Caphorn,2,sheath,0,0
285,Caphorn,3,blade,0,0
285,Caphorn,3,sheath,0,0
285,Caphorn,4,blade,0,0
285,Caphorn,4,internode,0,0
285,Caphorn,4,sheath,0,0
285,Caphorn,5,internode,0,0
285,Caphorn,6,internode,0,0
285,Soissons,1,blade,0,0
285,Soissons,1,sheath,0,0
285,Soissons,2,blade,0,0
285,Soissons,2,sheath,0,0
285,Soissons,3,blade,0,0
285,Soissons,3,sheath,0,0
285,Soissons,4,blade,0,0
285,Soissons,4,internode,0,0
285,Soissons,4,sheath,0,0
285,Soissons,5,internode,0,0
285,Soissons,6,internode,0,0
286,Caphorn,1,blade,0,0
286,Caphorn,1,sheath,0,0
286,Caphorn,2,blade,0,0
286,Caphorn,2,sheath,0,0
286,Caphorn,3,blade,0,0
286,Caphorn,3,sheath,0,0
286,Caphorn,4,blade,0,0
286,Caphorn,4,internode,0,0
286,Caphorn,4,sheath,0,0
286,Caphorn,5,internode,0,0
286,Caphorn,6,internode,0,0
286,Soissons,1,blade,0,0
286,Soissons,1,sheath,0,0
286,Soissons,2,blade,0,0
286,Soissons,2,sheath,0,0
286,Soissons,3,blade,0,0
286,Soissons,3,sheath,0,0
286,Soissons,4,blade,0,0
286,Soissons,4,internode,0,0
286,Soissons,4,sheath,0,0
286,Soissons,5,internode,0,0
286,Soissons,6,internode,0,0
287,Caphorn,1,blade,0,0
287,Caphorn,1,sheath,0,0
287,Caphorn,2,blade,0,0
287,Caphorn,2,sheath,0,0
287,Caphorn,3,blade,0,0
287,Caphorn,3,sheath,0,0
287,Caphorn,4,blade,0,0
287,Caphorn,4,internode,0,0
287,Caphorn,4,sheath,0,0
287,Caphorn,5,internode,0,0
287,Caphorn,6,internode,0,0
287,Soissons,1,blade,0,0
287,Soissons,1,sheath,0,0
287,Soissons,2,blade,0,0
287,Soissons,2,sheath,0,0
287,Soissons,3,blade,0,0
287,Soissons,3,sheath,0,0
287,Soissons,4,blade,0,0
287,Soissons,4,internode,0,0
287,Soissons,4,sheath,0,0
287,Soissons,5,internode,0,0
287,Soissons,6,internode,0,0
288,Caphorn,1,blade,0,0
288,Caphorn,1,sheath,0,0
288,Caphorn,2,blade,0,0
288,Caphorn,2,sheath,0,0
288,Caphorn,3,blade,0,0
288,Caphorn,3,sheath,0,0
288,Caphorn,4,blade,0,0
288,Caphorn,4,internode,0,0
288,Caphorn,4,sheath,0,0
288,Caphorn,5,internode,0,0
288,Caphorn,6,internode,0,0
288,Soissons,1,blade,0,0
288,Soissons,1,sheath,0,0
288,Soissons,2,blade,0,0
288,Soissons,2,sheath,0,0
288,Soissons,3,blade,0,0
288,Soissons,3,sheath,0,0
288,Soissons,4,blade,0,0
288,Soissons,4,internode,0,0
288,Soissons,4,sheath,0,0
288,Soissons,5,internode,0,0
288,Soissons,6,internode,0,0
289,Caphorn,1,blade,0,0
289,Caphorn,1,sheath,0,0
289,Caphorn,2,blade,0,0
289,Caphorn,2,sheath,0,0
289,Caphorn,3,blade,0,0
289,Caphorn,3,sheath,0,0
289,Caphorn,4,blade,0,0
289,Caphorn,4,internode,0,0
289,Caphorn,4,sheath,0,0
289,Caphorn,5,internode,0,0
289,Caphorn,6,internode,0,0
289,Soissons,1,blade,0,0
289,Soissons,1,sheath,0,0
289,Soissons,2,blade,0,0
289,Soissons,2,sheath,0,0
289,Soissons,3,blade,0,0
289,Soissons,3,sheath,0,0
289,Soissons,4,blade,0,0
289,Soissons,4,internode,0,0
289,Soissons,4,sheath,0,0
289,Soissons,5,internode,0,0
289,Soissons,6,internode,0,0
290,Caphorn,1,blade,0,0
290,Caphorn,1,sheath,0,0
290,Caphorn,2,blade,0,0
290,Caphorn,2,sheath,0,0
290,Caphorn,3,blade,0,0
290,Caphorn,3,sheath,0,0
290,Caphorn,4,blade,0,0
290,Caphorn,4,internode,0,0
290,Caphorn,4,sheath,0,0
290,Caphorn,5,internode,0,0
290,Caphorn,6,internode,0,0
290,Soissons,1,blade,0,0
290,Soissons,1,sheath,0,0
290,Soissons,2,blade,0,0
290,Soissons,2,sheath,0,0
