t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse,plant
12,Soissons,3,blade,LeafElement1,0.11121750286,0.0711336556434,1
12,Soissons,3,sheath,StemElement,0.00223046596072,0.00810464287703,1
12,Soissons,4,blade,LeafElement1,0.257575550053,0.23889473242,1
12,Soissons,4,internode,StemElement,0.00501747932355,0.0148957423952,1
12,Soissons,4,sheath,StemElement,0.0100881723308,0.0336139385194,1
12,Soissons,5,internode,StemElement,0.0285641072628,0.0781531665003,1
12,Soissons,6,internode,StemElement,0.107081727407,0.196920449308,1
13,Soissons,1,blade,LeafElement1,0.0151208218624,0.0117053967818,1
13,Soissons,1,sheath,StemElement,0.00357608194643,0.00497003416178,1
13,Soissons,2,blade,LeafElement1,0.0432262804522,0.0248621052483,1
13,Soissons,2,sheath,StemElement,0.00519434027277,0.00333366754435,1
13,Soissons,3,blade,LeafElement1,0.111979360789,0.0711336556434,1
13,Soissons,3,sheath,StemElement,0.0219804488414,0.00810464287703,1
13,Soissons,4,blade,LeafElement1,0.256285907097,0.23889473242,1
13,Soissons,4,internode,StemElement,0.0287731885903,0.0148957423952,1
13,Soissons,4,sheath,StemElement,0.0450860034598,0.0336139385194,1
13,Soissons,5,internode,StemElement,0.0592748826843,0.0781531665003,1
13,Soissons,6,internode,StemElement,0.121822896235,0.196920449308,1
14,Soissons,1,blade,LeafElement1,0.0155157154022,0.0117053967818,1
14,Soissons,1,sheath,StemElement,0.00735818697445,0.00497003416178,1
14,Soissons,2,blade,LeafElement1,0.035688256773,0.0248621052483,1
14,Soissons,2,sheath,StemElement,0.00593183119088,0.00333366754435,1
14,Soissons,3,blade,LeafElement1,0.0761904186847,0.0711336556434,1
14,Soissons,3,sheath,StemElement,0.0166829196879,0.00810464287703,1
14,Soissons,4,blade,LeafElement1,0.257457617338,0.23889473242,1
14,Soissons,4,internode,StemElement,0.00968952339618,0.0148957423952,1
14,Soissons,4,sheath,StemElement,0.0526779826566,0.0336139385194,1
14,Soissons,5,internode,StemElement,0.0981795926648,0.0781531665003,1
14,Soissons,6,internode,StemElement,0.1553916057,0.196920449308,1
15,Soissons,1,blade,LeafElement1,0.00901465643688,0.0117053967818,1
15,Soissons,1,sheath,StemElement,0.00371316055239,0.00497003416178,1
15,Soissons,2,blade,LeafElement1,0.0181423588187,0.0248621052483,1
15,Soissons,2,sheath,StemElement,0.00411919877628,0.00333366754435,1
15,Soissons,3,blade,LeafElement1,0.0585788525626,0.0711336556434,1
15,Soissons,3,sheath,StemElement,0.00953658568406,0.00810464287703,1
15,Soissons,4,blade,LeafElement1,0.243175124082,0.23889473242,1
15,Soissons,4,internode,StemElement,0.0137072632353,0.0148957423952,1
15,Soissons,4,sheath,StemElement,0.0339104218092,0.0336139385194,1
15,Soissons,5,internode,StemElement,0.128572033273,0.0781531665003,1
15,Soissons,6,internode,StemElement,0.209905115416,0.196920449308,1
16,Soissons,1,blade,LeafElement1,0.00420201053842,0.0117053967818,1
16,Soissons,1,sheath,StemElement,0.0016863870296,0.00497003416178,1
16,Soissons,2,blade,LeafElement1,0.00949343395377,0.0248621052483,1
16,Soissons,2,sheath,StemElement,0.0022841801676,0.00333366754435,1
16,Soissons,3,blade,LeafElement1,0.0392797254288,0.0711336556434,1
16,Soissons,3,sheath,StemElement,0.00516337520553,0.00810464287703,1
16,Soissons,4,blade,LeafElement1,0.202157931105,0.23889473242,1
16,Soissons,4,internode,StemElement,0.0117412827286,0.0148957423952,1
16,Soissons,4,sheath,StemElement,0.0347523321154,0.0336139385194,1
16,Soissons,5,internode,StemElement,0.0902416989533,0.0781531665003,1
16,Soissons,6,internode,StemElement,0.28302323213,0.196920449308,1
17,Soissons,1,blade,LeafElement1,0.00125442631924,0.0117053967818,1
17,Soissons,1,sheath,StemElement,0.000458120630316,0.00497003416178,1
17,Soissons,2,blade,LeafElement1,0.00409547482824,0.0248621052483,1
17,Soissons,2,sheath,StemElement,0.000792077078172,0.00333366754435,1
17,Soissons,3,blade,LeafElement1,0.0212945785676,0.0711336556434,1
17,Soissons,3,sheath,StemElement,0.00213939567249,0.00810464287703,1
17,Soissons,4,blade,LeafElement1,0.169800773349,0.23889473242,1
17,Soissons,4,internode,StemElement,0.00614316395125,0.0148957423952,1
17,Soissons,4,sheath,StemElement,0.0212602768147,0.0336139385194,1
17,Soissons,5,internode,StemElement,0.0711192726895,0.0781531665003,1
17,Soissons,6,internode,StemElement,0.344493795469,0.196920449308,1
18,Soissons,1,blade,LeafElement1,1.19390344696e-05,0.0117053967818,1
18,Soissons,1,sheath,StemElement,1.32792456169e-05,0.00497003416178,1
18,Soissons,2,blade,LeafElement1,0.000127950759024,0.0248621052483,1
18,Soissons,2,sheath,StemElement,1.65339074947e-05,0.00333366754435,1
18,Soissons,3,blade,LeafElement1,0.00316135440533,0.0711336556434,1
18,Soissons,3,sheath,StemElement,0.000114260367283,0.00810464287703,1
18,Soissons,4,blade,LeafElement1,0.131134974483,0.23889473242,1
18,Soissons,4,internode,StemElement,0.000562059269634,0.0148957423952,1
18,Soissons,4,sheath,StemElement,0.00527916093354,0.0336139385194,1
18,Soissons,5,internode,StemElement,0.0311074407128,0.0781531665003,1
18,Soissons,6,internode,StemElement,0.411226558257,0.196920449308,1
19,Soissons,1,blade,LeafElement1,0.0,0.0117053967818,1
19,Soissons,1,sheath,StemElement,0.0,0.00497003416178,1
19,Soissons,2,blade,LeafElement1,0.0,0.0248621052483,1
19,Soissons,2,sheath,StemElement,0.0,0.00333366754435,1
19,Soissons,3,blade,LeafElement1,0.0,0.0711336556434,1
19,Soissons,3,sheath,StemElement,0.0,0.00810464287703,1
19,Soissons,4,blade,LeafElement1,0.0729778805508,0.23889473242,1
19,Soissons,4,internode,StemElement,0.0,0.0148957423952,1
19,Soissons,4,sheath,StemElement,0.0,0.0336139385194,1
19,Soissons,5,internode,StemElement,0.00119255404437,0.0781531665003,1
19,Soissons,6,internode,StemElement,0.473926468215,0.196920449308,1
20,Soissons,1,blade,LeafElement1,0.0,0.0,1
20,Soissons,1,sheath,StemElement,0.0,0.0,1
20,Soissons,2,blade,LeafElement1,0.0,0.0,1
20,Soissons,2,sheath,StemElement,0.0,0.0,1
20,Soissons,3,blade,LeafElement1,0.0,0.0,1
20,Soissons,3,sheath,StemElement,0.0,0.0,1
20,Soissons,4,blade,LeafElement1,0.0,0.0,1
20,Soissons,4,internode,StemElement,0.0,0.0,1
20,Soissons,4,sheath,StemElement,0.0,0.0,1
20,Soissons,5,internode,StemElement,0.0,0.0,1
20,Soissons,6,internode,StemElement,0.0,0.0,1
21,Soissons,1,blade,LeafElement1,0.0,0.0,1
21,Soissons,1,sheath,StemElement,0.0,0.0,1
21,Soissons,2,blade,LeafElement1,0.0,0.0,1
21,Soissons,2,sheath,StemElement,0.0,0.0,1
21,Soissons,3,blade,LeafElement1,0.0,0.0,1
21,Soissons,3,sheath,StemElement,0.0,0.0,1
21,Soissons,4,blade,LeafElement1,0.0,0.0,1
21,Soissons,4,internode,StemElement,0.0,0.0,1
21,Soissons,4,sheath,StemElement,0.0,0.0,1
21,Soissons,5,internode,StemElement,0.0,0.0,1
21,Soissons,6,internode,StemElement,0.0,0.0,1
22,Soissons,1,blade,LeafElement1,0.0,0.0,1
22,Soissons,1,sheath,StemElement,0.0,0.0,1
22,Soissons,2,blade,LeafElement1,0.0,0.0,1
22,Soissons,2,sheath,StemElement,0.0,0.0,1
22,Soissons,3,blade,LeafElement1,0.0,0.0,1
22,Soissons,3,sheath,StemElement,0.0,0.0,1
22,Soissons,4,blade,LeafElement1,0.0,0.0,1
22,Soissons,4,internode,StemElement,0.0,0.0,1
22,Soissons,4,sheath,StemElement,0.0,0.0,1
22,Soissons,5,internode,StemElement,0.0,0.0,1
22,Soissons,6,internode,StemElement,0.0,0.0,1
23,Soissons,1,blade,LeafElement1,0.0,0.0,1
23,Soissons,1,sheath,StemElement,0.0,0.0,1
23,Soissons,2,blade,LeafElement1,0.0,0.0,1
23,Soissons,2,sheath,StemElement,0.0,0.0,1
23,Soissons,3,blade,LeafElement1,0.0,0.0,1
23,Soissons,3,sheath,StemElement,0.0,0.0,1
23,Soissons,4,blade,LeafElement1,0.0,0.0,1
23,Soissons,4,internode,StemElement,0.0,0.0,1
23,Soissons,4,sheath,StemElement,0.0,0.0,1
23,Soissons,5,internode,StemElement,0.0,0.0,1
23,Soissons,6,internode,StemElement,0.0,0.0,1
24,Soissons,1,blade,LeafElement1,0.0,0.0,1
24,Soissons,1,sheath,StemElement,0.0,0.0,1
24,Soissons,2,blade,LeafElement1,0.0,0.0,1
24,Soissons,2,sheath,StemElement,0.0,0.0,1
24,Soissons,3,blade,LeafElement1,0.0,0.0,1
24,Soissons,3,sheath,StemElement,0.0,0.0,1
24,Soissons,4,blade,LeafElement1,0.0,0.0,1
24,Soissons,4,internode,StemElement,0.0,0.0,1
24,Soissons,4,sheath,StemElement,0.0,0.0,1
24,Soissons,5,internode,StemElement,0.0,0.0,1
24,Soissons,6,internode,StemElement,0.0,0.0,1
25,Soissons,1,blade,LeafElement1,0.0,0.0,1
25,Soissons,1,sheath,StemElement,0.0,0.0,1
25,Soissons,2,blade,LeafElement1,0.0,0.0,1
25,Soissons,2,sheath,StemElement,0.0,0.0,1
25,Soissons,3,blade,LeafElement1,0.0,0.0,1
25,Soissons,3,sheath,StemElement,0.0,0.0,1
25,Soissons,4,blade,LeafElement1,0.0,0.0,1
25,Soissons,4,internode,StemElement,0.0,0.0,1
25,Soissons,4,sheath,StemElement,0.0,0.0,1
25,Soissons,5,internode,StemElement,0.0,0.0,1
25,Soissons,6,internode,StemElement,0.0,0.0,1
26,Soissons,1,blade,LeafElement1,0.0,0.0,1
26,Soissons,1,sheath,StemElement,0.0,0.0,1
26,Soissons,2,blade,LeafElement1,0.0,0.0,1
26,Soissons,2,sheath,StemElement,0.0,0.0,1
26,Soissons,3,blade,LeafElement1,0.0,0.0,1
26,Soissons,3,sheath,StemElement,0.0,0.0,1
26,Soissons,4,blade,LeafElement1,0.0,0.0,1
26,Soissons,4,internode,StemElement,0.0,0.0,1
26,Soissons,4,sheath,StemElement,0.0,0.0,1
26,Soissons,5,internode,StemElement,0.0,0.0,1
26,Soissons,6,internode,StemElement,0.0,0.0,1
27,Soissons,1,blade,LeafElement1,0.0,0.0,1
27,Soissons,1,sheath,StemElement,0.0,0.0,1
27,Soissons,2,blade,LeafElement1,0.0,0.0,1
27,Soissons,2,sheath,StemElement,0.0,0.0,1
27,Soissons,3,blade,LeafElement1,0.0,0.0,1
27,Soissons,3,sheath,StemElement,0.0,0.0,1
27,Soissons,4,blade,LeafElement1,0.0,0.0,1
27,Soissons,4,internode,StemElement,0.0,0.0,1
27,Soissons,4,sheath,StemElement,0.0,0.0,1
27,Soissons,5,internode,StemElement,0.0,0.0,1
27,Soissons,6,internode,StemElement,0.0,0.0,1
28,Soissons,1,blade,LeafElement1,0.0,0.0,1
28,Soissons,1,sheath,StemElement,0.0,0.0,1
28,Soissons,2,blade,LeafElement1,0.0,0.0,1
28,Soissons,2,sheath,StemElement,0.0,0.0,1
28,Soissons,3,blade,LeafElement1,0.0,0.0,1
28,Soissons,3,sheath,StemElement,0.0,0.0,1
28,Soissons,4,blade,LeafElement1,0.0,0.0,1
28,Soissons,4,internode,StemElement,0.0,0.0,1
28,Soissons,4,sheath,StemElement,0.0,0.0,1
28,Soissons,5,internode,StemElement,0.0,0.0,1
28,Soissons,6,internode,StemElement,0.0,0.0,1
29,Soissons,1,blade,LeafElement1,0.0,0.0117053967818,1
29,Soissons,1,sheath,StemElement,0.0,0.00497003416178,1
29,Soissons,2,blade,LeafElement1,0.0,0.0248621052483,1
29,Soissons,2,sheath,StemElement,0.0,0.00333366754435,1
29,Soissons,3,blade,LeafElement1,0.0,0.0711336556434,1
29,Soissons,3,sheath,StemElement,0.0,0.00810464287703,1
29,Soissons,4,blade,LeafElement1,0.0776136558256,0.23889473242,1
29,Soissons,4,internode,StemElement,0.0,0.0148957423952,1
29,Soissons,4,sheath,StemElement,0.0,0.0336139385194,1
29,Soissons,5,internode,StemElement,0.00255975071577,0.0781531665003,1
29,Soissons,6,internode,StemElement,0.469519427808,0.196920449308,1
30,Soissons,1,blade,LeafElement1,1.99695809069e-06,0.0117053967818,1
30,Soissons,1,sheath,StemElement,1.99128883338e-05,0.00497003416178,1
30,Soissons,2,blade,LeafElement1,0.000125401091264,0.0248621052483,1
30,Soissons,2,sheath,StemElement,0.0,0.00333366754435,1
30,Soissons,3,blade,LeafElement1,0.0037901855314,0.0711336556434,1
30,Soissons,3,sheath,StemElement,9.10942209584e-05,0.00810464287703,1
30,Soissons,4,blade,LeafElement1,0.121151039161,0.23889473242,1
30,Soissons,4,internode,StemElement,0.000685324041719,0.0148957423952,1
30,Soissons,4,sheath,StemElement,0.00418589349378,0.0336139385194,1
30,Soissons,5,internode,StemElement,0.0334035367544,0.0781531665003,1
30,Soissons,6,internode,StemElement,0.420172968893,0.196920449308,1
31,Soissons,1,blade,LeafElement1,0.00107946621249,0.0117053967818,1
31,Soissons,1,sheath,StemElement,0.000393390695328,0.00497003416178,1
31,Soissons,2,blade,LeafElement1,0.00328835072286,0.0248621052483,1
31,Soissons,2,sheath,StemElement,0.000426603385371,0.00333366754435,1
31,Soissons,3,blade,LeafElement1,0.0193450421062,0.0711336556434,1
31,Soissons,3,sheath,StemElement,0.00182486724693,0.00810464287703,1
31,Soissons,4,blade,LeafElement1,0.171155916267,0.23889473242,1
31,Soissons,4,internode,StemElement,0.00403302261606,0.0148957423952,1
31,Soissons,4,sheath,StemElement,0.0218234522337,0.0336139385194,1
31,Soissons,5,internode,StemElement,0.070716709232,0.0781531665003,1
31,Soissons,6,internode,StemElement,0.344599805234,0.196920449308,1
32,Soissons,1,blade,LeafElement1,0.00377062440781,0.0117053967818,1
32,Soissons,1,sheath,StemElement,0.00116693398766,0.00497003416178,1
32,Soissons,2,blade,LeafElement1,0.0111923727818,0.0248621052483,1
32,Soissons,2,sheath,StemElement,0.0022483489997,0.00333366754435,1
32,Soissons,3,blade,LeafElement1,0.0405838438592,0.0711336556434,1
32,Soissons,3,sheath,StemElement,0.00607457170916,0.00810464287703,1
32,Soissons,4,blade,LeafElement1,0.201870585532,0.23889473242,1
32,Soissons,4,internode,StemElement,0.0122701374,0.0148957423952,1
32,Soissons,4,sheath,StemElement,0.0333113240099,0.0336139385194,1
32,Soissons,5,internode,StemElement,0.0949490456222,0.0781531665003,1
32,Soissons,6,internode,StemElement,0.281428247666,0.196920449308,1
33,Soissons,1,blade,LeafElement1,0.00969876834894,0.0117053967818,1
33,Soissons,1,sheath,StemElement,0.00343088559793,0.00497003416178,1
33,Soissons,2,blade,LeafElement1,0.0203449722316,0.0248621052483,1
33,Soissons,2,sheath,StemElement,0.00593982488056,0.00333366754435,1
33,Soissons,3,blade,LeafElement1,0.0569448446807,0.0711336556434,1
33,Soissons,3,sheath,StemElement,0.0111875999504,0.00810464287703,1
33,Soissons,4,blade,LeafElement1,0.241071303249,0.23889473242,1
33,Soissons,4,internode,StemElement,0.0134000318248,0.0148957423952,1
33,Soissons,4,sheath,StemElement,0.0361893960362,0.0336139385194,1
33,Soissons,5,internode,StemElement,0.132044935956,0.0781531665003,1
33,Soissons,6,internode,StemElement,0.209498278429,0.196920449308,1
34,Soissons,1,blade,LeafElement1,0.0151460364569,0.0117053967818,1
34,Soissons,1,sheath,StemElement,0.006477956137,0.00497003416178,1
34,Soissons,2,blade,LeafElement1,0.0348671379245,0.0248621052483,1
34,Soissons,2,sheath,StemElement,0.00469974065659,0.00333366754435,1
34,Soissons,3,blade,LeafElement1,0.0748600931481,0.0711336556434,1
34,Soissons,3,sheath,StemElement,0.0158772884419,0.00810464287703,1
34,Soissons,4,blade,LeafElement1,0.260897950873,0.23889473242,1
34,Soissons,4,internode,StemElement,0.00980145846279,0.0148957423952,1
34,Soissons,4,sheath,StemElement,0.0507387948842,0.0336139385194,1
34,Soissons,5,internode,StemElement,0.103413905154,0.0781531665003,1
34,Soissons,6,internode,StemElement,0.155322802577,0.196920449308,1
35,Soissons,1,blade,LeafElement1,0.0150938816933,0.0117053967818,1
35,Soissons,1,sheath,StemElement,0.00463016055782,0.00497003416178,1
35,Soissons,2,blade,LeafElement1,0.0430088590026,0.0248621052483,1
35,Soissons,2,sheath,StemElement,0.00531844176193,0.00333366754435,1
35,Soissons,3,blade,LeafElement1,0.110908283,0.0711336556434,1
35,Soissons,3,sheath,StemElement,0.0198570360312,0.00810464287703,1
35,Soissons,4,blade,LeafElement1,0.261423386916,0.23889473242,1
35,Soissons,4,internode,StemElement,0.0262947368466,0.0148957423952,1
35,Soissons,4,sheath,StemElement,0.0429712951053,0.0336139385194,1
35,Soissons,5,internode,StemElement,0.0568516484299,0.0781531665003,1
35,Soissons,6,internode,StemElement,0.119658727787,0.196920449308,1
36,Soissons,1,blade,LeafElement1,0.0167214287115,0.0117053967818,1
36,Soissons,1,sheath,StemElement,0.00109051277062,0.00497003416178,1
36,Soissons,2,blade,LeafElement1,0.0480836699735,0.0248621052483,1
36,Soissons,2,sheath,StemElement,0.000793425608444,0.00333366754435,1
36,Soissons,3,blade,LeafElement1,0.111369208963,0.0711336556434,1
36,Soissons,3,sheath,StemElement,0.00223950569474,0.00810464287703,1
36,Soissons,4,blade,LeafElement1,0.257820937996,0.23889473242,1
36,Soissons,4,internode,StemElement,0.005018701974,0.0148957423952,1
36,Soissons,4,sheath,StemElement,0.0101242214652,0.0336139385194,1
36,Soissons,5,internode,StemElement,0.0286549728233,0.0781531665003,1
36,Soissons,6,internode,StemElement,0.106786755886,0.196920449308,1
37,Soissons,1,blade,LeafElement1,0.0152511973668,0.0117053967818,1
37,Soissons,1,sheath,StemElement,0.00373308236379,0.00497003416178,1
37,Soissons,2,blade,LeafElement1,0.043215592364,0.0248621052483,1
37,Soissons,2,sheath,StemElement,0.00542187358493,0.00333366754435,1
37,Soissons,3,blade,LeafElement1,0.111894975259,0.0711336556434,1
37,Soissons,3,sheath,StemElement,0.0217483954896,0.00810464287703,1
37,Soissons,4,blade,LeafElement1,0.256412946742,0.23889473242,1
37,Soissons,4,internode,StemElement,0.0288518049991,0.0148957423952,1
37,Soissons,4,sheath,StemElement,0.0454103859245,0.0336139385194,1
37,Soissons,5,internode,StemElement,0.0592212306078,0.0781531665003,1
37,Soissons,6,internode,StemElement,0.121493486247,0.196920449308,1
38,Soissons,1,blade,LeafElement1,0.0156053151172,0.0117053967818,1
38,Soissons,1,sheath,StemElement,0.00681766415969,0.00497003416178,1
38,Soissons,2,blade,LeafElement1,0.0355754181749,0.0248621052483,1
38,Soissons,2,sheath,StemElement,0.00578408507766,0.00333366754435,1
38,Soissons,3,blade,LeafElement1,0.0765983935643,0.0711336556434,1
38,Soissons,3,sheath,StemElement,0.0164716430481,0.00810464287703,1
38,Soissons,4,blade,LeafElement1,0.257533048614,0.23889473242,1
