ID,plant,leaf,xn,ph_em,Ln,Lgn,Len,L,Lg,Le
179,2,3,2.513046896,2.245844936,0.92211838,0.265835929,NA,11.1,3.2,NA
189,2,3,2.721792499,2.454590539,1.038421599,0.257528557,NA,12.5,3.1,NA
199,2,3,2.856680077,2.589478118,0.963655244,0.249221184,NA,11.6,3,NA
209,2,3,2.9686462,2.701444241,1.07165109,0.282450675,NA,12.9,3.4,NA
2110,2,3,3.009206801,2.742004841,1.005192108,0.20768432,NA,12.1,2.5,NA
229,2,3,3.0794804,2.81227844,1.005192108,0.240913811,NA,12.1,2.9,NA
239,2,3,3.198521046,2.931319086,0.971962617,0.224299065,NA,11.7,2.7,NA
249,2,3,3.335200837,3.067998878,0.92211838,0.257528557,NA,11.1,3.1,NA
259,2,3,3.36632874,3.09912678,0.988577362,0.240913811,NA,11.9,2.9,NA
269,2,3,3.392174332,3.124972372,1.079958463,0.290758048,NA,13,3.5,NA
279,2,3,3.57733819,3.31013623,1.021806854,0.257528557,NA,12.3,3.1,NA
289,2,3,3.908897518,3.641695558,1.088265836,0.265835929,NA,13.1,3.2,NA
299,2,3,3.983038523,3.715836563,1.013499481,0.274143302,NA,12.2,3.3,NA
309,2,3,4.061235588,3.794033628,0.951194185,0.232606438,NA,11.45,2.8,NA
3113,2,3,4.232627707,3.965425747,NA,0.199376947,NA,NA,2.4,NA
329,2,3,4.396285014,4.129083054,0.905503634,0.215991693,NA,10.9,2.6,NA
349,2,3,4.65360901,4.386407051,0.917964694,0.265835929,NA,11.05,3.2,NA
1101,2,4,-0.954546851,-1.127189958,0.031558185,NA,NA,0.4,NA,NA
2101,2,4,-0.898516626,-1.071159733,0.015779093,NA,NA,0.2,NA,NA
310,2,4,-0.810886864,-0.983529971,0.027613412,NA,NA,0.35,NA,NA
4101,2,4,-0.516209384,-0.688852491,0.094674556,NA,NA,1.2,NA,NA
5101,2,4,-0.302653106,-0.475296213,0.149901381,NA,NA,1.9,NA,NA
671,2,4,-0.099661449,-0.272304556,0.114398422,0.003944773,NA,1.45,0.05,NA
711,2,4,-0.057119982,-0.229763088,0.315581854,0.007889546,NA,4,0.1,NA
811,2,4,0.207184211,0.034541104,0.366863905,0.01183432,NA,4.65,0.15,NA
1011,2,4,0.634957057,0.46231395,0.623274162,0.023668639,NA,7.9,0.3,NA
1114,2,4,0.799085999,0.626442892,0.725838264,0.039447732,NA,9.2,0.5,NA
1211,2,4,0.938029637,0.765386531,0.90729783,0.071005917,NA,11.5,0.9,NA
1311,2,4,1.044147488,0.871504381,0.91913215,0.078895464,NA,11.65,1,NA
1411,2,4,1.087349244,0.914706137,0.867850099,0.063116371,NA,11,0.8,NA
1511,2,4,1.27911599,1.106472883,0.99408284,0.205128205,NA,12.6,2.6,NA
1611,2,4,1.385045187,1.21240208,1.096646943,0.276134122,NA,13.9,3.5,NA
1711,2,4,1.513046896,1.340403789,1.001972387,0.268244576,NA,12.7,3.4,NA
1811,2,4,1.721792499,1.549149392,1.049309665,0.268244576,NA,13.3,3.4,NA
1911,2,4,1.856680077,1.68403697,1.049309665,0.284023669,NA,13.3,3.6,NA
2011,2,4,1.9686462,1.796003093,1.049309665,0.276134122,NA,13.3,3.5,NA
2111,2,4,2.009206801,1.836563694,0.970414201,0.236686391,NA,12.3,3,NA
2211,2,4,2.0794804,1.906837293,1.057199211,0.244575937,NA,13.4,3.1,NA
2311,2,4,2.198521046,2.025877939,1.049309665,0.26035503,NA,13.3,3.3,NA
2411,2,4,2.335200837,2.16255773,1.096646943,0.284023669,NA,13.9,3.6,NA
2511,2,4,2.36632874,2.193685633,1.017751479,0.244575937,NA,12.9,3.1,NA
2611,2,4,2.392174332,2.219531225,1.088757396,0.284023669,NA,13.8,3.6,NA
2711,2,4,2.57733819,2.404695083,1.088757396,0.339250493,NA,13.8,4.3,NA
2811,2,4,2.908897518,2.736254411,1.108481262,0.291913215,NA,14.05,3.7,NA
2911,2,4,2.983038523,2.810395416,1.072978304,0.276134122,NA,13.6,3.5,NA
3011,2,4,3.061235588,2.888592481,0.986193294,0.236686391,NA,12.5,3,NA
3114,2,4,3.232627707,3.0599846,0.978303748,0.213017751,NA,12.4,2.7,NA
3211,2,4,3.396285014,3.223641907,0.946745562,0.236686391,NA,12,3,NA
339,2,4,3.523532108,3.350889001,1.057199211,0.284023669,NA,13.4,3.6,NA
3411,2,4,3.65360901,3.480965904,1.124260355,0.284023669,NA,14.25,3.6,NA
359,2,4,3.773215619,3.600572512,NA,0.236686391,NA,NA,3,NA
368,2,4,3.927628882,3.754985775,NA,0.252465483,NA,NA,3.2,NA
378,2,4,4.233719926,4.061076819,NA,0.236686391,NA,NA,3,NA
388,2,4,4.406809931,4.234166824,NA,0.181459566,NA,NA,2.3,NA
408,2,4,4.789966116,4.617323009,NA,0.228796844,NA,NA,2.9,NA
428,2,4,5.12133679,4.948693683,NA,0.220907298,NA,NA,2.8,NA
448,2,4,5.567975031,5.395331924,NA,0.228796844,NA,NA,2.9,NA
1121,2,5,-1.954546851,-1.995869548,0.00679646,NA,NA,0.096,NA,NA
3121,2,5,-1.810886864,-1.85220956,0.004389381,NA,NA,0.062,NA,NA
4112,2,5,-1.516209384,-1.55753208,0.00920354,NA,NA,0.13,NA,NA
5111,2,5,-1.302653106,-1.343975802,0.011610619,NA,NA,0.164,NA,NA
6101,2,5,-1.099661449,-1.140984145,0.009840708,NA,NA,0.139,NA,NA
721,2,5,-1.057119982,-1.098442678,0.026477876,NA,NA,0.374,NA,NA
821,2,5,-0.792815789,-0.834138485,0.03539823,NA,NA,0.5,NA,NA
911,2,5,-0.612934242,-0.654256938,0.021238938,NA,NA,0.3,NA,NA
1021,2,5,-0.365042943,-0.406365639,0.084955752,NA,NA,1.2,NA,NA
1131,2,5,-0.200914001,-0.242236697,0.155752212,0.007079646,NA,2.2,0.1,NA
1221,2,5,-0.061970363,-0.103293059,0.024778761,NA,NA,0.35,NA,NA
1421,2,5,0.087349244,0.046026548,0.261946903,0.007079646,NA,3.7,0.1,NA
1521,2,5,0.27911599,0.237793294,0.410619469,0.010619469,NA,5.8,0.15,NA
1621,2,5,0.385045187,0.343722491,0.520353982,0.017699115,NA,7.35,0.25,NA
1721,2,5,0.513046896,0.4717242,0.538053097,0.021238938,NA,7.6,0.3,NA
1821,2,5,0.721792499,0.680469802,0.778761062,0.056637168,NA,11,0.8,NA
1921,2,5,0.856680077,0.815357381,0.753982301,0.049557522,NA,10.65,0.7,NA
2021,2,5,0.9686462,0.927323504,0.62300885,0.021238938,NA,8.8,0.3,NA
2121,2,5,1.009206801,0.967884105,NA,0.212389381,NA,NA,3,NA
2221,2,5,1.0794804,1.038157703,NA,0.134513274,NA,NA,1.9,NA
2321,2,5,1.198521046,1.15719835,1.005309735,0.219469027,NA,14.2,3.1,NA
2421,2,5,1.335200837,1.293878141,0.934513274,0.10619469,NA,13.2,1.5,NA
2521,2,5,1.36632874,1.325006044,0.984070796,0.233628319,NA,13.9,3.3,NA
2621,2,5,1.392174332,1.350851636,1.054867257,0.247787611,NA,14.9,3.5,NA
2721,2,5,1.57733819,1.536015494,0.8,0.07079646,NA,11.3,1,NA
2821,2,5,1.908897518,1.867574822,1.12920354,0.304424779,NA,15.95,4.3,NA
2921,2,5,1.983038523,1.941715827,1.139823009,0.304424779,NA,16.1,4.3,NA
3021,2,5,2.061235588,2.019912892,0.998230088,0.247787611,NA,14.1,3.5,NA
3131,2,5,2.232627707,2.191305011,0.991150442,0.240707965,NA,14,3.4,NA
3221,2,5,2.396285014,2.354962318,0.97699115,0.247787611,NA,13.8,3.5,NA
3311,2,5,2.523532108,2.482209411,1.111504425,0.311504425,NA,15.7,4.4,NA
3421,2,5,2.65360901,2.612286314,1.189380531,0.325663717,NA,16.8,4.6,NA
3511,2,5,2.773215619,2.731892922,1.083185841,0.261946903,NA,15.3,3.7,NA
3611,2,5,2.927628882,2.886306186,1.061946903,0.247787611,NA,15,3.5,NA
3711,2,5,3.233719926,3.19239723,0.97699115,0.240707965,NA,13.8,3.4,NA
3811,2,5,3.406809931,3.365487234,0.83539823,0.184070796,NA,11.8,2.6,NA
398,2,5,3.560940213,3.519617517,0.969911504,0.240707965,NA,13.7,3.4,NA
4011,2,5,3.789966116,3.74864342,0.948672566,0.226548673,NA,13.4,3.2,NA
4113,2,5,3.935041008,3.893718312,1.033628319,0.261946903,NA,14.6,3.7,NA
4211,2,5,4.12133679,4.080014094,0.962831858,0.233628319,NA,13.6,3.3,NA
437,2,5,4.346966921,4.305644225,NA,0.233628319,NA,NA,3.3,NA
4411,2,5,4.567975031,4.526652335,NA,0.254867257,NA,NA,3.6,NA
458,2,5,4.961695838,4.920373142,NA,0.247787611,NA,NA,3.5,NA
1141,2,6,-2.954546851,-2.945737204,0.002865854,NA,NA,0.047,NA,NA
3141,2,6,-2.810886864,-2.802077217,0.001707317,NA,NA,0.028,NA,NA
4121,2,6,-2.516209384,-2.507399737,0.002560976,NA,NA,0.042,NA,NA
5121,2,6,-2.302653106,-2.293843458,0.003231707,NA,NA,0.053,NA,NA
6111,2,6,-2.099661449,-2.090851802,0.003414634,NA,NA,0.056,NA,NA
731,2,6,-2.057119982,-2.048310334,0.005060976,NA,NA,0.083,NA,NA
831,2,6,-1.792815789,-1.784006142,0.006219512,NA,NA,0.102,NA,NA
1031,2,6,-1.365042943,-1.356233296,0.008353659,NA,NA,0.137,NA,NA
1151,2,6,-1.200914001,-1.192104354,0.012560976,NA,NA,0.206,NA,NA
1231,2,6,-1.061970363,-1.053160715,0.045121951,NA,NA,0.74,NA,NA
1321,2,6,-0.955852512,-0.947042865,0.021341463,NA,NA,0.35,NA,NA
1431,2,6,-0.912650756,-0.903841109,0.024390244,NA,NA,0.4,NA,NA
1531,2,6,-0.72088401,-0.712074362,0.042682927,NA,NA,0.7,NA,NA
1631,2,6,-0.614954813,-0.606145166,0.073170732,NA,NA,1.2,NA,NA
1731,2,6,-0.486953104,-0.478143457,0.073170732,NA,NA,1.2,NA,NA
1831,2,6,-0.278207501,-0.269397854,0.292682927,0.006097561,NA,4.8,0.1,NA
1931,2,6,-0.143319923,-0.134510276,0.198170732,NA,NA,3.25,NA,NA
2031,2,6,-0.0313538,-0.022544152,0.109756098,NA,NA,1.8,NA,NA
2231,2,6,0.0794804,0.088290047,0.335365854,0.006097561,NA,5.5,0.1,NA
2331,2,6,0.198521046,0.207330693,0.466463415,0.015243902,NA,7.65,0.25,NA
2431,2,6,0.335200837,0.344010484,0.365853659,0.006097561,NA,6,0.1,NA
2531,2,6,0.36632874,0.375138387,0.600609756,0.021341463,NA,9.85,0.35,NA
2631,2,6,0.392174332,0.400983979,0.50304878,0.015243902,NA,8.25,0.25,NA
2731,2,6,0.57733819,0.586147837,0.713414634,0.006097561,NA,11.7,0.1,NA
2831,2,6,0.908897518,0.917707165,0.682926829,0.030487805,NA,11.2,0.5,NA
2931,2,6,0.983038523,0.99184817,0.682926829,0.030487805,NA,11.2,0.5,NA
3031,2,6,1.061235588,1.070045235,0.756097561,0.054878049,NA,12.4,0.9,NA
3151,2,6,1.232627707,1.241437354,0.990853659,0.256097561,NA,16.25,4.2,NA
3231,2,6,1.396285014,1.405094661,1.073170732,0.317073171,NA,17.6,5.2,NA
3321,2,6,1.523532108,1.532341755,1.067073171,0.243902439,NA,17.5,4,NA
3431,2,6,1.65360901,1.662418658,1.158536585,0.286585366,NA,19,4.7,NA
3521,2,6,1.773215619,1.782025266,1.146341463,0.341463415,NA,18.8,5.6,NA
3621,2,6,1.927628882,1.936438529,1.091463415,0.329268293,NA,17.9,5.4,NA
3721,2,6,2.233719926,2.242529573,0.963414634,0.256097561,NA,15.8,4.2,NA
3821,2,6,2.406809931,2.415619578,0.853658537,0.225609756,NA,14,3.7,NA
3911,2,6,2.560940213,2.56974986,0.969512195,0.274390244,NA,15.9,4.5,NA
4021,2,6,2.789966116,2.798775763,0.945121951,0.25,NA,15.5,4.1,NA
4131,2,6,2.935041008,2.943850655,1.091463415,0.31097561,NA,17.9,5.1,NA
4221,2,6,3.12133679,3.130146437,1.036585366,0.304878049,NA,17,5,NA
4311,2,6,3.346966921,3.355776569,0.993902439,0.274390244,NA,16.3,4.5,NA
4421,2,6,3.567975031,3.576784678,1.06097561,0.31097561,NA,17.4,5.1,NA
4511,2,6,3.961695838,3.970505485,1,0.274390244,NA,16.4,4.5,NA
467,2,6,4.598780248,4.607589895,NA,0.25,NA,NA,4.1,NA
476,2,6,4.856764533,4.86557418,NA,0.298780488,NA,NA,4.9,NA
496,2,6,5.30198787,5.310797517,NA,0.243902439,NA,NA,4,NA
506,2,6,5.456967095,5.465776742,NA,0.256097561,NA,NA,4.2,NA
5112,2,6,5.527900982,5.53671063,NA,0.286585366,NA,NA,4.7,NA
536,2,6,5.992932985,6.001742632,NA,0.292682927,NA,NA,4.8,NA
556,2,6,6.511165402,6.519975049,NA,0.262195122,NA,NA,4.3,NA
566,2,6,6.774149017,6.782958664,NA,0.280487805,NA,NA,4.6,NA
576,2,6,7.03251061,7.041320258,NA,0.256097561,NA,NA,4.2,NA
596,2,6,7.808350005,7.817159653,NA,0.268292683,NA,NA,4.4,NA
606,2,6,8.127741153,8.1365508,NA,0.262195122,NA,NA,4.3,NA
6110,2,6,8.572398528,8.581208175,NA,0.280487805,NA,NA,4.6,NA
1161,2,7,-3.954546851,-3.839797217,0.000721154,NA,NA,0.015,NA,NA
3161,2,7,-3.810886864,-3.696137229,0.000528846,NA,NA,0.011,NA,NA
4141,2,7,-3.516209384,-3.40145975,0.001057692,NA,NA,0.022,NA,NA
5131,2,7,-3.302653106,-3.187903471,0.001442308,NA,NA,0.03,NA,NA
6121,2,7,-3.099661449,-2.984911814,0.000961538,NA,NA,0.02,NA,NA
741,2,7,-3.057119982,-2.942370347,0.001875,NA,NA,0.039,NA,NA
841,2,7,-2.792815789,-2.678066154,0.002259615,NA,NA,0.047,NA,NA
1041,2,7,-2.365042943,-2.250293309,0.002548077,NA,NA,0.053,NA,NA
1171,2,7,-2.200914001,-2.086164367,0.003461538,NA,NA,0.072,NA,NA
1331,2,7,-1.955852512,-1.841102878,0.004807692,NA,NA,0.1,NA,NA
1441,2,7,-1.912650756,-1.797901122,0.004471154,NA,NA,0.093,NA,NA
1541,2,7,-1.72088401,-1.606134375,0.007211538,NA,NA,0.15,NA,NA
1641,2,7,-1.614954813,-1.500205179,0.007211538,NA,NA,0.15,NA,NA
1741,2,7,-1.486953104,-1.372203469,0.006538462,NA,NA,0.136,NA,NA
1841,2,7,-1.278207501,-1.163457867,0.023125,NA,NA,0.481,NA,NA
1941,2,7,-1.143319923,-1.028570288,0.019230769,NA,NA,0.4,NA,NA
2041,2,7,-1.0313538,-0.916604165,0.010384615,NA,NA,0.216,NA,NA
2131,2,7,-0.990793199,-0.876043565,NA,0.019230769,NA,NA,0.4,NA
2241,2,7,-0.9205196,-0.805769966,0.028846154,NA,NA,0.6,NA,NA
2341,2,7,-0.801478954,-0.686729319,0.050480769,NA,NA,1.05,NA,NA
2441,2,7,-0.664799163,-0.550049528,0.028846154,NA,NA,0.6,NA,NA
2541,2,7,-0.63367126,-0.518921625,0.125,NA,NA,2.6,NA,NA
2641,2,7,-0.607825668,-0.493076033,0.064903846,NA,NA,1.35,NA,NA
2741,2,7,-0.42266181,-0.307912175,0.235576923,NA,NA,4.9,NA,NA
2841,2,7,-0.091102482,0.023647153,0.146634615,0.004807692,NA,3.05,0.1,NA
2941,2,7,-0.016961477,0.097788157,0.158653846,0.004807692,NA,3.3,0.1,NA
3041,2,7,0.061235588,0.175985222,0.274038462,0.007211538,NA,5.7,0.15,NA
3171,2,7,0.232627707,0.347377342,0.487980769,0.021634615,NA,10.15,0.45,NA
3241,2,7,0.396285014,0.511034649,0.581730769,0.026442308,NA,12.1,0.55,NA
3331,2,7,0.523532108,0.638281742,0.456730769,0.014423077,NA,9.5,0.3,NA
3441,2,7,0.65360901,0.768358645,0.516826923,0.016826923,NA,10.75,0.35,NA
3531,2,7,0.773215619,0.887965253,0.790865385,0.074519231,NA,16.45,1.55,NA
3631,2,7,0.927628882,1.042378516,0.855769231,0.115384615,NA,17.8,2.4,NA
3731,2,7,1.233719926,1.34846956,0.807692308,0.173076923,NA,16.8,3.6,NA
3831,2,7,1.406809931,1.521559565,0.882211538,0.274038462,2.571428571,18.35,5.7,0.45
3921,2,7,1.560940213,1.675689847,0.925480769,0.293269231,NA,19.25,6.1,NA
4031,2,7,1.789966116,1.90471575,0.875,0.264423077,NA,18.2,5.5,NA
4151,2,7,1.935041008,2.049790643,1.110576923,0.360576923,0.857142857,23.1,7.5,0.15
4231,2,7,2.12133679,2.236086424,1.096153846,0.375,NA,22.8,7.8,NA
4321,2,7,2.346966921,2.461716556,1,0.322115385,NA,20.8,6.7,NA
4431,2,7,2.567975031,2.682724666,1.153846154,0.379807692,NA,24,7.9,NA
4521,2,7,2.961695838,3.076445472,1.009615385,0.326923077,NA,21,6.8,NA
4611,2,7,3.598780248,3.713529883,0.985576923,0.307692308,NA,20.5,6.4,NA
4711,2,7,3.856764533,3.971514168,1.096153846,0.389423077,NA,22.8,8.1,NA
4911,2,7,4.30198787,4.416737504,0.9375,0.283653846,NA,19.5,5.9,NA
5011,2,7,4.456967095,4.571716729,0.932692308,0.288461538,1.142857143,19.4,6,0.2
5141,2,7,4.527900982,4.642650617,1.033653846,0.322115385,0.571428571,21.5,6.7,0.1
526,2,7,4.777112859,4.891862493,1.100961538,0.384615385,0.857142857,22.9,8,0.15
5311,2,7,4.992932985,5.107682619,NA,0.360576923,NA,NA,7.5,NA
546,2,7,5.209979361,5.324728996,NA,0.298076923,NA,NA,6.2,NA
5511,2,7,5.511165402,5.625915037,0.949519231,0.307692308,NA,19.75,6.4,NA
5611,2,7,5.774149017,5.888898652,NA,0.322115385,NA,NA,6.7,NA
5711,2,7,6.03251061,6.147260245,NA,0.331730769,NA,NA,6.9,NA
5911,2,7,6.808350005,6.92309964,1,0.302884615,NA,20.8,6.3,NA
6011,2,7,7.127741153,7.242490788,NA,0.326923077,NA,NA,6.8,NA
6131,2,7,7.572398528,7.687148163,NA,0.370192308,NA,NA,7.7,NA
625,2,7,7.856322732,7.971072367,NA,0.326923077,NA,NA,6.8,NA
1181,2,8,-4.954546851,-4.74045976,0.000256176,NA,NA,0.007,NA,NA
3181,2,8,-4.810886864,-4.596799772,0.000182983,NA,NA,0.005,NA,NA
4161,2,8,-4.516209384,-4.302122292,0.000292772,NA,NA,0.008,NA,NA
5151,2,8,-4.302653106,-4.088566014,0.000439158,NA,NA,0.012,NA,NA
6141,2,8,-4.099661449,-3.885574357,0.000439158,NA,NA,0.012,NA,NA
751,2,8,-4.057119982,-3.84303289,0.00073193,NA,NA,0.02,NA,NA
851,2,8,-3.792815789,-3.578728697,0.000658737,NA,NA,0.018,NA,NA
1051,2,8,-3.365042943,-3.150955852,0.000805124,NA,NA,0.022,NA,NA
1191,2,8,-3.200914001,-2.98682691,0.001500457,NA,NA,0.041,NA,NA
1341,2,8,-2.955852512,-2.741765421,0.001903019,NA,NA,0.052,NA,NA
1451,2,8,-2.912650756,-2.698563665,0.00168344,NA,NA,0.046,NA,NA
1551,2,8,-2.72088401,-2.506796918,0.002817932,NA,NA,0.077,NA,NA
1651,2,8,-2.614954813,-2.400867722,0.002781336,NA,NA,0.076,NA,NA
1751,2,8,-2.486953104,-2.272866012,0.002451967,NA,NA,0.067,NA,NA
1851,2,8,-2.278207501,-2.06412041,0.004720952,NA,NA,0.129,NA,NA
1951,2,8,-2.143319923,-1.929232831,0.003074108,NA,NA,0.084,NA,NA
2051,2,8,-2.0313538,-1.817266708,0.003037511,NA,NA,0.083,NA,NA
2251,2,8,-1.9205196,-1.706432509,0.004172004,NA,NA,0.114,NA,NA
2351,2,8,-1.801478954,-1.587391862,0.007758463,NA,NA,0.212,NA,NA
2451,2,8,-1.664799163,-1.450712071,0.005782251,NA,NA,0.158,NA,NA
2551,2,8,-1.63367126,-1.419584168,0.012808783,NA,NA,0.35,NA,NA
2651,2,8,-1.607825668,-1.393738576,0.008563586,NA,NA,0.234,NA,NA
2751,2,8,-1.42266181,-1.208574718,0.020128088,NA,NA,0.55,NA,NA
2851,2,8,-1.091102482,-0.87701539,0.014638609,NA,NA,0.4,NA,NA
2951,2,8,-1.016961477,-0.802874385,0.014638609,NA,NA,0.4,NA,NA
3051,2,8,-0.938764412,-0.724677321,0.02378774,NA,NA,0.65,NA,NA
319,2,8,-0.767372293,-0.553285201,0.087831656,NA,NA,2.4,NA,NA
3251,2,8,-0.603714986,-0.389627894,0.148215919,0.005489478,NA,4.05,0.15,NA
3341,2,8,-0.476467892,-0.262380801,0.043915828,NA,NA,1.2,NA,NA
3451,2,8,-0.34639099,-0.132303898,0.064043916,NA,NA,1.75,NA,NA
3541,2,8,-0.226784381,-0.01269729,0.254345837,0.009149131,NA,6.95,0.25,NA
3641,2,8,-0.072371118,0.141715973,0.307410796,0.010978957,NA,8.4,0.3,NA
3741,2,8,0.233719926,0.447807017,0.336688015,0.010978957,NA,9.2,0.3,NA
3841,2,8,0.406809931,0.620897022,0.466605672,0.02378774,NA,12.75,0.65,NA
3931,2,8,0.560940213,0.775027305,0.647758463,0.065873742,0.080808081,17.7,1.8,0.2
4041,2,8,0.789966116,1.004053207,0.48673376,0.029277219,0.060606061,13.3,0.8,0.15
4171,2,8,0.935041008,1.1491281,0.774016468,0.095150961,0.141414141,21.15,2.6,0.35
4241,2,8,1.12133679,1.335423881,0.870997255,0.186642269,0.161616162,23.8,5.1,0.4
4331,2,8,1.346966921,1.561054013,0.889295517,0.21957914,0.121212121,24.3,6,0.3
4441,2,8,1.567975031,1.782062123,1.006404392,0.311070448,0.323232323,27.5,8.5,0.8
4531,2,8,1.961695838,2.175782929,0.999085087,0.373284538,0.929292929,27.3,10.2,2.3
4621,2,8,2.598780248,2.81286734,0.969807868,0.347666972,0.808080808,26.5,9.5,2
4721,2,8,2.856764533,3.070851625,1.090576395,0.395242452,1.252525253,29.8,10.8,3.1
487,2,8,3.089280534,3.303367626,1.043000915,0.37694419,1.333333333,28.5,10.3,3.3
4921,2,8,3.30198787,3.516074962,0.929551693,0.344007319,NA,25.4,9.4,NA
5021,2,8,3.456967095,3.671054187,0.92589204,0.340347667,0.444444444,25.3,9.3,1.1
5161,2,8,3.527900982,3.741988074,1.03568161,0.387923147,1.292929293,28.3,10.6,3.2
5211,2,8,3.777112859,3.99119995,1.079597438,0.380603843,1.171717172,29.5,10.4,2.9
5321,2,8,3.992932985,4.207020076,1.068618481,0.402561757,1.171717172,29.2,11,2.9
5411,2,8,4.209979361,4.424066453,0.984446478,0.365965233,0.727272727,26.9,10,1.8
5521,2,8,4.511165402,4.725252494,1.002744739,0.369624886,0.929292929,27.4,10.1,2.3
5621,2,8,4.774149017,4.988236109,1.002744739,0.373284538,1.252525253,27.4,10.2,3.1
5721,2,8,5.03251061,5.246597702,1.017383349,0.369624886,0.808080808,27.8,10.1,2
585,2,8,5.518954836,5.733041928,NA,0.259835316,0.96969697,NA,7.1,2.4
5921,2,8,5.808350005,6.022437097,0.98810613,0.351326624,0.606060606,27,9.6,1.5
6021,2,8,6.127741153,6.341828245,1.061299177,0.37694419,1.050505051,29,10.3,2.6
6151,2,8,6.572398528,6.78648562,1.083257091,0.402561757,1.333333333,29.6,11,3.3
6211,2,8,6.856322732,7.070409824,NA,0.387923147,1.131313131,NA,10.6,2.8
684,2,8,9.865636315,10.07972341,1.043000915,0.365965233,1.050505051,28.5,10,2.6
704,2,8,10.65373822,10.86782531,NA,0.32936871,0.606060606,NA,9,1.5
4181,2,9,-5.516209384,-5.246166794,0.000174545,NA,NA,0.006,NA,NA
517,2,9,-5.302653106,-5.032610515,0.000261818,NA,NA,0.009,NA,NA
6161,2,9,-5.099661449,-4.829618858,0.000203636,NA,NA,0.007,NA,NA
761,2,9,-5.057119982,-4.787077391,0.000232727,NA,NA,0.008,NA,NA
861,2,9,-4.792815789,-4.522773199,0.00032,NA,NA,0.011,NA,NA
1061,2,9,-4.365042943,-4.095000353,0.00032,NA,NA,0.011,NA,NA
11101,2,9,-4.200914001,-3.930871411,0.000523636,NA,NA,0.018,NA,NA
1351,2,9,-3.955852512,-3.685809922,0.000872727,NA,NA,0.03,NA,NA
1461,2,9,-3.912650756,-3.642608166,0.000727273,NA,NA,0.025,NA,NA
1561,2,9,-3.72088401,-3.450841419,0.000872727,NA,NA,0.03,NA,NA
1661,2,9,-3.614954813,-3.344912223,0.001105455,NA,NA,0.038,NA,NA
1761,2,9,-3.486953104,-3.216910514,0.000843636,NA,NA,0.029,NA,NA
1861,2,9,-3.278207501,-3.008164911,0.001832727,NA,NA,0.063,NA,NA
1961,2,9,-3.143319923,-2.873277332,0.001250909,NA,NA,0.043,NA,NA
2061,2,9,-3.0313538,-2.761311209,0.001192727,NA,NA,0.041,NA,NA
2261,2,9,-2.9205196,-2.65047701,0.001367273,NA,NA,0.047,NA,NA
2361,2,9,-2.801478954,-2.531436364,0.002385455,NA,NA,0.082,NA,NA
2461,2,9,-2.664799163,-2.394756572,0.002298182,NA,NA,0.079,NA,NA
2561,2,9,-2.63367126,-2.36362867,0.00352,NA,NA,0.121,NA,NA
2661,2,9,-2.607825668,-2.337783078,0.003287273,NA,NA,0.113,NA,NA
2761,2,9,-2.42266181,-2.152619219,0.004858182,NA,NA,0.167,NA,NA
2861,2,9,-2.091102482,-1.821059891,0.003869091,NA,NA,0.133,NA,NA
2961,2,9,-2.016961477,-1.746918887,0.003956364,NA,NA,0.136,NA,NA
3061,2,9,-1.938764412,-1.668721822,0.004829091,NA,NA,0.166,NA,NA
3110,2,9,-1.767372293,-1.497329703,0.011636364,NA,NA,0.4,NA,NA
3261,2,9,-1.603714986,-1.333672395,0.014545455,NA,NA,0.5,NA,NA
3351,2,9,-1.476467892,-1.206425302,0.007272727,NA,NA,0.25,NA,NA
3461,2,9,-1.34639099,-1.076348399,0.010181818,NA,NA,0.35,NA,NA
3551,2,9,-1.226784381,-0.956741791,0.024727273,NA,NA,0.85,NA,NA
3651,2,9,-1.072371118,-0.802328528,0.032,NA,NA,1.1,NA,NA
3751,2,9,-0.766280074,-0.496237484,0.049454545,NA,NA,1.7,NA,NA
3851,2,9,-0.593190069,-0.323147479,0.106181818,0.004363636,NA,3.65,0.15,NA
3941,2,9,-0.439059787,-0.169017197,0.226909091,0.008727273,NA,7.8,0.3,NA
4051,2,9,-0.210033884,0.060008706,0.144,0.004363636,NA,4.95,0.15,NA
4191,2,9,-0.064958992,0.205083598,0.285090909,0.011636364,NA,9.8,0.4,NA
4251,2,9,0.12133679,0.39137938,0.366545455,0.020363636,0.00913242,12.6,0.7,0.05
4341,2,9,0.346966921,0.617009512,0.465454545,0.020363636,0.01826484,16,0.7,0.1
4451,2,9,0.567975031,0.838017622,0.485818182,0.002909091,NA,16.7,0.1,NA
4541,2,9,0.961695838,1.231738428,0.570181818,0.209454545,0.109589041,19.6,7.2,0.6
4631,2,9,1.598780248,1.868822838,0.962909091,0.334545455,0.365296804,33.1,11.5,2
4731,2,9,1.856764533,2.126807124,1.070545455,0.372363636,0.949771689,36.8,12.8,5.2
4811,2,9,2.089280534,2.359323125,1.000727273,0.363636364,0.621004566,34.4,12.5,3.4
4931,2,9,2.30198787,2.57203046,0.936727273,0.354909091,0.273972603,32.2,12.2,1.5
5031,2,9,2.456967095,2.727009685,0.962909091,0.352,0.821917808,33.1,12.1,4.5
518,2,9,2.527900982,2.797943573,1.028363636,0.384,1.00456621,35.35,13.2,5.5
5221,2,9,2.777112859,3.047155449,1.056,0.375272727,1.095890411,36.3,12.9,6
5331,2,9,2.992932985,3.262975575,1.026909091,0.384,1.132420091,35.3,13.2,6.2
