YYYY,MM,DD,Date,plant,leaf,ph_em,Ln,Lgn,L,Lg
1999,5,7,07/05/1999,2,9,4.701975921,1.020952381,0.365714286,40.2,14.4
1999,5,10,10/05/1999,2,9,5.111690652,1.041269841,0.375873016,41,14.8
1999,5,12,12/05/1999,2,9,5.373445597,0.98031746,0.347936508,38.6,13.7
1999,5,17,17/05/1999,2,9,5.915298326,1.003174603,0.370793651,39.5,14.6
1999,5,19,19/05/1999,2,9,6.181052184,1.01968254,0.370793651,40.15,14.6
1999,5,21,21/05/1999,2,9,6.41881365,0.97015873,0.342857143,38.2,13.5
1999,5,25,25/05/1999,2,9,6.94145421,0.987936508,0.355555556,38.9,14
1999,5,27,27/05/1999,2,9,7.262497389,1.005714286,0.368253968,39.6,14.5
1999,5,31,31/05/1999,2,9,8.146865722,0.965079365,0.355555556,38,14
1999,6,2,02/06/1999,2,9,8.563274286,NA,0.358095238,NA,14.1
1999,6,4,04/06/1999,2,9,8.873190054,NA,0.35047619,NA,13.8
1998,12,17,17/12/1998,2,10,-5.952540799,0.000108696,NA,0.005,NA
1998,12,31,31/12/1998,2,10,-5.316974409,0.000173913,NA,0.008,NA
1999,1,4,04/01/1999,2,10,-5.088514763,0.000108696,NA,0.005,NA
1999,1,6,06/01/1999,2,10,-4.937164594,0.000173913,NA,0.008,NA
1999,1,8,08/01/1999,2,10,-4.809199373,0.00023913,NA,0.011,NA
1999,1,11,11/01/1999,2,10,-4.711312934,0.00023913,NA,0.011,NA
1999,1,14,14/01/1999,2,10,-4.671497669,0.000347826,NA,0.016,NA
1999,1,18,18/01/1999,2,10,-4.494763095,0.000434783,NA,0.02,NA
1999,1,20,20/01/1999,2,10,-4.397137455,0.000478261,NA,0.022,NA
1999,1,22,22/01/1999,2,10,-4.27925645,0.000391304,NA,0.018,NA
1999,1,25,25/01/1999,2,10,-4.086873955,0.000456522,NA,0.021,NA
1999,1,27,27/01/1999,2,10,-3.962559916,5.00E-04,NA,0.023,NA
1999,1,29,29/01/1999,2,10,-3.859370571,5.00E-04,NA,0.023,NA
1999,2,1,01/02/1999,2,10,-3.821902493,0.000717391,NA,0.033,NA
1999,2,3,03/02/1999,2,10,-3.757137487,0.000586957,NA,0.027,NA
1999,2,5,05/02/1999,2,10,-3.647428175,0.00076087,NA,0.035,NA
1999,2,8,08/02/1999,2,10,-3.521462411,0.001304348,NA,0.06,NA
1999,2,11,11/02/1999,2,10,-3.492861489,0.000891304,NA,0.041,NA
1999,2,15,15/02/1999,2,10,-3.468954943,0.000978261,NA,0.045,NA
1999,2,18,18/02/1999,2,10,-3.298305671,0.001304348,NA,0.06,NA
1999,2,22,22/02/1999,2,10,-2.992736548,0.001478261,NA,0.068,NA
1999,2,24,24/02/1999,2,10,-2.924407293,0.001456522,NA,0.067,NA
1999,2,26,26/02/1999,2,10,-2.852426856,0.001956522,NA,0.09,NA
1999,3,1,01/03/1999,2,10,-2.694382855,0.002608696,NA,0.12,NA
1999,3,3,03/03/1999,2,10,-2.543641216,0.003130435,NA,0.144,NA
1999,3,5,05/03/1999,2,10,-2.426368742,0.002978261,NA,0.137,NA
1999,3,8,08/03/1999,2,10,-2.306401348,0.004217391,NA,0.194,NA
1999,3,10,10/03/1999,2,10,-2.196257371,0.004130435,NA,0.19,NA
1999,3,12,12/03/1999,2,10,-2.053948223,0.004347826,NA,0.2,NA
1999,3,15,15/03/1999,2,10,-1.771764048,0.011956522,NA,0.55,NA
1999,3,17,17/03/1999,2,10,-1.612242187,0.007608696,NA,0.35,NA
1999,3,19,19/03/1999,2,10,-1.470193838,0.011956522,NA,0.55,NA
1999,3,22,22/03/1999,2,10,-1.259207703,0.026086957,NA,1.2,NA
1999,3,24,24/03/1999,2,10,-1.125417979,0.036956522,0.00326087,1.7,0.15
1999,3,26,26/03/1999,2,10,-0.953812446,0.035869565,0.004347826,1.65,0.2
1999,3,29,29/03/1999,2,10,-0.74578203,0.048913043,0.005434783,2.25,0.25
1999,3,31,31/03/1999,2,10,-0.540707332,0.107608696,0.008695652,4.95,0.4
1999,4,2,02/04/1999,2,10,-0.15316049,0.315217391,0.02173913,14.5,1
1999,4,6,06/04/1999,2,10,0.454674307,0.730434783,0.086956522,33.6,4
1999,4,8,08/04/1999,2,10,0.678178778,0.632608696,0.063043478,29.1,2.9
1999,4,12,12/04/1999,2,10,1.10684488,0.858695652,0.230434783,39.5,10.6
1999,4,14,14/04/1999,2,10,1.246198309,0.841304348,0.236956522,38.7,10.9
1999,4,16,16/04/1999,2,10,1.311745712,0.95,0.317391304,43.7,14.6
1999,4,19,19/04/1999,2,10,1.536814975,0.902173913,0.306521739,41.5,14.1
1999,4,21,21/04/1999,2,10,1.745888585,1.076086957,0.408695652,49.5,18.8
1999,4,23,23/04/1999,2,10,1.945747309,1.008695652,0.382608696,46.4,17.6
1999,4,26,26/04/1999,2,10,2.223237108,1.031521739,0.377173913,47.45,17.35
1999,4,28,28/04/1999,2,10,2.465606017,1.065217391,0.389130435,49,17.9
1999,4,30,30/04/1999,2,10,2.703715214,1.008695652,0.37826087,46.4,17.4
1999,5,3,03/05/1999,2,10,3.152115083,0.991304348,0.380434783,45.6,17.5
1999,5,5,05/05/1999,2,10,3.41873827,1.013043478,0.380434783,46.6,17.5
1999,5,7,07/05/1999,2,10,3.713179983,1,0.37173913,46,17.1
1999,5,10,10/05/1999,2,10,4.122894713,1.019565217,0.37826087,46.9,17.4
1999,5,12,12/05/1999,2,10,4.384649658,1.010869565,0.369565217,46.5,17
1999,5,17,17/05/1999,2,10,4.926502388,1.013043478,0.380434783,46.6,17.5
1999,5,19,19/05/1999,2,10,5.192256246,1.017391304,0.389130435,46.8,17.9
1999,5,21,21/05/1999,2,10,5.430017711,1.006521739,0.369565217,46.3,17
1999,5,25,25/05/1999,2,10,5.952658272,1.002173913,0.369565217,46.1,17
1999,5,27,27/05/1999,2,10,6.27370145,0.995652174,0.380434783,45.8,17.5
1999,5,31,31/05/1999,2,10,7.158069784,0.995652174,0.376086957,45.8,17.3
1999,6,2,02/06/1999,2,10,7.574478347,1.010869565,0.380434783,46.5,17.5
1999,6,4,04/06/1999,2,10,7.884394115,NA,0.354347826,NA,16.3
1999,1,8,08/01/1999,2,11,-5.672893488,0.000187025,NA,0.008,NA
1999,1,11,11/01/1999,2,11,-5.575007049,0.000163647,NA,0.007,NA
1999,1,14,14/01/1999,2,11,-5.535191784,0.000163647,NA,0.007,NA
1999,1,18,18/01/1999,2,11,-5.35845721,0.00025716,NA,0.011,NA
1999,1,20,20/01/1999,2,11,-5.260831569,0.000233781,NA,0.01,NA
1999,1,22,22/01/1999,2,11,-5.142950565,0.000187025,NA,0.008,NA
1999,1,25,25/01/1999,2,11,-4.95056807,0.000280538,NA,0.012,NA
1999,1,27,27/01/1999,2,11,-4.826254031,0.000327294,NA,0.014,NA
1999,1,29,29/01/1999,2,11,-4.723064685,0.000303916,NA,0.013,NA
1999,2,1,01/02/1999,2,11,-4.685596608,0.000561075,NA,0.024,NA
1999,2,3,03/02/1999,2,11,-4.620831602,0.000350672,NA,0.015,NA
1999,2,5,05/02/1999,2,11,-4.511122289,0.00037405,NA,0.016,NA
1999,2,8,08/02/1999,2,11,-4.385156525,0.000444185,NA,0.019,NA
1999,2,11,11/02/1999,2,11,-4.356555603,0.00063121,NA,0.027,NA
1999,2,15,15/02/1999,2,11,-4.332649057,0.000444185,NA,0.019,NA
1999,2,18,18/02/1999,2,11,-4.161999786,0.000864991,NA,0.037,NA
1999,2,22,22/02/1999,2,11,-3.856430663,0.000888369,NA,0.038,NA
1999,2,24,24/02/1999,2,11,-3.788101408,0.000935126,NA,0.04,NA
1999,2,26,26/02/1999,2,11,-3.716120971,0.001098773,NA,0.047,NA
1999,3,1,01/03/1999,2,11,-3.558076969,0.001472823,NA,0.063,NA
1999,3,3,03/03/1999,2,11,-3.407335331,0.001706604,NA,0.073,NA
1999,3,5,05/03/1999,2,11,-3.290062856,0.001753361,NA,0.075,NA
1999,3,8,08/03/1999,2,11,-3.170095462,0.002337814,NA,0.1,NA
1999,3,10,10/03/1999,2,11,-3.059951485,0.002220923,NA,0.095,NA
1999,3,15,15/03/1999,2,11,-2.635458163,0.00490941,NA,0.21,NA
1999,3,17,17/03/1999,2,11,-2.475936302,0.003319696,NA,0.142,NA
1999,3,19,19/03/1999,2,11,-2.333887952,0.004628872,NA,0.198,NA
1999,3,22,22/03/1999,2,11,-2.122901818,0.010520164,NA,0.45,NA
1999,3,24,24/03/1999,2,11,-1.989112094,0.011689071,NA,0.5,NA
1999,3,26,26/03/1999,2,11,-1.817506561,0.012857978,NA,0.55,NA
1999,3,29,29/03/1999,2,11,-1.609476145,0.014026885,0.002337814,0.6,0.1
1999,3,31,31/03/1999,2,11,-1.404401447,0.018702513,0.002337814,0.8,0.1
1999,4,2,02/04/1999,2,11,-1.016854604,0.045587376,0.00818235,1.95,0.35
1999,4,6,06/04/1999,2,11,-0.409019808,0.189362946,0.022209234,8.1,0.95
1999,4,8,08/04/1999,2,11,-0.185515337,0.136762127,0.016364699,5.85,0.7
1999,4,12,12/04/1999,2,11,0.243150765,0.336645237,0.03974284,14.4,1.7
1999,4,14,14/04/1999,2,11,0.382504195,0.357685564,0.03974284,15.3,1.7
1999,4,16,16/04/1999,2,11,0.448051597,0.439509059,0.053769725,18.8,2.3
1999,4,19,19/04/1999,2,11,0.67312086,0.441846873,0.063120982,18.9,2.7
1999,4,21,21/04/1999,2,11,0.882194471,0.745762712,0.119228521,31.9,5.1
1999,4,23,23/04/1999,2,11,1.082053195,0.649912332,0.140268849,27.8,6
1999,4,26,26/04/1999,2,11,1.359542993,0.853302162,0.212741087,36.5,9.1
1999,4,28,28/04/1999,2,11,1.601911902,0.848626534,0.250146113,36.3,10.7
1999,4,30,30/04/1999,2,11,1.8400211,0.827586207,0.322618352,35.4,13.8
1999,5,3,03/05/1999,2,11,2.288420968,1.019286967,0.45119813,43.6,19.3
1999,5,5,05/05/1999,2,11,2.555044155,0.986557569,0.441846873,42.2,18.9
1999,5,7,07/05/1999,2,11,2.849485868,0.958503799,0.409117475,41,17.5
1999,5,10,10/05/1999,2,11,3.259200599,1.060198714,0.469900643,45.35,20.1
1999,5,12,12/05/1999,2,11,3.520955543,1.03798948,0.434833431,44.4,18.6
1999,5,17,17/05/1999,2,11,4.062808273,0.986557569,0.430157802,42.2,18.4
1999,5,19,19/05/1999,2,11,4.328562131,1.080070134,0.455873758,46.2,19.5
1999,5,21,21/05/1999,2,11,4.566323597,0.991233197,0.418468732,42.4,17.9
1999,5,25,25/05/1999,2,11,5.088964157,0.991233197,0.411455289,42.4,17.6
1999,5,27,27/05/1999,2,11,5.410007335,1.030976037,0.467562829,44.1,20
1999,5,31,31/05/1999,2,11,6.294375669,1.019286967,0.418468732,43.6,17.9
1999,6,2,02/06/1999,2,11,6.710784232,1.06604325,0.4628872,45.6,19.8
1999,6,4,04/06/1999,2,11,7.0207,1.016949153,0.416130918,43.5,17.8
1998,12,10,10/12/1998,3,3,0.409457967,0.491935484,0.008064516,6.1,0.1
1998,12,14,14/12/1998,3,3,0.680949396,0.64516129,0.024193548,8,0.3
1998,12,17,17/12/1998,3,3,0.877852402,0.588709677,0.032258065,7.3,0.4
1998,12,21,21/12/1998,3,3,1.06493199,0.903225806,0.096774194,11.2,1.2
1998,12,23,23/12/1998,3,3,1.104138725,0.782258065,0.088709677,9.7,1.1
1998,12,28,28/12/1998,3,3,1.347724695,0.870967742,0.14516129,10.8,1.8
1998,12,31,31/12/1998,3,3,1.513418792,1.056451613,0.290322581,13.1,3.6
1999,1,4,04/01/1999,3,3,1.741878438,1.137096774,0.322580645,14.1,4
1999,1,6,06/01/1999,3,3,1.893228607,1.088709677,0.306451613,13.5,3.8
1999,1,8,08/01/1999,3,3,2.021193827,1.14516129,0.290322581,14.2,3.6
1999,1,11,11/01/1999,3,3,2.119080266,1.116935484,0.298387097,13.85,3.7
1999,1,14,14/01/1999,3,3,2.158895532,0.911290323,0.201612903,11.3,2.5
1999,1,18,18/01/1999,3,3,2.335630106,1.076612903,0.282258065,13.35,3.5
1999,1,20,20/01/1999,3,3,2.433255746,1.064516129,0.258064516,13.2,3.2
1999,1,22,22/01/1999,3,3,2.55113675,0.967741935,0.241935484,12,3
1999,1,25,25/01/1999,3,3,2.743519245,1.153225806,0.298387097,14.3,3.7
1999,1,27,27/01/1999,3,3,2.867833284,1.044354839,0.274193548,12.95,3.4
1999,1,29,29/01/1999,3,3,2.97102263,1.112903226,0.266129032,13.8,3.3
1999,2,1,01/02/1999,3,3,3.008490707,0.935483871,0.25,11.6,3.1
1999,2,3,03/02/1999,3,3,3.073255713,0.927419355,0.241935484,11.5,3
1999,2,5,05/02/1999,3,3,3.182965026,0.927419355,0.241935484,11.5,3
1999,2,8,08/02/1999,3,3,3.30893079,0.935483871,0.233870968,11.6,2.9
1999,2,11,11/02/1999,3,3,3.337531712,NA,0.258064516,NA,3.2
1999,2,15,15/02/1999,3,3,3.361438258,1.024193548,0.258064516,12.7,3.2
1999,2,18,18/02/1999,3,3,3.532087529,1.072580645,0.274193548,13.3,3.4
1999,2,22,22/02/1999,3,3,3.837656653,1.040322581,0.25,12.9,3.1
1999,2,24,24/02/1999,3,3,3.905985908,1.032258065,0.282258065,12.8,3.5
1999,2,26,26/02/1999,3,3,3.977966344,0.951612903,0.241935484,11.8,3
1999,3,1,01/03/1999,3,3,4.136010346,NA,0.233870968,NA,2.9
1999,3,3,03/03/1999,3,3,4.286751984,NA,0.25,NA,3.1
1999,3,5,05/03/1999,3,3,4.404024459,NA,0.241935484,NA,3
1999,3,8,08/03/1999,3,3,4.523991853,NA,0.258064516,NA,3.2
1999,4,14,14/04/1999,3,3,8.07659151,NA,0.233870968,NA,2.9
1998,11,20,20/11/1998,3,4,-1.053813142,0.007462687,NA,0.1,NA
1998,11,27,27/11/1998,3,4,-0.910808531,0.020895522,NA,0.28,NA
1998,12,3,03/12/1998,3,4,-0.694693356,0.013134328,NA,0.176,NA
1998,12,7,07/12/1998,3,4,-0.643142149,0.011865672,NA,0.159,NA
1998,12,10,10/12/1998,3,4,-0.562294558,0.037313433,0.007462687,0.5,0.1
1998,12,21,21/12/1998,3,4,0.093179465,0.313432836,0.007462687,4.2,0.1
1998,12,23,23/12/1998,3,4,0.1323862,0.23880597,0.007462687,3.2,0.1
1998,12,28,28/12/1998,3,4,0.37597217,0.302238806,0.01119403,4.05,0.15
1998,12,31,31/12/1998,3,4,0.541666267,0.47761194,0.014925373,6.4,0.2
1999,1,4,04/01/1999,3,4,0.770125913,0.552238806,0.02238806,7.4,0.3
1999,1,6,06/01/1999,3,4,0.921476082,0.742537313,0.037313433,9.95,0.5
1999,1,8,08/01/1999,3,4,1.049441302,0.925373134,0.082089552,12.4,1.1
1999,1,11,11/01/1999,3,4,1.147327741,0.832089552,0.059701493,11.15,0.8
1999,1,14,14/01/1999,3,4,1.187143006,0.798507463,0.059701493,10.7,0.8
1999,1,18,18/01/1999,3,4,1.363877581,0.925373134,0.141791045,12.4,1.9
1999,1,20,20/01/1999,3,4,1.461503221,1.111940299,0.26119403,14.9,3.5
1999,1,22,22/01/1999,3,4,1.579384225,1.007462687,0.26119403,13.5,3.5
1999,1,25,25/01/1999,3,4,1.77176672,1.164179104,0.305970149,15.6,4.1
1999,1,27,27/01/1999,3,4,1.896080759,1.119402985,0.298507463,15,4
1999,1,29,29/01/1999,3,4,1.999270105,1.156716418,0.298507463,15.5,4
1999,2,1,01/02/1999,3,4,2.036738182,1.007462687,0.28358209,13.5,3.8
1999,2,3,03/02/1999,3,4,2.101503188,0.962686567,0.231343284,12.9,3.1
1999,2,5,05/02/1999,3,4,2.211212501,1.014925373,0.276119403,13.6,3.7
1999,2,8,08/02/1999,3,4,2.337178265,0.962686567,0.23880597,12.9,3.2
1999,2,11,11/02/1999,3,4,2.365779187,1.02238806,0.268656716,13.7,3.6
1999,2,15,15/02/1999,3,4,2.389685733,1.067164179,0.305970149,14.3,4.1
1999,2,18,18/02/1999,3,4,2.560335004,1.007462687,0.246268657,13.5,3.3
1999,2,22,22/02/1999,3,4,2.865904128,0.985074627,0.23880597,13.2,3.2
1999,2,24,24/02/1999,3,4,2.934233382,1.003731343,0.268656716,13.45,3.6
1999,2,26,26/02/1999,3,4,3.006213819,0.97761194,0.231343284,13.1,3.1
1999,3,1,01/03/1999,3,4,3.164257821,0.97761194,0.246268657,13.1,3.3
1999,3,3,03/03/1999,3,4,3.314999459,0.992537313,0.26119403,13.3,3.5
1999,3,5,05/03/1999,3,4,3.432271934,0.992537313,0.253731343,13.3,3.4
1999,3,8,08/03/1999,3,4,3.552239328,1.02238806,0.276119403,13.7,3.7
1999,3,10,10/03/1999,3,4,3.662383305,NA,0.268656716,NA,3.6
1999,3,12,12/03/1999,3,4,3.804692453,0.902985075,0.21641791,12.1,2.9
1999,3,15,15/03/1999,3,4,4.086876627,NA,0.276119403,NA,3.7
1999,3,17,17/03/1999,3,4,4.246398488,NA,0.246268657,NA,3.3
1999,3,19,19/03/1999,3,4,4.388446838,NA,0.26119403,NA,3.5
1999,3,22,22/03/1999,3,4,4.599432972,NA,0.253731343,NA,3.4
1999,4,2,02/04/1999,3,4,5.705480186,NA,0.23880597,NA,3.2
1999,4,14,14/04/1999,3,4,7.104838985,NA,0.373134328,NA,5
1999,4,16,16/04/1999,3,4,7.170386387,NA,0.26119403,NA,3.5
1998,12,3,03/12/1998,3,5,-1.723261527,0.002948718,NA,0.046,NA
1998,12,7,07/12/1998,3,5,-1.67171032,0.00275641,NA,0.043,NA
1998,12,14,14/12/1998,3,5,-1.3193713,0.006153846,NA,0.096,NA
1998,12,17,17/12/1998,3,5,-1.122468294,0.009615385,NA,0.15,NA
1998,12,21,21/12/1998,3,5,-0.935388706,0.022435897,NA,0.35,NA
1998,12,23,23/12/1998,3,5,-0.896181971,0.015384615,NA,0.24,NA
1998,12,28,28/12/1998,3,5,-0.652596001,0.022435897,NA,0.35,NA
1999,1,6,06/01/1999,3,5,-0.107092089,0.198717949,0.006410256,3.1,0.1
1999,1,8,08/01/1999,3,5,0.020873131,0.301282051,0.006410256,4.7,0.1
1999,1,11,11/01/1999,3,5,0.11875957,0.233974359,0.006410256,3.65,0.1
1999,1,18,18/01/1999,3,5,0.33530941,0.333333333,0.006410256,5.2,0.1
1999,1,20,20/01/1999,3,5,0.43293505,0.503205128,0.016025641,7.85,0.25
1999,1,22,22/01/1999,3,5,0.550816054,0.493589744,0.019230769,7.7,0.3
1999,1,25,25/01/1999,3,5,0.743198549,0.673076923,0.012820513,10.5,0.2
1999,1,27,27/01/1999,3,5,0.867512588,0.634615385,0.019230769,9.9,0.3
1999,1,29,29/01/1999,3,5,0.970701934,0.871794872,0.064102564,13.6,1
1999,2,1,01/02/1999,3,5,1.008170011,0.737179487,0.051282051,11.5,0.8
1999,2,3,03/02/1999,3,5,1.072935017,0.801282051,0.108974359,12.5,1.7
1999,2,5,05/02/1999,3,5,1.18264433,0.897435897,0.102564103,14,1.6
1999,2,8,08/02/1999,3,5,1.308610094,0.91025641,0.205128205,14.2,3.2
1999,2,11,11/02/1999,3,5,1.337211016,0.817307692,0.121794872,12.75,1.9
1999,2,15,15/02/1999,3,5,1.361117562,0.980769231,0.224358974,15.3,3.5
1999,2,18,18/02/1999,3,5,1.531766833,NA,0.269230769,NA,4.2
1999,2,22,22/02/1999,3,5,1.837335957,0.980769231,0.275641026,15.3,4.3
1999,2,24,24/02/1999,3,5,1.905665212,0.987179487,0.262820513,15.4,4.1
1999,2,26,26/02/1999,3,5,1.977645648,0.974358974,0.262820513,15.2,4.1
1999,3,1,01/03/1999,3,5,2.13568965,0.996794872,0.275641026,15.55,4.3
1999,3,3,03/03/1999,3,5,2.286431288,0.993589744,0.275641026,15.5,4.3
1999,3,5,05/03/1999,3,5,2.403703763,1.032051282,0.259615385,16.1,4.05
1999,3,8,08/03/1999,3,5,2.523671157,1.064102564,0.301282051,16.6,4.7
1999,3,10,10/03/1999,3,5,2.633815134,1.044871795,0.275641026,16.3,4.3
1999,3,12,12/03/1999,3,5,2.776124282,0.907051282,0.25,14.15,3.9
1999,3,15,15/03/1999,3,5,3.058308457,1.044871795,0.288461538,16.3,4.5
1999,3,17,17/03/1999,3,5,3.217830317,NA,0.256410256,NA,4
1999,3,19,19/03/1999,3,5,3.359878667,NA,0.282051282,NA,4.4
1999,3,22,22/03/1999,3,5,3.570864801,NA,0.288461538,NA,4.5
1999,3,24,24/03/1999,3,5,3.704654525,NA,0.275641026,NA,4.3
1999,3,26,26/03/1999,3,5,3.876260059,NA,0.243589744,NA,3.8
1999,3,31,31/03/1999,3,5,4.289365172,NA,0.314102564,NA,4.9
1999,4,2,02/04/1999,3,5,4.676912015,NA,0.275641026,NA,4.3
1999,4,8,08/04/1999,3,5,5.508251283,NA,0.25,NA,3.9
1999,4,14,14/04/1999,3,5,6.076270814,NA,0.256410256,NA,4
1999,4,16,16/04/1999,3,5,6.141818216,NA,0.301282051,NA,4.7
1999,4,19,19/04/1999,3,5,6.366887479,NA,0.275641026,NA,4.3
1999,4,26,26/04/1999,3,5,7.053309612,NA,0.25,NA,3.9
1999,4,28,28/04/1999,3,5,7.295678522,NA,0.294871795,NA,4.6
1999,5,3,03/05/1999,3,5,7.982187588,NA,0.307692308,NA,4.8
1998,12,3,03/12/1998,3,6,-2.67836683,0.00140527,NA,0.028,NA
1998,12,7,07/12/1998,3,6,-2.626815624,0.000903388,NA,0.018,NA
1998,12,14,14/12/1998,3,6,-2.274476603,0.002107905,NA,0.042,NA
1998,12,21,21/12/1998,3,6,-1.890494009,0.003814304,NA,0.076,NA
1998,12,23,23/12/1998,3,6,-1.851287274,0.002961104,NA,0.059,NA
1998,12,28,28/12/1998,3,6,-1.607701304,0.003663739,NA,0.073,NA
1998,12,31,31/12/1998,3,6,-1.442007208,0.006072773,NA,0.121,NA
1999,1,4,04/01/1999,3,6,-1.213547562,0.006173149,NA,0.123,NA
1999,1,6,06/01/1999,3,6,-1.062197393,0.012647428,NA,0.252,NA
1999,1,8,08/01/1999,3,6,-0.934232172,0.015056462,NA,0.3,NA
1999,1,11,11/01/1999,3,6,-0.836345734,0.015056462,NA,0.3,NA
1999,1,14,14/01/1999,3,6,-0.796530468,0.012547051,NA,0.25,NA
1999,1,18,18/01/1999,3,6,-0.619795894,0.025094103,NA,0.5,NA
1999,1,20,20/01/1999,3,6,-0.522170254,0.055207026,NA,1.1,NA
1999,1,22,22/01/1999,3,6,-0.404289249,0.060225847,NA,1.2,NA
1999,1,29,29/01/1999,3,6,0.01559663,0.25846926,0.007528231,5.15,0.15
1999,2,1,01/02/1999,3,6,0.053064708,0.230865747,0.005018821,4.6,0.1
1999,2,3,03/02/1999,3,6,0.117829714,0.301129235,0.007528231,6,0.15
1999,2,8,08/02/1999,3,6,0.35350479,0.391468005,0.015056462,7.8,0.3
1999,2,11,11/02/1999,3,6,0.382105712,0.255959849,0.005018821,5.1,0.1
1999,2,15,15/02/1999,3,6,0.406012258,0.401505646,0.015056462,8,0.3
1999,2,18,18/02/1999,3,6,0.57666153,0.577164366,0.030112923,11.5,0.6
1999,2,22,22/02/1999,3,6,0.882230653,0.496863237,0.020075282,9.9,0.4
1999,2,24,24/02/1999,3,6,0.950559908,0.634880803,0.040150565,12.65,0.8
1999,2,26,26/02/1999,3,6,1.022540344,0.767879548,0.110414053,15.3,2.2
1999,3,1,01/03/1999,3,6,1.180584346,0.78293601,0.115432873,15.6,2.3
1999,3,3,03/03/1999,3,6,1.331325985,0.772898369,0.120451694,15.4,2.4
1999,3,5,05/03/1999,3,6,1.448598459,0.86825596,0.200752823,17.3,4
1999,3,8,08/03/1999,3,6,1.568565853,0.988707654,0.291091593,19.7,5.8
1999,3,10,10/03/1999,3,6,1.67870983,1.069008783,0.35131744,21.3,7
1999,3,12,12/03/1999,3,6,1.821018978,0.938519448,0.291091593,18.7,5.8
1999,3,15,15/03/1999,3,6,2.103203153,1.04140527,0.34629862,20.75,6.9
1999,3,17,17/03/1999,3,6,2.262725014,1.003764115,0.311166876,20,6.2
1999,3,19,19/03/1999,3,6,2.404773363,NA,0.336260979,NA,6.7
1999,3,22,22/03/1999,3,6,2.615759498,1.023839398,0.316185696,20.4,6.3
1999,3,24,24/03/1999,3,6,2.749549222,1.018820577,0.306148055,20.3,6.1
1999,3,26,26/03/1999,3,6,2.921154755,0.963613551,0.296110414,19.2,5.9
1999,3,29,29/03/1999,3,6,3.129185171,0.988707654,0.306148055,19.7,6.1
1999,3,31,31/03/1999,3,6,3.334259869,1.048933501,0.321204517,20.9,6.4
1999,4,2,02/04/1999,3,6,3.721806711,0.973651192,0.311166876,19.4,6.2
1999,4,6,06/04/1999,3,6,4.329641508,1.008782936,0.316185696,20.1,6.3
1999,4,8,08/04/1999,3,6,4.553145979,NA,0.265997491,NA,5.3
1999,4,14,14/04/1999,3,6,5.12116551,NA,0.311166876,NA,6.2
1999,4,16,16/04/1999,3,6,5.186712912,1.094102886,0.371392723,21.8,7.4
1999,4,19,19/04/1999,3,6,5.411782176,NA,0.331242158,NA,6.6
1999,4,21,21/04/1999,3,6,5.620855786,1.018820577,0.326223338,20.3,6.5
1999,4,26,26/04/1999,3,6,6.098204309,NA,0.326223338,NA,6.5
1999,4,28,28/04/1999,3,6,6.340573218,NA,0.366373902,NA,7.3
1999,4,30,30/04/1999,3,6,6.578682415,NA,0.306148055,NA,6.1
1999,5,3,03/05/1999,3,6,7.027082284,NA,0.416562108,NA,8.3
1999,5,5,05/05/1999,3,6,7.293705471,NA,0.276035132,NA,5.5
1999,5,7,07/05/1999,3,6,7.588147184,NA,0.276035132,NA,5.5
1999,5,10,10/05/1999,3,6,7.997861914,NA,0.376411543,NA,7.5
1999,5,12,12/05/1999,3,6,8.259616859,NA,0.306148055,NA,6.1
1999,5,31,31/05/1999,3,6,11.03303698,NA,0.336260979,NA,6.7
1998,12,3,03/12/1998,3,7,-3.6110555,0.000389484,NA,0.01,NA
1998,12,7,07/12/1998,3,7,-3.559504294,0.000272639,NA,0.007,NA
1998,12,14,14/12/1998,3,7,-3.207165273,0.000623174,NA,0.016,NA
1998,12,21,21/12/1998,3,7,-2.82318268,0.001557936,NA,0.04,NA
1998,12,23,23/12/1998,3,7,-2.783975944,0.001518987,NA,0.039,NA
1998,12,28,28/12/1998,3,7,-2.540389974,0.001363194,NA,0.035,NA
1998,12,31,31/12/1998,3,7,-2.374695878,0.002259007,NA,0.058,NA
1999,1,4,04/01/1999,3,7,-2.146236232,0.001908471,NA,0.049,NA
1999,1,6,06/01/1999,3,7,-1.994886063,0.003037975,NA,0.078,NA
1999,1,8,08/01/1999,3,7,-1.866920843,0.003622201,NA,0.093,NA
1999,1,11,11/01/1999,3,7,-1.769034404,0.003505355,NA,0.09,NA
1999,1,14,14/01/1999,3,7,-1.729219138,0.00338851,NA,0.087,NA
1999,1,18,18/01/1999,3,7,-1.552484564,0.003894839,NA,0.1,NA
1999,1,20,20/01/1999,3,7,-1.454858924,0.005842259,NA,0.15,NA
1999,1,22,22/01/1999,3,7,-1.336977919,0.006621227,NA,0.17,NA
1999,1,25,25/01/1999,3,7,-1.144595424,0.011684518,NA,0.3,NA
1999,1,27,27/01/1999,3,7,-1.020281385,0.011684518,NA,0.3,NA
1999,1,29,29/01/1999,3,7,-0.91709204,0.019474197,NA,0.5,NA
1999,2,1,01/02/1999,3,7,-0.879623963,0.017526777,NA,0.45,NA
1999,2,3,03/02/1999,3,7,-0.814858956,0.029211295,NA,0.75,NA
1999,2,5,05/02/1999,3,7,-0.705149644,0.019474197,NA,0.5,NA
1999,2,8,08/02/1999,3,7,-0.57918388,0.05647517,NA,1.45,NA
