YYYY,MM,DD,Date,plant,leaf,ph_em,Ln,Lgn,L,Lg
1999,2,11,11/02/1999,3,7,-0.550582958,0.027263875,NA,0.7,NA
1999,2,15,15/02/1999,3,7,-0.526676412,0.054527751,NA,1.4,NA
1999,2,18,18/02/1999,3,7,-0.35602714,0.151898734,0.003894839,3.9,0.1
1999,2,22,22/02/1999,3,7,-0.050458017,0.085686465,0.00194742,2.2,0.05
1999,2,24,24/02/1999,3,7,0.017871238,0.200584226,0.005842259,5.15,0.15
1999,2,26,26/02/1999,3,7,0.089851674,0.284323272,0.007789679,7.3,0.2
1999,3,1,01/03/1999,3,7,0.247895676,0.305744888,0.009737098,7.85,0.25
1999,3,3,03/03/1999,3,7,0.398637315,0.290165531,0.009737098,7.45,0.25
1999,3,5,05/03/1999,3,7,0.515909789,0.377799416,0.011684518,9.7,0.3
1999,3,8,08/03/1999,3,7,0.635877183,0.467380721,0.023369036,12,0.6
1999,3,10,10/03/1999,3,7,0.74602116,0.636806232,0.044790652,16.35,1.15
1999,3,12,12/03/1999,3,7,0.888330308,0.580331061,0.042843233,14.9,1.1
1999,3,15,15/03/1999,3,7,1.170514483,0.718597858,0.097370983,18.45,2.5
1999,3,17,17/03/1999,3,7,1.330036344,0.802336904,0.167478092,20.6,4.3
1999,3,19,19/03/1999,3,7,1.472084693,1.043816943,0.35443038,26.8,9.1
1999,3,22,22/03/1999,3,7,1.683070827,0.993184031,0.311587147,25.5,8
1999,3,24,24/03/1999,3,7,1.816860552,0.99707887,0.346640701,25.6,8.9
1999,3,26,26/03/1999,3,7,1.988466085,0.965920156,0.35443038,24.8,9.1
1999,3,29,29/03/1999,3,7,2.196496501,NA,0.358325219,NA,9.2
1999,3,31,31/03/1999,3,7,2.401571198,1.00292113,0.366114898,25.75,9.4
1999,4,2,02/04/1999,3,7,2.789118041,1.016553067,0.370009737,26.1,9.5
1999,4,6,06/04/1999,3,7,3.396952838,0.989289192,0.346640701,25.4,8.9
1999,4,8,08/04/1999,3,7,3.620457309,0.926971762,0.319376826,23.8,8.2
1999,4,12,12/04/1999,3,7,4.049123411,1.129503408,0.389483934,29,10
1999,4,14,14/04/1999,3,7,4.18847684,0.985394352,0.370009737,25.3,9.5
1999,4,16,16/04/1999,3,7,4.254024242,1.036027264,0.370009737,26.6,9.5
1999,4,19,19/04/1999,3,7,4.479093506,1.020447907,0.346640701,26.2,8.9
1999,4,21,21/04/1999,3,7,4.688167116,1.016553067,0.35443038,26.1,9.1
1999,4,23,23/04/1999,3,7,4.88802584,1.006815969,0.340798442,25.85,8.75
1999,4,26,26/04/1999,3,7,5.165515639,1.067185979,0.377799416,27.4,9.7
1999,4,28,28/04/1999,3,7,5.407884548,1.121713729,0.381694255,28.8,9.8
1999,4,30,30/04/1999,3,7,5.645993745,NA,0.370009737,NA,9.5
1999,5,3,03/05/1999,3,7,6.094393614,1.215189873,0.467380721,31.2,12
1999,5,5,05/05/1999,3,7,6.361016801,NA,0.35053554,NA,9
1999,5,7,07/05/1999,3,7,6.655458513,0.923076923,0.323271665,23.7,8.3
1999,5,10,10/05/1999,3,7,7.065173244,NA,0.377799416,NA,9.7
1999,5,12,12/05/1999,3,7,7.326928189,NA,0.323271665,NA,8.3
1999,5,21,21/05/1999,3,7,8.372296242,1.129503408,0.389483934,29,10
1999,5,31,31/05/1999,3,7,10.10034831,1.016553067,0.373904576,26.1,9.6
1999,6,4,04/06/1999,3,7,10.82667265,1.016553067,0.385589094,26.1,9.9
1998,12,14,14/12/1998,3,8,-4.187707586,0.000220126,NA,0.007,NA
1998,12,21,21/12/1998,3,8,-3.803724992,0.000440252,NA,0.014,NA
1998,12,23,23/12/1998,3,8,-3.764518257,0.000314465,NA,0.01,NA
1998,12,28,28/12/1998,3,8,-3.520932287,0.000408805,NA,0.013,NA
1998,12,31,31/12/1998,3,8,-3.355238191,0.000628931,NA,0.02,NA
1999,1,4,04/01/1999,3,8,-3.126778545,0.00072327,NA,0.023,NA
1999,1,6,06/01/1999,3,8,-2.975428376,0.001069182,NA,0.034,NA
1999,1,8,08/01/1999,3,8,-2.847463155,0.001320755,NA,0.042,NA
1999,1,11,11/01/1999,3,8,-2.749576716,0.001477987,NA,0.047,NA
1999,1,14,14/01/1999,3,8,-2.709761451,0.001289308,NA,0.041,NA
1999,1,18,18/01/1999,3,8,-2.533026877,0.001823899,NA,0.058,NA
1999,1,20,20/01/1999,3,8,-2.435401236,0.001981132,NA,0.063,NA
1999,1,22,22/01/1999,3,8,-2.317520232,0.002201258,NA,0.07,NA
1999,1,25,25/01/1999,3,8,-2.125137737,0.002893082,NA,0.092,NA
1999,1,27,27/01/1999,3,8,-2.000823698,0.002515723,NA,0.08,NA
1999,1,29,29/01/1999,3,8,-1.897634353,0.003867925,NA,0.123,NA
1999,2,1,01/02/1999,3,8,-1.860166275,0.003679245,NA,0.117,NA
1999,2,3,03/02/1999,3,8,-1.795401269,0.004811321,NA,0.153,NA
1999,2,5,05/02/1999,3,8,-1.685691956,0.003742138,NA,0.119,NA
1999,2,8,08/02/1999,3,8,-1.559726193,0.007106918,NA,0.226,NA
1999,2,11,11/02/1999,3,8,-1.53112527,0.004402516,NA,0.14,NA
1999,2,15,15/02/1999,3,8,-1.507218724,0.006352201,NA,0.202,NA
1999,2,18,18/02/1999,3,8,-1.336569453,0.014150943,NA,0.45,NA
1999,2,22,22/02/1999,3,8,-1.03100033,0.008616352,NA,0.274,NA
1999,2,24,24/02/1999,3,8,-0.962671075,0.018867925,NA,0.6,NA
1999,2,26,26/02/1999,3,8,-0.890690638,0.028301887,NA,0.9,NA
1999,3,1,01/03/1999,3,8,-0.732646637,0.029874214,NA,0.95,NA
1999,3,3,03/03/1999,3,8,-0.581904998,0.023584906,NA,0.75,NA
1999,3,8,08/03/1999,3,8,-0.344665129,0.077044025,0.003144654,2.45,0.1
1999,3,10,10/03/1999,3,8,-0.234521152,0.18081761,0.007861635,5.75,0.25
1999,3,12,12/03/1999,3,8,-0.092212005,0.144654088,0.006289308,4.6,0.2
1999,3,15,15/03/1999,3,8,0.18997217,0.267295597,0.012578616,8.5,0.4
1999,3,17,17/03/1999,3,8,0.349494031,0.342767296,0.017295597,10.9,0.55
1999,3,19,19/03/1999,3,8,0.49154238,0.533018868,0.036163522,16.95,1.15
1999,3,22,22/03/1999,3,8,0.702528515,0.514150943,0.036163522,16.35,1.15
1999,3,24,24/03/1999,3,8,0.836318239,0.685534591,0.091194969,21.8,2.9
1999,3,26,26/03/1999,3,8,1.007923772,0.745283019,0.160377358,23.7,5.1
1999,3,29,29/03/1999,3,8,1.215954188,NA,0.349056604,NA,11.1
1999,3,31,31/03/1999,3,8,1.421028886,0.902515723,0.29245283,28.7,9.3
1999,4,2,02/04/1999,3,8,1.808575728,1.059748428,0.396226415,33.7,12.6
1999,4,6,06/04/1999,3,8,2.416410525,1.028301887,0.393081761,32.7,12.5
1999,4,8,08/04/1999,3,8,2.639914996,0.974842767,0.383647799,31,12.2
1999,4,12,12/04/1999,3,8,3.068581098,1.050314465,0.389937107,33.4,12.4
1999,4,14,14/04/1999,3,8,3.207934527,1.018867925,0.389937107,32.4,12.4
1999,4,16,16/04/1999,3,8,3.27348193,0.981132075,0.367924528,31.2,11.7
1999,4,19,19/04/1999,3,8,3.498551193,1.039308176,0.383647799,33.05,12.2
1999,4,21,21/04/1999,3,8,3.707624804,0.985849057,0.38836478,31.35,12.35
1999,4,23,23/04/1999,3,8,3.907483528,0.977987421,0.380503145,31.1,12.1
1999,4,26,26/04/1999,3,8,4.184973326,1.031446541,0.364779874,32.8,11.6
1999,4,28,28/04/1999,3,8,4.427342235,1.012578616,0.374213836,32.2,11.9
1999,4,30,30/04/1999,3,8,4.665451433,1.025157233,0.352201258,32.6,11.2
1999,5,3,03/05/1999,3,8,5.113851301,1.169811321,0.389937107,37.2,12.4
1999,5,5,05/05/1999,3,8,5.380474488,0.968553459,0.364779874,30.8,11.6
1999,5,7,07/05/1999,3,8,5.674916201,0.996855346,0.364779874,31.7,11.6
1999,5,10,10/05/1999,3,8,6.084630931,1.028301887,0.399371069,32.7,12.7
1999,5,12,12/05/1999,3,8,6.346385876,NA,0.380503145,NA,12.1
1999,5,17,17/05/1999,3,8,6.888238606,0.974842767,0.36163522,31,11.5
1999,5,19,19/05/1999,3,8,7.153992464,NA,0.352201258,NA,11.2
1999,5,21,21/05/1999,3,8,7.39175393,1.081761006,0.377358491,34.4,12
1999,5,25,25/05/1999,3,8,7.91439449,1.100628931,0.408805031,35,13
1999,5,27,27/05/1999,3,8,8.235437668,NA,0.330188679,NA,10.5
1999,5,31,31/05/1999,3,8,9.119806002,0.962264151,0.342767296,30.6,10.9
1999,6,2,02/06/1999,3,8,9.536214565,NA,0.374213836,NA,11.9
1999,6,4,04/06/1999,3,8,9.846130333,1.062893082,0.371069182,33.8,11.8
1998,12,14,14/12/1998,3,9,-5.160647866,0.000152381,NA,0.006,NA
1998,12,21,21/12/1998,3,9,-4.776665272,0.000253968,NA,0.01,NA
1998,12,23,23/12/1998,3,9,-4.737458536,0.000203175,NA,0.008,NA
1998,12,28,28/12/1998,3,9,-4.493872567,0.000177778,NA,0.007,NA
1998,12,31,31/12/1998,3,9,-4.32817847,0.000355556,NA,0.014,NA
1999,1,4,04/01/1999,3,9,-4.099718824,0.000431746,NA,0.017,NA
1999,1,6,06/01/1999,3,9,-3.948368655,0.000533333,NA,0.021,NA
1999,1,8,08/01/1999,3,9,-3.820403435,0.000431746,NA,0.017,NA
1999,1,11,11/01/1999,3,9,-3.722516996,0.000939683,NA,0.037,NA
1999,1,14,14/01/1999,3,9,-3.68270173,0.00055873,NA,0.022,NA
1999,1,18,18/01/1999,3,9,-3.505967156,0.000533333,NA,0.021,NA
1999,1,20,20/01/1999,3,9,-3.408341516,0.000736508,NA,0.029,NA
1999,1,22,22/01/1999,3,9,-3.290460511,0.000787302,NA,0.031,NA
1999,1,25,25/01/1999,3,9,-3.098078016,0.001371429,NA,0.054,NA
1999,1,27,27/01/1999,3,9,-2.973763978,0.001168254,NA,0.046,NA
1999,1,29,29/01/1999,3,9,-2.870574632,0.001447619,NA,0.057,NA
1999,2,1,01/02/1999,3,9,-2.833106555,0.001473016,NA,0.058,NA
1999,2,3,03/02/1999,3,9,-2.768341548,0.001803175,NA,0.071,NA
1999,2,5,05/02/1999,3,9,-2.658632236,0.001346032,NA,0.053,NA
1999,2,8,08/02/1999,3,9,-2.532666472,0.002488889,NA,0.098,NA
1999,2,11,11/02/1999,3,9,-2.50406555,0.001828571,NA,0.072,NA
1999,2,15,15/02/1999,3,9,-2.480159004,0.002387302,NA,0.094,NA
1999,2,18,18/02/1999,3,9,-2.309509733,0.003631746,NA,0.143,NA
1999,2,22,22/02/1999,3,9,-2.003940609,0.002920635,NA,0.115,NA
1999,2,24,24/02/1999,3,9,-1.935611354,0.004114286,NA,0.162,NA
1999,2,26,26/02/1999,3,9,-1.863630918,0.004622222,NA,0.182,NA
1999,3,1,01/03/1999,3,9,-1.705586916,0.006349206,NA,0.25,NA
1999,3,3,03/03/1999,3,9,-1.554845277,0.004926984,NA,0.194,NA
1999,3,5,05/03/1999,3,9,-1.437572803,0.007619048,NA,0.3,NA
1999,3,8,08/03/1999,3,9,-1.317605409,0.012698413,NA,0.5,NA
1999,3,10,10/03/1999,3,9,-1.207461432,0.017777778,NA,0.7,NA
1999,3,12,12/03/1999,3,9,-1.065152284,0.011428571,NA,0.45,NA
1999,3,15,15/03/1999,3,9,-0.782968109,0.02031746,NA,0.8,NA
1999,3,17,17/03/1999,3,9,-0.623446248,0.044444444,0.002539683,1.75,0.1
1999,3,19,19/03/1999,3,9,-0.481397899,0.092698413,0.006349206,3.65,0.25
1999,3,22,22/03/1999,3,9,-0.270411765,0.113015873,0.007619048,4.45,0.3
1999,3,24,24/03/1999,3,9,-0.13662204,0.245079365,0.011428571,9.65,0.45
1999,3,26,26/03/1999,3,9,0.034983493,0.297142857,0.017777778,11.7,0.7
1999,3,29,29/03/1999,3,9,0.243013909,0.485079365,0.03047619,19.1,1.2
1999,3,31,31/03/1999,3,9,0.448088606,0.41015873,0.027936508,16.15,1.1
1999,4,2,02/04/1999,3,9,0.835635449,0.723809524,0.071111111,28.5,2.8
1999,4,6,06/04/1999,3,9,1.443470246,0.906666667,0.274285714,35.7,10.8
1999,4,8,08/04/1999,3,9,1.666974717,0.965079365,0.34031746,38,13.4
1999,4,12,12/04/1999,3,9,2.095640818,0.99047619,0.355555556,39,14
1999,4,14,14/04/1999,3,9,2.234994248,0.975238095,0.355555556,38.4,14
1999,4,16,16/04/1999,3,9,2.30054165,0.975238095,0.363174603,38.4,14.3
1999,4,19,19/04/1999,3,9,2.525610913,0.99047619,0.342857143,39,13.5
1999,4,21,21/04/1999,3,9,2.734684524,0.993015873,0.363174603,39.1,14.3
1999,4,23,23/04/1999,3,9,2.934543248,0.99047619,0.365714286,39,14.4
1999,4,26,26/04/1999,3,9,3.212033046,0.96,0.34031746,37.8,13.4
1999,4,28,28/04/1999,3,9,3.454401956,0.972698413,0.353015873,38.3,13.9
1999,4,30,30/04/1999,3,9,3.692511153,0.962539683,0.34031746,37.9,13.4
1999,5,3,03/05/1999,3,9,4.140911022,1.028571429,0.380952381,40.5,15
1999,5,5,05/05/1999,3,9,4.407534208,0.987936508,0.355555556,38.9,14
1999,5,7,07/05/1999,3,9,4.701975921,1.018412698,0.358095238,40.1,14.1
1999,5,10,10/05/1999,3,9,5.111690652,0.985396825,0.373333333,38.8,14.7
1999,5,12,12/05/1999,3,9,5.373445597,1.018412698,0.365714286,40.1,14.4
1999,5,17,17/05/1999,3,9,5.915298326,1.003174603,0.360634921,39.5,14.2
1999,5,19,19/05/1999,3,9,6.181052184,1.015873016,0.355555556,40,14
1999,5,21,21/05/1999,3,9,6.41881365,1.028571429,0.360634921,40.5,14.2
1999,5,25,25/05/1999,3,9,6.94145421,1.056507937,0.386031746,41.6,15.2
1999,5,27,27/05/1999,3,9,7.262497389,NA,0.353015873,NA,13.9
1999,5,31,31/05/1999,3,9,8.146865722,1.005714286,0.353015873,39.6,13.9
1999,6,2,02/06/1999,3,9,8.563274286,0.975238095,0.353015873,38.4,13.9
1999,6,4,04/06/1999,3,9,8.873190054,1.018412698,0.363174603,40.1,14.3
1998,12,21,21/12/1998,3,10,-5.76546121,0.000152174,NA,0.007,NA
1998,12,31,31/12/1998,3,10,-5.316974409,0.000173913,NA,0.008,NA
1999,1,4,04/01/1999,3,10,-5.088514763,0.000152174,NA,0.007,NA
1999,1,6,06/01/1999,3,10,-4.937164594,0.000195652,NA,0.009,NA
1999,1,8,08/01/1999,3,10,-4.809199373,0.00026087,NA,0.012,NA
1999,1,11,11/01/1999,3,10,-4.711312934,0.000369565,NA,0.017,NA
1999,1,14,14/01/1999,3,10,-4.671497669,0.00023913,NA,0.011,NA
1999,1,18,18/01/1999,3,10,-4.494763095,0.000326087,NA,0.015,NA
1999,1,20,20/01/1999,3,10,-4.397137455,0.000347826,NA,0.016,NA
1999,1,22,22/01/1999,3,10,-4.27925645,0.000217391,NA,0.01,NA
1999,1,25,25/01/1999,3,10,-4.086873955,0.000608696,NA,0.028,NA
1999,1,27,27/01/1999,3,10,-3.962559916,5.00E-04,NA,0.023,NA
1999,1,29,29/01/1999,3,10,-3.859370571,0.000804348,NA,0.037,NA
1999,2,1,01/02/1999,3,10,-3.821902493,0.000826087,NA,0.038,NA
1999,2,3,03/02/1999,3,10,-3.757137487,0.000804348,NA,0.037,NA
1999,2,5,05/02/1999,3,10,-3.647428175,0.000456522,NA,0.021,NA
1999,2,8,08/02/1999,3,10,-3.521462411,0.001217391,NA,0.056,NA
1999,2,11,11/02/1999,3,10,-3.492861489,0.00073913,NA,0.034,NA
1999,2,15,15/02/1999,3,10,-3.468954943,0.00123913,NA,0.057,NA
1999,2,18,18/02/1999,3,10,-3.298305671,0.001347826,NA,0.062,NA
1999,2,22,22/02/1999,3,10,-2.992736548,0.00123913,NA,0.057,NA
1999,2,24,24/02/1999,3,10,-2.924407293,0.001652174,NA,0.076,NA
1999,2,26,26/02/1999,3,10,-2.852426856,0.002043478,NA,0.094,NA
1999,3,1,01/03/1999,3,10,-2.694382855,0.002108696,NA,0.097,NA
1999,3,3,03/03/1999,3,10,-2.543641216,0.002065217,NA,0.095,NA
1999,3,5,05/03/1999,3,10,-2.426368742,0.002869565,NA,0.132,NA
1999,3,8,08/03/1999,3,10,-2.306401348,0.003543478,NA,0.163,NA
1999,3,10,10/03/1999,3,10,-2.196257371,0.005434783,NA,0.25,NA
1999,3,12,12/03/1999,3,10,-2.053948223,0.003521739,NA,0.162,NA
1999,3,15,15/03/1999,3,10,-1.771764048,0.008695652,NA,0.4,NA
1999,3,17,17/03/1999,3,10,-1.612242187,0.009782609,NA,0.45,NA
1999,3,19,19/03/1999,3,10,-1.470193838,0.013043478,NA,0.6,NA
1999,3,22,22/03/1999,3,10,-1.259207703,0.016304348,NA,0.75,NA
1999,3,24,24/03/1999,3,10,-1.125417979,0.026086957,0.002173913,1.2,0.1
1999,3,26,26/03/1999,3,10,-0.953812446,0.034782609,0.00326087,1.6,0.15
1999,3,29,29/03/1999,3,10,-0.74578203,0.089130435,0.006521739,4.1,0.3
1999,3,31,31/03/1999,3,10,-0.540707332,0.060869565,0.006521739,2.8,0.3
1999,4,2,02/04/1999,3,10,-0.15316049,0.204347826,0.013043478,9.4,0.6
1999,4,6,06/04/1999,3,10,0.454674307,0.445652174,0.034782609,20.5,1.6
1999,4,8,08/04/1999,3,10,0.678178778,0.57826087,0.063043478,26.6,2.9
1999,4,12,12/04/1999,3,10,1.10684488,0.839130435,0.273913043,38.6,12.6
1999,4,14,14/04/1999,3,10,1.246198309,0.795652174,0.163043478,36.6,7.5
1999,4,16,16/04/1999,3,10,1.311745712,0.769565217,0.160869565,35.4,7.4
1999,4,19,19/04/1999,3,10,1.536814975,0.930434783,0.3,42.8,13.8
1999,4,21,21/04/1999,3,10,1.745888585,1.006521739,0.367391304,46.3,16.9
1999,4,23,23/04/1999,3,10,1.945747309,0.976086957,0.376086957,44.9,17.3
1999,4,26,26/04/1999,3,10,2.223237108,0.939130435,0.360869565,43.2,16.6
1999,4,28,28/04/1999,3,10,2.465606017,0.97173913,0.365217391,44.7,16.8
1999,4,30,30/04/1999,3,10,2.703715214,0.97826087,0.35,45,16.1
1999,5,3,03/05/1999,3,10,3.152115083,0.986956522,0.367391304,45.4,16.9
1999,5,5,05/05/1999,3,10,3.41873827,1.004347826,0.380434783,46.2,17.5
1999,5,7,07/05/1999,3,10,3.713179983,0.997826087,0.369565217,45.9,17
1999,5,10,10/05/1999,3,10,4.122894713,1.006521739,0.391304348,46.3,18
1999,5,12,12/05/1999,3,10,4.384649658,1.013043478,0.37826087,46.6,17.4
1999,5,17,17/05/1999,3,10,4.926502388,1.010869565,0.369565217,46.5,17
1999,5,19,19/05/1999,3,10,5.192256246,1.006521739,0.369565217,46.3,17
1999,5,21,21/05/1999,3,10,5.430017711,0.97826087,0.369565217,45,17
1999,5,25,25/05/1999,3,10,5.952658272,1,0.37826087,46,17.4
1999,5,27,27/05/1999,3,10,6.27370145,0.936956522,0.336956522,43.1,15.5
1999,5,31,31/05/1999,3,10,7.158069784,1,0.380434783,46,17.5
1999,6,2,02/06/1999,3,10,7.574478347,1.017391304,0.373913043,46.8,17.2
1999,6,4,04/06/1999,3,10,7.884394115,0.967391304,0.352173913,44.5,16.2
1999,1,8,08/01/1999,3,11,-5.672893488,0.000163647,NA,0.007,NA
1999,1,11,11/01/1999,3,11,-5.575007049,0.000187025,NA,0.008,NA
1999,1,14,14/01/1999,3,11,-5.535191784,0.000163647,NA,0.007,NA
1999,1,18,18/01/1999,3,11,-5.35845721,0.000210403,NA,0.009,NA
1999,1,20,20/01/1999,3,11,-5.260831569,0.000280538,NA,0.012,NA
1999,1,22,22/01/1999,3,11,-5.142950565,0.000233781,NA,0.01,NA
1999,1,25,25/01/1999,3,11,-4.95056807,0.000350672,NA,0.015,NA
1999,1,27,27/01/1999,3,11,-4.826254031,0.00025716,NA,0.011,NA
1999,1,29,29/01/1999,3,11,-4.723064685,0.000350672,NA,0.015,NA
1999,2,1,01/02/1999,3,11,-4.685596608,0.00025716,NA,0.011,NA
1999,2,3,03/02/1999,3,11,-4.620831602,0.000327294,NA,0.014,NA
1999,2,5,05/02/1999,3,11,-4.511122289,0.000303916,NA,0.013,NA
1999,2,8,08/02/1999,3,11,-4.385156525,0.000490941,NA,0.021,NA
1999,2,11,11/02/1999,3,11,-4.356555603,0.000350672,NA,0.015,NA
1999,2,15,15/02/1999,3,11,-4.332649057,0.000701344,NA,0.03,NA
1999,2,18,18/02/1999,3,11,-4.161999786,0.000911748,NA,0.039,NA
1999,2,22,22/02/1999,3,11,-3.856430663,0.000748101,NA,0.032,NA
1999,2,24,24/02/1999,3,11,-3.788101408,0.001145529,NA,0.049,NA
1999,2,26,26/02/1999,3,11,-3.716120971,0.000981882,NA,0.042,NA
1999,3,1,01/03/1999,3,11,-3.558076969,0.001168907,NA,0.05,NA
1999,3,3,03/03/1999,3,11,-3.407335331,0.001215663,NA,0.052,NA
1999,3,5,05/03/1999,3,11,-3.290062856,0.001519579,NA,0.065,NA
1999,3,8,08/03/1999,3,11,-3.170095462,0.002033898,NA,0.087,NA
1999,3,10,10/03/1999,3,11,-3.059951485,0.002548217,NA,0.109,NA
1999,3,12,12/03/1999,3,11,-2.917642337,0.001729982,NA,0.074,NA
1999,3,15,15/03/1999,3,11,-2.635458163,0.003834015,NA,0.164,NA
1999,3,17,17/03/1999,3,11,-2.475936302,0.004184687,NA,0.179,NA
1999,3,19,19/03/1999,3,11,-2.333887952,0.00565751,NA,0.242,NA
1999,3,22,22/03/1999,3,11,-2.122901818,0.006686148,NA,0.286,NA
1999,3,24,24/03/1999,3,11,-1.989112094,0.010520164,NA,0.45,NA
1999,3,26,26/03/1999,3,11,-1.817506561,0.010520164,NA,0.45,NA
1999,3,29,29/03/1999,3,11,-1.609476145,NA,0.003506721,NA,0.15
1999,3,31,31/03/1999,3,11,-1.404401447,NA,0.002337814,NA,0.1
1999,4,2,02/04/1999,3,11,-1.016854604,0.02805377,0.004675628,1.2,0.2
1999,4,6,06/04/1999,3,11,-0.409019808,0.079485681,0.014026885,3.4,0.6
1999,4,8,08/04/1999,3,11,-0.185515337,0.146113384,0.015195792,6.25,0.65
1999,4,12,12/04/1999,3,11,0.243150765,0.397428404,0.046756283,17,2
1999,4,14,14/04/1999,3,11,0.382504195,0.286382233,0.031560491,12.25,1.35
1999,4,16,16/04/1999,3,11,0.448051597,0.281706604,0.035067212,12.05,1.5
1999,4,19,19/04/1999,3,11,0.67312086,0.432495617,0.051431911,18.5,2.2
1999,4,21,21/04/1999,3,11,0.882194471,0.565751023,0.097019287,24.2,4.15
1999,4,23,23/04/1999,3,11,1.082053195,0.687317358,0.158971362,29.4,6.8
1999,4,26,26/04/1999,3,11,1.359542993,0.757451783,0.203389831,32.4,8.7
1999,4,28,28/04/1999,3,11,1.601911902,0.748100526,0.261835184,32,11.2
1999,4,30,30/04/1999,3,11,1.8400211,0.792518995,0.257159556,33.9,11
1999,5,3,03/05/1999,3,11,2.288420968,0.887200468,0.409117475,37.95,17.5
1999,5,5,05/05/1999,3,11,2.555044155,1.067212157,0.452367037,45.65,19.35
1999,5,7,07/05/1999,3,11,2.849485868,1.007597896,0.432495617,43.1,18.5
1999,5,10,10/05/1999,3,11,3.259200599,1.055523086,0.465225015,45.15,19.9
1999,5,12,12/05/1999,3,11,3.520955543,1.021624781,0.458211572,43.7,19.6
1999,5,17,17/05/1999,3,11,4.062808273,1.012273524,0.427819988,43.3,18.3
1999,5,19,19/05/1999,3,11,4.328562131,1.101110462,0.472238457,47.1,20.2
1999,5,21,21/05/1999,3,11,4.566323597,0.946814728,0.420806546,40.5,18
1999,5,25,25/05/1999,3,11,5.088964157,0.98188194,0.444184687,42,19
1999,5,27,27/05/1999,3,11,5.410007335,0.890707189,0.392752776,38.1,16.8
1999,5,31,31/05/1999,3,11,6.294375669,1.045002922,0.45119813,44.7,19.3
1999,6,2,02/06/1999,3,11,6.710784232,1.03798948,0.437171245,44.4,18.7
1999,6,4,04/06/1999,3,11,7.0207,0.951490357,0.432495617,40.7,18.5
1998,12,7,07/12/1998,4,3,0.328610376,0.266129032,0.008064516,3.3,0.1
1998,12,10,10/12/1998,4,3,0.409457967,0.35483871,0.008064516,4.4,0.1
1998,12,14,14/12/1998,4,3,0.680949396,0.540322581,0.024193548,6.7,0.3
1998,12,17,17/12/1998,4,3,0.877852402,0.806451613,0.056451613,10,0.7
1998,12,21,21/12/1998,4,3,1.06493199,0.85483871,0.096774194,10.6,1.2
1998,12,23,23/12/1998,4,3,1.104138725,0.701612903,0.056451613,8.7,0.7
1998,12,28,28/12/1998,4,3,1.347724695,1.080645161,0.258064516,13.4,3.2
1998,12,31,31/12/1998,4,3,1.513418792,0.911290323,0.25,11.3,3.1
1999,1,4,04/01/1999,4,3,1.741878438,1.016129032,0.266129032,12.6,3.3
1999,1,6,06/01/1999,4,3,1.893228607,1.123387097,0.294354839,13.93,3.65
1999,1,8,08/01/1999,4,3,2.021193827,1.048387097,0.306451613,13,3.8
1999,1,11,11/01/1999,4,3,2.119080266,1.016129032,0.266129032,12.6,3.3
1999,1,14,14/01/1999,4,3,2.158895532,1.024193548,0.282258065,12.7,3.5
1999,1,18,18/01/1999,4,3,2.335630106,1.10483871,0.282258065,13.7,3.5
1999,1,20,20/01/1999,4,3,2.433255746,1.14516129,0.298387097,14.2,3.7
1999,1,22,22/01/1999,4,3,2.55113675,1.129032258,0.282258065,14,3.5
1999,1,25,25/01/1999,4,3,2.743519245,0.991935484,0.258064516,12.3,3.2
1999,1,27,27/01/1999,4,3,2.867833284,1.088709677,0.274193548,13.5,3.4
1999,1,29,29/01/1999,4,3,2.97102263,1.096774194,0.314516129,13.6,3.9
1999,2,1,01/02/1999,4,3,3.008490707,1.096774194,0.241935484,13.6,3
1999,2,3,03/02/1999,4,3,3.073255713,0.959677419,0.209677419,11.9,2.6
1999,2,5,05/02/1999,4,3,3.182965026,1.008064516,0.258064516,12.5,3.2
1999,2,8,08/02/1999,4,3,3.30893079,0.967741935,0.233870968,12,2.9
1999,2,11,11/02/1999,4,3,3.337531712,NA,0.258064516,NA,3.2
1999,2,15,15/02/1999,4,3,3.361438258,NA,0.274193548,NA,3.4
1999,2,18,18/02/1999,4,3,3.532087529,0.951612903,0.209677419,11.8,2.6
1999,2,22,22/02/1999,4,3,3.837656653,0.951612903,0.241935484,11.8,3
1999,2,24,24/02/1999,4,3,3.905985908,1.120967742,0.282258065,13.9,3.5
1999,2,26,26/02/1999,4,3,3.977966344,NA,0.225806452,NA,2.8
1999,3,5,05/03/1999,4,3,4.404024459,0.951612903,0.241935484,11.8,3
1999,3,8,08/03/1999,4,3,4.523991853,0.693548387,0.258064516,8.6,3.2
1999,3,12,12/03/1999,4,3,4.776444978,0.927419355,0.241935484,11.5,3
1998,11,20,20/11/1998,4,4,-1.053813142,0.007462687,NA,0.1,NA
1998,11,27,27/11/1998,4,4,-0.910808531,0.014925373,NA,0.2,NA
1998,12,3,03/12/1998,4,4,-0.694693356,0.009626866,NA,0.129,NA
1998,12,7,07/12/1998,4,4,-0.643142149,0.009179104,NA,0.123,NA
1998,12,10,10/12/1998,4,4,-0.562294558,0.02238806,NA,0.3,NA
1998,12,17,17/12/1998,4,4,-0.093900123,0.194029851,0.007462687,2.6,0.1
1998,12,21,21/12/1998,4,4,0.093179465,0.276119403,0.014925373,3.7,0.2
1998,12,23,23/12/1998,4,4,0.1323862,0.164179104,0.007462687,2.2,0.1
