plant,axis,metamer,organ,element,age,length,Wmax,is_growing,mstruct,senesced_mstruct,Nstruct,amino_acids,proteins,fructan,sucrose,green_area,cytokinins,max_proteins,nitrates,is_over,max_mstruct,starch,senesced_length_element,Nresidual,Ag,Tr,Ts,triosesP
1,MS,1,blade,LeafElement1,240,0.0665,0.003092727,False,0.002400657,0,1.20E-05,0.643467205,6.434672052,0,10.59113382,0.00016331,0.093625623,4250,0,False,0.002400657,0,0,0,0,0,20,0
1,MS,1,sheath,StemElement,240,0.021,,False,0.000810822,0,4.05E-06,0.091405414,0.914054136,0,3.577156676,0.00029621,0.012973155,1127.317627,0,False,0.000810822,0,0,0,0,0,20,0
1,MS,2,blade,LeafElement1,160,0.073,0.002806207,False,0.002391102,0,1.20E-05,0.930003487,9.300034872,0,10.54897941,0.00016266,0.133901712,4250,0,False,0.002391102,0,0,0,0,0,20,0
1,MS,2,sheath,HiddenElement,160,0.021,,False,0.000810822,0,4.05E-06,0.130059572,1.300595724,1.073147003,3.577156676,0.000248,0.01864891,1604.045567,0,False,0.000810822,0,0,0,0,0,20,0
1,MS,2,sheath,StemElement,160,0.003,,False,0.000115832,0,5.79E-07,0.018579939,0.185799389,0,0.511022382,0.00004232,0.00266413,1604.045567,0,False,0.000115832,0,0,0,0,0,20,0
1,MS,3,blade,LeafElement1,80,0.059,0.0024372,True,0.001551144,0,7.76E-06,0.801806135,8.018061351,0,6.843282353,0.00010552,0.1163358,0,0,False,0.001551144,0,0,0,0,0,20,0
