plant,axis,metamer,hiddenzone_age,leaf_pseudo_age,internode_pseudo_age,leaf_is_growing,internode_is_growing,leaf_pseudostem_length,internode_distance_to_emerge,leaf_L,internode_L,delta_leaf_pseudo_age,delta_internode_pseudo_age,delta_internode_distance_to_emerge,delta_internode_L,delta_leaf_L,delta_leaf_pseudostem_length,leaf_Lmax,lamina_Lmax,sheath_Lmax,leaf_Wmax,SSLW,LSSW,leaf_is_emerged,internode_Lmax,LSIW,internode_is_visible,sucrose,amino_acids,fructan,proteins,leaf_enclosed_mstruct,internode_enclosed_mstruct,mstruct,leaf_enclosed_Nstruct,internode_enclosed_Nstruct,Nstruct,mean_conc_sucrose,is_over,leaf_is_remobilizing,internode_is_remobilizing,leaf_Lmax_em,internode_Lmax_lig,ratio_DZ
1,MS,3,3561480,1570000,864000,True,True,0.024,0.024,0.083,0,3600,3600,0,0,0,0,0.100847222,0.076864865,0.024689189,0.0024372,14.7,0.04,True,NA,0.04,False,3.862598681,0.508060762,3.862598681,5.080607621,0.000875522,0,0.000875522,4.38E-06,0,4.38E-06,1200,False,False,False,0.100847222,NA,1
1,MS,4,3013560,757000,0,True,True,0.024,0.024,0.01325,0,3600,0,0,0,0,0,0.119413793,0.094689655,0.024724138,NA,NA,NA,False,NA,NA,False,1.477334665,0.278261535,0.738667333,2.782615347,0.000334863,0,0.000334863,1.67E-06,0,1.67E-06,1200,False,False,False,0.119413793,NA,1
1,MS,5,2465640,0,0,True,False,0.024,0.024,0.00084375,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,0.043624182,0.017984048,0,0.179840484,9.89E-06,0,9.89E-06,4.94E-08,0,4.94E-08,1200,False,False,False,NA,NA,1
1,MS,6,1917720,0,0,True,False,0.024,0.024,0.0003625,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,0.014871342,0.006130704,0,0.061307037,3.37E-06,0,3.37E-06,1.69E-08,0,1.69E-08,NA,False,False,False,NA,NA,1
1,MS,7,1369800,0,0,True,False,0.024,0.024,0.00019,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,0.006570672,0.002708756,0,0.027087563,1.49E-06,0,1.49E-06,7.45E-09,0,7.45E-09,NA,False,False,False,NA,NA,1
1,MS,8,821880,0,0,True,False,0.024,0.024,0.0001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,0.002954884,0.00121815,0,0.012181497,6.70E-07,0,6.70E-07,3.35E-09,0,3.35E-09,NA,False,False,False,NA,NA,1
1,MS,9,273960,0,0,True,False,0.024,0.024,0.00007,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,False,NA,NA,False,0.00191468,0.000789326,0,0.007893259,4.34E-07,0,4.34E-07,2.17E-09,0,2.17E-09,NA,False,False,False,NA,NA,1
