t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
641,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,48.61213,0.00000,NA,NA,NA,6.57445,NA,598.95741,0.00000,NA,NA,NA,NA,2311200.00000,NA,NA,NA,NA,2749.07191,NA,NA,NA,35953.91981,7285.85416,NA,NA,NA
641,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.89919,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134.30555,NA,NA
641,1,MS,roots,0.85870,6.76139,0.02716,0.08091,0.00000,254.45895,0.81725,0.01513,NA,0.49806,0.44839,NA,NA,0.31401,22.24027,0.16439,NA,0.00000,NA,NA,1086.27770,1.65509,29.96169,1.12945,NA,5.51359,0.00000,1.53014,492.76375,NA,0.00000,0.00000,0.00456,NA,NA,45.61575,88.96108,1.26047
642,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,47.85353,0.00000,NA,NA,NA,6.50665,NA,589.61066,0.00000,NA,NA,NA,NA,2314800.00000,NA,NA,NA,NA,2755.61189,NA,NA,NA,36023.76780,7285.85416,NA,NA,NA
642,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.09715,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072.43772,NA,NA
642,1,MS,roots,0.74193,5.85577,0.02204,0.07561,0.00000,233.07628,2.23761,0.01514,NA,0.12871,0.11319,NA,NA,0.08027,19.21610,0.04242,NA,0.00000,NA,NA,1086.29043,1.57743,28.40316,0.28511,NA,4.78438,0.00000,1.53222,492.48700,NA,0.00000,0.00000,0.00426,NA,NA,12.52057,76.86440,0.32216
643,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,47.08353,0.00000,NA,NA,NA,6.43601,NA,580.12337,0.00000,NA,NA,NA,NA,2318400.00000,NA,NA,NA,NA,2762.08308,NA,NA,NA,36092.51245,7285.85416,NA,NA,NA
643,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.25893,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.63631,NA,NA
643,1,MS,roots,0.74193,5.16850,0.02595,0.07568,0.00000,215.84832,0.64291,0.01514,NA,0.41875,0.37710,NA,NA,0.26746,19.21610,0.13803,NA,0.00000,NA,NA,1087.13899,1.51041,27.05253,0.94988,NA,5.63294,0.00000,1.53222,492.88649,NA,0.00000,0.00000,0.00426,NA,NA,45.28436,76.86440,1.06332
644,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,46.28827,0.00000,NA,NA,NA,6.36140,NA,570.32480,0.00000,NA,NA,NA,NA,2322000.00000,NA,NA,NA,NA,2768.48128,NA,NA,NA,36160.12174,7285.85416,NA,NA,NA
644,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.41421,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949.18043,NA,NA
644,1,MS,roots,0.63531,4.69759,0.01699,0.05836,0.00000,204.98941,1.54923,0.01515,NA,0.13066,0.11511,NA,NA,0.08253,16.45452,0.04302,NA,0.00000,NA,NA,1086.92309,1.45635,25.94436,0.28995,NA,4.78174,0.00000,1.53400,492.74002,NA,0.00000,0.00000,0.00329,NA,NA,14.49927,65.81808,0.32830
645,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,45.50370,0.00000,NA,NA,NA,6.28921,NA,560.65796,0.00000,NA,NA,NA,NA,2325600.00000,NA,NA,NA,NA,2774.80631,NA,NA,NA,36226.58749,7285.85416,NA,NA,NA
645,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.67730,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889.65599,NA,NA
645,1,MS,roots,0.63531,4.83156,0.02043,0.05841,0.00000,212.86275,0.60800,0.01515,NA,0.41585,0.37467,NA,NA,0.26589,16.45452,0.13691,NA,0.00000,NA,NA,1087.88954,1.44967,25.67911,0.94375,NA,5.74818,0.00000,1.53400,493.16940,NA,0.00000,0.00000,0.00329,NA,NA,45.67847,65.81808,1.05640
646,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,44.68842,0.00000,NA,NA,NA,6.21173,NA,550.61277,0.00000,NA,NA,NA,NA,2329200.00000,NA,NA,NA,NA,2781.05614,NA,NA,NA,36291.89109,7285.85416,NA,NA,NA
646,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.90103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.04735,NA,NA
646,1,MS,roots,0.60595,4.20819,0.01436,0.04878,0.00000,195.95806,1.42118,0.01516,NA,0.12330,0.10862,NA,NA,0.07820,15.69399,0.04055,NA,0.00000,NA,NA,1087.58600,1.38206,24.34275,0.27360,NA,4.83869,0.00000,1.53569,493.05734,NA,0.00000,0.00000,0.00275,NA,NA,14.32765,62.77598,0.31012
647,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,43.87150,0.00000,NA,NA,NA,6.13327,NA,540.54746,0.00000,NA,NA,NA,NA,2332800.00000,NA,NA,NA,NA,2787.22820,NA,NA,NA,36356.01348,7285.85416,NA,NA,NA
647,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.15338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771.45895,NA,NA
647,1,MS,roots,0.60595,3.93777,0.01726,0.04882,0.00000,189.86115,0.52390,0.01516,NA,0.35518,0.31962,NA,NA,0.22943,15.69399,0.11681,NA,0.00000,NA,NA,1088.56431,1.34164,23.49564,0.80509,NA,5.81701,0.00000,1.53569,493.42825,NA,0.00000,0.00000,0.00275,NA,NA,43.72219,62.77598,0.90424
648,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,43.01669,0.00000,NA,NA,NA,6.04713,NA,530.01511,0.00000,NA,NA,NA,NA,2336400.00000,NA,NA,NA,NA,2793.31792,NA,NA,NA,36418.92605,7285.85416,NA,NA,NA
648,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.31557,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712.26324,NA,NA
648,1,MS,roots,0.46894,3.17783,0.01890,0.06431,0.00000,165.15902,0.84055,0.01517,NA,0.13193,0.11656,NA,NA,0.08546,12.14554,0.04335,NA,0.00000,NA,NA,1088.04864,1.25332,21.82773,0.29360,NA,4.83240,0.00000,1.53701,493.40231,NA,0.00000,0.00000,0.00362,NA,NA,18.26956,48.58217,0.33395
649,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,42.10647,0.00000,NA,NA,NA,5.94928,NA,518.80018,0.00000,NA,NA,NA,NA,2340000.00000,NA,NA,NA,NA,2799.31507,NA,NA,NA,36480.55223,7285.85416,NA,NA,NA
649,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.26131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650.67270,NA,NA
649,1,MS,roots,0.46894,2.10768,0.02354,0.06434,0.00000,123.82431,0.28605,0.01517,NA,0.23462,0.21126,NA,NA,0.15997,12.14554,0.07710,NA,0.00000,NA,NA,1089.23567,1.11395,19.30232,0.53213,NA,6.01943,0.00000,1.53701,493.63332,NA,0.00000,0.00000,0.00362,NA,NA,44.35242,48.58217,0.60584
650,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,41.19073,0.00000,NA,NA,NA,5.84948,NA,507.51721,0.00000,NA,NA,NA,NA,2343600.00000,NA,NA,NA,NA,2805.21425,NA,NA,NA,36540.86777,7285.85416,NA,NA,NA
650,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.27272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590.80143,NA,NA
650,1,MS,roots,0.31820,2.00377,0.01069,0.02963,0.00000,121.92271,0.41357,0.01517,NA,0.15181,0.13515,NA,NA,0.10297,8.24134,0.04985,NA,0.00000,NA,NA,1089.47052,1.08181,18.65062,0.34042,NA,5.93607,0.00000,1.53790,493.75088,NA,0.00000,0.00000,0.00167,NA,NA,28.76027,32.96536,0.38993
651,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,40.29445,0.00000,NA,NA,NA,5.75154,NA,496.47410,0.00000,NA,NA,NA,NA,2347200.00000,NA,NA,NA,NA,2811.01296,NA,NA,NA,36599.85006,7285.85416,NA,NA,NA
651,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.41558,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533.67942,NA,NA
651,1,MS,roots,0.31820,2.07597,0.01291,0.02965,0.00000,127.91365,0.27943,0.01517,NA,0.28874,0.26156,NA,NA,0.19698,8.24134,0.09482,NA,0.00000,NA,NA,1090.70396,1.07313,18.40664,0.65883,NA,7.16952,0.00000,1.53790,494.12086,NA,0.00000,0.00000,0.00167,NA,NA,53.26439,32.96536,0.74728
652,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,39.39712,0.00000,NA,NA,NA,5.65201,NA,485.41795,0.00000,NA,NA,NA,NA,2350800.00000,NA,NA,NA,NA,2816.71429,NA,NA,NA,36657.55171,7285.85416,NA,NA,NA
652,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.63025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478.39877,NA,NA
652,1,MS,roots,0.39485,1.97314,0.01271,0.03240,0.00000,125.98621,0.48160,0.01518,NA,0.14468,0.12853,NA,NA,0.09762,10.22667,0.04748,NA,0.00000,NA,NA,1090.39252,1.04186,17.77996,0.32376,NA,6.46323,0.00000,1.53900,494.22514,NA,0.00000,0.00000,0.00182,NA,NA,26.47984,40.90668,0.37083
653,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,38.56512,0.00000,NA,NA,NA,5.56210,NA,475.16670,0.00000,NA,NA,NA,NA,2354400.00000,NA,NA,NA,NA,2822.32079,NA,NA,NA,36713.99809,7285.85416,NA,NA,NA
653,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428.27480,NA,NA
653,1,MS,roots,0.39485,2.53046,0.01484,0.03243,0.00000,155.04711,0.37927,0.01518,NA,0.33150,0.29951,NA,NA,0.22011,10.22667,0.10879,NA,0.00000,NA,NA,1091.47313,1.09074,18.51559,0.75444,NA,7.54383,0.00000,1.53900,494.64358,NA,0.00000,0.00000,0.00182,NA,NA,50.33211,40.90668,0.85112
654,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,37.81991,0.00000,NA,NA,NA,5.48308,NA,465.98485,0.00000,NA,NA,NA,NA,2358000.00000,NA,NA,NA,NA,2827.84287,NA,NA,NA,36769.30072,7285.85416,NA,NA,NA
654,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.01046,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384.92316,NA,NA
654,1,MS,roots,0.67654,3.44760,0.03228,0.08414,0.00000,199.63798,2.62595,0.01518,NA,0.07295,0.06395,NA,NA,0.04604,17.52228,0.02391,NA,0.00000,NA,NA,1090.92792,1.16284,19.63712,0.16109,NA,6.32209,0.00000,1.54090,494.42425,NA,0.00000,0.00000,0.00473,NA,NA,8.30026,70.08910,0.18294
655,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,37.16399,0.00000,NA,NA,NA,5.41116,NA,457.90312,0.00000,NA,NA,NA,NA,2361600.00000,NA,NA,NA,NA,2833.28998,NA,NA,NA,36823.59353,7285.85416,NA,NA,NA
655,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.11932,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347.19182,NA,NA
655,1,MS,roots,0.67654,3.97460,0.03145,0.08419,0.00000,225.59738,0.75407,0.01518,NA,0.31555,0.28157,NA,NA,0.19923,17.52228,0.10343,NA,0.00000,NA,NA,1090.76524,1.19090,20.02479,0.70924,NA,6.15941,0.00000,1.54090,494.68756,NA,0.00000,0.00000,0.00473,NA,NA,32.46534,70.08910,0.79635
656,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,36.60576,0.00000,NA,NA,NA,5.34406,NA,451.02515,0.00000,NA,NA,NA,NA,2365200.00000,NA,NA,NA,NA,2838.66726,NA,NA,NA,36876.99869,7285.85416,NA,NA,NA
656,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.47495,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316.04021,NA,NA
656,1,MS,roots,0.58594,4.58804,0.03443,0.11454,0.00000,255.14522,3.11244,0.01519,NA,0.08195,0.07184,NA,NA,0.05049,15.17593,0.02683,NA,0.00000,NA,NA,1090.14530,1.22144,20.48381,0.18096,NA,4.95353,0.00000,1.54254,494.34906,NA,0.00000,0.00000,0.00644,NA,NA,7.30199,60.70372,0.20428
657,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,36.14593,0.00000,NA,NA,NA,5.27872,NA,445.35951,0.00000,NA,NA,NA,NA,2368800.00000,NA,NA,NA,NA,2843.97870,NA,NA,NA,36929.67177,7285.85416,NA,NA,NA
657,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.97634,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290.47074,NA,NA
657,1,MS,roots,0.58594,4.74871,0.03343,0.11460,0.00000,264.73815,0.74272,0.01519,NA,0.35066,0.31271,NA,NA,0.21803,15.17593,0.11481,NA,0.00000,NA,NA,1090.00118,1.21825,20.42341,0.78769,NA,4.80941,0.00000,1.54254,494.61489,NA,0.00000,0.00000,0.00644,NA,NA,30.74980,60.70372,0.88140
658,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,35.71910,0.00000,NA,NA,NA,5.21144,NA,440.10040,0.00000,NA,NA,NA,NA,2372400.00000,NA,NA,NA,NA,2849.22313,NA,NA,NA,36981.70400,7285.85416,NA,NA,NA
658,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.52781,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267.38913,NA,NA
658,1,MS,roots,0.56041,4.49265,0.02624,0.10318,0.00000,257.48718,2.63460,0.01520,NA,0.08079,0.07086,NA,NA,0.04966,14.51467,0.02642,NA,0.00000,NA,NA,1089.94177,1.18640,19.90826,0.17850,NA,4.18958,0.00000,1.54411,494.29605,NA,0.00000,0.00000,0.00580,NA,NA,7.14430,58.05868,0.20132
659,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,35.33193,0.00000,NA,NA,NA,5.14834,NA,435.33003,0.00000,NA,NA,NA,NA,2376000.00000,NA,NA,NA,NA,2854.40247,NA,NA,NA,37033.14858,7285.85416,NA,NA,NA
659,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.18165,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246.39968,NA,NA
659,1,MS,roots,0.56041,4.52166,0.02720,0.10323,0.00000,261.24801,0.65660,0.01520,NA,0.33631,0.29992,NA,NA,0.20898,14.51467,0.11000,NA,0.00000,NA,NA,1090.09572,1.17482,19.73935,0.75546,NA,4.34353,0.00000,1.54411,494.56023,NA,0.00000,0.00000,0.00580,NA,NA,29.91171,58.05868,0.84521
660,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,34.92134,0.00000,NA,NA,NA,5.08276,NA,430.27118,0.00000,NA,NA,NA,NA,2379600.00000,NA,NA,NA,NA,2859.51733,NA,NA,NA,37084.01709,7285.85416,NA,NA,NA
660,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.80801,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.70243,NA,NA
660,1,MS,roots,0.51276,4.02622,0.01952,0.08968,0.00000,242.80215,1.87667,0.01521,NA,0.08189,0.07189,NA,NA,0.05055,13.28050,0.02676,NA,0.00000,NA,NA,1089.85120,1.12640,18.94717,0.18108,NA,3.58625,0.00000,1.54554,494.30748,NA,0.00000,0.00000,0.00504,NA,NA,7.69397,53.12201,0.20432
661,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,34.58430,0.00000,NA,NA,NA,5.03000,NA,426.11842,0.00000,NA,NA,NA,NA,2383200.00000,NA,NA,NA,NA,2864.57343,NA,NA,NA,37134.34742,7285.85416,NA,NA,NA
661,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.69344,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.84203,NA,NA
661,1,MS,roots,0.51276,4.81865,0.02117,0.08973,0.00000,279.70320,0.62820,0.01521,NA,0.35872,0.32002,NA,NA,0.22167,13.28050,0.11722,NA,0.00000,NA,NA,1090.15482,1.16878,19.67446,0.80609,NA,3.88987,0.00000,1.54554,494.61331,NA,0.00000,0.00000,0.00504,NA,NA,29.83766,53.12201,0.90041
662,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,34.25308,0.00000,NA,NA,NA,4.97782,NA,422.03739,0.00000,NA,NA,NA,NA,2386800.00000,NA,NA,NA,NA,2869.57674,NA,NA,NA,37184.18727,7285.85416,NA,NA,NA
662,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.62361,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.79030,NA,NA
662,1,MS,roots,0.58091,4.66635,0.02570,0.11223,0.00000,276.21644,3.02783,0.01522,NA,0.07039,0.06176,NA,NA,0.04296,15.04553,0.02298,NA,0.00000,NA,NA,1090.61849,1.14780,19.33691,0.15556,NA,3.77264,0.00000,1.54717,494.22808,NA,0.00000,0.00000,0.00631,NA,NA,5.81422,60.18212,0.17511
663,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,33.96171,0.00000,NA,NA,NA,4.92911,NA,418.44735,0.00000,NA,NA,NA,NA,2390400.00000,NA,NA,NA,NA,2874.52989,NA,NA,NA,37233.57953,7285.85416,NA,NA,NA
663,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.63414,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.63698,NA,NA
663,1,MS,roots,0.58091,4.71032,0.02589,0.11228,0.00000,280.21954,0.64987,0.01522,NA,0.33184,0.29576,NA,NA,0.20474,15.04553,0.10832,NA,0.00000,NA,NA,1090.64605,1.14011,19.23214,0.74500,NA,3.80020,0.00000,1.54717,494.46943,NA,0.00000,0.00000,0.00631,NA,NA,27.54434,60.18212,0.83235
664,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,33.64530,0.00000,NA,NA,NA,4.87741,NA,414.54887,0.00000,NA,NA,NA,NA,2394000.00000,NA,NA,NA,NA,2879.43252,NA,NA,NA,37282.53255,7285.85416,NA,NA,NA
664,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.60272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158.60845,NA,NA
664,1,MS,roots,0.51163,4.25272,0.01965,0.09628,0.00000,262.58992,2.11967,0.01522,NA,0.07746,0.06804,NA,NA,0.04745,13.25127,0.02526,NA,0.00000,NA,NA,1090.71974,1.09928,18.56530,0.17139,NA,3.36226,0.00000,1.54860,494.17186,NA,0.00000,0.00000,0.00541,NA,NA,6.74574,53.00506,0.19295
665,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,33.33701,0.00000,NA,NA,NA,4.82950,NA,410.75035,0.00000,NA,NA,NA,NA,2397600.00000,NA,NA,NA,NA,2884.28575,NA,NA,NA,37331.03646,7285.85416,NA,NA,NA
665,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.62498,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142.85735,NA,NA
665,1,MS,roots,0.51163,4.24692,0.02135,0.09633,0.00000,264.44440,0.55481,0.01522,NA,0.31726,0.28302,NA,NA,0.19641,13.25127,0.10347,NA,0.00000,NA,NA,1091.00979,1.08888,18.40203,0.71289,NA,3.65230,0.00000,1.54860,494.42091,NA,0.00000,0.00000,0.00541,NA,NA,27.95729,53.00506,0.79669
666,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,32.97563,0.00000,NA,NA,NA,4.77625,NA,406.29768,0.00000,NA,NA,NA,NA,2401200.00000,NA,NA,NA,NA,2889.08809,NA,NA,NA,37379.05255,7285.85416,NA,NA,NA
666,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.54536,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124.82216,NA,NA
666,1,MS,roots,0.46890,3.63532,0.01789,0.09201,0.00000,238.43478,1.56508,0.01523,NA,0.07744,0.06808,NA,NA,0.04779,12.14439,0.02523,NA,0.00000,NA,NA,1091.02987,1.03531,17.49995,0.17150,NA,3.20349,0.00000,1.54991,494.19030,NA,0.00000,0.00000,0.00517,NA,NA,7.44095,48.57755,0.19331
667,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,32.59103,0.00000,NA,NA,NA,4.72171,NA,401.55898,0.00000,NA,NA,NA,NA,2404800.00000,NA,NA,NA,NA,2893.83651,NA,NA,NA,37426.52751,7285.85416,NA,NA,NA
667,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.42226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.56645,NA,NA
667,1,MS,roots,0.46890,3.30157,0.02089,0.09205,0.00000,224.29160,0.44228,0.01523,NA,0.26843,0.23957,NA,NA,0.16834,12.14439,0.08747,NA,0.00000,NA,NA,1091.56723,0.99943,16.88935,0.60344,NA,3.74085,0.00000,1.54991,494.39874,NA,0.00000,0.00000,0.00517,NA,NA,27.92496,48.57755,0.67635
668,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,32.13899,0.00000,NA,NA,NA,4.65942,NA,395.98942,0.00000,NA,NA,NA,NA,2408400.00000,NA,NA,NA,NA,2898.52663,NA,NA,NA,37473.39861,7285.85416,NA,NA,NA
668,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.15433,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083.39365,NA,NA
668,1,MS,roots,0.36827,2.66753,0.01198,0.06019,0.00000,194.02371,0.86979,0.01523,NA,0.08493,0.07483,NA,NA,0.05353,9.53808,0.02766,NA,0.00000,NA,NA,1091.47534,0.93522,15.79342,0.18850,NA,3.28070,0.00000,1.55095,494.31087,NA,0.00000,0.00000,0.00338,NA,NA,10.06147,38.15233,0.21329
669,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,31.66451,0.00000,NA,NA,NA,4.59598,NA,390.14326,0.00000,NA,NA,NA,NA,2412000.00000,NA,NA,NA,NA,2903.15391,NA,NA,NA,37519.59800,7285.85416,NA,NA,NA
669,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.85548,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060.22523,NA,NA
669,1,MS,roots,0.36827,2.43521,0.01465,0.06021,0.00000,183.67481,0.33195,0.01523,NA,0.23107,0.20648,NA,NA,0.14797,9.53808,0.07525,NA,0.00000,NA,NA,1092.20447,0.90261,15.22486,0.52010,NA,4.00982,0.00000,1.55095,494.52371,NA,0.00000,0.00000,0.00338,NA,NA,29.41672,38.15233,0.58552
670,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,31.13601,0.00000,NA,NA,NA,4.52593,NA,383.63145,0.00000,NA,NA,NA,NA,2415600.00000,NA,NA,NA,NA,2907.71441,NA,NA,NA,37565.07060,7285.85416,NA,NA,NA
670,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.44646,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.93243,NA,NA
