t,plant,axis,metamer,AA_consumption_mstruct,D_Fructan,D_Proteins,LSIW,LSSW,Nstruct,Respi_growth,SSLW,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,amino_acids,delta_internode_L,delta_internode_distance_to_emerge,delta_internode_pseudo_age,delta_leaf_L,delta_leaf_pseudo_age,delta_leaf_pseudostem_length,fructan,hiddenzone_age,internode_L,internode_Lmax,internode_Lmax_lig,internode_distance_to_emerge,internode_enclosed_Nstruct,internode_enclosed_mstruct,internode_is_growing,internode_is_remobilizing,internode_is_visible,internode_pseudo_age,is_over,lamina_Lmax,leaf_L,leaf_Lmax,leaf_Lmax_em,leaf_Wmax,leaf_enclosed_Nstruct,leaf_enclosed_mstruct,leaf_is_emerged,leaf_is_growing,leaf_is_remobilizing,leaf_pseudo_age,leaf_pseudostem_length,mean_conc_sucrose,mstruct,nb_replications,proteins,ratio_DZ,sheath_Lmax,sucrose,sucrose_consumption_mstruct
42,1,MS,6,0.00000551,0.00910518,6.39100501,NA,NA,0.00000002,0.00018433,NA,57.52723835,88.64775650,0.00029901,0.00039145,0.00022749,0.00000000,0.00000000,0.00000000,0.00000265,0.00000000,0.00000000,0.00910518,2270215.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00082491,NA,NA,NA,0.00000002,0.00000366,False,True,False,0.00000000,0.02900000,2553.77419958,0.00000366,2.50000000,0.07250145,1.00000000,NA,0.00773905,0.00055299
42,1,MS,7,0.00000176,0.00311270,6.47418497,NA,NA,0.00000001,0.00005873,NA,57.52738334,88.65451681,0.00010168,0.00013434,0.00007744,0.00000000,0.00000000,0.00000000,0.00000108,0.00000000,0.00000000,0.00311270,1722295.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035288,NA,NA,NA,0.00000001,0.00000125,False,True,False,0.00000000,0.02900000,NA,0.00000125,3.00000000,0.02499737,1.00000000,NA,0.00263403,0.00017618
42,1,MS,8,0.00000067,0.00136925,6.57338549,NA,NA,0.00000000,0.00002251,NA,57.52746419,88.65830032,0.00004427,0.00005912,0.00003375,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.00136925,1174375.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018014,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01106268,1.00000000,NA,0.00114811,0.00006753
42,1,MS,9,0.00000023,0.00052002,6.68406294,NA,NA,0.00000000,0.00000758,NA,57.52753540,88.66158845,0.00001667,0.00002253,0.00001273,0.00000000,0.00000000,0.00000000,0.00000022,0.00000000,0.00000000,0.00052002,626455.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007866,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00424176,1.00000000,NA,0.00043293,0.00002275
42,1,MS,10,0.00000013,0.00036199,6.79377493,NA,NA,0.00000000,0.00000442,NA,57.52755608,88.66259121,0.00001148,0.00001570,0.00000878,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00036199,78535.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005564,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00297292,1.00000000,NA,0.00029853,0.00001325
43,1,MS,3,0.00618419,3.94912095,1.53022337,1.00000000,0.09000000,0.00001059,0.20671700,22.00000000,53.93599979,27.19926862,0.03082980,0.12785304,0.13058442,0.00000000,0.00000000,0.00000000,0.00018061,1982.14191776,0.00000000,8.27742263,3915957.36276082,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,944517.36276082,False,0.09756084,0.10026312,0.12823397,0.12280000,0.00400000,0.00001058,0.00212605,True,True,False,1650517.36276082,0.02895000,1800.00000000,0.00212737,1.00000000,10.61711644,0.00000000,0.03067313,4.41205668,0.62015101
43,1,MS,4,0.00279363,3.94905480,2.62435277,NA,0.15794247,0.00000338,0.09338180,18.28892770,53.93666917,40.95612722,0.02554605,0.04178426,0.04149359,0.00000006,-0.00000000,0.00000000,0.00013385,1982.14191776,-0.00000006,4.75756312,3368037.36276082,0.00001213,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.10005594,0.03185901,0.13437513,0.13310000,0.00467028,0.00000338,0.00067604,True,True,False,837517.36276082,0.02893793,1832.84947739,0.00067623,1.50000000,5.78796468,0.24495109,0.03431919,1.40249273,0.28014539
43,1,MS,5,0.00009066,0.03828067,4.69890985,NA,NA,0.00000009,0.00303061,NA,53.93758756,83.40800549,0.00139485,0.00154295,0.00109510,0.00000029,-0.00000006,0.00000000,0.00002612,1982.14191776,-0.00000035,0.03828067,2820117.36276082,0.00006063,NA,NA,0.02893793,0.00000000,0.00000016,True,False,False,0.00000000,False,0.10325392,0.00275791,0.14410419,0.14405987,NA,0.00000009,0.00001768,False,True,False,41439.29752124,0.02887759,1899.02496753,0.00001784,2.00000000,0.27341958,1.00000000,0.04080595,0.03700325,0.00909183
43,1,MS,6,0.00000546,0.00930046,6.07431792,NA,NA,0.00000002,0.00018263,NA,53.93779106,83.42277914,0.00028224,0.00037114,0.00022556,0.00000000,0.00000000,0.00000000,0.00000263,0.00000000,0.00000000,0.00930046,2272197.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00082753,NA,NA,NA,0.00000002,0.00000367,False,True,False,0.00000000,0.02900000,2532.79671403,0.00000367,2.50000000,0.07278667,1.00000000,NA,0.00762016,0.00054789
43,1,MS,7,0.00000174,0.00317893,6.15468343,NA,NA,0.00000001,0.00005817,NA,53.93792496,83.42895745,0.00009594,0.00012736,0.00007676,0.00000000,0.00000000,0.00000000,0.00000107,0.00000000,0.00000000,0.00317893,1724277.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035395,NA,NA,NA,0.00000001,0.00000125,False,True,False,0.00000000,0.02900000,NA,0.00000125,3.00000000,0.02509433,1.00000000,NA,0.00259287,0.00017450
43,1,MS,8,0.00000067,0.00139813,6.25153765,NA,NA,0.00000000,0.00002228,NA,53.93799961,83.43241608,0.00004175,0.00005604,0.00003344,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.00139813,1176357.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018064,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01110487,1.00000000,NA,0.00112964,0.00006684
43,1,MS,9,0.00000022,0.00053092,6.35868190,NA,NA,0.00000000,0.00000750,NA,53.93806539,83.43542061,0.00001572,0.00002136,0.00001261,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,0.00000000,0.00053092,628437.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007887,NA,NA,NA,0.00000000,0.00000021,False,True,False,0.00000000,0.02900000,NA,0.00000021,3.00000000,0.00425764,1.00000000,NA,0.00042581,0.00002251
43,1,MS,10,0.00000013,0.00036952,6.46570399,NA,NA,0.00000000,0.00000437,NA,53.93808447,83.43633778,0.00001082,0.00001488,0.00000869,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00036952,80517.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005578,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00298385,1.00000000,NA,0.00029348,0.00001311
44,1,MS,3,0.00598584,3.85556813,1.46246006,1.00000000,0.09000000,0.00001060,0.20008680,22.00000000,51.00121944,25.82744240,0.02808177,0.12069587,0.12917056,0.00000000,0.00000000,0.00000000,0.00017473,1924.63462483,0.00000000,8.31997962,3917881.99738564,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,946441.99738564,False,0.09756613,0.10043785,0.12824091,0.12280000,0.00400000,0.00001059,0.00212787,True,True,False,1652441.99738564,0.02895000,1800.00000000,0.00212919,1.00000000,10.59459022,0.00000000,0.03067479,4.33170556,0.60026040
44,1,MS,4,0.00272785,3.85550599,2.49815976,NA,0.15794247,0.00000341,0.09118296,18.28892770,51.00183248,38.84728432,0.02445051,0.03983999,0.04135307,0.00000006,0.00000000,0.00000000,0.00012997,1924.63462483,-0.00000006,4.77542578,3369961.99738564,0.00001218,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10005979,0.03198898,0.13438029,0.13310000,0.00467028,0.00000341,0.00068171,True,True,False,839441.99738564,0.02893787,1832.84947739,0.00068191,1.50000000,5.79604580,0.24414913,0.03432051,1.38732344,0.27354887
44,1,MS,5,0.00008913,0.03919031,4.46412442,NA,NA,0.00000009,0.00297925,NA,51.00268622,79.19990477,0.00134358,0.00148023,0.00109743,0.00000028,-0.00000006,0.00000000,0.00002547,1924.63462483,-0.00000034,0.03919031,2822041.99738564,0.00006091,NA,NA,0.02893787,0.00000000,0.00000016,True,False,False,0.00000000,False,0.10325392,0.00278338,0.14410520,0.14405987,NA,0.00000009,0.00001793,False,True,False,43363.93214606,0.02887724,1899.42622071,0.00001809,2.00000000,0.27477607,1.00000000,0.04080595,0.03680603,0.00893775
44,1,MS,6,0.00000531,0.00948714,5.82082589,NA,NA,0.00000002,0.00017744,NA,51.00287507,79.21373729,0.00026902,0.00035467,0.00022383,0.00000000,0.00000000,0.00000000,0.00000255,0.00000000,0.00000000,0.00948714,2274121.99738564,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00083008,NA,NA,NA,0.00000002,0.00000369,False,True,False,0.00000000,0.02900000,2512.43580750,0.00000369,2.50000000,0.07305833,1.00000000,NA,0.00750523,0.00053232
44,1,MS,7,0.00000169,0.00324239,5.89905258,NA,NA,0.00000001,0.00005649,NA,51.00300038,79.21946919,0.00009142,0.00012170,0.00007615,0.00000000,0.00000000,0.00000000,0.00000104,0.00000000,0.00000000,0.00324239,1726201.99738564,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035499,NA,NA,NA,0.00000001,0.00000125,False,True,False,0.00000000,0.02900000,NA,0.00000125,3.00000000,0.02518665,1.00000000,NA,0.00255310,0.00016948
44,1,MS,8,0.00000065,0.00142576,5.99424951,NA,NA,0.00000000,0.00002163,NA,51.00307023,79.22267869,0.00003976,0.00005354,0.00003316,0.00000000,0.00000000,0.00000000,0.00000048,0.00000000,0.00000000,0.00142576,1178281.99738564,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018112,NA,NA,NA,0.00000000,0.00000055,False,True,False,0.00000000,0.02900000,NA,0.00000055,3.00000000,0.01114502,1.00000000,NA,0.00111180,0.00006488
44,1,MS,9,0.00000022,0.00054133,6.09873317,NA,NA,0.00000000,0.00000728,NA,51.00313180,79.22546566,0.00001496,0.00002040,0.00001250,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,0.00000000,0.00054133,630361.99738564,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007908,NA,NA,NA,0.00000000,0.00000021,False,True,False,0.00000000,0.02900000,NA,0.00000021,3.00000000,0.00427275,1.00000000,NA,0.00041894,0.00002185
44,1,MS,10,0.00000013,0.00037669,6.20384107,NA,NA,0.00000000,0.00000424,NA,51.00314964,79.22631723,0.00001029,0.00001421,0.00000861,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00037669,82441.99738564,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005592,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00299425,1.00000000,NA,0.00028861,0.00001271
45,1,MS,3,0.00566044,3.96734372,1.52229312,1.00000000,0.09000000,0.00001060,0.18920969,22.00000000,0.00000077,27.63095839,0.03204949,-3.15947804,0.13339770,0.00000000,0.00000000,0.00000000,0.00016516,1825.64197131,0.00000000,8.26733131,3919707.63935696,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,948267.63935696,False,0.09757083,0.10060301,0.12824710,0.12280000,0.00400000,0.00001060,0.00212959,True,True,False,1654267.63935696,0.02895000,1800.00000000,0.00213091,1.00000000,10.57968091,0.00000000,0.03067627,4.39812518,0.56762907
45,1,MS,4,0.00260135,3.97327724,2.59038399,NA,0.15794247,0.00000344,0.08695443,18.28892770,53.69259354,41.51624156,0.02721792,0.10774020,0.04300838,0.00000005,0.00000000,0.00000000,0.00012328,1825.64197131,-0.00000006,4.79555548,3371787.63935696,0.00001224,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10006322,0.03211226,0.13438491,0.13310000,0.00467028,0.00000344,0.00068710,True,True,False,841267.63935696,0.02893782,1832.84947739,0.00068729,1.50000000,5.80649489,0.24338670,0.03432169,1.41632425,0.26086328
45,1,MS,5,0.00008555,0.04015236,4.62064123,NA,NA,0.00000009,0.00285964,NA,53.69527157,84.73162609,0.00148025,0.00322781,0.00114744,0.00000027,-0.00000006,0.00000000,0.00002426,1825.64197131,-0.00000034,0.04015236,2823867.63935696,0.00006118,NA,NA,0.02893782,0.00000000,0.00000017,True,False,False,0.00000000,False,0.10325392,0.00280764,0.14410611,0.14405987,NA,0.00000009,0.00001816,False,True,False,45189.57411738,0.02887690,1899.71939176,0.00001833,2.00000000,0.27623596,1.00000000,0.04080595,0.03777647,0.00857893
45,1,MS,6,0.00000504,0.00968001,6.07326790,NA,NA,0.00000002,0.00016842,NA,53.69576157,84.74704732,0.00029371,0.00070877,0.00023186,0.00000000,0.00000000,0.00000000,0.00000242,0.00000000,0.00000000,0.00968001,2275947.63935696,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00083250,NA,NA,NA,0.00000002,0.00000370,False,True,False,0.00000000,0.02900000,2493.12866902,0.00000370,2.50000000,0.07334793,1.00000000,NA,0.00763158,0.00050526
45,1,MS,7,0.00000160,0.00330788,6.15604502,NA,NA,0.00000001,0.00005361,NA,53.69601933,84.75339576,0.00009979,0.00024216,0.00007886,0.00000000,0.00000000,0.00000000,0.00000098,0.00000000,0.00000000,0.00330788,1728027.63935696,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035597,NA,NA,NA,0.00000001,0.00000126,False,True,False,0.00000000,0.02900000,NA,0.00000126,3.00000000,0.02528505,1.00000000,NA,0.00259546,0.00016082
45,1,MS,8,0.00000061,0.00145428,6.25767174,NA,NA,0.00000000,0.00002051,NA,53.69616328,84.75695120,0.00004338,0.00010599,0.00003433,0.00000000,0.00000000,0.00000000,0.00000046,0.00000000,0.00000000,0.00145428,1180107.63935696,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018158,NA,NA,NA,0.00000000,0.00000055,False,True,False,0.00000000,0.02900000,NA,0.00000055,3.00000000,0.01118780,1.00000000,NA,0.00112976,0.00006153
45,1,MS,9,0.00000021,0.00055208,6.36841614,NA,NA,0.00000000,0.00000690,NA,53.69628935,84.76003763,0.00001632,0.00004017,0.00001293,0.00000000,0.00000000,0.00000000,0.00000020,0.00000000,0.00000000,0.00055208,632187.63935696,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007928,NA,NA,NA,0.00000000,0.00000021,False,True,False,0.00000000,0.02900000,NA,0.00000021,3.00000000,0.00428884,1.00000000,NA,0.00042556,0.00002071
45,1,MS,10,0.00000012,0.00038409,6.48054591,NA,NA,0.00000000,0.00000401,NA,53.69632674,84.76098128,0.00001122,0.00002783,0.00000890,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000000,0.00038409,84267.63935696,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005604,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00300531,1.00000000,NA,0.00029304,0.00001204
46,1,MS,3,0.00555127,3.92973655,1.59852213,1.00000000,0.09000000,0.00001061,0.18556058,22.00000000,0.00000016,29.56783779,-0.01639748,-5.50988164,0.13640782,0.00000000,0.00000000,0.00000000,0.00016210,1788.16209383,0.00000000,8.20664538,3921495.80145078,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,950055.80145078,False,0.09757583,0.10076511,0.12825367,0.12280000,0.00400000,0.00001061,0.00213128,True,True,False,1656055.80145078,0.02895000,1800.00000000,0.00213260,1.00000000,10.56993406,0.00000000,0.03067784,4.68746802,0.55668174
46,1,MS,4,0.00256466,3.93926146,2.70980399,NA,0.15794247,0.00000346,0.08572816,18.28892770,58.98749736,44.35314206,0.03000415,0.19468802,0.04424673,0.00000005,0.00000000,0.00000000,0.00012139,1788.16209383,-0.00000005,4.81886503,3373575.80145078,0.00001229,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10006687,0.03223365,0.13438981,0.13310000,0.00467028,0.00000346,0.00069237,True,True,False,843055.80145078,0.02893776,1832.84947739,0.00069257,1.50000000,5.81892476,0.24263638,0.03432294,1.51841433,0.25718448
46,1,MS,5,0.00008509,0.04121076,4.82536844,NA,NA,0.00000009,0.00284431,NA,58.99245549,90.61672044,0.00162261,0.00548222,0.00118675,0.00000026,-0.00000005,0.00000000,0.00002398,1788.16209383,-0.00000032,0.04121076,2825655.80145078,0.00006144,NA,NA,0.02893776,0.00000000,0.00000017,True,False,False,0.00000000,False,0.10325392,0.00283161,0.14410708,0.14405987,NA,0.00000009,0.00001840,False,True,False,46977.73621120,0.02887658,1900.06121274,0.00001857,2.00000000,0.27781283,1.00000000,0.04080595,0.04071550,0.00853294
46,1,MS,6,0.00000498,0.00989189,6.39123230,NA,NA,0.00000002,0.00016660,NA,58.99332311,90.63399840,0.00031905,0.00115991,0.00023762,0.00000000,0.00000000,0.00000000,0.00000239,0.00000000,0.00000000,0.00989189,2277735.80145078,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00083489,NA,NA,NA,0.00000002,0.00000372,False,True,False,0.00000000,0.02900000,2476.67640067,0.00000372,2.50000000,0.07365783,1.00000000,NA,0.00815045,0.00049979
46,1,MS,7,0.00000159,0.00337990,6.47951076,NA,NA,0.00000001,0.00005301,NA,58.99374455,90.64106259,0.00010838,0.00039560,0.00008080,0.00000000,0.00000000,0.00000000,0.00000097,0.00000000,0.00000000,0.00337990,1729815.80145078,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035695,NA,NA,NA,0.00000001,0.00000126,False,True,False,0.00000000,0.02900000,NA,0.00000126,3.00000000,0.02539032,1.00000000,NA,0.00277126,0.00015903
46,1,MS,8,0.00000061,0.00148560,6.58880192,NA,NA,0.00000000,0.00002027,NA,58.99398012,90.64501970,0.00004710,0.00017277,0.00003516,0.00000000,0.00000000,0.00000000,0.00000045,0.00000000,0.00000000,0.00148560,1181895.80145078,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018204,NA,NA,NA,0.00000000,0.00000055,False,True,False,0.00000000,0.02900000,NA,0.00000055,3.00000000,0.01123354,1.00000000,NA,0.00120577,0.00006081
46,1,MS,9,0.00000020,0.00056387,6.70709113,NA,NA,0.00000000,0.00000682,NA,58.99418587,90.64845374,0.00001771,0.00006532,0.00001324,0.00000000,0.00000000,0.00000000,0.00000020,0.00000000,0.00000000,0.00056387,633975.80145078,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007947,NA,NA,NA,0.00000000,0.00000021,False,True,False,0.00000000,0.02900000,NA,0.00000021,3.00000000,0.00430604,1.00000000,NA,0.00045405,0.00002047
46,1,MS,10,0.00000012,0.00039221,6.82760175,NA,NA,0.00000000,0.00000396,NA,58.99424744,90.64950438,0.00001217,0.00004514,0.00000911,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000000,0.00039221,86055.80145078,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005617,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00301713,1.00000000,NA,0.00031252,0.00001189
47,1,MS,3,0.00575289,3.73387310,1.63661698,1.00000000,0.09000000,0.00001062,0.19229998,22.00000000,0.00000018,31.42971491,-0.07121673,-5.42586646,0.14283836,0.00000000,0.00000000,0.00000000,0.00016823,1845.95549270,0.00000000,8.14509275,3923341.75694348,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,951901.75694348,False,0.09758181,0.10093334,0.12826153,0.12280000,0.00400000,0.00001062,0.00213303,True,True,False,1657901.75694348,0.02895000,1800.00000000,0.00213435,1.00000000,10.56110150,0.00000000,0.03067972,5.08034395,0.57689994
47,1,MS,4,0.00266769,3.74215704,2.76360178,NA,0.15794247,0.00000349,0.08917212,18.28892770,63.90421871,47.06609082,0.03353791,0.22562405,0.04662130,0.00000005,0.00000000,0.00000000,0.00012640,1845.95549270,-0.00000005,4.84536468,3375421.75694348,0.00001234,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10007124,0.03236006,0.13439568,0.13310000,0.00467028,0.00000349,0.00069781,True,True,False,844901.75694348,0.02893771,1832.84947739,0.00069801,1.50000000,5.83222995,0.24185685,0.03432444,1.65762844,0.26751637
47,1,MS,5,0.00008937,0.04237343,4.91237006,NA,NA,0.00000009,0.00298727,NA,63.90977482,96.26491237,0.00178579,0.00631612,0.00125744,0.00000027,-0.00000005,0.00000000,0.00002506,1845.95549270,-0.00000032,0.04237343,2827501.75694348,0.00006171,NA,NA,0.02893771,0.00000000,0.00000018,True,False,False,0.00000000,False,0.10325392,0.00285668,0.14410825,0.14405987,NA,0.00000009,0.00001864,False,True,False,48823.69170390,0.02887627,1900.70060268,0.00001882,2.00000000,0.27949883,1.00000000,0.04080595,0.04469641,0.00896180
47,1,MS,6,0.00000519,0.01012238,6.55792533,NA,NA,0.00000002,0.00017358,NA,63.91074259,96.28380337,0.00034803,0.00132026,0.00024940,0.00000000,0.00000000,0.00000000,0.00000249,0.00000000,0.00000000,0.01012238,2279581.75694348,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00083738,NA,NA,NA,0.00000002,0.00000373,False,True,False,0.00000000,0.02900000,2465.94188566,0.00000373,2.50000000,0.07398608,1.00000000,NA,0.00886292,0.00052075
47,1,MS,7,0.00000165,0.00345814,6.64973904,NA,NA,0.00000001,0.00005522,NA,63.91120592,96.29148130,0.00011820,0.00045009,0.00008478,0.00000000,0.00000000,0.00000000,0.00000102,0.00000000,0.00000000,0.00345814,1731661.75694348,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035796,NA,NA,NA,0.00000001,0.00000127,False,True,False,0.00000000,0.02900000,NA,0.00000127,3.00000000,0.02550179,1.00000000,NA,0.00301276,0.00016565
47,1,MS,8,0.00000063,0.00151962,6.76436157,NA,NA,0.00000000,0.00002110,NA,63.91146493,96.29578304,0.00005134,0.00019644,0.00003688,0.00000000,0.00000000,0.00000000,0.00000047,0.00000000,0.00000000,0.00151962,1183741.75694348,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00018251,NA,NA,NA,0.00000000,0.00000055,False,True,False,0.00000000,0.02900000,NA,0.00000055,3.00000000,0.01128196,1.00000000,NA,0.00131026,0.00006331
47,1,MS,9,0.00000021,0.00057668,6.88757983,NA,NA,0.00000000,0.00000710,NA,63.91169106,96.29951511,0.00001930,0.00007423,0.00001388,0.00000000,0.00000000,0.00000000,0.00000020,0.00000000,0.00000000,0.00057668,635821.75694348,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007968,NA,NA,NA,0.00000000,0.00000021,False,True,False,0.00000000,0.02900000,NA,0.00000021,3.00000000,0.00432424,1.00000000,NA,0.00049323,0.00002130
47,1,MS,10,0.00000012,0.00040102,7.01389340,NA,NA,0.00000000,0.00000413,NA,63.91175882,96.30065753,0.00001326,0.00005127,0.00000955,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000000,0.00040102,87901.75694348,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005630,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00302964,1.00000000,NA,0.00033934,0.00001238
48,1,MS,3,0.00605733,3.71162273,1.79207959,1.00000000,0.09000000,0.00001063,0.20247651,22.00000000,0.00000009,35.86874440,-0.06388657,-7.33507990,0.15047027,0.00000000,0.00000000,0.00000000,0.00017748,1932.93169694,0.00000000,8.08106604,3925274.68864042,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,953834.68864042,False,0.09758923,0.10111083,0.12827128,0.12280000,0.00400000,0.00001062,0.00213485,True,True,False,1659834.68864042,0.02895000,1800.00000000,0.00213617,1.00000000,10.55744062,0.00000000,0.03068205,5.62977535,0.60742952
48,1,MS,4,0.00281742,3.72139334,3.01375674,NA,0.15794247,0.00000352,0.09417698,18.28892770,74.96004248,53.65845982,0.03856598,0.29315632,0.04947686,0.00000006,-0.00000000,0.00000000,0.00013382,1932.93169694,-0.00000005,4.87793119,3377354.68864042,0.00001240,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10007670,0.03249388,0.13440300,0.13310000,0.00467028,0.00000352,0.00070351,True,True,False,846834.68864042,0.02893766,1832.84947739,0.00070371,1.50000000,5.84881655,0.24103438,0.03432631,1.84954279,0.28253093
48,1,MS,5,0.00009540,0.04374364,5.34718222,NA,NA,0.00000010,0.00318878,NA,74.96723078,109.87421566,0.00206981,0.00813599,0.00134246,0.00000029,-0.00000005,0.00000000,0.00002664,1932.93169694,-0.00000033,0.04374364,2829434.68864042,0.00006200,NA,NA,0.02893766,0.00000000,0.00000018,True,False,False,0.00000000,False,0.10325392,0.00288332,0.14410970,0.14405987,NA,0.00000009,0.00001891,False,True,False,50756.62340084,0.02887594,1901.78342755,0.00001909,2.00000000,0.28145091,1.00000000,0.04080595,0.05017020,0.00956635
48,1,MS,6,0.00000551,0.01039130,7.19630450,NA,NA,0.00000002,0.00018429,NA,74.96847600,109.89690527,0.00039951,0.00167576,0.00026362,0.00000000,0.00000000,0.00000000,0.00000265,0.00000000,0.00000000,0.01039130,2281514.68864042,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00084004,NA,NA,NA,0.00000002,0.00000375,False,True,False,0.00000000,0.02900000,2462.48427600,0.00000375,2.50000000,0.07436248,1.00000000,NA,0.00984971,0.00055287
