t,plant,axis,metamer,AA_consumption_mstruct,D_Fructan,D_Proteins,LSIW,LSSW,Nstruct,Respi_growth,SSLW,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,amino_acids,delta_internode_L,delta_internode_distance_to_emerge,delta_internode_pseudo_age,delta_leaf_L,delta_leaf_pseudo_age,delta_leaf_pseudostem_length,fructan,hiddenzone_age,internode_L,internode_Lmax,internode_Lmax_lig,internode_distance_to_emerge,internode_enclosed_Nstruct,internode_enclosed_mstruct,internode_is_growing,internode_is_remobilizing,internode_is_visible,internode_pseudo_age,is_over,lamina_Lmax,leaf_L,leaf_Lmax,leaf_Lmax_em,leaf_Wmax,leaf_enclosed_Nstruct,leaf_enclosed_mstruct,leaf_is_emerged,leaf_is_growing,leaf_is_remobilizing,leaf_pseudo_age,leaf_pseudostem_length,mean_conc_sucrose,mstruct,nb_replications,proteins,ratio_DZ,sheath_Lmax,sucrose,sucrose_consumption_mstruct
0,1,MS,3,0.00056344,NA,NA,1.00000000,0.09000000,0.00001021,0.01883382,22.00000000,NA,NA,NA,NA,1.00943656,0.00000000,0.00010000,0.00000000,0.00017518,1670.85866047,0.00000000,6.03000000,3837110.85866047,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,865670.85866047,False,0.09712557,0.09267518,0.12766185,0.12280000,0.00400000,0.00001021,0.00205158,True,True,False,1571670.85866047,0.02895000,1800.00000000,0.00205290,1.00000000,10.10000000,0.00000000,0.03053628,12.02466471,0.05650147
0,1,MS,4,0.00080507,NA,NA,NA,NA,0.00000249,0.02691067,NA,NA,NA,NA,NA,0.47819493,0.00000004,0.00002000,0.00000000,0.00011332,1670.85866047,0.00000000,3.50000000,3289190.85866047,0.00001004,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02661332,0.13398242,0.13310000,NA,0.00000249,0.00049825,False,True,False,758670.85866047,0.02894000,1804.34503255,0.00049842,1.00000000,4.79000000,0.29963916,0.03399352,2.81235731,0.08073202
0,1,MS,5,0.00002894,NA,NA,NA,NA,0.00000006,0.00096731,NA,NA,NA,NA,NA,0.02107106,0.00000020,0.00006000,0.00000000,0.00001091,0.00000000,0.00006000,0.00000000,2741270.85866047,0.00005020,NA,NA,0.02900000,0.00000000,0.00000000,True,False,False,0.00000000,False,NA,0.00201091,NA,NA,NA,0.00000006,0.00001128,False,True,False,0.00000000,0.02900000,1808.97457569,0.00001128,1.00000000,0.21100000,1.00000000,NA,0.06193077,0.00290193
0,1,MS,6,0.00000474,NA,NA,NA,NA,0.00000002,0.00015846,NA,NA,NA,NA,NA,0.00575526,0.00000000,0.00006000,0.00000000,0.00000246,0.00000000,0.00006000,0.00000000,2193350.85866047,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00072246,NA,NA,NA,0.00000002,0.00000306,False,True,False,0.00000000,0.02900000,NA,0.00000306,1.00000000,0.05760000,1.00000000,NA,0.01726615,0.00047539
0,1,MS,7,0.00000153,NA,NA,NA,NA,0.00000001,0.00005119,NA,NA,NA,NA,NA,0.00198847,0.00000000,0.00006000,0.00000000,0.00000101,0.00000000,0.00006000,0.00000000,1645430.85866047,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031101,NA,NA,NA,0.00000001,0.00000105,False,True,False,0.00000000,0.02900000,NA,0.00000105,1.00000000,0.01990000,1.00000000,NA,0.00598522,0.00015358
0,1,MS,8,0.00000060,NA,NA,NA,NA,0.00000000,0.00002013,NA,NA,NA,NA,NA,0.00088140,0.00000000,0.00006000,0.00000000,0.00000048,0.00000000,0.00006000,0.00000000,1097510.85866047,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016048,NA,NA,NA,0.00000000,0.00000047,False,True,False,0.00000000,0.02900000,NA,0.00000047,1.00000000,0.00882000,1.00000000,NA,0.00266946,0.00006040
0,1,MS,9,0.00000021,NA,NA,NA,NA,0.00000000,0.00000686,NA,NA,NA,NA,NA,0.00033879,0.00000000,0.00006000,0.00000000,0.00000021,0.00000000,0.00006000,0.00000000,549590.85866047,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007021,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,1.00000000,0.00339000,1.00000000,NA,0.00102255,0.00002059
0,1,MS,10,0.00000012,NA,NA,NA,NA,0.00000000,0.00000410,NA,NA,NA,NA,NA,0.00023788,0.00000000,0.00006000,0.00000000,0.00000013,0.00000000,0.00006000,0.00000000,1670.85866047,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005013,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,1.00000000,0.00238000,1.00000000,NA,0.00072362,0.00001229
1,1,MS,3,0.00060447,4.20544320,1.39302050,1.00000000,0.09000000,0.00001022,0.02020539,22.00000000,0.00000082,32.90769221,0.14108222,-2.79191169,0.18010169,0.00000000,0.00000000,0.00000000,0.00018776,1792.16757692,0.00000000,6.02845077,3838903.02623739,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,867463.02623739,False,0.09714521,0.09286294,0.12768766,0.12280000,0.00400000,0.00001022,0.00205327,True,True,False,1573463.02623739,0.02895000,1800.00000000,0.00205459,1.00000000,10.16045316,0.00000000,0.03054245,3.64791432,0.06061616
1,1,MS,4,0.00087043,3.51517604,2.70699360,NA,NA,0.00000250,0.02909566,NA,44.21603034,53.17255512,0.03151157,0.45902312,0.04393484,0.00000004,0.00000000,0.00000000,0.00012170,1792.16757692,-0.00000004,3.51517604,3290983.02623739,0.00001008,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02673502,0.13399945,0.13310000,NA,0.00000250,0.00050069,False,True,False,760463.02623739,0.02893996,1808.71668471,0.00050086,1.50000000,4.81320427,0.29757286,0.03399352,0.88728138,0.08728698
1,1,MS,5,0.00003147,0.00038514,5.25252270,NA,NA,0.00000006,0.00105195,NA,44.23140897,101.00390839,0.00123008,0.01077188,0.00099776,0.00000022,-0.00006004,0.00000000,0.00001175,0.00000000,-0.00011024,0.00038514,2743063.02623739,0.00005042,NA,NA,0.02893996,0.00000000,0.00000001,True,False,False,0.00000000,False,NA,0.00202267,NA,NA,NA,0.00000006,0.00001136,False,True,False,0.00000000,0.02888976,1817.64913949,0.00001137,2.00000000,0.21199523,1.00000000,NA,0.02015009,0.00315585
1,1,MS,6,0.00000513,0.00010428,5.29662291,NA,NA,0.00000002,0.00017142,NA,44.23365410,101.01577850,0.00033288,0.00291736,0.00027014,0.00000000,0.00000000,0.00000000,0.00000265,0.00000000,0.00000000,0.00010428,2195143.02623739,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00072511,NA,NA,NA,0.00000002,0.00000308,False,True,False,0.00000000,0.02900000,NA,0.00000308,2.50000000,0.05786904,1.00000000,NA,0.00545501,0.00051426
1,1,MS,7,0.00000166,0.00003588,5.31828228,NA,NA,0.00000001,0.00005536,NA,44.23488596,101.02228258,0.00011452,0.00100402,0.00009295,0.00000000,0.00000000,0.00000000,0.00000109,0.00000000,0.00000000,0.00003588,1647223.02623739,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031210,NA,NA,NA,0.00000001,0.00000106,False,True,False,0.00000000,0.02900000,NA,0.00000106,3.00000000,0.01999250,1.00000000,NA,0.00187698,0.00016607
1,1,MS,8,0.00000065,0.00001595,5.30504818,NA,NA,0.00000000,0.00002175,NA,44.23557023,101.02588707,0.00005089,0.00044604,0.00004130,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.00001595,1099303.02623739,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016099,NA,NA,NA,0.00000000,0.00000047,False,True,False,0.00000000,0.02900000,NA,0.00000047,3.00000000,0.00886109,1.00000000,NA,0.00083401,0.00006526
1,1,MS,9,0.00000022,0.00000611,5.32397086,NA,NA,0.00000000,0.00000741,NA,44.23617287,101.02906884,0.00001949,0.00017086,0.00001582,0.00000000,0.00000000,0.00000000,0.00000022,0.00000000,0.00000000,0.00000611,551383.02623739,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007043,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,3.00000000,0.00340573,1.00000000,NA,0.00031942,0.00002223
1,1,MS,10,0.00000013,0.00000429,5.31542813,NA,NA,0.00000000,0.00000442,NA,44.23635018,101.03000228,0.00001371,0.00012014,0.00001112,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00000429,3463.02623739,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005028,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,3.00000000,0.00239106,1.00000000,NA,0.00022461,0.00001326
2,1,MS,3,0.00052232,2.98185913,1.30833906,1.00000000,0.09000000,0.00001023,0.01745957,22.00000000,0.00000093,33.74629605,-0.00399903,-2.80482762,0.20491960,0.00000000,0.00000000,0.00000000,0.00014630,1549.26363809,0.00000000,6.02173357,3840452.28987548,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,869012.28987548,False,0.09715005,0.09300924,0.12769403,0.12280000,0.00400000,0.00001022,0.00205473,True,True,False,1575012.28987548,0.02895000,1800.00000000,0.00205605,1.00000000,10.22436064,0.00000000,0.03054398,4.87392459,0.05237871
2,1,MS,4,0.00073922,2.98628964,2.53099756,NA,NA,0.00000251,0.02470952,NA,50.71772525,54.35254606,0.03123144,0.30307952,0.05008212,0.00000004,0.00000000,0.00000000,0.00009480,1549.26363809,-0.00000004,3.53687748,3292532.28987548,0.00001012,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02682982,0.13400356,0.13310000,NA,0.00000251,0.00050276,False,True,False,762012.28987548,0.02893992,1808.68009056,0.00050293,1.50000000,4.83816933,0.29594293,0.03399352,1.19036531,0.07412857
2,1,MS,5,0.00002496,0.00091686,4.90074580,NA,NA,0.00000006,0.00083422,NA,50.72583196,103.45545740,0.00124495,0.00723610,0.00113958,0.00000019,-0.00000004,0.00000000,0.00000842,0.00000000,-0.00000026,0.00091686,2744612.28987548,0.00005060,NA,NA,0.02893992,0.00000000,0.00000001,True,False,False,0.00000000,False,NA,0.00203108,NA,NA,NA,0.00000006,0.00001143,False,True,False,0.00000000,0.02888950,1817.55703859,0.00001144,2.00000000,0.21307512,1.00000000,NA,0.02708094,0.00250267
2,1,MS,6,0.00000402,0.00024776,4.95384670,NA,NA,0.00000002,0.00013452,NA,50.72704336,103.46612596,0.00033605,0.00195582,0.00030777,0.00000000,0.00000000,0.00000000,0.00000189,0.00000000,0.00000000,0.00024776,2196692.28987548,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00072700,NA,NA,NA,0.00000002,0.00000309,False,True,False,0.00000000,0.02900000,NA,0.00000309,2.50000000,0.05816051,1.00000000,NA,0.00731298,0.00040357
2,1,MS,7,0.00000130,0.00008524,4.97511172,NA,NA,0.00000001,0.00004343,NA,50.72770724,103.47195764,0.00011558,0.00067305,0.00010588,0.00000000,0.00000000,0.00000000,0.00000078,0.00000000,0.00000000,0.00008524,1648772.28987548,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031287,NA,NA,NA,0.00000001,0.00000106,False,True,False,0.00000000,0.02900000,NA,0.00000106,3.00000000,0.02009275,1.00000000,NA,0.00251567,0.00013030
2,1,MS,8,0.00000051,0.00003786,4.96476042,NA,NA,0.00000000,0.00001706,NA,50.72807630,103.47519037,0.00005134,0.00029888,0.00004703,0.00000000,0.00000000,0.00000000,0.00000037,0.00000000,0.00000000,0.00003786,1100852.28987548,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016136,NA,NA,NA,0.00000000,0.00000047,False,True,False,0.00000000,0.02900000,NA,0.00000047,3.00000000,0.00890563,1.00000000,NA,0.00111735,0.00005117
2,1,MS,9,0.00000017,0.00001450,4.98403899,NA,NA,0.00000000,0.00000581,NA,50.72840108,103.47804292,0.00001965,0.00011447,0.00001801,0.00000000,0.00000000,0.00000000,0.00000016,0.00000000,0.00000000,0.00001450,552932.28987548,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007058,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,3.00000000,0.00342278,1.00000000,NA,0.00042778,0.00001743
2,1,MS,10,0.00000010,0.00001019,4.97811523,NA,NA,0.00000000,0.00000346,NA,50.72849676,103.47888051,0.00001382,0.00008045,0.00001266,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00001019,5012.28987548,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005038,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,3.00000000,0.00240305,1.00000000,NA,0.00030069,0.00001039
3,1,MS,3,0.00060050,2.35754912,1.18629263,1.00000000,0.09000000,0.00001024,0.02007275,22.00000000,0.00001113,32.04478808,0.02622123,-1.22359855,0.22054950,0.00000000,0.00000000,0.00000000,0.00017323,1780.43723358,0.00000000,6.01684576,3842232.72710906,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,870792.72710906,False,0.09715956,0.09318247,0.12770653,0.12280000,0.00400000,0.00001023,0.00205641,True,True,False,1576792.72710906,0.02895000,1800.00000000,0.00205773,1.00000000,10.28643689,0.00000000,0.03054697,5.59388796,0.06021826
3,1,MS,4,0.00087128,2.35907749,2.28330937,NA,NA,0.00000253,0.02912397,NA,50.12698829,51.50101104,0.02824397,0.19821322,0.05414148,0.00000004,0.00000000,0.00000000,0.00011258,1780.43723358,-0.00000004,3.55999579,3294312.72710906,0.00001016,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02694240,0.13401167,0.13310000,NA,0.00000253,0.00050520,False,True,False,763792.72710906,0.02893988,1809.31035988,0.00050537,1.50000000,4.86248102,0.29403146,0.03399352,1.37290971,0.08737190
3,1,MS,5,0.00002965,0.00147280,4.41030421,NA,NA,0.00000006,0.00099105,NA,50.13142885,98.26356008,0.00115824,0.00484700,0.00123481,0.00000022,-0.00000004,0.00000000,0.00001006,0.00000000,-0.00000022,0.00147280,2746392.72710906,0.00005082,NA,NA,0.02893988,0.00000000,0.00000001,True,False,False,0.00000000,False,NA,0.00204114,NA,NA,NA,0.00000006,0.00001151,False,True,False,0.00000000,0.02888928,1818.83878911,0.00001152,2.00000000,0.21413210,1.00000000,NA,0.03130556,0.00297316
3,1,MS,6,0.00000477,0.00039730,4.47079895,NA,NA,0.00000002,0.00015945,NA,50.13211416,98.27238782,0.00031169,0.00130733,0.00033251,0.00000000,0.00000000,0.00000000,0.00000226,0.00000000,0.00000000,0.00039730,2198472.72710906,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00072926,NA,NA,NA,0.00000002,0.00000310,False,True,False,0.00000000,0.02900000,NA,0.00000310,2.50000000,0.05844494,1.00000000,NA,0.00842906,0.00047836
3,1,MS,7,0.00000154,0.00013667,4.49108030,NA,NA,0.00000001,0.00005147,NA,50.13248946,98.27719947,0.00010718,0.00044987,0.00011436,0.00000000,0.00000000,0.00000000,0.00000092,0.00000000,0.00000000,0.00013667,1650552.72710906,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031380,NA,NA,NA,0.00000001,0.00000107,False,True,False,0.00000000,0.02900000,NA,0.00000107,3.00000000,0.02019055,1.00000000,NA,0.00289881,0.00015440
3,1,MS,8,0.00000060,0.00006069,4.48387936,NA,NA,0.00000000,0.00002020,NA,50.13269831,98.27986745,0.00004758,0.00019967,0.00005077,0.00000000,0.00000000,0.00000000,0.00000044,0.00000000,0.00000000,0.00006069,1102632.72710906,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016179,NA,NA,NA,0.00000000,0.00000047,False,True,False,0.00000000,0.02900000,NA,0.00000047,3.00000000,0.00894905,1.00000000,NA,0.00128691,0.00006061
3,1,MS,9,0.00000021,0.00002324,4.50297370,NA,NA,0.00000000,0.00000688,NA,50.13288191,98.28222076,0.00001821,0.00007646,0.00001943,0.00000000,0.00000000,0.00000000,0.00000019,0.00000000,0.00000000,0.00002324,554712.72710906,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007077,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,3.00000000,0.00343939,1.00000000,NA,0.00049250,0.00002064
3,1,MS,10,0.00000012,0.00001633,4.49981794,NA,NA,0.00000000,0.00000410,NA,50.13293608,98.28291241,0.00001279,0.00005371,0.00001365,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,0.00000000,0.00001633,6792.72710906,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005050,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,3.00000000,0.00241472,1.00000000,NA,0.00034602,0.00001229
4,1,MS,3,0.00057476,2.19372484,1.18248374,1.00000000,0.09000000,0.00001025,0.01921224,22.00000000,51.85153494,32.63741493,0.06220763,0.50685573,0.22944242,0.00000000,0.00000000,0.00000000,0.00016773,1704.33305487,0.00000000,6.11705308,3843937.06016393,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,872497.06016393,False,0.09717019,0.09335020,0.12772050,0.12280000,0.00400000,0.00001024,0.00205802,True,True,False,1578497.06016393,0.02895000,1800.00000000,0.00205934,1.00000000,10.35044638,0.00000000,0.03055031,5.97806603,0.05763671
4,1,MS,4,0.00084299,2.19357094,2.26479003,NA,NA,0.00000254,0.02817849,NA,51.85391584,52.34359865,0.02719385,0.12101429,0.05656519,0.00000004,0.00000000,0.00000000,0.00010934,1704.33305487,-0.00000004,3.58470211,3296017.06016393,0.00001021,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02705174,0.13402076,0.13310000,NA,0.00000254,0.00050756,False,True,False,765497.06016393,0.02893984,1810.29002497,0.00050773,1.50000000,4.88760444,0.29219249,0.03399352,1.47399642,0.08453548
4,1,MS,5,0.00002892,0.00206362,4.36411854,NA,NA,0.00000006,0.00096663,NA,51.85642648,100.10506992,0.00115126,0.00309784,0.00129307,0.00000021,-0.00000004,0.00000000,0.00000983,0.00000000,-0.00000026,0.00206362,2748097.06016393,0.00005103,NA,NA,0.02893984,0.00000000,0.00000001,True,False,False,0.00000000,False,NA,0.00205096,NA,NA,NA,0.00000006,0.00001159,False,True,False,0.00000000,0.02888902,1820.83852493,0.00001160,2.00000000,0.21522976,1.00000000,NA,0.03368739,0.00289989
4,1,MS,6,0.00000464,0.00055569,4.43612033,NA,NA,0.00000002,0.00015497,NA,51.85683910,100.11356369,0.00030890,0.00083456,0.00034721,0.00000000,0.00000000,0.00000000,0.00000220,0.00000000,0.00000000,0.00055569,2200177.06016393,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00073146,NA,NA,NA,0.00000002,0.00000312,False,True,False,0.00000000,0.02900000,NA,0.00000312,2.50000000,0.05873945,1.00000000,NA,0.00904469,0.00046492
4,1,MS,7,0.00000150,0.00019113,4.45728077,NA,NA,0.00000001,0.00005001,NA,51.85706534,100.11818047,0.00010619,0.00028723,0.00011938,0.00000000,0.00000000,0.00000000,0.00000090,0.00000000,0.00000000,0.00019113,1652257.06016393,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031470,NA,NA,NA,0.00000001,0.00000107,False,True,False,0.00000000,0.02900000,NA,0.00000107,3.00000000,0.02029179,1.00000000,NA,0.00310971,0.00015002
4,1,MS,8,0.00000059,0.00008485,4.45218753,NA,NA,0.00000000,0.00001962,NA,51.85719146,100.12074097,0.00004712,0.00012742,0.00005298,0.00000000,0.00000000,0.00000000,0.00000043,0.00000000,0.00000000,0.00008485,1104337.06016393,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016222,NA,NA,NA,0.00000000,0.00000048,False,True,False,0.00000000,0.02900000,NA,0.00000048,3.00000000,0.00899398,1.00000000,NA,0.00137991,0.00005885
4,1,MS,9,0.00000020,0.00003249,4.47274884,NA,NA,0.00000000,0.00000668,NA,51.85730216,100.12299870,0.00001802,0.00004879,0.00002027,0.00000000,0.00000000,0.00000000,0.00000018,0.00000000,0.00000000,0.00003249,556417.06016393,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007095,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,3.00000000,0.00345658,1.00000000,NA,0.00052789,0.00002003
4,1,MS,10,0.00000012,0.00002282,4.47171759,NA,NA,0.00000000,0.00000398,NA,51.85733489,100.12366285,0.00001266,0.00003426,0.00001423,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,0.00000000,0.00002282,8497.06016393,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005062,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,3.00000000,0.00242679,1.00000000,NA,0.00037071,0.00001193
5,1,MS,3,0.00055308,2.14100893,1.19942807,1.00000000,0.09000000,0.00001025,0.01848776,22.00000000,53.43398639,33.33393618,0.07316271,0.62977440,0.23380675,0.00000000,0.00000000,0.00000000,0.00016220,1640.24532543,0.00000000,6.22158824,3845577.30548935,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,874137.30548935,False,0.09718106,0.09351240,0.12773479,0.12280000,0.00400000,0.00001025,0.00205957,True,True,False,1580137.30548935,0.02895000,1800.00000000,0.00206089,1.00000000,10.41629644,0.00000000,0.03055373,6.18994678,0.05546328
5,1,MS,4,0.00081607,2.14071101,2.28624925,NA,NA,0.00000255,0.02727859,NA,53.43878660,53.34299429,0.02679719,0.08686273,0.05786365,0.00000004,0.00000000,0.00000000,0.00010604,1640.24532543,-0.00000004,3.61057310,3297657.30548935,0.00001025,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02715778,0.13403011,0.13310000,NA,0.00000255,0.00050984,False,True,False,767137.30548935,0.02893979,1811.42441532,0.00051002,1.50000000,4.91349547,0.29042317,0.03399352,1.53206512,0.08183577
5,1,MS,5,0.00002817,0.00268096,4.39534596,NA,NA,0.00000006,0.00094157,NA,53.44051145,102.24804020,0.00116044,0.00232854,0.00132575,0.00000020,-0.00000004,0.00000000,0.00000957,0.00000000,-0.00000025,0.00268096,2749737.30548935,0.00005123,NA,NA,0.02893979,0.00000000,0.00000002,True,False,False,0.00000000,False,NA,0.00206054,NA,NA,NA,0.00000006,0.00001167,False,True,False,0.00000000,0.02888877,1823.15304517,0.00001168,2.00000000,0.21636635,1.00000000,NA,0.03509371,0.00282472
5,1,MS,6,0.00000450,0.00072098,4.47965220,NA,NA,0.00000002,0.00015040,NA,53.44081369,102.25653425,0.00031047,0.00062685,0.00035501,0.00000000,0.00000000,0.00000000,0.00000214,0.00000000,0.00000000,0.00072098,2201817.30548935,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00073360,NA,NA,NA,0.00000002,0.00000313,False,True,False,0.00000000,0.02900000,NA,0.00000313,2.50000000,0.05904354,1.00000000,NA,0.00939647,0.00045120
5,1,MS,7,0.00000145,0.00024794,4.50202116,NA,NA,0.00000001,0.00004851,NA,53.44097979,102.26113877,0.00010670,0.00021578,0.00012204,0.00000000,0.00000000,0.00000000,0.00000088,0.00000000,0.00000000,0.00024794,1653897.30548935,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00031558,NA,NA,NA,0.00000001,0.00000108,False,True,False,0.00000000,0.02900000,NA,0.00000108,3.00000000,0.02039629,1.00000000,NA,0.00322985,0.00014554
5,1,MS,8,0.00000057,0.00011005,4.49887545,NA,NA,0.00000000,0.00001902,NA,53.44107252,102.26369302,0.00004733,0.00009569,0.00005413,0.00000000,0.00000000,0.00000000,0.00000041,0.00000000,0.00000000,0.00011005,1105977.30548935,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00016263,NA,NA,NA,0.00000000,0.00000048,False,True,False,0.00000000,0.02900000,NA,0.00000048,3.00000000,0.00904033,1.00000000,NA,0.00143258,0.00005706
5,1,MS,9,0.00000019,0.00004212,4.52120100,NA,NA,0.00000000,0.00000647,NA,53.44115380,102.26594450,0.00001810,0.00003664,0.00002070,0.00000000,0.00000000,0.00000000,0.00000018,0.00000000,0.00000000,0.00004212,558057.30548935,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007113,NA,NA,NA,0.00000000,0.00000018,False,True,False,0.00000000,0.02900000,NA,0.00000018,3.00000000,0.00347430,1.00000000,NA,0.00054784,0.00001942
5,1,MS,10,0.00000012,0.00002959,4.52220478,NA,NA,0.00000000,0.00000385,NA,53.44117787,102.26660738,0.00001270,0.00002572,0.00001453,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,0.00000000,0.00002959,10137.30548935,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005074,NA,NA,NA,0.00000000,0.00000013,False,True,False,0.00000000,0.02900000,NA,0.00000013,3.00000000,0.00243923,1.00000000,NA,0.00038454,0.00001155
6,1,MS,3,0.00053925,2.12018114,1.21671774,1.00000000,0.09000000,0.00001026,0.01802534,22.00000000,54.53890586,33.78771499,0.06897426,0.47122434,0.23564921,0.00000000,0.00000000,0.00000000,0.00015847,1599.33217672,0.00000000,6.32895824,3847176.63766607,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,875736.63766607,False,0.09719197,0.09367087,0.12774912,0.12280000,0.00400000,0.00001026,0.00206108,True,True,False,1581736.63766607,0.02895000,1800.00000000,0.00206240,1.00000000,10.48331216,0.00000000,0.03055716,6.31339044,0.05407601
6,1,MS,4,0.00079887,2.11997483,2.30832935,NA,NA,0.00000256,0.02670357,NA,54.54230530,53.94766014,0.02671549,0.07061767,0.05853044,0.00000004,0.00000000,0.00000000,0.00010390,1599.33217672,-0.00000004,3.63724170,3299256.63766607,0.00001029,NA,NA,0.02895000,0.00000000,0.00000017,True,False,False,0.00000000,False,0.09910648,0.02726168,0.13403951,0.13310000,NA,0.00000256,0.00051208,False,True,False,768736.63766607,0.02893975,1812.63021679,0.00051225,1.50000000,4.93988476,0.28870220,0.03399352,1.56825492,0.08011072
