t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
5,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.26663628,2.94610122,0.00000000,0.46222540,0.00634264,-0.21038688,0.03020127,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01725211,0.00000000,0.01500000,0.00000000,5.14802406,1.43101078,0.00000000,0.00000000,4.91127239,0.00000000,0.00000000,5.95700000,NA,161.40795910,0.28715228,NA,0.07401526,0.00000000,6.70488031,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.80983439,0,0.00000000,0.00000000,6.45585708,0.01725211,0.00000000,0.00300000
5,1,MS,2,sheath,StemElement,0.00000000,0.00003916,0.00000000,0.00058947,2.74248196,8.95575931,0.51564251,0.00017465,-0.00430202,0.03013741,0.00005504,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00025971,0.02957745,0.01500000,0.00000000,5.28564207,1.37670134,0.00000000,0.00000000,0.08588091,0.01004294,0.00000005,3.56006952,NA,161.40795910,0.00475564,NA,0.00144858,0.00000718,0.00058947,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00006143,0.06683956,0,0.00000000,0.00094347,0.11807585,0.00025971,-0.00000001,0.00300000
5,1,MS,3,blade,LeafElement1,0.00000000,0.00164940,0.00000000,0.04275675,1.50880003,38.01820834,1.52447855,-0.00386285,-0.30718756,NA,0.00231815,0.00000000,0.00002090,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07408925,0.21296038,0.01500000,0.00000000,5.34303843,1.33332450,0.00000000,0.00000000,24.40125288,0.01070423,0.00000199,3.57054926,0.00400000,81.40795910,0.47315846,NA,0.44655439,0.00030237,0.04275675,0.00018621,0.05000000,0.05204899,True,False,0.06456240,0.00417081,0.00000000,0.00417081,1.00000000,0.00242946,22.43523727,0,0.00000000,0.41761487,12.52579279,0.07408925,-0.00000163,0.00288331
5,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17589539,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001025,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
5,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17589539,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005123,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
6,1,MS,1,blade,LeafElement1,0.00000000,0.00059807,0.00000000,0.00000035,2.00206741,26.00957641,1.19160181,0.05276458,0.47959417,0.06529390,0.00084037,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001182,0.06057397,0.16014002,0.00000044,0.00000000,0.00016736,1.72465735,0.00000000,0.00000000,19.08854863,0.00718861,0.00000140,3.68027234,0.00300000,241.63008856,0.68526499,NA,0.34073398,0.00010911,0.00000035,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00338910,16.93899793,0,0.00000000,0.27890021,13.56421930,0.06058578,-0.00000186,0.00232481
6,1,MS,1,sheath,StemElement,0.00000000,0.00075119,0.00000000,0.00823969,2.34040665,6.90173743,0.43126817,0.01594988,-0.04098296,0.02372209,0.00105551,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00887110,0.01760264,0.01500000,0.00000000,5.41015628,1.59345611,0.00000000,0.00000000,2.87593060,0.00656598,0.00000176,3.67043904,NA,241.63008856,0.25088914,NA,0.05134849,0.00013705,0.00823969,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00430698,2.01432718,0,0.00000000,0.03081555,5.16727892,0.00887110,-0.00000080,0.00300000
6,1,MS,2,blade,LeafElement1,0.00000000,0.00074187,0.00000000,0.00000028,1.70019576,28.83589648,1.39897446,0.06664578,0.65528527,0.07609680,0.00104242,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001902,0.08358178,0.17814802,0.00000028,0.00000000,0.00010822,1.75630400,0.00000000,0.00000000,26.21296200,0.00722522,0.00000174,3.68085039,0.00330000,161.63008856,0.83222520,NA,0.47122435,0.00013535,0.00000028,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.07043769,0.00483764,1.00000000,0.00419369,23.65216536,0,0.00000000,0.36423583,16.21950567,0.08360080,-0.00000220,0.00255729
6,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.22807069,2.99508314,0.00000000,0.45958419,0.00538136,-0.19118846,0.03015694,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01712874,0.00000000,0.01500000,0.00000000,5.28145992,1.43563393,0.00000000,0.00000000,4.90542990,0.00000000,0.00000000,5.73300000,NA,161.63008856,0.28483060,NA,0.07295987,0.00000000,6.71167761,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.80631359,0,0.00000000,0.00000000,6.63049043,0.01712874,0.00000000,0.00300000
6,1,MS,2,sheath,StemElement,0.00000000,0.00001353,0.00000000,0.00080453,2.78906993,6.15956330,0.51357599,0.00009774,-0.00279415,0.03007982,0.00001901,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00026349,0.02976742,0.01500000,0.00000000,5.41755705,1.37650898,0.00000000,0.00000000,0.08576403,0.00674072,0.00000003,3.67319906,NA,161.63008856,0.00469462,NA,0.00143037,0.00000247,0.00080453,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00008044,0.06678370,0,0.00000000,0.00064332,0.12113751,0.00026349,-0.00000001,0.00300000
6,1,MS,3,blade,LeafElement1,0.00000000,0.00057183,0.00000000,0.06505895,1.55977766,26.14804092,1.51612420,-0.00073226,-0.21573549,NA,0.00080348,0.00000000,0.00002090,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07518527,0.21403766,0.01500000,0.00000000,5.45363985,1.35150235,0.00000000,0.00000000,24.40384313,0.00718621,0.00000134,3.68023451,0.00400000,81.63008856,0.47655185,NA,0.44029049,0.00010433,0.06505895,0.00018682,0.05000000,0.05214388,True,False,0.06472087,0.00417081,0.00000000,0.00417081,1.00000000,0.00323294,22.43443413,0,0.00000000,0.28475736,12.76666791,0.07518527,-0.00000163,0.00288326
6,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39802486,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001029,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
6,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39802486,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005143,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
7,1,MS,1,blade,LeafElement1,0.00000000,0.00040513,0.00000000,0.00000256,2.08285593,18.05314598,1.19501512,0.03965962,0.25389470,0.06508455,0.00056860,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000626,0.06076102,0.16208727,0.00000296,0.00000000,0.00113075,1.68623722,0.00000000,0.00000000,19.04370077,0.00364446,0.00000071,3.88999853,0.00300000,241.84907882,0.64184113,NA,0.33586818,0.00007352,0.00000256,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00395770,16.93757392,0,0.00000000,0.19027408,13.23969017,0.06076727,-0.00000186,0.00232481
7,1,MS,1,sheath,StemElement,0.00000000,0.00050859,0.00000000,0.01765114,2.39597992,4.79046915,0.43319194,0.01200656,-0.05247127,0.02358089,0.00071382,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00896982,0.01777483,0.01500000,0.00000000,5.52878540,1.57218193,0.00000000,0.00000000,2.86274753,0.00332713,0.00000089,3.88502082,NA,241.84907882,0.23906787,NA,0.05069578,0.00009230,0.01765114,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00502080,2.01296537,0,0.00000000,0.02102329,5.20432310,0.00896982,-0.00000080,0.00300000
7,1,MS,2,blade,LeafElement1,0.00000000,0.00050255,0.00000000,0.00000183,1.77213109,20.01488377,1.40295040,0.04980079,0.36174882,0.07587170,0.00070533,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001050,0.08374180,0.18035498,0.00000167,0.00000000,0.00064319,1.71302762,0.00000000,0.00000000,26.15648191,0.00366313,0.00000088,3.89029130,0.00330000,161.84907882,0.77578607,NA,0.46448472,0.00009120,0.00000183,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00489902,23.65212441,0,0.00000000,0.24849260,15.76211313,0.08375230,-0.00000220,0.00255729
7,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.22038743,3.07098833,0.00000000,0.46080058,0.00502482,-0.15517736,0.03012106,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01707149,0.00000000,0.01500000,0.00000000,5.44623570,1.45531212,0.00000000,0.00000000,4.90023055,0.00000000,0.00000000,5.59000000,NA,161.84907882,0.28328570,NA,0.07190236,0.00000000,6.71891544,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.80265913,0,0.00000000,0.00000000,6.77392689,0.01707149,0.00000000,0.00300000
7,1,MS,2,sheath,StemElement,0.00000000,0.00000916,0.00000000,0.00102609,2.86198945,4.27532897,0.51553773,0.00008048,-0.00186090,0.03004557,0.00001286,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00026840,0.03020064,0.01500000,0.00000000,5.56082074,1.39626051,0.00000000,0.00000000,0.08568529,0.00341616,0.00000002,3.88641744,NA,161.84907882,0.00467400,NA,0.00141129,0.00000166,0.00102609,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00009330,0.06672557,0,0.00000000,0.00043889,0.12287732,0.00026840,-0.00000001,0.00300000
7,1,MS,3,blade,LeafElement1,0.00000000,0.00038862,0.00000000,0.08786620,1.62709380,18.14925366,1.52038204,0.00173080,-0.16651961,NA,0.00054544,0.00000000,0.00002090,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07657580,0.21665072,0.01500000,0.00000000,5.58455104,1.37524016,0.00000000,0.00000000,24.40298318,0.00364340,0.00000068,3.88998192,0.00400000,81.84907882,0.47666845,NA,0.43397872,0.00007053,0.08786620,0.00018743,0.05000000,0.05223655,True,False,0.06487722,0.00417081,0.00000000,0.00417081,1.00000000,0.00377838,22.43345759,0,0.00000000,0.19427000,12.90094906,0.07657580,-0.00000163,0.00288322
7,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61701511,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001032,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
7,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61701511,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005162,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
8,1,MS,1,blade,LeafElement1,0.00000000,0.00020730,0.00000000,0.00001782,2.12979370,12.31900838,1.17782643,0.03091672,0.13083237,0.06493360,0.00029039,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000322,0.06032401,0.16171135,0.00002161,0.00000000,0.00818246,1.63259532,0.00000000,0.00000000,19.00930395,0.00364446,0.00000071,3.88999853,0.00300000,242.06683722,0.60930578,NA,0.33103717,0.00003740,0.00001782,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00424809,16.93571246,0,0.00000000,0.12983820,13.05310461,0.06032723,-0.00000186,0.00232481
8,1,MS,1,sheath,StemElement,0.00000000,0.00026024,0.00000000,0.02708858,2.41159866,3.26889450,0.42731119,0.00942044,-0.04833266,0.02347881,0.00036455,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00895033,0.01769787,0.01500000,0.00000000,5.55232647,1.53459375,0.00000000,0.00000000,2.85249258,0.00332713,0.00000089,3.88502082,NA,242.06683722,0.23027340,NA,0.05000756,0.00004695,0.02708858,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00538535,2.01150490,0,0.00000000,0.01434576,5.24006362,0.00895033,-0.00000080,0.00300000
8,1,MS,2,blade,LeafElement1,0.00000000,0.00025715,0.00000000,0.00001108,1.81552561,13.65764843,1.38275487,0.03852892,0.19662482,0.07571029,0.00036022,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000571,0.08306189,0.17997129,0.00001042,0.00000000,0.00396050,1.65466439,0.00000000,0.00000000,26.11346081,0.00366313,0.00000088,3.89029130,0.00330000,162.06683722,0.73332826,NA,0.45779844,0.00004640,0.00001108,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00525924,23.65156112,0,0.00000000,0.16956504,15.48728454,0.08306760,-0.00000220,0.00255729
8,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.18735063,3.09436077,0.00000000,0.45412168,0.00493478,-0.11825855,0.03008913,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01705460,0.00000000,0.01500000,0.00000000,5.49926176,1.45094635,0.00000000,0.00000000,4.89524125,0.00000000,0.00000000,5.51100000,NA,162.06683722,0.28201542,NA,0.07086020,0.00000000,6.72638323,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.79894012,0,0.00000000,0.00000000,6.87968098,0.01705460,0.00000000,0.00300000
8,1,MS,2,sheath,StemElement,0.00000000,0.00000469,0.00000000,0.00124907,2.88715646,2.91737592,0.50837194,0.00008004,-0.00127181,0.03002251,0.00000657,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00026888,0.03017746,0.01500000,0.00000000,5.58728117,1.39276843,0.00000000,0.00000000,0.08560888,0.00341616,0.00000002,3.88641744,NA,162.06683722,0.00465687,NA,0.00139167,0.00000085,0.00124907,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00009987,0.06666630,0,0.00000000,0.00029949,0.12382401,0.00026888,-0.00000001,0.00300000
8,1,MS,3,blade,LeafElement1,0.00000000,0.00019951,0.00000000,0.11068726,1.66829026,12.38458982,1.49847052,0.00324876,-0.13512229,NA,0.00027947,0.00000000,0.00002090,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07671826,0.21594536,0.01500000,0.00000000,5.60323108,1.37177212,0.00000000,0.00000000,24.40007892,0.00364355,0.00000069,3.88998420,0.00400000,82.06683722,0.47491890,NA,0.42772428,0.00003600,0.11068726,0.00018803,0.05000000,0.05231936,True,False,0.06503270,0.00417081,0.00000000,0.00417081,1.00000000,0.00405785,22.43230288,0,0.00000000,0.13256491,12.97094269,0.07671826,-0.00000163,0.00288317
8,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83477352,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001036,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
8,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83477352,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005181,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
9,1,MS,1,blade,LeafElement1,0.00000000,0.00020932,0.00000000,0.00013784,2.27526314,8.58577024,1.21110787,0.02526691,0.06273676,0.06481733,0.00029257,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000155,0.06214041,0.16738139,0.00019377,0.00000000,0.07615271,1.65885238,0.00000000,0.00000000,18.98145916,0.00377229,0.00000074,4.38964772,0.00300000,242.28360220,0.58380401,NA,0.32606481,0.00003755,0.00013784,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00454066,16.93336943,0,0.00000000,0.08668254,12.93429500,0.06214196,-0.00000186,0.00232481
9,1,MS,1,sheath,StemElement,0.00000000,0.00026245,0.00000000,0.03696156,2.53423080,2.27826593,0.43975201,0.00783930,-0.03966172,0.02339783,0.00036684,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00924880,0.01828774,0.01500000,0.00000000,5.81434835,1.57113852,0.00000000,0.00000000,2.84412400,0.00343957,0.00000092,4.38451457,NA,242.28360220,0.22351381,NA,0.04929750,0.00004708,0.03696156,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00575219,2.00989591,0,0.00000000,0.00957751,5.26645955,0.00924880,-0.00000080,0.00300000
9,1,MS,2,blade,LeafElement1,0.00000000,0.00025967,0.00000000,0.00007126,1.94346292,9.51873948,1.42181018,0.03116863,0.10161206,0.07558683,0.00036295,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000295,0.08550083,0.18631156,0.00007514,0.00000000,0.02961440,1.67744011,0.00000000,0.00000000,26.07893688,0.00379189,0.00000091,4.38995003,0.00330000,162.28360220,0.69986776,NA,0.45091675,0.00004658,0.00007126,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00562220,23.65049769,0,0.00000000,0.11320496,15.30620465,0.08550378,-0.00000220,0.00255729
9,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.26024636,3.25531210,0.00000000,0.46690030,0.00511468,-0.08727216,0.03005850,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01706449,0.00000000,0.01500000,0.00000000,5.77871654,1.51060337,0.00000000,0.00000000,4.89015722,0.00000000,0.00000000,5.48000000,NA,162.28360220,0.28087771,NA,0.06978787,0.00000000,6.73434210,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.79499379,0,0.00000000,0.00000000,6.95266912,0.01706449,0.00000000,0.00300000
9,1,MS,2,sheath,StemElement,0.00000000,0.00000473,0.00000000,0.00148258,3.04107602,2.03327399,0.52299806,0.00008967,-0.00090817,0.02999806,0.00000661,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00027845,0.03126582,0.01500000,0.00000000,5.84555310,1.44979742,0.00000000,0.00000000,0.08552630,0.00353284,0.00000002,4.38595353,NA,162.28360220,0.00463734,NA,0.00137145,0.00000085,0.00148258,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00010648,0.06660324,0,0.00000000,0.00019994,0.12426398,0.00027845,-0.00000001,0.00300000
9,1,MS,3,blade,LeafElement1,0.00000000,0.00020210,0.00000000,0.13448701,1.78740403,8.63147742,1.54076780,0.00478466,-0.11620443,NA,0.00028248,0.00000000,0.00002090,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07947169,0.22317430,0.01500000,0.00000000,5.85713942,1.42544997,0.00000000,0.00000000,24.39549618,0.00377147,0.00000071,4.38963498,0.00400000,82.28360220,0.47174275,NA,0.42128746,0.00003625,0.13448701,0.00018864,0.05000000,0.05239197,True,False,0.06518741,0.00417081,0.00000000,0.00417081,1.00000000,0.00434033,22.43089628,0,0.00000000,0.08850295,12.99872575,0.07947169,-0.00000163,0.00288313
9,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05153850,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001040,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
9,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05153850,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005201,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
10,1,MS,1,blade,LeafElement1,0.00000000,0.00021866,0.00000000,0.00131211,2.38993417,5.82039551,1.22352207,0.02125778,0.02524367,0.06472340,0.00030489,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000062,0.06321049,0.17080360,0.00250923,0.00000000,1.00783670,1.66405926,0.00000000,0.00000000,18.95846140,0.00385075,0.00000075,4.68943241,0.00300000,242.50016850,0.56360476,NA,0.32104131,0.00003900,0.00131211,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00484555,16.93057093,0,0.00000000,0.05727075,12.85113243,0.06321111,-0.00000186,0.00232481
10,1,MS,1,sheath,StemElement,0.00000000,0.00027395,0.00000000,0.04710061,2.61737511,1.54446351,0.44464966,0.00678528,-0.02977090,0.02333232,0.00038199,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00942454,0.01863624,0.01500000,0.00000000,5.97625047,1.58671903,0.00000000,0.00000000,2.83708480,0.00350846,0.00000094,4.68420443,NA,242.50016850,0.21820285,NA,0.04858062,0.00004886,0.04710061,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00613418,2.00816766,0,0.00000000,0.00632782,5.28129800,0.00942454,-0.00000080,0.00300000
10,1,MS,2,blade,LeafElement1,0.00000000,0.00027127,0.00000000,0.00054743,2.04573311,6.45286643,1.43636633,0.02589395,0.04646392,0.07548797,0.00037825,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000135,0.08692905,0.19014778,0.00075035,0.00000000,0.30187981,1.67908363,0.00000000,0.00000000,26.05075060,0.00387093,0.00000093,4.68974055,0.00330000,162.50016850,0.67323968,NA,0.44396423,0.00004838,0.00054743,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00600044,23.64893949,0,0.00000000,0.07479399,15.17900954,0.08693040,-0.00000220,0.00255729
10,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.30496533,3.36591441,0.00000000,0.47162933,0.00537750,-0.06167614,0.03002728,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01705535,0.00000000,0.01500000,0.00000000,5.95264250,1.54559339,0.00000000,0.00000000,4.88485849,0.00000000,0.00000000,5.45500000,NA,162.50016850,0.27969625,NA,0.06870441,0.00000000,6.74262033,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.79087653,0,0.00000000,0.00000000,6.99684087,0.01705535,0.00000000,0.00300000
