plant,axis,metamer,organ,element,age,length,Wmax,is_growing,mstruct,Nstruct,amino_acids,proteins,fructan,sucrose,green_area,cytokinins,max_proteins,nitrates,starch,senesced_length_element,Nresidual,max_mstruct,is_over,Ag,Tr,Ts,triosesP,senesced_mstruct
1,MS,1,blade,LeafElement1,240,0.0861,0.003,False,0.0043071,2.15355E-05,1.705202557,17.05202557,0,19.00191176,0.0002051,0.2455047,4250,0,0,0,0,0.0043071,False,0,0,20,0,0
1,MS,1,sheath,StemElement,240,0.029925,,False,0.0017955,8.9775E-06,0.20240988,2.0240988,0,7.921323529,0.00042211,0.028728,1127.317627,0,0,0,0,0.0017955,False,0,0,20,0,0
1,MS,2,blade,LeafElement1,160,0.0966,0.0033,False,0.00531552,2.65776E-05,2.494558037,24.94558037,0,23.45082353,0.00025312,0.36145536,4250,0,0,0,0,0.00531552,False,0,0,20,0,0
1,MS,2,sheath,HiddenElement,160,0.029925,,False,0.002394,0.00001197,0.384008509,3.840085088,3.168529412,10.56176471,0.000248,0.055062,1604.045567,0,0,0,0,0.002394,False,0,0,20,0,0
1,MS,2,sheath,StemElement,160,0.000525,,False,4.2E-05,2.1E-07,0.006736991,0.067369914,0,0.185294118,0.00000741,0.000966,1604.045567,0,0,0,0,4.2E-05,False,0,0,20,0,0
1,MS,3,blade,LeafElement1,80,0.066675,0.004,True,0.00437997,2.18999E-05,2.264062407,22.64062407,0,19.32339706,0.00020857,0.32849775,0,0,0,0,0,0.00437997,False,0,0,20,0,0
