t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
952,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.92554,0.00000,NA,NA,NA,0.34645,NA,49.98024,0.00000,NA,NA,NA,NA,3029420.24818,NA,NA,NA,NA,3242.70501,NA,NA,NA,32044.82940,7050.70997,NA,NA,NA
952,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84304,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38646,NA,NA
952,1,MS,roots,0.00010,0.00287,0.00003,0.00000,0.00000,0.00139,0.00000,0.00421,NA,0.00000,0.00000,NA,NA,0.03503,0.00271,0.00000,NA,0.00000,NA,NA,300.91697,0.00052,0.01435,0.00000,NA,0.00013,0.00002,0.32343,0.00003,NA,0.00000,0.00000,0.03321,NA,NA,5.14920,0.01086,0.03503
953,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.41590,0.00000,NA,NA,NA,0.39173,NA,56.22349,0.00000,NA,NA,NA,NA,3032777.98655,NA,NA,NA,NA,3243.10010,NA,NA,NA,32051.30810,7050.70997,NA,NA,NA
953,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82863,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86897,NA,NA
953,1,MS,roots,0.00010,0.00272,0.00006,0.00000,0.00000,0.00160,0.00000,0.00421,NA,0.00000,0.00000,NA,NA,0.03941,0.00271,0.00000,NA,0.00000,NA,NA,300.91710,0.00049,0.01359,0.00000,NA,0.00026,0.00002,0.32343,0.00003,NA,0.00000,0.00000,0.03321,NA,NA,5.11340,0.01086,0.03941
954,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.84282,0.00000,NA,NA,NA,0.35618,NA,48.92710,0.00000,NA,NA,NA,NA,3035673.57459,NA,NA,NA,NA,3243.45224,NA,NA,NA,32056.93813,7050.70997,NA,NA,NA
954,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85070,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.47094,NA,NA
954,1,MS,roots,0.00010,0.00243,0.00006,0.00000,0.00000,0.00141,0.00000,0.00420,NA,0.00000,0.00000,NA,NA,0.03496,0.00269,0.00000,NA,0.00000,NA,NA,300.30778,0.00046,0.01213,0.00000,NA,0.00026,0.00002,0.32277,0.00003,NA,0.00000,0.00000,0.03448,NA,NA,5.06819,0.01078,0.03496
955,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.51775,0.00000,NA,NA,NA,0.34541,NA,44.78827,0.00000,NA,NA,NA,NA,3038405.75820,NA,NA,NA,NA,3243.79529,NA,NA,NA,32062.14025,7050.70997,NA,NA,NA
955,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86272,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.51124,NA,NA
955,1,MS,roots,0.00010,0.00185,0.00007,0.00000,0.00000,0.00135,0.00000,0.00420,NA,0.00000,0.00000,NA,NA,0.03334,0.00269,0.00000,NA,0.00000,NA,NA,300.30785,0.00037,0.00926,0.00000,NA,0.00033,0.00002,0.32277,0.00003,NA,0.00000,0.00000,0.03448,NA,NA,5.03748,0.01078,0.03334
956,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.16542,0.00000,NA,NA,NA,0.34356,NA,40.30231,0.00000,NA,NA,NA,NA,3041032.39509,NA,NA,NA,NA,3244.13528,NA,NA,NA,32066.92992,7050.70997,NA,NA,NA
956,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88141,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.88257,NA,NA
956,1,MS,roots,0.00009,0.00100,0.00004,0.00000,0.00000,0.00131,0.00000,0.00420,NA,0.00000,0.00000,NA,NA,0.03215,0.00238,0.00000,NA,0.00000,NA,NA,299.75621,0.00022,0.00498,0.00000,NA,0.00030,0.00002,0.32218,0.00003,NA,0.00000,0.00000,0.02065,NA,NA,4.99522,0.00953,0.03216
957,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,2.47506,0.00000,NA,NA,NA,0.30402,NA,31.51263,0.00000,NA,NA,NA,NA,3043174.55488,NA,NA,NA,NA,3244.43455,NA,NA,NA,32070.68571,7050.70997,NA,NA,NA
957,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91010,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.14001,NA,NA
957,1,MS,roots,0.00009,0.00019,0.00004,0.00000,0.00000,0.00112,0.00000,0.00420,NA,0.00000,0.00000,NA,NA,0.02784,0.00238,0.00000,NA,0.00000,NA,NA,299.75621,0.00005,0.00097,0.00000,NA,0.00030,0.00002,0.32218,0.00003,NA,0.00000,0.00000,0.02065,NA,NA,4.96804,0.00953,0.02784
958,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,2.23437,0.00000,NA,NA,NA,0.31731,NA,28.44818,0.00000,NA,NA,NA,NA,3045361.84979,NA,NA,NA,NA,3244.74836,NA,NA,NA,32074.12555,7050.70997,NA,NA,NA
958,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92993,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.03161,NA,NA
958,1,MS,roots,0.00007,-0.00059,0.00001,0.00000,0.00000,0.00114,-0.00000,0.00419,NA,0.00000,0.00000,NA,NA,0.02801,0.00194,0.00000,NA,0.00000,NA,NA,299.29760,-0.00017,-0.00297,0.00000,NA,0.00020,0.00002,0.32169,0.00003,NA,0.00000,0.00000,0.01063,NA,NA,4.92999,0.00775,0.02802
959,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.88789,0.00000,NA,NA,NA,0.30961,NA,24.03673,0.00000,NA,NA,NA,NA,3047437.69166,NA,NA,NA,NA,3245.05602,NA,NA,NA,32077.04338,7050.70997,NA,NA,NA
959,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94024,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.03643,NA,NA
959,1,MS,roots,0.00007,-0.00132,0.00001,0.00000,0.00000,0.00110,-0.00000,0.00419,NA,0.00000,0.00000,NA,NA,0.02691,0.00194,0.00000,NA,0.00000,NA,NA,299.29750,-0.00044,-0.00659,0.00000,NA,0.00009,0.00002,0.32169,0.00003,NA,0.00000,0.00000,0.01063,NA,NA,4.90177,0.00775,0.02691
960,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.33314,0.00000,NA,NA,NA,0.24976,NA,16.97358,0.00000,NA,NA,NA,NA,3048889.73146,NA,NA,NA,NA,3245.30011,NA,NA,NA,32079.05509,7050.70997,NA,NA,NA
960,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98724,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.90133,NA,NA
960,1,MS,roots,0.00005,-0.00157,0.00000,0.00000,0.00000,0.00084,0.00000,0.00419,NA,0.00000,0.00000,NA,NA,0.02128,0.00126,0.00000,NA,0.00000,NA,NA,298.99337,-0.00060,-0.00785,0.00000,NA,-0.00012,0.00002,0.32136,0.00003,NA,0.00000,0.00000,0.00187,NA,NA,4.87237,0.00503,0.02128
961,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.18922,0.00000,NA,NA,NA,0.25202,NA,15.14123,0.00000,NA,NA,NA,NA,3050294.10627,NA,NA,NA,NA,3245.54838,NA,NA,NA,32080.85551,7050.70997,NA,NA,NA
961,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01848,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76635,NA,NA
961,1,MS,roots,0.00005,-0.00192,0.00000,0.00000,0.00000,0.00082,0.00000,0.00419,NA,0.00000,0.00000,NA,NA,0.02074,0.00126,0.00000,NA,0.00000,NA,NA,298.99314,-0.00083,-0.00959,0.00000,NA,-0.00035,0.00002,0.32136,0.00003,NA,0.00000,0.00000,0.00187,NA,NA,4.84933,0.00503,0.02074
962,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.13219,0.00000,NA,NA,NA,0.27184,NA,14.41514,0.00000,NA,NA,NA,NA,3051811.91452,NA,NA,NA,NA,3245.81813,NA,NA,NA,32082.58365,7050.70997,NA,NA,NA
962,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03409,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54467,NA,NA
962,1,MS,roots,-0.00035,-0.00234,0.00000,0.00000,0.00000,0.00087,0.00000,0.00418,NA,0.00000,0.00000,NA,NA,0.02164,0.00129,0.00000,NA,0.00000,NA,NA,298.67582,-0.00115,-0.01169,0.00000,NA,-0.00032,0.00002,0.32102,0.00003,NA,0.00000,0.00000,0.00347,NA,NA,4.81843,0.00516,0.02164
963,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.97948,0.00000,NA,NA,NA,0.26422,NA,12.47074,0.00000,NA,NA,NA,NA,3053247.90954,NA,NA,NA,NA,3246.08093,NA,NA,NA,32084.07564,7050.70997,NA,NA,NA
963,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04466,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48112,NA,NA
963,1,MS,roots,-0.00035,-0.00264,0.00000,0.00000,0.00000,0.00084,0.00000,0.00418,NA,0.00000,0.00000,NA,NA,0.02080,0.00129,0.00000,NA,0.00000,NA,NA,298.67540,-0.00145,-0.01318,0.00000,NA,-0.00074,0.00002,0.32102,0.00003,NA,0.00000,0.00000,0.00347,NA,NA,4.79439,0.00516,0.02080
964,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.89416,0.00000,NA,NA,NA,0.26894,NA,11.38454,0.00000,NA,NA,NA,NA,3054699.94934,NA,NA,NA,NA,3246.34889,NA,NA,NA,32085.43633,7050.70997,NA,NA,NA
964,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05191,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56263,NA,NA
964,1,MS,roots,-0.00074,-0.00291,0.00000,0.00000,0.00000,0.00084,0.00000,0.00418,NA,0.00000,0.00000,NA,NA,0.02081,0.00121,0.00000,NA,0.00000,NA,NA,298.37233,-0.00179,-0.01456,0.00000,NA,-0.00052,0.00002,0.32070,0.00003,NA,0.00000,0.00000,0.00312,NA,NA,4.76392,0.00484,0.02081
965,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.93240,0.00000,NA,NA,NA,0.30804,NA,11.87138,0.00000,NA,NA,NA,NA,3056507.38666,NA,NA,NA,NA,3246.66096,NA,NA,NA,32086.86807,7050.70997,NA,NA,NA
965,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02209,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57443,NA,NA
965,1,MS,roots,-0.00074,-0.00337,0.00000,0.00000,0.00000,0.00099,0.00000,0.00418,NA,0.00000,0.00000,NA,NA,0.02376,0.00121,0.00000,NA,0.00000,NA,NA,298.37166,-0.00228,-0.01687,0.00000,NA,-0.00119,0.00002,0.32070,0.00003,NA,0.00000,0.00000,0.00312,NA,NA,4.73593,0.00484,0.02377
966,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.05331,0.00000,NA,NA,NA,0.35618,NA,13.41080,0.00000,NA,NA,NA,NA,3058858.48101,NA,NA,NA,NA,3247.02701,NA,NA,NA,32088.43358,7050.70997,NA,NA,NA
966,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96589,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99311,NA,NA
966,1,MS,roots,-0.00119,-0.00374,0.00000,0.00000,0.00000,0.00122,0.00000,0.00417,NA,0.00000,0.00000,NA,NA,0.02801,0.00192,0.00000,NA,0.00000,NA,NA,297.88146,-0.00259,-0.01872,0.00000,NA,-0.00082,0.00002,0.32017,0.00003,NA,0.00000,0.00000,0.02365,NA,NA,4.69348,0.00767,0.02801
967,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.25433,0.00000,NA,NA,NA,0.37534,NA,15.97020,0.00000,NA,NA,NA,NA,3061644.46820,NA,NA,NA,NA,3247.41742,NA,NA,NA,32090.19437,7050.70997,NA,NA,NA
967,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89125,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29203,NA,NA
967,1,MS,roots,-0.00119,-0.00371,0.00000,0.00000,0.00000,0.00139,0.00000,0.00417,NA,0.00000,0.00000,NA,NA,0.03127,0.00192,0.00000,NA,0.00000,NA,NA,297.88065,-0.00227,-0.01857,0.00000,NA,-0.00163,0.00002,0.32017,0.00003,NA,0.00000,0.00000,0.02365,NA,NA,4.65716,0.00767,0.03127
968,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.71819,0.00000,NA,NA,NA,0.40575,NA,21.87610,0.00000,NA,NA,NA,NA,3065032.16435,NA,NA,NA,NA,3247.84046,NA,NA,NA,32092.48252,7050.70997,NA,NA,NA
968,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50267,NA,NA
968,1,MS,roots,-0.00163,-0.00331,0.00000,0.00000,0.00000,0.00164,0.00000,0.00416,NA,0.00000,0.00000,NA,NA,0.03575,0.00269,0.00000,NA,0.00000,NA,NA,297.17593,-0.00160,-0.01654,0.00000,NA,-0.00064,0.00002,0.31941,0.00003,NA,0.00000,0.00000,0.04675,NA,NA,4.60316,0.01075,0.03575
969,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,2.35681,0.00000,NA,NA,NA,0.41968,NA,30.00712,0.00000,NA,NA,NA,NA,3069002.39739,NA,NA,NA,NA,3248.28228,NA,NA,NA,32095.62980,7050.70997,NA,NA,NA
969,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73699,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13275,NA,NA
969,1,MS,roots,-0.00163,-0.00267,0.00000,0.00000,0.00000,0.00190,0.00000,0.00416,NA,0.00000,0.00000,NA,NA,0.04039,0.00269,0.00001,NA,0.00000,NA,NA,297.17552,-0.00097,-0.01333,0.00000,NA,-0.00105,0.00002,0.31941,0.00003,NA,0.00000,0.00000,0.04675,NA,NA,4.55866,0.01075,0.04040
970,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.08799,0.00000,NA,NA,NA,0.43266,NA,39.31653,0.00000,NA,NA,NA,NA,3073370.31457,NA,NA,NA,NA,3248.72944,NA,NA,NA,32099.76130,7050.70997,NA,NA,NA
970,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69110,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.07638,NA,NA
970,1,MS,roots,-0.00105,-0.00177,0.00000,0.00000,0.00000,0.00209,0.00000,0.00415,NA,0.00000,0.00000,NA,NA,0.04359,0.00334,0.00001,NA,0.00000,NA,NA,296.26859,-0.00051,-0.00885,0.00000,NA,-0.00023,0.00002,0.31843,0.00003,NA,0.00000,0.00000,0.07164,NA,NA,4.49528,0.01336,0.04360
971,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.76987,0.00000,NA,NA,NA,0.43593,NA,47.99828,0.00000,NA,NA,NA,NA,3078112.88276,NA,NA,NA,NA,3249.18397,NA,NA,NA,32104.96309,7050.70997,NA,NA,NA
971,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63466,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43709,NA,NA
971,1,MS,roots,-0.00105,-0.00111,0.00000,0.00000,0.00000,0.00231,0.00000,0.00415,NA,0.00000,0.00000,NA,NA,0.04718,0.00334,0.00001,NA,0.00000,NA,NA,296.26848,-0.00026,-0.00556,0.00000,NA,-0.00035,0.00002,0.31843,0.00003,NA,0.00000,0.00000,0.07164,NA,NA,4.44598,0.01336,0.04719
972,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.47399,0.00000,NA,NA,NA,0.46644,NA,56.96314,0.00000,NA,NA,NA,NA,3083205.58393,NA,NA,NA,NA,3249.65944,NA,NA,NA,32111.25551,7050.70997,NA,NA,NA
972,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61362,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.40979,NA,NA
972,1,MS,roots,-0.00035,-0.00058,0.00000,0.00000,0.00000,0.00256,0.00000,0.00413,NA,0.00000,0.00000,NA,NA,0.05116,0.00373,0.00001,NA,0.00000,NA,NA,295.21362,-0.00012,-0.00288,0.00000,NA,-0.00006,0.00002,0.31730,0.00003,NA,0.00000,0.00000,0.08513,NA,NA,4.37479,0.01494,0.05117
973,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.72381,0.00000,NA,NA,NA,0.45761,NA,60.14390,0.00000,NA,NA,NA,NA,3088423.67647,NA,NA,NA,NA,3250.13100,NA,NA,NA,32118.06462,7050.70997,NA,NA,NA
973,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57699,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58218,NA,NA
973,1,MS,roots,-0.00035,-0.00041,0.00000,0.00000,0.00000,0.00268,0.00000,0.00413,NA,0.00000,0.00000,NA,NA,0.05269,0.00373,0.00001,NA,0.00000,NA,NA,295.21359,-0.00008,-0.00204,0.00000,NA,-0.00009,0.00002,0.31730,0.00003,NA,0.00000,0.00000,0.08513,NA,NA,4.32115,0.01494,0.05269
974,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.75980,0.00000,NA,NA,NA,0.46163,NA,60.60209,0.00000,NA,NA,NA,NA,3093581.21933,NA,NA,NA,NA,3250.58938,NA,NA,NA,32124.90459,7050.70997,NA,NA,NA
974,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59386,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99122,NA,NA
974,1,MS,roots,-0.00009,-0.00011,0.00000,0.00000,0.00000,0.00263,0.00000,0.00412,NA,0.00000,0.00000,NA,NA,0.05078,0.00360,0.00001,NA,0.00000,NA,NA,294.14889,-0.00002,-0.00054,0.00000,NA,-0.00001,0.00001,0.31616,0.00003,NA,0.00000,0.00000,0.07920,NA,NA,4.25177,0.01441,0.05078
975,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.80401,0.00000,NA,NA,NA,0.46236,NA,61.16494,0.00000,NA,NA,NA,NA,3098855.27144,NA,NA,NA,NA,3251.06148,NA,NA,NA,32131.98117,7050.70997,NA,NA,NA
975,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56936,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48342,NA,NA
975,1,MS,roots,-0.00009,-0.00025,0.00000,0.00000,0.00000,0.00275,0.00000,0.00412,NA,0.00000,0.00000,NA,NA,0.05228,0.00360,0.00001,NA,0.00000,NA,NA,294.14888,-0.00005,-0.00127,0.00000,NA,-0.00002,0.00001,0.31616,0.00003,NA,0.00000,0.00000,0.07920,NA,NA,4.19893,0.01441,0.05229
976,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.66525,0.00000,NA,NA,NA,0.47572,NA,59.39827,0.00000,NA,NA,NA,NA,3104092.54155,NA,NA,NA,NA,3251.53182,NA,NA,NA,32138.83218,7050.70997,NA,NA,NA
976,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59254,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22663,NA,NA
976,1,MS,roots,-0.00002,-0.00026,0.00000,0.00000,0.00000,0.00272,0.00000,0.00410,NA,0.00000,0.00000,NA,NA,0.05072,0.00349,0.00001,NA,0.00000,NA,NA,293.07154,-0.00006,-0.00132,0.00000,NA,-0.00001,0.00001,0.31500,0.00003,NA,0.00000,0.00000,0.07067,NA,NA,4.13019,0.01394,0.05073
977,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,4.25217,0.00000,NA,NA,NA,0.44443,NA,54.13897,0.00000,NA,NA,NA,NA,3109162.72811,NA,NA,NA,NA,3251.97973,NA,NA,NA,32145.10735,7050.70997,NA,NA,NA
977,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58544,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.71355,NA,NA
977,1,MS,roots,-0.00002,-0.00040,0.00000,0.00000,0.00000,0.00258,0.00000,0.00410,NA,0.00000,0.00000,NA,NA,0.04743,0.00349,0.00001,NA,0.00000,NA,NA,293.07152,-0.00009,-0.00202,0.00000,NA,-0.00003,0.00001,0.31500,0.00003,NA,0.00000,0.00000,0.07067,NA,NA,4.08206,0.01394,0.04744
978,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,3.68044,0.00000,NA,NA,NA,0.42587,NA,46.85958,0.00000,NA,NA,NA,NA,3113793.85324,NA,NA,NA,NA,3252.39425,NA,NA,NA,32150.55724,7050.70997,NA,NA,NA
978,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63300,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.39331,NA,NA
978,1,MS,roots,-0.00003,-0.00044,0.00000,0.00000,0.00000,0.00228,0.00000,0.00409,NA,0.00000,0.00000,NA,NA,0.04158,0.00294,0.00001,NA,0.00000,NA,NA,292.12235,-0.00010,-0.00219,0.00000,NA,-0.00002,0.00001,0.31398,0.00003,NA,0.00000,0.00000,0.03973,NA,NA,4.02514,0.01175,0.04158
979,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,2.71757,0.00000,NA,NA,NA,0.33940,NA,34.60026,0.00000,NA,NA,NA,NA,3117211.60978,NA,NA,NA,NA,3252.72328,NA,NA,NA,32154.50871,7050.70997,NA,NA,NA
979,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68086,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34721,NA,NA
979,1,MS,roots,-0.00003,-0.00037,0.00000,0.00000,0.00000,0.00169,0.00000,0.00409,NA,0.00000,0.00000,NA,NA,0.03126,0.00294,0.00000,NA,0.00000,NA,NA,292.12232,-0.00009,-0.00183,0.00000,NA,-0.00005,0.00001,0.31398,0.00003,NA,0.00000,0.00000,0.03973,NA,NA,3.99330,0.01175,0.03126
980,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,2.32724,0.00000,NA,NA,NA,0.33221,NA,29.63060,0.00000,NA,NA,NA,NA,3120219.34767,NA,NA,NA,NA,3253.04442,NA,NA,NA,32157.99387,7050.70997,NA,NA,NA
980,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74028,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.69654,NA,NA
980,1,MS,roots,-0.00005,-0.00054,0.00000,0.00000,0.00000,0.00152,0.00000,0.00408,NA,0.00000,0.00000,NA,NA,0.02810,0.00184,0.00000,NA,0.00000,NA,NA,291.50788,-0.00016,-0.00268,0.00000,NA,-0.00003,0.00001,0.31332,0.00003,NA,0.00000,0.00000,0.01284,NA,NA,3.95541,0.00735,0.02811
981,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,1.83946,0.00000,NA,NA,NA,0.30366,NA,23.42011,0.00000,NA,NA,NA,NA,3122743.25558,NA,NA,NA,NA,3253.34171,NA,NA,NA,32160.79871,7050.70997,NA,NA,NA
981,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77671,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51908,NA,NA
