t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
77,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.18621,NA,NA,NA,NA,NA,NA,NA,NA,NA,5720.50170,NA,NA
77,1,MS,roots,0.17866,6.84265,2.68437,3.29233,0.17365,40.07920,0.03014,0.00946,NA,1.59089,2.58759,NA,NA,3.42214,4.62727,1.61379,NA,0.74358,NA,NA,681.35364,3.45802,34.21323,6.51786,NA,5.70715,9.96795,0.49788,104.99574,NA,0.00000,0.00000,0.07259,NA,NA,1295.85614,18.50907,7.60062
78,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.48074,NA,NA,NA,0.61752,NA,0.00000,6.07353,NA,NA,NA,NA,202741.15883,NA,NA,NA,NA,162.76712,NA,NA,NA,0.00000,2871.91366,NA,NA,NA
78,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.90215,NA,NA,NA,NA,NA,NA,NA,NA,NA,5693.75117,NA,NA
78,1,MS,roots,0.17824,8.31438,3.27329,4.27395,0.22533,40.06837,0.03524,0.00945,NA,1.60198,2.56660,NA,NA,3.42782,4.61637,1.62520,NA,0.72873,NA,NA,680.51684,4.22675,41.57189,6.46499,NA,5.43349,10.09913,0.49784,106.41795,NA,0.00000,0.00000,0.09297,NA,NA,1281.83343,18.46547,7.59641
79,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.53806,NA,NA,NA,0.63746,NA,0.00000,6.21388,NA,NA,NA,NA,204344.83156,NA,NA,NA,NA,163.40142,NA,NA,NA,0.00000,2875.58785,NA,NA,NA
79,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.84508,NA,NA,NA,NA,NA,NA,NA,NA,NA,5671.76107,NA,NA
79,1,MS,roots,0.17824,6.50724,2.99226,4.33122,0.22832,40.38613,0.02513,0.00945,NA,1.62918,2.59309,NA,NA,3.47962,4.61637,1.65279,NA,0.70658,NA,NA,680.05034,3.33777,32.53619,6.53172,NA,4.96699,10.23295,0.49784,107.84382,NA,0.00000,0.00000,0.09297,NA,NA,1285.99707,18.46547,7.70189
80,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.65406,NA,NA,NA,0.67317,NA,0.00000,6.49786,NA,NA,NA,NA,206020.19699,NA,NA,NA,NA,164.07096,NA,NA,NA,0.00000,2879.42972,NA,NA,NA
80,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.40178,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650.63608,NA,NA
80,1,MS,roots,0.18977,8.63097,3.84458,7.15553,0.37982,41.75199,0.02612,0.00944,NA,1.67999,2.65702,NA,NA,3.55374,4.91501,1.70451,NA,0.62745,NA,NA,678.32665,4.47081,43.15485,6.69276,NA,3.84458,10.17271,0.49778,106.46936,NA,0.00000,0.00000,0.15557,NA,NA,1270.30603,19.66005,7.89076
81,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.74568,NA,NA,NA,0.70323,NA,0.00000,6.72217,NA,NA,NA,NA,207751.12230,NA,NA,NA,NA,164.77057,NA,NA,NA,0.00000,2883.40368,NA,NA,NA
81,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.77974,NA,NA,NA,NA,NA,NA,NA,NA,NA,5647.29446,NA,NA
81,1,MS,roots,0.18977,7.54907,3.26325,7.08049,0.37699,42.77409,0.01932,0.00944,NA,1.72182,2.72984,NA,NA,3.62901,4.91501,1.74696,NA,0.58064,NA,NA,677.74532,3.94865,37.74533,6.87618,NA,3.26325,10.09690,0.49778,105.35281,NA,0.00000,0.00000,0.15557,NA,NA,1275.26194,19.66005,8.08068
82,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.90235,NA,NA,NA,0.74907,NA,0.00000,7.10575,NA,NA,NA,NA,209578.12738,NA,NA,NA,NA,165.51641,NA,NA,NA,0.00000,2887.60386,NA,NA,NA
82,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.42592,NA,NA,NA,NA,NA,NA,NA,NA,NA,5648.25691,NA,NA
82,1,MS,roots,0.20625,10.63295,3.57939,7.98689,0.42719,44.62837,0.03020,0.00943,NA,1.78952,2.82404,NA,NA,3.73180,5.34191,1.81586,NA,0.63909,NA,NA,677.40583,5.60450,53.16476,7.11345,NA,3.57939,9.96210,0.49773,103.47434,NA,0.00000,0.00000,0.17867,NA,NA,1260.39147,21.36764,8.34535
83,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.16729,NA,NA,NA,0.82144,NA,0.00000,7.75439,NA,NA,NA,NA,211568.11868,NA,NA,NA,NA,166.33546,NA,NA,NA,0.00000,2892.18692,NA,NA,NA
83,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.23174,NA,NA,NA,NA,NA,NA,NA,NA,NA,5666.17447,NA,NA
83,1,MS,roots,0.20625,10.00044,3.62258,7.88734,0.42362,47.58418,0.02855,0.00943,NA,1.90942,3.02587,NA,NA,3.95809,5.34191,1.93752,NA,0.68791,NA,NA,677.44902,5.29686,50.00220,7.62185,NA,3.62258,9.87879,0.49773,102.18468,NA,0.00000,0.00000,0.17867,NA,NA,1268.83975,21.36764,8.89338
84,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.56202,NA,NA,NA,0.92656,NA,0.00000,8.72080,NA,NA,NA,NA,213801.28865,NA,NA,NA,NA,167.25980,NA,NA,NA,0.00000,2897.34008,NA,NA,NA
84,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.28192,NA,NA,NA,NA,NA,NA,NA,NA,NA,5687.53087,NA,NA
84,1,MS,roots,0.25155,14.44600,4.44826,11.89644,0.65270,52.53995,0.05124,0.00942,NA,2.07961,3.31293,NA,NA,4.24589,6.51508,2.11053,NA,0.84630,NA,NA,677.47378,7.67420,72.22999,8.34491,NA,4.44826,9.59998,0.49765,97.20809,NA,0.00000,0.00000,0.28329,NA,NA,1254.15229,26.06032,9.63843
85,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.83769,NA,NA,NA,0.99952,NA,0.00000,9.39572,NA,NA,NA,NA,216200.84390,NA,NA,NA,NA,168.25775,NA,NA,NA,0.00000,2902.89167,NA,NA,NA
85,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.69334,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731.24331,NA,NA
85,1,MS,roots,0.25155,13.91064,4.67326,11.42775,0.63977,55.93487,0.05125,0.00942,NA,2.19972,3.55645,NA,NA,4.48421,6.51508,2.23242,NA,0.92289,NA,NA,677.69878,7.39911,69.55318,8.95832,NA,4.67326,9.40978,0.49765,93.37832,NA,0.00000,0.00000,0.28329,NA,NA,1268.43970,26.06032,10.24038
86,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.92656,NA,NA,NA,1.02327,NA,0.00000,9.61331,NA,NA,NA,NA,218649.59378,NA,NA,NA,NA,169.27937,NA,NA,NA,0.00000,2908.57093,NA,NA,NA
86,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.00230,NA,NA,NA,NA,NA,NA,NA,NA,NA,5768.36413,NA,NA
86,1,MS,roots,0.27575,18.19428,5.57193,10.41775,0.59273,56.99786,0.08058,0.00941,NA,2.23111,3.60271,NA,NA,4.52611,7.14184,2.26464,NA,1.02854,NA,NA,677.72051,9.68327,90.97141,9.07483,NA,5.57193,9.28695,0.49757,90.68138,NA,0.00000,0.00000,0.26593,NA,NA,1258.07309,28.56736,10.35992
87,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.05838,NA,NA,NA,1.05831,NA,0.00000,9.93605,NA,NA,NA,NA,221173.50169,NA,NA,NA,NA,170.33593,NA,NA,NA,0.00000,2914.44071,NA,NA,NA
87,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.22759,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813.67247,NA,NA
87,1,MS,roots,0.27575,16.38174,5.62366,10.17758,0.58874,58.41224,0.07209,0.00941,NA,2.28785,3.73469,NA,NA,4.65799,7.14184,2.32223,NA,1.06285,NA,NA,677.77224,8.72428,81.90870,9.40727,NA,5.62366,9.22447,0.49757,88.59082,NA,0.00000,0.00000,0.26593,NA,NA,1277.90532,28.56736,10.68052
88,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.06823,NA,NA,NA,1.06271,NA,0.00000,9.96014,NA,NA,NA,NA,223697.40960,NA,NA,NA,NA,171.39627,NA,NA,NA,0.00000,2920.32554,NA,NA,NA
88,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,5837.64066,NA,NA
88,1,MS,roots,0.28499,19.40528,6.24935,7.56159,0.43889,57.94900,0.09549,0.00940,NA,2.28607,3.68877,NA,NA,4.63915,7.38133,2.32080,NA,1.11883,NA,NA,677.49639,10.35235,97.02642,9.29160,NA,6.24935,9.31450,0.49749,89.15438,NA,0.00000,0.00000,0.19633,NA,NA,1270.02673,29.52531,10.61398
89,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.07772,NA,NA,NA,1.06886,NA,0.00000,9.98338,NA,NA,NA,NA,226221.31750,NA,NA,NA,NA,172.46200,NA,NA,NA,0.00000,2926.22444,NA,NA,NA
89,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.02524,NA,NA,NA,NA,NA,NA,NA,NA,NA,5856.57886,NA,NA
89,1,MS,roots,0.28499,15.85748,5.90462,7.60992,0.44408,57.49258,0.07256,0.00940,NA,2.29066,3.70248,NA,NA,4.67453,7.38133,2.32546,NA,1.09259,NA,NA,677.15166,8.48878,79.28742,9.32616,NA,5.90462,9.42467,0.49749,89.72421,NA,0.00000,0.00000,0.19633,NA,NA,1290.36879,29.52531,10.66768
90,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.76660,NA,NA,NA,0.99143,NA,0.00000,9.22168,NA,NA,NA,NA,228548.45756,NA,NA,NA,NA,173.45043,NA,NA,NA,0.00000,2931.67462,NA,NA,NA
90,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.30375,NA,NA,NA,NA,NA,NA,NA,NA,NA,5853.40642,NA,NA
90,1,MS,roots,0.26375,17.10402,4.80799,3.91085,0.22644,53.03385,0.10210,0.00939,NA,2.15011,3.39987,NA,NA,4.40224,6.83112,2.18309,NA,1.15706,NA,NA,678.07199,9.19432,85.52008,8.56390,NA,7.65375,9.73253,0.49742,93.38409,NA,0.00000,0.00000,0.09694,NA,NA,1282.18490,27.32447,9.95222
91,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.12434,NA,NA,NA,0.82623,NA,0.00000,7.64925,NA,NA,NA,NA,230475.97678,NA,NA,NA,NA,174.27412,NA,NA,NA,0.00000,2936.19627,NA,NA,NA
91,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.75910,NA,NA,NA,NA,NA,NA,NA,NA,NA,5848.80554,NA,NA
91,1,MS,roots,0.26375,12.57185,4.75040,4.01565,0.23274,45.35558,0.07320,0.00939,NA,1.86651,2.93506,NA,NA,3.91713,6.83112,1.89514,NA,1.00068,NA,NA,677.98030,6.78974,62.85924,7.39311,NA,7.56207,10.00317,0.49742,95.88659,NA,0.00000,0.00000,0.09694,NA,NA,1298.79299,27.32447,8.71871
92,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.29885,NA,NA,NA,0.87655,NA,0.00000,8.07649,NA,NA,NA,NA,232508.52693,NA,NA,NA,NA,175.14807,NA,NA,NA,0.00000,2940.97081,NA,NA,NA
92,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.67245,NA,NA,NA,NA,NA,NA,NA,NA,NA,5829.39197,NA,NA
92,1,MS,roots,0.23094,13.78754,3.89129,2.86423,0.16551,46.39593,0.09654,0.00938,NA,1.94191,2.98601,NA,NA,4.03716,5.98133,1.97193,NA,1.11955,NA,NA,678.72092,7.48191,68.93768,7.52143,NA,9.02481,10.36428,0.49736,99.64224,NA,0.00000,0.00000,0.06654,NA,NA,1288.92651,23.92531,8.96507
93,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.26846,NA,NA,NA,0.87238,NA,0.00000,8.00210,NA,NA,NA,NA,234519.70625,NA,NA,NA,NA,176.01796,NA,NA,NA,0.00000,2945.70135,NA,NA,NA
93,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.70366,NA,NA,NA,NA,NA,NA,NA,NA,NA,5812.78211,NA,NA
93,1,MS,roots,0.23094,10.42762,3.97744,2.96588,0.17172,45.27529,0.07396,0.00938,NA,1.92948,2.93304,NA,NA,4.03345,5.98133,1.95931,NA,1.12299,NA,NA,678.92072,5.68404,52.13810,7.38802,NA,9.22462,10.75284,0.49736,103.17839,NA,0.00000,0.00000,0.06654,NA,NA,1300.56829,23.92531,8.89597
94,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.84647,NA,NA,NA,0.76283,NA,0.00000,6.96895,NA,NA,NA,NA,236269.49730,NA,NA,NA,NA,176.77892,NA,NA,NA,0.00000,2949.82179,NA,NA,NA
94,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.66417,NA,NA,NA,NA,NA,NA,NA,NA,NA,5788.93125,NA,NA
94,1,MS,roots,0.19892,11.06972,2.87561,1.91704,0.11100,40.10436,0.09180,0.00937,NA,1.73706,2.58248,NA,NA,3.67068,5.15213,1.76410,NA,1.06704,NA,NA,679.77072,6.05853,55.34861,6.50499,NA,10.69529,11.14714,0.49731,106.95105,NA,0.00000,0.00000,0.04149,NA,NA,1289.74721,20.60851,7.99022
95,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.58275,NA,NA,NA,0.69474,NA,0.00000,6.32328,NA,NA,NA,NA,237855.66693,NA,NA,NA,NA,177.47207,NA,NA,NA,0.00000,2953.56057,NA,NA,NA
95,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.04000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5770.84626,NA,NA
95,1,MS,roots,0.19892,8.24549,2.98280,1.97538,0.11484,36.74039,0.07046,0.00937,NA,1.61680,2.37728,NA,NA,3.46611,5.15213,1.64197,NA,1.00670,NA,NA,680.16941,4.52964,41.22744,5.98812,NA,11.09398,11.53216,0.49731,110.20606,NA,0.00000,0.00000,0.04149,NA,NA,1298.29662,20.60851,7.46020
96,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.23785,NA,NA,NA,0.60404,NA,0.00000,5.47888,NA,NA,NA,NA,239229.04015,NA,NA,NA,NA,178.07489,NA,NA,NA,0.00000,2956.80044,NA,NA,NA
96,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.83581,NA,NA,NA,NA,NA,NA,NA,NA,NA,5749.13677,NA,NA
96,1,MS,roots,0.15604,8.70768,2.56484,1.62374,0.09471,32.59830,0.08051,0.00936,NA,1.45305,2.09845,NA,NA,3.15759,4.04153,1.47580,NA,0.92596,NA,NA,680.50671,4.80006,43.53838,5.28577,NA,11.91792,11.88226,0.49727,113.17465,NA,0.00000,0.00000,0.03321,NA,NA,1289.06518,16.16613,6.70909
97,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.53067,NA,NA,NA,0.68541,NA,0.00000,6.19578,NA,NA,NA,NA,240780.70087,NA,NA,NA,NA,178.75887,NA,NA,NA,0.00000,2960.46391,NA,NA,NA
97,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.96913,NA,NA,NA,NA,NA,NA,NA,NA,NA,5730.76266,NA,NA
97,1,MS,roots,0.15604,6.97617,2.63394,1.67107,0.09798,35.14570,0.06594,0.00936,NA,1.59122,2.26974,NA,NA,3.41858,4.04153,1.61613,NA,1.02326,NA,NA,680.82779,3.85872,34.88086,5.71724,NA,12.23901,12.29282,0.49727,116.47318,NA,0.00000,0.00000,0.03321,NA,NA,1294.77864,16.16613,7.27955
98,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.67570,NA,NA,NA,0.72732,NA,0.00000,6.55085,NA,NA,NA,NA,242419.88199,NA,NA,NA,NA,179.48458,NA,NA,NA,0.00000,2964.33742,NA,NA,NA
98,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.44367,NA,NA,NA,NA,NA,NA,NA,NA,NA,5705.31469,NA,NA
98,1,MS,roots,0.18602,8.65803,3.80755,2.57010,0.15188,36.15696,0.07943,0.00935,NA,1.65532,2.31635,NA,NA,3.52158,4.81800,1.68140,NA,1.04820,NA,NA,679.75619,4.80637,43.29016,5.83464,NA,11.74791,12.65259,0.49722,118.94785,NA,0.00000,0.00000,0.05002,NA,NA,1280.46946,19.27200,7.49326
99,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.67821,NA,NA,NA,0.73086,NA,0.00000,6.55700,NA,NA,NA,NA,244059.06311,NA,NA,NA,NA,180.21371,NA,NA,NA,0.00000,2968.21442,NA,NA,NA
99,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.64724,NA,NA,NA,NA,NA,NA,NA,NA,NA,5684.87907,NA,NA
99,1,MS,roots,0.18602,6.73260,3.55518,2.62142,0.15622,35.73228,0.05746,0.00935,NA,1.65647,2.29548,NA,NA,3.52524,4.81800,1.68257,NA,1.02478,NA,NA,678.97752,3.75214,33.66298,5.78207,NA,10.96923,13.01401,0.49722,121.32303,NA,0.00000,0.00000,0.05002,NA,NA,1285.32074,19.27200,7.47719
100,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.80000,NA,NA,NA,0.76735,NA,0.00000,6.85517,NA,NA,NA,NA,245771.29615,NA,NA,NA,NA,180.97906,NA,NA,NA,0.00000,2972.26778,NA,NA,NA
100,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.26775,NA,NA,NA,NA,NA,NA,NA,NA,NA,5657.31847,NA,NA
100,1,MS,roots,0.19375,8.56392,3.26299,2.41940,0.14512,36.43951,0.07516,0.00934,NA,1.70879,2.32019,NA,NA,3.59865,5.01823,1.73589,NA,1.06084,NA,NA,678.54512,4.79313,42.81959,5.84431,NA,11.14307,13.38057,0.49717,123.93342,NA,0.00000,0.00000,0.04519,NA,NA,1269.65591,20.07293,7.62764
101,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.05580,NA,NA,NA,0.84141,NA,0.00000,7.48144,NA,NA,NA,NA,247637.96974,NA,NA,NA,NA,181.81803,NA,NA,NA,0.00000,2976.69105,NA,NA,NA
101,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.65198,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634.16067,NA,NA
101,1,MS,roots,0.19375,6.78983,3.20105,2.47467,0.14961,38.34098,0.05827,0.00934,NA,1.82386,2.44708,NA,NA,3.81079,5.01823,1.85279,NA,1.12497,NA,NA,678.33359,3.81813,33.94915,6.16392,NA,10.93154,13.79477,0.49717,126.76471,NA,0.00000,0.00000,0.04519,NA,NA,1273.78619,20.07293,8.08173
102,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.73678,NA,NA,NA,1.03908,NA,0.00000,9.14866,NA,NA,NA,NA,249917.75496,NA,NA,NA,NA,182.85091,NA,NA,NA,0.00000,2982.09932,NA,NA,NA
102,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.46837,NA,NA,NA,NA,NA,NA,NA,NA,NA,5603.83991,NA,NA
102,1,MS,roots,0.25700,10.25852,6.64213,11.45578,0.71663,45.20142,0.05445,0.00933,NA,2.11655,2.84805,NA,NA,4.30895,6.65642,2.15044,NA,1.06084,NA,NA,673.23699,5.82567,51.29259,7.17392,NA,6.64213,13.63427,0.49709,121.08500,NA,0.00000,0.00000,0.21900,NA,NA,1251.45567,26.62568,9.27355
103,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.94089,NA,NA,NA,1.38995,NA,0.00000,12.09666,NA,NA,NA,NA,252925.49285,NA,NA,NA,NA,184.23159,NA,NA,NA,0.00000,2989.24691,NA,NA,NA
103,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.82937,NA,NA,NA,NA,NA,NA,NA,NA,NA,5594.48853,NA,NA
103,1,MS,roots,0.25700,9.54388,5.06922,11.11125,0.71122,56.56721,0.03853,0.00933,NA,2.63577,3.57318,NA,NA,5.20787,6.65642,2.67797,NA,1.15307,NA,NA,671.66409,5.48315,47.71939,9.00045,NA,5.06922,13.53143,0.49709,117.44342,NA,0.00000,0.00000,0.21900,NA,NA,1255.75616,26.62568,11.41682
104,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.83019,NA,NA,NA,1.65801,NA,0.00000,14.27392,NA,NA,NA,NA,256464.42096,NA,NA,NA,NA,185.87826,NA,NA,NA,0.00000,2997.67782,NA,NA,NA
104,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.19121,NA,NA,NA,NA,NA,NA,NA,NA,NA,5597.54606,NA,NA
104,1,MS,roots,0.39649,17.43117,6.08176,26.65208,1.86561,68.69675,0.08656,0.00931,NA,3.00877,4.26075,NA,NA,5.81357,10.26897,3.05767,NA,1.44439,NA,NA,671.42315,10.12371,87.15584,10.73237,NA,6.08176,12.22496,0.49697,97.02536,NA,0.00000,0.00000,0.63586,NA,NA,1224.70006,41.07588,13.08309
105,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.45334,NA,NA,NA,1.56293,NA,0.00000,13.35128,NA,NA,NA,NA,259762.56949,NA,NA,NA,NA,187.43317,NA,NA,NA,0.00000,3005.56170,NA,NA,NA
105,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.84434,NA,NA,NA,NA,NA,NA,NA,NA,NA,5653.80160,NA,NA
105,1,MS,roots,0.39649,16.56331,6.15455,22.42201,1.69826,67.18691,0.08218,0.00931,NA,2.82662,4.20674,NA,NA,5.54004,10.26897,2.87257,NA,1.37203,NA,NA,671.49594,9.69466,82.81654,10.59631,NA,6.15455,11.12838,0.49697,81.62604,NA,0.00000,0.00000,0.63586,NA,NA,1240.50021,41.07588,12.57340
106,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,6.33614,NA,NA,NA,1.82180,NA,0.00000,15.51262,NA,NA,NA,NA,263578.08998,NA,NA,NA,NA,189.24904,NA,NA,NA,0.00000,3014.71905,NA,NA,NA
106,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.45692,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725.96493,NA,NA
106,1,MS,roots,0.42529,26.26718,8.15192,21.72572,1.77621,78.73770,0.17529,0.00930,NA,3.19939,4.87523,NA,NA,6.17934,11.01499,3.25229,NA,1.76780,NA,NA,672.14304,15.42408,131.33592,12.28018,NA,8.15192,10.07106,0.49684,68.43570,NA,0.00000,0.00000,0.73487,NA,NA,1221.55979,44.05994,14.25397
