t,plant,axis,Total_Transpiration,mstruct
818,1,MS,0.00035,1.38277
819,1,MS,0.00035,1.38277
820,1,MS,0.00047,1.37846
821,1,MS,0.00047,1.37846
822,1,MS,0.00350,1.37383
823,1,MS,0.00350,1.37383
824,1,MS,0.00758,1.35724
825,1,MS,0.00758,1.35724
826,1,MS,0.01085,1.35080
827,1,MS,0.01085,1.35080
828,1,MS,0.01205,1.34423
829,1,MS,0.01205,1.34423
830,1,MS,0.01166,1.33774
831,1,MS,0.01166,1.33774
832,1,MS,0.00902,1.31967
833,1,MS,0.00902,1.31967
834,1,MS,0.00441,1.31327
835,1,MS,0.00441,1.31327
836,1,MS,0.00118,1.30831
837,1,MS,0.00118,1.30831
838,1,MS,0.00082,1.30405
839,1,MS,0.00082,1.30405
840,1,MS,0.00022,1.29709
841,1,MS,0.00022,1.29709
842,1,MS,0.00041,1.29265
843,1,MS,0.00041,1.29265
844,1,MS,0.00025,1.28560
845,1,MS,0.00025,1.28560
846,1,MS,0.00126,1.27747
847,1,MS,0.00126,1.27747
848,1,MS,0.00299,1.27231
849,1,MS,0.00299,1.27231
850,1,MS,0.00661,1.26618
851,1,MS,0.00661,1.26618
852,1,MS,0.00681,1.25589
853,1,MS,0.00681,1.25589
854,1,MS,0.00636,1.24503
855,1,MS,0.00636,1.24503
856,1,MS,0.00475,1.23876
857,1,MS,0.00475,1.23876
858,1,MS,0.00237,1.23304
859,1,MS,0.00237,1.23304
860,1,MS,0.00078,1.22870
861,1,MS,0.00078,1.22870
862,1,MS,0.00031,1.22543
863,1,MS,0.00031,1.22543
864,1,MS,0.00081,1.22328
865,1,MS,0.00081,1.22328
866,1,MS,0.00081,1.22121
867,1,MS,0.00081,1.22121
868,1,MS,0.00068,1.21815
869,1,MS,0.00068,1.21815
870,1,MS,0.00221,1.21580
871,1,MS,0.00221,1.21580
872,1,MS,0.00286,1.21425
873,1,MS,0.00286,1.21425
874,1,MS,0.00380,1.20999
875,1,MS,0.00380,1.20999
876,1,MS,0.00490,1.20808
877,1,MS,0.00490,1.20808
878,1,MS,0.00507,1.20597
879,1,MS,0.00507,1.20597
880,1,MS,0.00323,1.20408
881,1,MS,0.00323,1.20408
882,1,MS,0.00144,1.20260
883,1,MS,0.00144,1.20260
884,1,MS,0.00092,1.19925
885,1,MS,0.00092,1.19925
886,1,MS,0.00086,1.19789
887,1,MS,0.00086,1.19789
888,1,MS,0.00009,1.19696
889,1,MS,0.00009,1.19696
890,1,MS,0.00010,1.19615
891,1,MS,0.00010,1.19615
892,1,MS,0.00025,1.19482
893,1,MS,0.00025,1.19482
894,1,MS,0.00199,1.19343
895,1,MS,0.00199,1.19343
896,1,MS,0.00348,1.19177
897,1,MS,0.00348,1.19177
898,1,MS,0.00361,1.18994
899,1,MS,0.00361,1.18994
900,1,MS,0.00410,1.18794
901,1,MS,0.00410,1.18794
902,1,MS,0.00407,1.18575
903,1,MS,0.00407,1.18575
904,1,MS,0.00207,1.18393
905,1,MS,0.00207,1.18393
906,1,MS,0.00227,1.18212
907,1,MS,0.00227,1.18212
908,1,MS,0.00050,1.18105
909,1,MS,0.00050,1.18105
910,1,MS,0.00038,1.18010
911,1,MS,0.00038,1.18010
912,1,MS,0.00023,1.17927
913,1,MS,0.00023,1.17927
914,1,MS,0.00019,1.17853
915,1,MS,0.00019,1.17853
916,1,MS,0.00027,1.17773
917,1,MS,0.00027,1.17773
918,1,MS,0.00154,1.17642
919,1,MS,0.00154,1.17642
920,1,MS,0.00241,1.17470
921,1,MS,0.00241,1.17470
922,1,MS,0.00490,1.17229
923,1,MS,0.00490,1.17229
924,1,MS,0.00287,1.16999
925,1,MS,0.00287,1.16999
926,1,MS,0.00447,1.16744
927,1,MS,0.00447,1.16744
928,1,MS,0.00264,1.16512
929,1,MS,0.00264,1.16512
930,1,MS,0.00105,1.16325
931,1,MS,0.00105,1.16325
932,1,MS,0.00040,1.16159
933,1,MS,0.00040,1.16159
934,1,MS,0.00018,1.16016
935,1,MS,0.00018,1.16016
936,1,MS,0.00051,1.15913
937,1,MS,0.00051,1.15913
938,1,MS,0.00065,1.15806
939,1,MS,0.00065,1.15806
940,1,MS,0.00060,1.15701
941,1,MS,0.00060,1.15701
942,1,MS,0.00182,1.15568
943,1,MS,0.00182,1.15568
944,1,MS,0.00191,1.15434
945,1,MS,0.00191,1.15434
946,1,MS,0.00140,1.15305
947,1,MS,0.00140,1.15305
948,1,MS,0.00246,1.15139
949,1,MS,0.00246,1.15139
950,1,MS,0.00268,1.14959
951,1,MS,0.00268,1.14959
952,1,MS,0.00133,1.14819
953,1,MS,0.00133,1.14819
954,1,MS,0.00138,1.14676
955,1,MS,0.00138,1.14676
956,1,MS,0.00083,1.14546
957,1,MS,0.00083,1.14546
958,1,MS,0.00043,1.14439
959,1,MS,0.00043,1.14439
960,1,MS,0.00007,1.14367
961,1,MS,0.00007,1.14367
962,1,MS,0.00014,1.14292
963,1,MS,0.00014,1.14292
964,1,MS,0.00012,1.14221
965,1,MS,0.00012,1.14221
966,1,MS,0.00095,1.14105
967,1,MS,0.00095,1.14105
968,1,MS,0.00187,1.13939
969,1,MS,0.00187,1.13939
970,1,MS,0.00287,1.13724
971,1,MS,0.00287,1.13724
972,1,MS,0.00341,1.13475
973,1,MS,0.00341,1.13475
974,1,MS,0.00317,1.13222
975,1,MS,0.00317,1.13222
976,1,MS,0.00283,1.12967
977,1,MS,0.00283,1.12967
978,1,MS,0.00159,1.12741
979,1,MS,0.00159,1.12741
980,1,MS,0.00051,1.12594
981,1,MS,0.00051,1.12594
982,1,MS,0.00028,1.12481
983,1,MS,0.00028,1.12481
984,1,MS,0.00018,1.12358
985,1,MS,0.00018,1.12358
986,1,MS,0.00010,1.12258
987,1,MS,0.00010,1.12258
988,1,MS,0.00009,1.12145
989,1,MS,0.00009,1.12145
990,1,MS,0.00091,1.11965
991,1,MS,0.00091,1.11965
992,1,MS,0.00158,1.11764
993,1,MS,0.00158,1.11764
994,1,MS,0.00223,1.11569
995,1,MS,0.00223,1.11569
996,1,MS,0.00286,1.11361
997,1,MS,0.00286,1.11361
998,1,MS,0.00269,1.11153
999,1,MS,0.00269,1.11153
1000,1,MS,0.00274,1.10948
1001,1,MS,0.00274,1.10948
1002,1,MS,0.00134,1.10746
1003,1,MS,0.00134,1.10746
1004,1,MS,0.00061,1.10574
1005,1,MS,0.00061,1.10574
1006,1,MS,0.00031,1.10436
1007,1,MS,0.00031,1.10436
1008,1,MS,0.00051,1.10340
1009,1,MS,0.00051,1.10340
1010,1,MS,0.00036,1.10260
1011,1,MS,0.00036,1.10260
1012,1,MS,0.00048,1.10174
1013,1,MS,0.00048,1.10174
1014,1,MS,0.00072,1.10087
1015,1,MS,0.00072,1.10087
1016,1,MS,0.00125,1.09973
1017,1,MS,0.00125,1.09973
1018,1,MS,0.00152,1.09835
1019,1,MS,0.00152,1.09835
1020,1,MS,0.00173,1.09676
1021,1,MS,0.00173,1.09676
1022,1,MS,0.00167,1.09508
1023,1,MS,0.00167,1.09508
1024,1,MS,0.00145,1.09351
1025,1,MS,0.00145,1.09351
1026,1,MS,0.00100,1.09222
1027,1,MS,0.00100,1.09222
1028,1,MS,0.00063,1.09122
1029,1,MS,0.00063,1.09122
1030,1,MS,0.00059,1.09025
1031,1,MS,0.00059,1.09025
1032,1,MS,0.00033,1.08944
1033,1,MS,0.00033,1.08944
1034,1,MS,0.00014,1.08889
1035,1,MS,0.00014,1.08889
1036,1,MS,0.00008,1.08832
1037,1,MS,0.00008,1.08832
1038,1,MS,0.00042,1.08729
1039,1,MS,0.00042,1.08729
1040,1,MS,0.00085,1.08580
1041,1,MS,0.00085,1.08580
1042,1,MS,0.00115,1.08400
1043,1,MS,0.00115,1.08400
1044,1,MS,0.00000,1.08270
1045,1,MS,0.00000,1.08270
1046,1,MS,0.00000,1.08161
1047,1,MS,0.00000,1.08161
1048,1,MS,0.00000,1.08053
1049,1,MS,0.00000,1.08053
1050,1,MS,0.00000,1.07958
1051,1,MS,0.00000,1.07958
1052,1,MS,0.00000,1.07879
1053,1,MS,0.00000,1.07879
1054,1,MS,0.00000,1.07830
1055,1,MS,0.00000,1.07830
1056,1,MS,0.00000,1.07773
1057,1,MS,0.00000,1.07773
1058,1,MS,0.00000,1.07720
1059,1,MS,0.00000,1.07720
1060,1,MS,0.00000,1.07672
1061,1,MS,0.00000,1.07672
1062,1,MS,0.00000,1.07603
1063,1,MS,0.00000,1.07603
1064,1,MS,0.00000,1.07507
1065,1,MS,0.00000,1.07507
1066,1,MS,0.00000,1.07402
1067,1,MS,0.00000,1.07402
1068,1,MS,0.00000,1.07294
1069,1,MS,0.00000,1.07294
1070,1,MS,0.00000,1.07186
1071,1,MS,0.00000,1.07186
1072,1,MS,0.00000,1.07080
1073,1,MS,0.00000,1.07080
1074,1,MS,0.00000,1.06982
1075,1,MS,0.00000,1.06982
1076,1,MS,0.00000,1.06904
1077,1,MS,0.00000,1.06904
1078,1,MS,0.00000,1.06837
1079,1,MS,0.00000,1.06837
1080,1,MS,0.00000,1.06773
1081,1,MS,0.00000,1.06773
1082,1,MS,0.00000,1.06712
1083,1,MS,0.00000,1.06712
1084,1,MS,0.00000,1.06650
1085,1,MS,0.00000,1.06650
1086,1,MS,0.00000,1.06574
1087,1,MS,0.00000,1.06574
1088,1,MS,0.00000,1.06478
1089,1,MS,0.00000,1.06478
1090,1,MS,0.00000,1.06373
1091,1,MS,0.00000,1.06373
1092,1,MS,0.00000,1.06272
1093,1,MS,0.00000,1.06272
1094,1,MS,0.00000,1.06171
1095,1,MS,0.00000,1.06171
1096,1,MS,0.00000,1.06071
1097,1,MS,0.00000,1.06071
1098,1,MS,0.00000,1.05970
1099,1,MS,0.00000,1.05970
1100,1,MS,0.00000,1.05888
1101,1,MS,0.00000,1.05888
1102,1,MS,0.00000,1.05823
1103,1,MS,0.00000,1.05823
1104,1,MS,0.00000,1.05771
1105,1,MS,0.00000,1.05771
1106,1,MS,0.00000,1.05726
1107,1,MS,0.00000,1.05726
1108,1,MS,0.00000,1.05684
1109,1,MS,0.00000,1.05684
1110,1,MS,0.00000,1.05620
1111,1,MS,0.00000,1.05620
1112,1,MS,0.00000,1.05540
1113,1,MS,0.00000,1.05540
1114,1,MS,0.00000,1.05456
1115,1,MS,0.00000,1.05456
1116,1,MS,0.00000,1.05360
1117,1,MS,0.00000,1.05360
1118,1,MS,0.00000,1.05263
1119,1,MS,0.00000,1.05263
1120,1,MS,0.00000,1.05167
1121,1,MS,0.00000,1.05167
1122,1,MS,0.00000,1.05088
1123,1,MS,0.00000,1.05088
1124,1,MS,0.00000,1.05036
1125,1,MS,0.00000,1.05036
1126,1,MS,0.00000,1.04993
1127,1,MS,0.00000,1.04993
1128,1,MS,0.00000,1.04930
1129,1,MS,0.00000,1.04930
1130,1,MS,0.00000,1.04869
1131,1,MS,0.00000,1.04869
1132,1,MS,0.00000,1.04810
1133,1,MS,0.00000,1.04810
1134,1,MS,0.00000,1.04733
1135,1,MS,0.00000,1.04733
1136,1,MS,0.00000,1.04637
1137,1,MS,0.00000,1.04637
1138,1,MS,0.00000,1.04539
1139,1,MS,0.00000,1.04539
1140,1,MS,0.00000,1.04448
1141,1,MS,0.00000,1.04448
1142,1,MS,0.00000,1.04358
1143,1,MS,0.00000,1.04358
1144,1,MS,0.00000,1.04261
1145,1,MS,0.00000,1.04261
1146,1,MS,0.00000,1.04172
1147,1,MS,0.00000,1.04172
1148,1,MS,0.00000,1.04093
1149,1,MS,0.00000,1.04093
1150,1,MS,0.00000,1.04025
1151,1,MS,0.00000,1.04025
1152,1,MS,0.00000,1.03968
1153,1,MS,0.00000,1.03968
1154,1,MS,0.00000,1.03916
1155,1,MS,0.00000,1.03916
1156,1,MS,0.00000,1.03863
1157,1,MS,0.00000,1.03863
1158,1,MS,0.00000,1.03787
1159,1,MS,0.00000,1.03787
1160,1,MS,0.00000,1.03693
1161,1,MS,0.00000,1.03693
1162,1,MS,0.00000,1.03601
1163,1,MS,0.00000,1.03601
1164,1,MS,0.00000,1.03515
1165,1,MS,0.00000,1.03515
1166,1,MS,0.00000,1.03435
1167,1,MS,0.00000,1.03435
1168,1,MS,0.00000,1.03355
1169,1,MS,0.00000,1.03355
1170,1,MS,0.00000,1.03264
1171,1,MS,0.00000,1.03264
1172,1,MS,0.00000,1.03172
1173,1,MS,0.00000,1.03172
1174,1,MS,0.00000,1.03089
1175,1,MS,0.00000,1.03089
1176,1,MS,0.00000,1.03059
1177,1,MS,0.00000,1.03059
1178,1,MS,0.00000,1.03030
1179,1,MS,0.00000,1.03030
1180,1,MS,0.00000,1.03003
1181,1,MS,0.00000,1.03003
1182,1,MS,0.00000,1.02970
1183,1,MS,0.00000,1.02970
1184,1,MS,0.00000,1.02928
1185,1,MS,0.00000,1.02928
1186,1,MS,0.00000,1.02876
1187,1,MS,0.00000,1.02876
1188,1,MS,0.00000,1.02824
1189,1,MS,0.00000,1.02824
1190,1,MS,0.00000,1.02767
1191,1,MS,0.00000,1.02767
1192,1,MS,0.00000,1.02715
1193,1,MS,0.00000,1.02715
1194,1,MS,0.00000,1.02671
1195,1,MS,0.00000,1.02671
1196,1,MS,0.00000,1.02631
1197,1,MS,0.00000,1.02631
1198,1,MS,0.00000,1.02600
1199,1,MS,0.00000,1.02600
