t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
1051,1,MS,2.05423,22.20000,0.00871,2.05423,1
1052,1,MS,2.05301,21.10000,0.00802,2.05301,1
1053,1,MS,2.05147,19.80000,0.00727,2.05147,1
1054,1,MS,2.05015,15.90000,0.00537,2.05015,1
1055,1,MS,2.04876,14.20000,0.00469,2.04876,1
1056,1,MS,2.04682,17.60000,0.00614,2.04682,1
1057,1,MS,2.04469,17.10000,0.00590,2.04469,1
1058,1,MS,2.04253,16.70000,0.00572,2.04253,1
1059,1,MS,2.04036,15.60000,0.00525,2.04036,1
1060,1,MS,2.03811,15.70000,0.00529,2.03811,1
1061,1,MS,2.03535,17.40000,0.00604,2.03535,1
1062,1,MS,2.03212,19.60000,0.00716,2.03212,1
1063,1,MS,2.02798,22.00000,0.00858,2.02798,1
1064,1,MS,2.02331,24.30000,0.01016,2.02331,1
1065,1,MS,2.01799,25.20000,0.01084,2.01799,1
1066,1,MS,2.01250,26.50000,0.01189,2.01250,1
1067,1,MS,2.00628,27.20000,0.01249,2.00628,1
1068,1,MS,2.00003,28.00000,0.01319,2.00003,1
1069,1,MS,1.99321,28.00000,0.01319,1.99321,1
1070,1,MS,1.98643,28.50000,0.01365,1.98643,1
1071,1,MS,1.97929,27.90000,0.01310,1.97929,1
1072,1,MS,1.97267,27.20000,0.01249,1.97267,1
1073,1,MS,1.96563,26.70000,0.01206,1.96563,1
1074,1,MS,1.95954,24.90000,0.01061,1.95954,1
1075,1,MS,1.95362,23.30000,0.00945,1.95362,1
1076,1,MS,1.94852,21.40000,0.00820,1.94852,1
1077,1,MS,1.94351,20.20000,0.00749,1.94351,1
1078,1,MS,1.93873,19.70000,0.00721,1.93873,1
1079,1,MS,1.93393,19.00000,0.00684,1.93393,1
1080,1,MS,1.92916,19.10000,0.00689,1.92916,1
1081,1,MS,1.92427,18.80000,0.00673,1.92427,1
1082,1,MS,1.91959,18.50000,0.00658,1.91959,1
1083,1,MS,1.91483,18.20000,0.00643,1.91483,1
1084,1,MS,1.90999,18.80000,0.00673,1.90999,1
1085,1,MS,1.90466,19.60000,0.00716,1.90466,1
1086,1,MS,1.89890,21.30000,0.00814,1.89890,1
1087,1,MS,1.89210,23.10000,0.00931,1.89210,1
1088,1,MS,1.88487,25.00000,0.01069,1.88487,1
1089,1,MS,1.87673,26.20000,0.01164,1.87673,1
1090,1,MS,1.86803,28.40000,0.01356,1.86803,1
1091,1,MS,1.86009,26.50000,0.01189,1.86009,1
1092,1,MS,1.85273,26.50000,0.01189,1.85273,1
1093,1,MS,1.84387,28.50000,0.01365,1.84387,1
1094,1,MS,1.83406,31.20000,0.01629,1.83406,1
1095,1,MS,1.82344,31.70000,0.01681,1.82344,1
1096,1,MS,1.81376,31.40000,0.01650,1.81376,1
1097,1,MS,1.80438,30.10000,0.01518,1.80438,1
1098,1,MS,1.79727,27.10000,0.01240,1.79727,1
1099,1,MS,1.79111,24.30000,0.01016,1.79111,1
1100,1,MS,1.78593,22.60000,0.00897,1.78593,1
1101,1,MS,1.78096,21.30000,0.00814,1.78096,1
1102,1,MS,1.77671,19.70000,0.00721,1.77671,1
1103,1,MS,1.77218,19.90000,0.00732,1.77218,1
1104,1,MS,1.76858,17.20000,0.00595,1.76858,1
1105,1,MS,1.76486,17.10000,0.00590,1.76486,1
1106,1,MS,1.76155,15.90000,0.00537,1.76155,1
1107,1,MS,1.75848,14.50000,0.00481,1.75848,1
1108,1,MS,1.75533,15.10000,0.00504,1.75533,1
1109,1,MS,1.75125,18.00000,0.00633,1.75125,1
1110,1,MS,1.74688,19.60000,0.00716,1.74688,1
1111,1,MS,1.74177,21.30000,0.00814,1.74177,1
1112,1,MS,1.73663,22.40000,0.00884,1.73663,1
1113,1,MS,1.73132,22.40000,0.00884,1.73132,1
1114,1,MS,1.72607,23.40000,0.00952,1.72607,1
1115,1,MS,1.72046,23.80000,0.00980,1.72046,1
1116,1,MS,1.71458,25.80000,0.01132,1.71458,1
1117,1,MS,1.70816,26.40000,0.01181,1.70816,1
1118,1,MS,1.70233,26.40000,0.01181,1.70233,1
1119,1,MS,1.69610,26.60000,0.01197,1.69610,1
1120,1,MS,1.69056,26.20000,0.01164,1.69056,1
1121,1,MS,1.68518,25.00000,0.01069,1.68518,1
1122,1,MS,1.68093,22.60000,0.00897,1.68093,1
1123,1,MS,1.67720,20.10000,0.00744,1.67720,1
1124,1,MS,1.67423,17.50000,0.00609,1.67423,1
1125,1,MS,1.67138,16.30000,0.00554,1.67138,1
1126,1,MS,1.66873,15.60000,0.00525,1.66873,1
1127,1,MS,1.66598,15.50000,0.00521,1.66598,1
1128,1,MS,1.66234,19.80000,0.00727,1.66234,1
1129,1,MS,1.65861,19.60000,0.00716,1.65861,1
1130,1,MS,1.65511,19.40000,0.00705,1.65511,1
1131,1,MS,1.65162,18.90000,0.00678,1.65162,1
1132,1,MS,1.64829,19.00000,0.00684,1.64829,1
1133,1,MS,1.64440,20.60000,0.00772,1.64440,1
1134,1,MS,1.64031,22.40000,0.00884,1.64031,1
1135,1,MS,1.63551,24.10000,0.01002,1.63551,1
1136,1,MS,1.63033,26.90000,0.01223,1.63033,1
1137,1,MS,1.62433,28.50000,0.01365,1.62433,1
1138,1,MS,1.61855,29.90000,0.01498,1.61855,1
1139,1,MS,1.61219,30.70000,0.01578,1.61219,1
1140,1,MS,1.60609,32.00000,0.01712,1.60609,1
1141,1,MS,1.59962,32.20000,0.01733,1.59962,1
1142,1,MS,1.59384,32.40000,0.01754,1.59384,1
1143,1,MS,1.58752,33.00000,0.01818,1.58752,1
1144,1,MS,1.58349,28.20000,0.01338,1.58349,1
1145,1,MS,1.58007,24.90000,0.01061,1.58007,1
1146,1,MS,1.57694,25.50000,0.01108,1.57694,1
1147,1,MS,1.57395,23.90000,0.00987,1.57395,1
1148,1,MS,1.57144,23.00000,0.00924,1.57144,1
1149,1,MS,1.56886,22.50000,0.00890,1.56886,1
1150,1,MS,1.56673,21.10000,0.00802,1.56673,1
1151,1,MS,1.56446,21.10000,0.00802,1.56446,1
1152,1,MS,1.56267,18.90000,0.00678,1.56267,1
1153,1,MS,1.56088,18.20000,0.00643,1.56088,1
1154,1,MS,1.55919,18.20000,0.00643,1.55919,1
1155,1,MS,1.55751,17.50000,0.00609,1.55751,1
1156,1,MS,1.55585,18.20000,0.00643,1.55585,1
1157,1,MS,1.55379,20.30000,0.00755,1.55379,1
1158,1,MS,1.55164,22.70000,0.00904,1.55164,1
1159,1,MS,1.54890,25.30000,0.01092,1.54890,1
1160,1,MS,1.54627,27.70000,0.01293,1.54627,1
1161,1,MS,1.54315,29.30000,0.01440,1.54315,1
1162,1,MS,1.54045,30.60000,0.01568,1.54045,1
1163,1,MS,1.53738,31.60000,0.01670,1.53738,1
1164,1,MS,1.53477,32.80000,0.01797,1.53477,1
1165,1,MS,1.53185,33.50000,0.01872,1.53185,1
1166,1,MS,1.52955,33.80000,0.01904,1.52955,1
1167,1,MS,1.52706,33.90000,0.01915,1.52706,1
1168,1,MS,1.52522,33.80000,0.01904,1.52522,1
1169,1,MS,1.52326,33.20000,0.01840,1.52326,1
1170,1,MS,1.52216,30.80000,0.01588,1.52216,1
1171,1,MS,1.52098,29.50000,0.01459,1.52098,1
1172,1,MS,1.52040,27.60000,0.01284,1.52040,1
1173,1,MS,1.51982,24.10000,0.01002,1.51982,1
1174,1,MS,1.51952,24.80000,0.01054,1.51952,1
1175,1,MS,1.51912,23.70000,0.00973,1.51912,1
1176,1,MS,1.51896,12.80000,0.00420,1.51896,1
1177,1,MS,1.51874,13.40000,0.00440,1.51874,1
1178,1,MS,1.51854,12.80000,0.00420,1.51854,1
1179,1,MS,1.51833,11.40000,0.00375,1.51833,1
1180,1,MS,1.51813,11.90000,0.00390,1.51813,1
1181,1,MS,1.51785,13.60000,0.00447,1.51785,1
1182,1,MS,1.51759,14.10000,0.00466,1.51759,1
1183,1,MS,1.51724,16.10000,0.00546,1.51724,1
1184,1,MS,1.51695,16.30000,0.00554,1.51695,1
1185,1,MS,1.51659,17.00000,0.00586,1.51659,1
1186,1,MS,1.51630,18.40000,0.00653,1.51630,1
1187,1,MS,1.51596,17.90000,0.00628,1.51596,1
1188,1,MS,1.51573,18.50000,0.00658,1.51573,1
1189,1,MS,1.51542,19.40000,0.00705,1.51542,1
1190,1,MS,1.51524,19.70000,0.00721,1.51524,1
1191,1,MS,1.51501,19.20000,0.00694,1.51501,1
1192,1,MS,1.51491,18.40000,0.00653,1.51491,1
1193,1,MS,1.51476,17.30000,0.00599,1.51476,1
1194,1,MS,1.51469,17.00000,0.00586,1.51469,1
1195,1,MS,1.51458,16.50000,0.00563,1.51458,1
1196,1,MS,1.51453,15.90000,0.00537,1.51453,1
1197,1,MS,1.51444,15.30000,0.00512,1.51444,1
1198,1,MS,1.51439,13.50000,0.00444,1.51439,1
1199,1,MS,1.51431,14.10000,0.00466,1.51431,1
