aaaa,jj,mm,jjmm,heure,minute,PAR (µmol m-2 s-1),PAR_corrige,Rg Diffus  (W m-2),Rg Diffus  (µmol m-2 s-1),Rd:PAR,Temp air,Humidité relative,Vitesse vent (m s-1)
2009,30,5,30/05,1,0,0.011,0,0.338,0,NA,13.43,61.91,3.33
2009,30,5,30/05,2,0,0.109,0,0.338,0,NA,12.78,60.46,3.14
2009,30,5,30/05,3,0,0.153,0,0.338,0,NA,11.77,59.58,2.88
2009,30,5,30/05,4,0,0.665,0,0.338,0,NA,10.56,63.19,2.19
2009,30,5,30/05,5,0,59.805,59.805,23.99,48.4598,0.810296798,10.75,64.38,2.52
2009,30,5,30/05,6,0,306.1,306.1,46.215,93.3543,0.304979745,12.22,60.92,3.84
2009,30,5,30/05,7,0,617.15,617.15,41.915,84.6683,0.137192417,14.10,55.96,4.20
2009,30,5,30/05,8,0,932.5,932.5,42.46,85.7692,0.091977694,15.56,51.60,4.63
2009,30,5,30/05,9,0,1215.5,1215.5,50.28,101.5656,0.0835587,16.80,51.81,4.30
2009,30,5,30/05,10,0,1444,1444,46.21,93.3442,0.064642798,17.81,49.62,4.61
2009,30,5,30/05,11,0,1600.5,1600.5,47.265,95.4753,0.059653421,19.02,46.34,4.87
2009,30,5,30/05,12,0,1674.5,1674.5,52.505,106.0601,0.06333837,19.86,47.91,5.10
2009,30,5,30/05,13,0,1660,1660,50.72,102.4544,0.061719518,20.73,45.07,4.95
2009,30,5,30/05,14,0,1559.5,1559.5,48.305,97.5761,0.062568836,21.34,44.90,4.74
2009,30,5,30/05,15,0,1378.5,1378.5,58.055,117.2711,0.085071527,21.70,45.43,4.56
2009,30,5,30/05,16,0,1125,1125,39.2,79.184,0.070385778,21.88,45.38,4.29
2009,30,5,30/05,17,0,821.5,821.5,39.965,80.7293,0.098270603,21.69,46.20,4.51
2009,30,5,30/05,18,0,495.05,495.05,46.54,94.0108,0.189901626,21.31,46.38,3.95
2009,30,5,30/05,19,0,192.7,192.7,43.97,88.8194,0.460920602,19.75,51.82,2.64
2009,30,5,30/05,20,0,12.725,0,5.751,0,NA,17.73,57.30,1.92
2009,30,5,30/05,21,0,0.022,0,0.337,0,NA,17.01,59.29,2.47
2009,30,5,30/05,22,0,0.283,0,0.337,0,NA,16.42,61.55,2.44
2009,30,5,30/05,23,0,0,0,0.337,0,NA,14.77,68.04,2.22
2009,30,5,30/05,0,0,0.087,0,0.338,0,NA,14.59,68.90,3.15
2009,31,5,31/05,1,0,0.349,0,0.338,0,NA,14.04,70.95,2.90
2009,31,5,31/05,2,0,0.164,0,0.338,0,NA,13.14,74.85,1.84
2009,31,5,31/05,3,0,0.066,0,0.338,0,NA,12.02,79.45,1.77
2009,31,5,31/05,4,0,0.36,0,0.338,0,NA,10.83,85.20,1.52
2009,31,5,31/05,5,0,57.89,57.89,25.705,51.9241,0.896944205,11.30,84.35,1.98
2009,31,5,31/05,6,0,296.75,296.75,58.105,117.3721,0.39552519,13.43,76.00,2.68
2009,31,5,31/05,7,0,611.3,611.3,57.815,116.7863,0.191045804,15.58,68.75,3.11
2009,31,5,31/05,8,0,930.5,930.5,59.03,119.2406,0.128146803,17.35,64.51,3.36
2009,31,5,31/05,9,0,1219.5,1219.5,67.375,136.0975,0.111601066,19.06,59.34,3.65
2009,31,5,31/05,10,0,1450.5,1450.5,64.18,129.6436,0.089378559,20.58,52.79,4.04
2009,31,5,31/05,11,0,1611,1611,63.395,128.0579,0.079489696,21.38,46.44,4.56
2009,31,5,31/05,12,0,1689,1689,68.31,137.9862,0.08169698,21.90,43.86,3.91
2009,31,5,31/05,13,0,1675.5,1675.5,67.315,135.9763,0.081155655,22.37,42.75,3.51
2009,31,5,31/05,14,0,1563.5,1563.5,82.65,166.953,0.10678158,22.66,42.72,3.84
2009,31,5,31/05,15,0,1392.5,1392.5,93.1,188.062,0.135053501,22.71,42.92,3.92
2009,31,5,31/05,16,0,1117.5,1117.5,68.105,137.5721,0.123107025,22.27,43.45,3.95
2009,31,5,31/05,17,0,814,814,75.25,152.005,0.186738329,21.94,47.43,3.56
2009,31,5,31/05,18,0,480.4,480.4,69.29,139.9658,0.291352623,21.09,51.67,3.29
2009,31,5,31/05,19,0,181.15,181.15,53.35,107.767,0.594904775,19.46,58.77,1.03
2009,31,5,31/05,20,0,13.463,0,5.903,0,NA,17.78,63.89,0.84
2009,31,5,31/05,21,0,0.153,0,0.337,0,NA,16.10,71.24,0.60
2009,31,5,31/05,22,0,0.098,0,0.337,0,NA,15.12,75.20,0.56
2009,31,5,31/05,23,0,0.197,0,0.338,0,NA,14.43,80.00,0.97
2009,31,5,31/05,0,0,0.273,0,0.338,0,NA,13.57,84.70,1.18
2009,1,6,01/06,1,0,0.24,0,0.338,0,NA,12.85,88.05,1.30
2009,1,6,01/06,2,0,0.099,0,0.338,0,NA,12.44,89.15,1.55
2009,1,6,01/06,3,0,0,0,0.338,0,NA,11.79,91.65,1.50
2009,1,6,01/06,4,0,0.905,0,0.338,0,NA,10.85,94.50,1.06
2009,1,6,01/06,5,0,57.535,57.535,26.25,53.025,0.921612931,11.76,91.60,1.65
2009,1,6,01/06,6,0,303.9,303.9,59.035,119.2507,0.392401119,13.43,85.40,2.71
2009,1,6,01/06,7,0,616.2,616.2,61.32,123.8664,0.201016553,15.51,75.15,2.96
2009,1,6,01/06,8,0,941.5,941.5,61.485,124.1997,0.131916835,17.64,63.62,3.35
2009,1,6,01/06,9,0,1236,1236,64.245,129.7749,0.104995874,19.19,54.02,4.10
2009,1,6,01/06,10,0,1466,1466,64.235,129.7547,0.088509345,20.43,49.55,3.88
2009,1,6,01/06,11,0,1626.5,1626.5,62.875,127.0075,0.078086382,20.99,46.96,3.89
2009,1,6,01/06,12,0,1704.5,1704.5,67.965,137.2893,0.080545204,21.56,43.29,3.64
2009,1,6,01/06,13,0,1694.5,1694.5,64.325,129.9365,0.076681322,22.08,40.68,3.25
2009,1,6,01/06,14,0,1588,1588,61.025,123.2705,0.077626259,22.39,45.09,3.54
2009,1,6,01/06,15,0,1392.5,1392.5,87.35,176.447,0.126712388,22.92,46.10,3.49
2009,1,6,01/06,16,0,1138.5,1138.5,69.075,139.5315,0.122557312,23.06,46.93,3.41
2009,1,6,01/06,17,0,830,830,92.35,186.547,0.224755422,22.89,48.60,3.52
2009,1,6,01/06,18,0,441.95,441.95,127.75,258.055,0.583900894,21.69,55.09,2.15
2009,1,6,01/06,19,0,183.2,183.2,60.135,121.4727,0.66306059,20.48,58.75,1.03
2009,1,6,01/06,20,0,13.757,0,6.149,0,NA,18.27,69.13,1.14
2009,1,6,01/06,21,0,0,0,0.337,0,NA,17.15,74.95,0.71
2009,1,6,01/06,22,0,0.142,0,0.337,0,NA,17.07,76.10,0.92
2009,1,6,01/06,23,0,0.294,0,0.337,0,NA,15.94,80.65,0.91
2009,1,6,01/06,0,0,0.142,0,0.337,0,NA,15.32,82.70,0.41
2009,2,6,02/06,1,0,0.393,0,0.338,0,NA,15.61,82.70,2.02
2009,2,6,02/06,2,0,0.24,0,0.338,0,NA,14.93,83.80,1.72
2009,2,6,02/06,3,0,0.011,0,0.338,0,NA,14.48,86.65,2.18
2009,2,6,02/06,4,0,0.567,0,0.338,0,NA,13.11,91.60,1.34
2009,2,6,02/06,5,0,56.395,56.395,27.125,54.7925,0.97158436,13.61,92.75,1.68
2009,2,6,02/06,6,0,280.4,280.4,79.85,161.297,0.575238944,15.46,87.90,2.06
2009,2,6,02/06,7,0,601.35,601.35,85.9,173.518,0.288547435,17.49,79.95,2.56
2009,2,6,02/06,8,0,916.5,916.5,97.65,197.253,0.215224223,19.15,73.75,2.98
2009,2,6,02/06,9,0,1212.5,1212.5,107.15,216.443,0.178509691,20.81,66.90,2.87
2009,2,6,02/06,10,0,1439,1439,122.95,248.359,0.172591383,21.95,62.27,3.21
2009,2,6,02/06,11,0,1601,1601,122.8,248.056,0.154938164,23.06,57.92,3.21
2009,2,6,02/06,12,0,1734.5,1734.5,168,339.36,0.195652926,23.77,52.82,3.63
2009,2,6,02/06,13,0,1492,1492,239.4,483.588,0.324120643,23.88,51.34,3.94
2009,2,6,02/06,14,0,1111.5,1111.5,234.85,474.397,0.426807917,24.30,49.18,3.57
2009,2,6,02/06,15,0,1350.5,1350.5,245.55,496.011,0.367279526,24.22,48.73,2.91
2009,2,6,02/06,16,0,848.15,848.15,139.95,282.699,0.333312504,24.68,47.89,3.58
2009,2,6,02/06,17,0,698.9,698.9,162.6,328.452,0.469955645,23.80,49.72,2.71
2009,2,6,02/06,18,0,489.1,489.1,114.3,230.886,0.472062973,23.15,49.99,3.33
2009,2,6,02/06,19,0,186.2,186.2,62.07,125.3814,0.673369495,21.41,53.02,2.28
2009,2,6,02/06,20,0,15.775,0,7.191,0,NA,19.01,57.92,1.34
2009,2,6,02/06,21,0,0.436,0,0.337,0,NA,17.33,63.28,1.00
2009,2,6,02/06,22,0,0,0,0.337,0,NA,16.36,66.15,1.04
2009,2,6,02/06,23,0,0.338,0,0.337,0,NA,15.34,70.04,1.26
2009,2,6,02/06,0,0,0.229,0,0.338,0,NA,13.27,80.35,1.38
2009,3,6,03/06,1,0,0.066,0,0.338,0,NA,13.12,82.00,1.37
2009,3,6,03/06,2,0,0.251,0,0.338,0,NA,11.95,87.15,0.51
2009,3,6,03/06,3,0,0.208,0,0.358,0,NA,10.81,89.90,0.83
2009,3,6,03/06,4,0,0.458,0,0.338,0,NA,11.10,89.25,0.55
2009,3,6,03/06,5,0,54.93,54.93,24.895,50.2879,0.915490624,11.71,89.10,0.81
2009,3,6,03/06,6,0,307.4,307.4,67.755,136.8651,0.445234548,14.58,82.80,1.78
2009,3,6,03/06,7,0,621.75,621.75,70.75,142.915,0.229859268,16.26,77.05,2.44
2009,3,6,03/06,8,0,944.5,944.5,78.5,158.57,0.167887771,17.98,71.15,2.37
2009,3,6,03/06,9,0,1225,1225,96.75,195.435,0.159538776,19.87,65.87,2.51
2009,3,6,03/06,10,0,1487,1487,72.2,145.844,0.098079354,21.43,55.97,3.30
2009,3,6,03/06,11,0,1650.5,1650.5,66.185,133.6937,0.081001939,22.24,48.08,3.37
2009,3,6,03/06,12,0,1722.5,1722.5,68.175,137.7135,0.079949782,23.06,44.03,2.85
2009,3,6,03/06,13,0,1662,1662,81.55,164.731,0.099116125,23.59,44.49,2.87
2009,3,6,03/06,14,0,1511,1511,132.85,268.357,0.17760225,23.75,46.17,3.30
2009,3,6,03/06,15,0,1096,1096,330.2,667.004,0.608580292,23.99,45.07,3.08
2009,3,6,03/06,16,0,926.5,926.5,236.6,477.932,0.515846735,23.01,45.49,2.94
2009,3,6,03/06,17,0,581.5,581.5,216.15,436.623,0.750856406,22.96,47.34,2.36
2009,3,6,03/06,18,0,592.4,592.4,109.85,221.897,0.374572924,22.48,50.11,2.15
2009,3,6,03/06,19,0,143.8,143.8,56.305,113.7361,0.790932545,20.49,57.08,0.63
2009,3,6,03/06,20,0,16.205,0,7.436,0,NA,18.94,61.76,0.32
2009,3,6,03/06,21,0,0,0,0.337,0,NA,17.59,64.94,0.36
2009,3,6,03/06,22,0,0,0,0.337,0,NA,15.92,71.05,0.63
2009,3,6,03/06,23,0,0.207,0,0.338,0,NA,15.77,71.75,0.36
2009,3,6,03/06,0,0,0,0,0.338,0,NA,14.29,78.40,0.06
2009,4,6,04/06,1,0,0.469,0,0.338,0,NA,11.68,88.60,0.00
2009,4,6,04/06,2,0,0.316,0,0.338,0,NA,12.15,90.70,0.00
2009,4,6,04/06,3,0,0.436,0,0.338,0,NA,11.44,91.60,0.56
2009,4,6,04/06,4,0,0.567,0,0.338,0,NA,10.70,93.60,0.95
2009,4,6,04/06,5,0,60.755,60.755,28.445,57.4589,0.945747675,12.16,91.60,1.73
2009,4,6,04/06,6,0,290.25,290.25,79.5,160.59,0.553281654,14.58,85.15,1.08
2009,4,6,04/06,7,0,601.45,601.45,100.65,203.313,0.338038075,16.11,79.35,2.61
2009,4,6,04/06,8,0,894,894,142.45,287.749,0.32186689,17.37,74.55,2.66
2009,4,6,04/06,9,0,1216,1216,150.45,303.909,0.249925164,18.82,70.34,3.12
2009,4,6,04/06,10,0,1457,1457,139,280.78,0.19271105,19.93,65.46,2.48
2009,4,6,04/06,11,0,1471.5,1471.5,230.1,464.802,0.315869521,20.40,61.49,2.78
2009,4,6,04/06,12,0,1307.5,1307.5,310.4,627.008,0.479547228,20.63,58.25,2.99
2009,4,6,04/06,13,0,1211,1211,407.4,822.948,0.679560694,20.97,56.29,2.48
2009,4,6,04/06,14,0,860,860,313.85,633.977,0.737182558,21.13,54.41,2.15
2009,4,6,04/06,15,0,1028,1028,367.7,742.754,0.722523346,20.67,55.28,2.38
2009,4,6,04/06,16,0,752.45,752.45,297.6,601.152,0.798926174,20.80,56.67,3.40
2009,4,6,04/06,17,0,888,888,146.6,296.132,0.333481982,20.49,53.45,3.16
2009,4,6,04/06,18,0,511.75,511.75,101.6,205.232,0.40103957,19.82,55.55,2.10
2009,4,6,04/06,19,0,199.85,199.85,78.8,159.176,0.796477358,18.14,58.45,1.73
2009,4,6,04/06,20,0,15.199,0,6.655,0,NA,15.83,63.83,1.62
2009,4,6,04/06,21,0,0,0,0.337,0,NA,14.39,69.09,1.53
2009,4,6,04/06,22,0,0,0,0.338,0,NA,13.78,72.25,1.21
2009,4,6,04/06,23,0,0,0,0.338,0,NA,13.07,74.20,0.99
2009,4,6,04/06,0,0,0.142,0,0.338,0,NA,12.27,77.20,1.04
2009,5,6,05/06,1,0,0.131,0,0.338,0,NA,11.98,79.25,1.33
2009,5,6,05/06,2,0,0.207,0,0.338,0,NA,11.79,80.95,1.51
2009,5,6,05/06,3,0,0.175,0,0.338,0,NA,11.70,80.35,1.78
2009,5,6,05/06,4,0,0.284,0,0.338,0,NA,11.47,79.65,2.28
2009,5,6,05/06,5,0,33.765,33.765,15.905,32.1281,0.951520806,11.23,77.90,2.53
2009,5,6,05/06,6,0,300.45,300.45,80.5,162.61,0.541221501,12.71,71.20,3.29
2009,5,6,05/06,7,0,527.15,527.15,193.65,391.173,0.742052547,13.57,70.24,2.85
2009,5,6,05/06,8,0,661.7,661.7,295.9,597.718,0.903306634,15.46,62.56,3.66
2009,5,6,05/06,9,0,1173.5,1173.5,327.6,661.752,0.563913081,16.25,59.83,3.61
2009,5,6,05/06,10,0,997.5,997.5,473.75,956.975,0.959373434,16.60,61.28,3.44
2009,5,6,05/06,11,0,871.75,871.75,325.6,657.712,0.754473186,17.24,60.82,3.67
2009,5,6,05/06,12,0,1352,1352,423.55,855.571,0.632818787,18.24,58.95,2.91
2009,5,6,05/06,13,0,1510.5,1510.5,291.35,588.527,0.389623966,19.34,57.66,2.85
2009,5,6,05/06,14,0,1669.5,1669.5,180.35,364.307,0.218213237,20.58,54.80,1.88
2009,5,6,05/06,15,0,937.5,937.5,392.75,793.355,0.846245333,20.07,55.19,1.48
2009,5,6,05/06,16,0,159.15,159.15,79.305,160.1961,1,18.42,73.29,0.00
2009,5,6,05/06,17,0,105.3,105.3,52.99,107.0398,1,16.45,82.85,0.74
2009,5,6,05/06,18,0,58.86,58.86,28.77,58.1154,0.987349643,15.73,92.35,0.20
2009,5,6,05/06,19,0,27.04,27.04,12.395,25.0379,0.92595784,15.59,92.90,0.00
2009,5,6,05/06,20,0,2.376,0,0.454,0,NA,15.16,92.90,1.13
2009,5,6,05/06,21,0,0.109,0,0.337,0,NA,14.63,95.45,0.89
2009,5,6,05/06,22,0,0.175,0,0.337,0,NA,13.64,94.50,1.71
2009,5,6,05/06,23,0,0.229,0,0.338,0,NA,12.95,94.90,1.32
2009,5,6,05/06,0,0,0,0,0.338,0,NA,12.84,95.00,0.54
2009,6,6,06/06,1,0,0.033,0,0.338,0,NA,12.76,96.40,0.49
2009,6,6,06/06,2,0,0.621,0,0.338,0,NA,12.77,97.00,1.57
2009,6,6,06/06,3,0,0.305,0,0.338,0,NA,12.72,96.85,1.01
2009,6,6,06/06,4,0,0.425,0,0.338,0,NA,12.20,97.35,0.88
2009,6,6,06/06,5,0,32.835,32.835,15.255,30.8151,0.938483326,12.17,98.20,1.37
2009,6,6,06/06,6,0,86.3,86.3,42.89,86.6378,1,12.41,97.85,1.78
2009,6,6,06/06,7,0,211,211,105.5,213.11,1,13.26,96.30,0.33
2009,6,6,06/06,8,0,229,229,117.75,237.855,1,14.05,94.20,0.07
2009,6,6,06/06,9,0,266.2,266.2,133.65,269.973,1,13.86,92.90,1.07
2009,6,6,06/06,10,0,466.2,466.2,240.35,485.507,1,14.90,89.50,1.28
2009,6,6,06/06,11,0,283.65,283.65,141.2,285.224,1,14.53,87.35,1.78
2009,6,6,06/06,12,0,1687,1687,417.65,843.653,0.500090694,15.94,76.95,1.01
2009,6,6,06/06,13,0,1087.8,1087.8,406.1,820.322,0.75411105,17.14,73.90,2.01
2009,6,6,06/06,14,0,1765.5,1765.5,246.35,497.627,0.281861796,15.46,79.90,4.32
2009,6,6,06/06,15,0,168.3,168.3,85.24,172.1848,1,13.51,96.05,2.07
2009,6,6,06/06,16,0,434.8,434.8,198.2,400.364,0.920800368,14.77,93.40,3.07
2009,6,6,06/06,17,0,637.65,637.65,167,337.34,0.529036305,15.48,84.70,2.21
2009,6,6,06/06,18,0,303.3,303.3,117.75,237.855,0.784223541,15.20,82.70,2.28
2009,6,6,06/06,19,0,183.9,183.9,80.8,163.216,0.887525829,14.41,85.75,2.93
2009,6,6,06/06,20,0,13.775,0,5.894,0,NA,12.74,95.70,1.03
2009,6,6,06/06,21,0,0.066,0,0.338,0,NA,13.34,94.90,0.83
2009,6,6,06/06,22,0,0.077,0,0.338,0,NA,13.42,96.70,1.91
2009,6,6,06/06,23,0,0.055,0,0.338,0,NA,13.50,96.10,2.75
2009,6,6,06/06,0,0,0.185,0,0.338,0,NA,13.36,97.05,1.46
2009,7,6,07/06,1,0,0.295,0,0.338,0,NA,12.96,96.30,2.46
2009,7,6,07/06,2,0,0.12,0,0.338,0,NA,12.03,95.70,1.93
2009,7,6,07/06,3,0,0.469,0,0.338,0,NA,10.59,96.30,1.15
2009,7,6,07/06,4,0,0.48,0,0.338,0,NA,10.08,97.25,1.25
2009,7,6,07/06,5,0,49.475,49.475,24.205,48.8941,0.988258717,10.10,96.60,0.86
2009,7,6,07/06,6,0,204.95,204.95,97.75,197.455,0.963430105,10.73,94.30,1.11
2009,7,6,07/06,7,0,589.15,589.15,128.35,259.267,0.440069592,12.07,87.55,1.57
2009,7,6,07/06,8,0,920,920,83.5,168.67,0.183336957,13.24,72.50,2.78
2009,7,6,07/06,9,0,1076.5,1076.5,172.2,347.844,0.323124942,14.24,64.75,4.30
2009,7,6,07/06,10,0,1427.5,1427.5,132.3,267.246,0.187212609,15.51,58.13,4.67
2009,7,6,07/06,11,0,671.2,671.2,269.25,543.885,0.810317342,13.15,78.60,4.55
2009,7,6,07/06,12,0,1066.5,1066.5,434.25,877.185,0.822489451,14.60,69.17,5.61
2009,7,6,07/06,13,0,1541,1541,302.45,610.949,0.396462687,13.48,83.65,4.08
2009,7,6,07/06,14,0,1130,1130,395.05,798.001,0.706195575,15.66,73.75,4.90
2009,7,6,07/06,15,0,868.8,868.8,325.5,657.51,0.756802486,14.75,72.85,5.64
2009,7,6,07/06,16,0,607.05,607.05,240.15,485.103,0.799115394,15.81,61.19,5.26
2009,7,6,07/06,17,0,445.55,445.55,206.1,416.322,0.93440018,15.12,59.11,3.65
2009,7,6,07/06,18,0,155.8,155.8,79.95,161.499,1,14.48,61.12,2.75
2009,7,6,07/06,19,0,160.85,160.85,75.22,151.9444,0.944634131,13.49,73.90,1.93
2009,7,6,07/06,20,0,18.155,0,8.38,0,NA,11.74,86.80,1.41
2009,7,6,07/06,21,0,0,0,0.338,0,NA,10.69,91.80,0.49
2009,7,6,07/06,22,0,0.098,0,0.338,0,NA,9.56,95.65,0.35
2009,7,6,07/06,23,0,0.175,0,0.338,0,NA,10.18,96.20,0.57
2009,7,6,07/06,0,0,0.273,0,0.338,0,NA,10.85,94.95,0.46
2009,8,6,08/06,1,0,0.349,0,0.338,0,NA,11.20,96.15,0.00
2009,8,6,08/06,2,0,0.044,0,0.338,0,NA,11.30,96.85,0.00
2009,8,6,08/06,3,0,0,0,0.338,0,NA,11.46,97.60,0.00
2009,8,6,08/06,4,0,0.698,0,0.338,0,NA,11.62,98.05,0.00
2009,8,6,08/06,5,0,12.488,12.488,4.91,9.9182,0.79421845,11.89,98.35,0.02
2009,8,6,08/06,6,0,16.13,16.13,6.991,14.12182,0.87550031,11.99,98.40,0.11
2009,8,6,08/06,7,0,48.055,48.055,24.145,48.7729,1,12.16,98.20,0.38
2009,8,6,08/06,8,0,62.52,62.52,31.855,64.3471,1,12.87,97.85,2.23
2009,8,6,08/06,9,0,253.75,253.75,130.7,264.014,1,14.11,95.40,2.59
2009,8,6,08/06,10,0,553.2,553.2,277.35,560.247,1,16.06,88.50,4.31
2009,8,6,08/06,11,0,643.6,643.6,328.2,662.964,1,15.74,88.70,4.02
2009,8,6,08/06,12,0,443.55,443.55,228.95,462.479,1,15.73,91.85,4.12
2009,8,6,08/06,13,0,776.3,776.3,372.5,752.45,0.969277341,16.07,87.90,2.51
2009,8,6,08/06,14,0,584.9,584.9,300.35,606.707,1,17.79,84.80,3.57
2009,8,6,08/06,15,0,1447,1447,199.1,402.182,0.277941949,18.53,64.45,4.21
2009,8,6,08/06,16,0,1171.5,1171.5,123.15,248.763,0.212345711,19.10,64.30,4.19
2009,8,6,08/06,17,0,967,967,130.9,264.418,0.273441572,18.97,60.47,3.40
2009,8,6,08/06,18,0,605.55,605.55,118.7,239.774,0.395960697,18.32,62.67,2.07
2009,8,6,08/06,19,0,106.05,106.05,45.485,91.8797,0.866380952,16.26,72.32,0.95
2009,8,6,08/06,20,0,17.065,0,7.828,0,NA,13.24,89.85,0.15
2009,8,6,08/06,21,0,0.055,0,0.337,0,NA,11.39,92.50,0.47
2009,8,6,08/06,22,0,0.044,0,0.338,0,NA,12.73,80.20,1.48
2009,8,6,08/06,23,0,0.175,0,0.338,0,NA,12.88,80.70,2.29
2009,8,6,08/06,0,0,0,0,0.338,0,NA,12.80,83.90,2.24
2009,9,6,09/06,1,0,0,0,0.338,0,NA,12.78,86.30,2.87
2009,9,6,09/06,2,0,0.305,0,0.338,0,NA,12.45,90.85,2.87
2009,9,6,09/06,3,0,0,0,0.338,0,NA,12.79,91.75,4.52
2009,9,6,09/06,4,0,0.077,0,0.338,0,NA,12.78,93.00,5.06
2009,9,6,09/06,5,0,34.59,34.59,16.73,33.7946,0.977004915,12.72,90.75,5.15
2009,9,6,09/06,6,0,242.15,242.15,89.285,180.3557,0.744809829,13.47,90.00,4.88
2009,9,6,09/06,7,0,251.25,251.25,126.05,254.621,1,14.00,88.75,5.12
2009,9,6,09/06,8,0,700.2,700.2,221.95,448.339,0.640301342,15.43,80.45,5.50
2009,9,6,09/06,9,0,830.2,830.2,271.5,548.43,0.660599855,16.35,70.14,6.10
2009,9,6,09/06,10,0,1139,1139,324.35,655.187,0.575230026,16.96,68.00,5.30
2009,9,6,09/06,11,0,1364,1364,281.4,568.428,0.41673607,17.46,66.41,5.98
2009,9,6,09/06,12,0,1440,1440,368.4,744.168,0.516783333,16.78,67.93,6.23
2009,9,6,09/06,13,0,1689,1689,255.55,516.211,0.305631143,17.96,61.68,7.12
2009,9,6,09/06,14,0,1422,1422,194,391.88,0.275583685,17.84,61.32,6.79
2009,9,6,09/06,15,0,1453.5,1453.5,151.55,306.131,0.210616443,17.42,61.88,6.64
2009,9,6,09/06,16,0,994.5,994.5,138.7,280.174,0.281723479,17.20,58.56,6.16
2009,9,6,09/06,17,0,884,884,103.05,208.161,0.235476244,16.61,63.72,5.17
2009,9,6,09/06,18,0,523.75,523.75,104.8,211.696,0.40419284,16.15,65.15,4.19
2009,9,6,09/06,19,0,149.5,149.5,57.78,116.7156,0.780706355,14.29,74.90,2.42
2009,9,6,09/06,20,0,18.685,0,8.686,0,NA,12.77,80.35,2.05
2009,9,6,09/06,21,0,0.273,0,0.338,0,NA,11.53,87.50,1.55
2009,9,6,09/06,22,0,0.131,0,0.338,0,NA,10.46,92.10,1.18
2009,9,6,09/06,23,0,0.305,0,0.338,0,NA,10.45,93.45,1.21
2009,9,6,09/06,0,0,0.131,0,0.338,0,NA,10.51,94.90,1.32
2009,10,6,10/06,1,0,0.763,0,0.338,0,NA,10.43,95.40,1.42
2009,10,6,10/06,2,0,0.218,0,0.338,0,NA,11.23,94.55,1.84
2009,10,6,10/06,3,0,0.393,0,0.338,0,NA,11.70,93.00,1.86
2009,10,6,10/06,4,0,0.534,0,0.338,0,NA,12.06,89.10,2.35
2009,10,6,10/06,5,0,14.645,14.645,6.119,12.36038,0.844,11.96,91.25,1.52
2009,10,6,10/06,6,0,168,168,81.95,165.539,0.98535119,12.78,89.20,2.34
2009,10,6,10/06,7,0,347.05,347.05,175.55,354.611,1,14.87,81.00,3.03
2009,10,6,10/06,8,0,747.5,747.5,321.8,650.036,0.869613378,16.92,73.25,4.71
2009,10,6,10/06,9,0,636.3,636.3,301.95,609.939,0.958571429,17.69,74.00,4.20
2009,10,6,10/06,10,0,672.8,672.8,329.45,665.489,0.989133472,18.43,73.25,4.92
2009,10,6,10/06,11,0,1111,1111,422.25,852.945,0.767727273,18.08,78.65,5.46
2009,10,6,10/06,12,0,222.95,222.95,115.85,234.017,1,16.31,95.35,4.47
2009,10,6,10/06,13,0,646.45,646.45,328.55,663.671,1,18.14,89.65,4.91
2009,10,6,10/06,14,0,318.15,318.15,166.5,336.33,1,17.05,93.45,5.47
2009,10,6,10/06,15,0,541.95,541.95,282.2,570.044,1,18.15,88.30,5.86
2009,10,6,10/06,16,0,563.85,563.85,234.45,473.589,0.839920192,18.51,81.35,5.59
2009,10,6,10/06,17,0,524.7,524.7,174.25,351.985,0.670830951,18.48,75.35,7.09
2009,10,6,10/06,18,0,340.75,340.75,112.4,227.048,0.666318415,17.50,77.15,6.64
2009,10,6,10/06,19,0,92.05,92.05,42.595,86.0419,0.934730038,16.34,81.80,5.98
2009,10,6,10/06,20,0,6.256,0,1.884,0,NA,15.62,81.80,6.42
2009,10,6,10/06,21,0,0,0,0.337,0,NA,15.16,84.35,4.66
2009,10,6,10/06,22,0,0.284,0,0.337,0,NA,14.81,85.70,5.46
2009,10,6,10/06,23,0,0.207,0,0.337,0,NA,14.34,83.95,4.92
2009,10,6,10/06,0,0,0.022,0,0.337,0,NA,14.00,86.05,3.56
2009,11,6,11/06,1,0,0.196,0,0.338,0,NA,13.75,87.50,3.31
2009,11,6,11/06,2,0,0.033,0,0.338,0,NA,12.86,92.05,2.93
2009,11,6,11/06,3,0,0.087,0,0.338,0,NA,11.80,95.00,2.19
2009,11,6,11/06,4,0,0.894,0,0.338,0,NA,11.65,96.75,2.22
2009,11,6,11/06,5,0,39.31,39.31,18.64,37.6528,0.957842788,11.71,95.65,2.40
2009,11,6,11/06,6,0,302.85,302.85,99.85,201.697,0.665996368,12.12,93.50,2.12
2009,11,6,11/06,7,0,600.15,600.15,82.25,166.145,0.276839124,14.08,80.15,2.22
2009,11,6,11/06,8,0,965,965,77.5,156.55,0.162227979,15.10,73.40,2.49
2009,11,6,11/06,9,0,1174,1174,123.35,249.167,0.212237649,16.07,67.63,2.55
2009,11,6,11/06,10,0,1486.5,1486.5,149.8,302.596,0.203562731,16.92,63.97,2.58
2009,11,6,11/06,11,0,1461,1461,266.15,537.623,0.367982888,17.77,61.60,2.07
2009,11,6,11/06,12,0,1604,1604,271.55,548.531,0.341976933,18.54,58.77,2.33
2009,11,6,11/06,13,0,1925,1925,262.35,529.947,0.275297143,19.23,56.30,2.40
