aaaa,jj,mm,jjmm,heure,minute,PAR (µmol m-2 s-1),PAR_corrige,Rg Diffus  (W m-2),Rg Diffus  (µmol m-2 s-1),Rd:PAR,Temp air,Humidité relative,Vitesse vent (m s-1)
2009,14,7,14/07,11,0,1534.5,1534.5,286.6,578.932,0.377277289,23.13,50.97,3.27
2009,14,7,14/07,12,0,1271,1271,383,773.66,0.60870181,23.05,54.20,3.43
2009,14,7,14/07,13,0,675.8,675.8,303.95,613.979,0.908521752,23.14,55.74,4.62
2009,14,7,14/07,14,0,1681.5,1681.5,256.5,518.13,0.308135593,23.30,47.17,4.50
2009,14,7,14/07,15,0,820.5,820.5,258.5,522.17,0.636404631,23.23,42.36,4.73
2009,14,7,14/07,16,0,1229.5,1229.5,108.75,219.675,0.178670191,22.40,46.02,4.60
2009,14,7,14/07,17,0,799.5,799.5,207.75,419.655,0.524896811,22.12,48.57,3.82
2009,14,7,14/07,18,0,431.75,431.75,102.4,206.848,0.479092067,21.28,56.28,3.00
2009,14,7,14/07,19,0,225.85,225.85,72.045,145.5309,0.644369714,20.13,59.49,2.87
2009,14,7,14/07,20,0,23.64,0,11.165,0,NA,18.01,69.28,1.57
2009,14,7,14/07,21,0,0.316,0,0.337,0,NA,16.78,75.55,1.64
2009,14,7,14/07,22,0,0.109,0,0.337,0,NA,15.95,81.00,1.77
2009,14,7,14/07,23,0,0.153,0,0.337,0,NA,15.09,86.70,1.32
2009,14,7,14/07,0,0,0.011,0,0.337,0,NA,13.27,93.15,1.20
2009,15,7,15/07,1,0,0,0,0.338,0,NA,13.51,93.15,1.27
2009,15,7,15/07,2,0,0.338,0,0.338,0,NA,14.61,90.50,1.89
2009,15,7,15/07,3,0,0.534,0,0.338,0,NA,13.87,91.30,1.96
2009,15,7,15/07,4,0,0.687,0,0.338,0,NA,14.23,90.45,2.09
2009,15,7,15/07,5,0,23.56,23.56,10.182,20.56764,0.872989813,14.62,90.30,2.16
2009,15,7,15/07,6,0,147.7,147.7,72.48,146.4096,0.991263372,15.62,87.10,2.06
2009,15,7,15/07,7,0,329.95,329.95,160.1,323.402,0.980154569,17.42,82.45,1.80
2009,15,7,15/07,8,0,543.95,543.95,217.7,439.754,0.808445629,18.93,75.95,2.18
2009,15,7,15/07,9,0,1196.5,1196.5,346.9,700.738,0.585656498,21.43,56.32,3.01
2009,15,7,15/07,10,0,1520.5,1520.5,410.65,829.513,0.545552779,22.31,52.66,3.31
2009,15,7,15/07,11,0,1577,1577,325.55,657.611,0.417001268,22.63,51.40,2.85
2009,15,7,15/07,12,0,1147,1147,376.6,760.732,0.663236269,23.26,49.42,3.08
2009,15,7,15/07,13,0,1474,1474,272.35,550.147,0.373234057,23.74,48.08,2.50
2009,15,7,15/07,14,0,1333,1333,310.95,628.119,0.471207052,25.00,43.05,2.95
2009,15,7,15/07,15,0,1448,1448,247.95,500.859,0.345897099,24.70,43.84,2.95
2009,15,7,15/07,16,0,845,845,157.4,317.948,0.376269822,24.01,47.46,2.63
2009,15,7,15/07,17,0,580.4,580.4,178.9,361.378,0.622636113,24.13,46.84,2.94
2009,15,7,15/07,18,0,506.4,506.4,110.45,223.109,0.440578594,23.32,47.97,2.66
2009,15,7,15/07,19,0,217.5,217.5,66.93,135.1986,0.621602759,21.69,51.88,2.17
2009,15,7,15/07,20,0,19.575,0,8.973,0,NA,19.43,60.85,1.45
2009,15,7,15/07,21,0,0.229,0,0.337,0,NA,17.74,67.95,0.57
2009,15,7,15/07,22,0,0.344,0,0.358,0,NA,14.92,83.15,0.00
2009,15,7,15/07,23,0,0.316,0,0.337,0,NA,14.51,84.85,0.00
2009,15,7,15/07,0,0,0.523,0,0.338,0,NA,14.63,82.35,0.00
2009,16,7,16/07,1,0,0.284,0,0.338,0,NA,13.46,88.40,0.00
2009,16,7,16/07,2,0,0.872,0,0.338,0,NA,13.20,89.70,0.00
2009,16,7,16/07,3,0,0.164,0,0.338,0,NA,13.05,88.45,0.04
2009,16,7,16/07,4,0,0.404,0,0.338,0,NA,13.96,82.95,0.56
2009,16,7,16/07,5,0,35.28,35.28,16.315,32.9563,0.934135488,14.73,80.50,0.50
2009,16,7,16/07,6,0,245.05,245.05,66.625,134.5825,0.549204244,16.81,74.80,1.18
2009,16,7,16/07,7,0,562.95,562.95,73.7,148.874,0.264453326,19.12,65.93,1.96
2009,16,7,16/07,8,0,887.5,887.5,93.75,189.375,0.213380282,21.57,60.53,1.71
2009,16,7,16/07,9,0,1198,1198,101.6,205.232,0.171312187,24.92,50.60,2.37
2009,16,7,16/07,10,0,1445.5,1445.5,105.55,213.211,0.147499827,27.09,39.92,2.12
2009,16,7,16/07,11,0,1615,1615,116.35,235.027,0.145527554,28.60,37.68,1.78
2009,16,7,16/07,12,0,1699,1699,145.55,294.011,0.173049441,29.45,35.68,2.25
2009,16,7,16/07,13,0,1658.5,1658.5,198.9,401.778,0.242253844,30.40,33.64,2.26
2009,16,7,16/07,14,0,1608,1608,289.05,583.881,0.363110075,31.59,31.66,2.69
2009,16,7,16/07,15,0,1357,1357,271.55,548.531,0.404223287,32.08,30.99,3.46
2009,16,7,16/07,16,0,873.4,873.4,253.55,512.171,0.586410579,31.58,33.66,3.52
2009,16,7,16/07,17,0,687.15,687.15,224.8,454.096,0.6608397,30.36,36.31,3.46
2009,16,7,16/07,18,0,336.35,336.35,142.35,287.547,0.854904118,27.79,43.72,5.52
2009,16,7,16/07,19,0,201.15,201.15,86.65,175.033,0.870161571,23.39,57.18,4.74
2009,16,7,16/07,20,0,14.34,0,6.198,0,NA,22.16,52.67,5.24
2009,16,7,16/07,21,0,0,0,0.337,0,NA,20.44,59.77,5.66
2009,16,7,16/07,22,0,0.414,0,0.337,0,NA,18.25,75.45,4.63
2009,16,7,16/07,23,0,0.48,0,0.337,0,NA,16.97,89.30,4.74
2009,16,7,16/07,0,0,0.109,0,0.337,0,NA,15.93,84.75,4.37
2009,17,7,17/07,1,0,0.022,0,0.337,0,NA,15.59,85.70,3.62
2009,17,7,17/07,2,0,0.469,0,0.337,0,NA,14.78,87.70,3.12
2009,17,7,17/07,3,0,0.687,0,0.337,0,NA,14.09,90.30,1.93
2009,17,7,17/07,4,0,0.384,0,0.358,0,NA,14.06,90.10,2.18
2009,17,7,17/07,5,0,6.987,6.987,2.116,4.27432,0.611753256,14.23,92.15,1.88
2009,17,7,17/07,6,0,53.79,53.79,26.09,52.7018,0.979769474,14.45,93.45,1.69
2009,17,7,17/07,7,0,93.66,93.66,45.245,91.3949,0.975815716,14.24,93.80,3.18
2009,17,7,17/07,8,0,111.5,111.5,54.605,110.3021,0.989256502,14.42,89.00,3.75
2009,17,7,17/07,9,0,147.05,147.05,73,147.46,1,12.47,94.15,1.67
2009,17,7,17/07,10,0,1156,1156,220.55,445.511,0.385390138,15.52,80.10,3.62
2009,17,7,17/07,11,0,1114,1114,451.35,911.727,0.818426391,15.89,74.75,3.31
2009,17,7,17/07,12,0,811.6,811.6,321.1,648.622,0.799189256,15.73,75.70,3.91
2009,17,7,17/07,13,0,1254,1254,331.3,669.226,0.533673046,16.99,66.25,6.26
2009,17,7,17/07,14,0,371,371,169.05,341.481,0.920433962,15.83,71.55,5.61
2009,17,7,17/07,15,0,1075,1075,344.95,696.799,0.648185116,17.72,61.69,6.50
2009,17,7,17/07,16,0,322.75,322.75,157.8,318.756,0.987625097,17.17,66.44,3.59
2009,17,7,17/07,17,0,543.1,543.1,140.65,284.113,0.52313202,17.28,60.57,5.66
2009,17,7,17/07,18,0,218.7,218.7,104.25,210.585,0.962894376,15.62,73.90,3.55
2009,17,7,17/07,19,0,201.45,201.45,76.5,154.53,0.767088608,15.50,75.55,2.48
2009,17,7,17/07,20,0,16.405,0,7.158,0,NA,14.45,72.30,2.76
2009,17,7,17/07,21,0,0.055,0,0.337,0,NA,13.57,79.60,2.99
2009,17,7,17/07,22,0,0,0,0.338,0,NA,13.03,83.10,3.06
2009,17,7,17/07,23,0,0.436,0,0.338,0,NA,12.18,87.30,2.53
2009,17,7,17/07,0,0,0.153,0,0.338,0,NA,11.47,90.45,2.25
2009,18,7,18/07,1,0,0,0,0.338,0,NA,10.85,93.00,2.15
2009,18,7,18/07,2,0,0.295,0,0.338,0,NA,10.54,93.90,2.39
2009,18,7,18/07,3,0,0.709,0,0.338,0,NA,10.19,94.75,2.39
2009,18,7,18/07,4,0,0.404,0,0.338,0,NA,9.86,95.05,1.13
2009,18,7,18/07,5,0,29.59,29.59,12.892,26.04184,0.880089219,10.03,94.70,1.75
2009,18,7,18/07,6,0,243.6,243.6,64.235,129.7547,0.532654762,11.68,90.55,1.92
2009,18,7,18/07,7,0,554.05,554.05,125.5,253.51,0.457557982,13.48,84.15,2.90
2009,18,7,18/07,8,0,446.15,446.15,196.1,396.122,0.887867309,14.20,82.85,2.44
2009,18,7,18/07,9,0,894.5,894.5,377.8,763.156,0.853164897,16.76,69.75,3.59
2009,18,7,18/07,10,0,1210.5,1210.5,320.4,647.208,0.53466171,18.40,58.55,4.80
2009,18,7,18/07,11,0,971,971,400.05,808.101,0.832235839,19.34,54.63,5.05
2009,18,7,18/07,12,0,988,988,469.9,949.198,0.960726721,19.43,55.73,4.99
2009,18,7,18/07,13,0,1200,1200,489.35,988.487,0.823739167,19.31,56.28,5.61
2009,18,7,18/07,14,0,472.85,472.85,231.25,467.125,0.987892566,18.84,56.96,5.49
2009,18,7,18/07,15,0,398.1,398.1,197.6,399.152,1,18.30,60.13,5.91
2009,18,7,18/07,16,0,913,913,325.35,657.207,0.719832421,17.58,70.92,5.61
2009,18,7,18/07,17,0,420.85,420.85,205.75,415.615,0.987560889,17.04,73.40,5.91
2009,18,7,18/07,18,0,169.9,169.9,82.6,166.852,0.982060035,15.25,91.60,5.02
2009,18,7,18/07,19,0,63.71,63.71,30.775,62.1655,0.975757338,15.51,93.70,4.43
2009,18,7,18/07,20,0,6.724,0,2.062,0,NA,15.87,94.40,3.09
2009,18,7,18/07,21,0,0.305,0,0.337,0,NA,15.93,94.30,2.30
2009,18,7,18/07,22,0,0.294,0,0.337,0,NA,15.38,93.00,2.92
2009,18,7,18/07,23,0,0.839,0,0.337,0,NA,14.70,92.05,2.32
2009,18,7,18/07,0,0,0.262,0,0.337,0,NA,13.78,94.35,0.82
